PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(appear),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
1445201000_000029,"A plan for the conduct of female education, in boarding schools, private families, and public seminaries. By Erasmus Darwin, M.D. F.R.S. author of Zoonomia, and of The botanic garden. To which are added, Rudiments of taste, in a series of letters from a mother to her daughters. Embellished with an elegant frontispiece.",Erasmus Darwin,67,0,2.0,2.0,1.0,2.0,2.0,0,1.0,0,1.0,0,0,1.0,0,1.0,1.0,3.0,2.0,2.0,0,0,3.0,1.0,0,2.0,0,0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,0,0,0,1.0,0,0,0,0,6.0,0,0,1.0,1.0,1.0,1.0,0,3.0,2.0,2.0,0,3.0,2.0,1.0,1.0,2.0,1798,1,1,"Philadelphia: : Printed by John Ormrod, no. 41, Chesnut-Street, 1798.",Philadelphia,303,female,1731,1802,True
0612600201_000093,Dialogues concerning education.,Michael Vandergucht,78,0,3.0,1.0,0,1.0,0,0,0,2.0,0,6.0,5.0,2.0,1.0,0,0,0,2.0,0,0,0,1.0,0,0,3.0,1.0,6.0,0,6.0,1.0,6.0,0,4.0,2.0,0,0,0,0,0,1.0,1.0,0,1.0,0,4.0,2.0,2.0,0,1.0,1.0,7.0,4.0,0,0,1.0,0,0,0,0,1745,1,2,"London : [s.n.], printed in the year M.DCC.XLV. [1745].",London,436,male,1660,1725,False
1672800200_000268,"The Annual register, or A view of the history, politics, and literature, for the year 1781.",,48,1.0,2.0,0,1.0,1.0,2.0,1.0,0,0,2.0,2.0,2.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,1.0,2.0,0,0,0,2.0,0,0,0,1.0,1.0,2.0,0,1.0,1.0,2.0,1.0,0,0,3.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,3.0,0,1782,1,1,"London : Printed for J. Dodsley, in Pall-mall, 1782.",London,609,unknown,,,False
0866500300_000030,"Miscellaneous pieces, in prose, by J. and A. L. Aikin.",Anna Laetitia Barbauld,76,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,3.0,2.0,2.0,0,0,2.0,2.0,5.0,1.0,2.0,0,5.0,7.0,1.0,2.0,2.0,2.0,0,0,1.0,3.0,0,0,0,0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0,1.0,1.0,2.0,2.0,1.0,1775,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, MDCCLXXV. [1775].",London,221,female,1743,1825,True
0297100100_000192,"Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity. By James Beattie, LL. D. Professor of Moral Philosophy and Logick in the Marischal College and University of Aberdeen; and Member of the Zealand Society of Arts and Sciences.",James Beattie,67,0,0,4.0,4.0,0,4.0,1.0,0,2.0,2.0,4.0,0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0,0,1.0,0,0,1.0,3.0,0,0,4.0,4.0,4.0,0,0,1.0,1.0,0,2.0,1.0,0,2.0,1.0,1.0,0,0,1.0,0,4.0,0,1.0,0,0,1.0,2.0,1.0,2.0,1.0,1783,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh, MDCCLXXXIII. [1783].",London,669,male,1735,1803,False
0417500103_000081,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,69,0,1.0,2.0,0,1.0,1.0,0,0,1.0,1.0,0,0,5.0,0,0,0,0,3.0,2.0,1.0,0,1.0,0,3.0,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,0,0,2.0,2.0,3.0,2.0,0,0,2.0,3.0,0,0,1.0,3.0,3.0,1.0,0,1.0,0,1.0,0,1.0,1.0,1.0,3.0,1.0,1796,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,390,male,1718,1800,True
0182401000_000017,"The life of Tobias Smollett, M.D. with critical observations on his works. By Robert Anderson, M. D.","Anderson, Robert",65,5.0,0,1.0,1.0,0,5.0,0,0,1.0,0,0,0,1.0,0,0,0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0,2.0,0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,0,0,1.0,0,1.0,0,0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,0,1.0,0,1.0,2.0,0,1.0,1.0,1796,1,1,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,55,male,1750,1830,False
1260600701_000021,"Moral essays, chiefly collected from different authors. By A. M. ...",Alison Man,68,1.0,1.0,0,0,2.0,2.0,0,1.0,3.0,1.0,1.0,0,2.0,0,3.0,0,2.0,3.0,1.0,1.0,1.0,3.0,0,0,4.0,0,2.0,1.0,3.0,2.0,0,1.0,4.0,2.0,0,0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,1.0,5.0,1.0,0,0,0,1.0,0,5.0,0,0,1.0,1.0,1796,1,2,"Liverpool : printed by J. M'creery, 1796.",Liverpool,268,unknown,,,False
1294000102_000036,"The observer: being a collection of moral, literary and familiar essays. The second edition. ...",Richard Cumberland,79,1.0,1.0,0,3.0,5.0,4.0,1.0,2.0,0,0,3.0,0,0,0,1.0,0,0,1.0,1.0,1.0,0,0,2.0,1.0,0,0,0,1.0,2.0,2.0,2.0,2.0,9.0,10.0,0,0,0,0,0,1.0,0,2.0,1.0,0,1.0,0,0,1.0,1.0,3.0,0,3.0,1.0,0,0,2.0,2.0,1.0,5.0,1787,2,4,"London : printed for C. Dilly in the Poultry, M.DCC.LXXXVII. [1787].",London,300,male,1732,1811,True
0024000101_000003,"Douglas; or, the highlander. A novel. In four volumes. By Robert Bisset, L. L. D. Author of the Life of Burke, &c. ...",Robert Bisset,76,0,1.0,0,1.0,0,5.0,1.0,0,0,0,1.0,0,0,0,1.0,3.0,0,4.0,1.0,2.0,0,1.0,1.0,1.0,4.0,0,0,1.0,2.0,0,0,2.0,5.0,5.0,1.0,0,0,2.0,2.0,2.0,0,0,1.0,0,1.0,0,0,2.0,1.0,4.0,0,1.0,0,0,2.0,9.0,3.0,3.0,0,1800,1,4,"London : printed at the Anti-Jacobin Press, by T. Crowder, Temple Lane, Whitefriars ; and sold by C. Chapple, Pall Mall ; T. Hurst, Pater-Noster Row ; and J. and E. Kerby, Bond Street, 1800.",London,352,male,1759,1805,False
0129100103_000036,"Poems and plays. By Mrs. West, Author of ``a Tale of the Times,'' ``a Gossip's Story,'' &c. &c. ...",Jane West,61,1.0,3.0,1.0,2.0,0,2.0,1.0,2.0,2.0,0,0,1.0,1.0,0,0,0,1.0,2.0,0,2.0,0,2.0,1.0,0,1.0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0,0,1.0,0,0,0,0,3.0,0,1.0,0,1.0,0,2.0,0,3.0,0,1.0,0,0,1.0,5.0,0,2.0,2.0,1799,3,4,"London : printed by C. Whittingham; for T. N. Longman and O. Rees, Paternoster-Row, 1799.",London,268,female,1758,1852,False
0624300501_000100,"Practical education; by Maria Edgeworth, Author Of Letters For Literary Ladies, And The Parent's Assistant; and by Richard Lovell Edgeworth, F.R.S. and M.R.I.A. ...",Richard Lovell Edgeworth,62,2.0,0,2.0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,1.0,2.0,2.0,0,0,0,0,3.0,0,0,0,0,1.0,0,2.0,3.0,2.0,0,0,0,3.0,1.0,0,0,0,5.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,0,3.0,1.0,0,0,1.0,1798,1,2,"London : printed for J. Johnson, ST. Paul's Church-Yard, 1798.",London,389,male,1744,1817,False
1244100101_000028,"Essays moral and literary. By Vicesimus Knox, M. A. Late Fellow Of ST. John's College, Oxford.",Vicesimus Knox,85,0,7.0,1.0,0,5.0,1.0,0,0,4.0,0,0,0,2.0,0,2.0,0,1.0,3.0,0,0,1.0,0,0,1.0,2.0,1.0,2.0,0,2.0,4.0,0,3.0,4.0,4.0,2.0,0,0,2.0,0,1.0,0,0,6.0,1.0,1.0,1.0,3.0,5.0,0,0,1.0,0,0,0,4.0,3.0,1.0,1.0,3.0,1787,1,2,"London : printed for Charles Dilly, In The Poultry, MDCCLXXXVII. [1787].",London,389,male,1752,1821,True
0852100102_001030,"Cyclopædia: or, an universal dictionary of arts and sciences; ... By E. Chambers, F.R.S. The third edition corrected and amended; with some additions. In two volumes. ...",Ephraim Chambers,73,3.0,1.0,0,4.0,6.0,1.0,0,0,1.0,0,4.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,5.0,0,1.0,2.0,0,5.0,1.0,0,1.0,1.0,1.0,1.0,0,3.0,0,1.0,1.0,2.0,0,1.0,0,17.0,2.0,0,1.0,0,0,0,0,0,0,0,2.0,1.0,1.0,0,1740,2,2,"Dublin : printed for Richard Gunne; Robert Owen; Geo. Risk, Jos. Leathley, Geo. Ewing [and 5 others in Dublin], 1740.",Dublin,1028,male,1680,1740,False
0106700301_000027,"Essays moral and literary. By Vicesimus Knox, M. A. Late Fellow of St. John's College, Oxford. In three volumes. ...",Vicesimus Knox,86,0,6.0,1.0,0,5.0,0,0,0,4.0,0,0,0,2.0,0,2.0,0,1.0,4.0,0,0,1.0,0,0,1.0,2.0,1.0,2.0,0,2.0,4.0,0,3.0,4.0,4.0,2.0,0,0,2.0,0,1.0,0,0,6.0,1.0,2.0,1.0,3.0,5.0,0,0,1.0,0,0,0,4.0,3.0,1.0,1.0,4.0,1787,1,3,"London : printed for Charles Dilly, MDCCLXXXVII. [1787].",London,501,male,1752,1821,True
0437400300_000001,The champion of virtue. A Gothic story. By the editor of The Phoenix. A translation of Barclay's Argenis.,Clara Reeve,65,1.0,1.0,1.0,1.0,6.0,1.0,2.0,0,1.0,0,1.0,0,1.0,0,2.0,0,1.0,2.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,0,0,0,0,1.0,2.0,0,0,5.0,1.0,5.0,0,0,0,0,2.0,1.0,0,0,0,1.0,6.0,0,1.0,0,1795,1,1,"London : printed for A. Cleugh, Ratcliff-Highway, and W. Phorson, Berwick, 1795.",London,195,female,1729,1807,True
1088000400_000007,An essay on the education of young ladies. Addressed to a person of distinction.,"Robertson, J. (Joseph)",75,1.0,0,1.0,1.0,2.0,0,0,2.0,0,0,0,0,1.0,0,2.0,1.0,1.0,1.0,1.0,0,0,2.0,4.0,2.0,6.0,0,3.0,0,0,4.0,0,1.0,2.0,6.0,0,0,0,2.0,0,1.0,0,0,3.0,0,0,2.0,1.0,2.0,0,0,2.0,2.0,0,0,2.0,3.0,4.0,3.0,4.0,1798,1,1,"London : printed for T. Cadell, junior, and W. Davies, in the Strand, [1798].",London,55,male,1726,1802,False
0796500202_000097,The novelist's magazine. ...,,56,2.0,1.0,3.0,2.0,0,2.0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,0,1.0,0,1.0,0,0,0,4.0,0,0,2.0,1.0,1.0,0,0,3.0,0,1.0,0,1.0,0,1.0,2.0,1.0,1.0,0,1.0,5.0,0,1.0,1.0,0,0,1.0,0,2.0,0,2.0,1.0,0,1.0,0,1780,2,23,"London : printed for Harrison and Co., 1780-88.",London,592,unknown,,,False
0374300701_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,57,3.0,1.0,3.0,3.0,0,0,0,1.0,3.0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,4.0,0,0,2.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,1.0,2.0,1.0,1.0,0,0,5.0,0,3.0,1.0,0,1.0,2.0,0,1.0,0,4.0,0,0,0,0,1773,1,2,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, M,DCC,LXXIII. [1773].",Dublin,275,male,1721,1771,True
0680001302_000063,"Dissertations moral and critical. In two volumes. On memory and imagination. ... Illustrations on sublimity. By James Beattie, ...",James Beattie,64,1.0,0,1.0,3.0,1.0,1.0,0,0,2.0,1.0,10.0,1.0,0,0,0,0,2.0,1.0,0,0,0,1.0,0,1.0,2.0,1.0,0,1.0,1.0,0,3.0,4.0,6.0,0,1.0,0,1.0,1.0,0,3.0,2.0,0,1.0,1.0,1.0,0,0,0,1.0,3.0,0,1.0,0,0,1.0,2.0,1.0,0,0,1783,2,2,"Dublin : printed for Mess. Exshaw, Walker, Beatty, White, Byrne, Cash, and MáKenzie, 1783.",Dublin,426,male,1735,1803,False
0356400100_000016,The pursuits of literature. A satirical poem in four dialogues. With notes.,Thomas James Mathias,70,1.0,1.0,1.0,2.0,3.0,1.0,0,0,0,1.0,1.0,0,2.0,0,1.0,0,0,0,0,0,1.0,2.0,2.0,0,3.0,0,1.0,0,1.0,1.0,3.0,0,4.0,6.0,1.0,0,0,1.0,1.0,0,2.0,0,4.0,0,3.0,0,0,0,2.0,0,1.0,1.0,0,0,1.0,5.0,5.0,3.0,2.0,1798,1,1,"London : printed for T. Becket, Pall-Mall, 1798.",London,445,male,1754,1835,False
1269100800_000037,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,77,2.0,3.0,2.0,0,4.0,0,0,1.0,2.0,1.0,0,0,0,1.0,3.0,0,1.0,3.0,2.0,1.0,1.0,1.0,0,1.0,3.0,0,0,1.0,1.0,5.0,0,5.0,4.0,1.0,2.0,0,0,2.0,0,0,0,0,6.0,0,1.0,0,2.0,2.0,1.0,0,1.0,1.0,1.0,0,0,5.0,1.0,0,3.0,1786,1,1,"London : printed for J. Walter , Charing-Cross ; and C. Dilly, in the Poultry, M.DCC.LXXXVI. [1786].",London,255,female,1727,1801,True
0107600201_000021,"The works of Tobias Smollett, M.D. with memoirs of his life; to which is prefixed A view of the commencement and progress of romance, by John Moore, M.D. In eight volumes. ...",Tobias Smollett,74,0,2.0,0,2.0,3.0,2.0,0,0,0,0,0,0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0,2.0,0,0,3.0,0,1.0,0,5.0,0,1.0,0,5.0,4.0,0,0,0,0,0,0,0,2.0,4.0,1.0,4.0,0,4.0,0,1.0,1.0,2.0,0,0,0,0,2.0,2.0,2.0,2.0,1797,1,8,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, R. Baldwin, T. Becket, F. and C. Rivington, A. Strahan, R. Faulder, W. Richardson, W. Lane, W. Lowndes, S. Hayes, G. and T. Wilkie, Ogilvy and Son, T. N. Longman, and Cadell jun. and Davies, 1797.",London,452,male,1721,1771,True
0670002100_000036,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,79,2.0,1.0,2.0,0,4.0,0,0,1.0,2.0,1.0,0,0,0,2.0,3.0,0,3.0,2.0,2.0,1.0,1.0,2.0,0,1.0,3.0,0,0,1.0,1.0,5.0,0,5.0,3.0,1.0,2.0,0,0,2.0,0,0,0,0,9.0,0,1.0,0,2.0,2.0,0,0,2.0,1.0,1.0,0,0,4.0,1.0,0,3.0,1787,1,1,"London : printed for J. Walter, Charing-Cross ; and C. Dilly, in the Poultry, M.DCC.LXXXVII. [1787].",London,244,female,1727,1801,True
1291300102_000077,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,53,0,2.0,4.0,1.0,0,1.0,0,0,2.0,1.0,1.0,1.0,2.0,0,0,0,4.0,3.0,1.0,0,0,0,1.0,1.0,1.0,1.0,1.0,0,4.0,3.0,0,2.0,0,1.0,1.0,0,0,0,1.0,0,1.0,2.0,0,0,1.0,1.0,0,0,1.0,1.0,2.0,0,0,0,1.0,0,1.0,2.0,0,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,True
0958001101_000027,"Essays moral and literary, by Vicesimus Knox, M.A.",Vicesimus Knox,81,0,3.0,0,0,9.0,1.0,0,0,4.0,0,0,1.0,2.0,0,3.0,0,0,2.0,0,0,2.0,0,0,1.0,1.0,0,2.0,0,2.0,4.0,0,4.0,3.0,3.0,2.0,0,0,2.0,0,0,0,0,6.0,0,1.0,1.0,3.0,5.0,0,0,1.0,1.0,0,0,4.0,3.0,1.0,1.0,3.0,1783,1,2,"Dublin : printed by R. Marchbank, No. 2, Cork-Hill, M,DCC,LXXXIII. [1783].",Dublin,371,male,1752,1821,True
0035600600_000029,A comparative view of the state and faculties of man with those of the animal world.,John Gregory,70,1.0,0,3.0,0,0,5.0,0,0,0,3.0,0,0,1.0,1.0,1.0,1.0,0,1.0,10.0,1.0,0,0,0,1.0,0,1.0,0,4.0,3.0,0,2.0,1.0,6.0,1.0,0,0,1.0,1.0,2.0,2.0,0,0,1.0,3.0,3.0,0,2.0,2.0,0,1.0,1.0,0,0,0,1.0,2.0,1.0,0,0,1766,1,1,"London : printed for J. Dodsley in Pall-Mall, MDCCLXVI. [1766].",London,256,male,1724,1773,False
0164300100_000016,"The true mentor; or, an essay on the education of young people of fashion. Translated from the French of the Marquis Caraccioli,",Louis-Antoine Caraccioli,65,1.0,2.0,0,3.0,1.0,0,0,1.0,1.0,0,1.0,0,2.0,0,1.0,1.0,5.0,0,4.0,0,1.0,1.0,0,2.0,1.0,0,0,0,0,0,1.0,3.0,3.0,1.0,0,0,4.0,2.0,3.0,0,1.0,1.0,6.0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,5.0,1.0,2.0,0,1760,1,1,"London : printed for J. Coote, at the King's-Arms in Pater-Noster-Row, MDCCLX. [1760].",London,218,male,1719,1803,False
0557200101_000027,"Essays moral and literary. By Vicesimus Knox, ... In three volumes. ...",Vicesimus Knox,83,0,7.0,1.0,0,5.0,0,0,0,4.0,0,0,0,2.0,0,2.0,0,1.0,4.0,0,0,1.0,0,0,1.0,2.0,1.0,2.0,0,2.0,3.0,0,3.0,4.0,4.0,1.0,0,0,2.0,0,1.0,0,0,6.0,1.0,2.0,1.0,3.0,4.0,0,0,1.0,0,0,0,3.0,3.0,1.0,1.0,4.0,1793,1,3,"London : printed for Charles Dilly, 1793.",London,501,male,1752,1821,True
0220801501_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,55,3.0,1.0,3.0,3.0,0,1.0,0,1.0,2.0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,1.0,1.0,1.0,0,0,0,0,4.0,0,0,2.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,1.0,2.0,1.0,1.0,0,0,5.0,0,3.0,1.0,0,1.0,1.0,0,1.0,0,4.0,0,0,0,0,1748,1,2,"London : printed for J. Osborn in Pater-Noster-Row, MDCCXLVIII. [1748].",London,352,male,1721,1771,True
0986400101_000028,"Essays moral and literary. By Vicesimus Knox, M.A. late Fellow of St. John's College, Oxford. In two volumes. ...",Vicesimus Knox,74,0,3.0,0,0,8.0,1.0,0,0,4.0,0,0,1.0,2.0,0,2.0,0,2.0,1.0,0,0,2.0,0,0,1.0,1.0,0,2.0,0,2.0,4.0,0,2.0,2.0,4.0,2.0,0,0,1.0,0,0,0,0,6.0,0,1.0,1.0,3.0,4.0,0,0,1.0,0,0,0,3.0,3.0,1.0,1.0,3.0,1793,1,2,"New-York : Printed by T. Allen. bookseller and stationer, no. 12, Queen-Street, --1793--",New York,355,male,1752,1821,True
0088901900_000016,"Works of the author of The pursuits of literature, consisting of I. Pursuits of literature, A Satirical Poem In Four Dialogues. II. A translation of the passages from Greek, Latin, Italian, and French writers, quoted in The Prefaces And Notes To The pursuits of literature. III. The imperial epistle from Kien Long, Emperor Of China, to Geo.III. King Of Great Britain, &c. IV. The shade of Alex. Pope, Esq. on the banks of the Thames, a satirical poem, Occasioned Chiefly, But Not Wholly, BY The Residence Of Henry Grattan, At Twitnam, In Nov. 1798.",Thomas James Mathias,75,1.0,2.0,1.0,2.0,4.0,1.0,0,0,0,1.0,1.0,0,2.0,0,1.0,0,1.0,0,0,0,1.0,2.0,1.0,1.0,6.0,0,1.0,0,2.0,1.0,4.0,0,2.0,6.0,1.0,0,0,0,0,0,0,0,6.0,0,5.0,0,1.0,1.0,2.0,0,0,1.0,0,0,1.0,7.0,3.0,2.0,1.0,1799,1,1,"Dublin : printed for J. Milliken, 32, Grafton-Street, 1799.",Dublin,750,male,1754,1835,False
0029300401_000001,The adventures of Roderick Random. |...,Tobias Smollett,58,3.0,1.0,3.0,3.0,0,2.0,0,2.0,1.0,1.0,1.0,0,2.0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,5.0,0,0,2.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,1.0,2.0,1.0,1.0,0,0,5.0,0,3.0,1.0,0,2.0,2.0,0,1.0,0,3.0,0,0,0,0,1791,1,2,"Edinburgh : printed by W. Darling and Son, for W. Coke, Leith, and W. Anderson, Stirling, M,DCC,XCI. [1791].",Edinburgh,307,male,1721,1771,True
1262700300_000001,Letters of an Italian nun and an English gentleman. Translated from the French of J. J. Rousseau.,Jean-Jacques Rousseau,63,0,2.0,2.0,0,0,0,1.0,0,1.0,1.0,0,0,0,2.0,2.0,0,1.0,1.0,1.0,2.0,0,0,0,1.0,1.0,1.0,2.0,0,1.0,2.0,0,2.0,2.0,1.0,2.0,0,1.0,0,1.0,0,0,2.0,1.0,0,1.0,2.0,0,2.0,3.0,3.0,0,2.0,1.0,0,2.0,7.0,2.0,1.0,1.0,1789,1,1,"London : printed for J. Bew, Paternoster-Row, MDCCLXXXIX. [1789].",London,199,male,1712,1778,True
1007400201_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,51,2.0,1.0,3.0,3.0,0,2.0,0,1.0,1.0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,4.0,0,0,2.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,1.0,2.0,1.0,1.0,0,0,5.0,0,1.0,1.0,0,1.0,1.0,0,1.0,0,2.0,0,0,0,0,1748,1,2,"London : printed for J. Osborn, in Pater-Noster-Row, MDCCXLVIII. [1748].",London,346,male,1721,1771,True
0017500300_000001,The champion of virtue. A Gothic story. By the editor of The Phonix. A translation of Barclay's Argenis.,Clara Reeve,65,1.0,1.0,1.0,2.0,5.0,0,2.0,0,1.0,0,1.0,0,1.0,0,2.0,0,1.0,2.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,0,1.0,0,0,1.0,2.0,0,0,5.0,1.0,5.0,0,0,0,0,2.0,0,0,0,0,1.0,5.0,0,1.0,0,1777,1,1,"Colchester : printed for the author, by W. Kfymer [sic], and sold by him; sold also by G. Robinson, London, 1777.",Colchester,200,female,1729,1807,True
1038300600_000016,"Pursuits of literature. A satirical poem in four dialogues, with notes. To which are annexed, a vindication of the work, and translations of all the Greek, Latin, Italian, and French quotations. [Three lines of quotation in Greek].",Asbury Dickins,66,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,1.0,2.0,2.0,2.0,2.0,0,1.0,0,1.0,2.0,2.0,0,4.0,4.0,1.0,0,0,0,1.0,0,4.0,0,5.0,0,1.0,0,0,1.0,3.0,0,1.0,2.0,0,0,1.0,3.0,5.0,2.0,2.0,1800,1,1,"Philadelphia : Printed by H. Maxwell, for A. Dickins, bookseller, North Second Street opposite Christ-Church, 1800.",Philadelphia,464,male,1780,1861,False
0182401000_000016,"The life of Tobias Smollett, M.D. with critical observations on his works. By Robert Anderson, M. D.","Anderson, Robert",75,1.0,0,2.0,0,0,6.0,0,1.0,3.0,2.0,0,0,2.0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,7.0,3.0,2.0,3.0,5.0,1.0,2.0,4.0,6.0,4.0,2.0,0,0,1.0,0,1.0,0,1.0,2.0,0,1.0,0,3.0,2.0,1.0,0,0,0,0,0,2.0,0,1.0,1.0,0,1796,1,1,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,55,male,1750,1830,False
0541500702_000013,"A comparative view of the state and faculties of man with those of the animal world. By John Gregory, M.D. F.R.S. Professor of Medicine in the University of Edinburgh, and First Physician to His Majesty in Scotland. In two volumes. ...",John Gregory,71,2.0,0,3.0,1.0,0,3.0,0,0,0,3.0,0,0,1.0,1.0,0,2.0,0,1.0,11.0,2.0,0,2.0,0,1.0,0,1.0,1.0,4.0,3.0,0,1.0,1.0,8.0,2.0,0,0,1.0,1.0,1.0,2.0,0,0,1.0,1.0,3.0,0,1.0,2.0,0,0,0,0,0,0,2.0,1.0,1.0,0,0,1774,2,2,"London : printed for J. Dodsley in Pall-Mall, M.DCC.LXXIV. [1774].",London,212,male,1724,1773,False
0300401003_000020,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,76,1.0,1.0,2.0,3.0,0,1.0,1.0,0,1.0,0,1.0,1.0,1.0,0,2.0,0,1.0,2.0,5.0,1.0,0,0,0,2.0,1.0,2.0,0,0,2.0,3.0,0,1.0,6.0,2.0,4.0,0,1.0,0,13.0,0,6.0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,2.0,3.0,0,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,True
0382100203_000081,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,66,0,1.0,2.0,0,1.0,1.0,0,0,1.0,1.0,0,0,5.0,0,0,0,0,3.0,2.0,2.0,0,1.0,0,2.0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,0,0,2.0,2.0,4.0,1.0,0,0,1.0,3.0,0,0,1.0,2.0,3.0,2.0,0,1.0,0,1.0,0,1.0,1.0,1.0,3.0,0,1785,3,3,"London : printed for W. Strahan; T. Cadell; and W. Creech in Edinburgh, 1785.",London,413,male,1718,1800,True
