PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(carri),termFreq(child),termFreq(coast),termFreq(coloni),termFreq(condit),termFreq(countri),termFreq(dutch),termFreq(foreign),termFreq(fort),termFreq(free),termFreq(french),termFreq(gold),termFreq(hand),termFreq(human),termFreq(indi),termFreq(island),termFreq(labour),termFreq(liberti),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(pain),termFreq(person),termFreq(plantat),termFreq(planter),termFreq(present),termFreq(properti),termFreq(purchas),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(suffer),termFreq(sugar),termFreq(tortur),termFreq(trade),termFreq(trader),termFreq(traffic),termFreq(valu),termFreq(west),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
1742700117_000626,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,58,1.0,3.0,0,3.0,3.0,1.0,4.0,0,0,0,0,2.0,5.0,0,1.0,2.0,4.0,0,0,0,0,2.0,5.0,0,1.0,3.0,0,1.0,3.0,1.0,0,5.0,1.0,3.0,0,1.0,0,0,1.0,0,0,2.0,1797,17,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,830,unknown,,,False
1478900602_000047,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,86,5.0,4.0,0,6.0,1.0,0,1.0,2.0,1.0,8.0,2.0,8.0,2.0,0,0,1.0,2.0,1.0,0,2.0,6.0,1.0,4.0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,2.0,0,0,20.0,3.0,0,0,0,1770,2,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,386,male,1707,1767,False
0064301400_000023,"In honour to the administration. The importance of the African expedition considered: with copies of the memorials, ... The whole as planned and designed, by Malachy Postlethwayt, ... To which are added, observations, illustrating the said memorials, ...",Malachy Postlethwayt,70,4.0,4.0,0,8.0,3.0,0,7.0,2.0,0,0,0,0,7.0,0,0,1.0,1.0,0,0,0,1.0,1.0,5.0,0,0,1.0,0,3.0,0,2.0,2.0,4.0,0,0,1.0,0,0,6.0,1.0,2.0,3.0,1.0,1758,1,1,"London : printed by C. Say; and sold by M. Cooper, 1758.",London,125,male,1707,1767,False
1484700100_000003,"An essay on colonization, particularly applied to the Western Coast of Africa, with some free thoughts on cultivation and commerce; Also brief descriptions of the colonies already formed, or attempted, in Africa, including those of Sierra Leona and Bulama. By C.B. Wadstrom. In two parts. Illustrated with a nautical map (from lat. 5' 30' to lat. 14' N) and other places.",Carl Bernhard Wadström,65,11.0,1.0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,2.0,7.0,6.0,3.0,0,0,1.0,3.0,2.0,0,0,0,3.0,0,1.0,0,1.0,4.0,0,0,0,3.0,0,4.0,1.0,1.0,1.0,7.0,1794,1,1,"London : Printed for the author, by Darton and Harvey, Gracechurch-Street. And sold by G. Nicol, No. 58, Pall-Mall; W. Faden, corner of St. Martin's Lane, Strand; J. Stockdale, No. 191, Piccadilly; J. Edwards, No. 78, Pall-Mall; E. & J. Egerton, No. 32, Charing-Cross; J. Debrett, No. 179, Piccadilly; J. Johnson, No. 72, St. Palul's Church-yard and C. Dilly, No. 22, Poultry, MDCCXCIV. [1794].",London,613,male,1746,1799,False
1080600500_000011,"A letter from a merchant of the city of London, To the R---t H----ble W---- P---- Esq; Upon the Affairs and Commerce of North America, and the West-Indies; Our African Trade; the Destination of Our Squadrons and Convoys; New Taxes, and the Schemes proposed for raising the extraordinary Supplies for the current Year.",Merchant of London,66,3.0,3.0,0,7.0,4.0,0,0,0,0,5.0,0,3.0,3.0,2.0,0,1.0,1.0,0,1.0,1.0,0,2.0,6.0,0,0,1.0,1.0,1.0,0,3.0,0,2.0,0,1.0,0,8.0,0,6.0,1.0,0,0,0,1757,1,1,"London : printed for J. Scott, the Black Swan, in Pater-Noster-Row, 1757.",London,97,unknown,,,False
0150200900_000012,"Travels in the interior districts of Africa: performed under the Direction and Patronage of the African Association, in the years 1795, 1796, and 1797. By Mungo Park, Surgeon. With an appendix, containing geographical illustrations of Africa. By Major Rennell.",Mungo Park,62,1.0,0,0,5.0,0,1.0,4.0,1.0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,0,1.0,0,2.0,4.0,5.0,3.0,0,1.0,0,0,1.0,0,3.0,3.0,10.0,2.0,1.0,0,0,0,3.0,1.0,1.0,1.0,1.0,1799,1,1,"London : printed by W. Bulmer and Co. for the author; and sold by G. and W. Nicol, Booksellers to his majesty, Pall-Mall, 1799.",London,521,male,1771,1806,False
1562800101_000131,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,55,1.0,1.0,0,0,7.0,1.0,1.0,1.0,2.0,0,0,4.0,1.0,1.0,0,1.0,1.0,3.0,0,1.0,0,0,4.0,0,1.0,3.0,1.0,1.0,1.0,0,2.0,0,3.0,0,0,3.0,0,6.0,0,1.0,3.0,0,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,False
0026202200_000001,The case of the Royal African-Company and of the plantations.,Royal African Company,90,10.0,0,0,2.0,0,0,0,4.0,0,1.0,3.0,3.0,1.0,0,0,0,0,0,0,0,8.0,2.0,9.0,0,0,10.0,2.0,2.0,0,3.0,2.0,0,0,1.0,0,4.0,0,17.0,6.0,0,0,0,1714,1,1,"[London], [s.n.], 1714.",London,4,unknown,,,False
0026104700_000002,Answers to the objections against the proposals of the Royal African Company for settling the trade to Africa. In a second letter to a Member of Parliament.,Philopatris,83,6.0,1.0,0,5.0,1.0,0,2.0,1.0,0,7.0,0,4.0,8.0,1.0,0,0,1.0,0,0,0,4.0,1.0,10.0,0,0,5.0,2.0,1.0,0,1.0,1.0,0,0,0,0,3.0,0,15.0,3.0,0,0,0,1748,1,1,"[London, 1748].",London,5,unknown,,,False
1233700900_000012,"Travels in the interior districts of Africa: performed under ... the African Association, in the years 1795, 1796, and 1797. By Mungo Park, ... With an appendix, containing geographical illustrations of Africa. By Major Rennell.",Mungo Park,60,1.0,0,0,5.0,0,1.0,4.0,1.0,0,0,1.0,2.0,0,1.0,1.0,1.0,0,1.0,0,2.0,4.0,4.0,3.0,0,1.0,0,0,1.0,0,3.0,3.0,10.0,2.0,1.0,0,0,0,3.0,1.0,1.0,1.0,1.0,1799,1,1,"London : printed by W. Bulmer and Co., for the author; and sold by G. and W. Nicol, 1799.",London,507,male,1771,1806,False
1268802800_000403,The County magazine for ...,William Cowper,62,2.0,1.0,0,1.0,2.0,0,1.0,1.0,0,0,0,2.0,1.0,1.0,3.0,1.0,3.0,0,0,0,3.0,2.0,5.0,0,0,4.0,3.0,2.0,0,0,2.0,5.0,0,0,0,1.0,0,14.0,1.0,0,0,1.0,1786,1,1,"Salisbury [England] : printed by B.C. Collins; and sold by all the booksellers, newsmen, &c., [1786-1792].",Salisbury,603,male,1731,1800,True
1163900102_000012,"The history, civil and commercial, of the British colonies in the West Indies: in two volumes. By Bryan Edwards, ...",Bryan Edwards,66,5.0,2.0,0,9.0,0,0,1.0,5.0,0,7.0,0,1.0,1.0,0,0,1.0,0,0,0,1.0,4.0,2.0,2.0,0,2.0,2.0,0,2.0,0,1.0,1.0,3.0,1.0,1.0,1.0,0,0,7.0,0,1.0,1.0,2.0,1793,2,2,"London : printed for John Stockdale, 1793.",London,503,male,1743,1800,False
0432500700_000634,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,67,5.0,5.0,1.0,4.0,2.0,0,3.0,1.0,2.0,0,0,3.0,3.0,0,0,2.0,2.0,0,0,2.0,1.0,0,3.0,0,0,2.0,0,0,0,1.0,1.0,14.0,0,1.0,0,3.0,0,4.0,1.0,0,0,1.0,1789,1,1,"[London], 1789.",London,890,unknown,,,False
1478900602_000063,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,63,3.0,2.0,0,0,3.0,0,6.0,1.0,0,0,0,1.0,1.0,1.0,1.0,0,1.0,3.0,0,1.0,1.0,1.0,4.0,0,0,2.0,1.0,5.0,0,1.0,3.0,4.0,0,1.0,0,1.0,0,12.0,0,3.0,0,0,1770,2,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,386,male,1707,1767,False
0750300102_000028,"Britain's commercial interest explained and improved; in a series of dissertations on several important branches of her trade and police: Containing A Candid Enquiry into the secret Causes of the present Misfortunes of the Nation. With Proposals for their Remedy. Also The great Advantages which would accrue to this Kingdom from an Union with Ireland. By Malachy Postlethwayt, Esq; Author of the Universal Dictionary of Trade and Commerce, &c. ...",Malachy Postlethwayt,67,3.0,2.0,0,6.0,1.0,0,2.0,0,0,0,2.0,7.0,3.0,1.0,0,1.0,2.0,1.0,1.0,0,2.0,0,7.0,0,1.0,2.0,0,1.0,0,0,3.0,1.0,0,0,0,3.0,0,11.0,1.0,2.0,0,1.0,1757,2,2,"London : printed for D. Browne, without Temple-Bar; A. Millar, in the Strand; J. Whiston and B. White, and W. Sandby, in Fleet-Street, MDCCLVII. [1757].",London,563,male,1707,1767,False
0623400400_000034,"Memoirs of the reign of Bossa Ahádee, King of Dahomy, an inland country of Guiney. To which are added, the author's journey to Abomey, the capital; and a short account of the African slave trade. By Robert Norris. Illustrated with a new map.","Norris, Robert           1791",65,6.0,4.0,0,0,3.0,0,1.0,1.0,0,0,0,1.0,0,0,0,4.0,2.0,3.0,1.0,0,2.0,0,5.0,1.0,0,0,2.0,3.0,2.0,1.0,2.0,1.0,0,0,0,0,0,11.0,0,2.0,2.0,5.0,1789,1,1,"London : printed for W. Lowndes, No. 77, Fleet-Street, M.DCC.LXXXIX. [1789].",London,200,unknown,,,False
0546603200_000004,"Considerations on the trade to Africa. Together with a proposal for securing the Benefits thereof to this Nation. For Fixing and Ascertaining the Capital Stock of the Royal African Company of England. For Uniting the Creditors and Proprietors thereof in One Joint, or Common Interest. For raising the Sun of Two Hundred Thousand Pounds to be employed in the Trade and Service of that Corporation. And (by Means of a Parliamentary Allowance) for Establishing their Affairs, both at Home and Abroad, upon a solid and lasting Foundation. In a Letter to a Noble Lord: With whom that proposal was left for his Consideration the last Year, but with no Sort of Interntion that it should ever appear in Print. And a postscript: Containing, amongst other Things, The Author's Reasons for Publishing the same at this Time. By Mr. O'Connor.","O'Connor, Mr. (M.)",56,0,1.0,0,1.0,4.0,3.0,0,2.0,0,1.0,1.0,3.0,3.0,1.0,0,0,0,2.0,0,0,2.0,2.0,5.0,0,0,3.0,2.0,2.0,1.0,1.0,1.0,0,0,0,0,1.0,0,9.0,3.0,0,1.0,1.0,1749,1,1,"London : printed for J. Barnes, at the London-Gazette, Charing-Cross, M.DCC.XLIX. [1749].",London,53,unknown,,,False
0481701000_000004,"Three tracts respecting the conversion and instruction of the free indians, and negroe slaves in the colonies. Addressed to the venerable society for propagation of the gospel in foreign parts.",William Knox,75,1.0,0,0,1.0,5.0,1.0,0,0,0,0,2.0,2.0,0,2.0,5.0,1.0,0,0,1.0,0,3.0,0,17.0,0,1.0,0,4.0,1.0,3.0,5.0,1.0,9.0,2.0,1.0,1.0,0,0,4.0,0,0,0,2.0,1768,1,1,"[London, s.n., 1768?].",London,38,male,1732,1810,True
1010400100_000582,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,76,3.0,1.0,0,7.0,1.0,0,1.0,7.0,0,4.0,0,1.0,4.0,1.0,0,1.0,1.0,1.0,0,0,3.0,3.0,9.0,0,0,4.0,0,0,0,1.0,2.0,1.0,0,0,0,1.0,0,17.0,0,1.0,1.0,0,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,False
0498500202_000065,"Great-Britain's commercial interest explained and improved: in a series of dissertations on the Most Important Branches of her Trade and Landed Interest. With An Essay, shewing the great Advantages which would certainly accrue to England, from an Union with Ireland. Also a clear view of the State of our Plantations in America, Their Constitution, Trade, and Revenues, with A certain Method to encrease their Commerce and Strength. By Malachy Postlethwayt, Esq; In Two Volumes.",Malachy Postlethwayt,63,3.0,3.0,0,0,3.0,0,4.0,1.0,0,0,0,1.0,1.0,1.0,1.0,0,1.0,3.0,0,1.0,2.0,1.0,3.0,0,0,2.0,1.0,4.0,0,1.0,2.0,1.0,0,0,0,1.0,0,16.0,3.0,3.0,0,0,1759,2,2,"London : printed for W. Owen, at Homer's Head near Temple-Bar, MDCCLIX. [1759].",London,563,male,1707,1767,False
0627301100_000009,"Objections to the abolition of the slave trade, with answers. To which are prefixed, strictures on a late publication, intitled, ""considerations on the emancipation of negroes, and the abolition of the slave trade, by a West India planter."" By the Rev. James Ramsay, A.M.",James Ramsay,72,2.0,1.0,0,0,5.0,0,1.0,0,0,0,4.0,1.0,0,1.0,2.0,2.0,1.0,4.0,0,0,0,1.0,3.0,0,0,2.0,3.0,4.0,1.0,2.0,0,21.0,0,1.0,1.0,2.0,0,4.0,0,0,0,3.0,1788,1,1,"London : printed and sold by James Phillips, George-Yard, Lombard-Street, M.DCC.LXXXVIII. [1788].",London,60,male,1733,1789,False
0684801700_000006,"Considerations on the present peace, As far as it is relative to the colonies, and the African trade.","Roberts, John, governor of Cape Coast Castle",68,1.0,2.0,0,0,4.0,0,8.0,0,2.0,0,0,6.0,0,1.0,0,2.0,7.0,2.0,0,0,2.0,1.0,5.0,0,0,6.0,6.0,1.0,1.0,1.0,0,0,0,0,0,3.0,0,5.0,1.0,0,0,1.0,1763,1,1,"London : printed for W. Bristow, at the West End of St. Paul's Church-Yard, MDCCLXIII. [1763].",London,79,unknown,,,False
0498500202_000054,"Great-Britain's commercial interest explained and improved: in a series of dissertations on the Most Important Branches of her Trade and Landed Interest. With An Essay, shewing the great Advantages which would certainly accrue to England, from an Union with Ireland. Also a clear view of the State of our Plantations in America, Their Constitution, Trade, and Revenues, with A certain Method to encrease their Commerce and Strength. By Malachy Postlethwayt, Esq; In Two Volumes.",Malachy Postlethwayt,80,7.0,4.0,0,2.0,1.0,1.0,2.0,0,1.0,4.0,1.0,1.0,2.0,0,0,1.0,0,0,2.0,1.0,1.0,1.0,3.0,0,0,0,0,5.0,0,1.0,0,5.0,0,0,0,0,0,18.0,11.0,3.0,2.0,0,1759,2,2,"London : printed for W. Owen, at Homer's Head near Temple-Bar, MDCCLIX. [1759].",London,563,male,1707,1767,False
0026102600_000001,"At a General Court of the Adventurers of the Royal African Company of England, held at their house in Leadenhall-Street, London, the 18th of February 1713/14. Where were present a great number of the adventurers, this following scheme for an additional stock was twice read, debated, and unanimously agreed to. viz.",Royal African Company,64,6.0,0,0,1.0,0,2.0,0,4.0,0,2.0,1.0,5.0,3.0,0,0,0,0,1.0,0,1.0,2.0,1.0,6.0,0,1.0,5.0,1.0,4.0,1.0,1.0,0,0,0,1.0,0,2.0,0,10.0,3.0,0,0,0,1714,1,1,"[London : s.n., 1714].",London,4,unknown,,,False
1236701302_000038,"The history of America containing the geographical, political, and commerical [sic] state of that continent: in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. du Bosque late Historographer to the French King. In two volumes. ...",Malachy Postlethwayt,99,7.0,2.0,0,8.0,6.0,0,1.0,0,2.0,4.0,0,21.0,1.0,0,0,2.0,3.0,1.0,0,0,4.0,0,2.0,1.0,0,1.0,0,0,0,0,2.0,0,0,0,0,12.0,0,14.0,0,1.0,1.0,3.0,1771,2,2,"London : printed by James Lowndes in Paternoster-Row, MDCCLXXI. [1771].",London,391,male,1707,1767,False
0606000402_000016,"The history, civil and commercial, of the British colonies in the West Indies. In two volumes. By Bryan Edwards, ...",Bryan Edwards,61,2.0,3.0,0,9.0,2.0,0,3.0,2.0,0,2.0,0,2.0,1.0,0,0,1.0,1.0,0,0,1.0,1.0,0,2.0,0,1.0,0,0,0,1.0,3.0,3.0,5.0,0,1.0,0,1.0,0,8.0,4.0,0,1.0,1.0,1793,2,2,"Dublin : Luke White, 1793.",Dublin,493,male,1743,1800,False
0155903200_000003,"Reasons against giving a territorial grant to a company of merchants, to colonize and cultivate the peninsula of Sierra Leona [sic], on the coast of Africa.",,66,5.0,0,0,3.0,4.0,0,7.0,0,3.0,0,0,0,0,0,2.0,4.0,2.0,0,0,0,6.0,1.0,4.0,0,2.0,1.0,0,1.0,1.0,4.0,0,6.0,0,1.0,0,1.0,0,2.0,0,1.0,0,5.0,1791,1,1,"London : printed in the year, 1791.",London,16,unknown,,,False
0498500202_000028,"Great-Britain's commercial interest explained and improved: in a series of dissertations on the Most Important Branches of her Trade and Landed Interest. With An Essay, shewing the great Advantages which would certainly accrue to England, from an Union with Ireland. Also a clear view of the State of our Plantations in America, Their Constitution, Trade, and Revenues, with A certain Method to encrease their Commerce and Strength. By Malachy Postlethwayt, Esq; In Two Volumes.",Malachy Postlethwayt,61,2.0,1.0,0,5.0,2.0,0,3.0,0,1.0,0,2.0,5.0,3.0,0,0,1.0,1.0,1.0,1.0,0,4.0,0,4.0,0,0,2.0,0,2.0,0,0,3.0,1.0,0,0,0,2.0,0,11.0,1.0,2.0,0,1.0,1759,2,2,"London : printed for W. Owen, at Homer's Head near Temple-Bar, MDCCLIX. [1759].",London,563,male,1707,1767,False
0151700103_000070,"A view of universal history, from the creation to the present time. Including an account of the celebrated revolutions in France, Poland, Sweden, Geneva, &c. &c. Together with An Accurate and Impartial Narrative of the Late Military Operations; and Other Important Events. By the Rev. J. Adams, A.M. In three volumes. ...",John Adams,65,2.0,6.0,0,2.0,4.0,0,2.0,4.0,1.0,0,0,2.0,1.0,1.0,0,3.0,11.0,0,0,0,3.0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,3.0,2.0,0,1.0,0,1.0,0,6.0,0,1.0,1.0,3.0,1795,3,3,"London : printed for G. Kearsley, No. 46, Fleet - Street, MDCCXCV. [1795].",London,496,male,1750,1814,False
0117000101_000700,"A new and complete collection of voyages and travels: containing all that have been remarkable from the earliest period to the present time; ... By John Hamilton Moore, ... Assisted by several persons who have made the subjects of voyages and travels their particular study. Embellished with the most superb and elegant set of copper-plates, maps, charts, plans, &c. ...","Moore, John Hamilton",66,5.0,0,0,6.0,2.0,1.0,1.0,9.0,0,5.0,2.0,4.0,1.0,0,0,0,3.0,0,0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,2.0,1.0,0,0,1.0,1.0,1.0,0,11.0,2.0,1.0,2.0,1.0,1785,1,2,"London : printed for the proprietors: and sold by Alexander Hogg, [1780?].",London,647,male,,,False
1163900102_000010,"The history, civil and commercial, of the British colonies in the West Indies: in two volumes. By Bryan Edwards, ...",Bryan Edwards,55,5.0,1.0,0,4.0,0,2.0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,7.0,0,1.0,1.0,1.0,2.0,0,0,1.0,6.0,3.0,1.0,0,0,0,2.0,0,1.0,0,1.0,1793,2,2,"London : printed for John Stockdale, 1793.",London,503,male,1743,1800,False
