PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(america),termFreq(board),termFreq(brought),termFreq(call),termFreq(capt),termFreq(captain),termFreq(carri),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commit),termFreq(compani),termFreq(crew),termFreq(defenc),termFreq(enemi),termFreq(fleet),termFreq(good),termFreq(island),termFreq(justic),termFreq(marin),termFreq(merchant),termFreq(monei),termFreq(nation),termFreq(order),termFreq(piraci),termFreq(pirat),termFreq(port),termFreq(privat),termFreq(quarrel),termFreq(sail),termFreq(sea),termFreq(seamen),termFreq(seiz),termFreq(ship),termFreq(taken),termFreq(thousand),termFreq(took),termFreq(trade),termFreq(trial),termFreq(vessel),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0875800105_000011,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",59,1,1,3,1,0,0,6,0,0,0,2,1,0,2,0,1,1,0,2,0,2,1,1,1,1,0,0,3,4,0,2,2,2,0,5,0,4,2,1,0,2,5,1786,5,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,705,male,,,FALSE,"neutrality of that port , he detached two hfips of war , to insist peremptorily.on the release of the slip, cargo, crew , and captain ; with which requisition they thought proper to comply, [book v-11. ply, even without waiting for orders from the court of Vienna. The person in"
0003900300_000026,The history of the war of seventeen hundred and forty one. By M. de Voltaire. In two parts.,Voltaire,59,2,2,0,0,0,0,2,3,1,2,1,0,3,4,0,0,1,3,0,0,0,1,1,5,0,0,2,1,1,1,0,2,0,1,4,2,4,3,2,0,3,2,1756,1,1,"London : printed for J. Nourse at the Lamb opposite Katherine-Street in the Strand, MDCCLVI. [1756].",London,266,male,1694,1778,TRUE,"anl object of confidcrahle gain; for the south rea coilpally, in urnill ing four tlhou sand eight hundred negroes, had likewiic obtained the privilege of selling the eight hundred without paying any duty. But the greatest aldvantage the lfnnglifli enjoyed, in prefierence to other lnations, w; .a the pcrmillion granted"
0121701800_000012,"An abridgment of several acts and clauses of acts of Parliament, relating to the trade and navigation of Great Britain to, from, and in the British plantations in America, and to the duty of the governors, and others His Majesty's officers in the said plantations.",Great Britain,81,0,1,0,1,3,0,4,0,0,2,0,6,0,0,1,0,0,3,1,0,1,4,0,0,1,6,12,4,0,0,0,5,3,0,13,1,0,0,0,3,5,1,1739,1,1,"London : printed by John Baskett, Printer to the King's Most Excellent Majesty, MDCCXXXIX. [1739].",London,42,unknown,,,FALSE,"All Piracies , Felonies, and Robberies, committed in or upon the Sea , or in any Haven, River, Creek, or Place where the Admiral has Jurifdi Etion, may be tried at Sea , or upon Land, in any of His Majesty's islands , Plantations, Colonies , CC appointed for that"
0014601000_000012,"Authentic copy of the memorial to the Right Honourable William Wyndham Grenville, One of his Majesty's Principal Secretaries of State, by Lieutenant John Mears, of the Royal Navy; dated 30th April, 1790, and presented to the House of Commons, May 13, 1790. Containing every particular respecting the capture of the vessels in Nootka Sound.",John Meares,78,1,14,6,0,0,0,4,0,4,0,2,0,2,3,0,1,0,3,0,1,2,5,0,0,2,0,0,2,0,0,1,3,1,0,2,2,1,0,7,0,5,4,1790,1,1,"London : printed for J. Debrett, Opposite Burlington-House, in Piccadilly, MDCCLX[i.e.1790].",London,76,male,1756,1809,FALSE,"of free trade , as this has satisfied the expenses incurred by said Cawallo in his vessels by means of the purchase. On board this frigate under my command, in the port of St. Lawrence of Nootka, i4th July, 1789 (Signed) STEPHEN JOS. MARTINEZ. This is original copy of an"
0067600104_000545,"A compleat collection of state-tryals, and proceedings upon impeachments for high treason, and other Crimes and Misdemeanours; from the reign of King Henry the Fourth, to the end of the reign of Queen Anne. In four volumes. With an exact alphabetical table to the whole.",,70,0,0,3,0,3,0,2,2,0,0,1,1,0,1,0,1,2,4,0,0,1,5,0,2,0,2,9,0,0,0,0,8,0,2,9,1,2,2,2,1,3,1,1719,4,4,"London : printed for Timothy Goodwin, against St. Dunstan's Church in Fleet-Street; John Walthoe in the Middle-Temple Cloysters; Benj. Tooke at the Middle-Temple Gate in Fleet-Street; John Darby in Bartholomew-Close; Jacob Tonson against Katherine-Street in the Strand; and John Walthoe jun. against the Royal-Exchange in Cornhill, M.DCC.XIX. [1719].",London,1021,unknown,,,FALSE,"would have the Benefit of it, ycc nus bring your selves under the Conditions cf ik. No. there are Four Commilioaers na red. that Yan ought to surrender to; but you have n,; f rreadcred to any one of there, but to Co lcrel r,, there is no such Man"
1064700200_000010,"A discourse of the laws relating to pirates and piracies, and the marine affairs of Great Britain.",,88,0,0,1,2,1,0,2,0,0,0,0,0,2,0,0,2,0,7,0,1,7,6,1,1,0,2,6,5,2,0,0,3,8,3,22,0,0,0,0,0,3,1,1726,1,1,"London : printed by W. Wilkins, for J. Peele, at Locke's Head in Pater-Noster-Row, 1726.",London,77,unknown,,,FALSE,"slain in that Service, and to such as shall have been Wounded and  Maimed. That in cafe the Company belonging to any  Englizf Merchant Ship shall happen to take any Ship , which Ship fllall first have anlulted · them; the respective Officers and Mariners · belonging to"
0168600300_000114,"The history of the reign of King George, From the Death of her late Majesty Queen Anne, to the First of August, 1718. Collected from the most authentick Vouchers; supported by Evidence of Fact, and entirely Unconcern'd in the separate Interest of Persons or Parties. To be Continued yearly.",Daniel Defoe,59,3,1,1,0,3,0,0,5,3,1,2,1,0,0,0,0,2,3,1,1,0,0,2,1,0,1,2,1,1,0,0,2,0,2,6,2,1,2,1,0,5,3,1719,1,1,"London : printed by N. Mist in Carter-Lane, 1719 [1718].",London,505,male,1660,1731,TRUE,"we must observe, That sundry Causes are aign'd to this Evil, but principally this, viz. The Spaniards in America are very chary of their Commerce , that is to say, to prevent our Sloops and Brigantines appearing upon their Coast from Jamaica, and other Places, to carry on a privatetrade"
0401100200_000043,"The history of the United Provinces of the Netherlands, from the death of Philip II. King of Spain, to the truce made with Albert and Isabella. By William Lothian, D.D. one of the ministers of canongate.","Lothian, William",67,1,1,0,1,1,0,1,4,3,0,1,0,0,3,1,2,1,0,1,0,0,5,2,1,1,0,0,2,2,0,4,1,0,0,4,5,4,0,2,1,5,7,1780,1,1,"Dublin : printed for Messrs. W. and H. Whitestone, Walker, Jenkin, E. Cross, White, and Beatty, MDCCLXXX. [1780].",Dublin,469,male,1740,1783,FALSE,"not their pay regularly; and the crews of four Zealand ships openly mutinied. Even the merchants complained of the decay of their trade . Philip and Albert fill continued their prohibition, notwithstanding the remonfirances of their own fubjetts, in hopes of deliroying the Confederates, by depriving them of the chief"
0503700200_000798,"A critical review of the state trials. Containing, I. The substance of the indictment, or Charge. II. The evidence. III. The prisoner's defence. IV. The points of law arising. V. The event of the trial, or the fate of the prisoner. VI. Remarks on the whole. By Mr. Salmon.",,61,0,0,5,0,1,0,3,0,3,0,0,1,1,1,0,0,1,4,0,1,1,1,0,4,0,3,5,0,0,0,2,3,0,1,8,1,0,4,3,2,1,1,1735,1,1,"London : printed for William Mears, at the Lamb on Ludgate-Hill; and J. Stone, against Bedford-Row; and sold by Mess. J. J. and P. Knapton; Mess. Innys and Manby; Mr. Rivington; Mr. Austen; Mr. Midwinter; Mr. Parker; Mr. Davis; Mess. Batley and Wood; Mess. Bettesworth and Hitch; Mr. Osborn; Mess. J. and J. Pemberton; Mr. Isted; Mr. Corbet; Mr. Tonson; Mr. Millar; Mr. Strahan; Mr. Brotherton; Mr. Symon; Mess. Hatchet and Comins; Mr. Clarke; Mr. Hazard; Mr. Birt; Mr. Ware; Mess. Ward and Wicksted; Mr. Waller; Mr. Meighan; Mr. Williamson; Mr. Gyles; Mr. Bradley; Mr. Payne; Mr. Lewis; Mr. Lyon; Mr. Chrichley; Mr. Millan; Mr. Ryal; Mr. Penn; Mr. Fox; Mr. Jackson; Mr. Jolliffe; Mr. Brindly; Mr. Shropshire; Mr. Hodges; Mr. Nevil; Mr. Jefferies; Mr. Wilmot; Mr. Thurlborne; Mr. Creighton; Mr. Leake; Mr. Carlos; Mr. Brysan; Mr. Dillon; and Mr. Millar, M.DCC.XXXV. [1735].",London,932,unknown,,,FALSE,"And there accordingly, for several Months together, he committed many great Piracies and Robberies, taking the Ships and Goods of the Indians, and others, at Sea , Moors and Chri itians, and torturing cruelly their l'crfons, to discover if anything had cfcapcd his I hand; burning their Houses, and killing,"
1139400203_000048,"Lives of the admirals, and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest Account of Time; and, clearly proving by a continued Series of Facts, our uninterrupted Claim to, and Enjoyment of the Dominion of our Seas. Interspersed With many curious Passages relating to our Discoveries, Plantations, and Commerce. The whole supported throughout by proper Authorities. By John Campbell, Esq; ...",John Campbell,60,2,0,1,1,2,0,5,1,1,0,1,0,0,1,1,3,3,1,3,0,0,2,1,1,1,0,1,1,9,0,0,3,2,0,3,3,0,1,1,0,3,2,1748,3,4,"Dublin : printed for George and Alexander Ewing, at the Angel and Bible, and William Smith, at the Hercules in Dame-Street, and George Faulkner, in Essex-Street, MDCCXLVIII. [1748].",Dublin,337,male,1708,1775,FALSE,"on Dunkirk had miscarried X THAT Respect which is due to Truth, and the thorough Information of our Readers, will not permit the pafling over in Silence, some Misfortunes that fell out this Year at Sea . When the French Court found that, notwithstanding the vail Expense they had beenat,"
0583400100_000043,"The history of the United Provinces of the Netherlands, from the death of Philip II. King of Spain, to the truce made with Albert and Isabella. By William Lothian, D. D. One Of The Ministers Of Canongate.","Lothian, William",65,1,1,0,1,0,0,2,2,3,0,1,1,0,3,1,1,1,0,1,0,0,6,2,1,2,0,0,3,2,0,3,2,0,0,6,3,1,0,3,0,5,7,1780,1,1,"London : printed for J. Dodsley, Pall-Mall; T. Longman, Pater-Noster-Row; and J. Dickson, Edinburgh, M,DCC,LXXX. [1780].",London,436,male,1740,1783,FALSE,"View of the Negotiations, C p. 194-'99. Grorius, p. 386 Rcidan. L Grotius tys, tricier mile, 30, 0 florins. But this milll(t C cielcir a Ililtakc of that author, or a typographical error; for finclh; fuil would have been too fniall. Ens more properly makes it 300, 0 iie mentiols"
0432000100_000196,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents, Containing an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To Which IS Added, a sketch of the present state of the commerce of the whole world; describing the Manufactures and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Extracted from the works of the most celebrated British And Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fourth edition, considerably improved, enlarged, and altered to render it suitable to the present Time, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend, and Author of several Commercial Treatises.",Thomas Mortimer,57,0,0,2,1,2,0,1,1,1,0,1,1,1,0,0,0,1,4,0,0,2,1,1,1,1,3,6,1,4,0,1,5,0,0,7,1,0,0,0,2,3,2,1783,1,1,"London : printed for J. Rivington, and Sons, T. Longman, B. Law, S. Crowder, T. Cadell, G. Robinson, J. Sewel, and R. Baldwin, MDCCLXXXIII. [1783].",London,973,male,1730,1810,FALSE,"Felony only ""rd  93 by the Civi Ltw, and gives a Mean of Trial by the Ceymo Lat, and infliced such Pains of Death, as if they had been attainted of any Felony, yet it wa recolved by * all the Judges and the Rcft of the Comunlffionarg thih"
0404300501_000003,"The history of the bucaniers of America. Containing, I. The exploits and adventures of Le Grand, Lolonois, Roche Brasiliano, Bat the Portuguese, Sir Henry Morgan, &c. II. The dangerous Voyage and bold Attempts of Capt. Sharp, Watlin, Sawkins, Coxon, and others in the South-Sea. III. A Journal of a Voyage into the South-Sea by the Freebooters of America, from 1684 to 1689. IV. A relation of a voyage of the Sieur de Montauban, Captain of the Freebooters in Guinea in the Year 1695. Exhibiting A particular Account and Description of Porto Bello, Charge, Panama, Cuba, Havanna, and most of the Spanish Possessions on the Coasts of the West-Indies, and also all along the Coasts of the South-Sea; with the Manner in which they have been invaded, attempted, or taken by these Adventurers. The whole written in several languages by persons present at the transactions. Translated into English, and illustrated with copper-plates. In two volumes.","Exquemelin, A. O. (Alexandre Olivier)",57,1,0,1,0,1,0,1,3,2,0,0,1,2,1,1,1,4,3,0,1,1,1,1,1,1,0,3,1,1,0,5,1,0,1,6,0,0,3,0,0,6,2,1741,1,2,"London : printed for D. Midwinter, in St. Paul's-Church-Yard; T. Woodward, at the Half-Moon between the Temple-Gates; C. Bathurst, at the Cross-Keys against St. Dunstan's Church, both in Fleet-Street; and A. Ward, at the King's-Arms in Little-Britain, MDCCXLI. [1741].",London,367,unknown,,,FALSE,"and cxhi bit a Process in their Court, and after great Ex;; of Suit, Delay of Time, and other Incon yeniencies, obtain a Decree in their Favour; but then, when the Ship and Cargo comes to be claimed, with Colts of Suit, they find, to their Sor erove, that it"
0501900105_000347,"A complete collection of state-trials, and proceedings for high-treason, and Other Crimes and Misdemeanours; the fourth edition; commencing with the eleventh year of the reign of King Richard II. and ending with the sixteenth year of the reign of King George III. with Two Alphabetical Tables to the Whole. To which is prefixed, a new preface By Francis Hargrave, Esquire. Volume the First.",,76,1,0,4,1,1,0,11,1,3,0,0,0,0,1,0,2,1,3,0,0,1,2,2,1,1,1,6,0,0,0,1,1,0,1,15,2,2,6,0,2,2,1,1777,5,11,"London : printed by T. Wright, Essex-Street, Strand; for C. Bathurst, J. and F. Rivington, L. Davis, T. Longman, W. Owen, T. Cadell, M. Folingsby, T. Lowndes, B. Law, J. Wilkie, R. Horsefield, M. Hingeston, S. Bladon, T. Carnan, H. Gardner, W. Otridge, and the rest of the proprietors: and sold by G. Kearsly, No. 46, near Serjeant's-Inn, Fleet-Street, MDCCLXXVI. [1776]-81.",London,430,unknown,,,FALSE,"pirate , and the common Enemy of Mankind; Plunders on several Ships they thought a Prey: Their Design was, notto and accordingly two Portuguese Men of War went out in pursuit of him, take Pirates , but to take what they could get out of any Ships , Friends and"
1184400600_000186,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To which is added, a state of the present general traffick of the whole world ; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted from the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The third edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,66,0,0,2,1,0,0,1,0,1,0,1,0,1,0,0,0,1,6,0,0,1,1,1,1,3,2,11,1,4,0,1,6,0,3,9,1,0,0,1,1,3,2,1771,1,1,"London : printed for J. Rivington, T. Longman, B. Law, S. Crowder, T. Becket, T. Cadell, Robinson and Roberts, and R. Baldwin, M.DCC.LXXI: [1771].",London,928,male,,,FALSE,"same was not a felonious and a piratical Spoliation in them, but a Caption in order to an Adjudication; and though the Authority they aced under was defcient, yet not being done by the Captain and his Mariners , animo depre dandi, it could by no Means be made Piracy"
