PassageID,Title,Author,Total termFreq,termFreq(action),termFreq(ancient),termFreq(charact),termFreq(composit),termFreq(descript),termFreq(divin),termFreq(epic),termFreq(geniu),termFreq(god),termFreq(hero),termFreq(heroic),termFreq(histori),termFreq(imagin),termFreq(incid),termFreq(languag),termFreq(machineri),termFreq(manner),termFreq(marvel),termFreq(merit),termFreq(natur),termFreq(necess),termFreq(personag),termFreq(place),termFreq(plan),termFreq(plot),termFreq(poem),termFreq(probabl),termFreq(reader),termFreq(speci),termFreq(style),termFreq(sublim),termFreq(uniti),termFreq(varieti),termFreq(vers),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0239400100_000005,"Elementary principles of the belles lettres. By M. Formey, M. D. S. E. Professor of Philosophy; Perpetual Secretary of the Royal Academy of Sciences and Belles Lettres of Berlin; Member of the Imperial Academy of Petersbourg and the Academia Curiosorum; Fellow of the Royal Society of London, and of the Societies of Bologna, Gottingen, Griessswald, Jens, Helmstadt, and Chalons. With reflections on public exhibitions. Translated from the French by the late Mr. Sloper Foreman.","Formey, Mr. (Jean-Henri-Samuel)",63,4,0,0,0,0,5,4,2,6,3,2,0,0,0,0,1,2,10,1,2,1,0,2,1,8,4,1,2,1,0,0,1,0,0,1766,1,1,"London : printed for F. Newbery, at the Crown, in Pater-Noster-Row, MDCCLXVI. [1766].",London,265,male,1711,1797,FALSE,"in an eminent degree. 44 The interest that arises from obstacles, Lrms what we call the plots and the unravel C iwg ling. Theobftacles presented, are calledplots; and the manner in which the hero surmounts them, is the unravelling. The reader takes part with the hero , and'lhares with him"
0176400404_000029,"The works of Ossian, the son of Fingal, translated from the Galic language by James Macpherson. ...",James Macpherson,54,5,0,1,0,3,0,8,1,0,1,2,1,0,2,0,0,2,1,0,5,0,2,1,2,0,8,1,1,1,0,4,0,1,1,1783,4,4,"Paris : printed by J. Fr: Valade. And sold by Theophilus Barrois, Bookseller, Quai des Augustins, M.DCC.LXXXIII. [1783].",Paris,263,male,1736,1796,TRUE,"partly national. Ossian had survived all his friends, and was disposed to melancholy by the incidents of his life. But besides this, cheerfulness is one of the many bless figs which we owre to formed society, The solitary wild state is always a serious one. Bating the sudden and violent"
0660000900_000005,"Elementary principles of the belles-lettres. By M. Formey, M. D. S. E. Professor of Philosophy; Perpetual Secretary of the Royal Academy of Sciences and Belles Letters of Berlin; Member of the Imperial Academy of Petersbourg and the Academia Curiosorum; Fellow of the Royal Society of London, and of the Societies of Bologna, Gottingen, Grieffswald, Jena, Helmstadt, and Chalons. With reflections on public exhibitions. Translated from the French by the late Mr. Sloper Foreman.","Formey, Mr. (Jean-Henri-Samuel)",63,6,0,1,1,0,6,5,2,6,1,2,2,0,0,0,1,2,10,1,3,0,0,2,1,2,6,1,1,1,0,0,0,0,0,1767,1,1,"Glasgow : printed for Robert Urie, MDCCLXVII. [1767].",Glasgow,231,male,1711,1797,FALSE,"outward obstacle. It is better placed in the action : The more intricate it is, i. e. the more difficult to unravel, the more perse it is. 49 The plots and the unravellings are, pro. perly speaking, the TRUE characteriltics of every species of poetry. The plots contain the efforts"
0094000202_000074,"The poems of Ossian. Translated by James Macpherson, Esq. In two volumes. ...",James Macpherson,69,9,0,2,7,0,0,12,1,0,0,4,1,0,3,0,0,2,1,0,4,0,1,1,2,1,9,1,2,0,0,0,5,0,1,1790,2,2,"Dublin : printed for J. Moore, 1790.",Dublin,323,male,1736,1796,TRUE,"of his works: and as Fingal is the first great poem in this collection, it is proper to begin with it. To refute the title of an epic poem to Fingal, because it is not, in every little particular, exactly conformable to the pracice of Homer and Virgil, were the"
0844200602_000068,"The poems of Ossian. In two volumes. A new edition. Translated by James Macpherson, Esq. ...",James Macpherson,54,4,0,2,2,0,0,9,2,0,1,3,1,0,2,0,0,2,1,0,4,0,0,0,2,0,8,1,2,1,0,3,3,0,1,1792,2,2,"Edinburgh : printed for G. Mudie, J. Elder, T. Brown, A. Guthrie, J. Hunter [and 5 others in Edinburgh, 1 in Leith, 1 in Stirling], 1792.",Edinburgh,336,male,1736,1796,TRUE,in these; some of tihen triiling; and fonie of them plainly uinfiafonub!e. Both poets are eminently sublime ;; a ditf rence may be re narked in the species of their sublimity . Homer's fubiimity is acccmpanied with mole impetuosity and fire; Offin's which more of a solemn and awful grandeur.
1416900602_000088,"The works of Ossian, the son of Fingal. In two volumes. Translated from the Galic language by James Macpherson. In six books; and several other poems.",James Macpherson,46,0,0,0,3,1,0,6,2,0,2,1,1,1,2,0,0,2,1,0,4,0,2,1,2,0,7,1,1,1,0,3,0,1,1,1765,2,2,"Dublin : Printed for Peter Wilson, in Dame-Street, M,DCC,LXV. [1765].",Dublin,413,male,1736,1796,TRUE,"pated mind broods over them more; they firike the imagination , and fire the pailions in a higher degree; and of consequence become happier materials to a poetical genius , than the same events when scattered through the wide circle of more varied a~lion, and cultivated life. Homer is a"
0320001200_000074,"The flowers of modern history; comprehending, on a new plan, the most remarkable revolutions and events, as well as the most eminent and illustrious characters, of modern times; with a View of the Progress of Society and Manners, Arts and Sciences, from the Irruption of the Goths and Vandals, and Other Northern Nations, upon the Roman Empire, to the Conclusion of the American War. Designed for the improvement and entertainment of youth. By the Rev. John Adams, A.M.",John Adams,47,1,0,6,2,0,1,6,2,0,0,0,2,3,2,0,1,1,1,1,2,1,0,0,1,0,7,0,1,1,0,2,1,2,0,1790,1,1,"London : printed for G. Kearsley, at Johnson's Head, No. 46, Fleet Street, M,DCC,XC. [1790].",London,382,male,1750,1814,FALSE,"Yard, and by shenfrone in those excellent moral elegies, published after his death, which do so much honour both to his head and heart. CHAP. CI OF FIELDING, SMOLLET, RICHARDSON, HUME, AND ROBERTSON. A ZEALOUS and continued attention to the improvement of our poetry, in its various branches, did not"
1291300102_000111,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,60,2,0,2,0,2,0,10,0,3,3,2,0,1,0,0,6,2,4,0,1,0,2,2,4,0,8,4,1,0,0,1,0,0,0,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,TRUE,"all the rest refer. It tends to interefi us more in the enterprise which is carried on; and it gives the pqet an opportunity of exerting his talents for adorning, and displaying one character , with peculiar splendour. It has been aiked, Who then is. the hero of Paradise Lost?"
0036900800_000067,Essays on rhetoric: abridged chiefly from Dr. Blair's lectures on that science.,Hugh Blair,44,1,0,5,0,4,2,4,2,0,0,1,1,0,2,0,4,0,1,0,0,0,0,0,2,0,8,0,1,0,2,1,1,2,0,1785,1,1,"London : printed for J. Murray, NO 32, Fleet-Street, MDCCLXXXV. [1785].",London,548,male,1718,1800,TRUE,"he is apt to be carried away by them. His great defect is the want of moderation. He never knows how to flop. When he would aggrandise his objecs, he is unnatural and tumid. There is a great deal of bombast in his poem . His taste is marked with"
0702600103_000053,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,64,4,0,1,0,2,0,11,0,3,2,2,0,1,0,0,6,2,4,0,2,0,2,2,4,0,10,4,1,0,0,1,0,0,0,1787,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1787.",London,415,male,1718,1800,TRUE,"that, in the conclusion of the Poem , the hero murf needs be triumphant. nwhereas Milton followed a different plan , and has given a tragic conclusion to a Poem , otherwise Epic in its form. For Adam is undoubtedly his hero ; that is, the capital and most interesting"
0314900102_000073,"The poems of Ossian. Translated by James Macpherson, Esq. In two volumes. ...",James Macpherson,64,9,0,1,6,0,0,10,0,0,0,4,1,0,3,0,0,1,1,0,4,0,1,1,2,1,9,1,2,1,0,0,5,0,1,1796,2,2,"London : printed for A. Strahan and T. Cadell: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,384,male,1736,1796,TRUE,"first view to raise our astonishment on finding Of sian's composition so agreeable to rules of which he was entirely ignorant. But our as tonilhment will cease, when we confider from what source Aristotle drew those rules. Homer knew no more of the laws of criticism than Offlan. But guided"
0300401003_000063,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,46,1,0,2,1,8,0,4,1,0,0,2,0,3,3,0,1,2,2,0,0,0,0,0,2,0,5,0,1,0,5,1,1,1,0,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,TRUE,"Fourth Book, is extremely firiking; and plainly has been imitated by Milton, though he must be allowed to have improved upon it. But the devils, the inchanters, and the conjurers, aft too great a part throughout Tasso's Poem ; and form a sort of dark and gloomy Machinery , not"
1143300802_000075,"The poems of Ossian. Translated by James Macpherson, Esq; In two volumes. ...",James Macpherson,48,3,0,2,3,3,0,5,2,0,3,1,1,1,2,0,0,1,1,0,4,0,0,1,1,0,6,1,0,1,0,4,0,1,1,1784,2,2,"London : printed for W. Strahan; and T. Cadell, In The Strand, MDCCLXXXIV. [1784].",London,429,male,1736,1796,TRUE,"objets be less divertified than those of Homer, they are all, however, of the kind fittest for poetry; The bravery and generosity of heroes , the tenderness of lovers, the the attachments of friends, parents, and children. In a rude age and country, though the events that happen be few,"
1255600401_000003,"The adventures of Telemachus, the son of Ulysses. Written by the Archbishop of Cambray. A new translation. ...",François Fénelon,72,8,2,1,0,1,5,10,0,3,6,1,0,0,1,0,0,1,6,1,5,0,1,3,0,2,8,4,0,0,0,2,0,1,0,1771,1,2,"Berwick upon Tweed : printed for R. Taylor, MDCCLXXI. [1771].",Berwick-upon-Tweed,238,male,1651,1715,TRUE,"at length condubts him to a folitaryplace, where file speaks to him, informs him of the end of his labours, and of his future good fortune, and then leaves him. As soon as he is gring to enjoy hapypin.s ann. Sec Father bo.i, 13 11 chp 13 A L repose,"
0513600201_000479,"The new complete dictionary of arts and sciences; or, an universal system of useful knowledge. Containing A full Explanation of every Art and Science, whether liberal or mechanical, in which the Difficulties attending a thorough Knowledge of them are clearly pointed out, and such Directions given as cannot fail of making their Acquisition easy and familiar to every Capacity Exhibiting, among the various other Branches of Literature, a copious Elucidation of the following, viz. Agriculture, Algebra, Anatomy, Architecture, Arithmetick, Astronomy, Book-Keeping, Botany, Carving, Catoptricks, Chemistry, Chronology, Commerce, Conicks, Cosmography, Dialing, Dioptricks, Ethicks, Farriery, Fluxions, Fortification, Gardening, Guaging, Geography, Geometry, Grammar, Gunnery, Handicrafts, Heraldry, History, Horsemanship, Husbandry, Hydraulicks, Hydrography, Hydrostaticks, Law, Levelling, Logick, Maritime and Military Affairs, Mathematicks, Mechanicks, Medicine, Merchandize, Metaphysicks, Meteorology, Musick, Navigation, Opticks, Oratory, Painting, Perspective, Pharmacy, Philology, Philosophy, Physick, Pneumaticks, Rhetorick, Sculpture, Series and Staticks, Statuary, Surgery, Surveying, Theology, Trigonometry, &c. The Whole upon an improved Plan, the Marrow and Quintessence of every other Dictionary and Work of the Kind being preserved, and their Superfluities and Obscurities entirely omitted. Particular Attention has been given to every Thing valuable in Chambers, The Encyclopedie, printed at Paris; The Encyclopediae Britannica, and other Publications of later Date. Including not only all the valuable modern Improvements which have been made by several eminent Members of the Royal Society, the Royal Academy, and the Society for the Encouragement of Arts, Manufactures and Commerce, but also a great Variety of other important Discoveries; which have been made and communicated to the Authors of this Work, by some of the most distinguished Characters of this and other Nations. Eminent Engravers and Designers in the several Departments have been engaged at a very great Expence to unite their Abilities in producing the most masterly and superb Set of Copper-Plates, representing upwards of One Thousand exact Figures, such as Machines, Instruments, Implements, Tools, Plans, Schemes, Animals, Vegetables, Minerals, Fossils, and other Articles relative to the Subjects treated of in a Work of the utmost Consequence to Mankind. The Theological, Philosophical, Critical, and Poetical Branches, By the Rev. Erasmus Middleton, Lecturer of St. Bennet's, Grace-Church-Street, and of St. Helen's, Bishopsgate-Street; The Medicinal, Chemical, and Anatomical, By William Turnbull, M. D. Of Wellclose-Square, London; The Gardening and Botanical, By Thomas Ellis, Gardener to the Lord Bishop of Lincoln, and Author of The Gardener's Pocket Calendar; The Mathematical, &c. By John Davidson, Author of A Complete Course of Mathematicks; And the other Parts by Gentlemen of approved Abilities in the respective Branches which they have engaged to illustrate.",Erasmus Middleton,57,3,1,1,0,0,0,14,1,1,2,3,0,1,1,1,1,2,1,0,1,0,0,0,0,0,11,4,0,1,1,1,0,2,3,1778,1,2,"London : printed, by authority, for the authors; and sold by Alexr. Hogg, at No. 16, Pater-Noster-Row; and S. Leacroft, at Charing-Cross; and may be had of all Booksellers in Town and Country, MDCCLXXVIII. [1778].",London,516,male,1739,1805,FALSE,"upon a Itory partly real and partly feigned, representing some one glorious and fortunate a&tion, that is diftin iguifhcd by a variety of wonderful, yet probable and pleafinlg e ents, and delivered in verse by way of narration, in a fibliime and flowing style , to form the manners ,"
0321800700_000166,"The poems of Ossian, the son of Fingal. Translated by James Macpherson, Esq;",James Macpherson,44,2,0,1,1,2,1,4,2,1,1,0,0,4,0,0,6,2,3,0,2,0,1,1,0,0,2,3,2,0,1,1,0,1,0,1792,1,1,"Edinburgh : printed for J. Robertson, No. 39, South Bridge-Street, MDCCXCII. [1792].",Edinburgh,447,male,1736,1796,TRUE,"this has gained the advantage of throwifig around him a great many circumstanceós, peculiart tohat age,. which paint him to the fancy in a more diftin light; He is surrounded with his family; he inftruts his children in the principles of virtue; he is .narrative of his past exploits; he"
1143300802_000076,"The poems of Ossian. Translated by James Macpherson, Esq; In two volumes. ...",James Macpherson,53,9,0,2,4,0,1,7,1,0,1,3,0,1,2,0,0,2,0,0,2,0,1,1,1,1,5,0,2,1,1,0,5,0,0,1784,2,2,"London : printed for W. Strahan; and T. Cadell, In The Strand, MDCCLXXXIV. [1784].",London,429,male,1736,1796,TRUE,"the mind of a critic. We may safely pronounce, that he who should compose an epic poem after this manner , who should first lay down a moral and contrive a plan , before he had thought of his personages and ators, might deliver indeed very sound inftrution, but would"
0250900402_000074,"The poems of Ossian. Translated by James Macpherson, Esq; In two volumes. ...",James Macpherson,50,1,0,1,4,0,0,8,1,0,1,3,1,1,3,0,0,3,1,0,2,0,1,1,2,0,7,1,2,1,0,0,5,0,0,1773,2,2,"London : printed for W. Strahan; and T. Becket, in the Strand, Bookseller to their Royal Highnesses the Prince of Wales and Bishop of Osnabrugh, MDCCLXXIII. [1773].",London,429,male,1736,1796,TRUE,"the poem , should be one, complete, and great; that it should be feigned, not merely historical; that it should be enlivened with chara~ers and manners and heightened by the marvellous . BUT before entering on any of there, it may' perhaps be afkecd, what is the moral of Fingal?"
0357500300_000262,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University, of Edinburgh.",Hugh Blair,44,2,3,0,3,3,0,6,0,0,1,1,1,1,0,0,2,1,1,1,1,0,2,1,2,0,8,2,0,0,1,1,0,0,0,1784,1,1,"Philadelphia : Printed and sold by Robert Aitken, at Pope's Head in Market Street, MDCCLXXXIV. [1784].",Philadelphia,479,male,1718,1800,TRUE,"the altions and the exploits of men; that it is, by these principally he is to interest us, and to touch our hearts; and that if probability be altogether banillied from his work, it can never make a deep or a lasting impression. Indeed, I know nothing more difficult in"
0728801500_000016,"Lælius and Hortensia; or, thoughts on the nature and objects of taste and genius, in a series of letters to two friends.","Stedman, John           1791",46,0,1,1,1,2,0,6,0,0,5,0,0,2,4,1,2,1,0,0,2,0,2,0,0,2,3,2,5,0,0,3,0,1,0,1782,1,1,"Edinburgh : printed for J. Balfour; and T. Cadell, London, M,DCC,LXXXII. [1782].",Edinburgh,564,unknown,,,FALSE,"original, we are told, the philosopher framed his laws of the Epopoeia. It is not to be doubted,, that, from a careful perusal of the Iliad, we may learn the great lines which constitute and mark the excellencies of epic composition ; and, though this distinguished work is to be"
