PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(bridg),termFreq(cafe),termFreq(caus),termFreq(cent),termFreq(church),termFreq(citi),termFreq(citizen),termFreq(colleg),termFreq(common),termFreq(contain),termFreq(counti),termFreq(court),termFreq(crown),termFreq(earl),termFreq(england),termFreq(equal),termFreq(exchang),termFreq(follow),termFreq(ftreet),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(lane),termFreq(late),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(london),termFreq(market),termFreq(mayor),termFreq(merchant),termFreq(mile),termFreq(monei),termFreq(number),termFreq(offic),termFreq(order),termFreq(oxford),termFreq(parliament),termFreq(person),termFreq(port),termFreq(pound),termFreq(price),termFreq(print),termFreq(receiv),termFreq(return),termFreq(royal),termFreq(sea),termFreq(set),termFreq(sever),termFreq(societi),termFreq(taken),termFreq(town),termFreq(ward),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1664700800_000056,"Stewart's English register; for the year, 1791. Being a collection of English lists. Enlarged and improved. Containing: His Majesty's Most Honourable Pprivy Council, the Lords and Commons of Parliament in England, great officers of state, army & navy, law & trade; list of the army, field officers, pay of the army and navy, ships in and out of commission, admirals, &c. Knights of St. Patrick, the Garter, Bath and Thistle-baronets of England, Ireland, & Nova Scotia, bankers of London, account of stocks and trading companies. A general account of all the Kingdoms in Europe; their extent, revenue, population, present government, soverigns, &c. Tables of exchange, brokerage, interest and purchase, of latitude and longitude of the principal palces throughout the worlk; also, tables of life annuities, and calculations of the value of renewing leases, and purchasing reversions, by Mr. Steele, and now made use of in calculating the fines of renewing ecclesiastical and other leases. Peers of Scotland, titles, and eldest sons. With other particulars useful and entertaining. Fitted to be bound up with Stewart's Irish Merlin, and making with it, a present state of both Kingdoms.","Stewart, Alexander, printer",68,0,0,5,0,0,0,8,2,2,3,0,1,0,3,0,1,1,0,1,0,2,0,5,2,2,3,4,2,1,0,1,0,1,0,3,1,0,0,2,0,1,2,0,1,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,1791,1,1,"Dublin : Printed by A. Stewart, No. 86, Bride-Street, and sold by all the booksellers in Ireland, [1791].",Dublin,118,unknown,,,FALSE,"printed by Hum. Powell, being the first book printed in Dublin. 135e Englih language to be used in all Law pleadings, 1367 ordered to be used in all lawsuits- -- -- effex bridge , first built by Sir H. Jervais, - 1676 Fire consumed great part of Dublin -- -190"
0588600100_000458,"A new and compleat history and survey of the cities of London and Westminster, the Borough of Southwark, and Parts adjacent; from the earliest accounts, to the begining of the year 1770. Containing I. An Account of the original Foundation, and modern State of those Places. II. Their Laws, Charters, Customs, Privileges, Immunities, Government, Trade and Navigation. III. A Description of the several Wards, Parishes, Liberties, Precincts, Churches, Palaces, Noblemen's Houses, Hospitals, and other public Buildings. IV. An Account of the Curiosities of the Tower of London, the Royal Exchange, St. Paul's Cathedral, the British Museum, Westminster-Abbey, &c. V. A general History of the memorable Actions of the Citizens, and the Revolutions that have happened, from the Invasion of Julius Caesar to the present Time. By a Society of gentlemen; revised, corrected, and improved, by Henry Chamberlain of Hatton-Garden, Esq;","Chamberlain, Henry",109,2,2,0,1,0,0,2,10,1,0,6,1,1,8,0,0,0,0,0,0,3,2,2,3,2,2,0,2,5,2,1,0,1,8,0,7,0,0,0,5,4,1,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,1,16,0,1770,1,1,"London : printed for J. Cooke, at Shakespear's Head, No. 17, Pater-Noster-Row, [1770].",London,760,unknown,,,FALSE,"and the youngest attorney of the lord mayor court being clerk to that of the orphans, is appointed to take securities for their several portions in the name of the chamberlain of London , who is a corporation of himself for the service of the said orphans; and to whom"
1144200300_000335,"The general gazetteer; or, compendious geographical dictionary. Containing a description of the empires, kingdoms, states, provinces, cities, Towns, Forts, Seas, Harbours, Rivers, Lakes, Mountains, Capes, &c. in the known world; With The Government, Customs, Manners, And Religion Of The Inhabitants; The Extent, Boundaries, and Natural Productions of each Country; the Trade, Manufactures, and Curiosities of the Cities and Towns; their Longitude, Latitude, Bearings and Distances in English Miles from remarkable Places; and the various Events by which they have been distinguished. Including An Account of the Counties, Cities, Boroughs, Market-Towns, and principal Villages, in Great Britain and Ireland. Illustrated with maps. Originally written by R. Brookes, M.D.",Richard Brookes,82,0,1,4,0,0,0,8,6,0,1,3,2,1,2,1,0,1,0,1,0,3,1,1,3,7,2,0,0,0,0,2,0,1,4,0,2,0,2,0,2,4,0,0,0,1,0,0,0,0,1,0,5,2,0,0,0,0,2,6,0,1800,1,1,"London : at the office of Bye and Law, printed for J. Johnson, G. G. and J. Robinson, W. J. and J. Richardson, Ogilvy and Son, F. And C. Rivington, Wynne And Scholey. R. Baldwin, J. Walker, W. Lowndes, J. Scatcherd, H. D. Symonds, W. Bent, G. Wilkie, T. Kay, J. Nunn, C. Law, Longman And Rees, Crosby And Letterman, Cadell And Davies, Murray And Highley, J. Wallis, T. Hurst, And J. Mawman, 1800.",London,754,male,1721,1763,FALSE,"called the Bills of Mortality. London and Weltminfter are in Middlesex, on the N fide of the river Thames; and Southwark is on the opposite bank, in Surry. The extent of the whole, from Limehouse and Ueptford to Millbank and Vauxhall, is above even miles but the greatest breadth does"
1491900102_000599,"A modern, authentic and com[plete] system of universal geography. Including all the late important discoveries made by the English, and other celebrated. Navigators of various nations, in the different hemispheres; and containing a genuine history and description of the whole world, as consisting of empires, kingdoms, states, republics, provinces, continents, islands, oceans, &c. With the various countries, cities, towns, promontories, capes, bays, peninsulas, isthmusses, gulphs, rivers, harbours, lakes, mountains, volcanos, deserts, &c. Thoughout Europe, Asia, Africa, and America: together with their respective situations, extent, latitude, longitude, boundaries, climates, soil, natural and artificial curiosities, mines, metals, minerals, trees, shrubs, fruits, flowers, herbs, and other vegetable productions. With an account of the religion, laws, customs, manners, genius, habits, amusements, and ceremonies of the respective inhabitants their arts, sciences, manufactures, trade, commerce, military and civil governments, &c. also exact descriptions of the various kinds of beasts, birds, fishes, amphibious creatures, reptiles, insects, &c. together with a complete history of every empire, kingdom, and state, also an account of the most remarkable battles, sieges, sea-fights, and various revolutions that have taken place in different parts of the world. The whole forming an authentic and entertaining account of every thing worthy of notice throughout the whole face of nature, both by land and water. In which is introduced, to illustrate the work, a considerable number of the most accurate whole sheet maps, forming a complete atlas. To which is added complete guide to geography, astronomy, the use of the globes, maps, &c. with an account of the rise, progress, and present state of navigation throughout the known world. Likewise containing every important, interesting, and valuable discovery throughout the whole of Cook's voyages. Together with all the discoveries made by other mariners since the time of that celebrated circumnavigator. Also, a particular description of the improved state of the new colony formed at Port Jackson and Norfolk Island, where the convicts are now settled. Including a particular account of the excursions and discoveries made in the interior parts of New Holland. The whole forming a complete collection of voyages and travels. By the Rev. Thomas Bankes, vicar of Dixton, in Monmouthshire, and author of the Christian's family Bible. Embellished with near two hundred beautiful engravings, consisting of views, antiquities, customs, ceremonies, besides whole sheet maps, plans, charts, &c. executed in a much superior stile than any thing that has ever appeared in this kingdom.","Bankes, Thomas           1744",71,0,1,3,0,0,0,2,6,0,1,2,1,4,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,2,1,1,0,3,3,0,1,2,3,0,4,2,0,1,0,0,1,0,0,0,1,0,4,0,1,2,4,0,9,0,0,1790,2,2,"London : Printed for C. Cooke, No. 17, Pater-Noster-Row; and sold by the book-sellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, ..., Winchester, York; and ... booksellers in En[gland,] Sco[tland] .., [1790?].",London,604,unknown,,,FALSE,"the Savoy, the property of government, hitherto a nuisance and adjoining to the Savoy, towards the Temple, food Somerset house , where, being the property of government also, a new pile of buildings for public offices has been erected; and here, in a very magnificent edifice, are elegant apartments appointed"
0387000201_000229,The complete gazetteer of England and Wales; ... In two volumes. ...,,60,1,0,3,0,0,0,3,2,1,3,0,1,0,2,1,0,2,0,2,0,0,1,0,4,0,5,1,0,1,3,0,0,0,5,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,1,1,1,3,1,2,0,1775,1,2,"London : printed for G. Robinson, and R. Baldwin, 1775.",London,399,unknown,,,FALSE,"has undergone great calamities, of various kinds, but the tlo last were mofl remarkable; that is, the plague in 1665, which swept away 68, 596 persons , and the fire in 1666, which burnt down 13, zco dwelling houots; in memory of this las there is an obelisk erteded, called"
0037801100_000007,"An historical narrative of the great and terrible fire of London, Sept. 2nd 1666: with some parallel cases, and occasional notes.","Harvey, Gideon",79,1,0,1,0,0,0,1,5,1,3,1,0,0,0,0,1,1,0,1,0,7,4,0,3,9,6,1,0,3,1,0,0,0,2,0,2,0,0,1,0,8,0,0,0,3,1,1,0,0,0,1,2,0,3,1,2,1,0,0,1,1769,1,1,"London : printed for W. Nicoll, in St. Paul's Church-Yard, MDCCLXIX. [1769].",London,102,male,1640,1700,FALSE,"obflrufions to be removd; but all with your majesty's approbation. This, we conceive, cannot be done with justice, unless a compensation be given to those that ( hall be locers we have therefore laid an imposition of twelve pence upon every chaldron and every tun of coals that ( hall"
0116500103_000049,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,101,3,2,8,0,0,0,1,10,1,0,4,0,0,9,0,0,0,1,1,0,0,3,0,3,4,3,0,0,1,2,0,0,0,8,2,7,0,0,2,3,8,0,0,3,0,1,2,0,0,0,0,1,1,0,2,0,1,0,4,0,1768,3,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,489,male,1721,1771,TRUE,"he will swear himself not worth fifteen thousand pounds . No alderman can be lord mayor till he has served the office of sheriss. The recorder and chamberlain are the next two chief officers and magistrates in the city . The former is appointed by the lord mayor and aldermen,"
0155200112_000239,"The history and topographical survey of the county of Kent. Containing the antient and present state of it, civil and ecclesiastical; Collected From Public Records, And Other Authorities: Illustrated with maps, views, antiquities, &c. The second edition, improved, corrected, and continued to the present time. By Edward Hasted, Esq. F. R. S. and S. A. Late Of Canterbury. Volume I.",Edward Hasted,86,1,0,3,0,0,0,4,14,1,0,1,1,0,5,0,1,0,0,1,2,0,0,2,2,1,10,1,0,5,1,0,0,1,3,5,9,0,0,2,1,0,0,0,3,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1797,12,12,"Canterbury : printed by W. Bristow, ON The Parade, M.DCC.XCVII. [1797].",Canterbury,743,male,1732,1812,FALSE,"powder, of the city of Canterbury, held after the usages and customs of the city . bullock lane , in St. Mildred's, is letten to a tenant, and enclosed, and afterwards sold. 1468 The mayor is paid 41 to conduct soldiers to the afiftanceof the earl of Warwick, against the"
0588600100_000063,"A new and compleat history and survey of the cities of London and Westminster, the Borough of Southwark, and Parts adjacent; from the earliest accounts, to the begining of the year 1770. Containing I. An Account of the original Foundation, and modern State of those Places. II. Their Laws, Charters, Customs, Privileges, Immunities, Government, Trade and Navigation. III. A Description of the several Wards, Parishes, Liberties, Precincts, Churches, Palaces, Noblemen's Houses, Hospitals, and other public Buildings. IV. An Account of the Curiosities of the Tower of London, the Royal Exchange, St. Paul's Cathedral, the British Museum, Westminster-Abbey, &c. V. A general History of the memorable Actions of the Citizens, and the Revolutions that have happened, from the Invasion of Julius Caesar to the present Time. By a Society of gentlemen; revised, corrected, and improved, by Henry Chamberlain of Hatton-Garden, Esq;","Chamberlain, Henry",106,1,0,0,0,6,0,0,13,8,0,1,1,3,0,0,0,0,0,0,1,1,0,10,0,0,8,0,2,3,1,0,5,0,10,0,10,1,0,3,0,0,1,1,4,0,0,4,2,0,0,1,1,0,0,3,0,0,1,0,0,1770,1,1,"London : printed for J. Cooke, at Shakespear's Head, No. 17, Pater-Noster-Row, [1770].",London,760,unknown,,,FALSE,"Edward, c. To all, c. Whereas Gregory de Rockefley, our "" mayor of London , and the other barons of the "" aid city , at our instance, have commonly and "" unanimously granted to the venerable father "" Robert, archbishop of Canterbury, and his assigns, two lanes , contiguous"
1672500300_000195,"The treble almanack for the year MDCCXCVII. Containing Iohn Watson Stewart's Irish Almanack, II. Exshaw's English Court Registry III. Wilson's Dublin Directory with a new correct plan of the city. Forming the most complete lists published of the present civil, military and naval establishments of Great Britain and Ireland. Printed by authority.","Exshaw, John",86,0,0,5,0,0,1,5,4,1,4,0,0,1,2,0,2,0,0,1,0,5,1,2,3,5,3,18,0,1,0,0,0,1,0,0,1,1,3,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,1,1797,1,1,"Dublin : sold by all the booksellers, 1797.",Dublin,512,male,1750,1827,FALSE,"| rated by charter. 1695 four courts of justice, chrifl church lane , rebuilt. 1696 William packet boat, with two mnails and 8o passengers, cast away in Dublin bay. 1697 Parish of St. Michan's, divided into three, viz. St. Michan's, St. Paul's, and St. Mary's. William III gave 3, 1"
1237400200_000711,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",89,3,0,0,0,0,0,1,3,13,1,1,0,0,5,5,3,2,0,0,0,0,0,5,3,3,3,0,0,2,0,1,2,1,7,1,4,1,1,2,1,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,4,0,0,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"of pnrliament 323 Hackney, village of, - -564 Hail, violent storms of, 235, 29 Hales, Dr. Stephen, life of, - 626 Halley, Edmund, life of, - 13 Hallmote, court of, 4 z5 Halfed, village of, - 600 Ham and Petcrsham, villages of, 573 Hammersmith, village of, 5- - Hammond, Dr."
