PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(antiqu),termFreq(art),termFreq(board),termFreq(book),termFreq(bound),termFreq(calf),termFreq(complet),termFreq(copi),termFreq(cut),termFreq(edit),termFreq(elegantli),termFreq(elegi),termFreq(england),termFreq(essai),termFreq(fine),termFreq(gilt),termFreq(half),termFreq(head),termFreq(histori),termFreq(larg),termFreq(law),termFreq(leav),termFreq(letter),termFreq(life),termFreq(map),termFreq(memoir),termFreq(moral),termFreq(natur),termFreq(neat),termFreq(neatli),termFreq(note),termFreq(opera),termFreq(origin),termFreq(paper),termFreq(plate),termFreq(poem),termFreq(portrait),termFreq(print),termFreq(sermon),termFreq(state),termFreq(translat),termFreq(travel),termFreq(voyag),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1198700300_000024,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,130,3,0,1,17,0,6,5,1,3,4,1,5,0,2,5,4,8,2,1,2,0,0,0,8,6,1,1,2,1,17,3,1,0,2,0,4,1,0,2,0,3,0,5,2,1,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"and Critical Memoirs , Original Aznecdotes, Sc. of all the britijih and Ir.; J Dramatic Authors, alo an Alphabetical Account of their; Workr, ¥ezrits, Dates Lwhn printed , c. .lfo the rise, progress, cof the Briti4j Stage, 2 vol. best edition , new in boards , los 1 782 1314"
1198700300_000042,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,140,3,1,0,14,0,8,6,2,4,1,6,6,0,4,0,1,10,0,0,10,7,1,0,4,2,1,0,1,1,14,4,5,0,1,1,5,1,1,0,0,4,0,4,2,5,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"is swindler detected, 6d 2543 Summary of Religious Houses, veryfcarce, 3s 3d 17!7 2544 Secret History of Hoocke's Negotiations, neat , IS 6d 1660 2545 Salmon's Account of St. George, is siege of Candia, 9d 2546 Shelvocke's Voyage round the World, plates , gilt , 3s 9d 1757 2547 Smith's"
1192900800_000003,"Catalogue of books, consisting of near ten thousand volumes, In various Languages, Arts, and Sciences, Including several libraries lately Purchased, with Pamphlets, Prints, Music, &c. Among others equally valuable are the following: Folio. Bibles, by Wright, Rider, Moore, Purver, Cruden, Stackhouse, the Bishops, &c. Hargrave's State Trials, 10 vols. Chambers's Dictionary, 4 vols. Harris's Voyages, 2 vols Horsman's Conveyancing, 2 vols. Large English Atlas Middleton's Geography, 2 vols. Middleton's Dictonary of Arts and Sciences, 2 vols. Moore's Voyages, 2 vols Quarto Grosse's Antiquities, 4 vs. & Sup. Blair's Lectures, 2 vols. Wallis's Northumberland, 2 vs. Baskerville's Classics, 5 vols. Burn's Westmor. and Cumber. 2 vs. Anson's Voyage Hawkesworth's Voyages, 3 vols. Josephus's Works, 2 vols Leland's History of Ireland, 3 vs. Millar's Gardener's Dictionary Mosheim's Ecclesiastical Hist. 2 vs. Priestley's Vision, Light and Colo. Ruff head's Statutes, 9 vols. Octavo, &c. Bell's British Theat. 21 vs. roy. pa. Coke's Reports, 7 vols. Atkins's ditto, 3 vols. Strange's ditto, 2 vols. Blackstone's Comm. 4 vs. by Burn Pennant's Zoology, 4 vols. Bible, 4 vols. large print Antiquites of West. Abbey, 2 vs. Universal Magazines, 63 vs com. London ditto, 50 vs. complete. Martin's ditto, 11 vols Buffon's Natural History, 6 vols. Baskerville's Shakespeare, 9 vols. Baskerville's Classics, 6 vols Clarendon's Hist of Rebel. 6 vs. Dodsley's Poems, 6 vols. Johnson's Shakespeare, 8 vols. Smollett's Hist. of England, 12 vs, Rapin's ditto, 15 vols. Goldsmith's ditto, 4 vols. Robertson's Hist. of America, 2 vs. Bp Beveridge's Sermons, 12 vols. Nature Display'd, 7 vols. Van Swieten's Commentar. 18 vs. Hist. des Indes, par Raynal, 7 tom. Swift's Works, 14 vols. The Books in general are in good Condition, many of them new, and in elegant Bindings. Which will begin to be Sold at the very low Prices printed in the Catologue, on Monday Nov. 17, 1783, By R. Christopher, bookseller and printer, in Stockton. Who gives the full value for any Library or Parcel of Books. Catalogues to be had (gratis) at the Place of Sale, and of Mr Goldsmith, Pater-Noster-Row, London; and may be seen at the Booksellers Shops in Edinburgh, Newcastle, Durham, Sunderland, Kendal, Whitby, Scarbro', Hull, Leeds, York, Doncaster, Whitehaven, &c.","Christopher, Robert",122,1,0,3,1,1,12,0,7,4,1,5,1,0,1,1,8,3,5,4,2,5,2,0,0,4,5,3,0,1,14,3,0,0,2,1,7,3,0,3,3,2,0,2,2,0,1783,1,1,"[Stockton : printed by Robert Christopher, 1783].",Stockton-on-Tees,142,male,1751,1819,FALSE,"Scotland, with a Head , 2s. 1639 84 Ditto, asine Ccpy, buztnd in Turkey, 3s. 1639 s5 langions new Copy Book of vario us Hands, with Ornaments, stitched, is. - 727 86 Large co lecion of old Mlanufcript Music, viz. Country Dances, iminuets, Mariches, c. bound , 2s. 6d. 87"
0864400600_000023,"Bibliotheca Smithiana, pars altera. A catalogue of the remaining part of the curious and valuable library of Joseph Smith, ... which will be sold ... this day, 1773, ... by James Robson, ...",James Robson,140,1,1,1,0,2,10,2,3,10,7,6,8,0,2,0,6,21,2,2,4,3,1,0,3,3,1,2,0,0,12,2,2,0,0,4,4,3,0,1,0,0,1,2,2,6,1773,1,1,"[London, 1773].",London,217,male,1733,1806,FALSE,"Book , bound in Vellum, 145 1384 Another Copy , in aiorocco Leather, gilt extra, il is ibid 1385 Oeuvres de Moliere, 6 tom. belle edit . avec fig. eleg. rely, 51 5s - Par 1731 1386 Oeuvres de Racine, 3 tom. belle edit . avec fig. tres bies relic"
1205600300_000023,"A catalogue of a large and curious collection of books, including the elegant library of George Andrews, ... which will be sold, ... this day, July 1781, ... by Thomas Payne and Son, ...",Thomas Payne and Son,139,0,2,0,9,2,18,0,4,1,10,5,0,1,0,2,10,4,4,3,1,2,0,4,1,3,0,1,1,1,11,4,3,0,0,2,1,12,2,6,0,0,3,1,0,5,1781,1,1,"[London, 1781].",London,213,unknown,,,FALSE,"great number of fine cuts , vrery neatly bound , 41 4s 1776, c. 1341 Antiquities and Scenery of the North of Scotland, c. in Letters to Mr. Pennant, by Mr. Cordiner, with fine cuts , 12s 6d - 1780 1342 Pennant's Tour in Wales, with a great number offine"
1198800700_000007,"Second part of Lackington's catalogue for 1787; consisting of about thirty thousand volumes,...The whole selling...by J. Lackington,...",James Lackington,109,4,5,1,7,1,1,7,2,3,2,3,3,0,2,2,3,5,0,7,4,4,1,0,5,5,3,1,0,2,6,1,2,0,1,1,6,0,0,0,0,0,1,2,3,3,1787,1,1,"[London, 1787].",London,149,male,1746,1815,FALSE,"fair, scarce, 4s 6d 1665 324 Usher's Body of Divinity, head , is 6d ditto, 3s 1677 325 Ufnler's Annals of the Old and New Testaments, with the Synchro nifinus of Heathen Story, good copy , . heads , 5s 6d 1678 326 Whitgifc's Life of Stripe, neat , head"
1536101200_000014,"Dyde's catalogue for 1799. Being a small collection of choice new and second-hand books, comprising about three thousand volumes, in the various branches of literature, Including the productions of Shakespeare, Milton, Pope, Young, Addison, Blair, &c. &c. With many rare and curious articles; among which are, B[ask]erville's Imperial Bible A[tk]yns' Glocestershire, L.P. Russia Blair's Chronology, Russia Kippis' Biographia Brittanica, 5 vols. Boydell's Shakespeare, plates Field's Bible Dicey's Hist. of the isle of Guernsey M[awke]sworth's Telemachus, Russia Green's Hist. of Worcester, 2 vols. Darell's Hist. of Dover Castle Palmer's Hist. of printing Warrington's Hist. of Wales Erasmus' Praise of folly Dodsley's Old plays, 10 vols. Goldsmith's Animated nature, first edit. Lavater's physiognomy, by Holcrost which are now selling, for ready money at the low prices affixed to each, By W. Dyde, printer, bookseller & stationer, High-Street, Tewkesbury. Libraries and parcels of books purchesed, or books exchanged on liberal terms. Catalogues to be had of most booksellers. To prevent mistakes, ladies and gentlemen are requested to send the number, first word of the title, and price of the books they want.","Dyde, William",148,1,0,1,9,0,4,17,0,4,2,3,2,1,0,1,5,13,0,1,2,0,0,0,1,8,3,1,1,0,19,3,6,1,2,0,9,12,0,4,0,0,4,0,0,8,1799,1,1,"[Tewkesbury : Printed by William Dyde, 1799].",,68,unknown,,,FALSE,"Lives, Sufferings and Death of many eminent Christians, new, and very neat in calf , lettered , c. 3s - 1797 737 Plutarch's Lives, translated by Langhorne, 6 vols. new, and very elegantly bound , calf , gilt , S'. 11 7s - 1795 133 Richardson's Tour through Great britain,"
0876901300_000041,"A catalogue of books, comprising a variety of Valuable, Useful, and Entertaining Articles, in the various branches of ancient and modern literature, Both new and second-hand. To which are added, a Selection of the Best modern publications. Forming in the Whole a very choice collection, and in good condition. Which are now Selling (for Ready Money) at the Low Prices Marked in the Catalogue. By W. Clarke and son, Portugal-Street, Lincoln's-Inn, London. 1795. The Utmost Value given for libraries or parcels of law and other books.",W. Clarke and Son (Booksellers),128,1,0,1,10,2,9,0,0,4,2,4,6,1,2,3,3,0,1,0,9,1,3,0,5,0,1,1,2,0,22,6,1,0,2,2,5,4,0,8,0,2,1,2,0,2,1795,1,1,"[London : s.n., 1795].",London,157,unknown,,,FALSE,"2965 Milton's Paradise Lose, v/rf elegantly printed by Be/ile),, and fine prints 6y ollo/way,, boards , 9s - 1795 2966 Another copy , elegantly bsund, 1ts 1795 2967 Another copy , common paper , new, and neatly bound , 7s 1795 2968 Moral and Historical Memoirs , boards , 3s"
1205200500_000007,"A catalogue, consisting of several valuable collections of books, lately purchased, the whole comprising a general assortment ... Which will be selling ... by Shepperson and Reynolds, ... MDCCLXXXIV. ...",Shepperson and Reynolds,119,1,1,1,13,1,14,0,0,6,9,1,3,0,4,1,1,4,4,0,9,1,0,2,4,0,0,1,1,2,13,3,0,1,1,1,3,2,1,1,0,0,1,2,2,4,1784,1,1,"[London, 1784].",London,123,unknown,,,FALSE,"lewed, corm pleat, il [Is 6d x77 497 Defence of Lord Pigot, sewed, 2s 1 777 498 Deering's Historical Account or Nottingham, with tuts, newr and gilt . 3s. - 751 499 Dalrymple's Travels in Spain and Portugal, in 1774, iiz boards , 2s - - 777 500 Another, new"
0160901000_000012,"A catalogue of a large and curious collection of books, in all learning and languages; ... Which will begin to be sold very cheap, ... on Monday, June 9, 1766, ... by James Robson, ... in New Bond Street.",James Robson,145,1,5,0,1,0,21,0,1,10,4,5,5,0,3,0,3,10,1,1,6,5,1,1,2,7,2,2,0,3,9,13,1,0,0,2,2,0,0,2,0,0,6,5,2,3,1766,1,1,"[London, 1766].",London,143,male,1733,1806,FALSE,"Practice, new, los 1750 708 Lloyd's Marrow of Hillory, black le!lrr, 4s 153 70o Silvayn's Orator, in a hundred several Declarations, has Iaund, s - -596 710 Ramus's Way to Geometry, translated by Bedwell, is 6d 1636 711 Norden's Labyrinth of Man's Life , 2s - 614 712 Autin of"
1198700300_000039,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,140,4,0,1,16,0,6,9,0,3,2,1,6,0,6,2,2,13,2,1,7,0,0,0,8,7,0,1,1,1,12,6,1,0,4,1,2,1,0,1,0,4,3,0,4,2,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"are sold at 31 15s) newz and neatly bouid in calf and lettered , for 31 7s 6d 2306 Ditto, io vol. new in boards , 21 15s. 2307 Ditto, any fingle Volume, (each vol. sells in boards at 6s 6d) new in boards , each 5s 6d ditto, in"
1198600600_000013,"A catalogue of books for the year 1800, in various languages and classes of literature, on sale for ready money, by J. Cuthell, Middle-Row, Holborn; Where Catalogues may be had, Price One Shilling and Sixpence each. Libraries Purchased.","Cuthell, John",126,2,5,0,17,0,5,1,0,7,0,4,2,0,4,2,4,4,1,0,4,5,0,0,2,2,2,1,1,1,15,1,0,0,0,5,14,2,3,4,0,0,0,4,0,2,1800,1,1,"London : printed by G. Auld, Greville-Street, London, [1800].",London,421,unknown,,,FALSE,"1773, large paper , plates , boards , 15s 1774 672 Another copy , on a very thick paper (only 25 printed ) fine imprefions of the plates , boards , ili s 1774 673 Parke's Travels into the Interior Difirias of Africa, in 1795, 96 and 97, with an"
