PassageID,Title,Author,Total termFreq,termFreq(1791),termFreq(1793),termFreq(anarchi),termFreq(assembl),termFreq(bailli),termFreq(barrer),termFreq(blood),termFreq(cap),termFreq(committe),termFreq(constitut),termFreq(convent),termFreq(cordeli),termFreq(danton),termFreq(death),termFreq(decre),termFreq(deputi),termFreq(evil),termFreq(execut),termFreq(franc),termFreq(french),termFreq(gener),termFreq(girondift),termFreq(govern),termFreq(guillotin),termFreq(head),termFreq(hebert),termFreq(jacobin),termFreq(king),termFreq(leader),termFreq(liberti),termFreq(loui),termFreq(member),termFreq(mountain),termFreq(orlean),termFreq(pari),termFreq(parti),termFreq(peopl),termFreq(popular),termFreq(power),termFreq(priest),termFreq(principl),termFreq(prison),termFreq(public),termFreq(reason),termFreq(red),termFreq(republ),termFreq(revolut),termFreq(revolutionari),termFreq(robespierr),termFreq(san),termFreq(scaffold),termFreq(terror),termFreq(trial),termFreq(tribun),termFreq(victim),termFreq(xvi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1237903300_000006,"The history of Robespierre: containing A most Circumstantial Account, collected from authentic sources, of the rise, progress, decline and destruction of the power and popularity, (and embellished with a striking likeness) of that extraordinary man.",,78,0,1,0,2,0,2,1,0,2,3,7,0,1,2,4,2,1,0,0,3,1,0,0,0,0,0,1,2,0,0,1,5,2,0,8,5,4,1,1,1,0,0,4,0,0,1,0,1,2,0,0,1,2,4,0,0,1794,1,1,"London : printed for the booksellers, 1794.",London,32,unknown,,,FALSE,"calls himself befriend of the poor and of the weak. He makes himself to be followed by women, and gravely aecepts of their homage and adoration. He retires before danger, and nobody is so conspicuous as he when the danger is over. Robespierre is a priest , and never can"
0930402000_000052,"Prospectus of the Revolutionary Magazine, (to be continued weekly.) By a Society of Gentlemen.",,45,0,0,0,0,0,3,0,0,0,0,4,0,2,0,1,1,0,0,1,2,0,0,0,1,1,1,2,0,3,1,0,0,1,0,3,2,1,0,2,0,0,0,2,0,0,2,2,2,2,0,1,0,0,2,0,0,1795,1,1,"[London, 1795?].",London,163,unknown,,,FALSE,"severed the heads of all her fellow fufferers. Having ascended the scaffold , he cast her eyes towards Heaven, and, prostrate on her knees, solicited that fortitude which her horrid situation efemed to demand; and, having continued some time in prayer, fle at length advanced, with a kind of heroifi"
1288701400_000016,"The history of Robespierre, political and personal. Containing, his principles, actions, and designs, in the Jacobin Club, Commune of Paris, Constituent Assembly, and the Convention The whole comprehends interesting particulars respecting His commencing Politician, establishing his Tvranny, and falling the Victim of National Vengeance. Interspersed with interesting traits and curious anecdotes of rmarkable characters. To which is added, a brief sketch of his person, life and manners.",,81,0,3,0,0,0,0,1,0,1,1,10,0,2,2,2,2,0,1,2,0,2,0,0,0,0,1,1,1,0,1,3,5,1,0,7,2,5,1,3,0,0,1,3,1,0,0,0,2,11,0,1,0,0,2,0,0,1794,1,1,"London : printed by C. Whittingham, for B. Crosby, No. 4, Stationers Court, Ludgate Street; and T. Boosey, Old Broad Street, 1794.",London,140,unknown,,,FALSE,"same time, after passing [ 73 ] passing his sentence. He also said to the members of the Convention , ""Although you are not constituted , according to the forms of law, the judges of Louis , are you less the judges? You cannot separate the ihdivifible characters of judges"
1288701400_000017,"The history of Robespierre, political and personal. Containing, his principles, actions, and designs, in the Jacobin Club, Commune of Paris, Constituent Assembly, and the Convention The whole comprehends interesting particulars respecting His commencing Politician, establishing his Tvranny, and falling the Victim of National Vengeance. Interspersed with interesting traits and curious anecdotes of rmarkable characters. To which is added, a brief sketch of his person, life and manners.",,61,0,1,0,2,1,0,0,0,2,0,5,0,1,1,5,0,0,0,3,1,0,3,1,1,1,2,0,0,0,1,1,0,0,0,0,0,2,1,3,1,4,1,3,0,1,7,0,0,3,2,0,1,0,0,0,0,1794,1,1,"London : printed by C. Whittingham, for B. Crosby, No. 4, Stationers Court, Ludgate Street; and T. Boosey, Old Broad Street, 1794.",London,140,unknown,,,FALSE,"and Bodieu, which pronounced sentence of death , without appeal or adjournment, on all military transgressions, and upon the emigrants, and refractory priests , who should not have submitted to the laws of transportation. Amidit the variety of charges, he caused to be reported by St. Just, from the Committee"
0662901200_000016,"The history of Robespierre, Political and Personal. Containing, his principles, actions, and designs, in the Jacobin Club, Commune of Paris, Constituent Assembly, and the Convention. The whole comprehends interesting particulars respecting His commencing Politician, establishing his Tyranny, and falling the Victim of National Vengeance. Interspersed with interesting traits and curious anecdotes of remarkable characters. To which is added, a brief sketch of his person, life and manners.",,77,0,3,0,0,0,0,1,0,0,2,9,0,1,2,1,2,0,1,2,0,2,0,1,0,0,1,1,1,0,1,5,4,1,0,6,2,4,1,2,0,0,1,0,1,0,0,1,2,12,0,1,0,1,2,0,0,1794,1,1,"London : printed by C. Whittingham, for B. Crosby, No. 4, Stationers Court, Ludgate Street; and T. Boosey, Old Broad Street, 1794.",London,142,unknown,,,FALSE,"a revolution . This hurt Petion, who considered that he had had a most considerable share in the downfall of his sovereign, and the demolition of tlc eftablilhed government . Robespierre was so ambitious of this honour, that he would fcarcelv allow any, but a very few of his associates,"
1009500102_000043,"The history of Jacobinism, its crimes, cruelties and perfidies, from the commencement of the French Revolution, to the death of Robespierre: Comprising An Inquiry into the Manner of Disseminating, under the Appearance of Philosophy and Virtue, Principles which are equally subversive of Order, Virtue, Religion, Liberty and Happiness. ... . By William Playfair, Author of the Commercial and Political Atlas, &c.",William Playfair,71,0,0,0,3,0,0,0,0,5,2,1,7,0,0,1,0,0,0,2,2,2,0,1,0,0,4,3,3,0,1,0,3,0,0,5,2,4,1,0,0,0,1,5,0,0,1,2,1,7,0,1,0,0,1,0,0,1798,2,2,"London : printed for J. Wright, No. 169, Piccadilly, 1798.",London,374,male,1759,1823,FALSE,"the club of the Cordeliers was more violent than that of the Ja colins, and even surpassed it in atrocity and extravagance, yet it did not possess the great au * the fall of Robespierre , those persons who acted with him, or under him, have thought proper to throw"
1116300116_000228,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,80,0,0,0,0,0,1,1,0,4,1,5,0,0,1,4,0,0,6,4,2,2,1,5,0,2,0,2,2,0,0,0,2,2,2,0,5,2,0,3,1,1,1,3,0,0,2,2,3,0,0,1,0,5,2,0,0,1798,16,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,409,unknown,,,FALSE,"and of the party called the . Mountain . The new republican conaitution had been presented to the people in the primary affemblizs, and accepted. The bufneis, therefore, for which the convention was called together, that of forming a constitution for France , was at an end; and it was"
0628301101_000086,"Secret history of the French Revolution, from the Convocation of the Notables in 1787 to the first of November 1796. ... Translated from the French of Francis Pagès. In two volumes. ...","Pagès, François Xavier",59,1,1,0,5,0,0,0,0,0,5,2,4,2,0,1,0,1,0,2,1,0,0,0,0,1,0,3,5,2,1,1,1,0,0,1,5,2,1,0,1,0,0,1,0,0,1,2,3,2,0,0,0,0,0,0,1,1797,1,2,"London : printed for T. N. Longman, and J. Mathews, 1797.",London,433,male,1745,1802,FALSE,"not subsequently to relate. Another reflection, no less affiiing, is, that there are few men of purity: Rolland was the creature of Briflot, Servan of Petion. The dismission of these ministers ascertained more fully the evil intentions of the king , or rather showed how far he was obliged to"
0613500101_000122,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,53,0,0,0,0,0,1,0,0,1,1,4,1,4,1,2,0,0,3,0,0,1,0,1,0,1,4,3,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,2,1,0,0,1,3,7,0,1,1,0,2,1,0,1799,1,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,512,male,1768,1845,FALSE,"of the committee of public Writes safety, but having married a young lady of con abgaift the fiderable property, and being otherwise enriched in incs. the course of the revolution , he seems to have neglected public business, and attended very little to the proceedings in the convention . In"
1429102403_000012,"Letters containing a sketch of the scenes which passed in various departments of France, During the tyranny of Roberspierre, and of the events which took place in Paris on the tenth of thermidor, By Helen Maria Williams. Vol III.",Helen Maria Williams,55,0,0,0,0,0,1,0,0,2,0,6,0,4,1,3,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,3,0,3,5,2,2,1,0,0,2,1,0,0,3,2,2,5,0,0,0,0,1,1,0,1795,3,3,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1795.",London,230,female,1762,1827,TRUE,"of the commune of Paris ,, had employed against the Gironde, mightl be again put in practice to overthrowi himself; and, as he saw that the commune! aspired to independence, arid had already given , given signs of an ambitious spirit, he dreaded lest some rival might start up., who"
1265301400_000024,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,53,0,0,0,0,0,6,2,0,2,1,4,0,0,1,0,2,0,0,1,0,1,0,1,1,1,0,4,0,0,0,0,1,1,0,1,1,2,0,0,0,0,2,0,0,0,1,0,3,3,0,2,3,2,4,0,0,1796,1,1,"Dublin : Printed BY J. Chambers, NO. 5, Abbey-Street, 1796.",Dublin,228,female,1762,1827,TRUE,of horror not to be dangerous. The gendarmes had during the reign of Robespierre been con 1' 3 flantly ( 150) tfantly employed in dragging his vitims to prison ; it was their daily occupation to guard the guillotine while the work of murder went on; and to them. it
1287600900_000013,"State of France, in May, 1794. Translated from the original of le comte de Montgaillard, by Joshua Lucock Wilkinson, of Gray's Inn.","Montgaillard, Maurice, comte de",53,0,0,0,0,0,2,1,0,4,1,5,1,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,2,1,1,0,3,0,0,2,1,3,6,1,1,0,0,4,0,0,1794,1,1,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street; J. Owen, Piccadilly; and T. Boosey, Old Broad Street, [1794].",London,71,male,1761,1841,FALSE,"to affaflinate Xanrat, persuading her that he sought only the deftrutiion of the Republic , by exciting the pillage, and plunder of property. The good of [ 5i ] of the Republic , therefore, prompted Charlotte Corday to sacrifice Marat. Note -4 p. 10 Gobet received from the Committee of"
1009500102_000029,"The history of Jacobinism, its crimes, cruelties and perfidies, from the commencement of the French Revolution, to the death of Robespierre: Comprising An Inquiry into the Manner of Disseminating, under the Appearance of Philosophy and Virtue, Principles which are equally subversive of Order, Virtue, Religion, Liberty and Happiness. ... . By William Playfair, Author of the Commercial and Political Atlas, &c.",William Playfair,57,0,0,0,1,0,0,1,0,0,1,1,0,2,2,0,0,0,1,3,0,0,3,0,4,2,2,0,1,1,2,0,0,1,1,3,9,5,0,1,0,1,3,0,0,0,2,1,0,2,1,0,0,0,0,0,0,1798,2,2,"London : printed for J. Wright, No. 169, Piccadilly, 1798.",London,374,male,1759,1823,FALSE,"and therefore were obliged to turn upon and tear each other. The miserics of the people continued to augment in the midst of victory, and under the dominion of republicans. The same mode was fgill prafifcd that had been employed before, to make the sovereign people have patience. The parties"
0699201200_000026,"Address to the sovereigns of Europe etc. etc. In two parts. By Obadia Prim. Part second. The first part contains an Appeal to the Sovereigns of Europe, to Proprietors, Merchants and all Well - wishers of social order - with a sketch of the Conduct of the Legislators of France during the Revolution. The second part contains a Letter to Bnonaparte on his Military and Political Conduct - To which are annexed I° The principles of morality as decreed and acknowledged by the different legislative bodies of France. II° A summary, in order of dates, of the most remarkable crimes committeed since the beginning of the Revolution - a table of the contributions, requisitions, forced loans etc.","Winsor, F. A. (Frederick Albert)",85,0,1,0,0,0,1,0,0,0,0,4,0,1,3,4,2,0,1,0,2,7,0,0,26,0,1,0,2,0,1,3,2,0,0,8,1,0,0,0,3,0,2,0,0,0,2,0,4,0,0,0,0,0,1,1,2,1798,1,1,"London : 1798 sold by G. G. and J. Robinson, Wm. Richardson and Comp. and all booksellers in Great-Britain and on the continent, [1798].",London,71,male,1763,1830,FALSE,"was disco. vercd and guillotined at i'erigeux. Biroteau, an outlawed Deputy , was guillotined at Bordeaux. Above 500 prironers of La Vendee confined at Rochfort, were shot. lmadame de Vilette, niece of Voltaire, guillotined . Above o2 persons of )Lank lguillotined at Paris , and j3ofoldiersand citizens shot at Toulon."
0628301102_000008,"Secret history of the French Revolution, from the Convocation of the Notables in 1787 to the first of November 1796. ... Translated from the French of Francis Pagès. In two volumes. ...","Pagès, François Xavier",57,1,0,2,1,0,0,1,0,0,1,0,1,0,3,2,0,1,0,1,0,1,2,3,0,0,0,7,2,1,0,2,0,3,0,1,1,3,1,4,0,2,0,1,0,0,2,0,3,0,0,0,0,0,0,2,2,1797,2,2,"London : printed for T. N. Longman, and J. Mathews, 1797.",London,478,male,1745,1802,FALSE,"The Roman senate had no such division. Cicero would not have called one part of the senate oads of the mar/h, and another part bloodsuckers. But these were other times and other men; and the eloquence of Cicero was of different nature. It must, however, be confefred, that although the"
0613500101_000170,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,55,0,0,0,0,0,1,0,0,0,1,0,5,1,3,0,1,0,1,0,0,0,0,1,1,0,8,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,7,4,0,0,0,0,2,4,0,1,1,2,4,0,0,1799,1,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,512,male,1768,1845,FALSE,"frustrated Soon after the ezecution of her husband Ihe was transferred to the firmiergrie, from the Conritrerie to the revolutionaly tribunal , and from the tribunal to the guillotine , where (he was executed the 9g: h of Varch 1794..? Playfair's !ilfory of Jacobipiifm p. 58 Hebert btb. e Hebert"
0613500102_000142,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,76,0,0,0,0,0,1,0,0,4,0,6,0,0,4,8,1,0,0,3,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,2,3,1,0,5,1,3,2,4,1,0,1,4,5,5,0,0,1,2,3,0,0,1799,2,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,521,male,1768,1845,FALSE,"style, were called Carmagnols a la Barrere "", to the registration of decrees without considering of their probable effect on the country, to a patient acquiescence in, or submissive reverberation of the applauses bestowed on the committee , and on Robespierre . Their number, by reason of proscriptions, committees ,"
0186200402_000198,"An historical sketch of the French Revolution. Commencing with its predisposing causes, and carried on to the acceptation of the constitution, in 1795. By Sampson Perry. ...","Perry, Sampson",98,0,2,0,4,1,0,0,0,0,3,8,0,0,1,5,4,0,6,10,3,3,0,1,3,0,0,1,14,0,0,0,0,0,1,9,1,2,0,1,0,0,7,0,0,0,0,1,2,0,0,0,0,2,3,0,0,1796,2,2,"London : printed for H. D. Symonds, No 10, Paternoster-Row, 1796.",London,680,male,1747,1823,FALSE,- - The King endeavours to conciliate - - Spain threatening France - 44 The King's Inviolability debated - 4 Decree refpeting the Accomplices in the King's Flight 69 civiclhonours paid to the Memory of Voltaire - 81 Origin of the Vendeb Rebellion - - 8s France makes Preparations of
1027200100_000142,"The history of Jacobinism, its crimes, cruelties and perfidies: comprising an inquiry into the manner of disseminating, under the appearance of philosophy and virtue, principles which are equally subversive of order, virtue, religion, liberty and happiness. By William Playfair, author of the commercial and political atlas, &c.",William Playfair,55,0,0,0,0,6,0,2,0,0,0,0,0,1,3,1,0,2,1,3,0,3,0,1,1,0,0,2,2,0,0,1,0,0,3,4,1,2,1,1,0,0,1,1,0,0,1,3,1,0,0,2,2,0,2,1,0,1795,1,1,"London : printed for John Stockdale, Piccadilly, 1795.",London,821,male,1759,1823,FALSE,"these misfortunes, bread and nou riiment were almost wanting. Paris was tile hest fipplied, and there were but one hundred and sixty cattle slaughtered every week. There were alnloft as many men slaughtered as there were oxen!! The Jacobin club continued to dictate to the alenmbly, and the allemlbly continued"
