PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(bake),termFreq(beat),termFreq(boil),termFreq(bread),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cloth),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(dry),termFreq(egg),termFreq(fine),termFreq(flour),termFreq(flower),termFreq(grate),termFreq(half),termFreq(heat),termFreq(hot),termFreq(hour),termFreq(juic),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(liquor),termFreq(littl),termFreq(mace),termFreq(melt),termFreq(milk),termFreq(mix),termFreq(nutmeg),termFreq(orang),termFreq(ounc),termFreq(oven),termFreq(pan),termFreq(peel),termFreq(pepper),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quart),termFreq(quarter),termFreq(red),termFreq(sauc),termFreq(set),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(syrup),termFreq(togeth),termFreq(turn),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0101600900_000047,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from practice, and Dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: consisting of near nine hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Dessert of Spun Sugar, with Directions to set out a Table in the most elegant Manner, and in the modern Taste; Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The eighth edition. With an engraved head of the author; Also Two Plans of a Grand Table of Two Covers; and A curious new invented Fire Stove, wherein any common Fuel may be burnt instead of Charcoal, by Elizabeth Raffald.",Elizabeth Raffald,263,1,4,16,12,1,11,4,1,6,4,1,10,2,5,0,11,9,8,2,9,13,0,6,4,2,3,2,2,0,7,0,2,2,8,5,4,3,3,7,1,0,6,0,15,1,5,0,1,0,0,1,7,12,0,6,3,6,4,1,4,1782,1,1,"London : printed for R. Baldwin No. 47, in Pater-Noster-Row, MDCCLXXXII. [1782].",London,411,female,1733,1781,FALSE,"when a fine brown on both fides, put them in a dish , and pour white wine sauce over them, five is enough for a dish , do not lay them one upon another, it will make them foft. you may put in currants if you please. To make WAFER"
0094700400_000112,"Domestic economy; or, a complete system of English housekeeping: containing the most approved receipts, confirmed by Observation and Practice, in every reputable English book of cookery now extant; besides a great Variety of others which have never before been offered to the Public. Also a valuable Collection, translated from the Productions of Cooks of Eminence who have published in France, with their respective Names to each Receipt; which, together with the Original Articles, form the most complete System of Housekeeping ever yet exhibited, under the following Heads, viz. Roasting, Boiling, Made-Dishes, Frying, Broiling, Potting, Fricasses, Ragouts, Soups, Sauces, Gravies, Hashes, Stews, Puddings, Custards, Cakes, Tarts, Pies, Pasties, Cheesecakes, Jellies, Pickling, Preserving, and Confectionary. To which is prefixed, in order to render it as complete and perfect as possible, An Elegant Collection of Light Dishes for Supper, Adapted for Every Month in the Year. Also the complete brewer; Containing Familiar Instructions for brewing all Sorts of Beer and Ale; including the proper Management of the Vault or Cellar. Likewise the family physician; being a collection of the most valuable and approved prescriptions by Mead, Sydenham, Tissot, Fothergill, Elliot, Buchan, and Others. By Maximilian Hazlemore.",,229,3,5,8,18,5,10,3,2,4,2,2,4,1,4,0,17,9,3,2,2,14,0,1,3,1,6,1,3,0,7,1,3,1,4,4,3,1,3,6,2,0,2,0,16,1,5,1,1,0,1,1,2,6,0,3,3,11,4,1,3,1794,1,1,"London : printed for J. Creswick, and Co, 1794.",London,423,unknown,,,FALSE,"cover it close , and fiake the pan often. When it is just tender, and whilst it is green, throw it into a sieve to drain; lay it in your diih. Have ready a stew pan of water boiling , and break as many eggs into cups as you would"
0643200400_000039,"The house-Keeper's pocket-book; and compleat family cook. Containing above seven hundred curious and uncommon receipts, in Cookery, Pastry, Preserving, Pickling, Candying, Collaring, &c. With plain and easy Instructions for preparing and dressing every Thing suitable for an Elegant Entertainment, from Two Dishes to Five or Ten, &c. And Directions for ranging them in their proper Order. To which is prefix'd, Such a copious and useful Bill of Fare of all manner of Provisions in Season for every Month of the Year, that no Person need be at a Loss to provide an agreeable Variety of Dishes, at a moderate Expence. By Mrs. Sarah Harrison, of Devonshire.","Harrison, Sarah",266,1,4,9,14,4,19,0,2,5,4,3,8,0,3,0,10,2,0,8,10,14,0,1,12,1,0,0,5,0,6,1,4,4,8,7,2,1,1,1,3,0,6,3,14,1,8,0,5,2,2,2,8,12,0,7,1,6,7,1,4,1738,1,1,"Dublin : printed by S. Powell, for Edward Exshaw, at the Bible on Cork-Hill, over-against the Old-Exchange, MDCCXXXVIII. [1738].",Dublin,230,female,1733,1777,FALSE,"boil itabout two hours . When. it is boiled , turn it in a dish , slick on it sliced Al moids and Citron, then pour on it Sack, Verjuice, and drawn butter , and scrape on Sugar . A Quaking Pudding. A K E a Quart of Cream ,"
0094600100_000124,"The English art of cookery, according to the present practice; being a complete guide to all housekeepers, ... With bills of fare for every month in the year. Neatly and correctly engraved on twelve copper-plates. The third edition. By Richard Briggs, ...","Briggs, Richard",236,1,8,9,7,2,11,2,2,4,4,2,4,5,5,0,8,8,4,0,4,12,0,4,11,1,5,2,4,0,9,0,3,5,12,4,2,0,5,4,4,0,4,0,13,3,8,1,2,0,2,1,5,8,0,3,1,5,1,1,1,1794,1,1,"London : printed for G.G. and J. Robinson, 1794.",London,605,unknown,,,FALSE,"a moderate oven ; when it is enough sprinkle some fine powder sugar over ir, and send it to table hot . You may dress white pear plumbs in the same manner. Qukince Pudding. TAKE six quinces, pare them very thin, cut them in quarters , put them into a"
0094600100_000121,"The English art of cookery, according to the present practice; being a complete guide to all housekeepers, ... With bills of fare for every month in the year. Neatly and correctly engraved on twelve copper-plates. The third edition. By Richard Briggs, ...","Briggs, Richard",236,0,5,11,16,1,10,2,2,6,3,2,7,1,2,0,10,5,8,0,5,6,0,2,9,1,2,1,3,0,10,1,6,11,12,6,2,0,1,4,3,0,5,0,5,3,8,0,1,1,1,1,6,6,0,3,5,5,5,0,5,1794,1,1,"London : printed for G.G. and J. Robinson, 1794.",London,605,unknown,,,FALSE,"pour it in, put ome candied fweett'eats over it, bake it in a gentle oven three quarters of an hour , and send it to table hot . Spinach Pudding. TAKE about a quarter of a peck of spinach, pick and wash it very clean , put it into a"
0366900500_000051,"The universal cook; or, lady's complete assistant. ... By John Townshend, ...","Townshend, John, master of the Greyhound Tavern, Greenwich",254,5,7,5,8,1,11,2,2,5,2,1,4,1,1,0,11,6,7,1,10,13,0,1,9,1,0,2,1,0,12,1,6,7,10,8,3,2,4,3,1,0,2,0,17,6,11,0,3,1,0,5,6,10,0,5,3,1,6,1,3,1773,1,1,"London : printed for S. Bladon, 1773.",London,325,unknown,,,FALSE,"an H 4 hour . [ 152 1 Lour. When it is enough, untie the cloth , turn the pfudding out into your dish and pour melted butter uver it. To makt a Quaking Pudding. TJAKE a quart of cream , boil it, and let it fiand till almost cold"
0094600400_000130,"The art of cookery, made plain and easy; Which far excels any Thing of the Kind yet published. Containing, I. A List of the various Kinds of Meat, Poultry, Fish, Vegetables, and Fruit, in Season, in every Month of the Year. II. Directions for Marketing. III. How to Roast and Boil to Perfection. IV. Sauces for all plain Dishes. V. Made Dishes. VI. To dress Poultry, Game, &c. Vii. How expensive a French Cook's Sauce is. Viii. To make a Number of pretty little Dishes for Suppers, or Side or Corner Dishes. IX. To dress Turtle, Mock-Turtle, &c. X. To dress Fish. XI. Sauces for Fish. XII. Of Soups and Broths. XIII. Of Puddings and Pies. XIV. For a Lent Dinner; a Number of good Dishes, which may be made use of at any other Time. XV. Directions for the Sick. XVI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XVII. Of Hog's Puddings, Sausages, &c. XVIII. To pot, make Hams, &c. XIX. Of Pickling. XX. Of making Cakes, &c. XXI. Of Cheesecakes, Creams, Jellies, Whipt Sullabubs. XXII. Of Made Wines, Brewing, Baking, French Bread, Muffins, Cheese, &c. XXIII. Jarring Cherries, Preserves, &c. XXIV. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XXV. Of Distilling. XXVI. Directions for Carving. XXVII. Useful and valuable Family Receipts. XXVIII. Receipts for Perfumery, &c. In which are included, one hundred and fifty new and useful receipts, not inserted in any former edition. With a copious index. By Mrs. Glasse.",Hannah Glasse,262,3,5,12,17,1,13,2,1,6,5,1,5,0,5,0,11,7,7,0,7,13,0,1,5,0,3,3,2,0,3,0,4,9,7,7,1,1,1,8,3,0,5,1,11,6,10,1,5,1,0,2,10,7,0,6,3,6,4,2,3,1796,1,1,"London : printed for T. Longman, B. Law, J. Johnson, G. G. and J. Robinson, H. Gardner, T. Payne, F. and C. Rivington, J. Sewell, W. Richardson, W. Lane, W. Lowndes, G. and T. Wilkie, W. Nicoll, W. Fox, Ogilvy and Speare, J. Debrett, J. Scatcherd, Vernor and Hood, Clarke and Son, J. Nunn, J. Barker, B. Crosby, Cadell and Davies, and E. Newbery, 1796.",London,461,female,1708,1770,TRUE,"Excellent. TAKE eight large apples, pare and core them, put them into a sauce pan with juit water enough to cover them lill soft, then pour it away and beat them very fine , stir in while hot a quarter of a pound of butter , loaf fugar to your"
0223600700_000041,"England's newest way in all sorts of cookery, pastry, and all pickles that are fit to be used. Adorn'd with copper plates, setting forth the manner of placing dishes upon tables; and the newest fashions of mince-pies. By Henry Howard, Free-Cook of London, and late Cook to his Grace the Duke of Ormond, and since to the Earl of Salisbury, and Earl of Winchelsea. Likewise the best receipts for making cakes, mackroons, biskets, Ginger-Bread, French-Bread: As also for Preserving, Conserving, Candying and Drying Fruits, Confectioning and making of Creams, Syllabubs, and Marmalades of several sorts.","Howard, Henry           1708",204,1,4,7,6,1,12,1,0,2,2,3,4,1,2,1,12,3,2,3,2,8,0,1,4,2,1,2,0,3,20,5,2,5,3,4,2,1,4,1,0,1,5,1,8,3,1,0,0,5,1,1,3,5,3,7,1,4,11,3,4,1710,1,1,"London : printed for and sold by Chr. Coningsby, at the Ink-Bottle against Clifford's-Inn-Gate, in Fetter-Lane, Fleetstreet, 1710.",London,220,unknown,,,FALSE,"pound of Butter , and boiling Water . To make oyfier pie. Make good Cruft, raise the Pie thin, let your Oysters be scalded in their own Liquor , white wine , Spice, Onion, Thime, Savoury; and when they are cold put them in the Pie, with Butter under, and"
1021800400_000025,"The new experienced English-Housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from her own practice by Mrs. Sarah Martin, Many Years Housekeeper To The Late Freeman Bower Esq. Of Bawtry. Being an entire new collection of original receipts Which Have Never Appeared In Print, In Every Branch Of Cookery, Confectionary, &c.","Martin, Sarah, housekeeper",226,5,8,6,10,5,11,1,1,1,10,1,7,1,3,0,9,5,6,0,3,5,1,1,5,2,2,0,6,0,12,4,2,4,3,5,2,7,3,3,6,1,4,1,5,2,7,0,1,2,0,3,0,9,0,8,1,8,5,1,2,1800,1,1,"Doncaster : printed and sold by D. Boys ; and sold by Mess. F. and C. Rivington, ST. Paul's Church-Yard, London, [1800].",Doncaster,213,female,,,FALSE,"when cool, put them into the pot , and let them remain till the bees is enough, take them out with a kimmer, and scrape the outside, serve them up with cold butter and yorkshire dip. To make a LIGHT HASTY PUDDING. TAKE a little new milk , put it"
0268900600_000103,"The art of cookery, made plain and easy; which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty Little-Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and for setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index to this and all the octavo editions. Never before published. By lady.",Hannah Glasse,243,3,12,12,10,2,13,1,0,0,4,1,9,2,4,0,11,5,3,2,8,11,0,0,3,1,3,2,2,0,9,0,2,8,4,6,2,1,3,6,2,0,5,0,15,6,6,1,3,1,2,2,5,10,0,6,0,5,5,1,3,1758,1,1,"London : printed for the author: and sold by A. Millar, in the Strand; and T. Trye, near Gray's-Inn Gate, Holbourn, [1758].",London,438,female,1708,1770,TRUE,"a Quart of boiling Milk , let it stand till it is cold , then grate in two or three large Carrots, then put in eight Eggs well beat , and three quarters of a Pound of fresh Butter melted , grate in a little Nutmeg , and weeten to"
0867100100_000112,"The art of cookery made plain and easy. To which are added, one hundred and fifty new receipts, a copious index, and a modern bill of fare, for each Month, in the Manner the Dishes are placed upon the Table. By H. Glasse.",Hannah Glasse,207,2,7,3,12,3,7,2,1,0,0,3,5,4,5,0,6,6,1,0,2,9,0,0,4,0,11,1,5,2,18,4,2,2,3,4,2,1,5,1,3,4,6,0,9,2,6,2,0,0,2,1,4,7,4,3,0,6,1,1,3,1774,1,1,"Edinburgh : printed for Alexander Donaldson: and sold at his shop (no. 48.) in St. Paul's Church-Yard, London; and at Edinburgh, M,DCC,LXXIV. [1774].",Edinburgh,493,female,1708,1770,TRUE,"butter all over, take a quarter of an ounce of mace bent line, a nutmeg grated , a teaspoonful of beaten pepper , three teaspoonfuls of salt, mix all together , ilrew some over the butler, lay a layer of potatoes, a layer of onion, a layer o F. of'apples,"
1378000200_000099,"The art of cookery, made plain and easy; Which far exceeds any thing of the kind yet published. Containing, I. How to roast and boil to perfection every thing necessary to be sent up to table. II. Of made-dishes. III. How expensive a French cook's sauce is. IV. To make a number of pretty little dishes for a supper or side-dish, and little corner-dishes for a great table. V. To dress fish. VI. Of soops and broths. VII. Of puddings. VIII. Of pies. IX. For a lent dinner; a number of good dishes, which you may make use of at any other time. X. Directions to prepare proper food for the sick. XI. For captains of ships; how to make all useful things for a voyage; and setting out a table on board a ship. XII. Of hogs-puddings, sausages, &c. XIII. To pot and make hams, &c. XIV. Of pickling. XV. Of making cakes, &c. XVI. Of cheese-cakes, creams, jellies, whip-syllabubs, &c. XVII. Of made wines, brewing, French bread, muffins, &c. XVIII. Jarring cherries and preserves, &c. XIX. To make anchovies, vermicella, catchup, vinegar, and to keep artichokes, french beans, &c. XX. Of distilling. XXI. How to market; the seasons of the year for butchers meat, poultry, fish, herbs, roots, and fruit. XXII. A certain cure for the bite of a mad dog. By Dr. Mead. XXIII. A receipt to keep clear from buggs. To which are added, by way of appendix, one hundred and fifty new and useful receips, and a copious index. By a lady.",Hannah Glasse,240,2,9,16,6,2,11,1,3,0,2,2,6,3,7,2,8,7,2,1,7,17,0,4,5,1,6,3,1,0,13,1,5,4,12,3,2,2,3,3,2,0,6,1,9,1,4,1,0,0,1,2,0,5,1,9,3,2,7,0,4,1765,1,1,"London : Printed for A. Millar, J. and R. Tonson, W. Strahan, T. Caslon, T. Durham, and W. Nicoll, M.DCC.LXV. [1765].",London,418,female,1708,1770,TRUE,"well, grate half a nutmeg , a little salt, mix them with three pints of cream and half a pound of melted butter , sweeten it to your palate, and mix all together . Lay a puff pafte all over the dish , pour in the mixture and bake it."
0972600500_000072,"The country housewife, and lady's director, for every month of the year. Both in the Frugal Management of the House, and in the Delights and Profits of the farm. Containing the whole art of cookery, laid down in a great Variety of the Best and Cheapest Receipts for Dressing all Sorts of Flesh, Fish, Fowl, Fruits, and Herbs, which are the Productions of a Farm, or any foreign Parts. Likewise The best Methods to be observed in Brewing Malt Liquors, and Making the several Sorts of English Wines. The Arts of Pickling, Preserving, Confectionary, Pastry, &c. &c. Together with a few of the Most approved and efficacious Medicines, proper to be kept in every private Family. Published for the Good of the Public. By R. Bradley, Professor of Botany in the University of Cambridge, and Fellow of the Royal Society.",Richard Bradley,182,3,4,5,9,2,11,1,3,1,3,0,2,3,0,1,6,5,4,0,3,8,0,4,3,0,4,0,1,3,7,1,1,1,7,3,1,3,5,6,1,2,2,1,6,6,2,1,1,0,3,0,4,4,1,5,2,6,5,2,4,1762,1,1,"London : printed for W. Bristow, the West-End of St. Paul's Cathedral, and C. Ethrington, at York, 1762.",London,358,male,1688,1732,FALSE,"and Salt, and when your Pan boils , put in some Salt and the Beans. When they are tender they are enough: They will be soon done. Take care they don't lose their fine green. Lay them in a Plate, and have Butter in a Cup. CHEESE curd PUDDING. TA"
