PassageID,Title,Author,Total termFreq,termFreq(afterward),termFreq(appear),termFreq(arch),termFreq(art),termFreq(author),termFreq(bilhop),termFreq(bishop),termFreq(book),termFreq(born),termFreq(build),termFreq(built),termFreq(cafe),termFreq(chancellor),termFreq(chapel),termFreq(charg),termFreq(church),termFreq(clergi),termFreq(colleg),termFreq(common),termFreq(court),termFreq(dean),termFreq(death),termFreq(degre),termFreq(divin),termFreq(earl),termFreq(fellow),termFreq(follow),termFreq(gave),termFreq(god),termFreq(grant),termFreq(hall),termFreq(head),termFreq(honour),termFreq(hous),termFreq(king),termFreq(land),termFreq(late),termFreq(law),termFreq(learn),termFreq(left),termFreq(littl),termFreq(live),termFreq(london),termFreq(master),termFreq(near),termFreq(north),termFreq(number),termFreq(order),termFreq(oxford),termFreq(person),termFreq(power),termFreq(present),termFreq(queen),termFreq(school),termFreq(sever),termFreq(societi),termFreq(statut),termFreq(univers),termFreq(valu),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1782200202_000072,"A tour thro' the whole island of Great Britain. Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; viz. I. A description of the principal cities and towns, ... By a gentleman. The fifth edition. With very great additions, improvements, and corrections; which bring it down to the year 1753. In four volumes. With a copious index to each volume. ...",Daniel Defoe,96,3,0,0,0,0,0,6,1,0,5,1,1,3,4,0,2,0,20,1,1,0,1,0,0,1,7,0,2,0,0,1,0,1,1,6,0,3,0,0,1,0,0,0,1,2,3,2,0,2,0,0,1,6,1,0,2,2,1,1,0,1753,2,4,"London : printed for S. Birt, T. Osborne, D. Browne, T. and T. Longman, C. Hitch and L. Hawes, [and 4 others in London], 1753.",London,438,male,1660,1731,TRUE,"Hail and Chapel . In a Niche before the said .Quadrangle is a Statue of the late Queen  Anne; and in a Niche on the Inside of the new Q iadrangle, since built , is that of Dr. Radclffe; but not extraordinary either of them. The Additions to this"
1003200104_000256,"Magna Britannia antiqua & nova: or, a new, exact, and comprehensive survey of the ancient and present state of Great-Britain. Consisting of I. A Compleat and Accurate Description of the Cities, Boroughs, Towns and Parishes in the Kingdom. II. Their Antiquities. Their Ecclesiastical, Civil, Natural, and Literary History; with a View of the Manners, Policy and Customs of the Inhabitants. III. A Copious Account of the Foundations, Endowments, Original State, and present Condition of the Cathedrals, Monasteries, Churches, Palaces, and other publick Structures. IV. Compleat Lists of most of the Church Livings in England, and in what Hundred or Deanary they lye: Their Value in the King's Books, and real Income; also an Account of many of their Present Patrons and Incumbents. V. A full History and Description of all the Noblemen and Gentlemen's Seats and their Present Possessors, with Pedigrees of their Families, Ancient and Modern, according to the best Accounts. Likewise Memoirs of the Lives and Actions of such eminent Persons as have particularly signalized themselves by their Conduct or Writings. The whole being more Comprehensive and Instructive than Camden, or any Other Author on this Subject. And Illustrated not only with General Mapps, but also particular ones of each County, and other Plates curiously Engraved, representing the Roman, Saxon and Danish Antiquities found in this Island: As likewise Tables shewing at Sight the Distances of Market Towns and other remarkable Places not only from one another but also from London. With many other Particulars that are curious and worthy Notice. Collected and compiled from the antiquities and histories at large of each county. With many Accounts accurately taken on the Spot, and communicated by several judicious hands. ...","Cox, Thomas",101,0,0,0,1,0,0,2,2,0,6,3,0,0,2,1,2,0,13,2,1,0,1,0,3,0,9,0,3,1,0,7,0,3,1,7,2,1,1,1,1,0,1,0,0,1,1,5,1,1,0,1,1,0,1,1,4,2,3,2,0,1738,4,6,"London : printed for and sold by Cæsar Ward and Richard Chandler, booksellers, at the Ship without Temple Bar, and at their shops in Coney Street, York, and at Scarborough Spaw, MDCCXXXVIII. [1738].",London,936,male,,,FALSE,"Advance of University Learning . In Prosecution of this his Design, he empowered his Friends to purchase fcvearal Tenements, which being 1 _ II II ing done, he laid the Foundation of this College , Feb. 10, 1437, and the next Year procured the Charter of Incorporation, wherein he fettled"
0312600801_000108,"The antient and present state of the University of Oxford. Containing I. An account of its antiquity, past Government, and Sufferings from the Danes, and other People, both Foreign and Domestick. II. An account of its colleges, Halls, and Publick Buildings; of their Founders and especial Benefactors; the Laws, Statutes, and Privileges relating thereunto in general; and of their Visitors and their Power, &c. III. An account of the laws, Statutes and Privileges of the University, and such of the Laws of the Realm which do any wise concern the same; together with an Abstract of several Royal Grants and Charters given to the said University, and the Sense and Opinion of the Lawyers thereupon. To which is added the Method of Proceeding in the Chancellor's Court. With an appendix and index to the whole. By John Ayliffe, L. L. D. and Fellow of New-College in Oxford.",John Ayliffe,74,1,0,0,0,0,0,4,3,1,2,2,0,2,1,1,1,0,13,2,0,1,0,2,2,0,5,0,3,0,1,2,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,2,1,5,0,1,1,0,2,0,2,1,1,1,0,1714,1,2,"London : printed for E. Curll, at the Dial and Bible against St. Dunstan's Church in Fleetstreet, 1714.",London,551,male,1670,1732,FALSE,"beides a Study of Books of great Va. lue, at the Time of his Decease, by Will bequeath: d hereunto the Sum of i oooo 1 for the Building of a stately Library for the Use of the Society , and furniihing the same with Books , And laeily, Gem,"
0599700100_000015,"The present state of the universities and of the five adjacent counties, of Cambridge, Huntington, Bedford, Buckingham and Oxford. By Mr. Salmon, Author of Modern History. I. A Description of the County and City of Oxford, and of the Seats of the Nobility and Gentry. II. A Description of the Colleges, and other Publick Buildings in Oxford. III. An Abstract of the History of that University continued down to the present Times. IV. An Account of the Magistrates and Officers in the University, and the Method of obtaining Degrees. V. An Abstract of the Royal Grants, Charters and Acts of Parliament made in Favour of the University. VI. Remarks on University Education, and a College Life, with the Expences attending it.",Thomas Salmon,94,2,2,0,0,0,0,2,1,1,6,4,1,3,8,0,1,0,16,1,5,0,1,1,2,0,5,0,2,0,1,5,0,0,2,3,2,1,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,2,1,1,2,1,0,1744,1,1,"London : printed for the sole benefit of the author, and sold by J. Roberts in Warwick-Lane, 1744.",London,479,male,1679,1767,FALSE,"at his own Expense; and lately Dr. Ratclif with whose Benefaction the m~fer's Lodge, making one Side of the Eastern Quadrangle, was built : The same Gentleman also fettled 600 i. per Aninum on two travelling Fellowships; and has indeed been the most bountiful Beneflaor to the University in general,"
1083400300_000015,"The present state of the universities and of the five adjacent counties, of Cambridge, Huntington, Bedford, Buckingham and Oxford. By Mr. Salmon, Author of Modern History. Numb.I. for the Month of July. Being the First Number of the First Volume, which treats of the county and University of Oxford.",Thomas Salmon,91,2,1,0,0,0,0,2,2,1,6,3,1,3,8,0,2,0,14,1,5,0,0,1,2,0,5,0,2,0,1,5,0,0,2,3,2,1,2,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,2,2,1,1,1,1,0,1743,1,1,"London : printed for the sole benefit of the author, and sold by J. Roberts in Warwick-Lane, [1743].",London,164,male,1679,1767,FALSE,"Students of all Sorts: The Visitors are thevice chancellor , Doctors in Divinity , and the two Prodors. 1m Souls The College of All Souls is situated in the col!cge. High street, West of oyeen's, and consists chiefly of three Courts ; I. The old Court , having the High"
1097401500_000028,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges ; the Gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a Plan and other Copper-Plates. To which are added correct descriptions of the Buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, and all other Curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough. The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And other considerable Houses in the Neighbourhood.",,98,1,0,0,0,0,0,1,0,0,4,3,0,2,2,1,5,0,18,3,1,2,0,0,0,1,5,1,4,0,2,4,0,0,0,7,2,1,0,0,1,1,0,0,1,1,4,1,2,0,0,0,1,2,5,5,1,0,2,1,0,1765,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1765.",Oxford,147,unknown,,,FALSE,"having the Hall on the North Side of it, and the College Kitchen ( built by the Cardinal) on the East. On the North Side likewise, under Part of the Hall , is the Common Room, which is very noble and spacious, in which is a superb Marble Chimney-piece, and"
1339700300_000028,"The new Oxford guide: or, Companion through the University. Exhibiting every particular worthy the observation of the curious in each of the public buildings, colleges, halls, &c. To which is added, a tour to Blenheim, Ditchley, Heythrop, Nuneham, and Stow, the seats of His Grace the Duke of Marlborough, the Late Earl of Litchfield, the Right Hon. the Earl of Shrewsbury, the Right Hon. Earl Harcourt, and the Right Hon. the Marquis of Buckingham. Containing, an accurate description of their tapestry, paintings, sculptures, temples, gardens, and other curiosities. By a Gentleman of Oxford. The seventh edition, corrected and enlarged. Embellished with a new paln of Oxford, and other elegant engravings.",William Hawkins,102,1,2,0,0,0,0,2,0,0,1,2,0,3,8,0,4,0,17,1,1,0,0,1,0,1,2,0,1,0,1,12,0,0,3,1,1,3,1,2,1,1,2,1,4,1,0,1,2,4,0,0,4,3,1,1,3,0,2,0,0,1785,1,1,"Oxford : Printed for J. Fletcher in the Turl; W. Jackson, in the High-Street; E. Newbery, the corner of St. Paul's Church Yard; and J. Bew, in Paternoster-Row, London, 1785.",Oxford,173,male,1722,1801,FALSE,"many independent members. The whole number about i80. Visitor. The KING . PE MBROK~E pembrokie COLLE GE. TCO this College we pass in a direa line from the grand Sgate of Christ Church . At our entrance the Master's Lodgings, on the ritht, make a handfa~me appearance , which are"
1562000300_000018,"A compleat history of Cambridgeshire. Containing, 1. The geographical description of the county in alphabetical order. 2. The ecclesiastical history. 3. The civil history. 4. The natural history. 5. The literary history. 6. The antiquities. 7. A map of the county. 8. A table of the names of all the towns and villages, &c. With the value of the livings, the patrons, incumbents, and gentlemens seats: also a scheme of all the Market-Towns, &c. Their distance from London, and from one another, &c. With a map of the great level of the fens.","Cox, Thomas",83,1,0,1,0,0,0,4,4,0,4,4,1,5,2,3,4,0,8,0,1,0,1,0,0,2,5,0,3,1,1,0,0,0,1,2,2,1,2,2,1,0,0,1,2,0,1,1,0,1,0,0,1,0,4,1,0,0,5,0,0,1730,1,1,"In the Savoy : Printed by E. and R. Nutt; and sold by T. Cox, at the Lamb under the Royal Exchange, Cornhill, M.DCC.XXX. [1730].",London,49,male,,,FALSE,"had formerly been Master of it, and others., 6 sidney.sufe~x College was built at the Expense, though' after the Death of the Lady Frances Sidnry, Daughter of Sir William, Sister of Sir Henry, (Lord Deputy of Ire. land ) and Aunt of Sir Philip Sidney, but reliq of Though. Ratcliffe"
0623900600_000025,"The new Oxford guide: or, companion through the University. Exhibiting every particular worthy the observation of the curious in each of the public buildings, colleges, halls, &c. To which is added, a tour to Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Hon. the Earl of Litchfield, And the Right Hon. the Earl Temple. Containing, An accurate Description of their Tapestry, Paintings, Sculptures, Temples, Gardens, and other Curiosities. By a gentleman of Oxford. Th fourth edition, corrected and enlarged. Embellished with a new plan of Oxford, and other elegant engravings.",William Hawkins,104,1,2,0,0,0,0,3,0,0,1,2,0,2,8,0,5,0,18,1,1,1,0,1,0,1,2,0,2,0,1,16,0,0,5,0,1,0,1,3,1,1,2,1,0,1,0,1,2,3,0,0,2,3,1,3,3,0,2,0,0,1765,1,1,"Oxford : printed for J. Fletcher in the Turl; S. Parker in the High-Street; and J. Fletcher in St. Paul's Church Yard, London, [1765?].",Oxford,147,male,1722,1801,FALSE,"legacy of 2o, ooo 1 and upwards, for the support of several new and useful intfitutions in the College , which will hortly be completed. This College , or Church , confirs of one Dean , eight Canons, eight Chaplains, eight Singing men, one Organiif, eight Choristers, one hundred and"
0294500502_000080,"A tour thro' the whole island of Great Britain. Divided into circuits or journies. Containing, I. A description of the principal cities and Towns, their Situation, Government, and Commerce. II. The Customs, Manners, Exercises, Diversions, and Employments of the People. III. The Nature and Virtue of the many Medicinal Springs with which both Parts of the united Kingdom abound; particularly those of Bath, Tunbridge, Bristol, Cheltenham, Moffat, &c. IV. An ample Description of London, including Westminster and Southwark, their Bridges, Squares, Hospitals, Churches, Palaces, Markets, Schools, Libraries, Shipping in the Thames, and Trade, by means of that noble River, &c. V. The Produce and Improvement of the Lands, the Trade and Manufactures. VI. The Sea Ports and Fortifications, the Course of Rivers, and the Inland Navigation. Vii. The Public Edifices, Seats, and Palaces of the Nobility and Gentry. Viii. The Isles of Wight, Scilly, Portland, Jersey, Guernsey, and the other English and Scotish Isles of most Note. Interspersed with Useful Observations. Particularly fitted for the Perusal of such as desire to Travel over the Island. By a gentleman. In Four Volumes. With an Index to each Volume. ...",Daniel Defoe,88,1,1,0,0,0,0,3,3,0,5,5,1,1,2,2,1,0,14,0,0,0,2,0,0,2,3,2,1,0,1,8,0,0,2,2,0,1,0,0,4,0,1,1,1,1,1,0,1,2,1,1,2,1,2,1,1,0,4,0,0,1761,2,4,"London : printed for D. Browne, T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Buckland, J. Rivington, S. Crowder and Co. W. Johnston, T. Longman, T. Lowdes, B. Law and Co. T. Caslon, and G. Kearsly, M.DCC.LXI. [1761]-62.",London,451,male,1660,1731,TRUE,"its Name from Robert St. Alban, M 5 once once Proprietor of the Place. It became academical about the Year 1230 There was lately no more than one Member, besides the Principal, in this House . The Front makes but a tolerable Appearance ; but the Inside falls short even"
1782300204_000025,"A tour thro' the whole island of Great Britain. Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; viz. I. A description of the principal cities and towns, ... By a gentleman. The fifth edition. With very great additions, improvements, and corrections; which bring it down to the year 1753. In four volumes. With a copious index to each volume. ...",Daniel Defoe,75,0,0,0,1,0,0,0,5,0,3,2,0,2,1,0,2,0,4,3,1,1,0,0,3,1,0,0,0,0,1,2,2,0,2,3,0,2,1,1,2,2,1,1,2,4,0,1,2,1,3,0,1,2,1,3,1,1,3,1,0,1753,4,4,"London : printed for S. Birt, T. Osborne, D. Browne, T. and T. Longman, C. Hitch and L. Hawes, [and 4 others in London], 1753.",London,395,male,1660,1731,TRUE,"King James VI upon a Petition from the City to grant them a Charter with the Privilege of an'univerfty; butrthe Foundation was not perteded till 582, The Persons effablifhed by the Foundation were, a Principal or Primate, a Proreflor of Divinity , Four Regents or Masters of Philosophy, and a"
0456700300_000019,The history and antiquities of the University of Cambridge. In two parts.,"Parker, Richard",87,1,0,0,3,0,0,1,1,2,2,1,0,5,1,0,1,1,9,1,0,1,0,0,10,2,6,0,3,0,2,2,1,2,0,3,0,0,1,2,1,2,1,1,4,1,0,1,0,0,0,0,2,4,1,0,1,0,3,0,1,1721,1,1,"London : printed by T. W. for J. Bateman, at the Hat and Star, J. Nicks, at the Dolphin and Crown, in St. Paul's Church-Yard; and W. Boreham, at the Angel in Pater-Noster-Row, 1721.",London,284,male,1572,1629,FALSE,"Fellows and Scholars was long left at Pica sure, according to the yearly Income of the College , and consequently uncertain, the number of Students wonderfully increased through the Generosity of other benefa&ors : For Elizabeth aoubi a', Duchess of noifolk, eldest Sister and Cohcir of Thomas fptz alan, last"
