PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accept),termFreq(accord),termFreq(altar),termFreq(anoint),termFreq(aton),termFreq(blood),termFreq(bread),termFreq(bring),termFreq(brought),termFreq(bullock),termFreq(burn),termFreq(burnt),termFreq(children),termFreq(clean),termFreq(command),termFreq(congreg),termFreq(continu),termFreq(door),termFreq(drink),termFreq(eat),termFreq(fat),termFreq(father),termFreq(favour),termFreq(fine),termFreq(flour),termFreq(foul),termFreq(goat),termFreq(god),termFreq(hall),termFreq(halt),termFreq(hand),termFreq(head),termFreq(holi),termFreq(israel),termFreq(kid),termFreq(kill),termFreq(lamb),termFreq(law),termFreq(levit),termFreq(meat),termFreq(month),termFreq(mose),termFreq(offer),termFreq(oil),termFreq(peac),termFreq(peopl),termFreq(priest),termFreq(princ),termFreq(ram),termFreq(sacrific),termFreq(servic),termFreq(spake),termFreq(tabernacl),termFreq(tenth),termFreq(unclean),termFreq(vow),termFreq(water),termFreq(work),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0060200200_000131,"The holy Bible, containing the Old and New Testaments; Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,155,3,0,0,2,2,1,0,0,2,0,7,0,5,7,1,1,2,0,0,0,0,0,0,0,4,4,0,8,0,0,3,2,1,0,5,4,0,6,0,7,5,0,5,30,4,4,0,0,4,7,4,2,3,2,1,0,0,1,1,5,1768,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, Cambridge, 1768.",Cambridge,1294,unknown,,,FALSE,"of Abidan the son of Gideoni. 66 t On the tenth day Ahiezer the son of Ammihfaddai, prince of the children of Dan, offered , Bfore 67 His offering was one silver charger, CHRIST the weight whereof was an hundred and 4j thirty Jhekels, one silver bowl of seventy ihekels"
1148500100_000164,"The complete family Bible; containing the Holy Scriptures of the Old and New Testament at large; together with the Apocypha : with a Complete Illustration of all the Difficult Passages; wherein all the Objections of Infidels are Obviated, the Obscure Passages Elucidated, and Every Seeming Difficulty Explained. Together with notes Historical and Critical: By the Rev. Samuel Newton, D. D. Rector of Clifton, &c.","Newton, Samuel, Rev.",132,4,0,1,2,1,1,0,0,2,0,6,0,4,6,1,1,2,0,0,0,0,0,0,0,1,2,0,6,1,3,3,3,1,0,5,3,0,5,1,9,3,1,5,22,2,3,0,0,2,4,2,3,2,3,0,0,0,1,2,3,1771,1,1,"London : printed for the author, by Brewman and Co. at No. 34, Wyon Street; And sold by T. Evans, at No. 54, Paternoster Row; C. Etherington, at York; Messrs. Fletcher and Hodson, Cambridge; Messrs. Berry, at Norwich; W. Gant, at Bristol, and all other Booksellers, [1771].",London,725,unknown,,,FALSE,"the' first year, fr a burnt offering : 76 One kid of the goats for a sin offering : 77 And for a sacrifice of peace offerings , two oxen, five sans, five he goats , five lambs of the first year. This was the offering of Pagie: the son"
0071000200_000124,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be Read in Churches.",,149,8,0,2,2,2,3,0,0,2,0,6,0,1,15,1,2,3,0,0,0,0,0,0,0,2,2,0,4,0,3,5,1,1,1,10,2,0,4,0,17,3,0,5,18,2,2,0,0,1,4,2,3,1,3,0,0,0,1,2,3,1763,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXIII. [1763].",London,841,unknown,,,FALSE,"of the fantuary, both of them full of fine flour mingled with oil , for a' meat offering : f8 One golden spoon of ten fiekls, full of incense: 81; One young bullock , one ram , one lamb of the ffrt year, for a burnt offering : 82' One"
1162300200_000125,"The Holy Bible, containing the Old and New Testaments: ...",,157,5,0,1,2,2,1,0,0,2,0,7,0,4,10,1,1,3,0,0,0,0,0,0,0,3,3,0,6,1,2,2,2,1,0,10,3,0,6,0,14,4,0,4,26,3,3,0,0,2,6,2,3,3,2,0,0,0,1,2,4,1795,1,1,"Oxford : printed at the Clarendon Press, by William Jackson and WIlliam Dawson: and sold at the Oxford Bible Warehouse, London, 1795.",Oxford,1086,unknown,,,FALSE,"the fant&uary; both of them fdll of fine flour mingled with oil for a meat offering : 74 One golden spoon of tenjhekels, full of incense: 75 One young bullock , one ram , one lamb of the first year, for a burnt offering : 76 One kid of the"
0075100200_000111,"The holy Bible, containing The Old Testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,130,1,0,3,4,3,1,0,1,2,2,1,0,3,4,0,0,3,0,2,0,0,0,1,0,2,2,0,3,1,3,0,3,6,2,2,1,0,6,1,2,1,0,4,24,2,3,0,5,7,4,1,4,1,4,0,1,2,0,0,2,1767,1,1,"Oxford : printed by T. Wright, and W. Gill, Printers to the University: and sold by J. Newbery, in St. Paul's Church Yard; R. Baldwin, S. Crowder, and J. Coote, in Pater-Noster Row, London; and by W. Jackson, in Oxford, 1767.",Oxford,1008,unknown,,,FALSE,"the lhoulderof the ram , and one unleavened - LORD, he shall be holy : and halllet the cake outof thebafket, and one unleaven locks of the hair of hjis head grow. ed wafer; and hall put them upon the 6 All the days that he feparateth him hands of"
1529700100_000123,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues: and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,150,1,0,2,1,3,1,0,3,3,3,3,0,6,2,0,0,4,0,3,1,0,0,2,0,2,3,0,6,1,1,0,1,7,1,0,3,0,9,1,2,4,0,1,27,3,5,0,3,5,8,5,4,1,5,0,0,0,0,0,4,1752,1,1,"Oxford : Printed by Thomas Baskett, printer to the University, MDCCLII. [1752].",Oxford,1298,unknown,,,FALSE,"day that ml~o t fes had fully' * f up the tabernacle , and * Eod had anointed it, and sanctified it, and all the 7.ev.s·i. infiruments thereof, both the altar and all the veifels thereof, and had anointed them, and fan~tif ied them; 2 That b the princes of"
0071300200_000114,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,122,2,0,4,4,1,1,0,1,2,2,2,0,1,0,0,0,3,0,2,1,0,0,1,0,2,2,0,2,1,4,0,2,5,2,1,1,0,3,3,2,2,0,3,22,2,3,0,5,6,3,1,5,2,4,0,1,3,0,0,3,1765,1,1,"Cambridge : printed by Joseph Bentham Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, [1765].",Cambridge,1014,unknown,,,FALSE,"of his fdf unto the LORD, he shall come at no separation is shaven. : :  dead body.    20 And the priest Shall wave them for 7 He inall not make himself unclean a wave oftering before the LORD. this for his father , : or:"
1533100100_000108,"The Holy Bible, containing the Old and New Testaments, Newly translated out of the original tongues: and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,145,3,0,1,1,2,2,0,0,2,0,6,0,3,15,1,0,3,0,0,0,0,0,0,0,3,3,0,4,0,6,6,2,1,0,12,3,0,6,0,13,2,0,1,9,3,3,0,0,2,7,4,3,2,4,0,0,0,1,2,4,1737,1,1,"Oxford : Printed by John Baskett, printer to the University, MDCCXXXVII. [1737].",Oxford,1021,unknown,,,FALSE,"for a sacrifice of peace or. ings, two oxen, five rams , five he gontr five lambs of the fitft year. This Ta the offering of Ahiezer the faon of Am. milhaddni. 7z fl On the eleventh day Pagiel th son of Ocran, prince of the childrenod amier,, fred. 7"
1229200201_000151,"The holy Bible, containing the Old and New Testaments: Translated out of The Original Tongues: And with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",Benjamin Blayney,155,2,0,4,5,4,0,0,3,0,2,1,0,2,2,0,0,3,0,2,3,0,0,1,0,2,2,0,1,1,9,1,3,3,1,1,1,0,3,2,3,3,0,6,33,3,5,1,6,9,3,2,5,2,6,0,0,3,0,0,1,1769,1,4,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by R. Baldwin, and S. Crowder, in Paternoster Row, London; and by W. Jackson, in Oxford, 1769.",Oxford,391,male,1728,1801,FALSE,"the door of the tabernacle of the congregation : 14 And he ( hall offer his offering unto the LORD, one he lamb of the firpt year without blemish for a burnt offering , and one ewe lamb of the first year without klev.4.a, blemish k for a sin offering"
1271300700_000124,"The New Testament of our Lord and Saviour Jesus Christ, ...",,154,2,0,4,5,3,0,0,0,0,2,3,0,3,4,0,0,1,0,0,1,0,0,1,0,4,4,0,6,1,3,0,2,1,1,3,3,0,6,2,2,4,0,2,35,4,3,1,2,10,6,3,5,2,4,0,0,3,0,0,3,1773,1,1,"Oxford : printed by T. Wright and W. Gill: sold by S. Crowder, London ; and W. Jackson, in Oxford, 1773.",Oxford,1187,unknown,,,FALSE,"hair of his separation is (haven. 20 And the priest ( hall wave them C for a C Exod t9. wave offering before the LORD; this is holy 27, : S. for the priest , with the wave breaft, and heave shoulder: and after that, the Nazarite may drink wine."
0071300200_000116,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,166,5,0,0,1,2,0,0,0,2,0,7,0,3,10,1,1,4,0,0,0,0,0,0,0,3,3,0,8,0,5,6,2,1,0,10,4,0,6,0,11,4,0,2,28,3,4,0,0,3,8,4,3,2,4,0,0,0,1,1,4,1765,1,1,"Cambridge : printed by Joseph Bentham Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, [1765].",Cambridge,1014,unknown,,,FALSE,"of the fanuary, both of 75 One young bullock , ohe ram , one them full of fine flour mingled with oil , lambofthe firftyear, forahumt offering : for a meat offering : 76 One kid of the goats for a sin offer 56 One golden spoon of ten Skels"
0061200200_000122,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,134,2,0,4,2,2,1,0,0,2,3,1,0,3,2,0,0,1,0,2,1,2,0,1,0,1,1,0,2,1,17,0,3,7,3,3,1,0,5,3,2,1,0,2,19,1,4,0,5,4,4,2,3,2,2,0,1,4,0,0,2,1738,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXVIII. [1738].",Oxford,1132,unknown,,,FALSE,"under the sacrifice of the peace offer any liquor of grapes, nor eat moist grapes or ings. dried. 19 And the priest ( hall take the sodden ( Or. 4 All the days of his [ separation ( hall he eat s(oulder of the ram , and one unleavened cake"
0073800100_000111,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,139,5,0,2,1,2,1,0,0,2,0,5,0,3,9,1,0,3,0,0,0,0,0,0,0,2,2,0,4,0,6,7,2,1,0,11,2,0,4,0,13,3,0,5,18,2,1,0,0,1,4,2,4,3,1,0,1,0,1,2,3,1750,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.L. [1750].",London,1207,unknown,,,FALSE,"silver charger, 4 And this work of the candlestick the weight whereof was an hundred and was of beaten gold, unto the (haft there thirty jbekel, one silver bowl of seventy of, unto the flowers thereof was beat fiekels after the (hekel of the sanctuary, en work : according unto"
0064700900_000155,"The complete family Bible; or, the Christian's treasury: containing the sacred text of the Old and New Testament; with the Apocrypha, at large. Illustrated with notes and Annotations, Theological, Chronological, Geographical, Critical, and Explanatory: Obviating the Objections of Infidels, explaining the Contradictions, and elucidating obscure Passages. To which are added, a Critical and Geographical Index; An Account of all the English Translations of the Holy Bible; And a Reconciliation of Sacred Chronology with the Records of the Heathens. By the Rev. Thomas Sisson, Vicar of Ifield, in Sussex; and Master of the Academy at Riegate, in Surry.","Sisson, Thomas",148,2,0,4,4,4,0,0,3,1,2,1,0,3,2,0,0,2,0,1,3,0,0,1,0,2,2,0,2,1,6,1,3,3,1,3,1,0,4,2,1,3,0,2,34,3,4,0,6,9,5,3,5,2,3,0,0,3,0,0,1,1785,1,1,"London : printed for W. Richardson, under the Royal-Exchange; and J. Fielding, in Pater-Noster-Row, M.DCC.LXXXV. [1785].",London,865,male,1751,1837,FALSE,"offer his offering unto the LORD, one he lamb of the firpt year without blemish, for a burnt offering , and one ewe lamb of the first year without blemish for a sin offering , and one ram without blemifl for peace offerings , 15 And a baketof unleavened bread"
0070300500_000126,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,149,6,0,2,3,2,2,0,0,2,1,6,0,3,14,1,1,5,0,0,0,0,0,0,0,2,2,0,4,0,4,7,2,1,0,12,2,0,4,0,13,3,0,1,21,2,2,1,0,2,4,2,3,1,3,0,0,0,0,0,3,1752,1,1,"Dublin : printed by and for George Grierson, Printer to the King's Most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street, MDCCLII. [1752].",Dublin,1036,unknown,,,FALSE,"a young bullock with his, J,, r, 78 ¶ On the twelfth day Ahira the son of Enan, meat offering , even fine flour mingled with oil , andp.jc prince of the children of Naphtali, offer another young bullock ( halt thou take for a sin ""rec. 79 His offering"
1235800300_000116,"The holy Bible, containing the Old and New Testaments; Translated Out Of The Original Tongues; And With The Former Translations Diligently Compared And Revised BY His Majesty's Special Command. Appointed To BE Read In Churches.",,145,6,0,2,2,2,2,0,0,2,0,3,0,3,14,1,2,5,0,0,0,0,0,0,0,1,1,0,5,0,1,2,2,1,0,13,3,0,4,0,12,3,0,4,19,2,2,0,0,2,6,3,3,1,4,0,0,0,1,2,4,1800,1,1,"Cambridge : printed by John Burges Printer To The University; and sold by C. Dilly, F. &. C. Rivington, and J. White, in London; and J. & J. Merrill, in Cambridge. MDCCC. Cum Privilegio, [1800].",Cambridge,1016,unknown,,,FALSE,"for a meat offering : * 4 One golden iljoon of tcn fie. s, full of incense: 75 One young hullocr, one ram , one lamb of he sirs year, for a hirnt offering : 76 One kid of the goas for a sin ofir ing: 77 And for a"
1682500200_000130,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,153,3,0,1,2,2,0,0,0,2,0,9,0,5,6,1,1,2,0,0,0,0,0,0,0,4,4,0,9,0,1,2,2,1,0,2,5,0,10,0,6,5,0,4,26,4,5,0,0,4,10,3,1,2,1,1,0,0,0,2,5,1712,1,1,"Edinburgh : Printed by the heirs and successors of Andrew Anderson, printers to the Queen's Most Excellent Majesty, MDCCXII. [1712].",Edinburgh,916,unknown,,,FALSE,"bullock , one ram , one lamb of the first year, for a burnt oftcrillg : 64 One kid of the coats for a sin offering : 65 And for a sacrifice of peace offerings , two oxen, five rams , five he goats , five lambs of the first"
0066200200_000122,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,149,3,0,1,2,2,0,0,0,2,0,8,0,4,7,1,1,2,0,0,0,0,0,0,0,5,4,0,8,0,2,4,2,1,0,4,4,0,9,0,6,6,0,2,25,5,4,0,0,4,8,1,1,1,1,1,0,0,1,2,5,1736,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXVI. [1736].",Oxford,836,unknown,,,FALSE,"lambs of the hundred and thirty l'ekels, one silver bowl of first year. This vwas the offering of Pagiel the seventy lhekels after he shekel of the faniruary, son of Ocran. both of them full of fine flour mingled with oil , 78 5 On the twelfth day Ahira the"
0065600500_000130,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently compared and revised. By His Majesty's special Command appointed to be read in Churches.",,151,9,0,1,2,2,3,0,0,2,0,5,0,3,15,1,2,5,0,0,0,0,0,0,0,1,1,0,4,0,1,5,2,1,0,13,2,0,3,0,18,2,0,5,18,1,2,0,0,1,4,1,4,3,4,0,0,0,1,2,2,1765,1,1,"Oxford : printed by Mark Baskett Printer to the University, [1765].",Oxford,1086,unknown,,,FALSE,"ram , one la: ib of the i.i'lt cear, for a burnt oftering: ; : O; e kid of the goats forafin offering ; Sj Andi ir a iacrifice of peace offerings , two oxen, five rams , five he goats , five lambs of the first year. This was"
0059800200_000131,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, And with the Former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,140,2,0,4,5,3,0,0,1,0,2,1,0,3,3,0,0,2,0,1,2,0,0,1,0,2,1,0,3,0,5,1,3,3,1,3,1,0,4,2,2,3,0,2,32,2,5,0,4,7,5,4,5,1,5,0,0,2,0,0,2,1723,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd, 1723.",London,1081,unknown,,,FALSE,"before the LORD, and ( hall offer his sin offering , and his burnt offering . 17 And he shall offer the ramfor a sacrifice , f peace offerings unto the lord, with the basket of unleavened bread : the priest Shall offer also hils meat offering , and his"
0065500100_000127,"The holy Bible containing the Old Testament and the New: newly translated out of the original toungues, and with the former translations diligently compared & revised. By his Mate. special com[m]and Appointed to be read in churches.",,136,7,0,2,2,2,3,0,0,2,0,6,0,3,15,0,1,3,0,0,0,0,0,0,0,1,1,0,4,0,3,2,1,1,0,9,2,0,4,0,14,1,1,4,18,2,2,0,0,1,4,2,3,2,3,0,1,0,1,0,3,1712,1,1,"Oxford : printed by the University-Printers, MDCCXII. [1712].",Oxford,951,unknown,,,FALSE,"cleanle them. ds,, one silver bowl ot seventy shekels after the 7 And thus lialtthou dounto them, to cleanse flekel of the pan&uary, both of them full of fine them: Sprinkle e water of purifying upon them, Chai., flour mingled with oil , for a meat.offering: andtlet them Lhavealltheir flesh,"
1687900101_000110,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,156,2,0,4,1,1,1,0,2,3,3,0,0,3,2,0,0,4,0,3,7,2,0,2,0,1,1,0,0,2,18,1,3,9,3,4,0,0,2,3,2,2,0,2,23,2,3,0,7,3,3,2,4,2,6,0,1,6,0,0,1,1767,1,2,"Cambridge : Printed by John Archdeacon printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, 1767.",Cambridge,561,unknown,,,FALSE,"CHAP. V * I The lawi of the Nazarite, ta The form of blefing the peole. AN AND saying, 2 Speak unto the children of Israel , and say unto them, When either man or woman ( hall separate themfeives to vow a vow of a Nazarite, to (eparate them"
