PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(art),termFreq(azur),termFreq(beauti),termFreq(blaze),termFreq(blue),termFreq(bright),termFreq(carbuncl),termFreq(cave),termFreq(cavern),termFreq(cloud),termFreq(colour),termFreq(columnar),termFreq(crystal),termFreq(dark),termFreq(deep),termFreq(diamond),termFreq(earth),termFreq(emerald),termFreq(fine),termFreq(finest),termFreq(form),termFreq(garnet),termFreq(gem),termFreq(glass),termFreq(gold),termFreq(golden),termFreq(great),termFreq(green),termFreq(hard),termFreq(heaven),termFreq(hue),termFreq(hyacinth),termFreq(indi),termFreq(jasper),termFreq(jewel),termFreq(light),termFreq(lustr),termFreq(mine),termFreq(mountain),termFreq(necklac),termFreq(onyx),termFreq(opal),termFreq(pebbl),termFreq(pellucid),termFreq(polish),termFreq(preciou),termFreq(purpl),termFreq(rai),termFreq(red),termFreq(rubi),termFreq(sapphir),termFreq(silver),termFreq(size),termFreq(stone),termFreq(ting),termFreq(tint),termFreq(topaz),termFreq(transpar),termFreq(valu),termFreq(variou),termFreq(view),termFreq(wear),termFreq(white),termFreq(yellow),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0034500400_000050,"The philosophical grammar; being a view of the present state of experimented physiology, or natural philosophy. In four parts. Part I. Somatology, treateth of the universal Nature and Properties of Matter, or Substance, and the specifick Qualities of natural Bodies. Part II. Cosmology, exhibiteth a general View of the Universe, and its great constituent parts; the Sun, Moon, Planets, Comets, fix'd Stars, &c. Part III. Aerology, compriseth the Philosophy of the Atmosphere, shewing the wonderful Nature and Properties of the Air, Wind, Meteors, and other Phaenomena therein. Part IV. Geology, containeth a philosophical View of the terraqueous Globe, in all its Parts and Productions; as Minerals, Metals, Stones, &c. The Laws of Fluids; the Sea, its Tides, &c. Of Rivers, Springs, &c. Of Vegetation, and the Nature of Plants, Trees, &c. [illegible] the Parts of animal Bodies; and a Survey of the Nature of Beasts, Birds, Fishes, Insects, Reptiles, Shell-Animals, &c. The whole extracted from the Writings of the greatest Naturalists of the last and present Age, treated in the familiar Way of Dialogue, adapted purposely to the Capacities of the Youth of both Sexes; and adorned and illustrated with Variety of Copper-Plates, Maps, &c. Several of which are entirely new, and all easy to be understood. By Benj. Martin, [greek text].",Benjamin Martin,117,0,0,1,1,0,2,0,3,0,0,0,17,0,0,0,0,2,5,1,0,0,1,0,6,2,1,1,1,4,6,0,1,2,2,0,1,3,0,3,1,0,3,0,0,3,0,6,1,0,4,1,2,4,0,15,1,0,1,2,0,4,0,0,3,0,1735,1,1,"London : printed for J. Noon, at the White-Hart in Cheapside, near Mercers-Chapel, MDCCXXXV. [1735].",London,377,male,1705,1782,TRUE,"and Earth , ill digested together; it is much harder, less ducile, and more impure, than the foregoing Metals. Iron Ore is found in many Mines of Europe, in Form of a Stone , Stone , or Marcaflite. Steel is only Iron pu. rified, and indurated, or hardened. 6 in,"
0537701401_000014,"Miscellaneous selections: or the rudiments of useful knowledge, from the first authorities. Designed for Senior Scholars in Schools, and for Young Persons in General. Containing useful information on a variety of subjects not to be found in any book of general use, in schools: and yet by all persons, necessary to be known. Compiled by J. Guy, Master of the Literary and Commercial Seminary, Bristol: Author of an English Grammar-Epitome of Geography and Astronomy-Universal Chart of History, &c. ...","Guy, J. (John)",108,2,0,1,4,1,0,0,3,0,0,1,15,0,0,0,1,1,0,5,1,0,0,1,4,0,1,1,2,4,5,0,1,1,2,0,0,2,0,2,0,0,0,0,1,0,2,7,1,0,3,6,10,0,0,5,0,0,4,4,2,0,0,0,0,2,1796,1,2,"Bristol : printed for the author, by R. Edwards, and sold by all the booksellers in town and country, 1796.",Bristol,309,male,,,FALSE,"ones. Rubies may be so nearly counterfeited, that the Lapidaries themselves may be deceived. When a ruby exceeds twenty irats it is called a CARBUNCLE , the name of an imaginary stone , described by the ancients. They longfuppofed the carbuncle to be taken from the dragon's head, and we"
1158400100_000172,"A history of the materia medica. Containing descriptions of all the substances used in medicine; their Origin, their Characters when in Perfection, the Signs of their Decay, their Chymical Analysis, and an Account of their Virtues, and of the several Preparations from them now used in the Shops. By John Hill, M. D. Member of the Royal Academy of Sciences at Bourdeaux.",John Hill,104,1,0,0,5,0,0,0,0,0,0,0,6,1,6,1,0,2,1,16,3,1,2,1,9,1,2,0,0,6,5,0,1,0,1,0,4,0,1,4,1,0,0,1,1,2,0,0,0,0,0,4,2,0,0,8,1,0,1,0,2,0,0,0,1,0,1751,1,1,"London : printed for T. Longman, C.Hitch and L.Hawes, in Pater-Noster Row; A. Millar, opposite Catharine-Street in the Strand; and J. and J. Rivington, in St. Paul's Church-Yard, MDCCLI. [1751].",London,916,male,1714,1775,FALSE,"this green in all the. different Shades, from very dark to extremely pale, andjs probably ometimes entirely colourless; though then it is sure to be called the white Sapphire ; our Jewellers calling all colourless Stones superior to Crystal in Hardness and Lufire, by that Name. Emeralds are found in"
0611400200_000141,"The ancient and present state of the county of Kerry. Containing a natural, civil, ecclesiastical, historical and topographical description thereof. By Charles Smith, M. D. Author of the Natural and Civil Histories of the Counties of Cork and Waterford.","Smith, Charles",105,1,1,0,1,0,2,1,0,0,0,0,12,1,7,0,1,3,2,3,2,0,0,0,11,0,0,0,0,1,6,0,0,0,1,0,3,0,0,1,2,0,0,0,2,1,0,1,1,0,1,5,6,0,1,6,4,0,4,0,3,1,0,0,6,1,1774,1,1,"Dublin : printed: and sold in London by W. Cater, Holborn; J. Robson, New Bond-Street; T. Payne, Mews-Gate; D. Wilson and G. Nicol and T. Evans, Strand; S. Baker and G. Leigh, York-Street; L. Davis, Holborn; B. White, Fleet-Street; and G. Robinson, Pater-Noster-Row, M,DCC,LXXIV. [1774].",Dublin,438,male,1715,1762,FALSE,"soft ones that mineralifls call lowres, are often found in or near metallic veins, so finely tinged by mineral juices, that were it not for their ibfinefs, they might pass at least among most men, for Emeralds , Rubies , Sapphires , c. Boyle's origin of Gems . The mass"
0448800200_000079,"The philosophical grammar; being a view of the present state of experimented physiology, or, natural philosophy. In four parts. Part I. Somatology, treateth of the universal Nature and Properties of Matter, or Substance, and the specific Qualities of natural Bodies. Part II. Cosmology, exhibiteth a general View of the Universe, and its great constituent Parts; the Sun, Moon, Planets, Comets, fixed Stars, &c. Part III. Aerology, compriseth the Philosophy of the Atmosphere, shewing the wonderful Nature and Properties of the Air, Wind, Meteors, and other Phaenomena therein. Part IV. Geology, containeth a Philosophical View of the terraqueous Globe in all its Parts and Productions: As Minerals, Metals, Stones, &c. The Laws of Fluids; the Sea, its Tides, &c. Of Rivers, Springs, &c. Of Vegetation, and the Nature of Plants, Trees, &c. Of the Parts of animal Bodies; and a Survey of the Nature of Beasts, Birds, Fishes, Insects, Reptiles, Shell-Animals, &c. By Benj. Martin, [greek text].",Benjamin Martin,97,0,0,1,1,0,2,0,3,0,0,0,13,0,1,0,0,2,2,1,0,0,0,0,6,1,0,1,1,4,4,0,1,1,2,0,1,3,1,2,1,0,3,0,0,3,0,6,1,0,5,1,1,0,0,13,1,0,1,2,0,3,0,0,2,0,1778,1,1,"London : printed for J. Rivington and sons, G. Keith, T. Longman, B. Law, T. Caslon, T. Becket, J. Johnson, G. Robinson, T. Cadell, R. Baldwin, S. Hayes, and Fielding and Walker, MDCCLXXVIII. [1778].",London,404,male,1705,1782,TRUE,"is a very pellucid transparent Gem ; the moult pure is found in the Tops of Rocks and Mountains , and dug out of the Bowels of the Earth also; it is not coloured , is softer than other Gems , and therefore shineth not much; it confiftethof an aqueous"
0062900103_000108,"The young gentleman and lady's philosophy in a continued survey of the works of nature and art; by way of dialogue. Volume III. A Survey of the Principal Subjects of-the Animal, Vegetable, and Mineral Kingdoms. Illustrated by nineteen copper-plates. By Benjamin Martin.",Benjamin Martin,96,0,1,1,2,0,5,0,1,0,0,0,8,0,1,0,2,1,0,0,2,1,4,1,9,1,2,1,7,2,3,0,1,1,2,0,1,2,0,0,0,0,0,0,6,1,0,3,1,0,5,1,1,3,0,6,2,0,1,0,1,1,0,0,1,1,1782,3,3,"London : printed for W. Owen, No. 11. near Temple-Bar ; and the author, at his House in Fleet-Street, MDCCLXXXII. [1782].",London,430,male,1705,1782,TRUE,"its great Variety of Tinges , Zones, &c. the TOPAZ is always found in an oblong Pebble Form , and was called the Chrofjlite among the Ancients, for its Golden Colour , in which it excels all the other Gems ; but it has all Degrees of 2inges from very"
0138400600_000140,"The antient and present state of the county of Kerry. Being a natural, civil, ecclesiastical, historical, and topographical description thereof. Illustrated With Remarks made on the Baronies, Parishes, Towns, Villages, Seats, Mountains, Rivers, Harbours, Bays, Roads, Medicinal Waters, Fossils, Animals and Vegetables; with useful Notes and Observations, on the further Improvement of this part of Ireland. Embellished with a large map of the County from an actual Survey; a perspective view of the lake of Killarney, and other plates. Undertaken with the approbation of the Physico-Historical Society. By Charles Smith, Author of the Natural and Civil Histories of the Counties of Cork and Waterford.","Smith, Charles",103,1,1,0,1,0,1,1,0,0,0,0,12,1,6,0,0,2,1,4,1,0,0,0,13,0,0,0,0,0,9,0,0,1,1,0,3,0,0,2,0,0,0,0,2,1,0,1,1,0,1,7,5,0,1,6,4,0,4,0,3,1,0,0,4,1,1756,1,1,"Dublin : printed for the author: and sold by Messrs. Ewing, Faulkner, Wilson, and Exshaw, MDCCLVI. [1756].",Dublin,427,male,1715,1762,FALSE,"mines or veins of metal are to be met with; whence, by way of juices the gems may be presumed to have received tinctures. -- He had in his possession diverse amehyf/s, which he says, were taken out of grounds abounding with Iron and Tin. He adds, that in those"
0689000105_000093,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,89,0,1,0,2,0,1,2,0,0,0,0,11,0,2,0,0,4,1,3,2,0,0,2,12,1,0,0,3,3,9,0,0,0,0,2,1,0,2,0,0,0,3,0,0,3,2,1,1,0,1,2,3,0,0,3,1,0,1,4,0,0,0,0,0,0,1778,5,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,927,unknown,,,FALSE,"all precious stones ; of which there are two classes, the pellucid an(l femipellucid. the bodies composing the clas of pellucid gems'are bright , elegant, and beautiful fossils, naturally and efmentially Compotud, ever found in small detached masses, extiemely hard , pellucid , and of great lustre ; composed of"
0555300102_000985,"The new encyclopædia; or, modern universal dictionary of arts and sciences, on a new and improved plan. ... In three volumes. By William Henry Hall, Esquire. The third edition. Revised, corrected, and enlarged, with considerable additions, improvements and modern discoveries, by Thomas Augustus Lloyd, ... Illustrated with upwards of one hundred and fifty large superb copper-plates, ...","Hall, William Henry",95,1,0,0,3,0,2,2,0,0,0,0,14,0,0,0,0,5,4,3,1,0,2,2,13,1,0,0,2,3,2,0,0,0,0,2,0,0,1,0,0,0,3,1,0,2,2,1,1,0,1,3,2,0,0,1,0,0,2,4,3,5,0,0,0,1,1797,2,3,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1797?].",London,767,male,,,FALSE,"computing, for instance, how many gallons, quarts, pints, or the like, of any liquor, e. gr. ale, beer, wine. brandy, care contained therein. Gauging is a branch of Stereometry. For a copious account of the fundamental principles and methods of using the inofruments, and general practice of Gaugilg, see the"
1562800101_001184,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,100,0,0,1,0,0,3,1,0,0,0,0,10,0,2,1,0,7,8,3,3,0,0,3,9,3,0,0,0,3,4,0,0,0,0,4,0,6,0,0,0,0,3,1,0,0,2,0,1,3,2,3,3,0,0,1,0,0,0,6,1,1,0,1,1,0,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,FALSE,"hitherto mentioned confitute an opaque aggregate of distinct qualities such an one whole parts are not commoveable by the subtle motion of light but there is another species of earths , that come into a tenaciously cohering aggregate, and admit of an intense and inherent motion of their smallest constituent"
1665100107_000708,"Encyclopaedia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature on a plan entirely new. ...",,95,1,0,0,3,0,2,2,0,0,0,0,13,0,1,0,0,5,4,2,1,0,0,2,11,1,0,0,3,3,6,0,0,0,0,2,0,0,1,0,0,0,3,0,0,2,2,1,1,0,1,3,2,0,0,1,0,0,2,4,4,4,1,0,0,1,1790,7,20,"Dublin : printed by James Moore, 1790-98.",Dublin,846,unknown,,,FALSE,"was born in I 97 Though - he was not without.good views in the church, yet he became so enamoured with mathematical itudies, that on the death of his father, he became a student at Ox. ford, contented himself with his private patrimony. and devoted himself fqlely to them. On"
0166400100_000071,"A new method of chemistry; Including the Theory and Practice of that Art: Laid down on Mechanical Principles, and accommodated to the Uses of Life. The whole making A Clear and Rational System of Chemical Philosophy. To which is prefix'd A Critical History of Chemistry and Chemists, From the Origin of the Art to the present Time. Written by the very Learned H. Boerhaave, Professor of Chemistry, Botany, and Medicine in the University of Leyden, and Member of the Royal Academy of Sciences at Paris. Translated from the Printed Edition, Collated with the best Manuscript Copies. By P. Shaw, M.D. and E. Chambers, Gent. With additional Notes and Sculptures.",Herman Boerhaave,96,1,2,0,0,0,1,0,1,0,0,0,13,0,1,0,0,13,2,4,0,0,0,0,3,1,2,0,0,1,3,0,0,0,0,1,0,1,1,1,0,0,1,3,1,2,1,5,1,0,3,4,0,0,0,8,0,0,2,4,2,3,0,0,2,2,1727,1,1,"London : printed for J. Osborn and T. Longman, at the Ship in Pater-Noster-Row, M.DCC.XXVII. [1727].",London,764,male,1668,1738,FALSE,"friable, which is a property that even diamonds themselves are not without; notwithstanding what the ancients imagined of goats blood being necessary to make em so: and they are diftinguif'd from salts, in not diolving in water: as, from sulphurs, in notfuifig by fire. d.f 5 u.. - Stones are"
1688300100_000067,"Elements of geography, and of natural and civil history. Containing, I. The order of the Spheres. II. The economy of the sublunary works of creation, inanimate and living. III. Picturesque and general sketches of the different parts of the Earth; and the varied appearances and manners of it's inhabitants. IV. The rise, revolution, and fall, of the principal empires of the world. V. Changes through different ages in the manners of mankind. VI. VII. VIII. IX. Description of the different quarters of the world: Europe, Asia, Africa, and America. Their divisions into countries, provinces, &c. Their climates, soils, animals, plants, minerals, mountains, rivers, lakes, canals, commerce, manufactures, curiosities, schools, learning, literati, religious professions, language, government, history, &c. By John Walker.","Walker, John",115,3,0,0,5,0,2,0,0,0,0,1,12,0,4,0,0,0,0,1,1,1,20,1,5,2,0,0,1,4,1,0,0,1,0,5,0,1,0,0,3,0,1,2,3,0,4,1,0,0,4,1,1,0,0,10,0,0,1,3,0,4,0,0,4,2,1795,1,1,"London : Printed and sold by Darton and Harvey, Gracechurch-Street; sold also by H.D. Symonds, Paternoster-Row; Vernor and Hood, Birchin-Lane; and C.D. Piguenit, Aldgate, 1795.",London,694,male,1759,1830,FALSE,"inflammation takes place in heaps of pyritous coal, and the same effect happens even in the mid i of the veins which are wrought. When the earthy and metallic principles, which form the basis of bituminous fchifti are firongly heated, and almost vitrified by the fire which produces their decomposition,"
