PassageID,Title,Author,Total termFreq,termFreq(admir),termFreq(appear),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(believ),termFreq(board),termFreq(boat),termFreq(captain),termFreq(command),termFreq(continu),termFreq(council),termFreq(court),termFreq(dutch),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fail),termFreq(fight),termFreq(fleet),termFreq(follow),termFreq(forc),termFreq(form),termFreq(french),termFreq(gun),termFreq(half),termFreq(head),termFreq(hip),termFreq(kill),termFreq(king),termFreq(know),termFreq(land),termFreq(left),termFreq(line),termFreq(littl),termFreq(mile),termFreq(morn),termFreq(near),termFreq(night),termFreq(observ),termFreq(offic),termFreq(order),termFreq(rear),termFreq(receiv),termFreq(sail),termFreq(sea),termFreq(sever),termFreq(ship),termFreq(signal),termFreq(squadron),termFreq(tack),termFreq(taken),termFreq(think),termFreq(took),termFreq(troop),termFreq(vice),termFreq(war),termFreq(weather),termFreq(wind),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0985000102_000162,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the Year 1779, Including the Naval Transactions of the Late and Present War, and an Account of the Recent Discoveries in the Southern Hemisphere. Written under the inspection of Doctor Berkenhout. The Whole Illustrated with Correct Maps, and Frontispieces Engraved from Original Designs. In four volumes. ...",John Campbell,118,6,0,0,0,2,0,0,2,1,0,1,0,0,1,9,3,0,2,0,10,1,0,2,3,5,4,2,1,1,0,0,0,0,5,2,0,1,2,1,2,0,5,8,1,2,0,2,6,6,2,4,1,3,0,0,1,0,5,3,0,1781,2,4,"London : printed for Alexander Donaldson, No. 48, St. Paul's Church-Yard, M.DCC.LXXXI. [1781].",London,571,male,1708,1775,FALSE,"weather , Cape Barfleur "" bearing then S. W. and by S. from me, dirtant about seven "" leagues. Between three and four in the morning we heard ""( several guns to the westward, and in a flort time I saw the "" two frigates making the signal of feeing"
0538900100_000419,"A new military dictionary: or, the field of war. Containing a particular and Circumstantial account of the most remarkable battles, sieges, bombardments, and expeditions, Whether by Sea or Land. Such as relate to Great Britain and her dependencies, Deduced From the Descent of Julius Caesar to the Present Time. and Those that regard the continent of Europe, Traced From The Reign of Charlemagne, beginning with the Ninth Century. Including Anecdotes of the Lives, Military and Naval Transactions of the most celebrated Admirals, Generals, Captains, &c. who have distinguished themselves in the Service of their Country. To which is added, an Essay on fortification: and a table, explaining the Military and Naval Terms of Art. Compiled from the best Authorities and most approved Authors. By a military gentleman. Illustrated with a great Number of elegant Copper-Plates, Heads of the Admirals and Generals, Plans of Battles, Maps, &c.",John Almon,111,11,1,0,0,4,0,1,0,1,3,1,0,0,3,6,5,0,0,1,7,0,0,1,9,6,1,1,6,1,0,0,0,1,4,1,1,2,0,3,1,1,3,3,1,1,3,1,4,1,2,0,1,0,1,0,1,1,1,3,1,1760,1,1,"London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].",London,475,male,1737,1805,FALSE,"y caufcl. J BYNG. MAIAG, M A L MALAGA, ENGAGEMENT or.. [a city and porttown of Spain, in the province of Granada, in the Mediter ralean, hxtl six miles from Gibraltar.] After the re duation of Gibraltar in 1704, Sir George Rook returned from thence to take in wood and"
0175100800_000024,"England's triumph; or the glorious campaign in the year 1704. Containing An exact Account of all the memorable Transactions that have happened by Land and Sea; as Sieges, Battles, Sea-Fights, Skirmishes, Marches, and Counter-Marches of Armies, Successes, and Victories, in Flanders, the Empire, Savoy, Italy, Portugal, Spain, and other places. With the Letters and Declarations of the Emperor, Kings, Princes and great Generals. The Result of Councils of War and other Councils. More particularly of the forcing the Lines of the Enemy at Donawert, and the glorious Victory obtained by his Grace the Duke of Marlborough, in Conjunction with the Confederate Forces, over the French and Savarians, at the famous Battle of Hochstet and Bleinheim. The Siege of Landau and Traarback. The Taking Gibraltar, and the Defeat of the French Fleet by Sr. George Rook, &c. With a Poem on his Grace the Duke of Marlborough.",,126,9,0,0,0,3,1,1,0,3,1,1,1,0,2,12,1,0,0,1,4,0,2,1,2,5,1,3,0,5,0,0,0,0,4,2,0,4,2,6,0,1,2,7,2,2,1,5,11,1,1,0,1,0,0,0,1,2,2,5,5,1704,1,1,"London : printed for N. Boddington, at the Golden Ball, in Duck-Lane, 1704.",London,182,unknown,,,FALSE,"so that a Council of War was called, wherein it was resolved, that in cafe we did not see the Enemy before Night , we mhould make the belt of our way to Gibraltar, but Handing on the Shore, about Noon we discovered the Enemies Fleet and Galleys to the"
0443100302_000073,"An history of England; in a series of letters, from a nobleman to his son. To which is prefixed, an introduction, containing a dialogue on the constitution between Marcus Aurelius Philosophus, and Servius Tullius. By the author of the dialogues of the dead. With the addition of Mr Anderson's progress of arts and sciences, &c. in a chronological series.",Oliver Goldsmith,116,6,1,0,0,2,0,2,1,4,6,6,0,0,0,7,2,1,2,1,4,1,3,1,12,2,1,0,1,2,0,1,1,0,3,0,0,0,0,1,1,0,7,3,2,3,2,1,8,2,5,0,0,0,0,1,0,1,2,2,2,1784,2,2,"Dublin : printed for John Exshaw, Grafton-Street, and William Colles, Dame-Street, MDCCLXXXIV. [1784].",Dublin,372,male,1728,1774,TRUE,"English at the expense of fifty six men killed , and one hundred and ninety six wounded ; but the carnage on boa d the enemy must have been much more confides -- able, able, as one hundred men were killed , and seventy dangerously wounded on board the Ocean"
0550600103_000167,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,105,4,3,0,1,3,0,1,0,4,1,1,1,0,0,9,3,0,0,1,3,1,0,2,6,1,0,0,2,1,0,0,3,0,7,2,0,2,0,0,1,1,5,3,1,2,1,2,4,2,7,2,2,0,1,0,0,2,1,3,3,1800,3,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,552,male,1721,1771,TRUE,"-; riin, set sail froin Gibraltar on the eighth day of Iay and was joined off Majorca by his Ma icly's hip the Phoenix, under the command of Captain Hervey, who confirmed the intelligence ihe had alreadvy rceived, touching the firength and destination of the French squadron . When he"
0288400105_000245,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,103,2,2,1,3,2,0,2,0,3,2,1,0,0,0,4,4,0,2,0,5,0,3,2,7,4,1,0,5,0,0,0,1,0,5,0,1,3,1,4,2,2,2,1,1,3,2,1,1,2,4,0,1,0,1,0,0,1,5,4,0,1785,5,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,515,male,1708,1775,FALSE,"of the squadron were at anchor without irenton's Lodge, about five miles from the town. In this divided stare of the enemy , Lord Howe, notwithstanding the great inferiority of his force even after the rein forcenent, determined to save the British garrison at Rhode Island. Two additional fire fhips"
0143800400_000067,"An account of the war in India. Between the English and French, on the coast of Coromandel, from the year 1750 to the year 1761. Together with a relation of the late remarkable events on the Malabar coast, and the expeditions to Golconda and Surat; With the Operations of the Fleet. Illustrated with Maps, Plans, &c. The Whole compiled from Original Papers. The second edition By Richard Owen Cambridge, Esq;",Richard Owen Cambridge,140,6,0,0,0,1,0,5,0,13,0,2,0,0,0,10,6,0,1,0,0,0,1,2,6,10,3,3,3,2,0,0,0,0,6,6,1,2,1,2,4,3,3,3,2,3,0,1,9,7,4,2,0,0,0,0,0,0,1,4,2,1762,1,1,"London : printed for T. Jefferys, the Corner of St. Martin's-Lane, Charing-Cross, MDCCLXII. [1762].",London,454,male,1717,1802,FALSE,"board the Yarmouth, and, after having put the squadron in the best condition possible for the seat sailed on the 7th of April, in order to get td wirid ward of Fort St. David, to intercept the French M a2 squadron i6g, 1758 squadron , which, by intelligence, he had"
0288400105_000005,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,139,17,0,1,2,3,0,0,1,1,0,3,0,0,4,12,3,0,2,0,0,2,1,0,5,5,0,0,20,0,0,0,0,1,4,1,2,1,4,4,0,0,3,5,2,8,1,1,6,2,2,1,2,0,1,0,0,2,1,3,0,1785,5,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,515,male,1708,1775,FALSE,"Hispaniola, with a squadron of French hips , having an intent to settle the affiento it favour of the French , and to destroy the English and Dutch trade for Negroes. Upon this he detached rear admiral Whetfone in pursuit of him, and on the i th of July 1702,"
1139400204_000031,"Lives of the admirals, and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest Account of Time; and, clearly proving by a continued Series of Facts, our uninterrupted Claim to, and Enjoyment of the Dominion of our Seas. Interspersed With many curious Passages relating to our Discoveries, Plantations, and Commerce. The whole supported throughout by proper Authorities. By John Campbell, Esq; ...",John Campbell,107,9,1,0,3,1,0,5,2,1,3,3,0,0,0,1,2,0,0,2,0,1,3,0,3,2,2,6,0,0,1,0,1,1,1,1,1,1,1,1,0,2,3,5,0,8,1,1,10,3,3,2,2,0,0,0,3,0,3,2,0,1748,4,4,"Dublin : printed for George and Alexander Ewing, at the Angel and Bible, and William Smith, at the Hercules in Dame-Street, and George Faulkner, in Essex-Street, MDCCXLVIII. [1748].",Dublin,347,male,1708,1775,FALSE,"every Reg fpeft to the Protetion of their Trade, which he did not only without desiring, but even without accepting any Gratifications, as the Merchants themselves wrote over to the Board of Admiralty. Histoire Militaire, tom. VI p. 124 This was an afeair of prodigious Consequence; for firdt, the Galleons"
1610600103_000025,"The naval history of Great Britain; from the earliest times to the rising of the Parliament in 1779. Describing the origin and progress of the British power at sea; the extension of its commerce; its foreign conquests; and the establishment and growth of its colonies. Including the naval expeditions and sea-fights in every period of the English history, and particularly recording the glorious atchievements in the last war. Also the lives and actions of those illustrious commanders and navigators, who have contributed to spread the fame, and increase the power of the British Empire. Particularly designed to excite in the breasts of Britons, at this important crisis, a noble ardour, to emulate such bright examples; and, by their firmness and valour, to secure to themselves and posterity, that envied pre-eminence which their enemies have in vain attempted to subvert. In this work many new lights are thrown on transactions and characters, by means of valuable manuscripts, never before consulted by any historian. By Frederic Hervey, Esq; and others. In five volumes.","Hervey, Frederic",126,15,1,0,2,4,0,1,0,6,0,3,0,0,2,12,3,0,0,1,0,2,1,0,5,6,0,1,3,0,0,0,0,1,4,2,2,1,2,2,0,0,0,4,1,2,1,0,14,2,1,5,2,0,0,0,3,1,2,6,0,1779,3,5,"London : printed by William Adlard, Fleet-Street; for J. Bew, No. 28, Pater-noster Row, M DCC LXXIX [1779].",London,494,male,,,FALSE,"soldiers, the rest small ones, and a sloop. Our frigates altern were a long while coming up,. ad the night advancing, the admiral .feered along Ade of the French ; but though he endeavoured to get near them, yet he intended not to make any attack until the Defiance was"
1364000203_000009,"The naval history of Great Britain; with the lives of the most illustrious admirals and commanders, from the reign of Queen Elizabeth. Interspersed with accounts of the most important discoveries made in the several parts of the world; and including all the great events of the present war, to the year one thousand seven hundred and fifty eight. In four volumes. ... Adorned with the heads of the principal admirals.",John Barrow,122,15,0,0,3,4,0,0,0,2,0,5,0,0,3,13,3,0,1,0,1,1,1,3,3,4,0,1,1,0,0,0,0,0,6,1,2,3,3,4,0,0,3,3,3,6,1,0,3,2,2,2,2,2,2,0,2,0,1,4,1,1758,3,4,"London : printed for James Rivington and James Fletcher, at the Oxford Theatre in Pater-noster Row; and John Hinton, at the King's Arms in Newgate-Street, MDCCLVIII. [1758].",London,356,male,,,FALSE,"in order to get ANTE. into Cul de Sac, which they esteem a much safer 1702 harbour; but some of our fleet being between Cy them and that part, took three of them, and sunk alnother. The admiral , after insulting the island severaimtr, of Petit Guavas, which he found"
0115400202_000025,"The lives of the British admirals. Displaying, in the most striking colours, the conduct and heroism of the naval commanders of Great Britain and Ireland. Whose Intrepidity Has convinced the World, that Britannia is the Sovereign of the Ocean. Intended Not only to Instruct and Entertain, but also to animate the Youth of this Country with a becoming Ardour, to imitate the glorious Actions of these Heroes, if their Duty should hereafter call them forth in the Defence of their Country. Part I.",,120,12,0,0,0,0,2,2,2,3,1,3,0,0,3,8,1,0,0,2,6,2,0,0,6,4,0,0,9,1,0,0,1,0,2,1,0,5,4,5,1,2,3,2,0,1,0,4,8,2,3,1,2,0,0,0,2,0,1,2,1,1787,2,2,"London : printed for E. Newbery, at the Corner of St. Paul's Church Yard, MDCCLXXXVII. [1787]-88.",London,187,unknown,,,FALSE,"nearest him to chase westward westward all night , and to inform them, that he intended to follow the French to Breast, believing it more eligible than to continue at anchor; and it proved to be the belt expedient, for next morning he found himself nearer the enemy than thole"
0070100104_000153,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,101,7,1,1,3,3,0,1,0,3,3,2,2,0,1,7,4,2,0,0,2,1,1,1,3,3,1,0,4,0,0,0,1,1,2,0,2,0,1,1,0,1,1,0,3,6,0,1,6,1,6,0,2,0,3,1,2,2,1,1,0,1757,4,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,703,male,1721,1771,TRUE,"of Ormond, to prevent this fcandnlous pratice : even ome generalofficers were concerned in the pillage. A battery was raised againll montagorda fort opposite to the Puntal; but, the attempt miscarried, and the troops were reimbarked. § XVIII Captain Hardy having been sent to water in lagos bay, received intelligence,"
1272400300_000201,"The Remembrancer, or Impartial repository of public events. ... For the year ...",,103,6,2,0,2,1,0,1,0,6,0,1,0,0,0,9,3,0,0,0,2,0,2,1,5,2,0,0,1,1,2,0,0,1,4,1,1,2,2,0,1,2,1,3,2,4,0,0,6,1,8,4,0,2,1,1,4,0,1,2,2,1779,1,1,"London [England] : printed for J. Almon, opposite Burlington-House, in Piccadilly, M DCC LXXV. [1775]-1784.",,411,unknown,,,FALSE,"bearing up when our Ships got near them; and I was sorry to observe , that their superiority over us in sailing gave them the option of distance, which they availed themselves of, so as to prevent our rear from ever getting into action; and being to leeward they did"
0538900100_000573,"A new military dictionary: or, the field of war. Containing a particular and Circumstantial account of the most remarkable battles, sieges, bombardments, and expeditions, Whether by Sea or Land. Such as relate to Great Britain and her dependencies, Deduced From the Descent of Julius Caesar to the Present Time. and Those that regard the continent of Europe, Traced From The Reign of Charlemagne, beginning with the Ninth Century. Including Anecdotes of the Lives, Military and Naval Transactions of the most celebrated Admirals, Generals, Captains, &c. who have distinguished themselves in the Service of their Country. To which is added, an Essay on fortification: and a table, explaining the Military and Naval Terms of Art. Compiled from the best Authorities and most approved Authors. By a military gentleman. Illustrated with a great Number of elegant Copper-Plates, Heads of the Admirals and Generals, Plans of Battles, Maps, &c.",John Almon,107,10,0,2,0,3,0,2,0,7,5,2,1,1,1,4,3,0,0,2,1,1,1,1,8,2,0,0,6,0,1,0,0,0,2,1,1,1,1,2,1,1,2,2,2,6,0,0,2,1,8,0,1,0,4,0,1,0,1,1,2,1760,1,1,"London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].",London,475,male,1737,1805,FALSE,"the nineteenth day of September, fifteen Dutch ( hips of the line .. two frigates, set sail for Holland; and twenty six fait, with seven fire lhips, were assigned as guard fhips during the winter. II In the year 1702, admiral Benbow was sent to the West indies, with a"
