PassageID,Title,Author,Total termFreq,termFreq(1757),termFreq(1758),termFreq(america),termFreq(armi),termFreq(attack),termFreq(austrian),termFreq(bohemia),termFreq(britain),termFreq(british),termFreq(brunswick),termFreq(camp),termFreq(campaign),termFreq(cannon),termFreq(command),termFreq(countri),termFreq(cumberland),termFreq(daun),termFreq(dominion),termFreq(duke),termFreq(elector),termFreq(empir),termFreq(england),termFreq(english),termFreq(europ),termFreq(ferdinand),termFreq(forc),termFreq(franc),termFreq(frederick),termFreq(french),termFreq(gener),termFreq(germani),termFreq(hanov),termFreq(hungari),termFreq(imperi),termFreq(invad),termFreq(kill),termFreq(king),termFreq(lost),termFreq(majesti),termFreq(marshal),termFreq(militari),termFreq(order),termFreq(peac),termFreq(poland),termFreq(pragu),termFreq(princ),termFreq(prison),termFreq(prussia),termFreq(prussian),termFreq(queen),termFreq(repuls),termFreq(russia),termFreq(russian),termFreq(saxoni),termFreq(sieg),termFreq(silesia),termFreq(territori),termFreq(thousand),termFreq(treati),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
1376100200_000141,A history of England and the British empire designed for the instruction of youth; to which is prefixed An essay on the English constitution: compiled from the best authorities by Alexander Bicknell embellsihed with maps[.],"Bicknell, Alexander",92,0,0,0,5,1,3,3,0,0,1,0,0,1,5,1,1,2,0,3,0,1,0,0,0,2,8,1,0,1,4,0,1,0,0,1,3,7,0,0,5,1,1,0,0,6,6,0,4,5,2,0,1,0,1,1,0,0,0,0,3,1,1791,1,1,"London : [s.n.], 1791.",London,453,male,,,FALSE,"of nabob. Accordingly, the colonel proceeded solemnly to depose Surajah Dowlat, and to fubltitute Ali Khan in his room. Soon after, the late viceroy was taken, and put to death by his successor, who readily complied with all the conditions of his elevation. He conferred on his allies very liberal"
0497600105_000097,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern Kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son.",William Russell,96,0,0,1,9,1,2,3,2,0,0,1,3,0,5,1,3,1,1,5,0,3,0,0,0,0,4,0,0,3,2,0,2,0,1,1,0,6,0,2,4,0,6,0,0,1,6,0,2,3,1,0,0,1,1,0,1,0,4,0,4,0,1794,5,5,"London : printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,494,male,1741,1793,FALSE,"oblige the king of Great Britain to submit to the e croachments of the French in America , or to the los of what he valued as the apple of his eye or the cords/of his heart, his German dominions . The (maller division, corn posed of tventy five thousand"
0418600702_000069,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,93,0,0,1,5,3,2,2,0,0,0,1,1,0,1,3,1,0,2,1,2,1,7,0,5,0,3,4,0,1,1,0,1,0,0,1,0,4,0,1,0,1,5,2,0,1,0,1,6,1,1,1,1,0,4,2,0,1,2,3,1,6,1786,2,2,"London : printed for T. Carnan, in St. Paul's Church-Yard, MDCCLXXXVI. [1786].",London,288,male,1728,1774,TRUE,"parts of Europe , which was all he had hoped by the sub fidiary treaty with England . A settlement in the western parts of Europe was what this fierce northern power long wanted an opportunity of obtaining; for, possessed of that, she could then pour in fresh forces at"
0109900400_000053,"The life and actions of Frederic the victorious King of Prussia, Elector of Brandenburg, Grand-Chamberlain of the Empire, &c.&c. Compiled from original memoirs and documents, and adorned with the necessary plates, maps and plans.",,104,0,0,0,2,5,4,4,0,0,0,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,2,2,0,3,2,2,0,4,1,1,3,13,0,0,0,0,1,0,2,2,6,4,2,4,5,0,0,0,0,1,3,1,11,1,2,3,1758,1,1,"London : printed for and sold by J. Wilkie, behind the Chapter-House, in St. Paul's Church-Yard; and G. Burnet, without Temple-Bar, 1758.",London,486,unknown,,,FALSE,"a Bloody Skirmish, wherein the Prtdifans gained the Advantage. The Outworks being attacked were carried without much Opposition. In a Word after the Old and New Towns, and the Jews Town were partly reduced to Ashes, General Ogilvy once more furrenderedt the City, with fifteen thousand Men in Garrison, who"
0170300202_000019,Memoirs of the kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,95,0,0,0,3,1,5,4,2,1,0,0,4,0,2,0,0,0,2,0,2,4,4,1,0,0,1,1,0,4,1,0,0,3,1,0,1,10,0,4,4,1,2,2,1,0,5,0,5,2,3,0,0,0,1,0,4,1,1,2,0,0,1793,2,2,"London : printed for C. Dilly, 1793.",London,409,male,1752,1827,FALSE,"in the apprehension that it would eventually be violated by the other: And Silesia was destined to be once more deluged in blood, in order to determine whether it hold be wit at the expense of the ina&tive warriors they could see from their walls. Harlequin was introduced upon the"
0007400105_000100,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",92,0,0,0,5,3,1,3,1,0,0,2,1,1,2,2,0,0,2,5,1,0,0,0,0,0,1,1,0,2,5,1,0,1,2,2,1,9,0,1,0,1,1,1,2,1,4,0,1,5,4,0,0,0,2,0,2,0,5,3,4,1,1795,5,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,458,unknown,,,FALSE,"declared a candidate for the imperial crown'; while his' pretensions were warmly opposed by the French king and his allies. The court of Vienna, taking advantage of the late emperor's death, sent an army to invade Bavaria in the month of March, under the conduc of General Bathianii, vho routed"
0792300202_000050,"A complete history of the origin and progress of the late war, from its commencement, to the exchange of the ratifications of peace, between Great-Britain, France and Spain: On the 10th of February, 1763. And to the Signing of the Treaty at Hubertsberg, between The King of Prussia, the Empress-Queen, and the Elector of Saxony, On the 15th of the same Month. In which, All the Battles, Sieges, Sea-Engagements, and every other Transaction worthy of public Attention, are faithfully recorded; with political and military Observations. In two volumes.",,94,0,0,0,8,5,2,2,0,0,0,2,6,3,1,1,0,4,2,0,0,0,0,1,1,0,0,0,0,4,12,2,0,0,0,0,2,4,1,3,2,1,1,1,0,0,2,1,2,2,3,1,0,1,1,2,4,0,0,0,3,1,1764,2,2,"London : printed for J. Knox, near Southampton Street, in the Strand, MDCCLXIV. [1764].",London,414,unknown,,,FALSE,"but colonel Coote, on the 22d, by a judicious movement, having got pofeffion of a hill, that covered his right flank, began the attack with a smart cannonade; and in the conclusion gained a complete victory; the french having left him master of the field, together with all their cannon"
0301100100_000071,"A complete history of the present war, from its commencement in 1756, to the end of the campaign, 1760. In which, all the battles, sieges, and sea-engagements; with every other transaction worthy of public attention, are faithfully recorded; with political and military observations.",,111,0,0,0,17,1,5,3,0,0,0,3,1,0,3,2,3,2,0,4,0,1,0,0,0,0,1,1,0,6,5,1,3,0,0,0,0,7,0,6,5,0,1,0,0,2,6,0,4,6,1,0,0,1,3,3,0,0,0,0,4,0,1761,1,1,"London : printed for W. Owen , at Temple-Bar ; L. Davis and C. Reymers , in Holborn ; and J. Scott, in Pater-Noster Row, MDCCLXI. [1761].",London,550,unknown,,,FALSE,"sustained by the horse; besides there, the advantageous situation of the enemy, so much more numerous than the prussians , their vast artillery, the great bravery they flewed in the ation, and the courage and kiill of marshal Daun , all conspired to render the great efforts of the prussians"
0007400106_000050,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",97,0,1,0,9,3,5,0,1,0,1,1,0,2,2,4,0,2,2,0,0,1,0,0,0,2,2,0,0,4,5,0,0,0,0,0,1,8,1,3,0,0,2,0,0,0,5,2,2,9,0,1,0,2,1,1,2,0,5,2,1,2,1795,6,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,465,unknown,,,FALSE,"they immediately rose on. the escort that condueted them, and entirely dispersed it; and afterwards marching in such a diretion as they thought might most readily lead them to their king , they accidentally fell in with his army . His Prussian majesty now approached Breslau; on which the Austrians"
1694900100_000094,"The new universal geographical grammar. Wherein the situation and extent of the several countries are laid down according to the most exact geographical observations, and the history of all the different kingdoms of the world is interspersed in such a manner, as to render the study of geography both useful and entertaining. Under these three heads: I. A compendious system of astronomy. II. The geographical definitions, problems, and general divisions of the earth, necessary to be understood as an introduction to this grammar. III. A particular description of the countries contained in each quarter of the world; their cities, chief towns, respective forms of government, forces, revenues, taxes, and history. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishoprics, manners, customs, habits, and coins, in use in the several kingdoms and states treated of. Illustrated with a new and correct set of maps of the countries described. The whole being an improvement and continuation of Mr Salmon's grammar. Brought down to the present time By J. Tytler.",Thomas Salmon,86,0,0,0,8,3,1,1,1,1,0,0,2,1,0,0,0,5,0,1,1,4,0,1,0,0,1,1,0,2,8,2,1,0,3,0,1,1,0,5,0,0,2,1,1,1,1,1,0,3,3,0,1,3,3,3,3,0,0,0,2,3,1777,1,1,"Edinburgh : Printed by W. Darling; sold by him, J. Dickson, and C. Elliot, M.DCC.LXXVII. [1777].",Edinburgh,746,male,1679,1767,FALSE,"Prudian rnajeity, like an irre~lftible torrent, burrt into Saxony , totally de seated the imperial general Brown at the battle of Lowofitz, forced the Saxons to lay down their arms, though almoff impregnably fortified at Pirna, and the elector of Saxony fled to his regal domniniolns in Poland . After"
0301100100_000119,"A complete history of the present war, from its commencement in 1756, to the end of the campaign, 1760. In which, all the battles, sieges, and sea-engagements; with every other transaction worthy of public attention, are faithfully recorded; with political and military observations.",,90,0,0,0,11,3,4,2,0,0,0,3,2,2,3,1,0,2,1,4,0,2,0,0,0,2,1,0,0,5,9,0,1,0,0,0,0,3,0,2,1,0,1,0,2,0,3,2,0,4,0,0,0,3,3,1,3,1,0,0,1,2,1761,1,1,"London : printed for W. Owen , at Temple-Bar ; L. Davis and C. Reymers , in Holborn ; and J. Scott, in Pater-Noster Row, MDCCLXI. [1761].",London,550,unknown,,,FALSE,"of the french seemed to be to cut off his retreat to that river, but they were not able to effec it; he threw garrisons into Lipftadt, Ritberg, Munster, and Minden, in order to retard their progress; but all his precautions proved ineffecual: marshal Contades encamped the i2th, at Stadtberg;"
0487000200_000080,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed as to render the study of geography both entertaining and instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Definition of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms V. Government, Force, Revenues, Taxes, Revolutions and Memorable Events. Together with An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishoprics, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated With a Set of Twenty-Three New Maps of the several Countries, Drawn by the Direction of Mr. Salmon, and Engraved by Mr. Jeffarys, Geographer to His Majesty. The eleventh edition, with very great additions and improvements brought down to the present times.",Thomas Salmon,123,1,1,0,13,6,0,1,1,0,2,2,0,1,5,3,0,2,0,5,4,6,0,0,0,2,0,2,0,8,6,2,3,1,0,0,4,10,2,0,3,2,0,1,2,0,11,1,0,0,1,1,0,1,3,0,0,1,0,1,0,2,1769,1,1,"London : printed for W. Johnston, in Ludgate Street ; W. Strahan; J. Hinton; R. [B]aldwin; L. Hawes W. Clarke. and R. Collins; S. Crowder; T. Caslon; T. Longman; B. Law; T. Lowndes; J and T. Pote; Z. Stuart; W. Nicoll; G. Rodinson and J. Roberts; T. Cadell, and S. Bladon, 1769.",London,656,male,1679,1767,FALSE,"the Command of the Duke of Cumber aed, at Latford, on the 27th of July 1757 , took Poleflion of Hanovqer P he 9th of Anguy7. On the 8th of September a Neutrality was signed, thereby the Allied Army was confined to the Country about Stadt. .it the beginning of"
0145700104_000109,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,79,0,0,0,7,1,1,1,2,3,0,0,1,0,1,1,0,0,1,2,4,4,0,0,0,0,1,3,0,2,2,1,1,1,0,2,0,3,0,2,1,1,1,1,0,0,0,0,3,6,2,0,2,1,4,0,2,0,3,1,2,2,1791,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,511,male,1721,1771,TRUE,"remote scenes in which the interest of Great britain was immediately and intimately concerned, it now remains to record the incidents of the military operations in Germany , supported by British subsidies, and enforced by British troops , to favour the abominable designs of an ally, from whole solitary friendfiip"
0547500109_000019,"A summary of universal history from the creation to the present time. In letters from a father to his son. By Francis Dobbs, Esq. Member for the Borough of Charlemont, in Ireland. ...",Francis Dobbs,90,0,0,0,2,0,3,1,3,0,0,0,0,0,3,0,0,2,2,0,0,2,2,1,1,0,3,2,9,3,4,1,1,0,0,0,0,8,2,0,1,0,0,5,1,0,0,0,3,3,0,0,3,3,3,1,1,2,0,4,0,5,1800,9,9,"London : printed for the author [by S. Gosnell], and sold by S. Sael and Co. No. 192, Strand, 1800.",London,360,male,1750,1811,FALSE,"threw off their yoke. The King of Sardinia and the Austrians were now 90, 0 firong, and were preparing to foliow the French into Provence, where they had retreated. But the latter again made head, and obliged the Aufirians to raise the siege of Genoa, and Marshal Befldle had the"
0180900100_000016,"A view of the reign of Frederick II. of Prussia; with a parallel between that prince and Philip II. of Macedon. By John Gillies, ...",John Gillies,82,0,0,0,4,0,4,3,0,0,0,1,1,2,1,1,0,0,1,0,1,0,1,1,0,0,2,1,2,0,1,0,2,1,0,1,0,10,0,3,5,0,3,1,1,0,3,2,2,4,1,0,0,0,2,1,2,1,0,1,7,2,1789,1,1,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXIX [1789].",London,514,male,1747,1836,FALSE,"but the count Kinfky, chancellor of Bohemia , the mofi presumptuous man in a court where arrogance < H ga r' gance had fixed her throne, took up the * -, - word, treated Cotter's propositions as insults, reanimated the courage of his master, and prevailed on him to break"
0163000202_000027,"Continuation of the Complete history of England. By T. Smollett, M.D. ...",Tobias Smollett,85,0,0,0,6,3,3,2,0,0,0,0,0,0,1,1,1,2,2,1,1,3,1,0,0,1,4,0,0,4,1,2,3,0,0,0,1,3,0,3,0,0,2,0,0,3,3,0,3,4,1,1,0,1,2,1,0,0,8,0,3,4,1762,2,5,"London : printed for Richard Baldwin, at the Rose in Paternoster-Row, MDCCLXIII. [1763] 1762-65.",London,491,male,1721,1771,TRUE,"cavalry were present, and idle fpeaators, excepting a bold puflh by my houthold troops and some dragoons. Ferdinand attacked without powder; the enemy, in return, were not sparing of theirs. They had the advantage of a rising ground, ofin trenchments, and of a prodigious artillery. Several of my regiments were"
