PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(appoint),termFreq(arm),termFreq(armi),termFreq(articl),termFreq(britain),termFreq(brother),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(common),termFreq(council),termFreq(countri),termFreq(court),termFreq(crown),termFreq(duke),termFreq(duti),termFreq(earl),termFreq(england),termFreq(english),termFreq(forc),termFreq(franc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hous),termFreq(ireland),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(london),termFreq(manner),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(reason),termFreq(receiv),termFreq(reign),termFreq(salt),termFreq(scot),termFreq(scotland),termFreq(sever),termFreq(state),termFreq(taken),termFreq(trade),termFreq(treati),termFreq(union),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0156500102_000184,"The history of Great Britain: from the revolution in 1688, to the accession of George the First. Translated from the Latin manuscript of Alexander Cunningham, ... To which is prefixed, an introduction, ... by William Thomson, ... Published by Thomas Hollingbery, ... In two volumes. ...","Cunningham, Alexander",121,4,0,1,1,3,2,0,0,1,0,2,2,0,0,4,3,5,0,0,1,4,0,2,1,1,3,3,1,8,0,1,1,0,0,0,0,0,0,12,7,9,1,0,1,0,4,3,0,0,0,0,4,2,0,5,1,0,4,5,9,1787,2,2,"London : printed for A. Strahan; and T. Cadell, 1787.",London,489,unknown,,,FALSE,"ibid. Controversy concerning the trinity, 158 aftaflination plot, ibid. Peace of Ryfwic, 161 The army disbanded, 167 Contests in parliament , 16~. Parliamentary accusations, z72. The house of commons refuse to allow the king to retain his Dutch regiment, 173 Parliamentary inquiry into the grants of the forfeited elfates in"
1208900100_000099,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, Rector of St. Stephen's, Walbrook, and Prebendary of Westminster. By Catharine Macaulay. Vol.I.",Catharine Macaulay,89,0,0,3,0,2,0,2,0,0,0,3,4,2,2,2,1,4,0,5,4,3,1,4,3,0,0,3,0,2,1,1,1,0,0,0,4,2,1,2,1,3,1,0,2,0,1,3,0,0,0,0,1,6,0,1,2,0,3,3,0,1779,1,1,"Dublin : printed for John Exshaw, No. 86, and William Hallhead, No. 63, Dame-Street, M.DCC.LXXIX. [1779].",Dublin,463,female,1731,1791,TRUE,"treason, 328 Legion, a libel again if the House of Commons , - - 57 Leopold (Emperor) his death and character, 115 Lewii -437 PAGE Lewis XIV his perfidy and power , 13; - supplies King James with a fleet, and land officers , 16; his impolitic con dut, 60-i;"
0004600103_000005,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,98,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,6,0,1,1,7,5,0,1,3,2,0,2,1,12,3,1,3,1,0,0,3,0,0,2,2,2,1,2,3,0,2,5,0,0,2,0,2,4,1,3,2,1,3,0,3,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"Burnet. B See Conduo of Sarah Duchefi of Marlborough, p. 30 *; j It may not be amis to transcribe this clause for te infor mationof the reader. It enats,. ""That the kings and queens . of Eogland soold be obliged, at their coming to the crown , to take"
1551701000_000046,"The flowers of modern history; Comprehending, on a new plan, the most remarkable revolutions and events, as well as the most eminent and illustrious characters, of modern times; with a view of the progress of society and manners, arts and sciences, from the irruption of the goths and vandals, and other Northern nations, upon the Roman Empire, to the conclusion of the American war. Designed for the improvement and entertainment of youth. By the Rev. John Adams, A.M.",John Adams,89,0,0,0,0,2,2,2,0,0,0,0,2,1,0,2,1,4,0,2,4,4,2,1,5,2,0,3,0,2,6,0,3,0,1,0,2,1,0,4,0,1,1,0,3,0,1,2,0,1,1,0,0,5,1,0,4,1,1,7,2,1788,1,1,"London : Printed for G. Kearsley, at Johnson's Head, No. 46, Fleet-Street, 1788.",London,385,male,1750,1814,FALSE,"been well known by the name of the Pretender, left her no choice. She therefore resolved to fulfil all William's engagements with his allies, and to employ the earl of i 219 3 of Marlborough, who had been imprisoned in the late reign , on a suspicion of Jacobitifm, as"
0106800200_000401,"Elegant extracts: or useful and entertaining passages in prose Selected for the Improvement of Scholars at Classical & other Schools in the Art of Speaking, in Reading; Thinking, Composing; and in the Conduct of Life.",,95,0,1,0,0,1,0,3,2,0,0,1,1,0,1,1,1,4,2,1,9,7,0,4,3,1,0,1,3,10,2,1,1,0,4,0,0,0,0,2,0,4,1,1,0,0,1,4,0,1,2,0,1,3,1,1,2,0,2,1,3,1784,1,1,"London : printed for Charles Dilly, 1784.",London,561,unknown,,,FALSE,"Lefley, enters England , and takes Newcastle, being encouraged by the malcontents in England . The massacre in Ireland , when 40, 0 English proteltants were killed. 164+ King Charles impeaches five members, who had opposed his arbitrary measures, which begins the civil war in England . 1643 Excise on"
0004500402_000037,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,80,0,2,1,0,0,3,1,0,0,0,1,2,1,1,0,0,2,1,1,5,1,1,2,2,1,2,4,0,2,4,1,1,1,1,1,3,1,0,4,0,1,2,0,0,2,0,5,0,3,0,0,3,2,1,0,2,1,1,4,0,1796,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,581,male,1721,1771,TRUE,"and twenty Bishops would always preponderate against sixteen Peers from Scotland . Notwithstanding all the opposition made by the Lords of the Tory interest, every article was approved by a great majority, though not without a good number of protestations; and a bill of ratification was pre urner. pared in"
0156500200_000099,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, ... By Catherine Macaulay. Vol.I.",Catharine Macaulay,95,0,0,0,0,2,0,1,0,0,0,2,3,0,0,1,3,2,0,4,3,1,0,1,2,1,3,4,2,6,2,1,1,0,0,0,3,0,2,9,1,4,0,0,0,0,2,2,0,3,1,0,1,7,0,2,1,0,7,3,2,1778,1,1,"Bath : printed by R. Cruttwell: and sold by E. and C. Dilly, T. Cadell, and J. Walter, London, 1778.",Bath,455,female,1731,1791,TRUE,"innocent, but punihed with the guilty, - - - 307 Schomberg ( General ) national grants to him, - 7 Scotland , the English laws of treason extended to it, - 198 Scots , receive with joy the news of the Prince of Orange's landing , 43; request him to"
0011000103_000903,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,92,0,1,0,0,0,4,3,0,0,0,5,1,1,0,2,0,5,0,1,5,1,0,1,2,1,0,0,0,0,4,1,1,3,3,0,2,0,1,6,2,0,3,2,1,2,0,1,2,0,1,0,1,2,3,1,0,2,4,11,0,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"on the fide of France , being look'don to be too general to ground a treaty upon, and being, for that reason rejeced; reflecions were cast upon the principal persons concerned, on the fide of the allies, as if they ated rather with private views, than for the public good."
0515000109_000090,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D.Volume the first.",Tobias Smollett,80,0,0,3,0,0,1,1,1,0,0,0,1,1,0,3,0,4,0,3,1,1,2,2,2,0,0,1,1,4,5,1,0,3,2,0,2,1,2,6,2,1,0,0,0,1,3,4,0,1,0,0,0,1,1,3,0,1,1,3,4,1758,9,11,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-Row, MDCCLVIII. [1758]-60.",London,489,male,1721,1771,TRUE,"for disappointing the enemy's designs, and preserving the present happy settlement; and she earnestly recommended to their consideration an union of the two kingdoms . The duke of Queensberry and the earl of Marchmont having enforced the different rent articles of this letter , committees were ap A. C. 7."
1365800101_000215,"The history of England, from the Revolution to the end of the American war, and Peace of Versailles in 1783. In six volumes. Designed as a continuation of Mr. Hume's History. By T. Smollett, M.D. and others. ...",David Hume,77,1,0,1,0,0,1,2,0,0,1,0,5,2,1,1,0,1,0,6,2,1,0,1,1,2,3,3,1,1,6,0,0,0,1,1,5,1,0,1,1,2,1,0,1,2,0,3,0,1,0,0,2,2,2,0,0,3,0,3,2,1796,1,6,"Philadelphia : Printed for Robert Campbell & Co. by Henry Sweitzer, M.DCC.XCVI-M.DCC.XCVIII. [1796-1798].",Philadelphia,580,male,1711,1776,TRUE,"two of the mnof enterprising lea officers in the French Service. No new advantage had been obtained in the Netherlands: France , instead of sinking under the weight of the confederacy, seemed to rise with fresh vigour from every overthrow: The English traders had lately sustained repeated loeffe for want"
0567101000_000024,"The speech of the Right Honourable John, Earl of Clare, Lord High Chancellor of Ireland, in the House of Lords of Ireland, on a motion made by him, on Monday, February 10, 1800, ``that, in order to promote and secure the essential Interests of Great Britain and Ireland, and to consolidate the Strength, Power, and Resources of the British Empire, it will be advisable to concur in such Measures as may best tend to unite the two Kingdoms, in such Manner, and on such Terms and Conditions, as may be established by Acts of the respective Parliaments of Great Britain and Ireland.'' By Authority.",Ireland. Parliament. House of Lords,116,1,0,0,2,1,0,2,0,0,0,0,3,1,3,0,5,1,0,0,9,9,1,1,0,0,0,2,6,2,7,0,2,0,0,0,13,0,3,5,1,2,3,2,0,0,0,3,0,0,4,0,2,6,0,0,1,5,0,4,4,1800,1,1,"[London] : Dublin: printed by J. Milliken. London: re-printed for J. Wright, Piccadilly, [by S. Gosnell], 1800.",London,109,unknown,,,FALSE,"of the subject will I hope plead my apology; but I cannot distmiss it without adverting to the situation and circumstances of Scotland , when the Union of the two British kingdoms took place, which I shall do very shortly. Before the Union of the Scotch and English crowns in"
0553900400_000004,"A brief account of the kings and queens, whose statues (now repaired and decorated in a most splendid manner) are placed in the Royal-Exchange of London, With The Reasons why some of their Statues are not set up, that such Persons, as have not Leisure or Opportunity to read the general Histories at large, may be acquainted with the Succession and principal Events that happened in the Reigns of these illustrious Personages, in a continued Series from Edward I. to our present Sovereign, so clearly connected as that a Person of an indifferent Memory may relate the Whole after Perusal. By John Halliday, M.A. Teacher of the Languages and Mathematicks, in Ayliffe-Street, Goodman's-Fields.","Halliday, John, A.M.",114,0,0,0,0,3,0,1,2,0,1,1,0,0,0,1,4,5,0,2,9,0,1,3,1,4,0,1,2,17,3,0,2,0,2,0,4,0,0,5,1,0,3,2,1,0,1,7,1,1,2,0,5,7,2,5,0,0,0,1,1,1754,1,1,"London : printed for R. Griffiths, Bookseller, in Pater-Noster Row, [1754].",London,35,unknown,,,FALSE,"owen; she cherished the new raised States of Holland, proteced the Protestants of France , and was Mistress of the Main, commanding Refpet from all Parts of the. Globe. She contented (though' with Re lugtance) to the Death of Mary Queen of Scots ( 14) ofts, charged with high Treason"
0014700102_000110,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,89,1,0,0,0,0,5,2,0,0,1,0,1,1,2,0,0,2,3,5,5,3,0,1,0,0,2,3,0,1,0,2,1,0,1,1,3,0,0,2,1,4,2,1,1,1,0,2,2,1,0,0,5,4,0,0,1,1,3,11,1,1794,2,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,400,male,1721,1771,TRUE,"those markets for British commodities would fail of course. Others alleged, that if the articles of commerce had been fettled before the English troops separated from those of the confederates, the French king would not have presumed to insist upon such terms, but have been glad to comply with more"
0162900202_000125,"The history of Great Britain, from the restoration, to the accession of the House of Hannover. By James Macpherson, Esq; in Two Volumes. ...",James Macpherson,90,0,1,1,1,0,6,1,0,0,1,0,0,0,1,4,1,2,0,1,2,1,1,1,2,1,0,3,0,1,2,2,0,2,0,1,0,0,3,3,3,0,2,1,1,1,3,1,1,3,2,0,1,5,0,1,1,0,8,10,1,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,695,male,1736,1796,TRUE,"of the war had left him the power of giving effectual aid. To satisfy himself, however, con rerning the solidity of the aflhurances transmitted repeatedly from stuart papers. Scotland , 351 C H A P. Scotland , he sent one Hook, an English Catholic, and a colonel _. j in"
0820900100_000107,"The history of the life and reign of her late Majesty Queen Anne: Wherein all the Transactions of that Memorable Reign Are faithfully Compiled from the Best Authorities, and Impartially Related. Illustrated with a regular series of all the medals that were struck to commemorate the great events of this reign; with a Variety of other Useful and Ornamental Plates.",Thomas Salmon,97,1,1,2,1,0,2,3,0,0,0,4,1,4,0,2,0,4,0,0,5,1,1,0,1,1,0,1,0,1,2,1,2,2,0,0,0,0,5,11,2,1,2,2,1,2,0,1,1,1,1,0,1,4,3,0,1,1,3,11,0,1740,1,1,"London : printed and sold by the booksellers in town and country, MDCCXL. [1740].",London,544,male,1679,1767,FALSE,"Order was made by the Queen in Council . An Order of laying of the Union . Council against Wagers about H ER majfjty having been informed that great Liberty has been taken by some papijis, and some other diass eted persons in their ddicourfes, in laying Wagers relating to"
0014700102_000001,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,105,1,0,1,0,1,2,0,0,1,0,2,2,0,0,1,1,6,0,4,7,1,1,3,1,0,2,1,1,7,2,1,0,0,0,0,0,0,0,16,1,1,0,0,0,2,4,7,0,0,0,0,3,3,1,4,2,0,5,5,2,1794,2,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,400,male,1721,1771,TRUE,"Genuine Pocet Editi HIS ORY OF ENGLAND , cal Engravings, Ui?: ri. .'*. U thf. HI STORY OF E NG L AN D, IIOM THE REVOLUTION TO THE DEATH OF GEORGE THE SECOND. - de/gd as a Cmotinuatio of Mr filum's Hfipbj, Is SIX VOLUMES. byts SIU·A. D, ^. nu"
0015300102_000038,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,85,0,3,1,0,0,1,1,0,1,0,2,3,1,3,0,0,1,1,1,7,1,1,2,0,2,2,2,0,2,3,0,1,3,1,0,4,2,0,6,0,1,2,1,1,2,0,6,0,2,0,0,3,1,0,0,2,1,1,4,0,1790,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,588,male,1721,1771,TRUE,"one another, that so it might appear to all the world they had hearts disposed to become one people . § XV As the At of Union did not take place An. r707. till the first of May, a great number of traders in both kingdoms resolved to make advantage"
0004500402_000027,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,99,0,0,0,1,4,3,4,0,0,0,1,2,0,1,2,1,3,0,0,2,4,2,2,4,0,0,1,0,6,1,1,2,0,0,1,3,2,4,11,1,1,0,0,0,1,3,0,0,1,0,0,1,6,0,3,1,0,3,8,2,1796,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,581,male,1721,1771,TRUE,"That all heritable offices , superiorities, heritable jurisdictions, offices for life, and jurifdiations for life, hold be reserved to the owners, as rights and property, in the same manner as then enjoyed by the laws of Scotland : That the rights and privileges of the Royal Boroughs in Scotland hold"
0145700102_000037,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,82,0,2,1,0,0,3,1,0,0,0,1,3,1,1,0,0,1,1,1,5,2,1,1,3,1,1,3,0,0,4,1,1,0,1,1,3,1,0,7,0,0,2,0,1,2,1,5,0,3,0,0,5,2,1,1,1,1,1,4,0,1791,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,581,male,1721,1771,TRUE,"be lasting: that with regard to ecclesiastical affairs, all heats and animosities might be allayed by soft and gentle management. The cantons of Switzerland, though they prbfeffed different religions, were yet united in one general body; and the diet of Germany was composed of Princes and States , among whom"
