PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accord),termFreq(behold),termFreq(bring),termFreq(brought),termFreq(children),termFreq(citi),termFreq(command),termFreq(countri),termFreq(deliv),termFreq(earth),termFreq(eat),termFreq(egypt),termFreq(evil),termFreq(face),termFreq(faith),termFreq(father),termFreq(fear),termFreq(forth),termFreq(gave),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(hous),termFreq(israel),termFreq(jacob),termFreq(judah),termFreq(king),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(left),termFreq(mose),termFreq(nation),termFreq(offer),termFreq(pass),termFreq(peac),termFreq(peopl),termFreq(pharaoh),termFreq(power),termFreq(priest),termFreq(prophet),termFreq(return),termFreq(river),termFreq(sea),termFreq(servant),termFreq(set),termFreq(took),termFreq(tribe),termFreq(turn),termFreq(voic),termFreq(water),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0064700900_000685,"The complete family Bible; or, the Christian's treasury: containing the sacred text of the Old and New Testament; with the Apocrypha, at large. Illustrated with notes and Annotations, Theological, Chronological, Geographical, Critical, and Explanatory: Obviating the Objections of Infidels, explaining the Contradictions, and elucidating obscure Passages. To which are added, a Critical and Geographical Index; An Account of all the English Translations of the Holy Bible; And a Reconciliation of Sacred Chronology with the Records of the Heathens. By the Rev. Thomas Sisson, Vicar of Ifield, in Sussex; and Master of the Academy at Riegate, in Surry.","Sisson, Thomas",111,0,0,3,0,1,1,2,0,1,0,1,0,10,5,0,1,3,1,3,1,9,5,4,0,0,0,3,0,3,2,0,10,5,2,0,10,0,1,0,2,4,0,1,1,2,0,0,2,2,0,0,2,0,1,0,1,1,0,4,1,1785,1,1,"London : printed for W. Richardson, under the Royal-Exchange; and J. Fielding, in Pater-Noster-Row, M.DCC.LXXXV. [1785].",London,865,male,1751,1837,FALSE,"of the forces took all the 16 Tnen it ihal come to p.s. t at the remnant of Judah , that were returned fwcrd which ye feared fiall overtake you from all nations whithe they had been there in the and of Egyp, ard the fa driven to dwell in"
0075100500_000768,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,101,1,2,1,0,3,3,1,0,0,2,1,0,7,1,1,1,9,0,0,2,14,0,4,1,1,2,2,1,5,3,3,0,1,0,1,3,0,0,7,0,2,0,0,3,0,0,0,3,0,0,1,0,1,2,0,2,1,0,2,1,1765,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXV. [1765]-66.",London,1025,unknown,,,FALSE,"the second time Joseph was 3z Sdying, I am the God of thy fathers , mae known to his brethren: and Jo' the God of Abraham, and the God of ph's kindred was made known unto Jfaac, and the God of Jacob . Then Mo'  fes trembled, and durff"
0060500100_000060,"The holy Bible, containing the Old and New Testaments, Translated out of the Original Tongues, and with the Former Translations Diligently Compared and Revised. With select notes. Appointed to be Read in Churches.",,130,1,0,0,2,2,2,0,3,0,5,1,1,1,0,1,0,6,1,1,0,13,3,6,1,0,0,0,1,1,8,1,0,0,2,1,2,8,0,16,1,1,1,1,23,1,0,1,0,1,0,0,0,1,1,0,0,3,0,4,1,1796,1,1,"London : printed by M. Ritchie, Middle-Street, Cloth Fair, for J. Wright, 169, Piccadilly, MDCCXCVI. [1796].",London,1736,unknown,,,FALSE,"one and another, and I do make them all that the Lord had done unto Pha know the statutes of God and his raoh, and to the Egyptians for Israel's laws . sake, and all the travel that had come 17 And Moses  father -in- law said upon them"
1101901100_000008,"King Asa: a poem in six books. Founded on I Kings, ch.xv. ver. 11 to 14. and 2 Chron. ch.xiv. By T. May.","May, Thomas, of Henley",93,2,0,0,1,0,0,0,1,0,0,1,0,4,0,0,1,2,2,1,0,16,1,0,4,1,3,3,0,0,5,1,4,7,1,1,3,0,1,3,1,0,0,1,5,4,2,2,3,1,1,0,0,0,0,1,1,0,0,2,0,1790,1,1,"Henley : printed by G. Norton, for the author; and sold by C. Dilly, Poultry; Scatcherd and Co. Ave Maria Lane; T. Hookham, New Bond Street; Champante and Co. Jury Street, Aldgate; Darton and Co. Grace Church Street; C. Stuart, Princes Street, Liecester Fields, London; R. Snare, Reading; J. Fletcher, Oxford; S. Hazard, Bath; W. Brown, Tolzey, Bristol, and J. Brown, Staines, [1790?].",Henley-on-Thames,215,unknown,,,FALSE,"To prove our cause, three mighty nations join. Erelong shall Judah mourn disconsolate, The kingdom fail, and worship find debate; hat then remains but conquest to our friends? Ye gods ! destroy, when tottering Zion bends. Soon wrapped in flames, Jerusalem shall fall, And barbarous Ethiops mount her well built"
0374802100_000011,An abridgement of the sacred history: being an easy introduction to the reading of the Holy Bible.,"Mayne, Lady",88,2,0,0,1,2,4,1,1,1,1,0,0,6,0,0,0,1,0,0,0,12,0,0,0,4,1,0,1,1,3,4,0,4,0,0,5,1,1,4,0,0,0,1,4,5,2,1,0,1,2,0,1,1,1,0,2,1,1,1,3,1770,1,1,"London : printed for R. Main, in Hambleton-Street, near Hyde-Park Corner. Also sold by G. Pearch (no. 12.) Cheap-Side, and the Booksellers in Town and Country, MDCCLXX. [1770].",London,142,female,,,FALSE,"alive, and in favour with God and man; and that he desired him, and his whole family, to come and dwell in Egypt , where they should partake of the plenty which had been provided. The joyful news assesed the heart of jycob exceedingly; and he said, It is enough"
1253600200_000020,"Lessons for children, selected from the word of God; to which is added, Fleury's Historical catechism; or, an abridgment of sacred history.",Claude Fleury,106,0,0,3,4,2,8,0,0,0,1,0,0,4,3,3,0,5,2,2,1,12,1,1,0,2,0,0,0,2,4,2,0,1,1,1,4,0,0,11,0,0,0,0,5,8,0,1,0,0,3,0,2,1,3,1,1,0,1,0,0,1789,1,1,"[Dublin] : London: printed 1744. Dublin: reprinted for the use of the sunday schools, by B. Dugdale, 1789.",Dublin,272,male,1640,1723,FALSE,"their father was dead, they said, Peradventure, Joseph will hate us, and will certainly requite us all the. evil which we' did unto him, And they said unto Joseph,. Thy father did comr.. mand before he died, saying, So ( hall ye fayunto Joseph, Forgive the trespass of thy brethren;"
1529900400_000715,"The Holy Bible, containing the Old Testament and the New: Newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,90,1,0,1,1,4,1,0,0,1,3,0,0,8,1,3,2,5,0,1,4,13,0,3,1,2,1,1,2,0,1,3,0,1,0,0,5,1,0,2,1,2,0,0,1,1,1,2,2,0,0,1,0,1,1,0,1,0,0,3,1,1767,1,1,"London : Printed by Mark Baskett, printer to the King's Most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXVII. [1767].",London,1023,unknown,,,FALSE,"And the word of God increated I and thle number of the disciples multiplied in jerd~alem greatly i and a great company of the priests were obedient to the faith . 3 And Stephen, full of faiths and power , did great wonders and miracles amnong the people . 9g"
0071500500_000008,"The Book of Jasher. With testimonies and notes explanatory of the text. To which is prefixed, various readings. Translated into English from the Hebrew, by Alcuin, ...",Jacob Ilive,126,6,0,2,4,0,10,0,1,0,0,0,0,4,1,0,0,3,0,1,0,1,2,0,1,0,2,0,0,2,9,6,0,1,2,1,11,0,0,14,1,0,2,0,3,23,2,0,0,0,2,0,2,1,1,0,1,1,0,3,0,1751,1,1,"[London] : Printed in the year, 1751.",London,79,male,1705,1763,FALSE,"Aaron , and untoja sher: Go, and may ye and all the children of Jacob find favour in the sight of Pharaoh , king of Egypt . 5 Then went Moses unto Pharaoh , andfaid, Fourscore and one years have we served thee: yea, with rigorous servitude have bowed down"
0945100300_000002,"A compendium of the Holy Bible: wherein the contents of each chapter are given: Designed for Making the Reading and Study of the Holy Scriptures more easy, particularly to those that are in their younger Years. To which is prefixed, a brief account of the history and excellency of the Scriptures: by Alexander Cruden, M. A. Author of the Concordance to the Bible.",Alexander Cruden,97,1,3,0,1,1,3,3,4,1,1,0,0,7,0,0,1,5,1,0,1,19,0,2,0,1,0,1,0,0,2,5,2,3,0,0,6,0,1,5,3,1,0,0,1,3,1,1,0,1,0,2,0,0,1,0,0,0,3,0,0,1765,1,1,"London : printed and sold by M. Lewis at the Bible and Dove in Paternoster-Row, MDCCLXV. [1765].",London,120,male,1699,1770,FALSE,"same with that of Adam after his fall, with some few additions. The offering of sacrifices was to be continued. Flesh was given to man for food, as herbs were before. Blood was forbidden to be eaten, the blood of man was expressly forbid to be fined, and murder was"
0325801401_000183,"The holy Scriptures of the Old and New Testament, by way of abstract: containing what is most especially instructive In The Historical Parts: Also The Many Edifying Examples And Discourses Which Are Met With In These Excellent Writings. Collected with much Care and Attention, with a view to Promote the Reading and Knowledge of the Scriptures. By John Kendall. ...","Kendall, John",79,0,0,3,1,1,0,1,2,0,2,1,1,1,1,2,1,1,0,2,0,1,1,3,3,1,1,1,2,3,2,1,4,4,1,0,4,0,0,0,4,0,1,1,2,0,0,1,2,0,1,0,1,2,0,0,0,2,0,9,1,1800,1,2,"London : printed and sold by William Phillips, George Yard, Lombard Street, 1800.",London,491,male,1726,1815,FALSE,"former stall not be remembered, nor come into mind, but be you glad and rejoice for ever in that whiclh : create: for lo I create Jerufalen a rejoicing, and her people ajoy. The voice of weeping fall be no more hc; rd. in her, nor the voice of crying."
0295900500_000139,"The fall of man, or, Milton's Paradise lost. In prose. With critical, philosophical, and explanatory notes, From several Authors; wherein the Technical Terms in the Arts and Sciences are explained, Cities, Towns, and Rivers faithfully described, and the Mythological Fables of the Heathens historically related. A new translation, from the French. Adorned with copper-plates.",John Milton,78,1,1,0,0,0,1,0,1,1,1,0,1,7,0,0,0,0,1,0,1,8,0,1,0,0,1,0,1,0,4,1,1,2,2,1,4,2,1,6,0,0,0,1,3,3,2,0,1,3,1,3,1,0,0,3,1,0,4,1,0,1765,1,1,"London : printed for M. Cooper, in Pater-Noster-Row, [1765?].",London,381,male,1608,1674,TRUE,"guests made them slaves, and ordered the midwives of EGYPT to kill all the hebrew male infants; till by two brethren, (call those two brethren moses (r) and AARON ) who stall be after they went out of Egypt , they were six hundred and three thousand five hundred and"
0065700102_000193,"The holy Bible, containing the Old and New Testaments, Translated Out Of The Original Tongues, And With The Former Translations Diligently Compared And Revised. With select notes. Vol. I. Appointed to be Read in Churches.",,113,0,0,3,0,1,1,2,0,1,2,1,0,11,3,2,0,3,1,2,0,11,4,3,0,0,0,0,0,3,4,0,13,3,0,0,13,1,1,0,2,2,0,1,2,1,0,0,2,1,0,0,2,4,1,0,1,2,0,2,1,1795,2,2,"London : printed by M. Ritchie, for John Parsons, Paternoster Row, MDCCXCV. [1795].",London,996,unknown,,,FALSE,"men, saying unto Jeremiah, Thou fpeakeft falsely; the Lord our God hath not sent thee to say, Go not into Egypt to sojourn there: 3 But Baruch the son of Neriah setteth thee on against us, for to deliver us into the hand of the Chaldeans, that they might put"
0060500100_000785,"The holy Bible, containing the Old and New Testaments, Translated out of the Original Tongues, and with the Former Translations Diligently Compared and Revised. With select notes. Appointed to be Read in Churches.",,106,1,2,3,0,3,3,0,0,0,2,1,0,5,0,1,0,9,0,0,1,16,0,7,1,2,4,4,3,4,3,2,0,0,0,0,3,1,0,8,0,2,0,0,0,1,0,0,4,0,0,1,0,1,2,0,2,2,0,1,1,1796,1,1,"London : printed by M. Ritchie, Middle-Street, Cloth Fair, for J. Wright, 169, Piccadilly, MDCCXCVI. [1796].",London,1736,unknown,,,FALSE,"condulinlg affairs. so that they cast out their young children , to the end they mipht not live. 20 In which time M, .ses was horn, and was exceeding fair, and nourihed up in his father's house three months. 21 And when he was caf out, Pharaoh's daughter took him"
1688000100_000046,"The Holy Bible, containing the Old Testament and the New: Newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,99,7,0,2,0,0,2,0,1,0,1,0,0,4,3,0,0,1,0,2,0,9,3,6,0,1,2,0,0,0,3,1,0,0,1,1,3,1,0,9,0,0,1,1,7,7,0,0,0,5,2,1,2,1,3,0,0,2,2,2,0,1768,1,1,"Cambridge : Printed by John Archedacon printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, 1768.",Cambridge,1031,unknown,,,FALSE,"to pars, if they will not believe also there two signs, neither hearkcen unlto thy voice , that thou thalt take of the water of the river , aid poor it upon thle dr~y land : and the water whichi thou takeft out of the river , thall become blood"
0061200200_001014,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,94,1,0,2,1,2,3,0,0,0,2,0,0,12,2,0,0,8,0,1,2,12,2,3,1,2,2,0,1,0,1,5,0,2,0,1,4,0,0,6,1,1,0,0,2,3,0,0,1,0,0,1,0,2,1,0,1,1,0,1,1,1738,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXVIII. [1738].",Oxford,1132,unknown,,,FALSE,"no not/f m,, uch as to set his foot on: yet he promised( ( he would give it to him for a pofleflioii and to his seed after him, when as yet he hab no. child. 6 And God spake on this wise, that hisred : should sojourn in a"
0612702300_000189,"The harmony of the four gospels; wherein the different manner of relating the facts of each evangelist is exemplify'd. To which are annexed, references to other parts of the holy scripture, but especially to those contained in the New Testament. With The History of the Acts of the Apostles.","Harley, Edward, 1664-1735",104,1,1,2,0,3,3,0,0,0,2,1,0,7,1,1,0,14,0,0,1,15,1,5,1,0,3,2,2,4,2,2,0,1,0,1,3,0,0,7,0,2,0,0,1,2,0,0,4,0,0,1,0,1,2,0,2,1,0,1,1,1733,1,1,"London : printed by Jos. Downing, in Bartholomew-Close, M.DCC.XXXIII. [1733].",London,566,unknown,,,FALSE,"out our Fathers first. ;. And at the second time 5ofjeph was made known to his Brethren; and yofeph's Kindred was made known unto Pharaoh . i4. Then sent rofeph, and called his Father Jacob to him, and all his Kindred, threescore and fifteen Souls. 15 So yacob went down"
0325801402_000113,"The holy Scriptures of the Old and New Testament, by way of abstract: containing what is most especially instructive In The Historical Parts: Also The Many Edifying Examples And Discourses Which Are Met With In These Excellent Writings. Collected with much Care and Attention, with a view to Promote the Reading and Knowledge of the Scriptures. By John Kendall. ...","Kendall, John",114,1,1,2,0,3,2,0,0,0,3,1,0,12,0,0,0,14,0,0,2,14,0,4,2,2,3,2,2,4,1,5,0,2,0,1,5,1,0,8,0,2,0,0,1,3,0,0,3,0,0,1,0,0,2,0,2,1,0,1,1,1800,2,2,"London : printed and sold by William Phillips, George Yard, Lombard Street, 1800.",London,469,male,1726,1815,FALSE,"patriarchs moved with envy, sold Joseph to be carried into Egypt : but God was with hiim, and delivered him out of all his afflictions, and gave him favour and wisdom in the sight of Pharaoh king of Egypt : who made him governor over Egypt , and all his"
1242600400_000288,"The book of common prayer, And Administration of the sacraments, and other Rites and Ceremonies of the church, According to the Use of The Church of England: Together with the Psalter or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,103,1,1,3,0,3,3,0,0,0,2,1,0,5,1,1,0,8,0,0,1,16,0,7,1,2,4,4,3,4,3,2,0,1,0,0,3,1,0,7,0,1,0,0,1,1,0,0,4,0,0,1,0,1,2,0,2,0,0,1,1,1776,1,1,"Cambridge : printed by J. Archdeacon Printer to the University; and sold by J. Beecroft, J. Rivington, B. White, and E. Dilly in London; and T & J. Merrill in Cambridge, 1776.",Cambridge,1005,unknown,,,FALSE,"another"" king arose,  which knew not Joseph. 19 The same dealt fubtilly with our kindred, and evil entreated our fathers , so that they cast out their young children , ""to the end they might not live. 20 In which' time mlxofes was born, and was exceeding fair, and"
1229100102_000139,The holy Bible ornamented with engravings by James Fittler from celebrated pictures by old masters. The letter press by Thomas Bensley.,,104,0,3,6,1,1,6,8,1,1,2,1,0,2,3,2,0,2,1,1,1,9,0,7,0,0,1,1,0,3,8,0,4,3,0,0,5,1,0,0,0,2,2,0,2,0,1,1,1,0,0,0,0,3,2,0,1,1,0,2,2,1795,2,2,"London : published by R. Bowyer, Historic Gallery, Pall Mall, & J. Fittler, No. 62, Upper Charlotte Street, 1795.",London,859,unknown,,,FALSE,"was the word of the LORD. 9 And I bought the field of Hana meel my uncle's son, that was in ·anathoth, and weighed him the money, even seventeen shekels of silver. 10 And I subscribed the evidence, and sealed it, and took witnesses, and weighed him the money in"
0056100204_000222,"Sacred literature: shewing the holy scriptures to be superior to the most celebrated writings of antiquity, by the testimony of above five hundred witnesses, and also by a Comparison of their Several Kinds of Composition. In Twelve Books. To which are Added, Epistles and Extracts, from some of the Most Early of the Christian Fathers. The Whole Intended not only to recommend the Bible as superior to all other Books, but as a moral and theological Repository for Christians of every Rank and Degree. In four volumes. By the Revd. David Simpson, M.A.","Simpson, David",99,2,11,2,0,1,1,0,2,0,0,0,0,1,1,1,0,4,0,0,4,5,1,1,0,0,0,0,4,4,7,0,4,10,0,2,2,1,0,2,0,8,0,0,5,2,0,3,1,0,0,0,2,1,1,0,1,0,0,2,0,1788,4,4,"Birmingham : printed and sold by M. Swinney. Sold also by Dilly, Buckland, Matthews, Scollick, Trapp, London; Spence, York, Bulgin, Bristol; Clarke, Manchester; Bayley, Macclesfield; and all other booksellers in town and country, MDCCLXXXVIII. [1788].",Birmingham,680,male,1745,1799,FALSE,"passover on the fourteenth day of the first month. And he set the priests in their charges, and encouraged them to the service of the house of the Lord, and laid unto the Levites that taught all Israel , which were holy unto the Lord, Put the holy ark in"
