PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(african),termFreq(america),termFreq(annual),termFreq(black),termFreq(british),termFreq(brought),termFreq(carri),termFreq(charter),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(compani),termFreq(countri),termFreq(cruel),termFreq(dutch),termFreq(european),termFreq(export),termFreq(foreign),termFreq(fort),termFreq(franc),termFreq(french),termFreq(gambia),termFreq(gold),termFreq(hand),termFreq(human),termFreq(import),termFreq(indi),termFreq(inhabit),termFreq(king),termFreq(labour),termFreq(majesti),termFreq(manner),termFreq(merchant),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(number),termFreq(object),termFreq(peopl),termFreq(plantat),termFreq(poor),termFreq(portugues),termFreq(price),termFreq(properti),termFreq(public),termFreq(river),termFreq(sea),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(sugar),termFreq(taken),termFreq(thousand),termFreq(tobacco),termFreq(trade),termFreq(trader),termFreq(treat),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1010400100_000787,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,77,4,1,2,0,3,1,2,1,0,2,2,2,3,6,0,1,2,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,2,0,2,0,10,0,0,2,1,1,1,0,0,0,4,1,2,2,3,0,1,1,1,0,1,0,0,1,1,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"E. Ion. and L X deg. 15 min. of N. art. L Z NEGOM BO. N E G NEGOMBO. A port town of the isle of Ceylon, situated in 78 deg. of E. Ion. and 7 deg. 25 min. of N. lat. See ceylon. NEGRAIS. A port town of Pcgu"
1184400600_000530,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To which is added, a state of the present general traffick of the whole world ; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted from the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The third edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,83,1,2,0,0,2,0,0,3,0,3,2,1,4,5,0,4,3,0,0,1,0,1,0,3,0,0,0,0,1,0,1,1,0,2,1,1,4,2,0,0,0,2,5,1,0,0,0,2,3,4,4,0,0,2,0,2,1,7,0,2,0,1771,1,1,"London : printed for J. Rivington, T. Longman, B. Law, S. Crowder, T. Becket, T. Cadell, Robinson and Roberts, and R. Baldwin, M.DCC.LXXI: [1771].",London,928,male,,,FALSE,"Quantity is extracted. St. Salvador is properly the Rendezvous of all the Portuguese Merchants ; where they bring Gold and Silver Stuffs, Velvets, Englih Cloth, Gold Lace, black Ratine, small Engli7 Carpets, Copper Basons, blue Earthen Pitchers, Hats, Rings, Coral, Firearms, and Shells called here Zimbi, or Zinibis (as before"
0432500700_000070,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,100,10,6,2,3,0,2,0,2,0,3,3,4,6,3,0,0,1,2,2,1,0,0,0,0,0,0,0,2,0,0,2,2,1,5,4,0,1,3,1,0,1,0,0,0,1,0,0,0,2,3,4,0,0,1,0,0,0,16,1,0,0,1789,1,1,"[London], 1789.",London,890,unknown,,,FALSE,"are fully supplied at a very trifling Expense, the greatest Part being paid for with what h: s been a Burden to other Countries , the Refue and off feourings of her Population, without which fly would have little or no Existence in Trade , her natural Products being very"
0133600103_000046,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French by J. Justamond, M. A. ...",Guillaume Thomas François Raynal,76,3,2,1,1,0,0,0,2,0,4,1,2,1,2,0,2,3,0,1,1,0,2,1,1,0,0,3,1,0,0,0,0,1,2,5,0,2,4,1,1,0,0,3,3,0,1,1,0,2,0,5,0,0,0,0,1,1,6,0,0,3,1776,3,4,"London : printed for T. Cadell, in the Strand, M,DCC,LXXVI. [1776].",London,564,male,1713,1796,TRUE,"ngrocs. Not to mention the considerable diminution in the number of expeditions to Guinea, on account of the war , the arrangements of the last peace have occasioned new lands to be cultivated, which required extroardinary supplies. The number of men mui be reduced to sixty thousand , of which"
1352600102_000280,"The American universal geography, or, A view of the present state of all the empires, kingdoms, states, and republics in the known world, and of the United States of America in particular. In two parts. ... The whole comprehending a complete and improved system of modern geography. Calculated for Americans. Illustrated with maps of the countries described. By Jedidiah Morse, A.M. Published according to act of Congress. Part I[-II]. ...",Jedidiah Morse,74,4,2,0,2,0,1,0,1,1,4,1,2,2,6,0,4,2,1,1,1,2,1,0,2,0,3,0,0,3,0,0,0,0,0,0,3,1,1,0,1,1,0,1,1,0,0,3,0,2,1,5,0,0,1,0,0,1,5,1,0,0,1793,2,2,"Printed at Boston : by Isaiah Thomas and Ebenezer T. Andrews. Sold at their bookstore, Faust's Statue, no. 45, Newbury Street; by said Thomas, in Worcester; by Berry, Rogers and Berry, in Newyork; by H. and P. Rice, in Philadelphia; and by W.P. Young, in Charleston, MDCCXCIII. [1793]",Boston|New York.|Worcester.,572,male,1761,1826,FALSE,"and upon the smallest re~filance, thley give over !ea~lt it should break. They are often as much as five feet in length On the Guinea or western coait, the eng~ifh~ trade  to James Fort , and other fsettlements near and up the river Cambia, where they exchange their r~oollen"
1236701302_000048,"The history of America containing the geographical, political, and commerical [sic] state of that continent: in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. du Bosque late Historographer to the French King. In two volumes. ...",Malachy Postlethwayt,130,5,6,1,0,0,3,1,4,0,6,1,7,11,1,0,2,1,0,1,8,7,8,0,2,0,0,1,1,0,1,1,1,2,0,7,1,3,1,0,0,0,0,1,3,0,0,1,0,1,2,0,0,0,0,3,0,0,21,3,0,1,1771,2,2,"London : printed by James Lowndes in Paternoster-Row, MDCCLXXI. [1771].",London,391,male,1707,1767,FALSE,"management of the African trade ; with considerations bow the same might have been better conducted, and far more extended for the general interest of the nation ; , with [ 14i ] with a further comparison between our management and that of France , refperting the fame: and by"
1116400117_000632,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,72,2,1,1,0,4,0,1,7,0,3,1,2,0,6,0,0,4,0,0,0,0,2,1,5,0,1,1,2,1,0,0,0,1,0,0,2,4,0,0,0,3,0,2,0,1,0,0,1,0,0,4,2,2,1,0,0,0,1,1,1,1,1798,17,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,869,unknown,,,FALSE,"after they had made many incursions into it, the inhabitants were as regularly purchased for slaves by some of the adjoining states as II they are now by the maritime Europeans . nec route "" The Arabs of Egypt having reduced all the north by whiich f Africa , and"
0793200100_000538,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To Which IS Added a state of the present general traffick of the whole world; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted fro the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The second edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,99,1,1,0,2,1,0,0,1,0,6,1,4,1,2,0,4,8,2,0,1,0,4,0,10,0,0,1,0,2,2,0,0,1,0,4,2,4,0,0,1,0,0,3,0,0,0,3,1,1,2,6,0,1,0,0,3,0,11,1,0,1,1761,1,1,"London : printed for R. Baldwin at the Rose, and S. Crowder and Co. at the Looking-Glass, in Pater-Noster-Row, M.DCC.LXI. [1761].",London,943,male,,,FALSE,"Berku, and whose principal Traffic confifis in Gold Dust, which the Inhabitants give. in Exchange for red Cloth, Pots, Kettles, Basons, and other Copper Kitchen Utensils. Aguvanna, another African Kingdom on the Gold Coast , carries on much the same Traffic as the preceding one, with the Addition of some"
0498500202_000065,"Great-Britain's commercial interest explained and improved: in a series of dissertations on the Most Important Branches of her Trade and Landed Interest. With An Essay, shewing the great Advantages which would certainly accrue to England, from an Union with Ireland. Also a clear view of the State of our Plantations in America, Their Constitution, Trade, and Revenues, with A certain Method to encrease their Commerce and Strength. By Malachy Postlethwayt, Esq; In Two Volumes.",Malachy Postlethwayt,87,3,2,0,0,1,1,1,3,0,0,3,1,5,4,0,1,5,2,0,0,0,1,0,1,1,1,1,0,1,0,3,1,1,1,2,1,3,2,1,5,2,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,16,3,0,1,1759,2,2,"London : printed for W. Owen, at Homer's Head near Temple-Bar, MDCCLIX. [1759].",London,563,male,1707,1767,FALSE,"the rest of the world, and not at all for their own, WHE [ 268] WHETHER, instead of making ll.avs of these people , it would not rather beconm fuci nations that afiubme to themselves the name and character of Chritians, to give them a reliif for the blessings of"
1478900602_000047,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,124,5,5,1,0,0,2,1,4,0,6,1,7,9,1,0,2,1,0,1,8,7,8,0,2,0,0,1,1,0,0,1,1,2,0,6,1,4,1,0,0,0,0,1,3,0,0,2,0,1,1,0,0,0,0,3,0,0,20,3,0,1,1770,2,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,386,male,1707,1767,FALSE,"mnanagemedt and. that of, France , refpetting the Jfame: and by what means our eafj india company may be rendered infirumental to the security and advancement of this commerce . PRO am our last discourses, the meafitres taken by France to eftablilh their African trade , which has proved the"
1163900102_000012,"The history, civil and commercial, of the British colonies in the West Indies: in two volumes. By Bryan Edwards, ...",Bryan Edwards,99,5,4,0,2,0,1,0,2,4,9,0,1,12,1,0,5,0,1,0,7,0,1,1,1,0,0,2,1,0,5,0,0,1,2,4,2,2,1,1,2,2,0,1,0,0,0,2,0,0,1,3,1,1,0,0,0,0,7,0,0,1,1793,2,2,"London : printed for John Stockdale, 1793.",London,503,male,1743,1800,FALSE,"but of the Samboes none at all "" for they fled into the maine."" The writer then proceeds to give an account of the manners and customs of these people ; and relates, among other particulars, that slavery is the eftab lilied punishment for theft. "" If a man (fays"
0586500400_000006,"The importance of effectually supporting the Royal African Company of England impartially considered; shewing, That a free and open trade to Africa, and the Support and Preservation of the British colonies and plantations in America, depend upon Maintaining the Forts and Settlements, Rights and Privileges belonging to that corporation, against the Encroachments of the French, and all other Foreign Rivals in that Trade. The second edition. With a New and more Correct Map than any hitherto published, shewing the Situation of the several European Forts and Settlements in that Country. In a letter to a Member of the House of Commons.",Charles Hayes,110,3,5,1,0,0,0,0,2,0,10,2,1,6,2,0,2,1,2,1,5,0,2,1,0,2,0,2,2,0,1,0,0,0,2,3,6,5,0,0,2,2,0,1,0,0,0,2,0,9,3,0,0,0,0,1,0,0,19,0,0,2,1745,1,1,"London : printed by E. Say; and sold by J. Roberts, in Warwick-Lane, 1745.",London,51,male,1678,1760,FALSE,"claimed all that Part of the Coast , extending from Cape Blahco to the River Gambia , about So Miles in Length. In i68x, they exerted all their Strength to obffruct the African Company's Ships from trading along that Coast : But not being then in a Condition to contef"
0750300102_000036,"Britain's commercial interest explained and improved; in a series of dissertations on several important branches of her trade and police: Containing A Candid Enquiry into the secret Causes of the present Misfortunes of the Nation. With Proposals for their Remedy. Also The great Advantages which would accrue to this Kingdom from an Union with Ireland. By Malachy Postlethwayt, Esq; Author of the Universal Dictionary of Trade and Commerce, &c. ...",Malachy Postlethwayt,104,3,1,2,0,0,1,5,3,1,2,5,0,4,1,0,0,1,4,3,1,9,6,0,0,3,0,0,2,0,4,1,3,0,0,2,0,6,0,0,0,0,0,1,0,0,1,1,0,1,0,9,0,0,4,1,1,0,9,3,0,0,1757,2,2,"London : printed for D. Browne, without Temple-Bar; A. Millar, in the Strand; J. Whiston and B. White, and W. Sandby, in Fleet-Street, MDCCLVII. [1757].",London,563,male,1707,1767,FALSE,"under penalty of being carried there again. 8 All who shall carry or send negro slaves into France , and shall not send them back, according as prescribed in the three foregoing articles, shall be obliged, besides the loss of their slaves , to pay for each slave not sent"
0684801700_000009,"Considerations on the present peace, As far as it is relative to the colonies, and the African trade.","Roberts, John, governor of Cape Coast Castle",98,5,4,0,0,0,2,3,1,0,2,0,0,4,8,0,1,1,0,0,1,0,1,2,10,0,0,1,0,1,2,0,0,0,1,1,3,3,3,0,4,1,0,0,0,1,0,4,1,2,0,7,0,1,0,2,1,0,10,2,0,2,1763,1,1,"London : printed for W. Bristow, at the West End of St. Paul's Church-Yard, MDCCLXIII. [1763].",London,79,unknown,,,FALSE,"certainly a great and valuable acquisition to this country , if put upon.a proper efta( ( as it will secure to us all the gum trade , so useful in our manufacures, and will greatly increase the slave , gold and ivory trades in Gambia river .. For when Senegal"
1253800102_000097,"The Family magazine; or, a Repository of religious instruction, and rational amusement. ... By Mrs. Trimmer.",Sarah Trimmer,98,3,2,2,0,0,0,0,6,0,7,0,0,1,3,1,0,1,0,0,0,1,0,0,2,1,0,1,2,3,4,1,0,4,1,1,7,5,3,0,2,1,2,2,0,0,1,0,0,4,3,6,1,1,1,1,0,0,8,0,0,3,1788,2,18,"London [England] : printed by and for J[ohn]. Marshall and Co. Aldermary Church Yard, in Bow Lane, [1788-1789].",London,467,female,1741,1810,TRUE,"industry, and under the government of chiefs or kings . Though these people had not a knowledge of the Christian Religion, and worshipped idols, they believed in one TRUE GOD, and had some apprehensions of a future: state. It was one part of the excellency of their government, that they"
1562800101_001269,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,125,8,3,5,1,0,4,1,3,0,3,5,0,5,0,0,0,0,2,0,5,7,9,1,4,0,0,7,0,0,2,1,1,0,0,2,1,11,3,0,0,0,0,0,1,0,1,1,0,0,3,0,0,1,10,2,0,0,9,2,0,1,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,FALSE,"north coast , the Englith traded freely and openly to all places on the said coast , withoit any let or molestation. Since the French have been in poffeflon of those sorts, they have not only taken upon themselves to exclude the British nation from those parts, and do now"
