PassageID,Title,Author,Total termFreq,termFreq(advanc),termFreq(arm),termFreq(armi),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(bodi),termFreq(camp),termFreq(carri),termFreq(citi),termFreq(colonel),termFreq(command),termFreq(continu),termFreq(count),termFreq(countri),termFreq(duke),termFreq(enemi),termFreq(engag),termFreq(field),termFreq(follow),termFreq(foot),termFreq(forc),termFreq(form),termFreq(french),termFreq(gener),termFreq(ground),termFreq(guard),termFreq(head),termFreq(hors),termFreq(join),termFreq(kill),termFreq(king),termFreq(left),termFreq(line),termFreq(mean),termFreq(near),termFreq(night),termFreq(number),termFreq(oblig),termFreq(offic),termFreq(order),termFreq(parti),termFreq(pass),termFreq(piec),termFreq(princ),termFreq(quarter),termFreq(receiv),termFreq(regiment),termFreq(retir),termFreq(retreat),termFreq(return),termFreq(river),termFreq(sever),termFreq(soldier),termFreq(taken),termFreq(took),termFreq(town),termFreq(troop),termFreq(war),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1761700104_000097,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",118,2,0,11,0,2,2,0,1,0,1,5,0,1,3,1,10,6,1,1,0,0,4,0,7,3,0,1,0,2,0,2,2,0,3,2,3,2,2,1,4,1,1,2,0,3,0,1,4,1,2,1,1,3,0,4,2,1,3,2,1,1744,4,4,"London : printed for John and Paul Knapton, 1744-47.",London,1188,male,1661,1725,FALSE,"afifited in that design by any four forces ."" In the mean timb night came on apace, and we were informed, that the King's household (whose retreat was covered in some measure by us) were at too great a distance. Things handing thus, our resolution of breaking through the enemy"
0930102900_000020,"An exact history of the campaign in Germany, for the year 1704, under the conduct of his excellency John Duke of Marlbourgh [sic], ...",Francis Hare,134,3,1,5,1,1,0,0,7,3,0,1,6,3,1,1,11,9,1,0,0,2,3,0,2,5,3,0,0,2,1,1,0,2,2,0,5,6,0,1,0,8,0,2,2,6,0,2,2,3,2,1,6,4,0,0,1,2,2,1,1,1706,1,1,"London : printed for J. Nutt, 1706.",London,77,male,1671,1740,FALSE,"Forces under his command , were advanced to the River hqjeicb, and had possessed themselves of all the Passes to prevent our going over that River ,. and hinder us from inverting Landau. The Eletor of Buaariat having been at Strasburgh was at this time on a full March to"
1139000132_000016,"A new history of England, from the descent of the Romans, to the demise of his late Majesty, George II Inscribed To his present Majesty, George III. By William Rider, A. B. Late of Jesus College, Oxford. ...",William Rider,115,0,0,7,1,5,3,1,0,1,2,1,2,1,2,0,7,5,1,2,0,1,3,3,9,6,1,2,1,3,1,2,0,3,3,1,0,1,3,2,3,4,0,1,2,3,0,0,2,2,1,0,2,2,0,2,0,2,2,1,0,1761,32,50,"London : printed for S. Crowder and Co. in Pater-Noster Row; and J. Wilkie, in St. Paul's Church-Yard, [1761-64].",London,229,male,1723,1785,FALSE,"britain, gave early proofs of his martial disposition. ie charged at the head of his father's dragoons with great intrepidity : his horse was shot under him; and colonel Lufchky was killed at his fide. Several French regiments were entirely broken, and a good number of officers and standards fell"
0087900800_000067,"The history of Francis-Eugene Prince of Savoy, Knight of the Golden Fleece, Privy-Counsellor and Prime Minister to his Imperial Majesty, President of the Aulic Council of War, Field-Marshal-General and Commander in Chief of all the Forces of the Emperor, Empire, &c. &c. Containing, the military transactions of above thirty campaigns, made by his Serene Highness in Hungary, Itlay, Germany, and the Low-Countries. And Interspersed with other memorable Events, during a Course of more than Fifty Years. The whole compiled from the best authorities, Printed and Manuscript, By an English officer, who served under his Highness in the last war with France.",John Bancks,126,0,1,9,2,3,5,0,4,1,0,2,1,3,4,0,5,11,0,2,0,0,3,0,6,2,0,1,1,3,1,3,1,2,2,1,1,1,3,1,3,1,0,3,1,8,0,3,4,0,0,2,5,4,1,0,2,0,1,0,3,1741,1,1,"London : printed for James Hodges, at the Looking-Glass on London-Bridge, MDCCXLI. [1741].",London,367,male,1709,1751,FALSE,"towards conce/f and Trefo, with a Design to pass the Adda between those two - E'; northeast's Places: But, upon some unexpeced Difficulties ac.terr.p to thrown in their Way by the Duke of Vendomie, pli the they were prevented. Prince Eugene then feut a, fra Detachment of all the Grenadiers,"
0004500404_000065,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,121,2,0,7,2,3,0,3,3,0,5,3,3,0,4,4,0,1,2,1,2,0,0,0,5,8,1,1,0,0,2,2,3,1,0,1,5,1,1,3,3,3,1,2,1,7,0,2,2,3,1,1,1,3,2,1,4,1,3,0,1,1796,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,516,male,1721,1771,TRUE,"booty on this occa libn, and General Seydelitz sent prisoners .to the camp , one Lieutenant- colonel , three Majors, four Lieutenants, and fixty two soldiers of the enemy , who had also about an hundred and thirty killed . After this ation his Prussian Majeity advanced near Eyefenach, with"
0011000103_000766,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,134,5,2,8,3,0,7,2,0,2,0,2,2,2,4,0,5,15,2,2,0,1,3,0,2,3,5,1,0,2,0,1,3,7,2,1,2,2,1,0,1,6,2,0,0,2,0,2,9,0,2,3,1,2,1,0,1,0,1,0,2,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"that the luz.ara. enemy advanced towards us, with their whole army , Prince Eugene ordered the trumpets to found to horn, the ilthi in the morning, and about ten o'clock he ordered the whole army to march towards Luzara. Never were men seen to march with such a zealous alacrity"
0011800102_000531,"A new and universal history of England, from the earliest authentic accounts, to the end of the year 1770. Containing A Comprehensive and Accurate Description of all the Battles, Sieges, Sea-Sights, and other memorable Events, in which the English have been concerned, from the remotest Period of Intelligence. With a circumstantial Account of the Origin of this Kingdom, its Government, and its Laws; the many Revolutions it has undergone, the amazing Progress made by its Inhabitants in every Branch of Science, and their various Discoveries, Conquests, and Acquisitions in different Parts of the World. Together with faithful Delineations of the Characters of all the Princes who have swayed the British Sceptre, and other illustrious Personages, who have rendered themselves conspicuous by their Valour, their Patriotism, or their Learning. The whole tending to display the patriotic Virtues of our illustrious Ancescors, and inspire the British Youth with an Emulation of imitating their glorious Examples. By William Henry Mountague, Esq; Embelished and illustrated with a great number of curious copper-plates, from original drawings made on purpose for this work, by the celebrated Wale, and engraved by those eminent Artists, Grignion and Walker.","Mountague, William Henry",120,7,2,2,1,1,3,5,2,1,1,2,0,2,0,3,0,8,0,1,0,0,4,1,8,1,0,2,2,0,2,2,0,2,0,0,0,1,1,4,0,3,2,3,3,8,1,3,2,2,1,1,2,1,0,2,5,5,3,1,1,1775,2,2,"London : printed for J. Cooke, at the Shakespear's-Head, No. 17. in Pater-Noster-Row, [1775?].",London,584,unknown,,,FALSE,"leaving about fifteen hundred men killed or wounded in the field of battle , with ten pieces of cannon; and the same number were taken prisoners. On the evening of the battle , the marquis of Granby, with twelve battalions, and ten quadrons, received orders to pass the river in"
0163200200_000103,"A compleat history of the late war. in the Netherlands. Together with an abstract of the Treaty at Utrecht. By Tho. Brodrick, gent. The whole illustrated with 15 curious copper plates; And the Coats of Arms of most of the Nobility, and several other Eminent Persons.",Thomas Brodrick,124,0,1,2,2,2,3,3,0,1,0,5,1,1,3,0,4,6,2,2,0,5,2,2,7,7,0,1,1,3,0,0,0,7,2,0,2,3,2,1,5,5,0,3,1,6,0,1,1,4,1,0,0,2,1,2,0,1,5,0,3,1713,1,1,"London : printed by William Pearson, for Thomas Ward, in the Inner-Temple-Lane, MDCCXIII. [1713].",London,522,unknown,,1769,FALSE,"this Attack : And, the Duke of Mrlborougb finding the great Effort, was like to be made on the Right, sent to the Left for zo Battalions. The left Wing, which had passed their Horse through' Ou denard, and the Foot , on Bridges below the Town , ar rive"
0792300202_000071,"A complete history of the origin and progress of the late war, from its commencement, to the exchange of the ratifications of peace, between Great-Britain, France and Spain: On the 10th of February, 1763. And to the Signing of the Treaty at Hubertsberg, between The King of Prussia, the Empress-Queen, and the Elector of Saxony, On the 15th of the same Month. In which, All the Battles, Sieges, Sea-Engagements, and every other Transaction worthy of public Attention, are faithfully recorded; with political and military Observations. In two volumes.",,134,2,1,1,1,11,4,2,2,0,0,7,5,1,1,0,1,6,1,1,2,1,1,0,11,12,3,0,0,4,0,3,1,4,1,0,3,1,0,2,2,4,1,0,2,9,0,1,2,1,4,0,1,0,0,5,2,0,1,0,3,1764,2,2,"London : printed for J. Knox, near Southampton Street, in the Strand, MDCCLXIV. [1764].",London,414,unknown,,,FALSE,"and the Aeft; the left extremity of this wing, under general Wutgenau, by which it was perfectly secured, as the right was supported by the village of Kirch Denkern, situated immediately on the Aef. In this wing the marquis of Granby commanded , assisted by lieutenant- general Howard, and the"
1037100203_000321,"The history of England, by M. Rapin de Thoyras, continued, from the abdication of King James II, to the accession of His late Majesty K. George I. By Thomas Lediard, Gent. Late Secretary to His Majesty's Envoy Extraordinary in Lower Germany. Vol.III.",Paul de Rapin,130,4,1,12,3,0,7,2,0,2,0,1,1,3,4,0,3,15,2,2,0,1,3,0,1,2,4,0,1,2,0,2,2,6,1,1,2,3,1,0,3,4,2,0,1,2,0,1,6,1,2,2,0,3,1,0,3,0,2,0,3,1736,3,3,"London : printed by and for, the sole proprietor, J. Mechell, at the King's-Arms, next the Leg Tavern, in Fleet-Street, MDCCXXXVI. [1736].",London,448,male,1661,1725,TRUE,"of Luzara. meats of cavalry of colonel general de Montperoux, he battle of Upon everal adviceswhich we received , thatthed'fez d ore d'anjou Cavaillac the dra l.uzla.. enemy advanced towards us, with their whole army , goons of Savoy, and some other regiments , behind Prince Eugene ordered thetrumpets tofoundtohorfe,"
0007901300_000044,"The military history of Great Britain, from Julius Cæsar to the conclusion of the late war. Containing A full and particular Description of the famous Battles of Cressey, Agincourt, Naseby, Dunbar, Worcester, Blenheim, Ramillies, Malplaquet, Tournay, Oudenarde, Dumblain, Dettingen, Fontenoy, Preston-Pans, Culloden, Minden, &c. &c. With an Introduction, Containing A Description of the Inhabitants, from the Earliest Accounts, with their Customs, Manners, Religion, &c. Collected from the best historians, both ancient and modern, by a society of military gentlemen.",Society of military gentlemen,139,1,1,4,2,4,1,2,0,2,0,0,5,0,2,1,5,6,0,0,1,7,1,1,10,9,0,0,4,4,1,3,0,4,1,0,3,4,2,0,3,2,0,0,2,5,1,0,4,3,1,0,0,5,1,3,3,2,7,0,6,1763,1,1,"London : sold by R. James in the Strand, [1763?].",London,263,unknown,,,FALSE,"this action, M. d'auverquerque was on horseback at the head of the troops , in the hottest of the fire; count Tilly was at the head of the horse , and the Prince of wvirtemberg animated the troops everywhere by his own example, fiewing himself in all places where the"
0163000202_000043,"Continuation of the Complete history of England. By T. Smollett, M.D. ...",Tobias Smollett,122,3,0,11,3,2,1,3,3,0,1,2,2,0,4,1,0,6,3,1,2,0,0,0,7,9,1,0,1,0,1,3,3,1,0,0,3,1,2,2,2,1,1,1,1,6,0,0,2,3,3,0,1,4,1,0,6,2,5,0,1,1762,2,5,"London : printed for Richard Baldwin, at the Rose in Paternoster-Row, MDCCLXIII. [1763] 1762-65.",London,491,male,1721,1771,TRUE,"and that of the French under the prince of Soubise, making toge rher about fifty thousand men, half of which were French , had by this time joined , and advanced as far as Erfurth in Saxony: upon which his Prussian majelty, finding that all his endeavours could not bring"
0443100302_000079,"An history of England; in a series of letters, from a nobleman to his son. To which is prefixed, an introduction, containing a dialogue on the constitution between Marcus Aurelius Philosophus, and Servius Tullius. By the author of the dialogues of the dead. With the addition of Mr Anderson's progress of arts and sciences, &c. in a chronological series.",Oliver Goldsmith,132,4,0,9,1,8,1,1,5,0,0,1,1,3,3,1,1,7,0,0,0,1,2,0,12,1,1,0,4,2,0,1,0,5,1,4,1,0,0,1,0,5,2,5,2,9,1,0,1,3,2,0,2,3,0,2,3,1,5,2,2,1784,2,2,"Dublin : printed for John Exshaw, Grafton-Street, and William Colles, Dame-Street, MDCCLXXXIV. [1784].",Dublin,372,male,1728,1774,TRUE,"troops under Prince Ferdinand aster signing the convention of Clofter seven, was at Crevelt. The Prince found itimpoffible to prevent the French from passing the Rhine, wherefore he cantoned the allied army in the bishopric of Munster. At the latter end of May, he ordered a detachment to pass the"
0550600104_000048,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,116,1,0,7,0,7,3,2,1,0,2,3,6,3,2,0,1,5,1,1,2,1,1,3,0,3,1,0,0,2,2,3,4,5,1,2,0,1,1,1,2,0,0,1,1,10,0,1,1,2,2,0,2,4,0,2,3,1,3,0,3,1800,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,513,male,1721,1771,TRUE,"who commanded them, seemed determined to maintain this B oo Kthis advantageous post; but the King of Prufia m'. overlooked all difficulties. Having thrown several 757 bridges over the Moldaw on the fifth of May, he passed that river in the morning of the sixth, with thirty thousand men, leaving"
1509300106_000214,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix La Chapelle, 1748. Containing the transactions of one thousand eight hundred and three years. By T. Smollett, M.D. The third edition.",Tobias Smollett,114,1,0,6,1,3,2,0,0,1,1,2,1,1,2,1,5,5,4,3,0,1,3,3,9,6,1,1,2,5,0,2,0,3,3,0,0,1,3,3,4,4,0,2,2,4,0,0,2,1,1,0,2,1,0,1,2,1,2,0,0,1758,6,7,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-row, MDCCLVIII. [1753].",London,574,male,1721,1771,TRUE,"Burgundy declared for an engagement , and Vendome fiubmitted to his opinion with great. relu~ance, as the opportunity was noty 10ft and the army unformed. major greneral Gn ~ ma~ldi was ordered to attack Rantzaw with the horse of the kinhg's houfhiold, who finding the rivulet marfhyr, reful~ed to charge,"
1510200102_000519,"A new and universal history of England, from the earliest authentic accounts, to the present time. Containing a comprehensive and accurate description of all the battles, sieges, sea-fights, and other memorable events, in which the English have been concerned, from the remotest period of intelligence. With a circumstantial account of the origin of this kingdom, its government, and its laws; the many revolutions it has undergone, the amazing progress made by its inhabitants in every branch of science, and their various discoveries, conquests, and acquisitions in different parts of the world. Together with faithful delineations of the characters of all the princes who have swayed the British scepter, and other illustrious personages, who have rendered themselves conspicuous by their valour, their patriotism, their virtue, or their learning. The whole tending to display the patriotic virtues of our illustrious ancestors, and inspire the British youth with an emulation of imitating their glorious examples. By William Henry Mountague, Esq; embellished and illustrated with upwards of one hundred and twenty copper-plates, from original drawings made on purpose for this work, by the celebrated wale, and engraved by those eminent artists, Grignion and Walker.","Mountague, William Henry",117,6,2,2,1,1,3,3,2,1,1,2,0,2,0,3,0,9,0,1,0,0,4,1,8,1,0,2,2,0,2,2,0,2,0,1,0,1,1,4,0,3,2,3,3,8,1,3,1,2,1,1,2,1,0,2,4,5,3,1,1,1771,2,2,"London : Printed for J. Cooke, at Shakespear's-Head, No. 17, in Pater-noster-Row, MDCCLXXI. [1771].",London,610,unknown,,,FALSE,"themselves to flight, leaving about fifteen hundred men killed or wounded in the field of battle , with ten piece's of cannon; and the same number were taken prisoners. On the evening of the battle , the marquis of Granby, with twelve battalions, and ten squadrons, received orders to pass"
0362800100_000020,"The operations of the allied army, under the Command of His Serene Highness Prince Ferdinand, Duke of Brunswic and Luneberg, during the greatest part of six campaigns, beginning in the year 1757, and ending in the year 1762. By an officer, who served in the British forces. Illustrated with maps and plans.","Hotham, Charles, Sir",114,2,1,2,1,3,4,1,2,0,1,1,3,1,1,1,6,12,1,3,3,1,2,4,4,0,0,0,1,3,0,2,0,6,1,0,3,0,1,1,1,5,0,1,2,5,0,0,4,3,0,1,1,1,1,0,2,0,4,0,5,1764,1,1,"London : printed for T. Jefferys, Geographer to the King, M.DCC.LXIV. [1764].",London,318,male,1729,1794,FALSE,"from Cafel, deitroying the bridge after him, and took polt near the H 2 village 1758 SOUTHEAST T H Y E, A R village of Sunderhaufen, in order to observe the motions of the French . Fischer's corps, which formed the enemy's van, arrived on the 22d on the eminences"
