PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(believ),termFreq(child),termFreq(court),termFreq(daughter),termFreq(earl),termFreq(end),termFreq(enter),termFreq(famili),termFreq(father),termFreq(fortun),termFreq(friend),termFreq(gener),termFreq(gentleman),termFreq(hand),termFreq(happi),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(knight),termFreq(know),termFreq(ladi),termFreq(late),termFreq(leav),termFreq(left),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(night),termFreq(old),termFreq(person),termFreq(poor),termFreq(prai),termFreq(present),termFreq(return),termFreq(room),termFreq(servant),termFreq(sure),termFreq(think),termFreq(thought),termFreq(told),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0083700200_000021,"Trifles: viz. the toy-shop. The king and the miller of Mansfield. The blind beggar of Bethnal-Green. ... With several others, not more considerable. By R. Dodsley.",Robert Dodsley,96,0,1,0,3,0,3,0,0,6,0,1,0,1,0,0,0,1,4,1,2,0,1,4,1,7,2,2,1,0,0,0,0,1,0,1,1,4,0,0,0,16,0,4,1,3,3,2,0,1,3,1,6,1,2,1,1,1,0,2,1745,1,1,"[London] : At Tully's Head in Pall-Mall, 1745.",London,358,male,1703,1764,TRUE,"disguise; I have tried thy honesty, and will no longer fufpea it. Enter GREENWOOD. GREENWOOD. Sir, I am come to let miss Kitty know privately, that my matter will be.here disguise immediately. SIR JOHN. Will he? Well, go into the next room and tell her so. If your majesty will"
0020100301_000059,The history of Sir Henry Clarendon. ...,,88,1,1,3,0,0,3,1,0,0,3,4,4,1,0,0,1,2,1,3,1,2,3,0,0,0,0,2,12,1,1,0,0,0,3,0,0,3,5,0,2,6,0,0,2,0,3,0,2,0,0,0,4,2,0,1,1,1,1,2,1785,1,2,"London : printed for R. Baldwin, in Pater-Noster Row ; and W. Richardson, at the Royal-Exchange, 1785.",London,311,unknown,,,FALSE,"but I never will consent, as I am persuaded Lady Anne F, though my aunt, is a very improper woman to initiate an inexperienced girl into the world . I shall rejoice to see Caroline: Of late my mind has been so occupied, that I really had not either time"
0128401600_000021,"The life of Miss Catlane; or, the ill effects of a hasty marriage. In a series of letters. Being a complete narrative of real characters. To which is added, an essay on false friendship; or Satan's eye tooth.",,77,0,0,1,4,0,4,0,0,0,2,5,1,0,0,2,0,1,1,0,1,1,1,0,3,0,0,2,3,1,4,1,1,1,2,0,0,0,1,1,0,3,0,2,1,5,0,0,1,1,2,1,1,2,9,1,2,0,0,2,1788,1,1,"London : printed for the author, 1788.",London,239,unknown,,,FALSE,"chance saw a man, while they were standing at the window, for they were seldom or never suffered to go out of the house , they were obliged to run from it, as if they saw fo: nething frightful; his eldest daughter , who married doors, had nearly lost her"
0112300106_000046,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Volume the First.",Henry Fielding,67,0,0,1,1,1,1,1,0,1,2,2,1,1,0,6,2,0,0,1,0,2,0,0,0,0,1,2,5,0,0,3,0,0,2,1,0,3,0,1,1,5,0,0,1,1,2,2,1,2,3,1,2,1,1,0,0,1,0,2,1775,6,12,"London : printed for John Bell, No 132. Strand, M.DCC.LXXV. [1775].",London,382,male,1707,1754,TRUE,"the first blow.  I am sorry you own it too,  -2 cries cries the gentleman ;  for it could not possibly ap -, pear to the court : for here was no evidence pre'  but the lame man in the chair, whom I sup'  to"
0865200104_000076,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In seven volumes. By Mr. Samuel Richardson, Author of Pamela, and Sir Charles Grandison. ...",Samuel Richardson,77,3,1,0,0,0,2,0,0,1,3,1,1,2,1,3,0,0,1,0,1,3,1,2,2,0,0,5,5,2,1,0,1,0,1,0,2,0,3,0,0,1,0,0,3,0,5,1,2,1,0,1,2,3,4,1,2,0,1,2,1765,4,7,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street, MDCCLXVI. [1765-66].",Dublin,361,male,1689,1761,TRUE,"himself home  with me. And when there, he acquainted me  with the whole of the unhappy affair, that had  made them all so uneasy. Till then I knew it on'  by report; for, intimate as we were, I forbore · to speak of what was so"
1272100600_000411,The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson. In seven volumes.,Samuel Richardson,71,0,1,0,2,0,0,0,0,1,0,0,2,1,2,0,0,2,0,1,5,1,1,3,1,0,0,1,2,0,2,1,3,1,0,1,4,4,1,2,0,2,1,0,1,3,3,0,1,2,0,1,3,1,4,0,0,1,2,1,1785,1,1,"London : printed for Harrison and Co. No. 18, Paternoster Row, MDCCLXXXV. [1785].",London,1148,male,1689,1761,TRUE,"it i.; in the power of people of i' fortune to Ltd. You have a great one. Now yourmotier is married , "" I have hopes of her. They will "" at least keep up appearances to each "" other, and to the world . They "" neither of them"
0737601500_000002,"Indiscretion, a comedy, in five acts, as performed at the Theatre-Royal, Drury-Lane, by Prince Hoare, author of the prize, my grandmother, sighs, Mahmoud, &c. &c.",Prince Hoare,78,0,1,2,1,0,2,0,0,4,3,3,0,0,0,3,0,1,0,3,4,3,2,0,1,1,0,5,0,0,0,0,0,3,0,1,0,3,2,0,0,5,0,1,1,1,0,1,3,3,5,2,0,1,0,1,1,1,1,3,1800,1,1,"London : printed and published by J. Barker, Dramatic Repository, Great Russell-Street, Covent-Garden. Sold also by M. Stace, Princes-Street, Soho, 1800.",London,79,male,1755,1834,FALSE,"by Morton - HENRY II or, Fall of Rosamond CLANDESTINE MARRIAGE JULIA, by Jephfon. -- SIEGE OF BERWICK. life's VAGARIES, as VORTIGERN, AND HENRY II 41 DRAMATIS PERSONA. Sir Marmaduke Maxim - - - MR. KING . Burly - MR. BANNISTER, JUN c!ermont - - - - - - -"
0522600700_000047,"Religious courtship: being historical discourses, on the necessity of marrying religious husbands and wives only. As also of husbands and wives being of the same opinions in religion with one another. With an appendix Of the Necessity of taking none but Religious Servants, and a Proposal for the better managing of Servants.",Daniel Defoe,99,1,1,4,1,0,3,0,2,0,4,5,0,0,0,6,0,0,0,3,0,1,1,1,0,0,0,4,6,0,2,1,0,2,1,1,0,8,2,0,3,0,0,7,1,1,2,1,1,0,0,0,1,3,2,8,1,2,0,6,1722,1,1,"London : printed for E. Matthews, at the Bible, and A. Bettesworth, at the Red-Lyon in Pater-Noster-Row ; J. Brotherton, and W. Meadows, in Cornhil, MDCCXXII. [1722].",London,365,male,1660,1731,TRUE,"-- a Gentleman , I believe you have heard of. Wife . Heard of him! we know him intimately well: But I am surprise at it, upon an Account that I believe will surprise you too, Fa. What can that be? Wife . Why, it is true, that gentleman had"
0761700600_000110,"Poems by the late George-Monck Berkeley, Esq. LL. B. F. S.S. A. With a preface by the editor, consisting of some anecdotes of Mr. Monck Berkeley and several of his friends.",George Monck Berkeley,77,0,1,0,2,0,5,1,2,0,0,2,2,3,0,3,1,2,0,1,1,0,0,2,0,0,0,1,2,4,0,2,0,3,3,3,0,0,2,0,1,2,0,3,2,3,0,1,1,1,0,2,1,2,2,2,1,0,0,5,1797,1,1,"London : printed by J. Nichols; and sold by Messrs. Leigh and Sotheby, York Street, Covent Garden; Mr. Edwards, Pall Mall; Mr. Cooke, Oxford; Mr. Todd, York; Messrs. Simmons and Co.; Messrs. Flackton, Marrable, and Claris; and Mr. Bristow, Canterbury, 1797.",London,854,male,1763,1793,FALSE,"time. He felt that it was condescension in a very learned man of between fifty and sixty, to say to a youth of nineteen, ""Whenever you pleafi, Sir, visit me at all times; I shall ""be most happy to see you, to give you any information ""you may wish that"
0578900800_000014,"The tender husband: or, the accomplish'd fools. A comedy. Written by Sir Richard Steele.",Richard Steele,83,0,0,1,0,0,0,0,1,1,1,0,2,0,1,3,1,2,1,1,3,1,0,0,0,0,1,3,6,1,1,0,0,0,4,1,3,9,3,3,1,0,0,0,1,2,3,1,0,2,2,0,3,2,1,0,1,1,1,8,1740,1,1,"Dublin : printed by S. Powell, for George Risk, at Shakespear's-Head in Dame's-Street, MDCCXL. [1740].",Dublin,63,male,1672,1729,TRUE,"on a Table before me At a difance behind let there be a Dwari; holding by the Bridle a milk white Palfrey Cler. Madam , the Thought is full of Spirit, and if you please there shall be a Cupid stealing away your Helmet, to lew that Love fiou'd have"
0292100121_000005,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,75,1,0,3,0,1,3,0,0,0,2,2,1,1,0,2,1,4,0,0,0,0,1,2,1,0,0,1,3,0,1,0,1,0,3,0,0,8,2,1,2,1,0,1,2,2,1,1,1,2,1,6,3,2,0,0,1,2,1,1,1797,21,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,374,unknown,,,FALSE,"are, pining yourself to death. 380 Clar. Jenny, you are a good girl, and I am very much obliged to you for feeling so much on my account ; but in a little time, I hope I shall be easier. Jen. Why, now, here today, Madam , for sartain you"
0280101400_000048,"Religious courtship: being historical discourses on the necessity of marrying religious husbands and wives only. As also of husbands and wives being of the same opinions in religion with one another. With an appendix of the Necessity of taking none but Religious Servants, and a Proposal for the better managing of Servants.",Daniel Defoe,98,1,1,5,0,0,3,0,1,0,4,5,0,0,0,6,0,1,0,3,0,1,1,2,1,0,0,4,5,0,3,1,0,2,1,1,1,8,1,0,2,0,0,6,3,1,2,1,0,0,0,0,2,3,1,7,1,2,0,5,1762,1,1,"London : printed for S. Crowder, at the Looking-Glass, in Pater-Noster row, M.DCC.LXII. [1762].",London,363,male,1660,1731,TRUE,"Kindness for him; and indeed he is a most lovely Gentleman . .ife. She has ated a noble Part indeed; and the more Affeaion she really had for him, the more of a Christian she has shown in her condua. Fa. So you would say indeed, if you knew all"
1102500105_000058,The spectator. ...,,81,2,0,2,0,1,3,0,0,0,2,2,2,2,0,1,2,1,1,2,3,0,0,1,2,0,2,2,2,0,0,0,2,2,1,2,3,0,1,0,1,2,3,5,1,0,0,1,0,0,0,0,3,5,5,0,3,0,3,3,1776,5,8,"Edinburgh : [s.n.], Printed in the Year 1776.",Edinburgh,351,unknown,,,FALSE,"idea of any character or passion, or an intelligible relation of any public occurrence, with no other exprefion than that of his looks and gestures. If all who have been obliged to these talents in Eajtcourt, will be at Love for Love tomorrow night , they will but. pay him"
0023000102_000037,"Argus; the house-dog at Eadlip. Memoirs in a family correspondence, by the author of Constance and the Pharos. In three volumes. ...","Mathews, Charles, Mrs",74,1,0,3,1,0,2,0,1,2,5,3,0,0,0,0,1,2,3,3,1,0,0,1,2,0,0,1,3,0,1,2,2,2,2,0,2,1,1,0,1,5,0,1,0,1,1,2,2,2,2,2,1,4,0,0,0,0,0,2,1789,2,3,"London : printed for T. Hookham, New Bond-Street, MDCCLXXXIX. [1789].",London,263,female,,,FALSE,"I shall, you may suppose, prolong her stay there as much as I decently can. From something sir Tancred let fall in the evening of my leaving my daughter there, I am inclined to believe a connexion between our families , would not be unacceptable to him, His son is"
0049900104_000099,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In eight volumes. To Each of which is added a table of Contents. The third edition. In which many passages and some letters are restored from the original manuscripts. And to which is added, an ample collection of such of the Moral and Instructive sentiments. interspersed throughout the Work, as may be presumed to be of general Use and Service. ...",Samuel Richardson,77,3,1,0,0,0,2,0,0,1,2,1,1,3,1,3,0,0,1,0,1,2,1,1,1,0,0,4,5,2,1,0,1,0,1,0,2,0,3,0,0,1,0,0,4,0,6,1,2,1,0,2,2,4,4,1,2,0,1,2,1750,4,8,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, St. Paul's Church-Yard; and by J. Leake, at Bath, M.DCC.LI. 1750-51 [1751].",London,385,male,1689,1761,TRUE,"this avowed friend   on both fides, that on Monday the Sith, as I, very well remember, Mr. Harlowe invited himself  home with me. And when there, he acquainted  me with the whole of the unhappy affair that had made , made them all so uneasy. Till"
0159000102_000016,"Northern memoirs: or, the history of a Scotch family. Written by a lady. In two volumes. ...","Woodfin, Mrs.",87,3,0,4,5,0,4,0,1,1,3,5,2,1,0,1,2,3,2,6,2,0,0,0,1,0,0,0,3,1,0,2,2,1,1,4,4,0,2,1,0,0,0,2,0,1,0,0,1,0,1,0,3,0,1,1,4,3,0,3,1756,2,2,"London : printed for F. Noble; at his Circulating-Library in King-Street, Covent-Garden; and J. Noble, at his Circulating-Library in St. Martin's-Court, near Leicester-Square, [1756].",London,212,female,,,FALSE,"Country round, but never once mif trusted (he was so near him. My Father's hearing was so bad, that  he dined and supped three Months,  with us, without his fufpeeting she was in the House , though he often  heard  heard her Elopement spoke of. We"
1070600101_000020,The Rambler. In four volumes. ...,Samuel Johnson,81,1,0,1,0,1,1,0,3,0,2,3,0,1,1,3,1,0,0,5,0,0,1,1,3,0,0,1,6,3,0,0,1,1,2,2,1,3,0,2,1,1,0,0,1,1,5,0,1,2,4,1,0,0,3,0,5,1,0,5,1793,1,4,"London : printed for T. Longman, B. Law and Son, H. Baldwin, J. Robson, C. Dilly, [and 16 others in London], 1793.",London,327,male,1709,1784,TRUE,"its full magnitude. I am the daughter of a country gentleman , whose family is numerous, and whose estate, not at first sufficient to fipply us with affluence, has been lately so much impaired by an unsuccessful lawv fuit, that all the younger children are obliged to try such means"
0740200105_000105,"The spectator. A new edition in eight volumes; with Illustrative Notes. To which are prefixed the lives of the authors, by Robert Bisset, A. M. ...",,84,3,0,2,0,1,3,0,0,0,2,2,2,3,0,2,3,1,1,2,3,0,0,1,2,0,2,2,4,0,0,0,1,2,1,2,2,0,0,0,1,2,1,7,1,1,0,1,0,0,0,0,3,5,4,0,3,0,3,3,1793,5,8,"London : printed for G. Robertson No 221, Piccadilly, J. Cuthell. No 24, Middle Row, Holborn, J. Lackington No 47 and 48 Chiswell Street Moorfields, and Messrs. Bell & Bradfute, Edinburgh, [1793-94].",London,473,unknown,,,FALSE,"so easy a rate as being present at a play which nobody would omit seeing, that had, or had not, ever seen it before. T. * STEELE was at great pains in his writings to promote the same and interest of ators of merit. No. 359 TUESDAY, APRIL 22, 1712"
0103600902_000044,"The narrative companion: or, entertaining moralist: containing choice of the most elegant, interesting, and improving novels and allegories, from the best English writers, viz. The Spectator, Rambler, World, Adventurer, Connoisseur, &c. &c. in Two Volumes. ...",,79,1,0,1,0,1,1,0,3,0,1,3,0,1,1,3,1,0,0,5,0,0,0,1,3,0,0,1,5,3,0,0,2,2,2,2,1,4,0,2,1,2,0,0,0,1,3,0,1,2,5,1,0,1,3,0,4,1,0,4,1760,2,2,"London : printed for T. Becket, at Tully's Head, near Surry-Street, in the Strand, MDCCLX. [1760].",London,292,unknown,,,FALSE,"you of one species ol cruelty, with which the life of a man of letters perhaps does not often make him acquainted; and which, as it seems to produce no other advantage to those that practice it than a short gratification of thought . less vanity, may become less common"
0664500101_000020,The rambler. In three volumes. ...,Samuel Johnson,78,1,0,1,0,1,1,0,3,0,2,3,0,1,1,3,0,0,0,5,0,0,1,1,2,0,0,1,5,2,0,0,2,2,2,2,3,5,0,2,1,2,0,0,0,1,3,0,1,2,3,1,0,0,3,0,4,1,0,4,1794,1,3,"London : printed for T. Longman, B. Law and Son, H. Baldwin, C. Dilly, G. G. and J. Robinson, T. Cadell, J. Nichols, F. and C. Rivington, W. Goldsmith, H. Murray, W. Otridge, W. Lowndes, S. Hayes, R. Faulder, G. and T. Wilkie, P. Macqueen, B. Collins, Hookham and Carpenter, Darton and Harvey, Vernor and Hood, Cadell jun. and Davies, and R. Jameson, MDCCXCIV. [1794].",London,469,male,1709,1784,TRUE,"social care the gracious lord disdains; Love prompts to love , and rev'repce reverence gains. To the RAMBLER. SIR, A s you seem to have devoted your labours A to virtue, I cannot forbear to inform you of one species of cruelty with which the life of a man of"
0299700600_000002,"The christmas frolick; or, Mirth for the Holidays. Consisting of A great Number of admirable Stories never before printed; with a select Collection of others, from rare, old, and scarce Books. With a Variety of New Songs, written on purpose for this Work, and adapted to well known Tunes. Likewise a select Store of New Jests, Anecdotes, Whims, Oddities. &c. copied as spoken by our First-Rate Wits; and never yet offered to public Inspection. The whole calculated to warm the Imagination, raise the Spirits in the gloom of Winter, and procure, what every one wishes, A Merry Christmas, and a Happy New Year.",,76,2,1,0,1,1,2,0,0,0,1,2,4,0,1,3,0,0,1,3,1,1,3,0,2,0,0,0,8,0,0,2,0,1,1,2,2,1,3,1,1,4,0,0,2,0,0,1,3,0,1,1,0,1,1,0,2,2,1,6,1775,1,1,"London : printed for G. Allen, in Paternoster-Row, and sold by all Booksellers, Stationers, and News-Carriers, [1775].",London,72,unknown,,,FALSE,"her in my Arms, and crying, "" Tis all a miitake, madam "" repeated the whole Sentence of the Play in which the Word fire occurred. by this time two of the Players had come forward, and as sured us that we' were fife.. w'ith difficulty I prevented my'harriet from"
0292100120_000015,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,82,0,0,1,0,0,0,0,1,1,1,0,3,1,1,3,1,2,1,1,3,1,0,0,0,0,1,4,6,1,0,0,0,0,2,1,2,9,4,3,1,0,0,0,2,2,3,1,0,1,2,0,3,1,1,0,1,1,1,8,1797,20,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,353,unknown,,,FALSE,"still a little , little lower. Niece. I'll be drawn thus, if you please, sir. Capt. Ladies , have you heard the news of a late marriage between a young lady of great fortune and a younger brother of a good family ? 150o Aunt. Pray , sir, who is"
1546000402_000011,The Farmer's son of Kent. A tale. In two volumes.,,66,1,0,0,0,0,2,1,1,1,1,1,3,3,1,4,1,2,2,0,0,1,0,1,2,0,0,1,4,1,1,0,0,1,1,0,1,0,2,2,0,4,0,0,3,0,0,3,2,1,1,0,0,1,2,1,3,1,0,2,1769,2,2,"Dublin : printed for J. Williams in Skinner-Row, M,DCC,LXIX. [1769].",Dublin,110,unknown,,,FALSE,"whether the chance of winning a beautiful "" woman and ten thousand pounds in cash be,, not'worth a trial to a person in your fituati t, on. Do this, and as soon as you are resolved "" (if really you can doubt of the matter) call "" upon me, and"
0024400202_000087,"The life and adventures of Joe Thompson, a narrative founded on fact. Written by himself ...",Edward Kimber,67,1,0,1,1,0,1,0,0,0,2,4,2,2,0,2,1,5,2,1,1,2,0,1,2,0,0,1,7,0,0,0,0,0,0,1,3,3,2,0,0,2,0,2,2,1,0,1,2,1,2,0,0,1,2,1,1,0,0,1,1775,2,2,"London : printed for John Hinton, at the King's-Arms, in Pater-Noster Row; and W. Frederick, Book-Seller, in Bath, MDCCLXXV. [1775].",London,364,male,1719,1769,FALSE,"Mr. Goodwill and Sharpey and the Gentlemen were invited to partake of a cold Repast, which was prepared by my Mother for our Rtfrefhment. Luifa and Madam Rich, with Serena, went into a back Pailour with my Mother, where, when she had unmafiled, the Scene between them was too delicately"
0797200122_000248,The novelist's magazine. ...,,68,2,0,3,2,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,1,3,1,2,0,0,0,6,3,1,0,1,2,0,2,0,3,2,3,0,1,2,1,1,1,0,0,1,0,1,0,4,3,1,2,2,1,1,1,2,1787,22,23,"London : printed for Harrison and Co., 1780-88.",London,699,unknown,,,FALSE,"uncommon pains to debauch her when fly became the wife of his friend . Had Mr. Faulkland fb behaved, what a wretch would it have made me! You know I have not a grain of jealouyv in my composition, yet I am sure a neg.e6 of this kind would make"
