PassageID,Title,Author,Total termFreq,termFreq(barbauld),termFreq(beauti),termFreq(breast),termFreq(burn),termFreq(charm),termFreq(coleridg),termFreq(collin),termFreq(crabb),termFreq(creat),termFreq(deep),termFreq(eastern),termFreq(emot),termFreq(even),termFreq(fair),termFreq(fanci),termFreq(feel),termFreq(fire),termFreq(friend),termFreq(gaze),termFreq(geniu),termFreq(gloom),termFreq(glow),termFreq(heart),termFreq(heaven),termFreq(imagin),termFreq(joi),termFreq(jone),termFreq(love),termFreq(man),termFreq(melancholi),termFreq(mind),termFreq(mountain),termFreq(muse),termFreq(music),termFreq(natur),termFreq(night),termFreq(orient),termFreq(pain),termFreq(power),termFreq(repos),termFreq(schiller),termFreq(smith),termFreq(soft),termFreq(solemn),termFreq(song),termFreq(soul),termFreq(sound),termFreq(still),termFreq(sublim),termFreq(sweet),termFreq(thee),termFreq(thou),termFreq(thy),termFreq(view),termFreq(wild),termFreq(written),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0188301500_000009,The day of judgment. A poem. In two books.,"Ogilvie, John",80,0,2,3,0,5,0,0,0,0,2,0,0,0,2,1,1,3,1,2,0,1,4,2,6,0,2,0,3,1,0,0,1,0,3,0,1,0,0,1,0,0,0,1,0,3,5,3,1,1,0,2,3,10,1,1,0,2,1753,1,1,"Edinburgh : printed by Hamilton, Balfour, and Neill, M,DCC,LIII. [1753].",Edinburgh,55,male,1732,1813,FALSE,"burrs away, impetuous in its flight, Till some vafr cloud receives the glowing weight; It lowrs with frowns, the trembling nations gaze ; It blots with night the fun's meridian rays; Over the wide skies the rolling darkness spreads, And hangs incumbent horror over their heads; At length the rattling"
0264100400_000017,"The conquest of Canäan; a poem, in eleven books.",Timothy Dwight IV,101,0,6,3,0,9,0,0,0,0,1,0,1,1,8,2,1,2,1,5,0,0,1,3,2,0,2,0,10,0,0,4,3,0,1,6,0,0,3,1,0,0,0,4,0,1,4,1,2,0,4,0,0,0,4,1,0,4,1788,1,1,"[London] : Hartford, New-England: printed MDCCLXXXV. London: reprinted for J. Johnson, No 72, St. Paul's Church-Yard, 1788.",London,363,male,1752,1817,FALSE,"unaffeeed ease, Moved in his limbs, and framed his soul to please; To worth complacent gave the just reward, And noticed humble life, with kind regard. 40 Nature can form the soul , or rough, or fine; But all her clouded beauties faintly shine: Religion bids a new creation rise,"
0869600700_000005,"The bee, a selection of poetry, from the best authors.",,70,0,1,0,0,1,0,1,0,0,0,0,0,2,1,2,0,2,1,1,0,1,2,1,1,0,2,0,6,0,1,1,0,2,2,0,0,0,0,2,0,0,0,2,1,2,4,4,2,1,2,2,2,11,0,3,0,1,1796,1,1,"Dublin : printed by John Gough No. 20 Meath Street, 1796.",Dublin,206,unknown,,,FALSE,"ftceds, And plumes of black, that, as they ticad, oad over the scutcheons of the dead.? C Nor can the parted body know, Nor wants the soul , there forms of woe: As men who long in prison dwell, With lamps that glimmer round the celi: wxhcne'er their fussiering years"
0801400104_000002,"A collection of poems, in four volumes by several hands.","Pearch, G.",85,0,3,2,1,4,0,0,0,0,1,0,0,1,1,3,2,3,0,1,0,1,1,4,2,1,2,0,8,0,0,2,0,0,0,3,2,0,1,3,1,0,0,5,0,1,3,2,2,0,1,1,0,11,2,2,0,2,1775,4,4,"London : printed for G. Pearch, and sold by Joseph Johnson, St. Paul's Church-Yard, MDCCLXXV. [1775].",London,329,unknown,,,FALSE,"upon herself at last. From ( 7) From these, immortal Goddess! fly, And bless thy humble votary. Give me Reason's lasting pleasure, Ease, but not ignoble leisure: Far be wild Ambition's fires , Hopeless Love , and fierce Desires. I aflt not Fortune's glittering charms , The pride of courts,"
0122703500_000003,Odes on several subjects.,Mark Akenside,94,0,1,3,1,2,0,0,0,0,1,0,0,1,3,2,1,2,3,0,0,3,0,1,1,0,2,0,3,0,1,2,1,4,1,4,0,0,4,6,0,0,0,2,0,2,0,3,2,0,2,4,8,17,1,0,0,0,1745,1,1,"London : printed for R. Dodsley, and sold by M. Cooper, 1745.",London,52,male,1721,1770,TRUE,"the tapers, urge the fire , And bid the joyletfs day retiree Alas, in vain I try.within. To raise the dull, dejeaed: scene, While roused by grief there fiery pains Tear the frail texture of my veins; While winter's voice, that storms around, And yon deep death bell groaning sound"
0290801000_000005,"Salmagundi; a miscellaneous combination of original poetry: consisting of illusions of fancy; amatory, elegiac, lyrical, epigrammatical, and other palatable ingredients.",,86,0,1,6,0,1,0,0,0,0,2,0,0,2,2,3,1,3,1,0,0,2,3,0,1,0,2,0,7,0,0,2,0,3,0,0,1,1,1,2,2,0,0,2,0,1,3,3,3,0,1,3,1,16,2,1,1,0,1791,1,1,"London : printed by T. Bensley, Bolt Court, Fleet Street; for T. Payne, Mews Gate; B. White and son, Fleet Street; and J. Debret, Piccadilly, 1791.",London,142,unknown,,,FALSE,"refrain, And dulcet sounds of airy minstrelsy From harps unseen accompany the strain. And while th' impassioned lay thy praises breathes Each ruder gale subsides, th' expanding flowers More lavish sweets dispense, and living wreaths Of brighter green array the magic bowers. And Love , light hovering in the balmy"
0496901300_000027,"Aks-i partaw. A series of poems, containing the plaints, consolations, and delights of Achmed Ardebeili, a Persian exile. With notes historical and explanatory. By Charles Fox.","Ahmad, Ardabåilåi",96,0,0,0,0,3,0,0,0,0,1,0,0,0,3,3,0,1,1,1,1,2,0,4,2,0,3,0,8,6,0,4,0,1,1,11,0,0,1,4,2,0,0,1,0,1,5,0,1,1,2,6,4,5,3,3,0,1,1797,1,1,"Bristol : printed by Bulgin and Rosser, for J. Cottle; G. G. and J. Robinson, and Cadell and Davies, London, 1797.",Bristol,319,unknown,,,FALSE,"calm, unfettered mind , A humble heart in all, to thee resigned. <0i ct0~ [ 1363 EXPANSION. SHALL we not trace the various charms that please Through' nature to an origin DIVINE ?: The pearl all beauteous, formed by dark disease, With rubies, sapphires, emeralds shall shine. The powers of"
0499500309_000019,Bell's classical arrangement of fugitive poetry. Vol. IX.,,72,0,2,0,0,3,0,0,0,0,1,0,0,0,2,1,0,1,1,2,0,3,2,2,2,0,1,0,5,1,0,1,1,3,1,0,1,0,0,1,0,0,0,3,1,1,5,1,4,0,2,2,0,8,2,2,1,3,1789,9,9,"London : printed by John Bell, 1789.",London,193,unknown,,,FALSE,"Loves with broken darts shall strew the ground; In vain for thee they waked the fond desires, Wove myrtle wreaths, and fanned their purer fires . The youthful God, who joins the nuptial bands, In vain expecing, near his altar stands; Fate spread the cloud: his torch extinct, he flies,"
0376600101_000032,A collection of poems in four volumes. By several hands.,"Pearch, G.",84,0,9,2,0,5,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,3,3,2,0,2,0,6,1,0,2,0,2,0,2,2,1,1,4,1,0,0,4,1,1,7,2,1,0,1,1,1,7,1,1,0,0,1770,1,4,"London : printed for G. Pearch, No 12, Cheapside, M.DCC.LXX. [1770].",London,334,unknown,,,FALSE,"In heaven y breasts the sacred passion sprung: The same b; - ht flames in raptured seraphs glow , As warm conrenting tempers here below: wvhile one at.: ation M;; rtal, Angel, binds, Virtue, which forms the unison of minds : Friendll; ip her soft harmonious touch affords, And geitl"
1062700701_000003,"Julia, a novel; interspersed with some poetical pieces. By Helen Maria Williams. In two volumes. ...",Helen Maria Williams,85,0,2,3,1,2,0,0,0,0,1,0,1,1,1,1,1,2,0,0,0,2,4,2,0,1,5,0,5,0,0,5,0,1,2,5,2,0,3,3,0,0,0,0,0,1,4,1,4,0,0,2,1,10,3,2,1,0,1790,1,2,"Dublin : printed for Chamberlaine and Rice, P. Wogan, P. Byrne, H. Colbert, W. M'Kenzie, J. Moore, J. Jones, Grueber and M`allister, W. Jones, G. Draper, R. White, and J. Milliken, M.DCC.XC. [1790].",Dublin,154,female,1762,1827,TRUE,"every fine young woman as the rival of Miss Melbourne, and hated them in proportion as they merited regard. She could not forgive Julia for being young, beautiful , accomplihed, and amiable, till her own daughter was married. After that period she pardoned there intrusive qualities; and at the request"
0110201000_000005,"Poems, by S. T. Coleridge, second edition. To which are now added poems by Charles Lamb, and Charles Lloyd.",Charles Lloyd,100,0,0,2,0,1,0,0,0,0,2,0,0,0,3,4,1,0,1,2,2,0,1,2,2,0,1,0,3,0,0,2,0,1,0,2,0,1,1,2,0,0,0,2,1,3,6,0,2,1,2,8,5,26,3,4,0,1,1797,1,1,"[Bristol] : Printed by N. Biggs, for J. Cottle, Bristol, and Messrs. Robinsons, London, 1797.",Bristol,279,male,1775,1839,FALSE,"the stars of heaven . Thy crowned are as the locusts; and.thy captains as the great grasshoppers which camp in the hedges in the cool day; but when the Sun ariseth, they flee away, and their place is not known where they are. There is no healing of thy bruise;"
0163900500_000007,"Poetic laurels for characters of distinguished merit; interspersed with Poems, Moral and Entertaining: dedicated to his Royal Highness George Prince of Wales, By Maria and Harriet Falconar, authors of a collection of poems, and slavery, a tract.","Falconar, Harriet",91,0,2,3,3,4,0,0,0,0,4,0,0,1,0,6,0,3,0,1,0,1,1,1,1,0,1,0,2,0,1,4,0,5,0,3,5,0,0,1,0,0,0,3,1,0,4,1,1,0,1,6,1,11,2,6,0,1,1791,1,1,"London : printed at the Logographic Press; and sold by J. Walter, No 169, Piccadilly, opposite Old Bond Street, M.DCC.XCI. [1791].",London,103,female,,,FALSE,"and beautifies the tear. In times for ever lost, through' many an age Of Brtain's glory, in its earliell stage The ( 3°) The tournament was held, where merit shone, And godlike valour made his prowess known; The prize was guarded by a noble dame, Of worflipp'd beauty , and"
1293100401_000153,"The British magazine and review; or, Universal miscellany of arts, sciences, literature, history, biography, entertainment, poetry, politics, manners, amusements, and intelligence foreign and domestick, ...","Wood, W.",69,0,1,1,0,4,0,0,0,0,2,1,0,1,4,1,0,0,0,1,0,1,2,3,4,0,1,0,9,0,0,0,0,1,1,1,1,1,1,2,1,0,0,1,0,0,2,1,5,1,3,2,1,2,1,1,0,4,1782,1,3,"[London [England] : printed for Harrison and Co. no. 18, Paternoster-Row ..., 1782-1783].",London,510,male,1782,1783,FALSE,"Whole copious streams enrich the fertile plains, Could vulgar love , or low delres, have made Or gently glide the spicy groves among; Alcectc's hand her tender breast invade? Dauntless Ihc bled; blessed with her life to save Beneath the shade that lofty trees dispense, Her dear Adnetas'froin th' impending"
0341801800_000003,Poems on several occasions.,Elizabeth Carter,82,0,5,2,0,4,0,0,0,0,0,0,0,2,3,3,2,1,0,0,1,1,3,3,3,0,2,0,6,0,1,3,0,2,1,2,0,0,0,2,0,0,0,3,0,0,3,1,3,0,4,5,0,4,2,2,1,2,1776,1,1,"London : printed for John, Francis and Charles Rivington, at the Bible and Crown (no 62.) in St. Paul's Church-Yard, M.DCC.LXXVI. [1776].",London,126,female,1717,1806,TRUE,"Which fixed and cdnifant to it's favourite Theme, In spite of.time and Distance is the fame:  Still feels thy Absence equally severe, Nor tafies without thee a Delight sincere. Now cold Aquarius rules the frozen Sky,  i15 And with pale Horrors strikes the cheerless Eye :  Soothed"
0869600600_000003,"The four seasons, a poem: by John Huddlestone Wynne, gent.",John Huddlestone Wynne,69,0,1,1,1,1,0,0,0,0,1,0,0,2,2,1,1,1,0,0,0,0,3,0,2,0,4,0,3,1,0,1,1,2,2,4,0,0,2,1,1,0,0,3,0,3,1,1,5,0,4,4,1,4,1,2,0,1,1775,1,1,"London : printed for G. Riley, 1775.",London,58,male,1743,1788,FALSE,"their various loves ; :, How full of care they tend their infant brood,..... Their charge each .season with their joys renewed; How with officious wing they. often prove. Their tender young, who, tempt the fields above, Till praise long, they fikim their flight afar,. And end at once the"
0589301300_000001,"The laurel disputed; or, the merits of Allan Ramsay and Robert Ferguson contrasted; in two poetical essays, delivered in the Pantheon at Edinburgh, on Thursday April 14th 1791, On the Question, ""whether have the Exertions of Allan Ramsay or Robert ""ferguson done more Honour to Scotch Poetry?"" By E. Picken, and A. Wilson.",Alexander Wilson,74,0,2,1,0,7,0,0,0,0,0,0,1,1,4,2,2,1,1,0,3,1,1,5,2,0,3,0,4,0,1,1,0,3,0,2,0,2,0,5,0,0,0,3,0,6,2,0,0,0,3,0,1,2,1,1,0,0,1791,1,1,"Edinburgh : printed for A. Guthrie, No. 25. South Bridge-Street, 1791.",Edinburgh,37,male,1766,1813,FALSE,"THE LAUREL DISPUTED, yc. c.,.,. , .~~~~~~~~~~~~~~~~~~~~* , DISPUTED; o0, T 11 F MERITS OF ALLAN RAMSAY A! D ROBERT FERGUSON CONTRASTED; IN TO pcerlc.l ils.ksav Dllivered in the Panheon t edii.burgh, on Thursday April 14th r191, On, ith! : ¢, "" letbhcer han'e ir, Errrtr,; .r ls alan ramfayj"
0703000501_000028,Poems by Mrs. M. Robinson.,Mary Robinson,79,0,1,2,1,2,0,0,0,0,2,0,0,2,0,0,2,1,0,1,0,0,2,2,2,0,2,0,1,0,1,4,0,1,0,0,4,0,3,2,1,0,0,3,0,2,3,4,6,0,2,2,1,11,1,1,1,3,1791,1,2,"London : printed by J. Bell, British-Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,248,female,1758,1800,TRUE,"WHOEVER thou art, whose soul enchanting song Steals on the sullen ear of pensive woe; To whom the sounds of melody belong, Sounds , that can more than human bliss bestow; Like the waked God of day, whose rays pervade The spangled veil of night , and fling their fires"
0687401000_000003,Poems on several occasions.,Elizabeth Carter,81,0,4,2,0,4,0,0,0,0,0,0,0,2,3,3,2,1,0,0,1,1,3,3,2,0,2,0,6,0,1,3,0,3,1,2,0,0,0,2,0,0,0,3,0,0,4,1,3,0,4,5,0,4,2,2,1,1,1789,1,1,"London : printed for J. F. and C. Rivington, The Bible and Crown, No 62, St. Paul's Church-Yard, MDCCLXXXIX. [1789].",London,124,female,1717,1806,TRUE,"confiant to its favourite Theme, In spite of Time and Distance is the fame: Still feels thy iabfince equally severe, Nor tatles without thee a Delight sincere. Now cold a4uaiius rules the frozen Sky, 15 And with pale Horrors firikes the chearlcfs Eye; Soothed by the melancholy Gloom I rove,"
0703000502_000019,Poems by Mrs. M. Robinson.,Mary Robinson,82,0,1,5,2,0,0,0,0,0,3,1,0,1,1,3,1,2,0,0,3,0,2,1,0,0,2,0,0,0,0,2,1,2,0,2,1,0,0,4,0,0,0,3,1,2,3,1,0,3,2,7,7,10,2,1,0,0,1791,2,2,"London : printed by J. Bell, British-Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,234,female,1758,1800,TRUE,"FANCY's rapturous dreams; While at my feet LETHEAN waters glide; ETERNAL SILENCE, PRIESTESS of the tide! Where FEELING , meek and trembling guest, Bathes in the magic stream, her wounded breast , Care's deadly venom to destroy, Till, every pang forgot, she hails approaching joy . Now banished from ELYSIAN"
0454801400_000004,"The poems of Mark Akenside, M.D.",Mark Akenside,80,0,2,2,0,1,0,0,0,1,1,0,0,1,3,2,1,4,0,0,2,0,0,0,3,1,4,0,8,2,0,4,3,1,1,7,1,0,1,4,1,0,0,0,0,2,1,2,1,0,1,3,3,2,1,2,0,1,1772,1,1,"London : printed by W. Bowyer and J. Nichols: and sold by J. Dodsley, in Pall Mall, MDCCLXXII. [1772].",London,379,male,1721,1770,TRUE,"ye gentle powers of musical delight:! and while i sing Your gifts, your honours, dance around my strain. Thou , smiling queen of every tuneful breast ,. Indulgent Fancy ! from thie fruitful banks 1o Of Avon, whence thy rosy fingers cull Frefl flowers andcdews to sprinkle on the turf"
0327600300_000003,"Poems, by Joseph Fawcett. To which are added Civilised war, before published under the title of The art of war, with considerable alterations; and The art of poetry, according to the latest improvements, with additions.",Joseph Fawcett,109,0,3,2,2,3,0,0,0,0,0,0,0,1,3,2,1,2,1,0,2,0,1,1,2,0,1,0,11,0,0,2,0,4,0,3,1,1,0,2,0,0,0,3,0,2,2,1,0,0,4,9,8,21,2,2,1,3,1798,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, 1798.",London,279,male,1758,1804,FALSE,"Nature's self confine: At Fancy's FIAT, lo! new.worlds appear! Fine airy sounds , light airy forms are thine; Sacred from vulgar eye and vulgar ear. Each shade of bliss thou own'ft; to thee belongs The sweet depression of the pensive hour, Soft sighs that please more than or festive songs"
0191600804_000039,A collection of poems in four volumes. By several hands.,Robert Dodsley,69,0,1,0,1,3,0,0,0,0,0,0,0,2,2,1,2,1,0,1,1,3,0,1,1,0,2,0,3,2,4,2,0,2,0,1,5,0,0,1,1,0,0,2,2,1,3,1,1,1,1,0,6,6,0,1,1,0,1755,4,4,"London : printed by J. Hughs, for R. and J. Dodsley, at Tully's-Head in Pall-Mall, M.DCCLV. [1755].",London,367,male,1703,1764,TRUE,"of purer fire , For whom she tuned a golden lyre, Seeks not in fighting fields renown, Nor widows' midnight Ihrieks, nor burning town, The peaceful poet please; Nor ceaseless toils for sordid gains, Nor purple pomp, nor wide domains, Nor heaps of wealth, nor power , nor statesman's schemes,"
0579500400_000008,Poems by Anna Lætitia Barbauld. ...,Anna Laetitia Barbauld,98,0,3,2,0,3,0,0,0,0,2,0,0,1,2,2,2,2,0,1,0,0,1,3,1,0,4,0,12,0,0,0,0,5,2,1,0,0,0,3,0,0,0,3,2,5,1,2,1,0,5,2,13,10,0,1,0,1,1792,1,1,"London : printed for Joseph Johnson, 1792.",London,159,female,1743,1825,TRUE,"to see her child Amid the forefis thus run wild , Would point him out some nobler game, Gods, and godlike men to tame. She seized the boy's reluctant hand, And led him to the virgin band, Where the sister Muses round Swell the deep majestic sound ; And in"
0290801000_000004,"Salmagundi; a miscellaneous combination of original poetry: consisting of illusions of fancy; amatory, elegiac, lyrical, epigrammatical, and other palatable ingredients.",,84,0,2,3,0,5,0,0,0,0,3,0,0,0,2,5,0,1,0,0,0,1,0,1,0,0,3,0,9,0,1,1,0,1,2,0,3,0,1,1,3,0,0,4,0,4,4,2,6,1,3,1,0,7,1,3,0,0,1791,1,1,"London : printed by T. Bensley, Bolt Court, Fleet Street; for T. Payne, Mews Gate; B. White and son, Fleet Street; and J. Debret, Piccadilly, 1791.",London,142,unknown,,,FALSE,"from choice blooms, in showers of fragrance shed: Let your bright tapers' visionary ray The raven tin&tur'd robe of Night illume; And, streaming over your spangled crests, display The wave enamoured halcyon's emerald plume. And bid your Minftrel says, a shadowy choir, That charm the planets from their spheres sublime"
0674501900_000005,"The pleasures of memory. With some other poems. By Samuel Rogers, Esq.",Samuel Rogers,65,0,0,2,0,1,0,0,0,1,0,0,0,4,3,3,0,0,2,1,2,1,3,1,2,0,2,0,2,0,0,3,0,1,0,1,2,0,0,1,0,0,0,2,0,1,1,2,3,2,3,5,1,2,1,1,0,3,1795,1,1,"London : printed for Cadell, jun. and Davies, In The Strand; and Dilly, In The Poultry, MDCCXCV. [1795].",London,126,male,1763,1855,FALSE,"greener shades, far fresher flowers. Ages and climes remote to Thee impart What charms in Genius , and refines in Art; Thee , in whose hand the keys of Science dwell, The pensive portress of her holy cell; Whose constant vigils chase the chilling damp Oblivion steals upon her veftal"
1199100700_000007,Poems on several occasions. By a Young Gentleman.,Young gentleman,74,0,4,1,0,6,0,0,0,1,1,0,1,1,4,0,1,2,1,0,1,0,2,3,1,1,3,0,4,0,0,1,0,0,3,1,0,0,2,1,1,0,0,3,0,1,3,3,2,0,4,1,2,5,0,1,0,2,1724,1,1,"London : printed for W. Mears, at the Lamb without Temple-Bar, 1724.",London,69,unknown,,,FALSE,"Sky looked black, the smoky Main Dafih'd its fierce Waves against the Shore. Twas then my Heart wept Drops of Blood, And, like the Ship, was rent in twain; When CELIA floundered in the Flood, Sunk, ftruggl'd, rose, and sunk again. Thrice did I plunge beneath the Wave, To catch"
0703000501_000010,Poems by Mrs. M. Robinson.,Mary Robinson,99,0,1,0,3,1,0,0,0,0,2,0,0,1,0,4,2,4,2,0,1,3,3,4,1,0,2,0,1,0,1,7,2,0,1,3,2,0,1,1,1,0,0,3,0,4,3,0,0,0,2,3,1,27,1,1,0,0,1791,1,2,"London : printed by J. Bell, British-Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,248,female,1758,1800,TRUE,"Day. Lured by the babbling tongue of FAME, Too soon, insidious FLATTERY came; Flushed VANITY her footsteps led, To charm thee from thy blessed repose , While Fashion twined about thy head A wreath of wounding woes; See Dissipation smoothly glide, Cold Apathy, and puny Pride, Capricious Fortune, dull, and"
0188100500_000017,"Poems written chiefly at the University of Cambridge; together with a Latin oration upon the history and genius of the Roman and Canon laws, with a comparison of the laws of England, spoken in the Chapel at Trinity-Hall, Cambridge, December 21, 1756.","Marriott, James, Sir",88,0,1,1,0,2,0,0,0,2,4,0,0,1,3,3,1,1,0,0,1,1,1,0,3,0,0,0,1,3,0,2,2,0,1,4,3,1,1,4,0,0,0,3,1,2,1,1,1,0,4,6,3,16,1,0,0,2,1761,1,1,"[London : printed by James Bettenham, 1761].",London,173,male,1730,1803,FALSE,"Skies, and level deep . Such young Ambition's fearless aim, Pleased with the gorgeous scene of wealth and power , In the gay morn of early fame, Nor thinks of evening's storm, and gloomy hour. Life's opening views bright charms reveal, Feed the fond with, and fan the youthful fire"
0850400100_000007,The female advocate; a poem. Occasioned by reading Mr. Duncombe's Feminead. By Miss Scott.,"Scott, Mary, poet",103,1,1,1,0,4,0,0,0,0,0,0,0,0,4,3,3,1,0,1,4,0,1,0,1,1,2,0,2,3,0,5,0,5,1,4,0,1,0,2,0,0,0,1,0,0,4,0,4,1,1,5,4,31,0,0,0,1,1775,1,1,"London : printed for Joseph Johnson, No. 72, St. Paul's Church-Yard, M.DCC.LXXV. [1775].",London,47,female,,,FALSE,"by Fancy's visionary ray,, She roars unfettered, through. th' aerial way. See letters on different subje&t by the Author of ""' The Unfortunate Mother's Advice to her abfent'daughters."" (Lady Pexnington.) The( ( The tender mind formed by her fostering hand, It's weak ideas quickly learns t'expand: Tis Hers to charm"
0821600301_000031,A collection of poems in two volumes. By several hands.,"Pearch, G.",77,0,3,3,0,4,0,0,0,0,1,0,0,0,2,3,0,1,0,0,1,0,1,3,3,0,1,0,5,0,0,2,0,3,1,1,1,1,0,2,1,0,0,5,1,0,7,2,3,0,3,2,1,6,1,1,1,1,1768,1,2,"London : printed for G. Pearch, No. 12, Cheapside, MDCCLXVIII. [1768].",London,330,unknown,,,FALSE,"blank oblivion's sullen, stagnant deep , Where, never more to pass their fated bound, The ruins of negleced Being sleep. Butlafting traces mark the happier hours, Which active zeal in life/s great talk employs: Which science from the wafie of time fecurcs, Or various fancy gratefully enjoys. 0 still be"
