PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(appoint),termFreq(armi),termFreq(articl),termFreq(author),termFreq(borough),termFreq(cafe),termFreq(citi),termFreq(committe),termFreq(common),termFreq(concern),termFreq(continu),termFreq(council),termFreq(counti),termFreq(court),termFreq(crown),termFreq(declar),termFreq(earl),termFreq(england),termFreq(forc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(ireland),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(majesti),termFreq(matter),termFreq(meet),termFreq(member),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peer),termFreq(peopl),termFreq(person),termFreq(petit),termFreq(power),termFreq(present),termFreq(privileg),termFreq(proce),termFreq(reason),termFreq(return),termFreq(scotland),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(vote),termFreq(war),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0162600100_000273,"A new and universal history, description and survey of the cities of London and Westminster, the borough of Southwark, And their Adjacent Parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, Comprizing a Circle of Near One Hundred and Fifty Miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity- A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the spacé of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",113,0,1,7,0,0,0,1,8,3,2,0,1,1,0,0,0,3,1,0,1,3,1,0,0,9,0,0,6,2,0,1,5,1,3,0,0,2,2,0,0,16,2,4,1,0,7,3,3,1,1,2,0,1,1,2,0,1,3,1,0,1775,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXV. [1775].",London,822,unknown,,,FALSE,"ments for this information, declared that their interests were infeparahle, and that they would live and die with the parliament . A few days after this, the lord mayor and com mon council receiving a letter fi-om the Kentish ioyalifl, lefiring afllrtance, and'qinviting the cor porntion to an hflnjciation with"
0176301301_000101,"A history of Ireland. From the earliest period, to the present time. In a series of letters, addressed to William Hamilton, Esq. By William Crawford, A. M. One of the Chaplains of the First Tyrone Regiment. ...","Crawford, William",97,0,0,0,0,2,6,0,1,0,5,2,1,1,4,1,1,2,0,1,1,3,5,0,0,5,2,1,4,2,0,3,0,2,4,0,3,3,0,0,1,8,4,0,2,2,0,1,0,1,0,0,0,4,0,5,2,1,1,0,0,1783,1,2,"Strabane : printed by John Bellew, M.DCC.LXXXIII. [1783].",Strabane,378,male,1739,1800,FALSE,"Catholic faith, complained, in particular, of this disqualification, as a grievance. They thought this need not have been added to the other severities of which they complained; that it was hard to be stigmatised with such a mark of reproach and to be obliged to labour under so great an"
0163300300_000010,"The geography and history of England: Done in the Manner of Gordon's and Salmon's Geographical and Historical Grammars. In two parts. In the First Part, Each County is considered under the following Heads: viz. The Name, Situation, Air, Soil, Commodities, Rivers, Chief Towns, Noblemen's Seats, Curiosities Natural and Artificial, Remarkable Persons, Various Particulars. To the Whole is prefix'd, A complete Map, from the latest and best Observations, shewing the Chief Towns, Rivers and Roads, both direct and across, &c. Also, A Separate Map of the Roads, of the Channel, and a Plan of London. The Second Part contains, A Concise History of England; or, the Revolutions of the British Constitution. And, by Way of Introduction to the Whole, A clear and distinct View of our Constitution, and every Branch of the Legislature.",,104,1,3,0,1,0,1,1,0,0,2,2,0,4,1,1,4,1,1,3,0,1,3,2,0,1,0,2,12,1,3,5,2,1,0,2,0,1,2,13,3,3,1,0,3,1,4,0,1,2,0,1,1,1,0,2,0,1,2,1,0,1765,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXV. [1765].",London,441,unknown,,,FALSE,"houses sit in parliament upon a very different footing: the peers , who are such either by creation from the crown , or by succession under a patent formerly granted , are summoned by the king's writ (with the advice of his privy council ) to appear in person ,"
1124200103_000023,"The history of Ireland from the invasion of Henry II. With a preliminary discourse on the ancient state of that Kingdom. By Thomas Leland, D. D. Senior Fellow of Trinity College, and Prebendary of St. Patrick's Dublin. With Notes from other Writers. In three volumes. Vol. I.",Thomas Leland,111,1,0,0,1,2,0,0,0,4,11,3,0,1,0,2,0,3,3,5,3,0,2,0,0,11,2,6,3,9,0,5,0,2,4,1,0,2,1,2,2,3,0,1,1,0,1,0,3,3,3,1,0,0,0,1,2,0,0,0,1,1775,3,3,"Cork : printed by D. Donnoghue, Broad-Lane, M,DCC,LXXV. [1775].",Cork,711,male,1722,1785,TRUE,"be considered as the act of all the orders which composed the house of peers . The motion was rejeted without any consequences; and the representation of grievances transmitted in due form to the lords of the committee , to be by them presented to the throne. THEY had Coon"
1509200105_000116,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix La Chapelle, 1748. Containing the transactions of one thousand eight hundred and three years. By T. Smollett, M.D. The third edition.",Tobias Smollett,100,1,4,0,1,4,1,0,0,2,5,0,0,2,0,7,0,2,0,5,1,1,1,0,2,5,0,3,9,2,0,4,1,1,2,0,0,1,3,2,1,4,0,0,3,4,3,0,1,0,0,1,0,0,2,2,1,1,2,3,0,1758,5,7,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-row, MDCCLVIII. [1753].",London,654,male,1721,1771,TRUE,"the' duke weeping bitterly, foretold that this was the last time he should see his persecuted prince. Such was the fortitude and resignation of Charles, that all his own misfortunes never cost him one tear; but, he could not see, unmoved, the ruin of his adherents. Immediately after the deplorable"
0481300122_000093,"The Parliamentary or constitutional history of England; from the earliest times, to the restoration of King Charles II. ... By several hands.",Great Britain. Parliament,107,1,5,0,0,2,0,1,1,8,5,1,2,3,1,0,0,3,0,3,0,0,0,0,0,11,2,1,8,4,0,2,2,0,3,1,2,4,1,4,4,2,0,4,1,0,1,0,0,4,2,1,0,1,1,3,0,0,2,0,0,1761,22,24,"London : printed for J. and R. Tonson, and A. Millar; and W. Sandby, 1761-63.",London,496,unknown,,,FALSE,"this your Majesty's Royal Chamber, the City  of London, the ift of May, 1660.' May 5 The Commons having passed the Bill this Morning, for continuing the present Parliament , sent it up to the Lords with this Title, An At for removing and preventing all qtuejtions and Disputes,"
0190100106_000090,Mr. Rushworth's Historical collections abridg'd and improv'd. ...,John Rushworth,85,0,2,3,1,0,0,0,0,2,4,0,1,3,1,1,0,1,0,2,2,1,0,1,1,1,1,0,5,3,1,3,1,1,1,2,1,0,0,2,1,5,1,4,2,2,4,1,3,0,1,1,0,0,3,2,0,2,0,5,0,1703,6,6,"London : [s.n.], Printed in the Year M.DCC.VIII. [1708].",London,633,male,1612,1690,FALSE,"cuontys for forming, regulating, and dikciplining of the standing Militia not in Pay. 4 A Council of State to 1uperintend and dip red ann.1647. re the said Militia.. Who hall have power , as M.V\ the King's Privy Council , in all foreign Negotiations, but not of making War or"
1107200108_000136,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq. ... . A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,112,1,4,6,0,3,0,0,0,2,1,0,0,1,2,2,0,2,1,0,0,2,1,1,1,7,1,1,17,1,0,2,1,0,0,0,1,5,1,2,3,7,3,0,1,2,2,3,1,2,1,0,2,1,1,1,0,1,12,0,0,1792,8,8,"Edinburgh : printed for G. Mudie, J. Elder, A. Guthrie, J. Hunter, J. & J. Fairbairn, T. Brown, J. Guthrie, Lawrie and Symington, J. Watson, & Co. and C. Elliot, Edinburgh: W. Coke, Leith, and W. Anderson, Stirling, M,DCC,XCII. [1792].",Edinburgh,565,male,1711,1776,TRUE,"the affilt ancc sent against Rochelle, ib. Complain of the growth of Popery, 210o. A supply voted , but its passing into a law pofltoned, 213 Impeach the duke of Buckingham, 215 The two members who managed this impeachment imprisoned by the king , 2 9 Rcmonflrate against conferring trusts"
0232301403_000171,"An exact abridgment of all the statutes in force and Use, from Magna Charta, 9 H. 3. to the beginning of the reign of King George. In four volumes.",Great Britain,102,1,3,0,1,0,4,2,1,1,5,1,0,6,0,4,0,2,0,3,0,0,0,1,8,1,0,0,0,1,0,1,0,0,1,0,6,4,0,1,2,8,0,4,3,0,1,0,1,1,1,1,0,9,6,4,0,1,1,1,0,1720,3,5,"London : printed by His Majesty's printers. And by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Middle-Temple-Gate in Fleet-Street, MDCCXX. [1720].",London,559,unknown,,,FALSE,"of sc&tlasd to meet at such Time and Place there as Het a'.efly and Succcffors shall think fit, to clet the fixecn f ccrs and and requiring the Lord Clerk Register, or two Clerks of the Sessions to attend, administer the Oath, and ask the Votes , and return the"
1183600102_000063,"Historical collections the fourth and last part. In two volumes. ... Containing the principal matters which happened from the Beginning of the Year 1645, to the Death of King Charles the First 1648. Wherein is a Particular Account of the Progress of the Civil War to that Period, impartially related. Setting forth only Matter of Fact in Order of Time, without Observation or Reflection. By John Rushworth, late of Lincolns-Inn, Esq; Fitted for the Press in his Life-Time.",John Rushworth,105,0,1,5,0,0,2,0,2,4,9,3,4,3,1,1,0,1,1,6,7,3,1,1,4,7,6,0,0,2,2,0,2,0,2,0,0,0,0,4,6,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,5,2,0,1701,2,2,"London : printed for Richard Chiswell and Thomas Cockerill, at the Rose and Crown in St. Paul's Church-Yard, and at the Three Legs and Bible against Grocer's Hall in the Poultry, 1701.",London,680,male,1612,1690,FALSE,"i- -- . 1647 CHAP. XIX Proceedings in Parliament from October 2 unto o&ober 3 i647, Munday, October 4 i647. Trcsb, f s HIS Day the Commons resumed the Report and Debate te Wirm i t concerning the Forces to be continued for England and Ireland , End aerti Gand"
0011300108_000135,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ... . A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,113,0,5,9,0,2,0,2,0,2,1,0,1,1,2,2,0,2,3,0,0,1,1,3,1,4,1,1,23,1,0,1,1,0,0,0,2,3,1,2,3,5,2,0,1,2,1,1,1,2,1,0,1,1,1,1,0,0,12,0,0,1782,8,8,"London : printed for T. Cadell, 1782.",London,566,male,1711,1776,TRUE,"long pat. : aincnt, 369 Impeach archbishop Laud, ib. Impeach the lord keep. tr Finch, 37 Vote several proceedings of lieutenants, and deputy lie. zenants of counties illegal, and the parties exercising them delinquent!, ibr assessing fhip morey, 372 Sheriffs voted delinquents for affcicrg fhip money, 373 The officers ho"
0572600200_000003,"A summary of the constitutional laws of England, being an abridgement of Blackstone's Commentaries. By the Rev. Dr. John Trusler.",William Blackstone,118,0,1,1,0,3,4,1,1,0,6,1,1,0,4,0,0,0,1,3,0,0,1,1,0,9,0,2,11,2,2,4,0,1,0,1,1,9,0,3,0,14,0,0,7,5,0,1,5,0,2,0,0,1,2,1,0,1,5,0,0,1796,1,1,"London : printed for the author, and sold by L. Legoux, and by all booksellers in town and country, MDCCXCVI. [1796].",London,237,male,1723,1780,FALSE,"be dreaded from either: each power having a negative voice, fuflicicnt to re. pel any inexpedient or dangerous innovation. The executive power then in our constitution, is the King alone, who, of cburfe, is supreme magifirate,; but the legislative authority , or the power of making laws , confiftsof King"
0644600102_000217,"The history of the Puritans or Protestant non-conformists, from the Reformation under King Henry Viii. to the Act of Toleration under King William and Queen Mary: with an account of their principles, their attempts for a further reformation in the Church; and the lives and characters of their most considerable Divines. In Two Volumes. By Daniel Neal, M. A.",Daniel Neal,83,0,1,2,1,1,1,0,3,0,0,0,1,5,3,2,0,1,0,3,1,2,5,0,0,0,3,2,1,1,0,2,0,4,0,1,0,2,3,4,1,6,0,2,0,0,3,0,3,3,1,0,0,0,3,1,1,1,1,1,1,1754,2,2,"London : printed for J. Buckland, at the Buck in Pater-Noster-Row, and J. Waugh and W. Fenner, at the Turk's-Head in Lombard-Street, MDCCLIV. [1754].",London,931,male,1678,1743,FALSE,"Scotland , jt /ezll Ireland . It appoints the government to be in a single person ; that t?'l goveroinmnt, tingle Ferfon be the general 0 CROMWELL, whofeftlle and title should be his higbnrjfi, lord proteaor of le commonwealth of England , Scotland , a; d Ireland , and of"
0786300401_000338,Journals of the House of Lords. ...,Ireland. Parliament. House of Lords,127,0,1,0,0,0,0,1,0,3,8,3,3,1,0,3,0,3,5,0,2,1,0,4,1,21,1,2,2,3,0,4,0,0,1,0,3,3,0,1,13,7,3,0,3,0,4,1,0,0,5,3,0,1,0,1,0,4,1,0,1,1779,1,8,"Dublin : printed by William Sleater, 1779-1800.",Dublin,803,unknown,,,FALSE,"Cafe and Counsel; and at the aime time that the King's Counsel may attend them, if they see Cause; and that the Judges do make Report of what they find unto this i outc, at the next Sitting of this Iloufe after ea/lert The Lord Primate reports from the free"
0953900700_000341,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",104,0,1,2,1,2,0,0,0,4,7,1,0,0,4,0,0,2,3,6,3,4,1,0,2,7,0,0,3,2,1,0,2,0,0,2,0,2,0,0,8,9,2,2,1,0,2,1,2,2,1,1,0,1,8,1,0,0,1,0,0,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"for London. York. Debate upon the Confession of Faith. 11 Debate about the draining of the Fens in lincolnfjire, c. and about Matters presented by the Committee of Accounts, which were referred to a Committee . Upon Information that the Troop which marched through Lancahire towards the Borders of Scotland"
1761700104_001113,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",125,0,1,2,0,2,0,0,0,2,4,3,1,2,0,9,0,3,2,4,4,4,1,0,1,4,1,0,21,2,1,2,1,0,0,0,1,0,1,1,0,12,1,0,1,3,0,6,1,2,0,0,1,0,8,0,0,0,5,3,2,1744,4,4,"London : printed for John and Paul Knapton, 1744-47.",London,1188,male,1661,1725,FALSE,"the greatest extremities: ir George Liflt 29 and Sir Charles Lucas are shot to death. The two flqefs, commanded by Charles Prince of Wales, and Robert Rich Earl of Warwick, approach one another, but part without fighting, and the Prince sails back to Holland. p. 55z  Oliver Cromwtil continues"
