PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(author),termFreq(believ),termFreq(bitter),termFreq(bodi),termFreq(charact),termFreq(common),termFreq(curl),termFreq(envi),termFreq(fame),termFreq(gener),termFreq(hand),termFreq(hate),termFreq(heart),termFreq(idea),termFreq(judgement),termFreq(ladi),termFreq(libel),termFreq(liberti),termFreq(low),termFreq(malic),termFreq(manner),termFreq(merit),termFreq(opinion),termFreq(piqu),termFreq(poem),termFreq(point),termFreq(power),termFreq(print),termFreq(privat),termFreq(public),termFreq(publish),termFreq(read),termFreq(satir),termFreq(satyr),termFreq(scandal),termFreq(scribbler),termFreq(spirit),termFreq(vain),termFreq(vers),termFreq(vice),termFreq(wit),termFreq(work),termFreq(write),termFreq(wrong),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0387400600_000001,"The pursuits of literature, or what you will. A satirical poem in dialogue. With notes. Part the second.",Thomas James Mathias,41,1,4,0,0,0,0,2,0,0,1,2,0,0,0,2,0,1,0,1,0,0,1,0,3,0,6,0,1,2,1,0,1,0,3,0,1,0,1,0,1,2,1,2,1,0,1796,1,1,"London : printed for J. Owen, No. 168, Piccadilly, 1796.",London,43,male,1754,1835,FALSE,".S 1 c () THE PURSUITS OF LITERATURE, OR WHAT YOU WILL: A SATIRICAL POEM . WITH NOTES. PART THE SECOND. [ Price is. 6d. ] j7st sullii!ed, THE FIRST PART OF THIS POEM . Second Edit. 8vo. Alja THE THIRD PART OF THE PURSUITS OF LITERATURE. Printed for J."
0668200800_000004,"An author to be lett. Being a proposal humbly address'd to the consideration of the knights, esquires, gentlemen, and other worshipful and weighty members of the solid and ancient society of the bathos. By their associate and well-wisher Iscariot Hackney. Numb. I. To be continued.",Richard Savage,36,0,2,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,2,0,1,0,0,1,2,0,1,0,0,1,1,1,1,2,2,0,1,0,0,0,2,1,2,4,2,1,1729,1,1,"London : printed for Alexander Vint, 1729.",London,19,male,1697,1743,TRUE,"I endeavour to pcrfo nate him, and write a Second Part to his Work . I am very deeply read in all Pieces of Scandal , Ohfccnity, and Profaneness, particularly in the Writings of Mrs. Harwood, hen/ey, i' lq -- d, Morley, Br -- V -- L boxton, Cooke, )o'foe,"
1773100100_000033,"The Dunciad. With notes variorum, and the prolegomena of Scriblerus. Written in the year, 1727.",Alexander Pope,43,0,7,0,0,0,1,1,5,1,1,1,2,0,0,1,0,1,1,0,1,0,2,0,0,0,4,0,0,3,2,1,2,0,1,0,0,0,0,0,1,0,1,1,2,0,1735,1,1,"[London, 1735].",London,217,male,1688,1744,TRUE,"those of the Authors in this Poem , do therefore'need less explanation.. The action of Mr. Lintot here imitates""that of Dares it Virgil, rising just in this manner , to lay hold' on a Bull. Tpis emiiinent Bookseller printed the Rival Modes abovementioned. l1 VER. 54 Stood dau~ efs cqurl,"
1251600901_000001,"Hudibras redivivus: or, a Burlesque poem on the times. Part the second.",Ned Ward,38,1,2,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,7,0,1,2,0,0,2,1,1,1,1,1,0,2,0,4,2,1,0,0,0,0,2,0,1,0,1705,1,1,"London : printed: and sold by B. Bragge, in Ave-Mary-Lane, 1705.",London,27,male,1667,1731,FALSE,"Hudgibras iedziv'; lu 0 RS A Burlesque POEM 0 N T HE TIME S, Part the Second, LONDON, Printed : And Sold by B. Bragge, in Ave mary w Lane, 1 7 5^ Price 6 d.  t, -3 hidibsrax Redivivs, sc. Part the Second. Thumb'd over many faetious Reams,"
0103506400_000001,"Hudibras redivivus: or, a Burlesque poem on the times. Part the Second.",Ned Ward,33,1,3,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,5,2,1,2,0,0,1,0,0,1,1,1,0,1,0,3,2,1,0,0,0,0,1,0,1,0,1708,1,1,"London : printed: and sold by the booksellers of London and Westminster, 1709.",London,56,male,1667,1731,FALSE,"hidilbras Raedivivu s: R, A Burlesque P O EM ON THE TI M ES. P A R T the Second. The Second Edition, Corrected and Augmented by th Author ,. LONDON, L 0 Ns D O Ns, Printed : And sold by the Booksellers of London amd Westminster. 1709 Price"
1206400104_000012,"The works of Alexander Pope Esq. In nine volumes. With his last corrections, additions, and improvements; ... together with the commentaries and notes of Mr. Warburton.",Alexander Pope,31,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,1,0,3,0,0,3,0,0,2,1,0,0,2,1,1,0,1,1,3,0,2,0,1753,4,9,"Dublin : printed for George Faulkner, A. Moore, and A. Bradley, 1753 [1764].",Dublin,303,male,1688,1744,TRUE,"For my part, I look upon his poem called the .fsv on cr i: icin as superior to the Art  of poetry of Horace; and his Rape of tie Lock is, in my opinion , above the Lutritn of Deforeaux. I never saw so amiable an imagination, so gentle"
0861600104_000007,"The works of Alexander Pope, Esq. In nine volumes, complete. With notes and illustrations by Joseph Warton, D.D. and others. ...",Alexander Pope,34,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,2,1,2,0,1,0,2,1,1,2,1,2,0,3,0,1,1,0,1,1797,4,9,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, J. Nichols [and 13 others in London], 1797.",London,451,male,1688,1744,TRUE,"lonely woods among I woo to hear thy evening song; And think thy thrilling strains have power To raise Mufxeus from his bower; Or bid the tender Spenser come From his loved haunt, fair Fancy's tomb."" See particularly that fine stanza, These shall the fury passions tear, The vultures of"
1199000106_000003,"The works of Jonathn. Swift, D.D.: D.S.P.D. with notes historical and critical. By J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,49,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,2,1,1,0,9,2,3,4,1,2,2,2,2,0,0,0,0,0,2,0,3,2,4,0,1774,6,15,"[Dublin] : Printed for J. Williams, Dublin, 1774.",Dublin,376,male,1667,1745,TRUE,"are seldom paid to the richest, or the moul powerful lovers; no, not even to the Grand Signior himself. To there ladies Swift owed the publication of many pieces, which ought never to have been delivered to the press. He communicated every composition as soon as finished, to his female"
0861700105_000091,"The works of Alexander Pope, Esq. In nine volumes, complete. With notes and illustrations by Joseph Warton, D.D. and others. ...",Alexander Pope,39,1,6,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,2,0,5,0,1,2,1,1,3,1,0,0,1,1,1,1,0,0,1,1,1,0,1797,5,9,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, J. Nichols [and 13 others in London], 1797.",London,376,male,1688,1744,TRUE,"last book, as the Editor of Paradise Lost, added and augmented. Milton himself gave but ten books, his Editor twelve; this Author gavefour books, his Editor only three. But we have happily done justice to both; and presume we stall live in this our lad labour, as long as in"
1316500202_000034,"Poems on several occasions by Alexander Pope, Esq;",Alexander Pope,29,0,1,1,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,2,0,0,2,0,0,0,2,1,0,1,1,0,1,2,0,3,0,3,0,1752,2,3,"Glasgow : printed and sold by R. and A. Foulis, M DCC LII. [1752].",Glasgow,223,male,1688,1744,TRUE,"all I have to do: ) Maintain a poet's dignity and cafe, And see what friends, and read what books I pleas - a patron, though' I condescend Sometimes to call a minister my friend. lwas not born for courts or great affairs; Ipay my debts, believe , and say"
0103800505_000084,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements. Published by Mr. Warburton. With occasional notes.",Alexander Pope,38,1,6,0,0,0,1,3,1,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,2,0,6,0,0,2,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1751,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLI. [1751].",London,330,male,1688,1744,TRUE,"illit that ta1nful anl uiboubrte rtgbt of cbervt fublea of tlti ibcalkm, to juoge, cenlute, o? coni bmzin, in toe tol)ole o tti part, ant jpocm o0 poet oil)atfoeter, Given under our hand at London, this third day of January, in the year of our Lord One thoufarld, seven hundred,"
0358400800_000003,"A vindication of the late Bishop Burnet from the calumnies and aspersions of a libel, entitled, A specimen of some free and impartial remarks, &c. occasioned by Dr. Burnet's History of his own times, by John Cockburn, D.D.",,39,0,0,4,1,0,3,4,0,0,0,0,1,0,0,0,1,0,3,1,0,1,1,0,0,1,0,2,0,2,1,1,2,1,0,1,2,0,0,0,0,0,5,0,0,1,1724,1,1,"London : printed for J. Roberts near the Oxford-Arms in Warwick-Lane, MDCCXXIV. [1724].",London,39,unknown,,,FALSE,"to the common -sense and common Jufice of Mankind. I nlall therefore only confider this Man as a Witness rising up, and giving Telltimony against thl Truth of the Bishop's History. Arid, according to the common way in exa miniilg Evidence, I shall, I. lxamine into the Character of the"
1168500600_000050,"Poems on several occasions. By J. S, D.D, D.S.P.D.",Jonathan Swift,36,0,1,0,1,0,1,1,0,1,4,0,1,3,4,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1,1,2,1,3,0,1737,1,1,"Dublin : printed by and for George Faulkner, Bookseller, in Essex-Street, opposite to the Bridge, M,DCC,XXXVII. [1737].",Dublin,400,male,1667,1745,TRUE,"Your favourite Lord is none of those, Who owe their Virtues to their Stations, And Characters to Dedications - For keep him in, or turn him out, His Learning none will call in doubt: His Learning, though a Poet said it, Before a Play, would lose no Credit: Nor Pope"
0227000201_000003,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; ... Together with the commentary and notes of Mr. Warburton.",Alexander Pope,38,0,3,1,0,0,1,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,2,0,3,2,0,0,0,1,1,0,0,2,1,1,4,3,0,1760,1,9,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, R. Baldwin, W. Johnston, J. Richardson, B. Law, S. Crowder, T. Longman, T. Field, and T. Caslon, 1760.",London,270,male,1688,1744,TRUE,"now made more complete by the addition of several new pieces. Yet, excepting a short explanatory letter to Col. M. and the Letters to Mr. A. and Mr. W. (the latter of which are given to hsew the Editor's inducements, and the engagements he was under, to intend the care"
0108200600_000028,"The dunciad. An heroic poem. To Dr. Jonathan Swift. With the prolegomena of Scriblerus, and notes variorum.",Alexander Pope,40,0,4,0,0,0,0,1,7,0,1,1,3,0,0,1,0,1,1,0,1,0,1,0,0,0,3,0,0,2,2,1,2,1,1,0,0,0,0,1,1,0,1,1,1,1,1735,1,1,"London : printed for Lawton Gilliver, in Fleetstreet, 1736 [1735].",London,264,male,1688,1744,TRUE,"with Shoulders, hands , and head, Wide as a windmill all his figure spread, With legs expanded Bernard urged the race, And seemed to emulate great Jacob's pace. R E M A R K S. Goddefs'conveys it to the seat of Jupiter: though' he loses the prize, he gains the"
1734400200_000078,"The dunciad, in four books. Printed according to the complete copy found in the year 1742. With the prolegomena of scriblerus, and notes variorum. To which are added, several notes now first publish'd the hypercritics of aristarchus, and his dissertation on the hero of the poem.",Alexander Pope,39,1,7,0,0,0,2,3,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,1,2,2,2,2,1,0,0,1,1,0,0,0,0,1,1,1,0,1743,1,1,"London : Printed for M. Cooper at the Globe in Pater-noster-row, MDCCXLIII. [1743].",London,257,male,1688,1744,TRUE,"extinction of all other Lihlts, flhe is Religion blufling veils her sacred fires, 650 And unawares Morality expires. Nor public Flame, nor private , dares to thine; Nor human Spark is left, nor Glimpse divine! Lo! thy dread Empire, cihaos! is refior'd; Light dies before thy uncreating word: 65c Thy"
1773100100_000036,"The Dunciad. With notes variorum, and the prolegomena of Scriblerus. Written in the year, 1727.",Alexander Pope,34,0,5,0,0,1,0,0,4,0,1,0,0,0,0,0,0,3,2,0,0,1,3,0,0,0,1,0,0,3,1,1,0,0,1,0,2,2,0,0,1,0,0,2,0,0,1735,1,1,"[London, 1735].",London,217,male,1688,1744,TRUE,"rail, and every Lay Devote a Wreath to Thee; fthat Day (for come it will) that Day Shall I lament to see. VER. 135 ajhaggy Tap'ftry.] A sorry kind of Tapefiry frequent in old Inns, made of worfied or some courser stuff: like that which is spoken of by Dotor"
0594400106_000075,The spectator. ...,,42,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,2,3,2,3,1,2,0,5,1,0,0,0,0,1,2,4,0,1757,6,8,"London : printed for Jacob and Richard Tonson in the Strand, MDCCLVII. [1757].",London,447,unknown,,,FALSE,"a sting behind; Till friend with friend, and families at strife, Triumphant malice raged through private life. POPE. T HERE is nothing so scandalous to a government, and detestable in the eyes of all good men, as Defamatory Papers and pamphlets; but at the same time there is nothing so"
1161000800_000003,Literary liberty considered; in a letter to Henry Sampson Woodfall.,,40,1,2,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,2,5,6,1,2,0,2,1,2,0,0,0,0,1,0,2,1774,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, [1774].",London,33,unknown,,,FALSE,"the nmofi unpardonable barbarity. Let it not however be underwtood or presumed that I am a foe to wvell directed satire , which I confider, as one of the noblest privileges of the literary Charter: and though, there is : no man more tender than I am, with regard to"
0094101304_000001,"The works of Alexander Pope, Esq; Vol. IV. Containing the Dunciad, with the prolegomena of Scriblerus, and notes variorum.",Alexander Pope,38,1,6,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,4,0,1,4,1,2,3,0,0,0,2,1,0,0,0,0,1,1,1,1,1736,4,4,"London : printed for L. Gilliver, and J. Clarke, at Homer's Head against St. Dunstan's Church in Fleetstreet, MDCCXXXVI. [1736].",London,268,male,1688,1744,TRUE,"THE W ORK S O F ALEXANDER POPE, Esq; VOL. IV containio the CONTAINING the D U N' C A D, WITH THE Prolegomena of Sc R IBLER U S, AND NOTES VARIORUM. L 0 N D 0 N: Printed for L.GILLIVER, and J.CLARKE, at Homer's Head against St dun/lan's"
0447300102_000076,The works of Mr. Alexander Pope. Volume II.,Alexander Pope,32,0,4,0,0,1,0,0,3,0,1,0,0,0,0,0,0,3,2,0,0,1,3,0,0,0,1,0,0,3,1,1,0,0,1,0,2,2,0,0,1,0,0,2,0,0,1735,2,2,"London : printed by J. Wright, for Lawton Gilliver at Homer's Head in Fleetstreet, MDCCXXXV. [1735].",London,536,male,1688,1744,TRUE,"While Critics, and while Bards in. rage Admiring, won't admire; While wayward Pens thy worth assail, And envious Tongues decry; These Times though' many a Friend bewail, Thee Times bewail not I. But when the World's loud Praise is thine, And Spleen no morejhall blame; : When with thy Homer"
1028100103_000085,"The works of Alexander Pope, Esq. ... . Containing His Juvenile Poems; Translations and Imitations.",Alexander Pope,41,0,7,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,10,0,1,2,0,2,1,1,0,0,0,2,0,0,1,1,0,1764,3,6,"Edinburgh : printed for J. Balfour, MDCCLXIV. [1764].",Edinburgh,328,male,1688,1744,TRUE,"entitled them to a place in the Dunciad. - there is certainly nothing in his Jftle, c.] This irony had small cffic in concealing the author . The Dunciad, imperfct as it was, had not been published two days, but the whole Town gave it to Mr Pope. I have"
0088600402_000142,"The works of Alexander Pope, Esq; In four volumes, complete. ... . Containing His Juvenile Poems; His Translations and Imitations; and, His Satires, &c.",Alexander Pope,35,1,6,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,5,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1764,2,4,"Edinburgh : [s.n.], Printed in the year MDCCLXIV. [1764].",Edinburgh,457,male,1688,1744,TRUE,"their miscellanies), determined to own the mcft trifling pieces in which they had any hand , and to destroy all that remained in their power ; the first Iketch of this poem was fcatched from the fire by Dr Swift, who persuaded his friend to troceed in it, and to"
0458100202_000091,The works of Mr. Alexander Pope. Volume II.,Alexander Pope,38,1,7,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,4,0,1,2,1,1,2,0,0,0,2,1,0,0,0,0,1,1,2,1,1735,2,2,"London : printed by J. Wright, for Lawton Gilliver at Homer's Head in Fleetstreet, MDCCXXXV. [1735].",London,481,male,1688,1744,TRUE,"be found a TRUE cbfervation, though' somewhat surprising, that when any scandal is vented against a man of the highest diftineion and characer, either in the State or in Literature, the public in general  afford it a most quiet reception; and the a ithe Putlilher.] Who he was is"
1240900700_000033,"The Dunciad, in three books, written in the year 1727. With notes variorum, and the Prolegomena of Scriblerus.",Alexander Pope,40,0,5,0,0,0,0,2,5,0,1,1,2,0,0,1,0,1,1,0,1,0,1,0,1,0,3,0,0,2,2,1,2,0,2,0,0,0,1,0,1,0,1,1,2,0,1735,1,1,"[London, 1735].",London,201,male,1688,1744,TRUE,"him with an immortal present (such as Achilles receives from Thetis, and leneas from Venus) at once instructive and prophetical: after this, he is unrivalled and triumphant. The tribute our author here pays him, was a grateful return for several unmerited obligations: Many weighty animadversions on the Public affairs, and"
0081600134_000069,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,38,1,4,0,0,0,2,3,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1,0,4,1,1,2,0,1,4,2,0,0,1,1,0,0,1,0,1,1,1,0,1779,34,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,310,male,1709,1784,TRUE,"Dunciad, a bet ginning bitlj the aaorbti The Mighty Mother, and entiing toitl tie tidorb buries All, containfng tle entice sum of One thousand seven hundred and fifty-four verses , berlare eberp btolo, .figure, point , ant colmma of tljit imprceion to lie autijen tic: anb to tjerefoge trfitlp enfoin"
0861700107_000005,"The works of Alexander Pope, Esq. In nine volumes, complete. With notes and illustrations by Joseph Warton, D.D. and others. ...",Alexander Pope,47,1,3,1,0,0,0,0,5,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,16,0,4,1,0,0,0,2,1,0,0,1,0,1,1,2,0,1797,7,9,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, J. Nichols [and 13 others in London], 1797.",London,424,male,1688,1744,TRUE,"on the other hand , we doubt not the reader will be much more frprized tofind, at that early period, Jo much variety ofjtyle, affectingfentiment, andjujtnefs of critic im, inpieces which mufj have been writ in ha every few perhaps ever reviewed, and none intended for the eye of the"
1773100100_000061,"The Dunciad. With notes variorum, and the prolegomena of Scriblerus. Written in the year, 1727.",Alexander Pope,39,2,5,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,3,0,0,0,1,0,0,0,3,0,0,4,0,2,3,0,1,0,2,0,1,0,1,0,0,1,4,0,1735,1,1,"[London, 1735].",London,217,male,1688,1744,TRUE,"and lies interred in the Chancel of the Churchl of Ross in lireformfhire. - EPISTLF Dto. ARBUTHNOT. T H IS Epistle contains 4n iplogy sos the Author and his Writings . It wasdrawn uppa (evral times, as the several Occasions offered, He had no thought of publishing it, till it"
