PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(action),termFreq(administr),termFreq(agre),termFreq(assign),termFreq(bond),termFreq(brought),termFreq(cafe),termFreq(cau),termFreq(charg),termFreq(cite),termFreq(condit),termFreq(court),termFreq(coven),termFreq(creditor),termFreq(death),termFreq(debt),termFreq(deceas),termFreq(decre),termFreq(defend),termFreq(devis),termFreq(dure),termFreq(estat),termFreq(evid),termFreq(execut),termFreq(executor),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(indentur),termFreq(judgment),termFreq(laid),termFreq(land),termFreq(law),termFreq(legaci),termFreq(life),termFreq(mention),termFreq(monei),termFreq(paid),termFreq(parti),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(present),termFreq(prove),termFreq(receiv),termFreq(recit),termFreq(releas),termFreq(rent),termFreq(sever),termFreq(statut),termFreq(suit),termFreq(term),termFreq(wife),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
0979100301_000086,"Reports of cases argued and determined in the High Court of Chancery, ... By William Brown, ...","Brown, William",156,1,1,1,0,0,4,1,3,0,0,0,0,2,0,3,3,8,9,5,6,5,1,19,0,1,2,0,0,0,1,2,0,0,1,0,4,3,10,0,4,2,2,7,13,8,0,0,2,1,1,0,0,1,1,0,0,3,15,1785,1,4,"London : printed, by His Majesty's Law-Printers, for E. Brooke, 1785-94.",London,527,male,1747,1794,FALSE,"might be transmitted. It flood over till the first day of causes after term , when Lord Chancellor said, -- - It belongs .(subject to the life of the wife ) to the representatives of the two brothers, who being both dead in the life of the wife , the"
0860100800_000188,"A general abridgment of law and equity alphabetically digested under proper titles with notes and references to the whole. By Charles Viner, Esq;",Charles Viner,107,0,2,3,0,0,2,2,7,0,3,1,0,1,0,4,1,11,0,3,2,3,1,1,0,0,17,0,2,0,1,2,0,0,1,6,1,5,1,0,2,2,0,2,1,2,0,3,1,0,0,0,2,3,0,2,0,4,0,1753,1,1,"Aldershot in Hampshire near Farnham in Surry : printed for the author, by agreement with the law-patentees, and are to be sold by J. Worrall, in Bell-Yard, near Lincoln's-Inn; and J. Reason, Book-Binder, in Flower-de-Luce-Court, in Fleet-Street, London, 1753.",Aldershot,479,male,1678,1756,FALSE,"Bolton v.cannon. - Freem, Rep. 594 pi. 5o. S. C it feenmed per Cur. that an Executor could not waive his Term ; for if he had Assets he hold be charged de Bonis Teftatoris, and the Profits of the Lands are only Assets to the Rent , and only"
0500600101_000246,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, ... In two volumes. ...",William Peere Williams,104,1,1,0,0,1,1,3,1,0,1,0,0,2,2,3,1,4,0,2,3,4,3,2,0,0,9,0,2,1,1,7,0,0,1,4,4,4,3,0,7,5,1,1,3,2,1,0,0,2,3,0,0,1,1,2,0,0,4,1740,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for T. Osborne, 1740.",London,883,male,1664,1736,FALSE,"On a Bill brought by the next of Kiti of the' T'fraitor against an ixecuitor for an Account of the, Suvplus the lexecutor atnfwered and waived the Benefit of the Surplus by Mistake of the Law in that Point, and though he afterwards proved it to have been the T'reator's"
1355300200_000249,"Reports of cases taken and adjudged in the Court of Chancery, in the reign of King Charles I. Charles II. James II. William III. and Queen Anne. Being special cases, and most of them decreed with the assistance of the judges, and all of them referring to the register books: wherein are settled several points of equity, law and practice. To which are added learned arguments relating to the antiquity of the said court, its dignity, power and jurisdiction: the great case between the Dutchess of Albemarle and the Earl of Bath: and a list of all the lord chancellors, lord keepers, and lords commissioners of the great seal, since the first year of the reign of Queen Elizabeth, down to the present time. With two tables to each volume; one of the names of the cases, and the other of the principal matters. In three volumes. ... Vol. I.",Great Britain. Court of Chancery,104,2,1,0,0,1,3,0,1,0,2,0,0,1,1,3,0,6,0,14,2,2,0,3,4,2,10,1,0,0,0,5,0,1,0,5,5,5,1,0,2,1,3,1,2,1,2,1,0,2,0,0,0,3,2,1,2,0,0,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer Esq;) for J. Walthoe, and sold by I. Osborne in Grays-Inn, MDCCXXXVI. [1736].",London,580,unknown,,,FALSE,"to 117 Quaere if Chancery may relieve against a Statute law . 53, 54 Charitable Uses charged on Lands in Capite. 3 8 Charitable Uses decreed against the Heir of Copyhold Lands I 16 Chose in Action , an Exposition thereof. 50 On a Commitment to 3 R. a Habeas"
0231300103_000715,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The Practical Part. Consisting Of AtPrecedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly Under The Following Heads, Viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Anonities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Defeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Seisin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Wills, &c. The Theoretical Part Consists Of At The Law of Conveyancing: OR, The Various Methods of Acquiring and Conveying Estates, both Real and Personal. By William Newnam of the Inner Temple, Esq; and others. ... . Part I.",William Newnam,110,1,0,0,2,1,3,1,3,0,0,1,3,4,2,4,1,11,1,8,1,3,0,3,0,0,8,1,0,0,2,4,0,0,1,8,1,4,2,0,4,5,3,2,1,2,0,0,0,1,1,0,0,0,0,1,0,2,4,1786,3,3,"Dublin : printed by Elizabeth Lynch, No. 6, Skinner-Rows And In The Four-Courts, M,DCC,LXXXVI. [1786].",Dublin,1332,male,,,FALSE,"purchased II his name were in trust for the purchaser, they could not be assesld with the judgement; but it appearing that a moiety was only in trui, the judgement creditor had relief. Rep. time Finrb 63 Trio. If an estate subject to a trust is purchased from the trustees"
1113600101_000530,"A new and complete law-dictionary. Or, general abridgment of the law; on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq. In two volumes. ...",Timothy Cunningham,108,3,1,3,1,4,3,2,2,0,2,1,2,2,0,2,2,5,0,3,2,2,0,2,0,0,9,0,1,1,0,0,0,0,0,4,1,3,4,0,3,0,1,1,3,1,0,0,0,0,7,0,1,1,1,4,0,0,18,1764,1,2,"Dublin : printed for Sar. Cotter, Hen. Saunders, and Jam. Williams, 1764.",Dublin,843,male,,1789,FALSE,"other, and the rather in favour of a fair creditor , who otherwise mud lose his debt , and if there had not been such a settlement made, might have had fatisfaaion out of those very lands . Parker C said the cafe was so very clear, that the defendant's"
1092300300_000112,"The history and practice of the High Court of Chancery. ... By the late Lord Chief Baron Gilbert. Printed from a correct manuscript copy, free from the numerous errors and omissions of the Irish edition. ...",Jeffrey Gilbert,109,0,1,1,0,1,1,0,1,0,0,0,1,4,0,0,1,6,0,4,2,7,2,9,2,0,2,0,2,1,0,4,0,1,0,7,8,5,1,1,1,5,2,3,7,4,0,1,0,0,0,0,0,1,1,1,2,3,3,1758,1,1,"[London] : In the Savoy: printed by Henry Lintot; for J. Worrall; and W. Owen, 1758.",London,407,male,1674,1726,FALSE,"when to be published, 140 how to ob': ain an order for it, 141 the fameon defendant's being beyond sea, 141 -- - - where the commissioners are upon oath not to divulge them before publication, 141 - - not to be published till publication be duly passed, 144 --"
0996400102_000850,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",107,0,0,2,2,3,7,0,0,0,1,0,0,0,3,7,0,9,0,1,0,0,0,6,0,2,4,0,1,0,0,2,1,3,0,3,0,1,0,2,14,5,0,4,5,0,0,0,0,0,1,1,3,1,7,1,2,2,1,1770,2,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,883,male,,,FALSE,"477 of several Notes given for Value received . Of a bebt for securing a Debt owing to the 492 Assignee by the Assignor, with Proviso to be From Afignees of a Bankrupt to a Mortgagee void on Payment of thie said ilat mentioned of a Bankrupt, of the Equity"
0996000202_000080,"The attorney's vade mecum, and client's instructor, treating of actions: (such as are now most in use;) of prosecuting and defending them: of the pleadings and law. Also Of Hue And Cry. The Subjects Arranged In A Clear And Perspicuous Manner. In three volumes. ... . To the second volume is added, an appendix, containing a few precedents, Being Copies Of Complete Records. By John Morgan, Of The Inner Temple, Barrister At Law.","Morgan, John",121,6,2,3,1,1,8,0,0,0,0,1,0,1,2,11,3,13,0,2,0,0,0,4,1,0,9,0,0,3,0,1,0,4,0,1,2,7,2,0,2,5,0,4,3,0,0,4,0,2,0,0,0,0,1,2,7,1,2,1792,2,3,"Dublin : printed by William Porter, for G. Burnet, E. Lynch, J. Moore, J. Jones, and J. Rice, M.DCC.XCII. [1792].",Dublin,296,male,,,FALSE,"byparol. And though the lease be determined. So where debts are in equal degree, he may pay the whole to one, leaving nothing for the other. Though the debt of the other was first demanded. I Corn. Dig. 266 Dub. Of. Ex. 206 But there is not any reason to"
0284201300_000112,"The law of testaments and last wills. Containing all that is necessary to be known and practised by testators and their executors, administrators, &c. As also, what relates to the Distribution of the Estates of Intestates. In the following Particulars. The different Kinds of Testaments and Last Wills: By whom to be made: How to be executed: and, By what Means revocable. What Persons are, or are not, capable of making a Testament. How Lands pass by a Will; and for what Estates: With the Nature of Devises of all Kinds. The Nature of a Legacy: How it differs from a Donatio Mortis Causâ, or Gift by Reason of Death: When, and to whom, to be paid: When to be abated or refunded. What relates to Interest and Maintenance: Devises to Charitable Uses, &c. The Customs of London, &c. The Revocation of a Testament, Republication, &c. Who may be an Executor: His Power: How limited: His Duty: Refusal of the Executorship: Probat, &c. What Things the Executor shall have, and what the Heir. The Bona Paraphernalia; or Wife's Cloaths, Jewels, Ornaments, &c. What shall be Assets, &c. What Debts be first paid, &c. Who shall be an Executor de son tort, or of his own Wrong. How far liable to Creditors and Legatees, &c. To whom, and by whom, Administration shall be committed. The Power of an Administrator durante minori aetate, or during the Infancy of another Person. The Repeal of an Administration: Its Effects, &c. In what Manner an Intestate's Estate shall be distributed, &c. &c. Compiled by a gentleman of the law, for his own private Instruction, and now first published by his Permission.","Richardson, Robert",106,0,1,2,1,1,5,1,1,0,3,0,0,0,1,1,3,8,2,0,0,1,4,6,0,1,9,0,1,3,1,1,0,0,0,2,1,1,4,0,3,3,2,4,1,0,0,0,0,0,3,0,3,6,1,1,1,9,4,1744,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for J. Osborn, at the Golden Ball in Pater-Noster Row, 1744.",London,534,male,,,FALSE,"778 DA. 378 p. 2 If an Executor puts in Suit a Bond ofexecutor sub ioo. for Performance of Covenants , and mits a Bondof the Parties submit to an Award, and it is 00oo to A bitration, t awarded that the Obligor shall pay 70 1 warded he in"
0573600103_000165,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage-Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent. deceased. The fourth edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",128,0,0,6,5,5,7,0,3,0,3,0,1,3,5,0,0,1,0,1,0,0,0,2,0,4,13,0,1,7,0,12,3,1,1,0,2,0,0,4,4,2,6,2,2,0,0,0,5,0,2,5,1,1,3,0,3,2,0,1777,3,3,"London : printed by his Majesty's law-printers; for J. Beecroft, W. Strahan, J. Rivington, and sons, P. Uriel, W. Owen, B. Law, T. Caslon, S. Crowder, T. Longman, W. Flexney, G. Robinson, T. Lowndes, R. Baldwin, E. Johnston, W. Stuart, W. Brown, R. Critchett, M. Hingeston, W. Fox, E. Brooks, J. Johnson, and J. Knox. M.DCC.LXXVII. [1777].",London,887,male,,,FALSE,"-- Months next after such Sale made of the said Premises, pay unto them the said 7 1 and T. P. Party hereto, and to their respective Heirs , Executors , Adminiftrarors and Assigns , so much Moneys as shall be sus Recital of a ficient to make good such"
1027000100_000126,"A general abridgment of law and equity alphabetical digested under proper titles with notes and references to the whole. By Charles Viner, Esq;",Charles Viner,118,0,1,0,1,0,10,3,4,0,3,1,0,3,2,4,1,9,0,1,2,0,0,0,12,4,9,0,0,0,2,0,0,3,0,0,5,1,0,1,3,5,2,3,1,3,2,8,0,1,0,0,3,3,0,0,2,0,0,1757,1,1,"Aldershot in Hampshire near Farnham in Surry : printed for the author, by agreement with the law-patentees, [1757?].",Aldershot,282,male,1678,1756,FALSE,"gives in Evidence , that he holds by J veral Services, is good, for he hath no such Cause of Ation. Kitch 238 13 H. 7 0 24 (Q. b. 17) Note of Hand . I. A Note of joool. from A. in which he owned himself indebted to B."
0995000300_000077,"Of last wills and testaments: a common-law treatise, containing several rules for the construction of last wills, and the Diversities between Limitations and Conditions in a Will. Of treating also of Contingent Remainders, and of Executory Devises: And by what Names, Descriptions, Extents or References, things shall pass in a Will; what Words or Sentences in a Will shall amount to a Fee-Simple, Fee-Tail or Term of Life. Of Surrenders to the use of a Man's last Will. Of Devises for Term of Years. Of Perpetuities. Of Executory Devises, Contingencies, Possibilities. Devises of Lands to be Sold for Payment of Debts, or raising Portions. Devises of Rents, Annuities. Of Evidence and Witness to a last Will: And of Revocations, Codicils and Nuncupative Wills; and several Cases adjudged and resolved upon the several late Statutes, that have altered the Common-Law.",,111,0,0,1,0,0,2,0,4,0,0,0,2,5,2,0,0,7,0,0,1,8,0,2,0,0,7,0,2,1,1,3,1,0,0,6,3,9,4,0,2,3,1,1,0,1,3,12,1,2,0,0,0,2,1,2,2,1,6,1703,1,1,"London : printed by the assigns of Richard and Edward Atkins Esqs; for John Walthoe in the Middle Temple Cloysters, 1703.",London,302,unknown,,,FALSE,"shall remain in their Hands to pay Legacies withal, then a Suit In Spiritual is properly to be in the Spiritual Court , 2 Bulfli Curt. 257 Sambcrn and Sambern. A Rent devised for Life out of a Term shall be recovered in the Spiritual Court , Siderf, 79, 1"
