PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(answer),termFreq(articl),termFreq(better),termFreq(book),termFreq(clock),termFreq(commit),termFreq(copi),termFreq(deliv),termFreq(follow),termFreq(form),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(know),termFreq(land),termFreq(late),termFreq(learn),termFreq(leav),termFreq(letter),termFreq(line),termFreq(littl),termFreq(love),termFreq(mean),termFreq(morn),termFreq(morrow),termFreq(note),termFreq(oath),termFreq(observ),termFreq(page),termFreq(peopl),termFreq(person),termFreq(read),termFreq(refer),termFreq(scriptur),termFreq(sens),termFreq(servic),termFreq(text),termFreq(think),termFreq(true),termFreq(vers),termFreq(word),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0274300600_000036,"The epistles of Clio and Strephon: being a collection of letters that passed between an English lady, and an English gentleman in France, who took an Affection to each other, by reading accidentally one another's Occasional Compositions, both in Prose and Verse.","Bond, William",50,0,2,0,1,1,0,0,2,0,3,0,1,1,5,0,1,0,0,2,6,6,0,1,0,0,0,0,0,1,3,0,1,2,1,0,1,0,0,1,3,2,1,2,1729,1,1,"London : printed for J. Hooke, at the Flower-de-Luce, over-against St. Dunstan's Church in Fleet-Street, M.DCC.XXIX. [1729].",London,199,male,,,FALSE,"so long upon this Passage; but I think I shall sufficiently answer them, by telling them that TIBULLUS and OVID, who were the masters ofthis kind of Epistolary and Elegiack Poetry, are of the same Mind with myself; TIBULLUS was the first Author of two Verses , the which clio's"
0577900200_000042,"Arguments and replies, in a dispute concerning the nature of the humane soul. Viz. Whether the same be immaterial, separately subsisting, and intelligent; or be material, unintelligent and extinguishable at the death of a person.",Henry Layton,54,0,2,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,6,1,0,0,0,0,2,0,0,1,0,0,2,2,9,3,2,4,0,0,3,5,3,0,1,1,1704,1,1,"London : [s.n.], Printed in the Year. 1703 [1704].",London,687,male,1622,1705,FALSE,"Languages and Antiquity, should have a Title to be heard in a 9ueftion of Divinity, before Persons who are but meanly Learned , and have been bred up to other Sciences. I give my assent to the doctor's words here specified, and accordingly I am very willing to hear all"
0820200102_000615,"A defence of natural and revealed religion: being a collection of the sermons preached at the lecture founded by the Honourable Robert Boyle, Esq; (from the year 1691 to the year 1732.) ... In three volumes. ...",,68,1,0,0,2,8,0,0,7,1,3,0,6,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,1,10,4,0,3,2,2,0,2,1,1739,2,3,"London : printed [by Charles Ackers] for D. Midwinter, R. Wilkin, A. Bettesworth and C. Hitch, J. and J. Pemberton, W. Innys and R. Manby [and 14 others in London], 1739.",London,884,unknown,,,FALSE,"Propor tioo; there the Text , by an accurate Collation of them, made by skilful and judicious Hands , is ever the more correct, and comes nearer to the TRUE Words of the Author. THIS is exactly the Cafe of the New Testament, which is in a much better Condition"
1602100600_000032,"Watts's compleat spelling-book: In three parts. Part I. Containing Mr. Munday's new improvements for the right accenting of words, in variety of tables from one to seven syllables; with praxes on words of different syllables: also portions of scripture, from the Psalms, proverbs, and New Testament. Part II. Containeth the principles and rules of pronouncing our mother tongue, both in prose and verse, in great variety of examples, containing sure and easy directions for reading. Part III. Lessons for children, out of the historical parts of scripture; with a short history of England, from the Norman conquest, to His Present Majesty's accession to the Throne: as also Mr. Clark's directions for writing the round hand, and round text, and the Italian hand; with several other things for the improvement of children, as well as those of riper years. The whole being generally approved of, was compiled and designed for the use of schools, in Great-Britain and Ireland.",Isaac Watts,64,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,5,3,0,0,0,1,1,0,2,1,0,1,2,2,1,3,0,1,0,0,14,12,2,1770,1,1,"Dublin : Printed for James Williams, at No. 5, in Skinner-Row, MDCCLXX. [1770].",Dublin,313,male,1674,1748,TRUE,"9 The great or small Letters and Figures that fiand under many of the Pages are marks of the Printer, chiefly for the Use of the bookbinder to number the Sheets A B C and denote the i ft, 2d, and 3d Sheet, c. 10 Where a Line begins shorter"
0897800800_000014,"A dissertation on the Hebrew vowel-points. Shewing that they are an original and essential part of the language. In eleven sections, with an introduction. By P. Whitfield.","Whitfield, Peter",58,1,2,0,0,3,0,0,2,0,2,1,1,0,0,0,0,1,1,0,4,0,1,0,3,0,0,2,0,3,0,0,0,12,1,1,1,0,2,1,0,1,8,4,1748,1,1,"Liverpoole : printed, by and for the Author, MDCCXLVIII. [1748].",Liverpool,312,unknown,,,FALSE,"profeffo, treat of the Points; yet no one undertakes to ascertain that Period, excepting Elias Levita; the Inconsistency, of whose Account, we hall see afterwards. SOME of the ancient Jews have observed , upon Nebem. 8 8 5' mitwl and gave the Sense . that this Passage hath relation to"
0456000207_000019,"Sermons against popery. Preach'd in the reign of King James II. And other Papers wrote in the Popish Controversy. By Dr. John Sharp, Then Rector of St. Giles's in the Fields, and late Lord Arch-Bishop of York. Never before Printed, and now Published from His Own Mss. Vol. Vii. and last.","Sharp, John",44,2,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,2,2,2,4,8,1,0,3,1,1,0,4,1,1735,7,7,"London : printed for W. Parker, at the King's Head in St. Paul's Church-Yard, MDCCXXXV. [1735].",London,447,male,1645,1714,FALSE,"That it would please God to give all ""his People increase of Grace, to hear ""meekly his Word , and receive it with  pure Affetion, and to bring forth the ""Fruits of the Spirit. ""That it would please him to bring in. to the Way of Truth, all such"
0722900100_000005,Extracts from a MS. pamphlet intitled The tittle-tattle-mongers. Number I.,Richard Dawes,50,0,2,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,5,1,0,5,1,0,1,0,0,6,0,2,0,1,1,6,0,0,1,0,1,2,1,2,3,2,1750,1,1,"Newcastle upon Tyne : printed in the year M.DCC.XLVII. By John White, [1750].",Newcastle upon Tyne,59,male,1708,1766,FALSE,"the surprising Ignorance with which "" Youth have been used. to read over the following Dialogues of Lucri, have been ow"" "" to a Succession of faulty Editions, a loose "" and distant Translation, sc. -- "" Again, Pag. Io. -- - ""' They are the first [ Notes ]"
0852200700_000001,"Watts's compleat spelling-book, in three parts. Part I. Containeth Mr. Munday's New Improvements, for the Right Accenting of Words, in variety of Tables, from one to seven Syllables: with Praxes on Words of different Syllables: Also Portions of Scripture, from the Psalms, Proverbs and New Testament. Part II. Containeth, the Principles and Rules of pronouncing our Mother Tongue, both in Prose and Verse, in great variety of Examples, Containing, sure and easy Directions for Reading. Part III. Lessons for Children, out of the Historical Parts of Scripture; as also, a short History of England, from the Norman Conquest, to his Present Majesty's Accession to the Throne: As also Mr. Clark's Directions, for Writing the Round Hand, and Round Text, and the Italian Hand, with several other Things for the Improvement of Children. With ingraved Copies, taken from the standard Rules, by Mr. Bickham.",Isaac Watts,49,0,2,0,1,7,0,0,1,0,1,1,2,0,0,0,0,0,1,1,1,1,2,0,2,0,0,0,0,0,2,0,1,2,0,4,0,2,1,3,0,2,6,3,1737,1,1,"Dublin : printed by and for George Grierson, Printer, to the King's Most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street, MDCCXXXVII. [1737].",Dublin,286,male,1674,1748,TRUE,"*< ST. GEORGE BOWLS. : * 1 ® @, **tt~$t .'{%tt~t¢@¢ GEORGE II by the Grace of God, of GRF. AT BRITAIN, FRANC E and IRELA N D, King, Defender of the Faith. In every Stroke, in every Line , Does some exalted Virtue fline; And Albion's Happiness we traces"
0865900700_000001,"A new English introduction to the Latin tongue. Or, a short, comprehensive, Plain, and Methodical account of what relates to each part of speech. With Explanatory References; and also many useful Notes, further improving the Rules; part of which are placed at the End by way of Appendix. To which are added An Alphabetical Catalogue of Grammatical Terms Explain'd, and twenty seven Practical Exercises; To try the Scholar's Judgment, and improve him in the most Essential Articles contained in the Introduction. For the Use of Schools.",P. H.,51,1,0,1,2,1,0,2,0,0,2,0,0,0,0,0,0,0,5,0,3,1,0,0,1,0,0,12,0,1,1,0,1,2,3,0,0,0,6,3,0,1,1,1,1735,1,1,"London : sold by A. Bettesworth and C. Hitch, at the Red-Lion in Pater-Noster-Row, and J. Oswald, at the Rose and Crown in the Poultry, M.DCC.XXXV. [1735].",London,71,male,,,FALSE,"A N E W Ao? +.. ENGLISH INTRODUCTION TO THE Latitn ongut O R, A Short, Comprehensive, Plain, and Methodical ACCOUNT of what relates to each Part of S P E E C. W I T H Explanatory References ; and also many useful Notes , further improving the R"
1647500108_000080,The spectator. ... Carefully corrected.,,45,2,5,0,1,1,0,1,2,0,0,0,2,0,0,1,0,2,1,0,8,0,0,3,0,0,0,0,1,1,1,0,1,1,2,0,0,1,0,0,1,2,1,4,1754,8,8,"London : printed for the society of booksellers, 1754.",London,293,unknown,,,FALSE,"muff for that reason have a more than ordinary care not to fall into prose, and a vulgar diltion, excepting where the nature and humour of the thing does necessarily require it. In this point Horace hath been thought by some critics to be sometimes care li, as well as"
0113700100_000002,"The expediency, prediction, and accomplishment of the Christian redemption illustrated, in eight sermons, preached before the University of Oxford, In The Year MDCCXCIV, At The Lecture Founded BY The Late Rev. John Bampton, M. A. Canon Of Salisbury. By Thomas Wintle, B. D. Of Pembroke College, Rector Of Brightwell In Berkshire.","Wintle, Thomas",42,2,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,3,0,4,0,0,2,1,2,1,4,0,1,1,2,4,2,1,1794,1,1,"Oxford : M DCC Xciv. Sold by J. Cooke; also by T. Cadell and W. Davies, In The Strand; F. and C. Rivington, ST. Paul's Church-Yard; and T. Payne, At The Mew's-Gate, London, [1794].",Oxford,301,male,1737,1814,FALSE,"his law. To minds thus prepared, I flatter myself the following Work, how manifold soever may be its imperfecions, would still be productive of important benefits. Throughout the whole I have endeavoured always from the fullest con vi&ion to adhere to the Truth of the Scriptures , to such truth"
0543402400_000071,"Theos Ephanerothe en sarki. Or, a critical dissertation upon I Tim. iii. 16. Wherein rules are laid down to distinguish, in various readings, which is genuine; An Account is given of above a hundred Greek Manuscripts of St. Paul's Epistles; (many of them not heretofore collated;) The Writings of the Greek and Latin Fathers, and the Ancient Versions are examin'd; And the common Reading of that Text, God was manifest in the Flesh, is prov'd to be the true One. Being the substance of eight sermons preach'd at the Lady Moyer's lecture, in the cathedral church of St. Paul, London, in the years 1737, and 1738. By John Berriman, M. A. Curate of St. Swithin, and Lecturer of St. Mary Aldermary.",John Berriman,61,0,1,3,1,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1,0,2,0,0,1,17,1,1,2,0,8,0,2,0,1,3,1741,1,1,"London : printed for W. Innys at the West-End of St. Paul's, and J. Nourse at the Lamb without Temple-Bar, M.DCC.XLI. [1741].",London,385,male,1691,1768,FALSE,"and with the Context and the Conclusion of the whole. Readings H E common Reading of this Text compared to show will be confirmed, if we compare the the tle several Readings together, and confider which one. of them was most likely to be the TRUE Original, and the Spring"
0052900104_000360,"The works of the Rev. Isaac Watts, D.D. In seven volumes. Vol. I. Containing Sermons,",Isaac Watts,84,1,1,0,0,6,0,0,0,0,1,0,1,1,0,1,0,0,1,2,3,4,2,0,1,0,0,0,0,3,1,1,2,14,0,0,1,0,0,1,4,4,19,9,1800,4,7,"Leeds : printed by Edward Baines; for the editor; for Conder, Bucklersbury; Chapman, Fleet-Street; Button, Paternoster-Row; Williams, Stationers'-Court; Ogle, Great-Turn-Stile, and Baynes, Paternoster-Row, London; and for Edward Baines, Leeds, [1800?].",Leeds,616,male,1674,1748,TRUE,"used where the sense is very solemn and serious. Take this instance of it: ""'Tis the voice of the fl6ggard: I hear him complain, ""You have waked me too fc)n, I mutt f1imber again. "" As the door on its hinges, so he on his bed ""Turns his fides, and"
0901800200_000048,"A collection of the letters of the late reverend James Hervey, A. M. Rector of Weston-Favell, in Northamptonshire, and Author of the Meditations on the Tombs, Flower-Garden, Theron and Aspasio, &c.",James Hervey,35,1,0,0,0,2,0,0,1,0,1,1,1,0,1,0,0,1,0,1,3,1,0,1,1,0,1,1,0,0,2,0,2,3,0,2,0,1,2,3,0,0,1,1,1779,1,1,"Edinburgh : printed for Alexander Donaldson. Sold at his shop, no.48, St. Paul's Church-Yard, London; and at Edinburgh, M.DCC.LXXIX. [1779].",Edinburgh,479,male,1714,1758,TRUE,"grace. May that infinitely condefeending and compassionate * Texts of scripture in the Norrlhampton, Winchcfltr. and five ral o'lir infirmaries. are xwrittrn' on the walls, and'conrcqnently, are very ulcitf!, if feriuuuly iefitted on. Being, Being, who disdained not, in his own sacred person , to take our sicknesses, and bear"
1085703200_000001,"The deist confuted upon his own principles: or, a rational defence of revelation, From its own intrinsic Usefulness and Excellence. In a sermon Preach'd at Kelvedon, May 7, 1754, At the Visitation of the Rev. Dr. Moss, Arch-Deacon of Colchester. By Nathaniel Ball, Vicar of Great Tey, and Master of the Free-School at Chelmsford. To which is added, An appendix, containing Remarks on Lord Bolingbroke's Objections to Revelation; design'd as a general Answer to all Deists, and to expose his Lordship's fallacious Reasoning, gross Misrepresentations of Scripture, and frequent Self-Contradictions.","Ball, Nathaniel",46,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,2,1,0,3,0,0,0,0,2,1,0,0,4,0,9,2,0,2,1,3,1,3,2,1755,1,1,"London : printed for J. Buckland, at the Buck in Pater-Noster-Row; and T. Toft, Bookseller, in Chelmsford, MDCCLV. [1755].",London,62,male,1711,1766,FALSE,"The DEIST coctfited upoun his oizvz pri iciples: O R, A RATIONAL DEFENCE O F REVELATION, From its own intrinsic USEFULNESS and EXCELLENCE. IN A S E R M O N Preached at KELVEDON, May 7, 1754, At the Visitation of the Rev. Dr. Moss, Arch deacon of COLCHESTER. By"
0360600100_000118,"A complete history of the several translations of the Holy Bible, and New Testament, into English, both in MS. and in print: and of the most remarkable editions of them since the invention of printing. By John Lewis, A. M. Chaplain to the Right Honourable Thomas Earl of Malton, and Minister of Mergate in Kent.",John Lewis,43,0,0,0,1,1,0,0,1,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,2,1,4,0,2,1,4,3,1,3,0,0,1,8,0,1739,1,1,"London : printed by H. Woodfall, for Joseph Pote, Bookseller at Eton, M.DCC.XXXIX. [1739].",London,410,male,1675,1747,FALSE,"two Tomes: in .mo, without : the Name of either Place or printer, .but .by the type it should seem somewhere in London, Moral reflehio ons o the Four g.oels, tran (g) Life of Oliver Cromtwl. (h) .: alacmy' Continuat. p..45. (i) X itor fth fenjgl. Baptistt. .......... Aa, ~,"
0043000200_000023,"Several discourses against popery viz. The humane doctrines, the idolatrous worship, the hypocrisie and pharisaism, the immorality in practice, the persecution and cruelty, the policy and arts, of the Church of Rome. By Benjamin Bennet.",Benjamin Bennet,59,1,0,2,1,2,3,0,0,0,0,0,2,0,0,5,1,0,0,1,2,0,1,0,2,0,0,1,0,0,1,0,0,3,0,13,11,0,1,1,2,0,3,0,1714,1,1,"[London] : Printed for John Lawrence, Dan. Midwinter, London; and Jos. Button Newcastle upon Tine, 1714.",London,533,male,1674,1726,FALSE,"know what influencd their infallible Spirit, thus to pervert and abuse the Text . But 4thly, This is not all, they make themselves the only Interpreters of Scripture , When you know which is the Bible, your never the better , till they have puta Sense , upon it. The"
1109900100_000037,"An enquiry into the present state of the septuagint version of the Old Testament. By the Reverend Dr. Henry Owen, Rector of St. Olave, Hart-Street, and Fellow of the Royal Society.",Henry Owen,43,3,0,0,2,4,0,0,4,1,1,2,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,2,0,1,1,1,1,1,0,3,1,1,0,4,0,1769,1,1,"London : printed for B. White, at Horace's Head, Fleet-Street; J. Fletcher, at the Theatre, in St. Paul's Church Yard; and T. Payne, in Castle-Street, near the Mews-Gate, MDCCLXIX. [1769].",London,190,male,1716,1795,FALSE,"Phil. Hebr. Dissert. XV p. 171 Page 137 The solution here offered, is built on the common interpretation of the word in3, as it signifies fjie. But it may also be rendered angle. And according to this sense , the solution, though somewhat different in the form , will ultimately"
