PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0995901600_000016,"A discourse on the study of the law of nature and nations; introductory to a course of lectures on that science, Delivered in Lincoln's Inn Hall, in the Years 1799 and 1800, In Pursuance Of AN Order Of The Honourable Society Of Lincoln's Inn. Third edition, corrected and enlarged. By James Mackintosh, Esq. Of Lincoln's Inn, Barrister At Law.",James Mackintosh,69,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,2,1,0,4,0,1,0,0,1,1,11,1,0,0,1,2,0,0,0,1,1,0,3,1,0,6,0,5,0,2,0,0,0,0,3,0,0,1,0,0,0,2,0,0,3,1,2,0,0,0,0,1,0,0,4,1800,1,1,"London : printed [by S. Gosnell] for T. Cadell, Jun. and W. Davies , In The Strand ; J. Debrett , Piccadilly ; and W. Clarke, Portugal Street, Lincoln's Inn, 1800.",London,74,male,1765,1832,FALSE,"Iut this is a fiibje& which would'require a long dissertation. I am satisfied with laying before the reader the authority and the reafoni; g of Aristotle. T Compare this passage with that which is quoted in the next page ? from, Lord Bacon.; i 2, - I can, ,. ("
0410300500_000001,"The rule of life: in select sentences, collected from the greatest authors, antient and modern.",,63,2,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,3,1,2,0,3,0,1,0,0,3,3,1,3,2,0,1,1,0,3,0,0,1,0,0,1,4,2,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,2,0,1,1,1758,1,1,"London : printed for J. Hinton, at the King's-Arms, in Newgate-Street, M.DCC.LVIII. [1758].",London,309,unknown,,,FALSE,"THE -1 1) RULE of LIFE:. IN S E L EC T SENTENCES , COLLECTED FROM - The greatest A U T H 0: R Ancient and Modern. -«. KNOW THYSELF. Del. Orac. The SIXTH EDITION, Improved., LONDON, Printed for J. H N TO N, at the King' Arms, in"
0683400900_000005,"Essays on philosophical subjects. By the late Adam Smith, LL. D. Fellow of the Royal Societies of London and Edinburgh, &c. &c. To which is prefixed, An account of the life and writings of the author; by Dugald Stewart, F. R. S. E.",Adam Smith,57,1,0,0,0,1,1,0,0,1,1,0,0,0,4,1,0,0,0,0,2,1,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,3,3,0,5,0,3,0,0,0,0,1,0,2,0,1,1,0,0,0,4,0,0,2,0,0,1,3,1,0,2,0,0,2,1795,1,1,"London : printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell) in the Strand; and W. Creech, Edinburgh, 1795.",London,329,male,1723,1790,TRUE,"this criticism, he copies from Dr. JOHNSON the articles BUT and HUMOUR, and opposes to them the same articles digested agreeably to his own idea . The various significations of the word BUT are very nicely and happily discriminated. The other article does not seem to have been executed with"
0496500500_000005,The travels of Cyrus.,Andrew Michael Ramsay,84,9,0,3,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,1,3,1,2,0,1,5,3,1,1,0,1,0,0,8,0,1,2,1,0,4,0,3,0,7,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,3,1,0,0,1,1,0,3,4,1,1,1730,1,1,"London : printed by James Bettenham, MDCCXXX. [1730].",London,505,male,1686,1743,TRUE,"by uncertain conjetures; the Philosopher might prepare the Prince by bare hypotheses, to submit and to diftrul his underfianding: But it was necessary that the Prophet should disengage Cyrus from all bold speculations , how refined and bright soever they might appear, and lead him to the belief of a"
0760000101_000033,"An ecclesiastical history, antient and modern, from the birth of Christ, ... By ... John Lawrence Mosheim, ... Translated from the original, and accompanied with notes and chronological tables, by Archibald Maclaine, ... In four volumes. ...",Johann Lorenz von Mosheim,67,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,1,2,0,0,1,0,2,2,0,0,3,2,1,8,0,2,0,3,1,1,0,0,1,0,1,0,0,0,0,2,2,4,3,0,0,3,0,1,0,0,0,0,3,3,0,1767,1,4,"Dublin : printed for Ann Leathley, 1767.",Dublin,579,male,1693,1755,FALSE,"their' taste for sublime knowledge and wis n and E. dom. wve might, perhaps, be able to form a judge gyptians. ment of their philosophical tenets , if that moult ancient [d] The history of the oriental philosophy by Mr. STANLEY; though it is not void of all kind of"
0403100201_000007,"The philosophical works of the Honourable Robert Boyle Esq; abridged, methodized, and disposed under the general heads of physics, statics, pneumatics, Natural History, Chymistry, and Medicine. The whole illustrated with Notes, containing the Improvements made in the several Parts of natural and experimental Knowledge since his time. In three volumes. By Peter Shaw, M.D.",Robert Boyle,73,6,1,2,0,1,1,1,0,0,0,1,0,2,0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,8,3,2,1,0,0,7,0,1,1,2,1,1,0,0,2,1,0,0,0,1,1,0,0,5,0,0,1,1,0,0,0,0,0,0,2,2,5,1738,1,3,"London : printed for W. Innys and R. Manby , at the West-End of St. Paul's ; and T. Longman, in Pater-Noster-Row, M.DCC.XXXVIII. [1738].",London,768,male,1627,1691,FALSE,"happy, in any degree to promote, by having fitted and prepared them for the ready and commodious perusal of every reader. a4 XVII A Preliminary DISC O U R S E, extracted from Particular Pieces of Mr. B 0 rl E; And Serving as a GENERAL PREFACE to his PHILOSOPHICAL"
0601600100_000903,"A supplement to Dr. Harris's Dictionary of arts and sciences; explaining not only the Terms in Physics, Metaphysics, Ethics, Theology, History, Geography, Antiquity, Chronology, Grammar, Rhetoric, Logic, Poetry, Pharmacy, Medicine, Chymistry, Surgery, Phytology, War, Polity, Navigation, Architecture, Painting, Sculpture, Music, Commerce, Trade, Husbandry, Manage, Horticulture, &c. &c. &c. but also the arts and sciences themselves: Together with a just Account of the Origin, Progress, and State of Things, Offices, Officers, and Orders, Ecclesiastical, Civil, Military, and Commercial; the several Sects, Systems, Doctrines, and Opinions of Divines, Heresiarchs, Schismatics, Philosophers, Mathematicians, Physicians, Critics, Antiquaries, &c. Also an account of all sacred books and writings; History of General and Particular Councils; all Solemnities, Rites, Ceremonies, Fasts, Feasts, Statutes, Laws, Plays, Sports, Games, Habits, and Utensils: in all which, (as likewise in Metaphysics, Theology, Antiquity, Grammar, Rhetoric, Poetry, Polity, and other miscellaneous Subjects,) this Book is of itself entirely compleat, and more copious and extensive than any Work of this Kind, not excepting Mr. Chamber's Cyclopaedia, of which it is a very great Improvement, containing upwards of Eleven Hundred Articles which that Author has omitted; besides great Additions and Improvements in almost every Article; and will, with Dr. Harris's two Volumes, make the most useful Set of Books, and compleat Body of Arts and Sciences yet extant: Being carefully compiled from the best and most approved Authors in several Languages; enriched with many curious Manuscripts, and illustrated with Copper-Plates. N. B. Those Subjects in which Dr. Harris is any way deficient are here perfected; no trifling and Insignificent Words inserted, but only such as may convey some useful and entertaining Knowledge to the Reader; for whose further Benefit and Satisfaction, all the Authors made use of in this Work are quoted. By a Society of Gentlemen.",John Harris,76,3,2,0,0,0,0,0,0,3,0,1,4,3,0,0,0,0,0,0,4,1,0,0,1,0,0,0,3,3,3,4,1,1,0,0,0,14,0,1,0,2,0,2,0,3,0,2,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1744,1,1,"London : printed for the authors; and sold by M. Cooper, in Pater-Noster-Row; J. Clarke and T. Comyns under the Royal-Exchange; C. Bathurst, in Fleet-Street; T. Gardner, opposite St. $$word$$ Church in the Strand; and most other Booksellers in Town and Country, M,DCC,XLIV. [1744].",London,993,male,1667,1719,FALSE,"and under food some Things that got great Credit to others who came after him, although they had little or no Share in the Discoveries . In the seventeenth Century the famous Descartes set up his new Philosophy , which proved rather a curious Amusement, than a System of any"
0137700600_000032,"The life of Francis Bacon, Lord Chancellor of England. By David Mallet, Esq;",David Mallet,72,2,0,1,0,1,1,0,0,1,0,1,2,1,0,0,0,2,2,1,5,0,0,2,0,1,0,0,0,4,0,4,1,0,3,0,1,5,0,0,3,0,0,4,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,4,2,2,0,0,0,1,0,1,4,1,1768,1,1,"London, MDCCLXVIII [1768.].",London,202,male,1705,1765,FALSE,"men upon inquiring into errors and prepossessions of every kind, tery ed only to confirm the dominion of this philoio. phy: protestants as well as papists entrenching themselves behind the authority of Aristotle, and defending their several tenets by the weapons with which he furnished them. This unnatural alliance, of"
0036000700_000001,"The rule of life. A collection of select moral sentences, extracted from the greatest authors, ancient and modern, and digested under proper heads. Carefully corrected and revised, by Philologos.",Philologos,61,3,1,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3,3,0,1,0,1,0,1,0,0,3,3,1,4,2,0,1,1,0,4,0,0,0,0,0,2,2,2,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,2,1,1,1,1783,1,1,"Berwick : printed by and for W. Phorson; and B. Law, Ave Maria Lane, London, 1783.",Berwick-upon-Tweed,264,unknown,,,FALSE,"c ~ ( T: HE RULE of LIFE., A COLLECTION OF SELECT MORAL SENTENCES ,. Extrated from the greatest Authors , ANCIENT and MODERN, and digested under proper heads. CARES ullr COR R.ECTED: A D' R E F IS E D; B Y. P H I L O L OG"
0445300301_000190,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL. D. In two volumes. ...",Johann Jakob Brucker,57,0,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,8,0,1,4,1,1,4,0,1,0,6,0,0,1,0,1,0,0,1,2,0,0,0,1,0,2,0,4,1,0,1,0,0,1,0,0,1,0,1791,1,2,"London : printed for J. Johnson, St. Paul's Church Yard, M,DCC,XCI. [1791].",London,588,male,1696,1770,FALSE,"Referring our readers to those able advocates of truth , which modern times have produced, we must therefore content ourselves for the present with briefly remarking, that the Sceptics have advanced nothing upon the important question respecting the Existence and Providence of a Supreme Being, which may not, with the"
0508700102_000013,"Elements of the philosophy of the human mind. By Dugald Stewart, ...",Dugald Stewart,64,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,1,0,0,1,0,0,4,0,2,0,0,0,1,0,2,0,14,0,4,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,4,0,0,1,2,0,1,1,0,0,0,1814,2,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh, 1792-1827.",London,564,male,1753,1828,FALSE,"certain, and if we reason from them conse ""quentially, our conclusions will be demonstratively certain: ""but if our principles be only intuitively probable, our conclusions will be only demonstratively probable. In mathematics, the first principles from which we reason are a set of "" axioms which are not only intuitively"
0827800201_000005,"The travels of Cyrus. In two volumes. To which is annex'd, A discourse upon the theology and mythology of the pagans. By the Chevalier Ramsay. ...",Andrew Michael Ramsay,77,5,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,2,0,3,0,1,3,3,1,1,0,3,0,0,10,0,2,3,2,0,4,0,4,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4,1,0,0,1,1,1,2,3,1,1,1730,1,2,"London : printed: and sold by T. Woodward, at the Half-Moon over-against St. Dunstan's Church, Fleet-Street; and J. Peele, at Locke's-Head in Pater-Noster Row, MDCCXXX. [1730].",London,386,male,1686,1743,TRUE,"proof of these principal facts , though' the circumstances should be related differently and be even fabulous? The Author in unfolding the ancient traditions has distinguished between fable and truth , philosophical hypotheses and doctrines of faith, essence and form, the spirit and the letter which ought never to be"
0413901200_000001,"The rule of life: in select sentences, collected from the greatest authors, antient and modern.",,63,3,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,1,2,0,3,0,1,0,0,3,3,1,3,2,0,1,1,0,3,0,0,1,0,0,1,4,2,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,2,1,1,1,1750,1,1,"London : printed: and sold by S. Austen, at the Angel and Bible in Newgate-Street; and J. Hinton, at the King's Arms, in St. Paul's Church-Yard, M.DCC.L. [1750].",London,305,unknown,,,FALSE,"T H E - : RULE oflife: IN SELECT SENTENCES , COLLECTED FROM The greatest AUTHORS , Ancient and Modern. KNOW THYSELF. Del. Orac. The FOURTH EDITION, Improved. LONDON : Printed: And Sold by S. A u s T E N, at the Angel and Bible in Newgate street; and"
1349100304_000022,"Essays, philosophical, historical, and literary. In four volumes. Vol. III.",William Belsham,65,1,0,0,0,1,0,0,0,0,0,2,0,0,3,1,0,0,1,1,5,0,0,0,1,1,2,0,0,2,4,1,1,0,0,0,0,10,0,0,0,1,0,2,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,3,2,0,1,2,0,1,1,2,0,1,1791,4,4,"Dublin : Printed by J. Moore, No. 43, College-Green, M,DCC,XCI. [1791].",Dublin,286,male,1752,1827,FALSE,")OTHING, perhaps, has contributed more to damp and discourage the spirit of philosophical investigation and inquiry, than the uncouth and cloudy language in which the most valuable truths are frequently rather enveloped than communicated, and by which their utility is diminifhned, in proportion as. their luitre is obscured. Few modern"
0718301300_000010,"An inquiry into the original of our ideas of beauty and virtue; in two treatises. I. Concerning beauty, order, harmony, design. II. Concerning moral good and evil. By Francis Hutcheson, Lld. late professor of philosophy in the University of Glasgow. Printed from the fourth edition, M.DCC.XXXVIII. With the author's corrections and additions interspersed in their proper places.",Francis Hutcheson,94,0,1,1,0,0,0,3,0,0,0,2,5,4,0,0,0,0,0,3,10,0,0,1,3,9,0,1,2,1,0,0,2,0,0,0,7,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,15,9,2,4,0,0,0,0,1,0,0,0,1772,1,1,"Glasgow : printed by Robert and Andrew Foulis, printers to the University, M.DCC.LXXII. [1772].",Glasgow,296,male,1694,1746,TRUE,"these instances of § beauty let it be observed, That the pleasure is communicated to those who never reflected on this general foundation ; and that all here alleged is this, "" That the pleasant "" sensation arises only from objeas, in which there is "" uniformity amidst variety :"
0958001101_000070,"Essays moral and literary, by Vicesimus Knox, M.A.",Vicesimus Knox,56,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,1,2,2,0,0,0,1,0,1,1,3,0,2,0,1,4,1,1,5,1,0,3,1,1,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,1783,1,2,"Dublin : printed by R. Marchbank, No. 2, Cork-Hill, M,DCC,LXXXIII. [1783].",Dublin,371,male,1752,1821,TRUE,"furninfled with the other, rationality, adopted the opinionwith eagerness; foi though to reason was difficult, to laugh was easy. The The admirers of the graces were glad of: fipleafing. a method of philofbphizing, and seized on it without examination. They who admitted it, were under a necessity of smiling; and"
0050800900_000015,"Some thoughts on the conduct of the understanding in the search of truth. By John Locke, Esq;",John Locke,58,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,10,1,0,1,0,2,1,1,3,2,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,4,0,0,0,3,0,0,1,1,1,0,1763,1,1,"Glasgow : printed for the booksellers, MDCCLXIII. [1763].",Glasgow,184,male,1632,1704,TRUE,"principles ,, yet if they have been made out from them, by a wary and unquestionable deduction, may be depended on as certain and infallible truths , and serve as unquefltionable truths to prove G 2 other other points, depending on them, by a nearer and {horter view than remote"
0220001900_000037,"A plea for the divinity of our Lord Jesus Christ. In a pastoral letter addressed to a congregation of protestant dissenters, at Cambridge.",Robert Robinson,71,2,0,3,0,0,2,0,0,0,0,0,3,0,6,1,0,0,1,1,0,0,0,4,1,0,0,1,3,1,6,0,1,0,1,0,1,9,1,0,1,0,0,2,2,0,1,0,1,4,1,0,1,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,2,1776,1,1,"Cambridge : printed by and for Fletcher and Hodson: sold by G. Keith, in Gracechurch-Street; E. and C. Dilly, in the Poultry; J. Buckland, and S. Crowder, Paternoster-Row, London, M.DCC.LXXVI. [1776].",Cambridge,110,male,1735,1790,FALSE,"an imperfect knowledge of the ohjec.;, or we have an imperfect /.nowledge of the evidence of their existence. He could not mean tl: e last, consequently he meant the fu ft. 3 The apostles did no more in proposing incomprehensible objces to our belief, than the mailers of human science"
0190900403_000045,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow.",Adam Smith,89,1,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,3,1,2,0,0,4,0,0,0,0,1,0,0,0,1,0,2,4,0,11,0,2,1,2,0,11,0,5,0,5,0,0,0,0,2,0,2,0,2,0,3,1,0,8,0,0,1,4,0,0,0,0,0,0,1,2,0,1784,3,3,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXIV. [1784].",London,523,male,1723,1790,TRUE,"to account for them, from more familiar causes, or from such as mankind were better acquainted with, than the agency of the gods. As those great phenomena are the first ob jecs of human curiosity , so the science which pretends to explain them must naturally have been the first"
1770400100_000044,"The elements of logick. In four books. ... By William Duncan, ...","Duncan, William",48,1,2,1,0,1,0,1,0,1,0,0,1,1,0,2,0,0,0,1,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,5,2,1,0,0,2,0,1,1,0,0,1,1759,1,1,"London : printed for R. and J. Dodsley, 1759.",London,369,male,1717,1760,FALSE,"observe, that as in an Axiom , the Agreement or Disagreement between the Subject and Predicate, must come under the im ( i86) immediateinfpel*ion of the Mind; so in a pofjulate, not only the Possibility of the Thing asserted, must be evident at first View , but also the Manner"
0455900400_000004,"Dialogues concerning natural religion. By David Hume, Esq;",David Hume,62,0,0,0,0,1,1,2,0,0,0,0,3,0,1,1,0,0,0,0,3,0,0,2,1,0,0,0,1,1,1,0,0,1,1,1,0,10,0,0,1,0,1,1,0,3,0,7,1,0,4,0,0,0,1,0,2,0,3,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,1779,1,1,"[London?] : Printed in, 1779.",London,154,male,1711,1776,TRUE,"moment of transgressing against the laws and customs of the people, with whom they live and converse. We know not how far we ought to trufl our vulgar methods of reasoning in such a subject ; since, even in common life and in that province, which is peculiarly appropriated to"
0097200101_000027,"The works of Francis Bacon, Baron of Verulam, Viscount St. Alban, Lord High Chancellor of England. In four volumes. With several additional pieces, never before printed in any edition of his works. To which is prefixed, a new life of the author, by Mr. Mallet.",Francis Bacon,72,5,0,1,0,1,1,0,0,1,0,0,2,0,1,0,0,1,2,1,3,0,0,2,0,1,0,0,0,3,1,5,1,0,4,0,1,4,1,0,2,1,0,6,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,3,1,1,0,0,0,0,4,0,3,1,1740,1,4,"London : printed for A. Millar, against St. Clement's Church, in the Strand, M.DCC.XL. [1740].",London,644,male,1561,1626,TRUE,"learning , and of fatal tendency to religion itself. The affair was brought before the parliament; and appeared of Lanoii, torn. so much consequence to Francis the Firif, that he would needs IV p. zc6. take it under his own immediate cognizance. The edia is still extant, which declares Ramus"
