PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(arm),termFreq(armi),termFreq(cafe),termFreq(carri),termFreq(caus),termFreq(common),termFreq(confid),termFreq(continu),termFreq(countri),termFreq(debt),termFreq(declar),termFreq(end),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fleet),termFreq(forc),termFreq(franc),termFreq(french),termFreq(gener),termFreq(god),termFreq(govern),termFreq(hand),termFreq(hous),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(late),termFreq(law),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nation),termFreq(natur),termFreq(noth),termFreq(number),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(public),termFreq(reason),termFreq(reign),termFreq(roman),termFreq(ship),termFreq(spain),termFreq(state),termFreq(taken),termFreq(tax),termFreq(think),termFreq(trade),termFreq(treati),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0145700101_000145,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,83,1,0,0,0,0,1,1,6,1,0,0,2,2,0,1,1,3,1,1,1,2,0,1,2,0,7,7,0,2,1,2,0,0,0,1,2,1,0,1,3,2,1,0,4,2,1,8,0,2,0,0,0,1,1,1,2,0,1,3,0,1791,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,523,male,1721,1771,TRUE,"pretended Prince of Wales for King of England . They affired his M; efty, they would assist him to the utmost of their power against all his enemies : and when it should please God to deprive them of his Majesty's protection, they would vigorously assist and defend against the"
0301100100_000112,"A complete history of the present war, from its commencement in 1756, to the end of the campaign, 1760. In which, all the battles, sieges, and sea-engagements; with every other transaction worthy of public attention, are faithfully recorded; with political and military observations.",,83,0,1,1,1,0,3,1,0,0,1,3,0,3,1,4,1,2,1,0,5,2,2,0,3,0,1,1,3,1,0,1,0,0,1,1,8,1,0,0,0,1,2,1,0,2,1,0,0,1,1,0,3,2,5,0,0,0,5,3,3,1761,1,1,"London : printed for W. Owen , at Temple-Bar ; L. Davis and C. Reymers , in Holborn ; and J. Scott, in Pater-Noster Row, MDCCLXI. [1761].",London,550,unknown,,,FALSE,"her american ports, and admitted other countries to ahat choice part of her commerce, which by her maritime regulations, the hath at other times To ftrit ly kept to herself. Neutral nations seized at once on the advantage, and opened to the enemy new channels for ( 34!) for the"
0014700101_000144,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,83,1,0,0,0,0,1,1,6,1,0,0,2,2,0,1,1,1,1,1,1,2,0,1,3,0,6,7,0,3,1,2,0,0,0,1,2,2,0,1,3,2,1,0,5,2,1,7,0,2,0,0,0,1,1,1,2,0,1,3,0,1794,1,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,425,male,1721,1771,TRUE,"majesty they would assit him to the utmost of their power against all his enemies : And when it should lease God to deprive them of his majesty's protetion, they would vigorously alfift and defend against the pretended prince of Wales, and all other pretenders whatsoever, every person and persons"
0935600107_000023,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain to the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,76,1,2,1,0,1,0,0,2,1,0,1,2,0,3,1,1,1,1,2,3,0,2,1,1,0,2,5,3,0,2,0,0,1,0,0,4,1,2,1,1,1,2,2,2,1,0,1,2,1,0,0,1,1,2,0,0,1,3,6,1,1761,7,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, G. Kearsley, H. Woodfall, W. Strahan, J. Rivington, R. Baldwin, W. Owen, W. Johnston, J. Richardson, B. Law and Co. G. Krith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ware and Son, M.DCC.LXI. [1761].",London,598,male,1661,1725,TRUE,"by entering into such negotiations, as I judged mofi conducive to those good ends : And it is with pleasure I can acquaint you, that many defects in the treaties of Utrecht, ""which very nearly affected the trade , and even the security I of these kingdoms , have been"
0974500107_000023,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,77,1,1,1,0,2,0,0,3,1,0,1,2,0,2,1,1,1,0,2,3,0,2,1,1,0,2,6,3,0,2,0,0,1,0,0,4,1,2,1,1,1,2,2,2,1,0,2,2,1,0,0,1,1,3,0,0,1,1,6,2,1758,7,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,599,male,1661,1725,TRUE,"the alliance lately concluded with France and the states - general , we are soon to be eased of all future ap"" "" from Dunkirk and Mardyke. The pretender "" is adcually removed beyond the Alps: His adherents are "" deprived of all hopes of support and countenance from """
0834400200_000542,"The history of the life and reign of William-Henry, Prince of Nassau and Orange, Stadtholder of the United Provinces, King of England, Scotland, France and Ireland, &c. In which the affairs of Ireland are more particularly handled, than in any other History. With an appendix, containing Copies of some Original Papers not hitherto published. Illustrated With Plans of Sieges and Battles in Ireland, and Medals struck upon the most Memorable Occurrences of his Life. As also, two dissertations. I. On the government of Holland. II. A brief history of the illustrious House of Orange. By Walter Harris Esq;","Harris, Walter",85,1,2,0,2,0,0,0,2,0,1,1,1,0,2,0,1,3,0,6,3,2,1,1,1,0,1,9,1,5,1,1,1,1,1,0,2,3,0,1,2,3,3,1,0,2,0,1,1,2,0,1,0,1,1,1,0,0,2,3,4,1749,1,1,"Dublin : printed by Edward Bate in George's-Lane, for the author, MDCCXLIX. [1749].",Dublin,631,male,1686,1761,FALSE,"rest, at least for this year. K. I'illiam's Journey to Zell, made about this time, gave France as much unea; linels, as their,,, iim. Camp at Conmeigne did the Allies. It is certain, the King's chief view was to cement the Union of n,,  I; t,, in tile rinces"
1139000128_000019,"A new history of England, from the descent of the Romans, to the demise of his late Majesty, George II Inscribed To his present Majesty, George III. By William Rider, A. B. Late of Jesus College, Oxford. ...",William Rider,91,0,0,1,0,2,1,1,3,2,0,0,0,4,0,4,1,2,0,3,6,3,4,0,1,0,1,6,1,1,1,1,1,1,1,0,2,0,0,0,2,1,4,0,0,2,4,3,0,0,0,1,0,1,3,0,1,1,2,4,8,1761,28,50,"London : printed for S. Crowder and Co. in Pater-Noster Row; and J. Wilkie, in St. Paul's Church-Yard, [1761-64].",London,241,male,1723,1785,FALSE,"pain of death. biy a second they were ordered to deliver up their arils arms both offensive and defensive, on pain of being treated as rebels and traitors. Lut terel, governor of Dublin, publijfed an ordinance by beat of drum, commanding the farmers to bring their corn for his maje!iy's"
1080601300_000018,Miscellanies. The Eighth Volume. By Dr. Swift.,Jonathan Swift,95,0,0,0,1,0,3,0,0,1,2,1,5,1,1,0,2,3,1,0,5,1,4,0,1,1,1,10,2,1,3,0,2,0,0,6,1,0,0,0,1,1,2,1,2,0,0,5,1,1,2,0,0,3,0,0,1,1,0,2,13,1742,1,1,"London : printed for C. Davis against Greys-Inn-Gate, Holborn. and C. Bathurst, MDCCXLII [1742].",London,316,male,1667,1745,TRUE,"threatening to break the Alliance, if he will not comply. FROM these Reflections upon War in general , I descend to confider those Wars , wherein England hath been engaged since the Conquest. In the Civil Wars of the Barons, as well as those between the Houses of rork and"
0990000305_000003,"Volume V. of the Author's works. Containing The Conduct of the Allies, and the examiners.",Jonathan Swift,96,0,0,0,1,0,3,0,0,0,2,1,5,3,1,0,2,2,1,0,7,2,3,0,1,1,0,11,2,1,3,0,2,0,0,5,1,0,0,0,1,1,2,1,1,0,0,5,1,1,2,0,0,5,1,0,1,1,0,2,11,1738,5,5,"Dublin : printed by and for George Faulkner, M,DCC,XXX,VIII. [1738].",Dublin,354,male,1667,1745,TRUE,"both fides was employed and circulated at Hotme; no Public Debts contracted; and a very few Years of Peace  quickly set all right again. TH E like may be affirmed even of that unnatural Rebellion against King Charles I. The Usurp lrs maintained great Armies in constant Pay, had"
1147000102_000061,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. In thirteen volumes. Volume I.",Jonathan Swift,93,0,0,0,1,0,3,0,0,1,2,1,5,1,1,0,2,3,1,0,5,2,4,0,1,0,0,7,2,1,3,0,3,0,0,6,1,0,1,0,1,1,2,1,1,0,0,5,1,1,2,0,0,3,0,0,1,2,0,2,13,1774,2,13,"Edinburgh : printed for John Donadlson [sic], Corner of Arundel Street, Strand, London, MDCCLXXIV. [1774].",Edinburgh,355,male,1667,1745,TRUE,"little or nothing from this, he might however hope, that the principals would make it up in dignity and re fpet; and he would surely think it monstrous to find them intermeddling in his domestic afifirs, - prescribing what servants he flhould keep or dif miss, pressing him perpetually with"
0215401700_000002,"Good Queen Anne vindicated, and the ingratitude, insolence, &c. of her Whig ministry and the allies detected and exposed, in the beginning and conducting of the war. The Englishman's memorial: Containing A short History of the Land Wars we have been engaged in, with unanswerable Arguments, proving 'tis not the Interest of England to be concerned, as a Principal, in a Land War, upon any Pretence Whatsoever;-Mind the Sea. With Remarks on the new Ways of raising Money, &c. (unknown to our Ancestors, and which our Posterity will curse us for;) also Many important Matters relative to the British Affairs, worthy of the Attention of the Publick at this Juncture. By the author of The dissertation on parties.","Henry St John, 1st Viscount Bolingbroke",92,0,0,0,1,0,2,0,0,1,2,1,5,1,1,0,2,3,1,0,4,1,4,0,1,0,1,10,2,1,3,0,2,0,0,5,1,0,0,0,1,1,2,1,1,0,1,5,1,1,2,0,0,3,0,0,1,2,0,2,13,1748,1,1,"London : printed for and sold by W. Owen, at Temple-Bar, [1748].",London,73,male,1678,1751,TRUE,"he would surely think it monstrous to find them intermedling in his Domestic Affairs, prescribing what Servants he should keep or dismiss, pressing him perpetually with the moil unreasonable Demands, and at every turn threatening to break the Alliance, if he will not comply. From there Reflections upon War in"
0098000205_000003,"The works of Jonathan Swift, D.D, D.S.P.D. in eight volumes. Containing, I. His miscellanies in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the Drapier's letters. V. The conduct of the allies, and the Examiners. VI. The publick spirit of the Whiggs, &c. with Polite conversation. VII. Letters to and from Dr. Swift. VIII: Directions to servants, sermons, poems, &c.",Jonathan Swift,95,0,0,0,1,0,3,0,0,0,1,1,5,3,1,0,2,2,1,0,7,2,2,0,1,1,0,11,2,1,3,0,2,0,0,5,1,0,0,0,1,1,2,1,2,0,0,5,1,1,2,0,0,5,1,0,1,1,0,2,11,1741,5,8,"Dublin : printed by George Faulkner, in Essex-Street, M,D,CC,XLVI. [1741-1746].",Dublin,354,male,1667,1745,TRUE,"employed and circulated at Home; no public Debts contracted; and a very few Years of Peace quickly et all right again. TH E like may be affirmed even of that unnatural Rebellion against King Charles I. The Usurpers maintained great Armies in constant Pay, had al noftcontinual War with Spain"
0372901700_000004,"Remarks on the present times, exhibiting the causes of the high price of provisions, and propositions for their reduction, being an introduction to hints and observations on agriculture. By James Mcphail.",James Macphail,95,1,0,0,0,0,1,0,5,0,1,1,1,1,0,1,1,1,0,0,4,2,3,0,2,0,7,1,3,0,0,0,0,1,1,3,4,0,0,1,0,9,3,3,0,5,3,0,7,0,0,0,0,3,2,1,1,1,2,2,7,1795,1,1,"London : printed for T. Cadell, Junior, and W. Davies, (successors to Mr. Cadell,) in the Strand; and Bell and Bradfute, at Edinburgh, 1795.",London,139,male,,1805,FALSE,"This is the beginning of the memorial of the government of Great Britain; and after cndca vouring to justify in the eyes of the world its own conduct, and to criminate that of France , it says, "" Such are the unjull and ambitious enemies , who have despised the"
1600400405_000005,"Volume V. of the author's works. Containing the conduct of the allies, and the examiners, &c.",Jonathan Swift,85,0,1,1,2,1,1,0,3,1,0,1,2,3,1,5,4,2,0,2,3,4,1,0,3,0,1,3,1,0,0,0,0,1,1,0,1,1,2,0,0,0,2,1,0,2,0,3,1,2,0,0,0,3,1,1,1,0,1,1,14,1763,5,5,"Dublin : Printed by George Faulkner, MDCCLXIII. [1763].",Dublin,490,male,1667,1745,TRUE,"the French would by this Means become ivlafters of the Treatures in the Spanizyb wefz hzdies : That, in the lait wiar, when Spain , Colognae, and Bavatrin were in our Alliance, and by a modest Computation brought sixty thousand Men into the Field again if the common Enemy ;"
0624401200_000004,"Good Queen Anne vindicated, and the ingratitude, insolence, &c. of her Whig ministry and the allies detected and exposed, in the beginning and conducting of the war. The Englishman's memorial: containing A short History of the Land Wars we have been engaged in, with unanswerable Arguments, proving 'tis not the Interest of England to be concerned, as a Principal, in a Land War, upon any Pretence Whatsoever-Mind the Sea. With Remarks on the new Ways of raising Money, &c. (unknown to our Ancestors, and which out Posterity will curse us for;) also Many important Matters relative to the British Affairs, worthy of the Attention of the Publick at this Juncture. By the author of The dissertation on parties.","Henry St John, 1st Viscount Bolingbroke",94,0,1,1,2,1,1,0,3,1,0,1,2,2,1,4,5,2,0,2,3,6,0,0,2,1,0,7,1,0,0,0,0,1,2,0,2,1,3,0,0,0,2,1,0,2,0,3,1,2,0,0,0,3,1,1,1,0,1,1,17,1748,1,1,"London : printed by M. Cooper, in Pater-Noster-Row, MDCCXLVIII. [1748].",London,48,male,1678,1751,TRUE,"as well under a King of French Blood, as one of udfrian; but, if we hold engage in a War for Dethroning the Duke of Anjou, we hold certainly effec what, by the Progress and Operations of it, we endeavoured to prevent, I mean an Union of Interest and Affections"
0645400301_000026,The life and writings of Philip late Duke of Wharton. In two volumes. ...,"Wharton, Philip Wharton, Duke of",76,0,1,0,1,0,2,0,0,2,0,1,3,0,1,1,4,0,4,1,2,0,1,1,1,0,1,4,2,1,2,0,0,0,0,0,2,1,0,0,0,1,2,0,3,4,0,2,1,1,0,0,2,5,2,2,1,1,3,1,6,1732,1,2,"London : printed; and sold by the booksellers of London and Westminster, M.DCC.XXXII. [1732].",London,399,male,1698,1731,FALSE,"are lesen'd proportionably to the Taxes , they are grossly mifned and deceived. We may often expend Three Shillings in the Peund, when only Two arc levied: but then an After reckoning comes, and the Whole murt be paid with Interest. THE Two visible Points that have contributed to this"
0008400300_000554,"The ladies history of England; from the descent of Julius Cæsar, to the summer of 1780. Calculated for the use of the ladies of Great-Britain and Ireland; and likewise adapted to general use, entertainment, and instruction. By Charlotte Cowley.","Cowley, Charlotte",85,2,1,3,0,2,0,1,3,0,2,0,0,4,2,2,0,3,0,3,1,2,0,0,0,0,5,7,1,4,0,0,0,2,1,1,1,0,1,1,2,2,0,1,1,2,0,1,1,0,0,0,6,4,0,2,1,0,3,1,3,1780,1,1,"London : printed for the proprietors; and sold by S. Bladon, No. 13, in Pater-Noster-Row, MDCCLXXX. [1780][-81].",London,774,female,,,FALSE,"cause of England ; but he was only able to obtain a vague promise, that they would continue to cultivate the friendship of England , and in cafe of necessity to supply his Britannic majesty with the succours stipulated by treaty . The Spaniards not being at this time in"
0295500102_000092,"The works of Jonathan Swift, D.D: D.S.P.D. with notes historical and critical, by J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,84,0,0,0,1,0,3,0,0,1,2,1,5,1,1,1,1,3,1,0,4,1,5,0,1,0,2,4,2,1,1,0,3,0,0,6,1,0,1,0,1,1,2,1,1,0,0,3,1,1,2,0,0,1,0,0,1,2,0,2,12,1778,2,18,"Edinburgh : printed by Mrs Mundell, Old Excise-Office; by David Willison, Craig's Close; and by Churnside and Wilson, Royal Bank Close; the publishers, 1778.",Edinburgh,479,male,1667,1745,TRUE,"it is therefore necessary, as well as prudent, to lend them assistance, and help them to win a firong secure frontier: but, as they muff, in course, be the first and greatest fufl'erers; so, in justice, they ought to bear the greatest weight. If a house be on fire, it"
1344702327_000137,"The English review of literature, science, discoveries, inventions, and practical controversies and contests.",Gilbert Stuart,74,0,1,1,0,0,1,0,2,1,1,1,1,0,0,1,0,2,3,0,4,4,0,0,4,0,0,2,2,1,0,1,0,1,2,1,3,0,0,3,1,1,4,4,0,3,3,1,2,0,1,0,1,2,1,1,1,0,2,0,3,1796,27,28,"London [England] : printed for J[ohn]. Murray and S[amuel]. Highly, no. 32, Fleet-Street, M,DCC,XCVI. [1796].",London,611,male,1741,1786,FALSE,"peace or war being still uppermost in our minds, we cast our eyes over the Austrian Netherlands, and the Seven United Provinces; in which countries we are firuck with two appearances that seem to indicate opposite intentions. The devastation of the Netherlands by the French *, like that of the"
1206700102_000037,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. Accurately corrected by the best editions. With The author's Life and Character; Notes historical, critical, and explanatory; Tables of Contents, and Indexes. More complete than any preceding edition. in eight volumes.",Jonathan Swift,94,0,0,0,1,0,3,0,0,1,2,1,5,1,1,0,2,2,1,0,6,2,4,0,1,0,1,8,2,1,3,0,3,0,0,6,1,0,1,0,1,0,2,1,1,0,0,5,1,1,2,0,0,3,0,0,1,2,0,2,13,1756,2,8,"Edinburgh and Glasgow : printed for A. Kincaid & A. Donaldson, Yair & Fleming, and W. Gordon, Edinburgh; and R. Urie, J. Gilmour, and D. Baxter, Glasgow, MDCCLVI. [1756].",Edinburgh|Glasgow.,403,male,1667,1745,TRUE,"him so fair as to expect little or nothing from this, he might however hope, that the principals would make it up in dignity and refpe t; and he would surely think it monstrous to find them intermeddling in his domestic affairs, prescribing what servants he should keep or dismiss,"
