PassageID,Title,Author,Total termFreq,termFreq(attent),termFreq(author),termFreq(book),termFreq(brandi),termFreq(chocol),termFreq(coffe),termFreq(coffeehous),termFreq(compani),termFreq(convers),termFreq(dai),termFreq(drink),termFreq(even),termFreq(frequent),termFreq(gentlemen),termFreq(grand),termFreq(half),termFreq(home),termFreq(hous),termFreq(humour),termFreq(knowledg),termFreq(laid),termFreq(laughter),termFreq(liberti),termFreq(london),termFreq(music),termFreq(new),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(place),termFreq(politician),termFreq(proprietor),termFreq(public),termFreq(publish),termFreq(punch),termFreq(read),termFreq(room),termFreq(sage),termFreq(societi),termFreq(tabl),termFreq(tatler),termFreq(tea),termFreq(thought),termFreq(town),termFreq(wit),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1288600400_000024,"The tunbridge Wells guide; or an account of the ancient and present state of that place, to which is added a particular description of the towns and villages, Gentlemens Seats, Romains of Antiquity, Founderies. &c. &c. within the circumference of sixteen miles.","Sprange, J. (Jasper)",62,2,0,0,0,0,3,1,9,1,1,3,0,2,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,6,0,0,6,1,0,0,15,0,0,2,0,3,0,0,0,0,1780,1,1,"Tunbridge Wells : printed and sold by J. Sprange, at his Circulating Library. Sold also in London, by T. Beecroft Bookseller Pater Noster Row, MDCCLXXX. [1780] [1784].",Tunbridge Wells,370,male,1746,1823,FALSE,"in all the amusements of the place . As each of there places depend, for the chief part, on the subscription, is is cufloma y for every one in a family to give their refpeaive names to each. The company usually appear on the parade between seven and eight o'clock"
0006200501_000019,"The adventures of John Le-Brun. Containing a surprising series of entertaining accidents in his own life. Also Several Historical Accounts of the Private Memoirs of his Cotemporaries. Being an Impartial History of his own Times. In which All Modern Transactions of any Secrecy or Importance, whether Amorous, Moral, or Military, are faithfully related. The Whole Collected from A Genuine MS. for the Entertainment and Improvement of all Gentlemen and Ladies of Wit, Humour, and Gallantry. In two volumes.","Cross, Richard           1760",47,0,0,1,0,0,1,2,7,1,1,1,2,1,1,0,0,1,2,1,1,1,0,1,0,0,2,2,2,1,4,0,0,1,0,0,2,2,0,0,0,0,0,4,0,0,2,1739,1,2,"London : printed for G. Hawkins, at Milton's-Head between the Temple-Gates, and at Tunbridge-Wells; and sold by J. James, at Horace's-Head, under the Piazza of the Royal-Exchange, 1739.",London,241,unknown,,,FALSE,"find it "" more for your Advantage to leave it"". I thanked him in the most grateful Words I was Mafler of, and took my Leave, very well fitisiied with my good Fortune. Nor had I now one Thought to make me unealv, but my Friend's Absence, which I confers"
0764300100_000006,"A true state of the differences subsisting between the proprietors of Covent-Garden-Theatre; in anser to a false, scandalous, and malicious manuscript libel, exhibited on Saturday, Jan. 23, and the two following Days; an to a printed narrative, signed by T. Harris and J. Rutherford. By George Colman.","Powell, William",47,0,1,1,0,0,2,4,0,1,2,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,2,12,1,1,0,0,0,2,1,0,1,3,0,0,3,0,0,1,0,0,2,1768,1,1,"London : printed for T. Becket, in the Strand; R. Baldwin, in Paternoster-Row; and R. Davis, the Corner of Sackville-Street, Piccadilly, MDCCLXVIII. [1768].",London,67,male,1735,1769,FALSE,"present. This application, however, proved as fruitless as the former. Mr. Harris said that they could send no written answer, nor any verbal message: ard upon being asked what was the in. tention of their advertisement, again replied, that they could send no written answer, nor any verbal message. Mr."
0673800200_000197,"The works of John Fothergill, M.D. Member Of The Royal College Of Physicians, And Fellow Of The Royal Society, Of London; Fellow Of The Royal College Of Physicians In Edinburgh; And Corresponding Member Of The Royal Medical Society Of Paris, And Of The American Philosophical Society At Philadelphia. With some account of his life. By John Coakley Lettsom.",John Fothergill,65,0,3,0,0,0,11,10,1,0,3,6,3,2,0,2,1,0,7,0,0,0,0,1,0,0,1,0,4,2,1,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1784,1,1,"London : printed for Charles Dilly, in the Poultry, M.DCC.LXXXIV. [1784].",London,771,male,1712,1780,FALSE,"expense. These houses and aemblies insensibly became o much in vogue, that they were frequented by people of all pro'elions, and even by the deficers of the seraglio, the pachas, and persons of the firfi rank about the court. However, when they seemed to be the most firmly, established, the"
0109600401_000019,"The adventures of John Le-Brun. Containing a surprising series of entertaining accidents in his own life. Also Several Historical Accounts of the Private Memoirs of his Cotemporaries. Being an Impartial History of his own Times. In which All Modern Transactions of any Secrecy or Importance, whether Amorous, Moral, or Military, are faithfully related. The Whole Collected from A Genuine MS. for the Entertainment and Improvement of all Gentlemen and Ladies of Wit, Humour, and Gallantry. In two volumes.","Cross, Richard           1760",46,0,0,1,0,0,2,2,7,0,1,1,2,1,1,0,0,1,2,1,1,1,0,1,0,0,2,2,3,1,2,0,0,1,0,0,2,2,0,0,0,0,0,4,0,0,2,1740,1,2,"London : printed for G. Hawkins , at Milton's-Head, between the Temple-Gates, and at Tunbridge-Wells ; and T. Cooper, at the Globe in Pater-Noster Row, 1740.",London,239,unknown,,,FALSE,"at Liberty to go where I pleased, and make what Use of riy Time I thought most to my Advantage. C H A P. -79 C H AP. X Of my getting into polite Company , their ml4anners, and my great Success. EING now my own Master with D Money"
1298400100_000087,"The whole proceedings on the King's commission of the peace, Oyer and Terminer, and Gaol Delivery for the City of London; and also the gaol delivery for the county of Middlesex; held at Justice Hall in the Old Bailey, on Wednesday the 4th of December 1793, and the following days; being the first session in the mayoralty of The Right Hon. Paul Le Mesurier Esq. Lord Mayor of the City of London. Taken in short-hand by Manoah Sibly, Professor of Short-Hand, No. 35, Goswell-Street, And Published by Authority.",Great Britain. Sessions (City of London and County of Middlesex),56,0,0,0,0,0,9,2,2,2,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3,4,0,1,0,0,0,2,0,3,4,17,0,0,0,0,0,0,0,0,1,1793,1,1,"London : printed and published by Henry Fenwick, No. 63, Snow Hill, 1793-94.",London,1334,unknown,,,FALSE,"Cassel did the same. prfijonr. Pray Mr. Leech, where these all the words I uttered ?- I cannot anfwver that question; I wonder you flhould put it. 2 You have seemed to felea them very nicely however. was it not in consequence of some paragraphs in the news papers that"
0599200500_000010,"A tour to Cheltenham Spa; or, Gloucestershire display'd. Containing on account of Cheltenham, in its improved state; its Mineral Water, Public Walks, Amusements, Environs, &c. The Natural History of the County and City of Gloucester, and the Towns of Cirencester, Tetbury, Tewkesbury, Fairford, &c. A correct itinerary from Cheltenham. And an Account of the Posts from Gloucester and Cheltenham, agreeable to the latest Regulations. The Whole interspersed with Explanatory Historical, Chronological, and Genealogical Notes, Carefully selected from the best Authors. The Fourth Edition. By Simeon Moreau, M. C. Cheltenham.","Moreau, Simeon",49,0,0,2,0,0,0,1,7,0,0,3,2,4,1,0,0,0,2,0,0,1,0,0,1,2,2,1,1,3,3,0,2,4,0,0,0,3,0,0,1,0,1,0,2,0,0,1789,1,1,"Bath : printed for the author, by R. Cruttwell, and sold by him, and all the Booksellers in Bath; Mr. Harward at Cheltenham, Gloucester, and Tewkesbury; And by C. Dilly, Poultry, and J. Walker, Charing-Cross, London, MDCCLXXXIX. [1789].",Bath,204,unknown,,,FALSE,"Card Nzghts, Ladies o 2 6 -- Gentlemen o 5 0 Non subfcriber admission o I o By C 3 3 By another vote of the above Company , in 1784, the subscription to the balls for a family extending to sons and daughters only, is one guinea for three"
0239500106_000121,"The lucubrations of Isaac Bickerstaff, Esq.",Joseph Addison,48,0,1,0,0,0,1,9,3,2,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,4,3,0,3,5,4,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,1786,6,6,"London : printed for C. Bathurst, J. Buckland, J. Rivington and Sons, W. Owen, R. Horsfield , B. White and son, T. Longman, B. Law, C. Rivington, J. Dodsley, H. Baldwinm G.G.J. and J. Robinson, C. Dilly, T. Cadell, J. Nichols, R. Baldwin, W. Goldsmith, J. Johnson, W. Flexney, W. Nicoll, G. Burnett, C.D. Piguenitt, G. and T. Wilxie, W. Fox, M. Say, and E. Newbery., M DCC LXXVI. [1786].",London,510,male,1672,1719,TRUE,"abridgement. See MSS. loan. 4; 63, 4to. uelday, . -* - III I N 268 Tuesday, December 26, i7i0. ST E E L E. L -- -- -- * -- 0 te, Bolane, c¢rbri Felirem! aiebam tacitus, cum quidlibet ille Garriret. HOR. t Sat. IX 1 I thus ininuttering silence"
0204400200_000064,"A voyage to Arabia the happy, by the way of the Eastern ocean, and the streights of the Red-Sea: perform'd by the French for the first time, A.D. 1708, 1709, 1710. Together With a particular Relation of a Journey from the Port of Moka to the Court of the King of Yemen, in the second Expedition, A. D. 1711, 1712, 1713. Also, an account of the coffee-tree, and its Fruit. Collected from the Observations of those employed in this last Voyage. Likewise an historical Treatise of the first use of Coffee, and the Progress it afterwards made both in Asia and Europe; how it was introduced into France, and whence it came to be so generally received at Paris.",Jean de la Roque,49,0,1,0,0,2,8,6,4,0,0,2,0,1,2,0,0,0,4,0,0,0,0,0,1,0,0,0,1,2,4,0,0,2,0,0,0,3,0,0,1,0,1,3,1,0,0,1726,1,1,"London : printed for G. Strahan, at the Golden-Ball over-against the Royal-Exchange; and R. Williamson near Gray's-Inn Gate, Holborn, 1726.",London,329,male,1661,1745,FALSE,"ambassador, this custom was continued by several persons who found means to procure it from Marseilles, or other places : and at length there arrived in this city one Pascal, an .Armenian, who in the Who ftrr year id72 firif thought of selling cof fetuppub. see publicly at St. Germain's"
0680802600_000006,"The case between the proprietors of news-papers, and the subscribing coffee-men, fairly stated. Being remarks on their case lately publish'd. Wherein The False Pretences, Wild Project, and Groundless Complaints of that Insolent Set of Men, are duly Examined, properly Exposed, and thoroughly Consuted; And their Calumny of Abuses and Impositions justly Retorted. With a proposal for remedying the flagrant, scandalous, and growing impositions of the coffee-men upon the publick.",,45,0,0,0,1,1,5,3,0,0,4,1,5,0,0,0,2,0,2,0,0,1,0,1,0,0,0,7,2,0,0,0,2,0,0,1,0,0,0,0,0,0,2,5,0,0,0,1729,1,1,"London : printed for E. Smith, at the Royal Exchange; A. Dodd, without Temple-Bar; and N. Blandford, at Charing-Cross, [1729].",London,18,unknown,,,FALSE,"Brethren have, at the same time that they will bear away the Bell in many that our Politic Dablers have not, (which is another Point worthy the Reflection of these sagacious Projetors) so of Consequence it will, as I proposed to make appear in this Article, augment, instead of diminifi,"
0853000300_000195,"The works of John Fothergill, M.D. Member Of The Royal College Of Physicians, And Fellow Of The Royal Society, Of London; Fellow Of The Royal College Of Physicians In Edinburgh; And Corresponding Member Of The Royal Medical Society Of Paris, And Of The American Philosophical Society At Philadelphia. With some account of his life. By John Coakley Lettsom.",John Fothergill,63,0,3,0,0,0,10,11,1,0,3,4,3,3,0,2,0,0,7,0,0,0,0,1,0,0,1,0,4,2,1,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1784,1,1,"London : printed for Charles Dilly, in the Poultry, M.DCC.LXXXIV. [1784].",London,746,male,1712,1780,FALSE,"which is contrary to the tenets of their religion.. Government was therefore obliged.to interfere, and at times restrain the. ufe'of it. However, it had become so universally liked, that it was.found .afterwards necessary to take off. all restraint for the future. Coffee continued its progress through Syria,, andlwasreceived at.damafcus. and"
0680802600_000007,"The case between the proprietors of news-papers, and the subscribing coffee-men, fairly stated. Being remarks on their case lately publish'd. Wherein The False Pretences, Wild Project, and Groundless Complaints of that Insolent Set of Men, are duly Examined, properly Exposed, and thoroughly Consuted; And their Calumny of Abuses and Impositions justly Retorted. With a proposal for remedying the flagrant, scandalous, and growing impositions of the coffee-men upon the publick.",,51,0,0,0,0,0,3,3,0,0,0,0,2,0,2,0,2,0,3,0,1,0,0,0,0,0,2,10,2,3,1,0,7,6,0,1,0,0,0,0,0,0,1,1,0,0,1,1729,1,1,"London : printed for E. Smith, at the Royal Exchange; A. Dodd, without Temple-Bar; and N. Blandford, at Charing-Cross, [1729].",London,18,unknown,,,FALSE,"the Sale, and while it contributes to such great Gains to the coffee men, affords no more than a poor halfpenny, exclusive of Advertisements, (which these Wretches also lay a Claim to) for defraying the Charges of Paper and Print; for every Paper sells but for Three halfpence, and one"
0301300402_000060,"Sir John Chardin's Travels in Persia. Never before translated into English. Containing, A most particular Account, of the Religion, Government, Trade, Product, Rarities, Structures, Arts and Sciences of that great Monarchy An exact description of the Court and City of Ispahan, the Capital thereof; as also of the celebrated Ruins of Persepolis, the antient Metropolis of that Nation, and of several other Places of Note. With Genuine Copies of the Instructions given by the English, French and other Powers, to their respective Embassadors in Persia, China, Japan, and other Eastern Empires; no less useful and instructive for carrying on the Commerce in those Parts, than satilfactory to the Curious. Adorn'd and illustrated with a great number of cutts. In [eight] volumes. By Edm. Lloyd, Esq;",Jean Chardin,41,1,0,0,0,1,5,2,2,2,0,1,1,0,0,0,1,0,3,0,1,0,0,1,0,0,1,0,1,0,5,1,0,0,1,0,0,3,0,0,0,0,2,1,1,0,4,1720,2,2,"London : printed for the author; and sold by J. Smith in Exeter-Change in the Strand, 1720.",London,341,male,1643,1713,FALSE,"and take another lirge Kettle for the Rcceipicnr, put in the Ground, and filled filled with Water, and covered with awood en Cover, which they flop up well witi the Substance of Roses squeeze; the Pipe that passes out of one into the other is no. thing but a dried"
0929801000_000016,The liverpool guide; including a sketch of the environs: with a map of the town.,"Moss, William",49,2,0,1,0,0,4,2,1,0,1,0,4,1,2,0,0,1,2,0,0,0,0,0,2,2,3,2,0,2,3,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,1796,1,1,"Liverpool : printed for and sold by Crane and Jones, Castle-Street; and sold by Vernor and Hood, London, 1796.",Liverpool,137,unknown,,,FALSE,"season, for thirty years, with deserving eimation. A benefit play is given every season for the public Charities. PUBLIC 87 PUBLIC CONCERTS. The Public Concert room is in Bold itreet. It is large, and finished with great elegance. The seats below and in the gallery are well disposed; yet the"
0076700504_000105,"The lucubrations of Isaac Bickerstaff Esq; In five volumes. To which are added, (in order to render the Work Compleat) I. Mr. Bickerstaff's Predictions for the Year 1708. II. The Accomplishment of his Prediction as to the Death of Dr. Partridge. III. His Vindication, against Dr. Partridge's Objections in his Almanack of 1709. IV. An Elegy on the Death of Dr. Patridge.",Joseph Addison,40,0,2,0,0,0,1,1,4,4,3,0,0,2,1,0,2,1,0,1,0,0,0,1,0,0,0,2,0,1,3,0,0,1,0,0,0,1,0,1,1,1,0,2,1,2,1,1720,4,5,"London : printed for E. Nutt, A. Bell, J. Darby, A. Bettesworth, J. Pemberton, J. Hooke, C. Rivington, R. Cruttenden, T. Cox, J. Battley, F. Clay, and E. Symon, M.DCC.XX. [1720].",London,317,male,1672,1719,TRUE,"of the Room abruptly, and leaving a Man of Honour in the midit of a Differration, This Evil is at present so very common .and epidemical, that there's fcalcc a Coffeehouse in Town that has not Tome Speakers belonging to it, who utter their Political Eilays, and draw Parallels out"
0552000500_000022,"The history of Pompey the little. Or, the life and adventures of a lap-dog.","Coventry, Francis",35,1,0,0,1,0,1,3,1,2,2,0,3,0,0,0,0,3,0,2,2,0,0,0,0,0,3,1,1,0,0,2,0,1,0,0,0,2,0,0,1,0,0,1,0,2,0,1761,1,1,"London : printed for R. and J. Dodsley in Pallmall, MDCCLXI. [1761].",London,310,male,1725,1759,FALSE,"end.of thy journey. F 2 C HAP. CHAP. XII tibe hifory of a modih. marriage; the de cription of a coffeehouse , and a very grave political debate om the good of the nation. pompet Was sold, as we have just observed, to an alehoufe keeper daughter, for the valuable"
1113000400_000003,"An historical account of coffee. With an engraving, and botanical description of the tree. To which are added sundry papers relative to its culture and use, as an Article of Diet and of Commerce. Published by John Ellis, F. R. S. Agent for the Island of Dominica.",John Ellis,61,0,3,0,0,0,11,10,1,0,3,5,3,2,0,2,0,0,6,0,0,0,0,1,0,0,1,0,3,2,1,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1774,1,1,"London : printed for Edward and Charles Dilly, MDCCLXXIV. [1774].",London,76,male,1710,1776,FALSE,"and assemblies insensibly became so much in vogue, that they were frequented by people of all professions, and even by the officers of the seraglio, the pachas, and persons of the first rank about the court. However, when they seemed to be the most firmly established, the Imans, or officers"
