PassageID,Title,Author,Total termFreq,termFreq(appli),termFreq(art),termFreq(children),termFreq(cloth),termFreq(consumpt),termFreq(contriv),termFreq(cotton),termFreq(engin),termFreq(fabric),termFreq(hand),termFreq(improv),termFreq(invent),termFreq(iron),termFreq(labour),termFreq(machin),termFreq(machineri),termFreq(manner),termFreq(manufactur),termFreq(mechan),termFreq(method),termFreq(mill),termFreq(number),termFreq(oper),termFreq(patent),termFreq(peopl),termFreq(power),termFreq(present),termFreq(price),termFreq(proport),termFreq(quantiti),termFreq(raw),termFreq(silk),termFreq(skill),termFreq(steam),termFreq(us),termFreq(valu),termFreq(water),termFreq(wheel),termFreq(women),termFreq(wool),termFreq(woollen),termFreq(work),termFreq(workmen),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1741500105_000571,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,65,0,1,0,1,0,3,15,2,0,4,4,3,0,0,5,1,1,2,0,6,0,1,1,5,0,0,0,0,0,0,0,2,0,0,2,1,2,1,0,1,0,1,0,1797,5,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,810,unknown,,,FALSE,"bazas, are th most esteemed; as also that of the West India islands. It is to be chosen white, fine, very dry, and evenly spun. The other cotton threads are'the half bazas, the rames, the beledin, and gondezel; the payas and montaliri, the geneguins, the baquins, the joffelaffars, of which"
0986801100_000002,"A plan of a course of lectures on arts and manufactures, more particularly such as relate to chemistry. By William Farish, M.A. Fellow of Magdalen College, and Professor of Chemistry in the University of Cambridge.",William Farish,76,1,3,0,2,0,0,5,3,2,2,2,0,0,0,2,1,0,3,0,5,16,0,0,0,0,0,0,0,0,0,1,7,0,1,3,0,2,5,0,8,0,2,0,1796,1,1,"Cambridge : printed by J. Burges Printer to the University, MDCCXCVI. [1796].",Cambridge,37,male,1759,1837,FALSE,"porcelain. 15x. The use of flints in the manufature of glass. The frit. Green glass. Crown glass. Flint glass. 152 Struture of the pots, And of the furnace for making glass. 153 Glass blown, And formed. 154 Of annealing glass. 155 The ( is) x55. The manufacture of plate glass."
1267700202_000180,"The historical, biographical, literary, and scientific magazine. The history of Europe, for the year 1799. With an obituary and biographical sketches of persons deceased in that year, &c. &c. By Robert Bisset, LL.D. With the assistance of other literary gentlemen. ...",Robert Bisset,66,2,0,0,0,1,1,0,3,0,0,4,3,2,0,7,1,3,1,0,2,0,1,0,1,0,6,0,0,0,2,0,0,0,7,2,0,8,8,0,0,0,1,0,1800,2,3,"London : printed and published by G. Cawthorn , British Library, NO. 132, Strand, Bookseller To Her Royal Highness The Princess Of Wales : sold also by Messrs. Richardson , Royal-Exchange ; H. D. Symonds, J. Wallis, West and Hughes , Paternoster-Row ; J. Wright , Piccadilly ; P. Hill, Edinburgh; and all the booksellers in town and country, [1800?].",London,446,male,1759,1805,FALSE,"by six in breadth; others, sixty feet in length by twelve in breadth. The advantage of these Boilers consists in their being of greater lengths than those made in the common way, and being without flues on the outside the fire being applied solely to the bottom, in the'one case,"
1528400900_000012,Minutes of evidence relating to wool. (28th April 1800).,Great Britain. Parliament. House of Commons,80,1,0,0,9,1,0,0,2,0,0,4,0,0,0,1,3,0,1,0,0,0,2,1,0,0,0,1,0,5,9,0,0,3,2,3,2,0,0,1,21,3,4,1,1800,1,1,"[London : s.n., 1800].",London,48,unknown,,,FALSE,"ire? t'he.labour 0f men is different.; a good Artificer will earn more; on an Average it maybe the Year throughout from ·16s. to is, per Week; ichildren have.·3 j per wieek. wlvhat Proportion of yo ur : Ir, oco Workpeople: are 4ymen? Id cannot adiwer j but I thould suppose"
0035400400_000152,"An enquiry into the duties of men in the higher and middle classes of society in Great Britain, resulting from their respective stations, professions, and employments. By Thomas Gisborne, M.A.",Thomas Gisborne,57,0,0,1,1,0,0,1,0,2,6,3,5,0,6,5,2,1,2,0,1,2,3,1,0,0,0,1,1,0,1,1,0,0,0,3,0,1,0,2,0,0,2,3,1794,1,1,"London : printed by J. Davis, for B. and J. White, Fleet-Street, MDCCXCIV. [1794].",London,656,male,1758,1846,FALSE,"is considerably considerably lhortened. Great numbers of men and women , it is said, are thus thrown out of employment: they are dismissed almost without any warning, or at least without a warning sufficient to afford such of them, as are qualified to undertake another occupation, an opportunity of providing"
0555300102_000311,"The new encyclopædia; or, modern universal dictionary of arts and sciences, on a new and improved plan. ... In three volumes. By William Henry Hall, Esquire. The third edition. Revised, corrected, and enlarged, with considerable additions, improvements and modern discoveries, by Thomas Augustus Lloyd, ... Illustrated with upwards of one hundred and fifty large superb copper-plates, ...","Hall, William Henry",60,0,0,2,0,0,0,11,2,0,3,2,4,0,0,5,3,0,2,1,1,7,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,5,0,1,2,0,1,0,1797,2,3,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1797?].",London,767,male,,,FALSE,"Mr. Arkwright, a native of Lancashire, late Sir Richard Arkwright of Cromford in Derbyshire. Ie first brought forward his new method of spinning cotton in 1768, for which he obtained a patent in 1769; he afterwards, in 1775, obtained a patent for engines which he had conirufted to COT prepare"
0617300100_000053,"A description of the country from thirty to forty miles round Manchester; The materials arranged, and the work composed by J. Aikin, M.D. Embellished and illustrated with seventy-three plates.",John Aikin,73,2,0,1,0,0,2,5,8,1,1,5,3,1,0,3,4,0,0,0,0,4,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,10,6,0,0,2,7,0,1795,1,1,"London : printed for John Stockdale, Piccadilly, June 4. 1795. [1795].",London,723,male,1747,1822,FALSE,"twifiing, and adapted to spin west as fine as could be desired, by adding to thejen nies such rollers, governed by clock maker work , as were described above, only with this difference, that when the threads are drawn out, the i73 the motion of the rollers is suspended by"
0518800302_000077,"An enquiry into the duties of men in the higher and middle classes of society in Great Britain, resulting from their respective stations, professions, and employments. By Thomas Gisborne, M.A. The fourth edition, corrected. In two volumes. ...",Thomas Gisborne,56,0,0,1,1,0,0,1,0,2,5,3,5,0,6,5,2,1,1,0,2,2,3,1,0,1,0,1,1,0,1,1,0,0,0,3,0,1,0,1,0,0,2,3,1797,2,2,"London : printed for B. and J. White, Fleet-Street; and Cadell and Davies, Strand, 1797.",London,550,male,1758,1846,FALSE,"and even if they are capable, other trades are full, and will not receive them. Thus multitudes of honest and industrious poor are deprived of the possibility of procuring a livelihood hood for themselves and their families; they pine in misery, in sickness, and in want; and; driven at length"
0227300700_000009,"Instructions for travellers. By Josiah Tucker, M. A. Rector of St. Stephen's in Bristol, and Chaplain to the Right Reverend the Lord Bishop of Bristol. Author of A Brief Essay on the Advantages and Disadvantages which respectively attend France and Great Britain, with regard to Trade.",Josiah Tucker,63,1,1,1,0,2,2,1,3,0,5,0,2,0,9,8,0,0,4,0,1,1,5,1,0,3,0,0,5,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1758,1,1,"Dublin : printed for William Watson, at the Poets Heads in Capel-Street, MDCCLVIII. [1758].",Dublin,97,male,1712,1799,FALSE,"are to be seen, exhibit a specimen: of practical Me. ...... :.. THE .celebraitedmachine p.s., Marli; .flb tnuch'.bqafred of by the F ench is but, a buglipg. Performance ir nthe eyes.of' n eglzman. he amfe Q'antity of v!a'tet nighr have been tailed',  aid' is railed uh'd.r Landoi Bridige at"
0026600101_000106,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. ...",Adam Smith,81,0,2,0,2,0,0,0,0,0,1,6,1,0,8,2,1,3,5,0,0,2,1,1,0,3,2,6,10,6,5,0,0,0,0,3,2,2,1,0,0,2,4,0,1785,1,2,"Dublin : printed for W. Colles, R. Moncrieffe, G. Burnet, W. Wilson, C. Jenkin, L. White, H. Whitestone, P. Byrne, J. Cash, W. M`Kenzie, M DCC LXXXV. [1785].",Dublin,515,male,1723,1790,TRUE,"in those times the price of a buhfel and near two pecks of wheat; which, in the present times, at three and sixpence the bushel, would cost five bhillings and threepence. We hold in the present times confider this as a very high price for a pair of stockings to"
0518800200_000158,"An enquiry into the duties of men in the higher and middle classes of society in Great Britain, resulting from their respective stations, professions, and employments. By Thomas Gisborne, M.A.",Thomas Gisborne,53,0,0,1,1,0,0,1,0,2,4,3,4,0,6,5,2,1,4,0,1,2,2,0,0,0,0,1,1,0,1,1,0,0,0,3,0,1,0,1,0,0,2,3,1795,1,1,"Dublin : printed by J. Exshaw, No. 98, Grafton-Street, 1795.",Dublin,579,male,1758,1846,FALSE,"of them, as are qualified to undertake another occupation, an opportunity of providing providing one. But mofl of them, it is added, even if they had much longer notice, would be unable to avail themselves of that resource; from their sex, their age, or their habits of life, they are"
0097800600_000012,Twenty essays on literary and philosophical subjects.,,60,1,7,0,0,0,0,2,1,1,2,9,4,0,2,5,0,0,4,4,0,1,0,2,0,0,3,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,1791,1,1,"[Dublin] : Printed by Richard White, Dublin, 1791.",Dublin,318,unknown,,,FALSE,"may stili be extended, is as yet unknown. The power of steam , in producing effects, to which hardly any powers of mechanism are equal, has been long observed in the Fire engines , in the conilru&ion and application of which Phi, lofophy has lent her aid to Art ;"
0678400808_000059,"Reports of cases argued and determined in the Court of King's Bench, from Michaelmas Term 39 George III. 1798, to Trinity Term 40 George III. 1800, Both Inclusive. With Tables of the Names of Cases and Principal Matters. By Charles Durnford and Edward Hyde East, of the Temple, Esqrs. Barristers at Law. Vol.VIII.",Great Britain. Court of King's Bench,95,1,0,0,0,4,5,0,19,0,0,2,11,0,0,1,0,1,3,2,11,0,0,1,19,0,2,1,0,0,0,0,0,0,6,3,0,1,0,0,0,0,2,0,1800,8,8,"London : printed by A. Strahan, Law-Printer to the King's Most Excellent Majesty; for J. Butterworth, Fleet-Street, [1799]-1800.",London,733,unknown,,,FALSE,"or style it an invention , a mode, a method or in any other manner , it signifies nothing, for the specification describing the thing as required by the patent mull be retorted to and may fairly be deemed a part of the patent itself. If that be so, I"
1212600601_000104,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L. L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of His Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow.",Adam Smith,82,0,2,0,2,1,0,0,0,0,1,6,1,0,7,2,0,3,7,0,0,2,1,1,0,3,2,5,11,6,5,0,0,0,0,3,2,2,1,0,0,2,4,0,1793,1,2,"Dublin : printed by William Porter, for G. Burnet, L. White, W. Wilson, P. Byrne, W. McKenzie, J. Moore, and W. Jones, M.DCC.XCIII. [1793].",Dublin,512,male,1723,1790,TRUE,"in the present times confider this as a very high price for a pair of stockings to a servant of the poorest and lowest order. He must, however, in those times have paid what was really equivalent to this price for them. IN the time of Edward IV the art"
0805000103_000116,"Lectures on natural and experimental philosophy, considered in its present state of improvement. Describing in a Familiar and Easy Manner The Principal Phenomena of Nature; and Shewing that they all Co-Operate in Displaying the Goodness, Wisdom, and Power of God. By the Late George Adams, Mathematical Instrument Maker to his Majesty, &c. In five volumes, the fifth volume consisting of the plates and index. The second edition, with considerable corrections and additions, by William Jones, Mathematical Instrument Maker. ...",George Adams,52,3,1,0,0,0,0,1,2,0,2,2,1,0,4,3,1,1,5,5,0,0,1,3,0,0,5,1,0,0,2,0,0,2,1,2,1,0,1,0,0,0,2,0,1799,3,5,"London : printed by J. Dillon, and Co. for, and sold by, W. and S. Jones, opticians, Holborn, [1799].",London,589,male,1750,1795,FALSE,"which might be obtained for heavy wagons as well as for other carriages, by a judicious application of the same means. It appears firom the Memoirs of the French Academy, that the idea of applying springs to carriages had occurred to M. Thomas, in the year 1703, who has given"
0156102800_000035,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",52,1,0,0,6,2,0,1,0,1,0,1,0,0,2,2,0,0,5,0,2,1,0,0,0,2,0,2,2,1,2,1,0,1,0,2,0,0,1,1,6,4,3,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,408,male,1735,1821,FALSE,"goods received at the hall according to the distance; - something, perhaps, might be spared from: the bounty on the inland carriage of corn. No mode appears so likely to extend the manu faure into the country, and prevent com biration, as to induce persons who are flil led in"
0317200104_000059,The transactions of the Royal Irish Academy. M.DCC.LXXXVII.,Royal Irish Academy,38,0,1,1,1,1,0,1,2,0,0,3,1,0,1,2,1,1,6,1,0,0,4,0,0,0,1,0,0,1,0,1,1,1,0,4,0,0,0,0,0,1,0,1,1787,4,7,"Dublin : printed by George Bonham, Great George's-Street, for the Academy, [1787]-1800.",Dublin,318,unknown,,,FALSE,"would be considerably facilitated, if we were to pofrefs mineralogical cabinets in which various natural combinations of metals, and of the other products of the mineral kingdom were well collected, and judiciously arranged. These specimens ought to be accumulated in such abundance as to allow of occasional consumption in chemical"
0019500300_000002,A complete analysis or abridgement of Dr. Adam Smith's Inquiry into the nature and causes of the wealth of nations. By Jeremiah Joyce.,Jeremiah Joyce,67,0,1,0,1,0,0,0,1,0,2,6,2,0,15,3,2,1,5,0,2,0,3,3,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,6,4,1797,1,1,"Cambridge : printed by Benjamin Flower: for J. Deighton, and J. Nicholson; also for G.G. and J. Robinson, W.H. Lunn, and T. Conder, London; and J. March, Norwich, MDCCXCVII. [1797].",Cambridge,294,male,1763,1816,FALSE,"in fbme particular manufactures . P. 5 It is commonly supposed that the division of labour is carried farthest in some trifling manufacures, which A z ir 4 ] is probably an error founded upon this circumstance; that the number of workmen , in every branch of these manufacures, being"
