PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(baron),termFreq(bodi),termFreq(bond),termFreq(children),termFreq(common),termFreq(court),termFreq(daughter),termFreq(death),termFreq(debt),termFreq(declar),termFreq(deed),termFreq(defend),termFreq(dower),termFreq(estat),termFreq(executor),termFreq(father),termFreq(feme),termFreq(fine),termFreq(god),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(hous),termFreq(husband),termFreq(know),termFreq(land),termFreq(law),termFreq(leas),termFreq(life),termFreq(live),termFreq(love),termFreq(marri),termFreq(marriag),termFreq(monei),termFreq(parti),termFreq(person),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(rent),termFreq(tenant),termFreq(term),termFreq(widow),termFreq(wife),termFreq(wive),termFreq(woman),termFreq(women),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0409400103_000192,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In three volumes. Published with notes and references, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his son William Peere Williams, of the Inner Temple, Esq; The fourth edition, with additional references to the Proceedings in the Court, and to later Cases, by Samuel Compton Cox, of Lincoln's Inn, Esq; ...",William Peere Williams,99,1,1,0,3,0,1,2,0,2,5,0,0,1,2,1,3,0,3,1,0,1,0,1,0,10,0,2,1,3,0,5,0,3,2,6,2,2,0,0,2,2,3,0,0,25,0,3,0,0,1787,3,3,"London : printed by his Majesty's law printers, for E. Brooke, (successor to Messrs. Worrall and Tovey) in Bell-Yard, Temple-Bar, MDCCLXXXVII. [1787].",London,508,male,1664,1736,FALSE,"be iloconfideration. 199 t e!lce during this time.. Burr if in the In ali c.fes where a hualband makes a cafe.ofa voluntaryfeparation achi!d : fttlemelt oln his wife  in'confidera is born, this.is legitimate. &: e: s .tion of her fortune; the wife's por where the jury find the ."
0836700201_000557,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,116,0,2,0,1,0,1,1,0,3,4,0,0,0,0,3,2,0,6,0,0,3,6,0,1,19,0,2,2,3,3,0,0,7,2,5,1,1,1,1,8,3,2,1,3,18,0,1,0,0,1771,1,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,896,male,,1789,FALSE,"docs not toiveyed them over in ruf, and afterwards he married veil in the and the hohuebs en anm ion of the wife , unless Sir o7hn St. John; then she received the money which it be exprelyfo agreed between the parties , and that ap came of the trust,"
1110400600_000104,"The practick part of the law: shewing the office of an attorny, and a guide for solicitors in all the courts of Westminster. Viz. The Courts of Chancery, King's Bench, Common Pleas and Exchequer, with the manner of their Proceedings in any Action Real, Personal or Mixt, from the Original to the Execution. As also, the practice of the courts in the city of London, Court of Admiralty, Ecclesiastical Courts, and other Inferior Courts in the Country. With the exact table of fees of all the said courts at Westminster, as they were delivered into the House of Commons: with the abstract of th Parchment and Paper Act by Order of the Queen and Council.",,111,0,0,1,2,1,0,9,2,0,0,0,2,0,6,3,8,3,0,0,0,3,2,9,0,10,1,15,4,5,0,0,0,2,2,2,1,0,1,0,0,0,3,1,3,7,0,3,0,0,1702,1,1,"London : printed by the assigns of Richard and Edward Atkins, Esquires; for John Walthoe in Vine-Court, Middle Temple, adjoining to the Cloysters; and are to be sold by A. Cox, at the Bible without Temple Bar, near Palsgrave's-Head Court, 1702.",London,755,unknown,,,FALSE,"taketh a Husband and dieth, in thiscafe the Court ruled it to go to the Executor or Adminifirator of the Wife , and not to the surviving Husband . A. being poseflfed of a Term , granted it upon a Marriage to be had between him and R. S. to"
0994100200_000054,"A treatise on the revocation and republication of wills and testaments: together with tracts upon the law concerning Baron and Feme. ... By R. S. Donnison Roper, ...","Roper, R. S. Donnison (Roper State Donnison)",131,0,0,1,2,0,1,1,0,3,4,0,7,0,3,7,0,0,3,4,0,1,0,5,0,22,0,8,5,3,0,1,0,1,6,3,0,2,4,0,4,1,2,1,7,19,0,0,0,0,1800,1,1,"London : printed for J. Butterworth; by G. Wgodfall [sic], 1800.",London,249,male,1771,1823,FALSE,"deeds by feme covert, ibid. Escrow by her void, though the condition performed after husband's decease, ibid. Does not extend to a conveyance by fine , i86. Fine by feme covert alone binds her heirs , 187 So a recovery, ibid. If by fine she mortgage her estate for her"
0911300100_000021,"A digest of the law respecting county elections. Containing the duty and authority of the high sheriff, from the Receipt of the Writ to the Return Thereof; and the mode of proceeding at county elections, Whether Determined by the View, the Poli, or the Scrutiny. Together with, the Qualifications, and Personal and Other Disqualifications, of the Voters. By Samuel Heywood, Esquire, of the Inner Temple.",Samuel Heywood,130,0,0,0,0,0,2,0,2,1,2,1,1,0,4,16,2,0,0,0,0,8,0,0,1,5,0,7,2,4,18,5,0,5,1,0,1,7,0,0,2,7,7,8,6,2,0,2,0,1,1790,1,1,"London : printed for Joseph Johnson, No 72, St. Paul's Church-Yard, 1790.",London,493,male,1753,1828,FALSE,"issues."" It is observable that this provision extends only to the persons who have married widows entitled to dower out of the freehold eates of which their husbands died seifed or pojfged, but does not take in such estates as the sirs husband had been seifed of and conveyed away,"
0285100102_000105,"New precedents in conveyancing. Containing great variety of curious draughts, many of them on special occasions, drawn or settled by Mr. Piggot, Northey, Webb, and other eminent hands; and now publish'd from original manuscripts. With a compleat table to the whole. ...",,89,1,0,0,2,2,0,0,1,0,1,1,6,0,0,9,4,5,2,2,0,3,0,4,1,1,0,10,0,4,2,1,0,1,3,5,3,1,3,0,1,2,1,1,4,2,0,0,0,0,1752,2,2,"Dublin : printed by S. Powell, for Sarah Cotter, Bookseller, under Dick's Coffee-House in Skinner-Row, MDCCLII. [1752].",Dublin,301,unknown,,,FALSE,"andtrulee, to enable the latter to sell the real Estate devised. Vide Conveyances. Page 140 a/lignment of a Mortgage in See by Lease and Release, by Direction of the Mortgagor, to a Purchafor. 359 to 36r byway of Extinguilhment, by Indenture of the Party's Right or Claim to Freehold and"
0502700100_000097,"A digest of the laws of England. Being a continuation of Lord Chief Baron Comyns's Digest, brought down to the present time, by a gentleman of the Inner-Temple.","Comyns, John, Sir",111,0,0,0,3,6,0,1,3,6,4,2,1,0,0,3,1,2,2,2,0,0,2,1,0,15,0,5,2,0,2,2,0,6,7,8,1,2,0,0,2,0,2,5,1,10,2,0,0,0,1776,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty. For Thomas Longman, and Robert Horsfield, MDCCLXXVI. [1776].",London,629,male,,,FALSE,"for a term , are allotted to A. one of the sisters, whose husband before any assignment, borrows 200oo. of B. on note, deposits the two mortgages, and promises in writing to assign them as a security, and dies, this promise to assign amounts in equity to an assignment pro"
0639900600_000157,"The laws respecting women, as they regard their natural rights, or their connections and conduct; in which their interests and duties as daughters, wards, heiresses, spinsters, sisters, wives, widows, mothers, legatees, executrixes, &c. are ascertained and enumerated: also, the obligations of parent and child, And the Condition of minors. The Whole laid down according to the Principles of the Common and Statute Law, explained by the Practice of the Courts of Law and Equity, and describing the Nature and Extent of the Ecclesiastical Jurisdiction. In which are inserted a great Variety of curious and important Decisions in the different Law Courts, and the Substance of the Trial of Elizabeth Duchess Dowager of Kingston, on an Indictment for Bigamy, before the House of Peers, April 1776. In four books.",,101,0,0,0,4,3,0,5,2,2,5,0,0,0,2,3,3,3,5,0,0,1,0,2,1,4,0,5,4,1,1,0,0,4,6,0,1,0,3,0,0,0,1,2,1,22,0,2,3,0,1777,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCLXXVII. [1777].",London,489,unknown,,,FALSE,"rame by reputation, 40g. -- - remainder limited to a, 41o. cannot inherit, 395, 403 _ -- - how considered with relation to moral purposes, ib, - its settlement, 411 punilhne; nt for having 301 -- - einee, 380, 394 Bastardy, general and Ipecial, 409 Bawd, woman indiaable for being"
0994100200_000055,"A treatise on the revocation and republication of wills and testaments: together with tracts upon the law concerning Baron and Feme. ... By R. S. Donnison Roper, ...","Roper, R. S. Donnison (Roper State Donnison)",125,0,1,0,0,0,2,1,0,2,1,0,1,0,24,2,0,0,2,1,0,3,0,8,0,16,0,9,7,2,3,0,0,4,2,0,0,1,1,0,1,5,3,4,10,6,0,2,0,1,1800,1,1,"London : printed for J. Butterworth; by G. Wgodfall [sic], 1800.",London,249,male,1771,1823,FALSE,"bill, unless he will confirm her title to the jointure, 161 Devaflavit payment of legacies before debts by feme covert executrix would be a devaftavit, and therefore such payment void, and the husband may have action of trespass, 193 ddicontinutance, vide feme . Import of the word , 63 Dower"
0283800100_000027,Baron and feme. A treatise of the common law concerning husbands and wives. ...,,127,0,7,1,2,0,1,0,1,7,1,1,1,1,0,2,6,0,13,0,0,2,4,2,1,25,0,4,3,3,2,0,0,1,0,4,0,2,1,0,1,4,0,0,0,20,1,3,0,0,1719,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for John Walthoe, 1719.",London,492,unknown,,,FALSE,"tmern. Woman Lessor pur vie with her Husband at torns upon the Grant of a Reversion; it is good and Shall bind the Wife after the Death of the Husband . If an Estate be conveyed with Power that the Aint of th, Husband with the Assent of the Wife"
0120300103_000167,"The accomplish'd conveyancer. Containing, the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law relating to all sorts of conveyances and deeds in general, ... By Giles Jacob, ...",Giles Jacob,126,0,0,1,1,4,2,0,3,1,3,3,5,0,2,4,1,4,0,6,0,0,3,8,2,16,0,12,2,1,5,0,0,0,8,4,0,1,2,0,0,1,3,2,0,16,0,0,0,0,1715,3,3,"[London] : In the Savoy: printed by J. Nutt, assignee of Edward Sayer Esq; for B. Lintott, 1714-15.",London,560,male,1686,1744,FALSE,"to such tifes, and for the Payment of (iuch Sums, cas the Conufor (hal! further limit and appoint. Page 94 An Indenture to acknowledge a Fine of a Rent . 97 A Deed to make Tenant to the Precipe to susser a common Recovery. 99 A Deed to make a"
0639900600_000074,"The laws respecting women, as they regard their natural rights, or their connections and conduct; in which their interests and duties as daughters, wards, heiresses, spinsters, sisters, wives, widows, mothers, legatees, executrixes, &c. are ascertained and enumerated: also, the obligations of parent and child, And the Condition of minors. The Whole laid down according to the Principles of the Common and Statute Law, explained by the Practice of the Courts of Law and Equity, and describing the Nature and Extent of the Ecclesiastical Jurisdiction. In which are inserted a great Variety of curious and important Decisions in the different Law Courts, and the Substance of the Trial of Elizabeth Duchess Dowager of Kingston, on an Indictment for Bigamy, before the House of Peers, April 1776. In four books.",,139,0,0,0,1,1,1,2,0,5,3,0,0,0,6,9,2,0,0,0,1,6,3,5,0,26,0,7,2,3,10,1,0,5,1,3,1,0,0,0,0,1,2,1,7,22,0,2,0,0,1777,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCLXXVII. [1777].",London,489,unknown,,,FALSE,"came to the king, though it was redeemable by their children paying a file, and in this court The could not demand dower but against a Jew; and She could not demand it at common - law against a christian. And therefore if the husband had not aliened, yet (he"
0173600106_000004,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the sixth, revised and corrected; with the addition of original precedents, notes, references, &c. by John Joseph Powell, Of The Middle Temple, Esq. Barrister At Law. In six volumes. ...","Wood, Edward, conveyancer",103,0,1,0,2,1,0,0,2,0,1,4,6,0,1,4,2,1,1,4,0,2,0,1,1,12,0,8,0,2,5,1,0,0,4,3,0,3,6,1,1,2,2,0,1,18,0,0,0,0,1793,6,6,"Dublin : printed by William Porter, for E. Lynch, G. Burnet, P. Wogan, J. Exshaw, P. Byrne, A. Grueber, W. Sleater, W. M'Kenzie, J. Moore, J. Jones, W. Jones, J. Rice, H. Watts, And P. Moore, M.DCC.XCII. [1792-93].",Dublin,783,male,,,FALSE,freehold and copyhold lands sold purfuanc to a decree in chancery. ib; On a discharge of an apprentice from his indentures. 195 Anosder from an apprentice and his father to the matler. 296 Of errors. ib To one who paid 20o. to be freed from keeping a bastard child. ib
0836700102_000163,"A new and complete law-dictionary, or, general abridgment of the law: on a more extensive plan than any law-dictionary hitherto published. ... By T. Cunningham, ... In two volumes.",Timothy Cunningham,87,1,0,0,3,4,3,3,4,1,5,1,6,0,2,5,1,2,0,0,0,3,2,4,0,7,0,7,3,2,0,0,0,3,2,1,0,2,1,0,0,2,1,0,3,3,0,0,0,0,1783,2,2,"London : printed for J. F. and C. Rivington, T. Longman, S. Crowder, G. Robinson, W. Flexney, R. Baldwin, and W. Fox, 1783.",London,913,male,,1789,FALSE,"proposed were an absolute deed from the mortgagor, and a deed of defeasance fi-om the mortgagee; and aliter the mortgagee had got the deed of conveyance, he rofuifed to execute the defeasance; mand it was decreed against him on the point of fraud. l.r. Eq. 2o. If a son and"
0173000100_000106,"Every man his own lawyer: or, a summary of the laws of England, in a new and instructive method, under the following Heads, Viz. I. Actions and Remedies, Writs, Process, Arrests, and Bail. II. Courts, Attornies and Solicitors therein, of Juries, Witnesses, Trials, Executions, &c. III. Estates and Fortunes in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Liberty of the Subject, Magna Charta, Habeas Corpus, and other Statutes. VI. King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Public Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. So plainly treated of that all Persons may be fully acquainted with our Common and Statute Law, and that as well in Cases Civil as Criminal, and know how to protect themselves and their Property, In Every Circumstance Whatsoever.",Giles Jacob,142,0,0,0,1,0,1,2,1,7,2,0,1,0,4,3,0,0,4,4,0,0,2,1,1,25,0,12,3,3,5,2,0,5,12,3,1,4,0,0,0,1,0,1,1,27,0,3,0,0,1791,1,1,"Dublin : printed for James Moore, No. 45, College-Green, M.DCC.XCI. [1791].",Dublin,534,male,1686,1744,FALSE,"a person takes anything from the wife , the husband is to bring the ation for it, who has the property: where an injury is done to the wife alone, ation cannot be maintained by the husband without her; but for a lots and injury to the hutband, in depriving"
0793200100_000382,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To Which IS Added a state of the present general traffick of the whole world; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted fro the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The second edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,85,0,1,0,0,0,0,1,1,0,1,0,9,1,3,10,0,0,3,1,0,1,3,3,0,7,0,3,1,0,3,2,0,1,2,1,1,1,0,0,1,1,10,0,4,7,1,0,1,0,1761,1,1,"London : printed for R. Baldwin at the Rose, and S. Crowder and Co. at the Looking-Glass, in Pater-Noster-Row, M.DCC.LXI. [1761].",London,943,male,,,FALSE,"the Wife of the Copyholder should have Dower , and may have a Jointure assigned for her Life ; and that a Copyholder of Inheritance may grant for his Life and twelve Years after. And that all Women then living , and late the Wives of any of the Copyholders"
0503500100_000398,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; and also the whole law and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The seventh edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,99,0,0,0,1,0,0,0,1,4,0,0,7,0,2,3,1,4,1,0,0,3,4,11,1,2,0,9,5,3,4,1,0,2,2,1,6,8,0,0,1,0,2,3,2,3,0,0,0,2,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, T. Osborn, H. Lintot, C. Hitch and L. Hawes, J. Hodges, A. Millar, John Rivington, H. S. Cox, James Rivington and J. Fletcher, J. Ward, R. Baldwin, W. Johnston, M. and T. Longman, C. Corbett, P. Davey and B. Law, T. Casson, and M. Cooper, MDCCLVI. [1756].",London,844,male,1686,1744,FALSE,"Dower , made to the Wife by the Husband , on Marriage : And a.4ignmtnt of Dower , signifies the Setting it out by the Heir afterwards, according to the Eltablifhment. Brit. cap. o02, 103 Eftacle, (From the Fr. ejacher, to fallen) Is used for a Bridge, or Stank of"
