PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0637000100_000014,"The new annual register, or general repository of history, politics, and literature, for the year 1791. To which is prefixed, a continuation of the history of knowledge, learning, and taste, in Great Britain, during the reign of Queen Elizabeth.",,50,1,3,0,2,1,1,1,1,0,1,1,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,3,1,2,0,0,1,3,1,0,1,3,1,1,1,0,1,0,1,0,0,1,0,0,2,0,3,1,1792,1,1,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCXCII. [1792].",London,706,unknown,,,FALSE,"new difeoveries, that all persons of leisure and fortune were ex. ited to the study of the clafics. What at present would be deemed pedantry, was then considered as politeness. Anindifpenfable and almost the principal object in the rir. 3 cle ce of a gentleman's education , was the acquisition"
0382100203_000018,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,57,1,3,0,0,0,1,0,0,1,2,2,1,1,0,0,0,5,3,0,2,0,0,1,0,1,1,1,1,1,4,5,0,3,1,1,1,0,0,0,1,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,0,5,0,0,1785,3,3,"London : printed for W. Strahan; T. Cadell; and W. Creech in Edinburgh, 1785.",London,413,male,1718,1800,TRUE,"Mad. de Sevigne. They have much of the French ease and vivacity; and retain more the charater of agreeable Epistolary Style, than perhaps any Letters which have appeared in the English language . THERE remains to be treated of, another species of Composition in prose , which comprehends a very"
0182401000_000017,"The life of Tobias Smollett, M.D. with critical observations on his works. By Robert Anderson, M. D.","Anderson, Robert",65,5,0,0,1,0,5,0,0,1,0,0,0,1,0,0,0,3,1,1,2,1,1,1,1,0,2,0,1,1,3,2,3,5,4,3,2,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,2,0,1,1,1796,1,1,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,55,male,1750,1830,FALSE,"present day, which leads us into habits of misery and ruin, and without imparting to us sufficient strength of mind to resist temptation or struggle with calamity, commences in folly, and concludes with felf deftrution. Roused by the voice of friendship, and again restored to as fluence, he returns with"
0013700101_000006,"The adventures of Roderic [sic] Random. In two volumes. By T. Smollet, M.D. With the life of the author. ...",Tobias Smollett,54,2,0,0,2,0,1,0,2,2,1,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,4,1,0,2,1,1,0,1,4,0,0,0,2,0,1,2,1,1,0,1,4,0,2,1,0,1,2,0,2,0,0,1,0,1,1,1793,1,2,"London : printed for C. Cooke, [1793].",London,270,male,1721,1771,TRUE,"who attempted to imitate his example; and hence arose the heathen mythology, which is no other than a collection of extravagant romances . as learn A. ing ing advanced, and genius received cultivation, these stories were embelinled with the graces of poetry ; that they might the better recommend themselves"
0235000400_000011,Essays historical and moral. By G. Gregory.,George Gregory,68,0,6,0,1,0,2,0,0,2,1,0,1,1,0,0,0,2,4,0,2,1,1,4,0,1,1,0,0,1,2,2,1,5,3,0,1,0,0,0,6,1,0,1,1,3,0,1,2,1,1,0,1,0,0,0,1,1,2,0,1,1785,1,1,"London : printed for J. Johnson, ST. Paul's Church-Yard, M.DCC.LXXXV. [1785].",London,350,male,1754,1808,FALSE,"rude country dance, the young men breaking jests upon each other in an incorrect species of poetry . One Livius was the first who went through a regular play, or dramatic narrative, which he acted himself; but ftralning his voice, he procured a boy to sing to him, while he"
1260600701_000021,"Moral essays, chiefly collected from different authors. By A. M. ...",Alison Man,68,1,1,0,0,2,2,0,1,3,1,1,0,2,0,3,0,2,3,0,1,1,1,3,0,0,4,0,2,1,3,2,0,1,4,2,0,0,1,1,1,0,0,1,1,1,0,0,1,5,1,0,0,0,1,0,5,0,0,1,1,1796,1,2,"Liverpool : printed by J. M'creery, 1796.",Liverpool,268,unknown,,,FALSE,"lovely bashfulness so becoming their sex. Private circles, consisting chiefly of friends and relations, is in every refpea rmore commendable. Where such precautions are observed, and this diversion not sus sered to interfere with regularity, modest apparel, and prudent expense, he must have a heart insensible to pleasure , who"
1294000102_000036,"The observer: being a collection of moral, literary and familiar essays. The second edition. ...",Richard Cumberland,79,1,1,0,3,5,4,1,2,0,0,3,0,0,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,1,2,2,2,2,9,10,0,0,0,0,0,1,0,2,1,0,1,0,0,1,1,3,0,3,1,0,0,2,2,1,5,1787,2,4,"London : printed for C. Dilly in the Poultry, M.DCC.LXXXVII. [1787].",London,300,male,1732,1811,TRUE,"prory is interwoven, is in effect a protracted coinedy, not divided into acts. The same natural display of character , the same facetious turn of dialogue and agreeable involution of incidents are essential to each composition. Novels of this description are not of many years sanding in England, and seem"
1220700201_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,56,3,1,0,3,0,2,0,1,3,1,1,1,2,0,1,1,0,1,0,1,1,1,0,0,0,5,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,5,0,3,1,0,1,2,0,1,0,4,0,0,0,0,1748,1,2,"Dublin : printed and sold by Richard James, opposite Sycamore Alley in Dames-Street, MDCCXLVIII. [1748].",Dublin,323,male,1721,1771,TRUE,"A D VETHE óju? E) ADVENTURES O F Roderick Random. Et genus s virtus , nisi cum re, vilior alga qfe. Ho R In Two VOLUMES. VOL. I. D UB LI N: Printed and Sold by RICHARD JAMES, opposite Sycamore Alley in Dames street. MDCCXLVIII. .( III) THE PREFACE. O"
0225900603_000024,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,66,2,4,0,0,1,3,0,0,1,1,1,1,1,0,0,0,3,2,0,1,0,0,0,0,3,1,1,1,1,4,2,0,4,2,3,2,0,0,0,2,0,0,0,0,0,9,1,0,0,0,2,1,0,0,0,0,0,6,0,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"History , and the different forms it has assumed in different countries. IN all countries we find its origin very ancient. The genius of the Eastern nations, in particular, was from the earliest times much turned towards invention, and the love of fiction . theirdivinity, their Philosophy, and their Politics,"
1282300102_000078,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,63,1,2,1,0,0,1,0,0,0,2,2,2,1,0,0,0,7,3,0,2,0,0,1,0,3,1,1,1,1,5,5,0,3,1,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,2,1,0,0,0,1,0,4,0,0,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,FALSE,"laws. The saying was founded on reflection and good sense, and is applicable to the subject now before us. For any kind of writing , how trifling soever in appearance, that obtains a general currency, and especially that early preoccupies the imagination of the youth of both sexes, must demand"
0024000101_000003,"Douglas; or, the highlander. A novel. In four volumes. By Robert Bisset, L. L. D. Author of the Life of Burke, &c. ...",Robert Bisset,76,0,1,0,1,0,5,1,0,0,0,1,0,0,0,1,3,0,4,0,1,2,0,1,1,1,4,0,0,1,2,0,0,2,5,5,1,0,0,2,2,2,0,0,1,0,1,0,0,2,1,4,0,1,0,0,2,9,3,3,0,1800,1,4,"London : printed at the Anti-Jacobin Press, by T. Crowder, Temple Lane, Whitefriars ; and sold by C. Chapple, Pall Mall ; T. Hurst, Pater-Noster Row ; and J. and E. Kerby, Bond Street, 1800.",London,352,male,1759,1805,FALSE,"parentage of the principal person, conduets the hero or heroine through a great part of life , and both may be called writers of FICTITIOUS BIOGRAPHY. Novels , imitating real life , attained little perfection in England, till the reign of George II when Smollet, Richardson, and, above all, Fielding,"
0612600201_000093,Dialogues concerning education.,Michael Vandergucht,77,0,3,0,0,1,0,0,0,2,0,6,5,2,1,0,0,0,2,0,0,0,0,1,0,0,3,1,6,0,6,1,6,0,4,2,0,0,0,0,0,1,1,0,1,0,4,2,2,0,1,1,7,4,0,0,1,0,0,0,0,1745,1,2,"London : [s.n.], printed in the year M.DCC.XLV. [1745].",London,436,male,1660,1725,FALSE,"Ancient Storyteller, or Mythologist, to all your Modern Novellifts; and thinks that they convey better Sense and profounder Inftruaion than even the most elaborate Systems; and, I am furc, in a much inore engaging and agreeable Manner . HERE Philander perceiving that the Discourse was like to grow personal, interposed"
0437400300_000001,The champion of virtue. A Gothic story. By the editor of The Phoenix. A translation of Barclay's Argenis.,Clara Reeve,65,1,1,0,1,6,1,2,0,1,0,1,0,1,0,2,0,1,2,1,1,1,1,0,0,1,1,0,0,2,1,1,4,1,2,3,0,0,0,0,1,2,0,0,5,1,5,0,0,0,0,2,1,0,0,0,1,6,0,1,0,1795,1,1,"London : printed for A. Cleugh, Ratcliff-Highway, and W. Phorson, Berwick, 1795.",London,195,female,1729,1807,TRUE,"THE CHAMPION OF VIRTUE .. ........ .... ... ... A GOTHIC STORY . BY THE EDITOR OF THE PHOENIX; A TRANSLATION OF BARCLAY's A4RGEN[S. F ita voluptatis cauli lint proxima veris. HORAE. -. XE IT' ED TION. LONDON: PRINTED FOR A. CLEUGH, RATCLIFF high WAY, AND W. PHORSON, BERWICK. 1795"
0852100102_001030,"Cyclopædia: or, an universal dictionary of arts and sciences; ... By E. Chambers, F.R.S. The third edition corrected and amended; with some additions. In two volumes. ...",Ephraim Chambers,73,3,1,0,4,6,1,0,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,2,0,5,1,0,1,1,1,1,0,3,0,1,1,2,0,1,0,17,2,0,1,0,0,0,0,0,0,0,2,1,1,0,1740,2,2,"Dublin : printed for Richard Gunne; Robert Owen; Geo. Risk, Jos. Leathley, Geo. Ewing [and 5 others in Dublin], 1740.",Dublin,1028,male,1680,1740,FALSE,"x4th day of the month. ROMAN order, in architeaure, is that more usually called the cvnpfojitr. See COMPOSITE. ROMAN balance, jlatera ROMANA, the steelyard. Sec BALANCE, and STEELYARD. R.S^AN indition. INDICTION. ROMAN year, c. .See the articles, YEAR, ac. ronman language , c. 3 (LATIN, vac. ROMANCE , anciently ROMAUNT,"
0866500300_000030,"Miscellaneous pieces, in prose, by J. and A. L. Aikin.",Anna Laetitia Barbauld,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,2,2,5,1,2,0,5,7,1,2,2,2,0,0,1,3,0,0,0,0,1,3,4,1,4,1,1,1,1,2,2,0,1,1,2,2,1,1775,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, MDCCLXXV. [1775].",London,221,female,1743,1825,TRUE,"manner momentary, and no art can carry them beyond a certain point, either in intenseness or duration. Constant suffering deadens the heart to tender imprelfions; as we may observe in sailors, and others who are grown callous by a life of continual hardships. It is therefore highly necessary in a"
0417500103_000081,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,67,0,1,0,0,1,1,0,0,1,1,0,0,5,0,0,0,0,3,0,2,1,0,1,0,3,0,1,1,1,2,1,1,2,7,0,0,2,2,3,2,0,0,2,3,0,0,1,3,3,1,0,1,0,1,0,1,1,1,3,1,1796,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,390,male,1718,1800,TRUE,"drawn of Shakespeare is not only just, but uncommonly elegant and happy. "" He was  the man, who of all modern , and perhaps ancient Poets, had "" the largest and moult comprehensive soul. All the images of "" Nature were dill present to him, and he drew them"
0297100100_000192,"Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity. By James Beattie, LL. D. Professor of Moral Philosophy and Logick in the Marischal College and University of Aberdeen; and Member of the Zealand Society of Arts and Sciences.",James Beattie,63,0,0,0,4,0,4,1,0,2,2,4,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,3,0,0,4,4,4,0,0,1,1,0,2,1,0,2,1,1,0,0,1,0,4,0,1,0,0,1,2,1,2,1,1783,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh, MDCCLXXXIII. [1783].",London,669,male,1735,1803,FALSE,discovers great knowledge of human nature . His moral sentiments are profound and judicious; in wit and humour he is not wanting; his dialogue is sometimes formal; but many of his converfation pieces are executed with elegance and vivacity. For the good tendency of his writings he deserves still higher
0129100103_000036,"Poems and plays. By Mrs. West, Author of ``a Tale of the Times,'' ``a Gossip's Story,'' &c. &c. ...",Jane West,60,1,3,0,2,0,2,1,2,2,0,0,1,1,0,0,0,1,2,0,0,2,0,2,1,0,1,0,0,1,2,1,1,1,1,7,0,0,1,0,0,0,0,3,0,1,0,1,0,2,0,3,0,1,0,0,1,5,0,2,2,1799,3,4,"London : printed by C. Whittingham; for T. N. Longman and O. Rees, Paternoster-Row, 1799.",London,268,female,1758,1852,FALSE,"to a Son entering into life ; in an improved and enlarged form, they are now offered to the public . We consider them as truly valuable, and would strongly recommend them to the attention of our younger friends. They are adapted to any period between the age of fifteen"
0107600201_000021,"The works of Tobias Smollett, M.D. with memoirs of his life; to which is prefixed A view of the commencement and progress of romance, by John Moore, M.D. In eight volumes. ...",Tobias Smollett,74,0,2,0,2,3,2,0,0,0,0,0,0,5,1,2,2,1,2,0,2,2,0,2,0,0,3,0,1,0,5,0,1,0,5,4,0,0,0,0,0,0,0,2,4,1,4,0,4,0,1,1,2,0,0,0,0,2,2,2,2,1797,1,8,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, R. Baldwin, T. Becket, F. and C. Rivington, A. Strahan, R. Faulder, W. Richardson, W. Lane, W. Lowndes, S. Hayes, G. and T. Wilkie, Ogilvy and Son, T. N. Longman, and Cadell jun. and Davies, 1797.",London,452,male,1721,1771,TRUE,prudery in his heroines that prevents them from being favourites with the men: but he describes the operas tion of the passions with a truth and minuteness that evinces a great knowledge of human nature . The madness of Clementina is delineated with the pencil of a great mafler Nothing
1244100101_000028,"Essays moral and literary. By Vicesimus Knox, M. A. Late Fellow Of ST. John's College, Oxford.",Vicesimus Knox,84,0,7,0,0,5,1,0,0,4,0,0,0,2,0,2,0,1,3,0,0,0,1,0,0,1,2,1,2,0,2,4,0,3,4,4,2,0,0,2,0,1,0,0,6,1,1,1,3,5,0,0,1,0,0,0,4,3,1,1,3,1787,1,2,"London : printed for Charles Dilly, In The Poultry, MDCCLXXXVII. [1787].",London,389,male,1752,1821,TRUE,"amiably than in his behaviour as a son and a brother. Iis mother lived to the age of ninety; and he used to mention with pleasure , that the harmony which fubfilled between them was never interrupted by one moment's disagreement. He gloried also in living on the moult affectionate"
0624300501_000100,"Practical education; by Maria Edgeworth, Author Of Letters For Literary Ladies, And The Parent's Assistant; and by Richard Lovell Edgeworth, F.R.S. and M.R.I.A. ...",Richard Lovell Edgeworth,60,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,2,0,0,0,0,3,0,0,0,0,1,0,2,3,2,0,0,0,3,1,0,0,0,5,3,1,2,2,4,3,2,4,1,1,0,3,1,0,0,1,1798,1,2,"London : printed for J. Johnson, ST. Paul's Church-Yard, 1798.",London,389,male,1744,1817,FALSE,"which, however trivial in themselves, constitute by far the greatest portion of our daily happiness. Stories are the novels of childhood. We know, from commonexperience, the effeets which are produced upon the female mind by immoderate novel reading . To those who acquire this taste every object becomes disgusting which"
0106700301_000027,"Essays moral and literary. By Vicesimus Knox, M. A. Late Fellow of St. John's College, Oxford. In three volumes. ...",Vicesimus Knox,85,0,6,0,0,5,0,0,0,4,0,0,0,2,0,2,0,1,4,0,0,0,1,0,0,1,2,1,2,0,2,4,0,3,4,4,2,0,0,2,0,1,0,0,6,1,2,1,3,5,0,0,1,0,0,0,4,3,1,1,4,1787,1,3,"London : printed for Charles Dilly, MDCCLXXXVII. [1787].",London,501,male,1752,1821,TRUE,"and he used to mention with pleasure , that the harmony which subsisted between them was never interrupted by one moment's disagreement. He gloried also in living on the most affectionate terms with his sister. He died in a good old age . But it is to be lamented, that,"
0958001101_000027,"Essays moral and literary, by Vicesimus Knox, M.A.",Vicesimus Knox,81,0,3,0,0,9,1,0,0,4,0,0,1,2,0,3,0,0,2,0,0,0,2,0,0,1,1,0,2,0,2,4,0,4,3,3,2,0,0,2,0,0,0,0,6,0,1,1,3,5,0,0,1,1,0,0,4,3,1,1,3,1783,1,2,"Dublin : printed by R. Marchbank, No. 2, Cork-Hill, M,DCC,LXXXIII. [1783].",Dublin,371,male,1752,1821,TRUE,"rather favourable to virtue . Their pictures of human nature were not exact, but they were flattering resemblances. By exhibiting patterns of peri feaion, they ftinulated emulation to aim at it. They led the fancy through a beautiful wilderness of delights, and they filled the heart with pure, manly, bold,"
1088000400_000007,An essay on the education of young ladies. Addressed to a person of distinction.,"Robertson, J. (Joseph)",74,1,0,0,1,2,0,0,2,0,0,0,0,1,0,2,1,1,1,0,1,0,0,2,4,2,6,0,3,0,0,4,0,1,2,6,0,0,0,2,0,1,0,0,3,0,0,2,1,2,0,0,2,2,0,0,2,3,4,3,4,1798,1,1,"London : printed for T. Cadell, junior, and W. Davies, in the Strand, [1798].",London,55,male,1726,1802,FALSE,"render her an amiable and exemplary pattern of domeffic virtue , and conjugal fidelity. IT is sometimes expeted, that young people at school should be occasionally employed in writing themes. This, says Mr. Locke *, is a sort of aegyptian tyranny; it is an order to work without materials; to"
0164300100_000016,"The true mentor; or, an essay on the education of young people of fashion. Translated from the French of the Marquis Caraccioli,",Louis-Antoine Caraccioli,65,1,2,0,3,1,0,0,1,1,0,1,0,2,0,1,1,5,0,0,4,0,1,1,0,2,1,0,0,0,0,0,1,3,3,1,0,0,4,2,3,0,1,1,6,0,0,0,0,1,1,0,1,1,0,0,0,5,1,2,0,1760,1,1,"London : printed for J. Coote, at the King's-Arms in Pater-Noster-Row, MDCCLX. [1760].",London,218,male,1719,1803,FALSE,"earl of Cork and Orrery, whose notes arn truly worth perusing. We imagine Poetry is a study too beau. tiful, not sometimes to engage a gentkle man's attention. but it is not: of fuficient consequence to become his principal ob je. Not to have read Homer, Virgili and Horace at"
0356400100_000016,The pursuits of literature. A satirical poem in four dialogues. With notes.,Thomas James Mathias,69,1,1,0,2,3,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,2,2,0,3,0,1,0,1,1,3,0,4,6,1,0,0,1,1,0,2,0,4,0,3,0,0,0,2,0,1,1,0,0,1,5,5,3,2,1798,1,1,"London : printed for T. Becket, Pall-Mall, 1798.",London,445,male,1754,1835,FALSE,"a happy thing for all naturalists whether poets or writers in prose , if they would in the words of a TRUE poet, "" Look through nature up to Nature's Ged! Dr. Darwin is certainly a man of great fancy; but i will not cease to repeat, that good writing"
0680001302_000063,"Dissertations moral and critical. In two volumes. On memory and imagination. ... Illustrations on sublimity. By James Beattie, ...",James Beattie,63,1,0,0,3,1,1,0,0,2,1,10,1,0,0,0,0,2,1,0,0,0,0,1,0,1,2,1,0,1,1,0,3,4,6,0,1,0,1,1,0,3,2,0,1,1,1,0,0,0,1,3,0,1,0,0,1,2,1,0,0,1783,2,2,"Dublin : printed for Mess. Exshaw, Walker, Beatty, White, Byrne, Cash, and MáKenzie, 1783.",Dublin,426,male,1735,1803,FALSE,"it were to their senses, weigh more with them than de. monftration. We need not wonder, then, to find, that, in ancient times, moral precepts were often delivered in the way of proverb or aphorism, and enforced and exemplified by ficitious narrative, Of those fables that are ascribed to Efop,"
