PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(ag),termFreq(alexandria),termFreq(ancient),termFreq(build),termFreq(built),termFreq(charact),termFreq(column),termFreq(countri),termFreq(cut),termFreq(egypt),termFreq(egyptian),termFreq(empir),termFreq(emploi),termFreq(figur),termFreq(granit),termFreq(height),termFreq(hieroglyph),termFreq(inhabit),termFreq(king),termFreq(knowledg),termFreq(languag),termFreq(long),termFreq(marbl),termFreq(monument),termFreq(nile),termFreq(peopl),termFreq(pharoah),termFreq(poster),termFreq(pyramid),termFreq(red),termFreq(rock),termFreq(roof),termFreq(ruin),termFreq(sepulchr),termFreq(sphinx),termFreq(stone),termFreq(strabo),termFreq(templ),termFreq(time),termFreq(travel),termFreq(upper),termFreq(variou),termFreq(wall),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0171101101_000063,"Travels in Egypt and Nubia. By Frederick Lewis Norden. F.R.S. Captain of the Danish navy. Translated from the original Published by command of his Majesty the King of Denmark: and enlarged with observations from ancient and modern authors, that have written on the antiquities of Egypt, By Dr. Peter Templeman.",Frederic Louis Norden,59,0,1,0,3,3,1,0,0,0,3,4,2,0,0,0,4,0,4,0,3,0,0,2,1,1,2,0,0,1,5,0,1,0,1,0,0,6,3,1,4,1,1,0,0,1,0,1757,1,2,"London : printed for Lockyer Davis and Charles Reymers in Holborn; Printers to the Royal Society, MDCCLVII. [1757].",London,197,male,1708,1742,FALSE,"500, to 30, or 40 PAGE 80 The Egyptians were careful to provide con ditories, which might be as lasting as the body, and in wbicb it might continue safe from the injury of time and men. bat occasioned the ancient , kings of Thebes in Egypt to build those"
0334200602_000007,"Letters on Egypt, containing, a parallel between the manners of its ancient and modern inhabitants, its Commerce, Agriculture, Government, and Religion; with the descent of Louis IX. at Damietta, extracted from Joinville, and Arabian authors. Translated from the French of M. Savary. In two volumes. ...","Savary, M. (Claude Étienne)",63,0,0,0,3,1,3,0,1,0,2,2,1,1,0,3,0,2,0,1,3,0,0,0,1,2,1,0,0,0,1,1,1,0,1,0,2,4,3,14,1,1,0,2,4,1,0,1799,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1799.",London,477,male,1750,1788,FALSE,"enable you to judge what degree of credit those recitals deserve. The dotted line in the map, pafling by Carnac, Luxor, Medinet abou, and Gournou, will indicate what the extent was of this once famous city. ""The great diospojis,"" says Diodorus Siculus (s), "" which the Greeks have named Thebes,"
0490000205_000017,"The artist's repository and drawing magazine, exhibiting the principles of the polite arts in their various branches.",Charles Taylor,70,2,2,0,5,7,5,0,1,2,1,3,2,0,2,0,0,4,1,1,1,0,0,0,0,1,1,1,0,0,8,0,1,0,2,0,0,4,1,4,3,1,2,0,0,2,0,1784,5,5,"London [England] : printed for T. Williams, no. 43, nearly opposite Hatton-Street, Holborn, MDCCLXXXIV [1784]-MDCCXCIV [1794].",London,457,male,1755,1823,FALSE,"conclusive against the use of tone; as tone was found only in upper Egypt ; whereas the soil of Goshen, in lower Egptr, where the Israelites dwelled, was rather earth an! clay than fione, rather meadow than rocky. Also, to convey heavy burdens of stone up the Nile , against"
0002600100_000184,"Primitive history, from the creation to Cadmus. By W. Williams, Esqr. Formerly of St. John's College, Cambridge.","Williams, William           1785",67,0,0,0,2,0,1,0,3,0,0,2,2,0,0,4,4,1,7,0,1,0,0,2,3,0,0,0,0,0,1,4,0,1,3,0,3,5,0,9,0,2,0,1,6,0,0,1789,1,1,"Chichester : printed and sold by J. Seagrave, 1789.",Chichester,625,unknown,,,FALSE,"this glorious city extended 80 stadia in length: partly in Arabian Egypt ; partly in ly.hian, where Memnonium stands: above which were the regal tombs, in some 40 grottoes of hewn stone , and of admirable contrivance. Wear Near these, inscriptions on obelisks announce the wealth of the kings ,"
0002600100_000187,"Primitive history, from the creation to Cadmus. By W. Williams, Esqr. Formerly of St. John's College, Cambridge.","Williams, William           1785",68,1,0,0,4,1,0,0,6,0,2,3,2,0,1,0,2,1,5,1,2,0,0,1,2,0,4,1,0,0,0,1,3,2,2,0,0,1,3,11,1,0,0,1,4,0,0,1789,1,1,"Chichester : printed and sold by J. Seagrave, 1789.",Chichester,625,unknown,,,FALSE,"thick walls on three fides. Six large fluted columns , having capitals ornamented with palm leaves, stand in front: eighteen others support the roof composed of huge marble slabs. A frieze goes round the edifice; and innumerable hieroglyphics adorn the outside. Those within are executed with moult nicety. on the"
0798800101_000034,"Travels through Arabia, and other countries in the East, performed by M. Niebuhr, ... Translated into English by Robert Heron. With notes by the translator; and illustrated with engravings and maps. In two volumes. ...",Carsten Niebuhr,67,0,0,0,3,4,2,0,1,1,0,6,2,0,2,1,4,2,0,2,0,0,0,1,2,2,1,0,0,0,11,0,1,1,1,0,0,5,0,0,1,6,2,1,0,2,0,1792,1,2,"Edinburgh : printed for R. Morison and Son, Perth, G. Mudie, Edinburgh; and T. Vernor, London, 1792.",Edinburgh,445,male,1733,1815,FALSE,"particular species and full of small cavities. But, of these, no building , except the pyramids , has been constructed. In Upper EGYPT , again, where the surface is unequal and elevated, are granites of all colours, the hardest known. The ranges of mountains are composed of granite ; and"
1688300100_000273,"Elements of geography, and of natural and civil history. Containing, I. The order of the Spheres. II. The economy of the sublunary works of creation, inanimate and living. III. Picturesque and general sketches of the different parts of the Earth; and the varied appearances and manners of it's inhabitants. IV. The rise, revolution, and fall, of the principal empires of the world. V. Changes through different ages in the manners of mankind. VI. VII. VIII. IX. Description of the different quarters of the world: Europe, Asia, Africa, and America. Their divisions into countries, provinces, &c. Their climates, soils, animals, plants, minerals, mountains, rivers, lakes, canals, commerce, manufactures, curiosities, schools, learning, literati, religious professions, language, government, history, &c. By John Walker.","Walker, John",55,1,0,1,3,2,1,0,1,5,4,5,0,2,0,0,1,1,0,0,0,0,3,0,3,0,5,0,1,0,3,0,3,1,1,0,1,1,0,1,0,1,0,0,1,1,2,1795,1,1,"London : Printed and sold by Darton and Harvey, Gracechurch-Street; sold also by H.D. Symonds, Paternoster-Row; Vernor and Hood, Birchin-Lane; and C.D. Piguenit, Aldgate, 1795.",London,694,male,1759,1830,FALSE,"feet high, and it's base above six hundred feet square. The external part is composed of great square stones cut from the rock , which lies along the ancient course of the Nile , whole original bed is hfill visible; it is hollow within, and the apartments are lined with"
1101700302_000013,"Letters on Egypt, with a parallel between the manners of its ancient and modern inhabitants, the present State, the Commerce, the Agriculture, and Government of that Country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, Author of the Life of Mahomet, and Translator of the Coran. In two volumes. ...","Savary, M. (Claude Étienne)",59,0,0,0,1,0,1,0,1,0,0,1,2,1,0,4,4,3,4,0,1,0,0,2,3,2,0,1,0,0,0,3,1,0,3,0,3,1,1,7,2,2,0,0,4,1,0,1786,2,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,629,male,1750,1788,FALSE,"telling us that it was overthrown by order of Cainbylis. D 3 ""ing ""ing on its basis, utters a sound once a ""day. Curious to examine the truth of "" this fa, I went thither with 1elius Gallus, who was accompanied by his friends, and followed by a numerous retinue"
1011600101_000233,"An universal history, from the earliest account of time to the present: compiled from original authors; and illustrated with maps, cuts, notes, chronological and other tables. ...",,65,0,0,0,5,1,1,0,8,1,2,3,1,0,1,2,2,2,1,0,0,0,0,2,4,1,0,1,0,0,0,0,3,4,3,1,1,5,0,1,3,0,1,1,2,2,0,1744,1,20,"Dublin : printed by Edward Bate, for the editors, M,DCC,XLIV. [1744]-47.",Dublin,671,unknown,,,FALSE,"more proper place. A palace ONE is : 1 mos magnificent palace in the upper egypt , not mnar thle far from Afwtl,, the ancient Syeee; the ruins whereof are cataracts. enough to fltrike a pu)ctltor with aftonilhment. It is as large I i erod. & DIODOR. ubi sup. alucas,"
0428300101_000015,"The antient history of the Egyptians, Carthaginians, Assyrians, Babylonians, Medes and Persians, Macedonians, and Grecians. By Mr. Rollin, late Principal of the University of Paris, Professor of Eloquence in the Royal College, and Member of the Royal Academy of Inscriptions and Belles Lettres. Translated from the French. Vol. I.",Charles Rollin,68,1,0,0,2,2,3,2,1,1,4,8,6,1,2,1,0,2,2,0,2,0,0,2,0,2,1,0,0,1,9,0,1,0,0,1,0,5,0,0,2,0,1,0,0,1,2,1763,1,10,"Glasgow : printed by William Duncan, junior, MDCCLXIII. [1763].",Glasgow,382,male,1661,1741,TRUE,"SECT. I.. The 0OBEL IS K S. G YP T seemed to place its chief glory in raising monuments for posterity . Its obelisks form at this day, on account of their beauty as well as height , the principal ornament of Rome; and the roman power, despairing to equal"
1489200500_000202,"The Annual register, or A view of the history, politics, and literature, for the year 1786.",,64,0,0,0,1,2,0,1,4,0,0,0,2,0,0,6,5,4,6,0,0,0,1,1,2,1,0,1,0,0,1,4,0,1,2,0,0,2,3,6,1,0,0,2,5,0,0,1788,1,1,"London : Printed for J. Dodsley, in Pall-Mall, 1788.",London,503,unknown,,,FALSE,"thirty feet wide, fifty-two in height , and one hundred and fifty in length. The entrance to there is throughh pyramidal gates, and the ceiling is formed of stones of an allonilhing size, supported by the two walls . The first of there porticos is entirely of red granite ,"
0171101000_000089,"Letters of a traveller, on the various countries of Europe, Asia, and Africa: containing sketches of their present state, government, religion, manners, and customs; with some original pieces of poetry. Edited By Alexander Thomson, M. D.","Thomson, Alexander, M.D.",82,1,1,0,2,5,5,0,0,1,2,4,4,0,1,1,0,3,0,2,7,1,0,0,7,0,4,2,0,0,15,0,2,0,1,2,2,4,0,0,2,0,0,0,0,0,1,1798,1,1,"London : printed for James Wallis, No. 46, and Wynne and Scholey, No. 45, Pater-Noster-Row, 1798.",London,534,unknown,,,FALSE,"in length, and the other ninety six. This leads into a gallery of polishcd marble , the height of which is twenty-two feet and a half above the pavement; whence you pass into a magnificent chamber, built of Thebaic marble , thirty six feet in length, eighteen in breadth, and"
0642900404_000092,"The wonders of nature and art; being an account of whatever is most curious and remarkable throughout the world; Whether relating to its Animals, Vegetables, Minerals, Volcanoes, Cataracts, Hot and Cold Springs, and Other Parts of Natural History; or, to the Buildings, Manufactures, Inventions, and Discoveries of its Inhabitants. The whole collected from the writings of the best historians, Travellers, Geographers, and Philosophers, among which are some Original Manuscripts; interspersed with pious Observations and Reflections; illustrated with Notes, and adorned with Copper-Plates. The second edition. ...",,55,1,0,4,2,5,2,0,2,0,0,2,0,0,0,1,3,1,2,0,1,0,0,0,2,0,3,0,0,0,1,2,3,0,1,1,0,2,0,4,1,2,0,0,4,3,0,1768,4,6,"London : printed for Newberry and Carnan, sons and successors to the late Mr. John Newberry, at the Bible and Sun, No. 65. the North Side of St. Paul's Church-Yard, MDCCLXVIII. [1768].",London,314,unknown,,,FALSE,"the village of Comombo, fill farther to the south, are some beautiful ruins , which it is impofible for a curious traveller to view without great fatisfalion. A noble building rests upoh twenty-three well wrought pillars, adorned' with hieroglyphics . The stones that cover the top, are of a prodigious"
0245200802_000022,"Letters on Egypt. With a parallel between the manners of its ancient and modern inhabitants, the present state, the commerce, the agriculture, and government of that country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, author of the life of mahomet, and translator of the coran. In two volumes. ...","Savary, M. (Claude Étienne)",44,0,1,0,1,0,0,0,4,1,2,3,2,0,2,0,4,1,1,1,0,0,0,0,2,0,1,1,0,0,2,1,3,1,1,0,0,0,1,3,0,2,0,0,1,0,2,1787,2,2,"Dublin : printed for Luke White, Dame-Street, and P. Byrne, Grafton-Street, MDCCLXXXVII. [1787].",Dublin,454,male,1657,1716,FALSE,"have been de firoved; it is probably buried under the sand and mud of the Nile , whence it may one day be extricated. The Isle of Elephantina is surrounded by four smaller ones, which are only rocks of granite . Enormous matles have been detached from them to be"
1352000101_000034,"Travels through Arabia, and other countries in the East, performed by M. Niebuhr, now a Captain of engineers in the service of the King of Denmark. Translated into English by Robert Heron. With notes by the translator; and illustrated with engravings and maps. In two volumes.",Carsten Niebuhr,74,0,0,0,3,5,2,0,1,1,0,8,3,0,2,1,4,2,0,3,0,0,0,1,2,2,1,0,0,0,14,0,1,0,1,0,0,5,0,0,1,6,2,1,0,2,0,1792,1,2,"Dublin : printed for Gilbert, Moore, Archer, and Jones, 1792.",Dublin,444,male,1733,1815,FALSE,"confirudion, have here no influence. The soil of Egypt , too, might furnish the inhabitants with the most durable materials for building . Through Lower Egypt , and in the rising ground on its confines, calcareous stones are found, of a particular species and full offmall cavities. But, of these,"
1365700100_000788,"A new, royal, authentic, complete, and universal system of geography; or, A modern history and description of the whole world. Containing new, full, accurate, authentic, and interesting accounts and descriptions of Europe, Asia, Africa, and America, as consisting of continents, islands, oceans, seas, rivers, lakes, promontories, capes, bays, peninsulas, isthmusses, gulphs, &c. And as divided into empires, kingdoms, states, and republics. Together with a description of their limits, boundaries, climate, soil, natural and artificial curiosities and productions, religions, laws, government, revenues, forces, antiquities, &c. Also the provinces, cities, towns, villages, forts, castles, harbours, sea-ports, aqueducts, mountains, mines, minerals, fossils, roads, public and private edifices, universities, &c. contained in each: and all that is interesting relative to the customs, manners, genius, tempers, habits, amusements, ceremonies, comemrce, arts, sciences, manufactures, and language of the inhabitants. Together with an accurate and lively description of all the various kinds of birds, beasts, reptiles, fishes, amphibious creatures, insects, &c. Including the substance and essence of the most remarkable voyages and travels, which have been performed by the navigators and travellers of different countries, particularly the late discoveries in the south seas, and towards the North pole; with every curiosity that has hitherto appeared respecting the different parts of the universe. Comprising every interesting discovery and circumstances in the narratives of Captain Cook's voyages round the world. Together with all the recent discoveries made in the Pelew Islands, New Holland, New South Wales, Botany Bay, Port Jackson, Norfolk Island, north and west coasts of America, the interior parts of America, Africa, China, Caffraria, India East and West, Arabia, Madagascar, Russia, &c. &c. Carefully written and compiled from the late journals of the voyages and travels of Captains Phillips, King, Ball, Hunter, White, Dixon, Portlock, Mears, Patterson, Bruce, Anbury, Rochon, Morse, Blyth, Ross, Imlay, Keate, Brissot, Hodges, &c. &c. Also compendious histories of every empire, kingdom, state, &c. with their various revolutions. To which will be added a new, complete, and easy guide to geogrphy, astronomy, the use of the globes, &c. With an account of the rise and progress of navigation, its improvements and utility to mankind. The whole embellished and and enriched with upwards of an hundred most elegant and superb copper-plates, engraved in such a manner as to do infinite honour to the respective artists by whom they are executed. These embellishments consist of views, maps, land and water perspectives; birds, beasts, fishes, &c. as also the various dresses of the inhabitants of different countries, with their strange ceremonies, customs, amusements, &c. &c. By George Augustus Baldwyn, Esq. Assisted by many gentlemen eminent for their knowledge in the science of geography; particularly by Charles Andrew Robertson, Esq.-Clement Walley Oulion, Esq.-and Henry Hogg, M.A. author of the New universal letter writer, and teacher of geography, astronomy, navigation, &c.","Baldwyn, George Augustus",57,1,2,0,4,1,1,0,3,1,1,7,2,0,1,1,1,0,1,0,1,0,0,2,1,1,1,0,0,0,1,1,0,0,3,1,0,1,1,6,5,0,2,0,1,0,2,1794,1,1,"London : Sold by Alex. Hogg, at (No. 16) Pater-Noster-Row, and by all the booksellers of Bristol, Bath, Birmingham, Cambridge, Coventry, Canterbury, Chester, Derby, Exeter, Gloucester, Hull, Hereford, Ipswich, Liverpool, Leeds, Leichester, Manchester, Norwich, Newcastle, Northampton, Nottingham, Oxford, Reading, Sherborn, Salisbury, Sheffeild, Shrewsbury, Winchester, Worcester, York; and by all other booksellers in England, Wales, Scotland, and Ireland, [1794?].",London,1036,unknown,,,FALSE,"opening the coffins the bodies appear wrapped up in a linen throud, upon which are fatened several linen [crolls painted with hieroglyphic chara8ers. There ferolls commonly run down the belly and sides, or are fixed on the knees and legs. On a kind of linen headpiece, which covers the face,"
