PassageID,Title,Author,Total termFreq,termFreq(advantag),termFreq(africa),termFreq(america),termFreq(american),termFreq(britain),termFreq(british),termFreq(carri),termFreq(claim),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commod),termFreq(compani),termFreq(consider),termFreq(control),termFreq(countri),termFreq(cultiv),termFreq(cultur),termFreq(dutch),termFreq(east),termFreq(empir),termFreq(europ),termFreq(exclus),termFreq(foreign),termFreq(govern),termFreq(grant),termFreq(hold),termFreq(holland),termFreq(increas),termFreq(indi),termFreq(india),termFreq(inhabit),termFreq(island),termFreq(land),termFreq(law),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(navig),termFreq(negro),termFreq(parliament),termFreq(peopl),termFreq(place),termFreq(plantat),termFreq(planter),termFreq(price),termFreq(produc),termFreq(regul),termFreq(servant),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(sold),termFreq(subject),termFreq(territori),termFreq(time),termFreq(tobacco),termFreq(trade),termFreq(traffic),termFreq(west),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0157001500_000004,The present state of the British and French trade to Africa and America consider'd and compar'd; with some propositions in favour of the trade of Great Britain.,,96,5,1,3,2,0,0,4,0,1,5,4,1,0,2,0,0,1,0,1,0,0,1,1,1,0,1,2,1,0,0,1,1,16,1,4,2,1,0,2,2,0,1,0,2,2,0,0,2,0,0,5,0,0,1,0,4,1,9,1,0,0,1,1745,1,1,"London : printed for E. Comyns, at the Royal-Exchange, MDCCXLV. [1745].",London,56,unknown,,,FALSE,"on their Exports. THE French King allows his Subjets, that Trade to Africa , a Bounty of o Livres, or 9s. 2d. Sterling a Head for every Negro , and as much for every Ounce of Gold Dust which they carry from the Coast of Guinea, and they are allowed"
0486900101_000081,"An account of the European settlements in America. In six parts. I. A short History of the Discovery of that Part of the World. II. The Manners and Customs of the original Inhabitants. III. Of the Spanish Settlements. IV. Of the Portuguese. V. Of the French, Dutch, and Danish. VI. Of the English. Each Part contains An accurate Description of the Settlements in it, their Extent, Climate, Productions, Trade, Genius and Dispositions of their Inhabitants: the Interests of the several Powers of Europe with respect to those Settlements; and their Political and Commercial Views with regard to each other. In two volumes. ...",Edmund Burke,79,2,2,2,1,0,0,1,1,4,3,1,2,1,4,0,4,0,0,1,0,1,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,4,0,0,0,3,2,1,1,1,1,1,0,4,1,4,0,1,1,3,1,6,0,0,2,4,1762,1,2,"Dublin : printed for Peter Wilson, in Dame-Street, M,DCC,LXII. [1762].",Dublin,345,male,1729,1797,TRUE,"rore than some part of the Gold coast , to Sierra Leone, and Gambia and some other inconfideiable por s; by which they have depreciated their own commodities , and raised the price p.s. slaves within these few years above thirty percent. Nor is it to be wondered; as in"
1273601600_000008,"The right in the West-India merchants to a double monopoly of the sugar market of Great Britain, and the expedience of all monopolies examined.",John Prinsep,79,0,0,2,0,4,1,1,4,0,1,3,2,1,2,0,6,1,0,0,2,0,2,1,0,1,1,0,0,0,0,7,0,6,0,1,0,5,1,1,0,1,0,1,3,4,0,3,2,0,0,1,2,0,0,1,0,0,1,0,3,0,1,1792,1,1,"London : printed at the Minerva Press, Leadenhall-Street, and sold by Debrett, Piccadilly; Johnson, ST. Paul's Church-Yard; and Heather, 157, Leadenhall-Street, [1792?].",London,91,male,1746,1830,FALSE,"finuggling of it. The whole commerce of the India Company appears to be carried on with nearly half the capital employed by the planters . (b) D 3 The (a) Mr. Rous, in explanation of this ad, p. i o, says,  The grofr ""' duties on tea, before it"
0800701200_000013,"Remarks on a pamphlet, entitled Bengal sugar; and on the manner in which the trade of the East-India Company is carried on in the East-Indies by foreign shipping, In Violation Of The Laws Enacted for the Support of the Commerce and Navigation of Great Britain. By Gilb. Francklyn, Esq.","Francklyn, Gilbert",126,3,1,7,5,7,3,4,0,0,2,5,2,7,0,0,6,1,0,0,2,0,4,1,7,0,0,0,0,2,3,16,0,0,0,3,1,4,1,6,0,0,0,1,0,0,0,1,1,0,0,8,0,0,1,0,0,0,7,1,3,0,0,1795,1,1,"London : printed for John Stockdale, Piccadilly, [1795].",London,118,unknown,,,FALSE,"or Imperial fla.; s, have been purchased, repaired, or fitted ut from the river Thames, for the same patriotic purposes. An American conill is said to be now residing at Calcutta; to t: ke care, undoubtedly, of the interest a., - mcrce of the subjects of that republic. :.. ("
0586500400_000002,"The importance of effectually supporting the Royal African Company of England impartially considered; shewing, That a free and open trade to Africa, and the Support and Preservation of the British colonies and plantations in America, depend upon Maintaining the Forts and Settlements, Rights and Privileges belonging to that corporation, against the Encroachments of the French, and all other Foreign Rivals in that Trade. The second edition. With a New and more Correct Map than any hitherto published, shewing the Situation of the several European Forts and Settlements in that Country. In a letter to a Member of the House of Commons.",Charles Hayes,109,2,8,3,1,3,3,0,2,9,3,2,0,4,1,0,1,1,0,5,0,0,0,0,0,0,1,0,1,1,2,2,0,1,1,0,0,9,0,3,5,0,0,2,5,0,1,0,0,1,1,4,0,0,0,0,0,2,18,0,0,0,1,1745,1,1,"London : printed by E. Say; and sold by J. Roberts, in Warwick-Lane, 1745.",London,51,male,1678,1760,FALSE,"purchase their Refuse only; and that too at an exorbitant Rate? But supposing it were wholly in their Power, either to grant or refute us such Permission, have we any Reason to believe they would be so gracious as to indulge. us with the Liberty of purchasing any Negroes at"
0026203002_000141,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, ... In three volumes. ...",Adam Smith,127,1,7,4,1,0,0,4,0,2,6,0,0,5,4,0,5,0,0,3,13,0,4,3,0,4,0,0,0,0,14,1,6,7,1,0,1,5,5,1,0,0,1,0,1,0,2,3,0,0,6,1,0,0,0,1,2,0,3,0,0,0,0,1776,2,3,"Dublin : printed for Messrs. Whitestone, Chamberlaine, W. Watson, Potts, S. Watson [and 15 others in Dublin], 1776.",Dublin,533,male,1723,1790,TRUE,"buy for some time , even at a higher price , from other European nations , the Eat India goods it had occasion for, than to import them itfelfdiretly from the East Indies . What it might lose by the high price of those goods could seldom be equal to"
1478900602_000063,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,82,1,3,1,1,0,1,2,0,0,3,3,0,1,1,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,2,4,0,7,0,2,1,1,3,0,2,0,3,4,1,0,0,1,1,12,3,0,2,0,1770,2,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,386,male,1707,1767,FALSE,"navigation ; streams penetrating into the very centre of the country , but of no benefit to it; innumerable people , without knowledge of each other, correspondence, or commerce . AT the entrance of these rivers into the sea are the most excellent harbours, prodigious in number, deep, safe, and"
0800701200_000015,"Remarks on a pamphlet, entitled Bengal sugar; and on the manner in which the trade of the East-India Company is carried on in the East-Indies by foreign shipping, In Violation Of The Laws Enacted for the Support of the Commerce and Navigation of Great Britain. By Gilb. Francklyn, Esq.","Francklyn, Gilbert",136,2,0,3,9,5,16,5,0,3,3,5,4,0,1,0,5,0,0,0,1,0,1,0,11,1,0,0,0,0,1,16,3,1,0,3,2,0,0,2,0,2,0,0,2,0,0,1,2,0,1,11,0,0,4,1,1,0,6,0,2,0,0,1795,1,1,"London : printed for John Stockdale, Piccadilly, [1795].",London,118,unknown,,,FALSE,"than to susser fuich trade to be carried by tile Americans , or British adventurers from Oftcnd or any other port, "" from which it may be convenient to carry ""on a contraland trade ."" The Britith ships may be, in fuomc calurc, under the controiil of the laws and"
0666201500_000029,A treatise upon the trade from Great-Britain to Africa; humbly recommended to the attention of government. By an African merchant.,African merchant,87,2,3,1,2,3,0,1,0,0,2,0,0,0,0,0,1,4,0,0,0,0,2,0,1,0,1,1,0,3,0,1,3,0,0,2,1,3,4,0,9,1,1,0,1,4,0,2,1,1,3,0,3,0,3,0,3,0,7,1,2,1,3,1772,1,1,"London : printed for R. Baldwin, No. 47, Pater-Noster Row, MDCCLXXII. [1772].",London,191,unknown,,,FALSE,"as we persist in the cultivation of them for the purposes of trade ; because, it is impossible to cultivate them with European labourers; and because the white inhabitants , I presume, can never increase there by propagation in sufficient numbers. The natives , or Creoles, are the only whites"
0151301400_000003,"A short account of the African slave trade, collected from local knowledge, from the evidence given at the bar of both House of Parliament, and, from tracts written upon that subject.","Norris, Robert           1791",84,1,3,0,1,3,3,3,0,0,4,2,1,2,0,0,3,1,0,1,0,0,0,2,1,3,0,0,0,2,4,0,0,3,1,2,1,1,0,0,5,0,1,0,1,1,0,1,0,0,0,5,5,2,0,0,2,0,6,2,5,0,0,1788,1,1,"Liverpool : printed at Ann Smith's navigation shop, Pool-Lane, M,DCC,LXXXVIII. [1788].",Liverpool,21,unknown,,,FALSE,"bloody and unrelenting Arm of Tyranny is eternally held up, ready to cut it down. THE Credibility of there extraordinary faas does not depend upon mere hearsay: Dahomy is a maritime Kingdom, in which the British , French, and Portuguese have been permitted to eret Sorts for the Proteaion of"
0191002300_000041,"Heads of the speeches, delivered On the 18th and 19th April, 1791, in a committee of the House of Commons, on a motion made by Mr. Wilberforce, for the Abolition of the Slave-Trade, with Detector's letters, &c.",,63,3,3,0,2,1,4,0,0,1,5,0,1,2,0,1,3,0,1,0,0,1,0,2,1,1,1,2,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,2,1,0,0,3,0,2,3,1,1,5,0,1,0,0,1791,1,1,"Liverpool : printed in the year, MDCCXCI. [1791].",Liverpool,112,unknown,,,FALSE,"a confession, when fufpeced to have been accessory "" to any vllairous design."" -- - -- The common way of corre'ing them was to :  scourge them with whips -- if a glutton, his belly mull *' le- -- a tei' tale, his tongue mult be cut out --"
0155903200_000001,"Reasons against giving a territorial grant to a company of merchants, to colonize and cultivate the peninsula of Sierra Leona [sic], on the coast of Africa.",,135,1,8,5,0,1,0,3,2,5,3,2,2,10,0,6,10,0,0,0,0,0,4,1,0,1,5,0,0,2,0,0,0,0,2,5,0,5,4,8,0,5,1,0,0,0,1,2,1,1,0,3,0,0,0,2,2,0,21,0,0,0,1,1791,1,1,"London : printed in the year, 1791.",London,16,unknown,,,FALSE,"REA SONS AGAINST GIVING A TERRITORIAL GRANT TO A COMPANY OF MERCHANTS, io COI.ONIZ AND CVULTIVAE The Peni; fia of Sierra Leona, COAST OF AFRICA . L O ND O N: PRINTED IN THE YEAR M.DCC.XCI. R E A S N S C First' H AT r the treaties existing"
1423700102_000106,Memoirs of the reign of George III. to the session of Parliament ending A.D. 1793.  By W. Belsham.,William Belsham,94,1,2,2,1,10,6,0,1,1,6,1,2,3,0,2,5,0,0,0,3,0,0,1,0,0,2,0,0,0,2,5,0,0,0,4,2,1,0,1,0,5,0,1,2,0,0,4,6,0,1,1,0,0,2,0,2,0,4,0,2,0,0,1796,2,2,"Dublin : printed for J. Milliken, No. 32, Grafton-Street, 1796.",Dublin,558,male,1752,1827,FALSE,"of the settlement proposed to be established by mutual consent."" The two houses now adjourned themselves to a distant day; and on the 30th of September 1785, the parliament was prorogued by royal proclamation. The amended propositions having been transmitted to Ireland, Mr. Orde, on the 12th of August, moved"
0432500700_000070,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,102,2,10,2,0,1,2,2,0,3,3,4,0,6,1,0,3,0,0,0,0,0,0,0,2,3,0,3,0,0,2,1,0,1,0,0,1,4,0,1,1,0,0,2,1,0,0,0,2,2,2,3,4,0,2,0,5,0,16,1,3,0,1,1789,1,1,"[London], 1789.",London,890,unknown,,,FALSE,"are fully supplied at a very trifling Expense, the greatest Part being paid for with what h: s been a Burden to other Countries , the Refue and off feourings of her Population, without which fly would have little or no Existence in Trade , her natural Products being very"
0800701200_000018,"Remarks on a pamphlet, entitled Bengal sugar; and on the manner in which the trade of the East-India Company is carried on in the East-Indies by foreign shipping, In Violation Of The Laws Enacted for the Support of the Commerce and Navigation of Great Britain. By Gilb. Francklyn, Esq.","Francklyn, Gilbert",98,1,0,3,1,4,5,3,0,0,4,3,2,6,1,1,0,3,0,0,0,1,4,1,8,2,0,0,0,1,1,16,1,0,1,3,0,1,0,4,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,7,2,1,0,0,1795,1,1,"London : printed for John Stockdale, Piccadilly, [1795].",London,118,unknown,,,FALSE,"the trade of so. reign nations with Bengal, "" is to be considered, that the Company have a right, since their poffefiion of the dewannee, to regulate the commerce of India , by laying on, or reducing such duties of import or export, on goods sent to, or slipped from"
1236701301_000116,"The history of America containing the geographical, political, and commerical [sic] state of that continent: in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. du Bosque late Historographer to the French King. In two volumes. ...",Malachy Postlethwayt,95,3,3,4,1,2,5,3,0,0,10,7,4,1,0,0,0,0,0,2,0,0,1,0,5,0,0,0,0,2,0,1,0,1,3,2,0,4,0,3,0,1,2,2,3,0,0,1,0,0,0,4,0,0,1,1,0,2,9,1,1,0,0,1771,1,2,"London : printed by James Lowndes in Paternoster-Row, MDCCLXXI. [1771].",London,400,male,1707,1767,FALSE,"South and North Carolina, Virginia, Maryland, Penfylvania, New jerfey, New-york, Conneficut, Maffachufet's bay, New hampfhire, and Newfoundland, chiefly consisting of corn, rice, pitch, tar, turpentine, skins, furs, tobacco , timber, masss and yards, fish, oil, ships for sale, care computed yearly to amount to the value of 1, 500, 1"
1321800101_000068,"The universal dictionary of trade and commerce: With large additions and imporvements adapting the same to the present state of British affairs in America, since the last Treaty of Peace made in the year 1763. With great variety of new remarks and illustrations incorporated throughout the whole: together with every thing essential that is contained in Savary's dictionary: also, all the materials laws of trade and navigation relating to these kingdoms, and the customs and usages to which all traders are subject. By Malachy Postlethwayt, Esq;.",Jacques Savary des Brûlons,84,3,3,2,0,5,2,3,0,1,10,3,4,0,2,0,2,0,0,0,1,1,1,2,1,0,0,0,0,4,2,1,3,1,1,0,2,0,1,3,2,0,1,1,1,0,0,2,0,1,0,0,2,0,0,1,0,0,8,0,1,0,0,1766,1,2,"London : printed for H. Woodfall, A. Millar, J. and R. Tonson, J. Rivington, J. Hinton, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, T. Longman, J. Brotherton, J. Dodsley, T. Payne, J. Robson, T. Lowndes, W. Nicoll, and J. Knox, M DCC LXVI. [1766].",London,1115,male,1657,1716,FALSE,"enumerated to be produced . So that the increased intercourse of trade between the new colonies and their mother- country , as it has from the causes before represented began, so the advantages arising from it will diffuse themselves generally over the whole il~and of Great Britain ; indeed through"
0698900301_000018,"A view of the British Empire, more especially Scotland; with some proposals for the improvement of that country, the extension of its fisheries, and the relief of the people. By John Knox. ...","Knox, John",82,0,4,3,2,5,3,3,0,3,3,4,0,0,0,0,4,0,0,3,1,4,2,1,0,1,0,0,1,0,3,1,2,5,0,0,0,2,5,1,0,0,1,0,0,0,0,2,0,0,2,2,1,0,0,1,0,1,1,0,4,0,1,1785,1,2,"London : printed for J. Walter, at Charing-Cross; Shepperson and Reynolds, Oxford-Street; W. Richardson, Royal-Exchange; and W. Gordon, Edinburgh, MDCCLXXXV. [1785].",London,439,male,1720,1790,FALSE,"silence the ldfs of whatever was valuable, or endearing in the world. Epidemical contagion, and the convulsions of nature, are calamities which we can neither foresee nor prevent; but the flames of war wdeiindled by ourselves; the ravagechich they occasioned were our own a and deed; nor doth it appear"
0026600202_000101,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,101,0,1,6,4,7,3,4,0,1,5,0,11,0,0,0,11,1,2,0,0,0,1,0,1,0,1,0,0,4,1,0,2,1,1,4,0,0,0,1,1,0,3,0,2,1,4,9,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1793,2,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXCIII. [1793].",London,528,male,1723,1790,TRUE,"of the mother country . These commodities having been enumerated in the a of navigation and in ome other subsequent a, have upon that account been called enumerated commodities . The rest are called non enumerated; and may be exported directly to other countries , provided it is in British"
1273601600_000004,"The right in the West-India merchants to a double monopoly of the sugar market of Great Britain, and the expedience of all monopolies examined.",John Prinsep,92,2,0,4,1,3,0,2,1,0,1,1,2,1,3,0,5,4,0,0,2,0,3,2,2,3,1,0,1,1,3,5,1,5,2,0,0,2,1,0,0,0,2,0,0,1,3,5,0,0,0,0,0,0,0,1,1,1,3,0,7,2,2,1792,1,1,"London : printed at the Minerva Press, Leadenhall-Street, and sold by Debrett, Piccadilly; Johnson, ST. Paul's Church-Yard; and Heather, 157, Leadenhall-Street, [1792?].",London,91,male,1746,1830,FALSE,"opening our ports to the Eaft india produce , on equal duty, would be an effelual bar to such combination. 4) { commodity from any other country ."" Such, according to him, are the pretensions of the West indians, and this the virtual compact on which stands the aumed right"
