PassageID,Title,Author,Total termFreq,termFreq(afternoon),termFreq(air),termFreq(anchor),termFreq(bear),termFreq(blow),termFreq(breez),termFreq(calm),termFreq(caus),termFreq(clear),termFreq(clock),termFreq(cloud),termFreq(cloudi),termFreq(cold),termFreq(continu),termFreq(cours),termFreq(dark),termFreq(dry),termFreq(east),termFreq(fail),termFreq(fall),termFreq(fine),termFreq(fleet),termFreq(fun),termFreq(gale),termFreq(gener),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(land),termFreq(latitud),termFreq(leagu),termFreq(light),termFreq(littl),termFreq(mean),termFreq(moder),termFreq(month),termFreq(morn),termFreq(mountain),termFreq(night),termFreq(noon),termFreq(north),termFreq(observ),termFreq(rain),termFreq(reason),termFreq(rock),termFreq(run),termFreq(sail),termFreq(sea),termFreq(season),termFreq(set),termFreq(small),termFreq(snow),termFreq(south),termFreq(trade),termFreq(warm),termFreq(water),termFreq(weather),termFreq(weft),termFreq(wind),termFreq(winter),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1695100202_000134,"A voyage to the Pacific Ocean. Undertaken, by the command of His Majesty, for making discoveries in the Northern Hemisphere. Performed under the direction of Captains Cook, Clerke, and Gore, in His Majesty's ships the Resolution and Discovery; in the years 1776, 1777, 1778, 1779, and 1780. In three volumes. Vol. I. and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, LL.D. and F.R.S. Published by order of the Lords Commissioners of the Admiralty.","King, James",107,1,1,1,2,0,1,0,0,3,0,0,1,0,2,1,0,1,8,0,1,0,0,0,3,3,0,0,0,10,3,5,0,1,1,0,0,3,1,2,3,6,0,1,2,1,2,1,1,0,0,4,2,13,0,0,2,5,1,8,0,1784,2,3,"London : printed for G. Nicol, bookseller to His Majesty, in the Strand; and T. Cadell, in the Strand, M,DCC,LXXXIV. [1784].",London,579,male,1750,1784,FALSE,"a coarse, black sandy bottom. The fog clearing up, with the change of the wind to South Friday zz. West, in the evening of the 12th, we had a sight of the land bearing West, twelve leagues distant. We flood in for it early next morning . At noon we"
1728900200_000016,"A voyage round the world; but more particularly to the North-West Coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, captains Portlock and Dixon. Embellished with twenty Copper-Plates. Dedicated, by permission, to His Majesty. By Captain Nathaniel Portlock.",Nathaniel Portlock,105,1,1,0,1,2,2,0,2,1,0,0,1,0,2,1,0,0,4,0,0,1,0,0,4,1,0,0,0,5,4,4,1,0,4,3,0,3,2,2,4,6,1,1,0,0,2,2,2,0,3,0,1,13,0,0,1,6,2,9,0,1789,1,1,"London : Printed for John Stockdale, opposite Burlington-House, Piccadilly; and George Goulding, James Street, Covent Garden, M,DCC,LXXXIX. [1789].",London,457,male,1748,1817,FALSE,"again appeared in sight, on which we made sail and run in for it : this however was of short continuance , for presently afterwards there was every appearance of a bad night :; so that I judged it prudent to. shorten sail , and haul our wind to the"
0779600102_000079,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,104,3,1,0,1,1,4,2,0,3,0,0,2,0,5,1,0,0,5,1,0,1,1,0,5,0,0,0,0,6,12,1,0,1,0,0,0,7,0,2,7,3,3,1,1,0,0,2,0,0,0,0,2,3,0,0,0,5,3,9,0,1779,2,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXIX. [1779].",London,440,male,1728,1779,FALSE,"saw it again next morning , at, jar three o'clock, bearing Well. Wind continued to blow a Wedne. 4 steady fresh breeze till six P. M. when it hlifted in a heavy squall to S. W., which came lo suddenly upon us, that we had not time to take in"
0779600102_000066,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,108,4,0,0,0,1,2,1,0,0,0,0,2,1,2,0,1,0,11,1,1,3,0,0,5,1,0,0,0,3,17,1,0,4,0,0,0,5,0,1,4,3,3,3,1,0,1,1,0,0,0,1,1,5,0,0,1,3,8,6,0,1779,2,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXIX. [1779].",London,440,male,1728,1779,FALSE,"3o i6' eari; in the evening, in latitude 530 13', longitude 1190 46' Welt, Monday. it was 30 28' Eafl; and on the 5th, at six o'clock in the evening, in latitude 530 8', longitude Il 58' Weft , it was 4° X East . For more than twenty-four hours,"
1390600702_000098,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the resolution and adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the resolution. In which is included, Captain Furneaux's narrative of his proceedings in the adventure during the separation of the ships. In two volumes. Illustrated with maps and charts, and a variety of portraits of persons and views of places, drawn during the voyage by Mr. Hodges, and engraved by the most eminent masters.",James Cook,95,1,2,0,0,2,1,1,0,2,0,1,2,0,5,2,1,0,2,0,0,0,0,0,2,0,0,1,0,0,8,4,4,1,1,0,0,2,0,0,4,8,0,5,0,0,1,2,2,0,1,2,0,1,1,0,5,6,5,7,0,1777,2,2,"London : Printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXVII. [1777].",London,447,male,1728,1779,FALSE,"very safely have trufled to these charts, especially the Variation Chart for 744, and. Mr. Dalrymple's. of the Southern Atlantic Ocean t. June. < -- -- Friday -.. Friday q. On the .ith, at three o'clock in the afternoon , we crofhed Sunday II. the equator in the longitude of"
0718900700_000106,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by Permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Beresford, William, Supercargo of the ""Queen Charlotte""",115,3,0,5,4,0,9,1,0,4,0,0,2,0,0,1,0,0,5,1,0,1,0,0,0,1,1,1,0,4,6,3,3,1,0,1,1,3,0,2,6,9,0,2,0,3,0,3,1,0,2,0,0,16,0,0,2,4,0,4,0,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,464,unknown,,,FALSE,"the King George's signal for weighing anchor , and by five we weighed and made sail , standing to the Southward, with a fresh breeze at South West. Hitherto we had attempted to get clear of the Straights, by the passage between Prince's Island and Cracatoa; but this was now"
0435300100_000087,"Journal of Captain Cook's last voyage, to the Pacific Ocean, on Discovery: performed in the years 1776, 1777, 1778, 1779, and 1780. Illustrated with cuts, and a chart, shewing the tracks of the ships employed in this expedition.",David Henry,113,2,0,0,2,4,2,1,0,3,0,2,0,0,6,3,3,0,1,1,1,2,0,0,3,0,0,0,1,8,0,2,2,0,0,1,0,7,2,7,2,0,2,3,0,2,1,7,3,0,0,1,4,1,0,0,2,6,0,13,0,1785,1,1,"London : printed for E. Newbery, at the corner of St. Paul's Church-Yard, MDCCLXXXV. [1785].",London,460,male,1710,1792,FALSE,"of The 17th, when we came in sight of land , learing N. E. by E. distance eight or nine leagues , high, and whited over with finov. The weather was this day so altered, that the gentlemen who delighted in the sport, diverted themselves in the coats with shooting"
0463300100_000024,"The journal of a voyage undertaken by order of His present Majesty, for making discoveries towards the North Pole, by the Hon. Commodore Phipps, and Captain Lutwidge, in his Majesty's sloops Racehorse and Carcase. To which is prefixed, an account of the several voyages undertaken for the discovery of a north-east passage to China and Japan.",,124,5,1,0,1,1,2,0,0,1,0,0,7,0,2,5,1,0,1,1,0,4,0,0,11,0,0,0,0,2,1,2,3,0,0,7,0,6,0,4,1,4,0,7,0,0,0,13,7,0,6,1,0,3,0,0,4,6,2,2,0,1774,1,1,"London : printed for F. Newbery, at the Corner of St. Paul's Church Yard, MDCCLXXIV. [1774].",London,124,unknown,,,FALSE,"variable weather , till Sept. i i, when, at half after ten, the night dark , and the weather moderate , the wind all at once veercd to the southward, and a irong gale with a great sea came on. The ships parted, and never more came in sight till"
0506100402_000060,"Travels through France and Italy. Containing observations on Character, Customs, Religion, Government, Police, Commerce, Arts, and Antiquities, With a particular description of the town, territory, and climate of Nice: to which is added, a register of the weather, kept during a residence of eighteen months in that city. By T. Smollett, M.D. In two volumes. ...",Tobias Smollett,239,12,12,0,0,17,3,12,0,20,0,0,17,3,2,0,1,0,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,8,0,0,1,5,0,7,10,9,0,9,0,0,0,0,1,0,0,0,7,4,0,8,0,43,2,16,0,1766,2,2,"Dublin : printed for J. Hoey, sen. A. Leathly, P. Wilson, J. Exshaw, E. Watts, D. Chamberlain, J. Murphy, W. Sleator, H. Saunders, J. Hoey, Jun. J. Potts, S. Watson, and J. Williams, M.DCC.LXVI. [1766].",Dublin,245,male,1721,1771,TRUE,"4 -- northeast, fair weather , clear flk, mercury and first rise s"" two degrees at noon . 1 4 -- south west, calm and cloudy , Afternoon , clear sky --, Evening, gusts of wind at ealt. 15 4- 7 -- - outh weft , calm fair weather afternoon"
0289000100_000460,"A new, authentic, and complete collection of voyages round the world, undertaken and performed by royal authority. Containing an authentic, ... history of Captain Cook's first, second, third and last voyages, ... To which will be added, genuine narratives of other voyage ... It is proper to observe, that some other editions of these works ... would cost a purchaser ... upwards of twenty guineas; ... but the present edition, by being published in only eighty six-penny numbers, ... enables every person, ... to become familiary [sic] acquainted with those ... voyages ... Now publishing under the immediate direction of George William Anderson, ...",,91,1,2,1,0,0,3,2,0,3,0,0,2,4,0,2,1,0,0,0,0,0,3,0,1,2,1,0,0,5,10,3,3,1,1,1,0,5,2,0,2,2,1,2,1,1,0,2,5,2,0,0,3,0,0,0,2,8,0,1,0,1784,1,1,"London : printed for the proprietors, and published by Alex. Hogg, and sold by all booksellers and news-carriers in Great Britain, Ireland, &c., 1784[-86].",London,793,unknown,,,FALSE,"ships appear in the open sea in pursuit of them. They generally at this season fiequent the bays and creeks near the Shore, and only break away when they are pursued or wounded. On Thursday the 24th, the Commodore changed his course to E. N. E. and on the 2"
0785700102_000058,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,115,4,0,0,0,1,3,3,0,0,0,0,2,1,2,0,1,0,12,0,1,3,0,0,5,0,0,0,0,3,18,1,0,4,0,0,0,7,0,1,3,2,2,3,1,0,1,3,0,0,0,0,1,6,0,0,1,4,9,7,0,1784,2,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXXIV. [1784].",London,407,male,1728,1779,FALSE,"tlihre o'clock P. M. fell to a calm ; at this tinme in I: .ltitude 55 41' South , longitude 127 5' Weil. After ioutr houlrs calm , the fog clcared away, and we got a wind at S. L with which we flood N. E. Next dlay, a fresh"
0981900402_000059,"Travels through France and Italy. In two volumes. Containing observations on Character, Customs, Religion, Government, Police, Commerce, Arts, and Antiquities. With a particular description of the town, territory, and climate of Nice. To which is added, a register of the weather, kept during a residence of eighteen months in that city. By T. Smollett, M.D. ...",Tobias Smollett,159,8,8,0,0,5,0,6,0,10,0,0,10,5,0,0,0,2,4,0,2,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,3,3,2,2,6,12,0,9,0,3,0,0,1,0,0,1,3,4,0,3,2,24,0,15,0,1778,2,2,"London : printed for R. Baldwin, in Pater-Noster-Row, M.DCC.LXXVIII. [1778].",London,290,male,1721,1771,TRUE,"in the I Jbay of Antibes, latitude forty-three degrees, forty minutes northeast longitude from London seven degrees, twenty five minutes, xequidiftant from Marseilles, Genoa, and Turin, that is about ninety Englifih miles. The north wind blows o iver the maritime Alps, at the feet of which the town is situated;"
0085600300_000005,"A narrative of the shipwreck of the Antelope, a packet belonging to the Honourable East India Company, commanded by Captain Henry Wilson; which was lost in August 1783. on the Pelew Islands, Situated In The Western Part Of The Pacific Ocean, To which is added Captain Mccluer's voyage thither, In The Armed Snow Panther And Endeavour Sloop In The Year 1790, composed from the journals of the captains and officers, by George Keate, Esq: F. R. S. and S. A.",George Keate,115,4,1,1,2,1,0,1,0,1,0,0,2,1,3,1,1,3,0,0,0,1,0,1,0,0,0,0,0,5,6,2,2,3,0,2,0,5,1,4,5,5,7,8,0,1,1,5,3,0,0,1,0,0,0,0,4,14,0,7,0,1796,1,1,"Nottingham : printed by C. Sutton, 1796.",Nottingham,363,male,1729,1797,FALSE,"very high sea , which obliged them to lay to, in order to secure their cattle and other livestock, as also their anchors , cables, and harbour rigging. About eleven o'cock they made sail again, and by a very good observation , at noon , were in latitude 21 28"
1509600102_000145,"A voyage to the Pacific Ocean. Undertaken, by the command of His Majety, for making discoveries in the Northern Hemisphere. Performed under the direction of Captains Cook, Clerke, and Gore, in His Majesty's ships the Resolution and Discovery; in the years 1776, 1777, 1778, 1779, and 1780. In three volumes. Vol. I. and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, LL.D. and F.R.S. Published by order of the Lords Commissioners of the Admiralty.","King, James",121,2,0,8,1,1,3,1,0,3,0,0,0,0,3,1,0,0,7,0,0,0,0,1,1,0,0,0,1,9,4,6,1,4,0,0,0,6,0,2,1,19,3,2,0,1,0,1,1,0,1,0,1,9,0,0,4,6,4,3,0,1785,2,3,"London : printed by H. Hughs, for G. Nicol, bookseller to His Majesty, in the Strand; and T. Cadell, in the Strand, M.DCC.LXXXV. [1785].",London,580,male,1750,1784,FALSE,"to be such a one as the rufitans in kamtfcchatka make use of to convey goods from place to place, over the ice or snow . It: was ten feet V ol. II 3 L long, i778. long, twenty inches broad; and had a kind of rail work on .a~u~~each"
0082100102_000058,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. ...",James Cook,138,4,0,0,0,0,5,3,0,3,0,0,2,0,2,4,0,0,9,0,0,3,0,0,11,0,0,0,0,2,18,1,1,0,1,3,0,6,1,2,14,5,3,0,0,1,0,2,2,0,1,0,0,6,0,0,0,11,3,9,0,1777,2,2,"London : printed for W. Strahan; and T. Cadell, 1777.",London,428,male,1728,1779,FALSE,"o'clock in the evening, the snowy mountains bore W. by S., and Cape Palliser North - West, distant sixteen or seventeen leagues ; from which Cape I, for the third time,. took my departure, After a few hours calm , a breeze springing up at North , we fleered S."
0204100102_000052,"Travels through France and Italy. Containing observations on Character, Customs, Religion, Government, Police, Commerce, Arts, and Antiquities. With a particular description of the town, territory, and climate of Nice: to which is added, a register of the weather, kept during a residence of eighteen months in that city. By T. Smollett, M.D. In two volumes. ...",Tobias Smollett,231,12,10,0,0,5,2,15,0,11,0,0,18,7,0,0,0,1,6,0,0,1,0,7,0,1,0,1,0,0,0,0,0,2,0,0,2,4,1,5,5,16,0,18,0,0,0,0,0,0,0,0,6,6,0,5,1,43,0,19,1,1766,2,2,"London : printed for R. Baldwin, in Pater-Noster-Row, MDCCLXVI. [1766].",London,297,male,1721,1771,TRUE,"and is fordable at the village of St. Laurent, which stands on the French fide near the mouth of the river. The space between the Var and Nice is a succession of agreeable eminences, adorned with a great number of white houses or cafnines, surrounded by plantations of olives, vines,"
0785700102_000094,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,86,1,2,0,0,1,1,2,0,0,0,1,1,0,3,1,1,0,1,1,0,0,0,1,2,0,0,1,0,0,6,4,3,1,3,0,0,1,0,0,4,6,3,5,0,0,1,1,1,0,1,1,0,3,1,0,7,4,4,6,0,1784,2,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXXIV. [1784].",London,407,male,1728,1779,FALSE,"to be well heltered from the South and Lafl winds . One of my seamen had been on board a Dutch India ship, who put in at this isle in her way out, in i770. They were very sickly, and in want of refreshments and water . The Portuguese supplied"
