PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(appli),termFreq(attend),termFreq(begin),termFreq(bleed),termFreq(blood),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(cold),termFreq(continu),termFreq(cure),termFreq(danger),termFreq(degre),termFreq(differ),termFreq(diseas),termFreq(disord),termFreq(drink),termFreq(fever),termFreq(follow),termFreq(frequent),termFreq(gener),termFreq(happen),termFreq(head),termFreq(heat),termFreq(increas),termFreq(inflamm),termFreq(kind),termFreq(littl),termFreq(matter),termFreq(mean),termFreq(medicin),termFreq(method),termFreq(natur),termFreq(observ),termFreq(occas),termFreq(open),termFreq(oper),termFreq(pain),termFreq(patient),termFreq(person),termFreq(physician),termFreq(prevent),termFreq(produc),termFreq(proper),termFreq(purg),termFreq(quantiti),termFreq(remedi),termFreq(remov),termFreq(sever),termFreq(small),termFreq(sometim),termFreq(symptom),termFreq(taken),termFreq(ulcer),termFreq(urin),termFreq(violent),termFreq(warm),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0167500501_000027,"Practical observations towards the prevention and cure of chronic diseases peculiar to women: In which their Nature is explained, and their Treatment clearly laid down, divested of the Terms of Art, for the Use of those affected with such Diseases, as well as the Medical Reader. To which are added, prescriptions, or efficacious forms of Medicine, in English, adapted to the several Diseases. By John Leake, M.D. Member of the Royal College of Physicians, London. and Physician to the Westminster Lying-in Hospital. ...",John Leake,112,0,1,0,2,1,2,2,1,1,1,2,0,1,1,0,0,3,6,2,1,0,2,3,1,1,2,1,4,4,1,1,0,1,2,1,0,1,0,0,10,5,0,0,1,3,7,0,4,3,0,1,2,3,2,2,5,7,2,1,2,1792,1,2,"London : printed for Baldwin, Paternoster-Row; Murray, Fleet-Street; and Egerton, Charing-Cross, MDCCXCII. [1792].",London,453,male,1729,1792,FALSE,"i it of. trtar, dissolved in three ounces of pure vwater, sweetened with hoy, to which half an ounce of fresh lenon juice is added, ivmay be swallowed during iermentation : This mixture has lately been recommended as a very powerful dissolvent. Those remedies , however, ilhouid be regularly pursued"
1466300900_000113,"Domestic medicine; or, The family physician: being an attempt to render the medical art more generally useful, by shewing people what is their own power both with respect to the prevention and cure of diseases. Chiefly calculated to recommend a proper attention to regimen and simple medicines. By William Buchan, M.D. of the Royal College of Physicians, Edinburgh. [Four lines of Latin quotations].","Pringle, John, Sir",126,0,0,0,5,0,2,12,2,5,2,1,0,1,5,1,2,6,2,3,2,1,2,2,0,0,1,2,3,0,0,0,1,2,0,1,0,7,2,1,5,7,0,0,1,2,0,5,1,1,0,0,1,4,2,3,4,7,2,0,5,1774,1,1,"Philadelphia : Printed by Joseph Crukshank, for R. Aitken, at his book-store, opposite the London Coffee-House, in Front-Street, MDCCLXXIV. [1774].",Philadelphia,486,male,1707,1782,FALSE,"vigorous efforts of the body , and via .lent agitations of the mind, VOMITING OF BLOOD . this is not to common as the other discharges of blood which have already, been mentioned; but it is very dangerous , and requires particular attention. V OMITING of blood is generally preceded"
0824600300_000285,"Culpeper's English physician; and complete herbal. To which are now first added, upwards of one hundred additional herbs, with a display of their medicinal and occult properties, physically applied to the cure of all disorders incident to mankind. To which are annexed, rules for compounding medicine according to the True System of Nature: forming a complete family dispensatory, And Natural System of Physic. Beautified and enriched with engravings of upwards of four hundred and fifty different plants, And a Set of Anatomical Figures. Illustrated With Notes And Observations, Critical And Explanatory. By E. Sibly, Fellow of the Harmonic Philosophical Society at Paris; and Author of the Complete Illustration of Astrology.",Nicholas Culpeper,113,1,4,0,2,1,2,1,1,1,0,2,2,2,6,0,1,7,0,2,4,0,4,5,0,0,1,0,8,1,2,0,1,2,0,1,0,2,1,1,4,9,2,0,0,2,2,2,1,0,0,2,2,1,5,2,5,1,2,2,1,1789,1,1,"London : printed for the proprietors, and sold by Green and Co. 176, Strand, MDCCLXXXIX. [1789].",London,783,male,1616,1654,FALSE,"this purpose, it is often necessary to continue the discharge for several weeks. Those who are liable to frequent returns of this disease , ought constantly to have an ifiue in one or both arms, or a seton cut betwixt the Shoulders. Bleeding or purging in the spring and autumn"
1740800107_000059,"The commentaries upon the aphorisms of Dr Herman Boerhaave, ... concerning the knowledge and cure of the several diseases incident to human bodies by Gerard Van Swieten, ... Translated into English.",Herman Boerhaave,117,4,1,3,3,4,4,5,1,2,0,7,1,1,3,0,1,4,1,8,10,0,0,1,0,1,5,1,4,0,3,0,2,1,1,1,3,1,2,0,0,3,1,2,1,1,2,0,2,1,2,1,1,2,1,0,0,0,1,4,3,1757,7,8,"London : printed for J. Knapton, 1757-58.",London,489,male,1668,1738,FALSE,"the nature of the solid parts as farengthened by the cold drink ; and thus by a very just exprefflior he explains himself, that.cold drinks are only u'fefuil when there is a great tenuity of the humours. Moreover, the same authorii treating of an ardent fever , observes , that"
0492100601_000016,"Practical observations towards the prevention and cure of chronic diseases peculiar to women: In which their Nature is explained, and their Treatment clearly laid down, divested of the Terms of Art, for the Use of those affected with such Diseases, as well as the Medical Reader. To which are added, prescriptions, or efficacious forms of Medicine, in English, adapted to the several Diseases. By John Leake, M. D. Member of the Royal College of Physicians, London, and Physician to the Westminister Lying-in Hospital. ...",John Leake,106,2,1,3,2,2,0,1,2,1,2,3,6,3,2,1,0,2,4,3,1,2,2,1,1,0,2,1,2,2,1,1,1,2,0,1,1,4,0,0,2,5,0,0,1,2,7,2,3,1,3,1,1,1,0,2,2,2,1,0,5,1792,1,2,"London : printed for Evans, Paternoster-Row; Murray, Fleet-Street; and Egerton, Charing-Cross, MDCCXCII. [1792].",London,458,male,1729,1792,FALSE,"17, may be applied to the small of the back. BY way of caution; fie Should abftain from the immoderate use of that relaxing fluid Tea, and be removed into a dry, clear air ; or, if ihe is obliged to remain in one less proper , she may apply"
0824600300_000284,"Culpeper's English physician; and complete herbal. To which are now first added, upwards of one hundred additional herbs, with a display of their medicinal and occult properties, physically applied to the cure of all disorders incident to mankind. To which are annexed, rules for compounding medicine according to the True System of Nature: forming a complete family dispensatory, And Natural System of Physic. Beautified and enriched with engravings of upwards of four hundred and fifty different plants, And a Set of Anatomical Figures. Illustrated With Notes And Observations, Critical And Explanatory. By E. Sibly, Fellow of the Harmonic Philosophical Society at Paris; and Author of the Complete Illustration of Astrology.",Nicholas Culpeper,131,0,0,8,2,0,9,6,4,3,1,0,3,5,1,1,0,3,1,3,2,0,1,2,1,6,2,0,11,1,0,0,3,3,0,2,0,2,6,3,3,7,0,0,0,0,0,1,3,0,1,1,3,3,2,2,0,1,4,2,3,1789,1,1,"London : printed for the proprietors, and sold by Green and Co. 176, Strand, MDCCLXXXIX. [1789].",London,783,male,1616,1654,FALSE,"derivation from the head , and seldom fails to relieve the patient . When bathing proves ineffetual, poultices, or sharp sinapisms, may be applied to the soles of the feet for the same purpose. In cafes where bleeding is requisite, it is likewise necessary to keep the body open ."
0958600500_000084,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the Use of Private Practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,127,2,2,1,2,2,3,1,4,5,1,3,3,1,1,1,0,5,0,4,15,1,5,5,0,1,4,0,2,3,0,0,0,3,0,2,0,3,2,0,1,9,3,0,1,0,1,4,1,0,0,0,1,4,6,1,2,0,2,3,1,1774,1,1,"London : printed for W. Strahan; T. Cadell in the Strand; and J. Balfour, and W. Creech, at Edinburgh, MDCCLXXIV. [1774].",London,781,male,1729,1805,FALSE,"two or three days, and then disappear; after which the cuticle, or scarf skin falls off. THERE is seldom any occasion for medicine in this disease . The patient . ought however to keep within doors, to abstain from flesh, strong liquors, and cordials, and to take plenty of cool"
0257500300_000080,"Culpeper's English physician; and complete herbal. To which are now first added, upwards of one hundred additional herbs, with a display of their medicinal and occult properties, ... Forming a complete family dispensatory, ... Beautified and enriched with engravings ... Th medical part. By E. Sibly, ...",Nicholas Culpeper,122,0,0,4,2,2,2,1,2,2,2,1,3,4,2,1,0,7,1,3,1,0,1,5,0,0,1,1,3,0,1,1,1,3,1,4,2,1,1,0,5,8,1,0,1,0,3,5,2,0,2,0,4,0,0,4,0,3,6,8,4,1795,1,1,"London : printed for the author, and sold at the British Directory-Office; and by Champante and Whitrow, [1795?].",London,264,male,1616,1654,FALSE,"all which cafes , mild and gentleapplications are the safest; strong diuretic medicines , or things of an irritating nature , generally increase the danger . 1 have known some persons kill themselves by introducing probes into the urinary passages, to remove , as they thought, somewhat that obltru&ed the"
1466400200_000117,"Domestic medicine: or, A treatise on the prevention and cure of diseases, by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M.D. Fellow of the Royal College of Physicians, Edinburgh: Revise and adapted to the diseases and climate of the United States of America, by Samuel Powel Griffitts, M.D. professor of materia medica in the University of Pennsylvania.",William Buchan,114,0,0,0,4,0,2,11,4,2,2,1,1,1,6,1,2,5,2,3,1,1,3,2,0,0,1,0,3,0,1,1,1,3,0,1,0,2,2,1,5,5,0,0,1,1,0,5,4,1,0,0,1,3,1,3,3,5,3,0,3,1795,1,1,"Philadelphia : Printed by Thomas Dobson, at the stone house no. 41, South Second-Street, 1795.",Philadelphia,789,male,1729,1805,FALSE,a few drops of the spirit of vitriol; or he may take frequently : a cup of thle tin~ture of roses. Bathing the feet and legs in lukewarm wlater hias likewise a very good effect in this disease . Opiates too are sometimes beneficial; but thef~remuft be adminiffered with caution.
0246501000_000016,"The restorer of health and physician of nature; exhibiting the causes, prevention, and best methods of curing diseases, As at present adopted by the most celebrated Physicians Adapted for all capacities and descriptions of men, without Technical Terms or Latin Prescriptions. By one of the faculty.",One of the faculty (of Physicians),135,1,3,2,3,2,5,2,4,1,1,2,1,3,7,9,1,10,0,1,3,0,0,4,0,1,2,0,7,0,2,1,1,1,0,0,2,3,2,0,3,7,0,0,0,0,2,2,1,0,1,1,0,6,10,2,0,1,7,3,2,1792,1,1,"London : printed by E. Hodson, for W. Richardson, Royal Exchange; and Balfour, Edinburgh, 1792.",London,192,unknown,,,FALSE,"obviated by purging , c, From this disease having a putrid tendency, bleeding , towards the latter end of it, is not always so proper . Sometimes the secondary fever of the smallpox is succeeded by a number of abscesses, the suppuration of which ought to be encouraged by warm"
0165100400_000162,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh. The twelfth edition, enlarged and improved. To which is added, a chapter on cold bathing, and drinking the mineral waters, with additions.",William Buchan,112,0,2,1,1,4,1,0,2,0,0,1,1,6,2,2,0,2,2,2,0,0,3,4,0,0,7,4,3,2,1,3,0,1,2,2,1,0,1,1,9,5,1,1,0,0,3,1,1,1,1,0,0,3,7,0,1,4,3,2,5,1792,1,1,"Dublin : printed for W. Sleater, J. Moore, R. White, and J. Rice, M.DCC.XCII. [1792].",Dublin,705,male,1729,1805,FALSE,"length to a degree of heat and pain , which are chiefly perceived about the extremity of the urinary passage, where a slight degree of redness and inflammation likewise begin to appear . As the dilbrder advances, the pain , heat of urine , and running, increase , while fresh"
0734700200_000623,"A new medical dictionary; or, general repository of physic. Containing an explanation of the terms, and a description of the various particulars relating to anatomy, physiology, physic, surgery, materia medica, chemistry, &c. &c. &c. Each Article, according to its Importance, being considered in every Relation to which its Usefulness extends in the Healing Art. By G. Motherby, M.D. C. M. S. By George Wallis, M. D. S. M. S. Lecturer on the Theory and Practice of Physic, London.","Motherby, G. (George)",132,1,2,1,2,3,5,4,0,2,6,2,3,2,0,1,3,1,1,2,18,3,2,3,2,0,1,2,11,2,1,0,1,0,0,1,1,0,0,1,4,6,0,0,0,3,2,2,4,0,2,1,0,1,9,1,0,1,2,2,2,1791,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard; G. G. J. and J. Robinson, Paternoster-Row; A. Hamilton, jun. and J. Murray, Fleet-Street, MDCCXCI. [1791].",London,787,male,1732,1793,FALSE,"Physic, part the second. INFLAMMATORIA FEBRIS. INFLAMMATORY Fever . See SYNOCHA. When an ardent fever is attended with an inamntmatory diathesis, or when adcual inflammation affects any part during the presence of a fever the patient is said to labour under one of an inflammatoty kind ; but according to"
0563500100_000142,"The compleat family physician; or, universal medical repository. Containing the Causes, Symptoms, Preventions, and Cures, of all the various Maladies to which human Nature is Liable. With an Account of Every Celebrated Spa, British and Foreign, and Strictures on Quackery. To which are added, The Family Surgery; the Compleat British Herbal; Observations on Tea, Coffee, Tobacco, and Snuff; and A Great Variety of Most Extraordinary cases in Physic and Surgery. The whole forming a Compleat Body of Domestic Medicine, Calculated as well to Assist Gentlemen of the Faculty, as for the use of Private Families. By Hugh Smythson , M. D.","Smythson, Hugh",109,0,4,1,1,1,2,1,3,4,3,2,2,2,3,1,0,3,5,1,2,0,3,4,0,0,3,2,7,0,2,5,0,0,0,0,1,1,0,0,8,5,0,0,1,2,1,1,4,0,2,0,1,3,1,0,1,3,3,1,3,1785,1,1,"London : printed for Harrison and Co. No 18, Paternoster Row, M.DCCLXXXV. [1785].",London,1041,unknown,,,FALSE,"without much pain or inconvenience. C H A P. XXIII Of inflammatio7s of the Muscles of the Belly and of the Kidneys. T requires some observation to distinguish this firft named complaint from the inflammatory cholic, inflammations of the liver, or any of the adjacent internal parts; yet it may"
1487000500_000103,"Domestic medicine; or, The family physician: being an attempt to render the medical art more generally useful, by shewing people what is in their own power both with respect to the prevention and cure of diseases. Chiefly calculated to recommend a proper attention to regimen and simple medicines. By William Buchan, M.D. [Four lines in Latin from Cicero].","Aitken, Robert",124,0,0,0,5,0,2,12,2,3,2,1,0,1,5,1,2,5,3,4,2,1,3,2,0,0,1,2,2,0,1,1,1,2,0,1,0,4,2,1,5,6,0,0,1,1,0,5,2,1,0,0,3,4,0,5,2,8,3,0,4,1772,1,1,"Philadelphia : Printed [by John Dunlap] for and sold by R. Aitken, at his book-store, nearly opposite the London-Coffee-House, in Front-Street, [1772?].",Philadelphia,379,male,1735,1802,FALSE,"long enough perfifed in. It may be taken to the extent of three or four ounces a day; and, if the patient be roubled with a cough, it should be made into an ele&uary with balsamic syrup, and a little of the syrup of poppies. IF fitronger astringents be found"
0269500102_000075,"An abridgement of Baron Van Swieten's Commentaries upon the aphorisms of the celebrated Dr. Herman Boerhaave, ... Concerning the knowledge and cure of diseases. By Colin Hossack, ... In five volumes. ...","Swieten, Gerard, Freiherr van",117,2,0,1,2,2,7,6,5,3,2,1,2,1,1,1,0,0,0,3,13,0,1,0,0,1,9,2,2,0,0,1,5,3,1,0,0,2,1,0,1,2,0,2,6,1,3,2,2,2,2,0,0,2,5,0,0,1,0,3,3,1773,2,5,"London : printed for Robert Horsfield; and Thomas Longman, 1773-75.",London,388,male,1700,1772,FALSE,"the symptoms urgent, and can not be removed by any other remedy ; the repeated use of mild, diluent, opening , antiphlo gitic, gitic, and cooling glyflers, as the degree of heat , coifivenefs, and revulsion indicate; the moiflening of the body , by breathing a cool air replete with"
1043000300_000111,"The compleat family physician; or, universal medical repository. Containing the Causes, Symptoms, Preventions, And Cures, Of all the various Maladies to which Human Nature is subject, from the Birth to the Grave. Including The Diseases peculiar to Seamen, as well as those of particular Climates; such as the East and West Indies, Coast of Guinea, Greenland, Newfoundland, &c. with the proper Methods of treating Lunaticks, and Persons who are subject to Fits of any Kind. - And the best and most approved Preservatives against Epidemick and Contagious Diseases; such as the Plague, Putrid Fevers, Gaol Distemper, and other Infections. Together with An Account of all the celebrated Spas-Not only of this Country, but such others also, as are of great Repute in other Parts of the World, and the Waters of which are usually imported into these Kingdoms; with some Observations on the Virtues and Efficacy of Sea Water and Bathing. Likewise, Strictures on Quackery in general; and a candid Examination of the respective Merits of James's Powder, Norton's Drops, Ormskirk Powder, Ward's Drops, And Other Popular Medicines. With a full Account of the various Kinds of Poisons, both Animal, Vegetable, and Mineral; and the best Methods of counteracting their respective Effects. - Also, the Means to be made use of for restoring Drowned or Strangled Persons, as published by the Humane Society; and the Plan of Dr. Hawes, Secretary to that benevolent Institution, for preventing Persons being buried Alive. To which is added, The family surgery. Containing Directions for treating Green and Old Wounds; proper Stypticks for immediately stopping the Blood in all Cases; and infallible Applications for the Cure of the Bite of Mad Animals, as well as the Bite or Sting of venomous Animals and Insects. With some approved Receipts for the Cure of Ringworms, Warts, Corns, Bruises, Carbuncles, &c. and Directions for managing the Eyes, Ears, Teeth, Nails, &c. so as to prevent Blindness, Deasness, and Lameness in the Feet. Also, The proper Methods of making and using Salves, Ointments, Pills, Cataplasms, Poultices, Fomentations, Embrocations, &c. &c. Together with The compleat British herbal. And A List of all such Drugs, Chymicals, &c. as are directed to be used in the different Preparations, with their Prices at Apothecaries Hall, London. The Whole Forming A Compleat Body Of AtDomestick Medicine, Calculated As well to assist Gentlemen of the Faculty, as for the Use of private Families; and in which the utmost Care is taken to recommend such Remedies as are most plain and simple, and of Course the least expensive, and readiest to be procured. By Hugh Smythson, M.D. Late Student at the University of Leyden. When, on the Bed of loath'd Disease, With streaming Eyes, Affection sees A Child, a Husband, Wife, or Friend, And fears the much-lov'd Victim's End; How sighs the sympathetick Heart, For Knowledge in the Healing Art! How fears, lest Want of Skill prevent The kind Assistance fondly meant! No more, by anxious Dread possess'd, Shall Terror fill the friendly Breast; Whilst in our Labours are combin'd The healing Arts of all Mankind.","Smythson, Hugh",95,1,2,2,1,2,3,1,0,4,1,2,0,1,3,3,0,4,3,4,1,1,1,0,1,2,2,1,1,2,1,3,1,1,0,1,1,2,1,1,3,8,0,0,0,0,1,2,2,0,0,0,2,1,3,3,1,1,2,0,5,1781,1,1,"London : printed for Harrison and Co. No 18, Paternoster-Row, MDCCLXXXI. [1781].",London,1056,unknown,,,FALSE,"peripneumonies attack the old and phlegmatic, the weak and relaxed, the fat and the unwieldy, and prevail most in the winter season, and in wet, moist, and foggy weather; those who are subjet to coughs, or who drink largely of spirituous liquors, are peculiarly liable to this disorder . The"
