PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(believ),termFreq(better),termFreq(bring),termFreq(brother),termFreq(care),termFreq(death),termFreq(enter),termFreq(exit),termFreq(faith),termFreq(father),termFreq(fear),termFreq(fellow),termFreq(friend),termFreq(gentleman),termFreq(god),termFreq(hand),termFreq(head),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(natur),termFreq(night),termFreq(noth),termFreq(old),termFreq(plai),termFreq(pleas),termFreq(poor),termFreq(prai),termFreq(run),termFreq(self),termFreq(servant),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(true),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1430701600_000008,"The maid the mistress. A comedy. As it is acted at the Theatre-Royal, in Drury-Lane, by His Majesty's servants. Written by Mr. Taverner, author of the Artful husband.",William Taverner,75,0,1,2,1,0,2,0,1,2,2,2,0,3,0,2,0,0,1,2,1,3,3,0,0,2,5,1,1,0,2,0,6,4,2,2,0,0,0,0,3,2,1,2,1,1,2,0,2,0,1,0,0,0,1,3,0,0,3,1736,1,1,"London : Printed for W. Feales, at Rowe's-Head, over-against St. Clement's Church in the Strand, M.DCC.XXXVI. [1736].",London,73,male,1676,1731,FALSE,"that way? Will no Venison serve you but what scampers out of another Mdan's Park, come, come, you may breaki your Neck in the Purfuhit, but you'll never be Master of the Game. Rog. Mr. beau~ford, your moss humble Servant . Beau. Yours, good Mlr. Rogerv, without doubt you are"
0812001900_000007,"The maid the mistress. A comedy. As it is acted at the Theatre Royal, by Her Majesty's servants.",William Taverner,74,0,1,2,1,0,2,0,2,2,3,1,0,1,0,2,0,1,1,1,1,2,3,1,0,2,5,1,1,0,2,0,6,4,2,2,0,0,0,0,3,2,1,2,1,1,2,0,2,0,1,0,1,0,0,3,0,0,3,1708,1,1,"London : printed for E. Sanger at the Post-House at the middle Temple-Gate; and E. Curll at the Peacock without Temple-Bar, 1708.",London,67,male,1676,1731,FALSE,"but you'll never be Mater of the Garie. Rog. Mr. Beatiford, your most humble Servant . Beau. Yours good Mr. Roger, without doubt you are a faithful Servant , for your Master puts great Confidence in you Rog. So does your Mistress too, Sir, or lhe'd.never have entrusted me with"
1377500600_000005,"The works of Sir Richard Steele. Containing, The funeral, or Grief a-la-mode. The tender-husband, or The acomplish'd fools. The lying lover, or, The ladies friendship. The conscious lovers, and The Christian hero.",Richard Steele,74,1,4,0,1,0,2,1,3,1,0,0,2,1,1,3,0,0,0,0,0,1,1,1,0,2,2,0,0,0,3,2,1,10,3,2,1,2,2,0,0,2,1,3,1,1,0,0,1,1,3,2,1,0,1,2,0,1,1,1759,1,1,"Dublin : printed for Peter Wilson, John Exshaw, and Hulton Bradley, booksellers in Dame-street, M DCC LIX. [1759].",Dublin,354,male,1672,1729,TRUE,"whenever you, by my Order, had told him Stories t my son in la~w Disadvantage, in his Rage and Relen' ment, II (whole Interest lay otherwise) always fell onias knees to implore his Pardon, and with. Tears, Sighs Importunities for him prevailed against him:; Besides agt!f an ill natured Fellow"
1377500600_000023,"The works of Sir Richard Steele. Containing, The funeral, or Grief a-la-mode. The tender-husband, or The acomplish'd fools. The lying lover, or, The ladies friendship. The conscious lovers, and The Christian hero.",Richard Steele,78,0,2,1,2,2,0,1,4,2,0,1,1,3,3,3,0,1,2,0,1,0,0,0,0,1,9,4,0,0,1,1,0,9,0,2,1,0,1,0,1,0,0,0,1,1,2,1,2,1,1,3,2,0,2,1,1,0,1,1759,1,1,"Dublin : printed for Peter Wilson, John Exshaw, and Hulton Bradley, booksellers in Dame-street, M DCC LIX. [1759].",Dublin,354,male,1672,1729,TRUE,"-- Whither are you going w -- hat, are you mad -- Will you leave pine alone can't you stir- -- you can't take your 6ieffage with you Whatever it is, I suppose you are not in the Plot; not you -- Not that now they're breaking open my Honfe"
0458000409_000052,Miscellanies. The ninth volume. By Dr. Swift.,Jonathan Swift,122,0,1,1,1,0,1,0,0,0,1,0,1,7,0,0,1,0,2,2,1,0,4,3,0,7,18,2,0,0,0,2,4,7,7,0,0,1,0,0,3,8,2,0,1,2,3,0,2,1,0,4,2,0,9,4,0,2,5,1751,9,9,"London : printed for C. Davis, against Gray's-Inn Gate, Holborn; and C. Bathurst, opposite St. Dunstan's Church, Feetstreet, MDCCLI. [1751].",London,282,male,1667,1745,TRUE,"was a Child yourself. [She gives the Child a Lump of Sugar ] I've heard em say, Boys will long. Col. My Lord, I suppose you know that Mr. Buzzard has married again? Lady Smart. This is his Fourth Wife ; then he has been shod round. Col. Why, you"
0332201200_000003,Esop; a comedy. As it is acted at the Theatre-Royal in Drury Lane. By Sir John Vanbrugh.,John Vanbrugh,88,0,2,0,0,0,1,0,3,1,1,4,2,2,0,3,0,0,1,3,0,1,0,1,0,6,12,1,0,1,0,0,1,2,0,3,2,1,2,1,1,3,1,1,1,5,1,0,1,3,1,1,1,2,2,0,3,0,4,1753,1,1,"London : printed for T. Longman, C. Hitch and L. Hawes, J. Hodges, C. Corbett, J. Brindley, and the rest of the proprietors, MDCCLIII. [1753].",London,87,male,1664,1726,TRUE,"work you made with yourself at Church t'other day? Play your Tricks over again once more for my pleasure, and let me have a good account of this Statesman, or, d'ye hear ?You shall die a Maid? go chew upon that; go. [ Exit Lear. Efop. Here lam left, fair"
1220200400_000022,"The busie body, a comedy. Written by Mrs. Susanna Centlivre.",Susanna Centlivre,87,2,1,1,0,0,1,2,3,1,2,4,1,1,2,5,0,1,2,5,6,0,0,3,0,2,1,0,0,5,1,0,3,5,2,1,3,1,0,0,1,0,1,1,0,6,2,0,0,2,3,1,0,0,1,0,1,0,1,1749,1,1,"London : printed for Henry Lintot, MDCCXLIX. [1749].",London,81,female,1667,1723,TRUE,"would this Moment tear it from my Breast, and fireight present him with the treacherous Part. Cha. Oh! my charming faithful Dear. [Afnie. Sir .eal. Falsehood!! who the Devil are you in love with? Don't provoke me, for by St. ligo I shall beat you, Hufwife. Cha. Heaven forbid; for"
0577001700_000006,"The funeral: or, grief a-la-mode. A comedy. Written by Sir Richard Steele.",Richard Steele,71,2,1,0,1,0,0,1,4,2,0,1,1,1,0,2,0,0,0,0,1,1,2,1,0,4,3,0,0,0,3,1,1,4,2,2,3,3,0,0,1,3,1,3,1,1,0,1,1,0,1,2,1,3,0,2,2,1,0,1743,1,1,"Dublin : printed by S. Powell, for George Risk, at Shakespear's-Head in Dame's-Street, near the Horse-Guard, MDCCXLIII. [1743].",Dublin,81,male,1672,1729,TRUE,"He that is so mean as to marry a Woman after an Affair with her, will be so base as to upbraid that very Weakness: He that marries his Wench will use her like his Wench such a Pair must sure live in a secret mutual Scorn of each other"
0930300200_000021,"A complete collection of genteel and ingenious conversation, according to the most polite mode and method now used at court, and in the best companies of England. In three dialogues. By Simon Wagstaff, Esq;",Jonathan Swift,118,0,1,1,1,0,1,0,0,0,1,0,1,7,0,1,1,0,1,2,1,0,3,2,0,7,21,2,0,0,1,1,0,7,6,0,0,1,0,0,3,8,2,0,1,2,3,0,2,1,0,4,3,0,8,3,0,3,5,1738,1,1,"London : printed for B. Motte, and C. Bathurst, at the Middle Temple-Gate in Fleet-Street, M.DCC.XXXVIII. [1738].",London,306,male,1667,1745,TRUE,"Bo full in his Face: We all thought we hold break our Hearts with laughing. Ld. Sparifh. That was cutting with a Vengeance : And prithee how did the Fool look? Col. Look! Egad, he looked for all the World like an Owl i an Ivy Bufi. [/ [ A"
1129000800_000022,"The busie body, a comedy. Written by Mrs. Susanna Centlivre.",Susanna Centlivre,83,2,1,1,0,0,1,2,4,1,2,4,1,1,2,4,0,1,3,5,5,0,0,2,0,1,1,1,0,5,1,0,2,4,2,0,2,1,0,0,1,0,1,1,0,6,4,0,1,2,2,1,0,0,1,0,0,0,1,1757,1,1,"London : printed for Henry Lintot, MDCCLVII. [1757].",London,81,female,1667,1723,TRUE,"this Moment tear it from my brea4f, and fireight present him with the treacherous Part. Cha. Oh! my charming faithful Dear. [_; e'. Sir 7eal. Falihood! Why, who the Devil are you in icve V ith? Don't provoke me, for by St. Iiago I fiall beat you, Hufwife. C .a."
0807400202_000038,"The dramatic works of Samuel Foote, Esq. In three volumes. ... . containing Englishman in Paris. Englishman return'd from Paris. Orators. Patron. Minor. Maid of Bath. Mayor of Garret.",Samuel Foote,92,1,0,1,0,0,2,0,5,3,0,4,0,1,2,1,11,1,0,0,0,2,4,0,0,5,2,0,2,0,1,1,3,7,1,1,2,1,1,2,1,5,0,0,1,2,0,0,5,1,2,1,1,1,0,1,1,1,2,1778,2,3,"Dublin : printed by C. Talbot, for S. Price, B. Corcoran, W. Whitestone, J. Williams W. Colles, W. Wilson, C. Jenkin, T. Walker, L. Flin, P. Higly, L. White, J. Beatty, and J. Exshaw, M,DCC,LXXVIII. [1778].",Dublin,308,male,1720,1777,TRUE,"I long to be rummaging But the old gentleman will soon return; I will hasten to finish my letter . but, Papillion, what could my father mean by a visit in which I am deeply concerns? Pap. I can't guess. Y. wild!! know prefently. to Miss Godfrey, formerly of Calcutta,"
0811200400_000012,"The capricious lady: a comedy, (altered from Beaumont and Fletcher) as it is now performing at the New Theatre-Royal, in Covent-Garden.","Cook, William",105,0,0,1,1,0,1,0,4,4,2,0,1,1,1,5,0,1,0,0,2,0,3,1,0,4,23,7,0,0,0,2,6,3,2,1,1,3,0,0,1,2,0,1,0,3,0,1,0,1,2,2,0,0,0,4,1,2,5,1783,1,1,"London : printed for C. Dilly, in the Poultry, M.DCC.LXXXIII. [1783].",London,61,unknown,,1824,FALSE,"to think me hard and cruel: I hope I shall persuade you otherwise. E. Lov. I have made myself a fine fool! (aftde.) 3 Enter Enter WELPORD. Wclf. Would you speak with me, Madam ? Lady . Yes, Mr. relford; twas to ask your pardon before this Gentleman for being"
0099500100_000011,"A compleat collection of genteel and ingenious conversation, according to the most polite mode and method, now used at court, and in the best companies of England. In several dialogues.",Jonathan Swift,110,0,1,1,1,0,1,0,0,0,1,0,0,7,0,1,1,0,1,2,1,0,2,3,0,8,17,2,0,0,1,2,0,6,5,0,0,1,0,0,2,8,2,0,1,2,2,0,2,1,0,3,3,0,8,3,0,3,5,1738,1,1,"Dublin : printed by and for George Faulkner, M,DCC,XXXVIII. [1738].",Dublin,96,male,1667,1745,TRUE,"Miss. Well, who was it? Nev. Why, one that lives within a Mile of an Oak. Miss. Well; go hang yourself in your own Garter; for I'm fare the Gallows groans for you. Nev. Bite! Miss, I was but in Jest. Mis. Well, but don't let that slick in your"
1311500111_000041,"The works of Dr. Jonathan Swift, dean of St. Patrick's, Dublin, accurately revised in twelve volumes, adorned with copper-plates; With some account of the author's life, and notes historical and explanatory, by John Hawkesworth, LL.D.",Jonathan Swift,104,0,1,2,1,0,1,0,0,0,2,0,1,5,0,1,1,0,2,2,1,0,3,0,0,5,14,2,0,0,0,2,4,5,5,0,0,0,0,0,3,8,2,1,1,2,2,0,2,1,0,4,1,0,8,2,0,2,5,1768,11,12,"London : Printed for W. Bowyer, C. Bathurst, W. Owen, W. Strahan, J. Rivington, J. Hinton, L. Davis. and C. Reymers, R. Baldwin, J. Dodsley, S. Crowder and Co., and B. Collins, MDCCLXVIII. [1768].",London,391,male,1667,1745,TRUE,"to run away with him; but her parents forced her to take the old fellow fora good feettlement. Ld. Spark J. So the man got his mare agamn. Ld. sman~rt. I'm told he said a very ""ood thing, to Dirck s said he, You think us old fellows are fools;"
1601900500_000051,"The dramatick works of the Late Sir Richard Steele. Containing, conscious lover. Funeral. Tender husband. Lying lover.",Richard Steele,76,1,3,1,2,2,0,1,2,1,0,1,1,3,3,3,0,1,3,0,0,0,0,2,0,1,7,4,0,0,1,1,0,8,0,2,1,0,1,0,0,0,1,0,1,2,2,0,3,2,1,3,2,0,1,1,0,0,1,1736,1,1,"London : Printed for W. Feales, at Rowe's-Head, over-against St. Clement's Church in the Strand, M,DCC,XXXVI. [1736].",London,339,male,1672,1729,TRUE,"ordinary Common Cafe -- -- -- Now suppose a Coxcomb dancing, prating and playing his Tricks before me to move me. -- without Pleasure or Diftaffe in my Countenance I look at him -- -- just thus -- but -- Ha!!! ha! I have found out a Supplement to this"
1112000300_000020,"The relapse; or, virtue in danger. A comedy, by Sir John Vanbrugh. Adapted for theatrical representation, as performed at the Theatre-Royal, Covent-Garden. Regulated from the prompt-book, By Permission of the Manager.",John Vanbrugh,75,0,0,1,1,0,2,0,2,2,0,3,1,0,0,1,1,0,1,1,0,4,3,0,0,2,2,2,0,0,1,0,4,3,3,2,0,1,0,0,0,4,1,2,3,3,1,0,1,2,2,3,2,0,2,2,2,0,2,1795,1,1,"London : printed for the proprietors, under the direction of John Bell British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCV. [1795].",London,127,male,1664,1726,TRUE,"that which pleases me, i; to think what work i'11 make when I get to London; fr when I am a wife and a lady both, nurse, i cod i'11 slant it with the best of them. Nurse. Look, look, if his honour be not a coming to you; now"
1147100109_000041,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. In thirteen volumes. Volume I.",Jonathan Swift,108,0,2,2,0,0,1,0,0,0,3,0,1,2,1,1,2,0,2,2,1,0,4,3,1,2,19,2,0,0,0,2,4,9,7,0,0,0,0,0,3,1,2,2,1,4,1,0,1,0,0,2,1,1,9,5,0,2,0,1774,9,13,"Edinburgh : printed for John Donadlson [sic], Corner of Arundel Street, Strand, London, MDCCLXXIV. [1774].",Edinburgh,374,male,1667,1745,TRUE,"my Lady Match, and desire e h will remember to be here at six, to play at quadrille: d'ye hear? if you fall by the way, don't fiay to get up again. Footman. Madam . I don't know the house . Lady Smart. That's not for want of ignorance; follow"
0290400202_000054,A collection of the most esteemed farces and entertainments performed on the British stage. ...,,82,1,0,1,0,0,2,0,2,2,0,4,0,1,2,1,8,1,0,0,2,2,3,0,0,5,2,0,1,0,1,1,3,6,1,1,1,1,1,2,1,5,0,0,1,2,0,0,4,1,2,1,1,1,0,1,1,1,2,1782,2,4,"Edinburgh : printed for C. Elliot, Parliament-Square, M,DCC,LXXXII. [1782].",Edinburgh,370,unknown,,,FALSE,"A govenor Oh ho !Bullies of rupeet and pecks of pagodas, I rckon. -- Well, 1 long to be ummging. but the old gentleman will soon return r I will hallcn to fiuifh my lettcr. but, Papillion, what could my father mean by a visit in which I am deeply"
1255200301_000028,"Plays, Written by Sir John Vanbrugh. In Two Volumes. ... Containing The Relapse, or Virtue in Danger. The Provoked Wife. Esop, in Two Parts. ... Containing The Confederacy. The False Friend. The Mistake.",John Vanbrugh,80,0,0,1,1,0,3,0,2,1,1,3,1,0,0,1,1,0,1,1,0,3,3,0,0,2,2,2,0,0,1,0,8,2,5,2,0,1,0,0,0,4,1,1,3,3,1,0,1,2,1,4,2,0,2,3,2,0,2,1719,1,2,"London : printed for J. Tonson and M. Wellington, and sold by William Taylor at the Ship in Pater-Noster-Row, M.DCC.XIX. [1719].",London,325,male,1664,1726,TRUE,"Men now a days hate a Woman that loves em. Miss. Love him! Why do you think I love him, Nurse? I Cod I would not care if he were hanged, so I were but once married to him No that which pleafesme, is to think what work I'll make"
0152401000_000005,"The funeral: or, grief a-la-mode. A comedy. Written by Mr. Steele.",Richard Steele,76,1,4,0,1,0,0,1,5,1,0,0,2,1,1,3,0,0,1,0,0,1,1,1,0,2,2,0,0,0,3,1,1,10,5,2,1,1,0,0,0,4,1,2,1,1,0,0,1,2,2,2,1,2,0,3,0,1,1,1710,1,1,"[The Hague] : [for T. Johnson] , Printed in the Year [1710].",The Hague,95,male,1672,1729,TRUE,"return of Beauty. Tat. Oh rare Madam I Your Ladilhip's a Great Head piece. But now Dear Madam , is the hard Task, if I may take the Liberty to say it: to Enjoy all Freedoms, and seem to Abftai,; to manage the number of Pretenders, and keep the di'"
0211900800_000023,"The funeral: or, grief a-la-mode. A comedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. Written by Sir Richard Steele.",Richard Steele,79,0,3,1,2,2,0,1,5,2,0,1,1,3,3,2,0,1,2,0,0,0,0,2,0,1,8,4,0,0,1,1,0,7,0,2,1,0,1,0,1,0,0,0,1,2,3,0,3,2,1,3,2,0,2,1,0,0,1,1730,1,1,"London : printed for J. Tonson at Shakespear's Head over-against Katherine-Street in the Strand, 1730.",London,82,male,1672,1729,TRUE,"now fallen to you, the Empire of Mankind ... Wid. 0 Sir, that puts me out of all my Insensibility at once * -- - that was so gallant -- -- Ha! what Noise is that -- -- that Noise of Fighting -- -- Run , I say -- --"
0341700600_000038,"Terence's Comedies made English, with his life, and some remarks at the end. By Mr. Laurence Echard, and others. Revis'd and corrected by Dr. Echard, and Sir R. L'Estrange.",Terence,79,0,3,1,1,2,1,0,1,2,2,1,0,3,1,0,0,1,1,2,1,0,2,1,0,4,1,2,0,0,2,2,2,12,1,3,1,0,1,0,0,0,0,3,2,2,3,0,3,0,2,3,0,1,0,1,0,1,1,1741,1,1,"London : printed for D. Midwinter, W. Innys, A. Ward, J. and P. Knapton, S. Birt, T. Longman, C. Hitch, J. Pote, E. Wicksteed, J. Hodges, C. Bathurst and J. Davidson, M.D.CCXLI. [1741].",London,360,male,185,159,FALSE,"Mother were both at hiome, as if they'd staid there on purpolc, that I couldn't poffibly get in without being difcb verd. The time I. was i'th' Porch, an Acquaintance G 2 o' mine came that way. Upon this I takes meto my Heels as fast as I could, runs"
0192000506_000074,"Volume VI: of the author's works. Containing The publick spirit of the whigs, and other pieces of political writings; with Polite conversation, &c.",Jonathan Swift,100,0,1,2,1,0,2,0,0,0,3,0,0,2,1,1,3,0,2,2,0,0,4,1,1,2,17,1,0,0,0,2,4,9,8,0,0,0,0,0,2,3,2,1,0,3,1,0,1,1,1,3,1,1,6,2,0,2,1,1738,6,6,"Dublin : printed by and for George Faulkner, M,DCC,XXXVIII. [1738].",Dublin,333,male,1667,1745,TRUE,"Match of God's making. [ m.irfearcbing her Porketfor a Thirtble, brings ou a Nutmeg. ] i2:. O Miss! have a Care ; for if you carry a.nut meg in your Pocket, you'll certainly be married to an olid Man. lmifs. Well, and if ever I be married , it shall"
0128900101_000047,"The dramatic works of David Garrick, Esq; now first collected. In two volumes. ... . Carefully corrected.",David Garrick,73,1,1,4,3,0,1,1,1,2,3,0,0,1,1,1,0,2,1,1,0,3,1,1,0,3,1,1,3,0,6,1,5,0,1,1,1,1,0,2,0,2,0,1,3,1,0,0,1,1,3,0,1,1,1,0,0,1,2,1774,1,2,"London : printed for R. Bald, T. Blaw, and J. Kert, MDCCLXXIV. [1774].",London,333,male,1717,1779,TRUE,"for you Well now, what do you flare at you could not defre more 0, fie, fie, don't sigh, and bite your fingers; rouse your fe!f, man; set all your wits to work; bring this faithless corydon to hame, and I'll be hanged if the prize is not yours [s"
0099500200_000021,"A complete collection of genteel and ingenious conversation, according to the most polite mode and method now used at court, and in the Best Companies of England. In three dialogues. By Simon Wagstaff, Esq;",Jonathan Swift,118,0,1,1,1,0,1,0,0,0,1,0,1,7,0,1,1,0,2,2,1,0,3,2,0,7,23,2,0,0,0,1,4,8,4,0,0,1,0,0,3,8,2,0,1,1,2,0,2,0,0,4,2,0,8,3,0,2,5,1738,1,1,"London : printed for B. Motte, and C. Bathurst, at the Middle Temple-Gate in Fleet-Street, M.DCC.XXXVIII. [1738].",London,305,male,1667,1745,TRUE,"were near you, I would not be far from you. Lady Smart. Ay, ay; Bachelors Wives and Maids Children are finely tutored. Lady Anfw. Come to me, Master; and I'll give you a Sugar Plumb. Why, Miss, you forgot that ever you was a Child yourself. [ She gives the"
0653602500_000007,Pamela: a comedy. As it is now acting in London.,Samuel Richardson,77,2,2,1,1,1,3,0,3,4,1,2,1,0,2,1,0,0,1,2,2,2,0,1,0,1,1,1,1,0,5,0,2,2,2,0,0,2,1,0,0,1,0,3,3,0,0,0,5,0,0,4,1,1,0,3,0,0,6,1742,1,1,"Dublin : printed by and for Oliver Nelson at Milton's Head in Skinner-Row, MDCCXLII. [1742].",Dublin,70,male,1689,1761,TRUE,"Cha rater of Innocence. Pan. Madam , your Ladyfliy's most obedient Servant . cexit. Lady Davers alone. The Chariot! -- This particular Mark of Favour is not without its particular Motives, .I am con. vince and yet in the Girl's Behaviour there really', appeared no Signs of Guilt -- However,"
1343300300_000010,"Isabella; or, The fatal marriage. A tragedy altered from Southern. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, by permission of the managers.",Thomas Southerne,99,0,2,2,4,0,0,1,3,4,1,0,2,0,1,2,0,1,0,3,1,1,5,1,0,7,4,0,1,3,2,3,10,1,0,0,0,1,1,1,1,2,0,7,0,2,0,0,3,5,1,3,0,1,0,1,4,1,0,1792,1,1,"London : Printed for the proprietors, under the direction of John Bell, British Library, Strand, bookseller to His Royal Highness the Prince of Wales, MDCCXCII. [1792].",London,72,male,1660,1746,TRUE,"pleases , go Bir. But how shall I know whether it pleases her or no Z Samp. Why, if you'll take my word for it, you may carry your errand back again; she never pleases to see anybody at this time of night that she does not know s and"
1683400400_000015,"She wou'd, and she wou'd not. Or, the kind impostor. A comedy. As it is acted at The Theatre-Royal in Drury-Lane. By His Majesty's servants. Written by Colley Cibber, Esq;",Colley Cibber,79,1,4,0,0,0,0,0,1,2,1,1,0,1,0,1,0,1,2,0,1,0,1,0,0,1,0,2,1,0,2,1,5,8,9,3,1,2,1,0,0,2,1,4,0,2,0,1,0,1,1,3,0,0,2,2,2,2,3,1736,1,1,"London : Printed for W. Feales, at Rowe's-Head, over-against St. Clement's Church in the Strand, M.DCC.XXXVI. [1736].",London,107,male,1671,1757,TRUE,"he shall be the Man -- -- He shall find mea Woman , Sir, let him win me and wear me as soon as you please . D. Ma. Ah! now thou art my own, Girl; hold but irnthis Humour one quarter of an Hour, and I'll toss thee t'other"
0047701700_000023,"The funeral: or, grief a-la-mode. A comedy. Written by Sir Richard Steele.",Richard Steele,76,1,3,1,2,2,0,1,2,1,0,1,1,4,3,2,0,1,3,0,1,0,0,2,0,1,8,4,0,0,1,1,0,8,0,1,1,0,1,0,0,0,1,0,1,2,2,0,3,2,0,3,2,0,1,1,0,0,1,1735,1,1,"London : printed for Jacob Tonson in the Strand, MDCCXXXV. [1735].",London,94,male,1672,1729,TRUE,"my Company, and you spoke some double Entendre -- - I look thus! But be a Fellow , and you shall see how I'll use you -- - The Insensible is useful upon any occasion, where we seemingly neglect, and secretly approve, which is our ordinary Common Cafe -- -"
