PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bishop),termFreq(brother),termFreq(canon),termFreq(cardin),termFreq(caus),termFreq(church),termFreq(citi),termFreq(clergi),termFreq(council),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(emperor),termFreq(empir),termFreq(england),termFreq(faith),termFreq(father),termFreq(follow),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hand),termFreq(head),termFreq(held),termFreq(holi),termFreq(itali),termFreq(king),termFreq(kingdom),termFreq(latin),termFreq(law),termFreq(legat),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(oblig),termFreq(order),termFreq(peopl),termFreq(person),termFreq(pope),termFreq(power),termFreq(present),termFreq(princ),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(sever),termFreq(taken),termFreq(took),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0189900502_000092,"A new history of England, from the time that the Phoenicians first landed in this island, to the end of the reign of King George I. Taken from the best authors and manuscripts. By William Blennerhassett, Esq;","Blennerhassett, William",105,1,0,0,2,0,6,3,4,1,2,1,3,1,0,2,2,9,0,6,0,2,0,0,5,2,1,3,1,1,0,1,1,1,7,0,0,6,1,2,0,0,0,0,1,2,0,11,1,0,0,3,1,1,0,4,0,1,2,1,1751,2,6,"Newcastle upon Tyne : printed by John Gooding, on the Side, for the author, MDCCLI. [1751].",Newcastle upon Tyne,498,unknown,,,FALSE,"Francis bound himself and Successors, to pay to Henry's Successors an annual Pension for ever of 5o, ooo Crowns . That, to prevent the objeetion that might hereafter arise, namely, that a King can't bind his Successors, the two Kings should see to get the Treaty confirmed by the States"
0444700105_000021,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,98,0,0,3,2,1,0,0,3,4,0,5,0,2,2,0,2,10,2,0,0,0,2,1,3,0,2,0,0,2,2,2,2,2,2,0,0,0,1,2,0,0,0,1,2,1,1,15,1,2,1,0,1,1,3,7,1,1,0,1,1748,5,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,594,male,1686,1766,FALSE,"Control, burning Churches , defroying Cities , Towns, ithe ajff.ance Vothe Pope ; and Villages, and either putting to the Sword, or carrying into Captivity the helplcis Inhabitants, the Pope dispatched Messengers after Messengers to the Emperor , pressing him in the Name of the Bi Thops, Pricfis, Nobles, and"
0360700104_000112,"A compendious history of the Church, from the beginning of the world to this present time. Written in French by Lewis Ellis Dupin, Doctor of Sorbonne, and Regius-Professor of Divinity at Paris. ...",Louis Ellies Dupin,138,0,0,3,0,0,5,3,0,3,0,16,0,5,1,1,1,12,1,1,0,1,3,1,5,0,2,0,2,0,0,5,4,4,7,0,0,1,2,0,0,0,0,4,0,1,0,22,0,0,0,0,1,3,1,14,1,2,0,0,1715,4,4,"London : printed for Bernard Lintott, at the Cross-Keys, between the Two Temple-Gates, M.DCC.XVI. 1715- [1716.].",London,372,male,1657,1719,FALSE,"3d of July. Anselm, Bishop of l£cca, is eleted three Months after, and made Pope by the Name of .LEXANDER II King Henry causes Cadalous, Bifiop of Parna, to be proclaimed Pope . i064 Alexander is acknowledged lawful Pope in the Council of Mantua. Cadalous dies. so73 Alexander dyingonthe igth"
0788400107_000125,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,95,0,0,5,1,2,2,0,2,1,0,19,0,0,0,1,2,2,0,1,1,0,2,0,2,0,3,0,0,1,0,3,4,1,6,3,1,3,2,1,0,0,0,0,1,1,0,7,1,3,1,0,2,1,2,3,2,0,0,0,1749,7,7,"Dublin : printed by George Faulkner, in Essex-Street, MDCCXLIX. [1749]-68.",Dublin,725,male,1686,1766,FALSE,"and elected another in his Room; that the King nevertheless had forbore coming to any Resolution, in an Affair of so much Importance, till he had heard the Prelates and Lords of his Kingdom , and that, having convened them for that Purpose, he had, with their Advice, and upon"
0003400102_000014,"An essay on universal history, the manners, and spirit of nations, from the reign of Charlemaign to the age of Lewis XIV. Written in French by M. de Voltaire. Translated into English, with additional notes and chronological tables, by Mr. Nugent.",Voltaire,104,0,0,4,2,0,1,0,2,1,2,0,2,2,1,1,0,3,3,1,0,0,0,0,7,0,1,0,1,1,1,1,2,2,12,4,0,0,2,0,0,0,0,2,8,0,2,11,4,2,3,0,0,1,0,8,1,1,1,1,1759,2,4,"Dublin : printed for S. Cotter, Bookseller in Skinner-Row, MDCCLIX. [1759].",Dublin,359,male,1694,1778,TRUE,"were committed a hundred years after by Alexander VI The see of Rome at the time of Boniface VIII was no longer  The words used in the church of Rome upon giving the ashes the first day of Lent are, remember man that thou art duji, and into dust"
0118200102_000699,"A new history of ecclesiastical writers: containing an account of the authors of the several books of the Old and New Testament; Of the Lives and Writings of the primitive fathers; An Abridgment and Catalogue of their Works: Their Various Editions, and Censures Determining the Genuine and Spurious. Together with a Judgment upon their Stile and Doctrine. also, a compendious history of the councils; with chronological tables of the whole. Written in French by Lewis Ellies du Pin, Doctor of the Sorbon, and Regins Professor of Divinity at Paris. ...; Containing the Authors that flourished in the Seventh, Eighth, Ninth, Tenth, Eleventh, Twelfth, Thirteenth, and Fourteenth Ages of the Church.",Louis Ellies Dupin,98,3,0,5,0,2,8,6,4,2,1,4,0,0,0,5,0,9,0,1,0,0,1,2,3,1,2,0,0,2,0,1,1,1,3,3,0,1,1,1,0,1,0,0,2,1,1,6,0,3,3,0,2,0,0,4,0,1,1,0,1724,2,3,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, MDCCXXIV. 1723-[24].",Dublin,818,male,1657,1719,FALSE,"the Emperor if he had lived longer, but he diedof a Qeinfrie in the City of Anagnia, September. A. D. 159 But his Body was translated to Rome , and in terr'd in Sr. Peter's Church . Aerxandcr After the Solemnization of his Funeral Obsequies, 23 Il. Cardinals met together,"
0788400106_000010,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,97,0,0,6,0,2,3,0,4,1,3,6,0,0,3,1,3,6,4,3,0,0,3,0,0,0,0,1,0,2,0,1,0,0,5,4,0,0,8,3,0,0,0,0,6,0,0,3,2,1,3,0,3,1,1,3,1,0,1,0,1749,6,7,"Dublin : printed by George Faulkner, in Essex-Street, MDCCXLIX. [1749]-68.",Dublin,662,male,1686,1766,FALSE,"Pontius a sacrilegious Usurper, suspended him for ever from all Ecclesiastical Funtions, and cantfed him to be hut up in a Tower at Rome called the Seven Halls, where he died the following Year r. It is remarkable, that in the Benedifine Martyrology he is said to have been buried"
1181400102_000036,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,112,1,1,5,2,0,1,0,1,1,2,0,2,2,1,3,0,3,3,1,0,0,0,1,6,0,1,0,0,2,1,1,3,2,15,6,0,0,2,0,0,1,0,2,9,0,1,12,3,3,1,0,2,0,0,8,1,0,0,0,1772,2,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,287,male,1694,1778,TRUE,"held by Innocent III and which reached from the port of Ollria to the Adriatic Sea. It pretended indeed to the supreme dominion, and poffetild some cities in its own right, but it was trill in the rank of very middling powers . The great revenue of the popes confilled"
0444800106_000091,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,90,0,1,1,0,0,1,2,3,2,4,0,0,8,0,1,2,6,3,1,0,1,2,0,1,0,1,0,1,1,1,0,1,1,8,2,0,0,2,1,0,0,1,2,0,0,0,9,0,0,3,0,4,2,3,4,2,1,1,0,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"obtained of C seizing the Effects of deceased Bishops and the Revenues of vacant C Sees. i promise to extirpate all Heresies, to restore to the Roman : Church all her Possessions, whether granted to her by my Prede C ceffors or by others, particularly the March of Ancona, the"
0091400104_000309,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,82,0,1,4,0,2,2,2,4,2,1,3,0,2,0,1,0,5,0,0,0,1,1,2,2,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,3,0,1,0,3,0,2,6,1,1,1,0,3,4,1,9,2,1,1,0,1799,4,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,629,male,1747,1822,FALSE,"decree which he had forced his predecessor to sign concerning investitures. Gelasius was no sooner apprised of his arrival, than he escaped with several cardinals from Rome , and, after evading the pursuit of the imperial troops, was enabled to reach Gaeta, where he was received with loud acclamations, and"
1667200109_000653,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,95,0,3,5,3,0,2,0,2,6,0,0,1,2,3,0,0,5,1,1,0,1,1,0,6,0,1,0,2,0,0,1,4,3,8,2,1,0,5,3,0,0,3,0,1,1,0,4,0,0,1,0,3,1,0,4,2,2,1,0,1763,9,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,721,unknown,,,FALSE,"his hereditary kingdoms . Lombardy. Meanwhile, his natural son, Hentsz king of Sardtinia, was taken ptrioner by the troops of bolognaj; and Conrrad king of the Riomans, not having been able to relieve aix la ch~apelle, .that city surrendered after a siege of six months, to his competitor Wdlliant count"
0444800106_000082,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,109,1,2,3,0,0,4,6,1,0,5,5,0,2,3,2,2,6,0,2,0,1,3,1,2,2,0,0,0,1,0,0,3,0,12,1,0,4,5,5,0,0,0,0,1,0,0,12,1,1,2,0,0,3,1,0,3,0,1,0,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"of Death . the Money to be returned and. the Hostages to be. dismissed. and. he,. was thereupon absolved from' the Excommunication g.. The following Year 1 i 9 an Affair that happened in France gave : Legates fnt the Pope more Trouble and Concern than the Captivity of Richard'.."
0444800106_000010,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,103,0,0,4,0,4,4,0,5,1,3,7,0,0,2,1,1,3,1,3,0,0,4,0,0,0,0,1,1,2,0,1,0,0,5,4,0,0,11,3,0,0,0,0,4,0,1,6,7,2,1,0,3,2,0,4,1,0,1,0,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"were summoned to meet, with their refpetive Armies, in a large Plain adjoining to the City , in order to proceed to a new Election. They met, in Compliance with the Summons, at the Place and Time appointed, the 24th of August, when Lotherius was elected by a great Majority;"
0014100102_000301,"Ecclesiastical law; or, the statutes, constitutions, canons, rubricks, and articles, of the Church of Ireland. Methodically digested under proper heads. With a commentary, historical and juridical. By Ed. Bullingbrooke, Doctor of Laws, Vicar-General to His Grace, the Lord Primate of all Ireland. In two volumes. ...","Bullingbrooke, Edward",140,0,3,2,0,24,2,1,1,1,0,8,2,0,0,0,0,2,4,2,1,3,0,3,0,0,2,0,0,0,0,0,2,3,4,0,0,31,2,0,0,4,0,0,7,0,0,9,1,0,2,0,3,0,4,3,1,2,1,0,1770,2,2,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, M,DCC,LXX. [1770].",Dublin,839,unknown,,,FALSE,"name of the Icing only, all such canons , t, yo. n constitutions, ordinances, and linodalls provincial, being already made for. the direction and order of spiritual and ecclesiastical causes , which be not contrariant, nor repugnant to the kings laws , statutes and customes of this land, nor to"
1667200109_000596,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,104,4,1,5,0,0,1,0,3,1,1,6,0,1,0,4,0,7,1,1,1,1,1,0,2,0,2,0,1,0,0,2,2,1,7,3,0,1,7,4,0,0,2,1,4,0,0,12,0,0,2,0,5,0,1,4,2,0,0,0,1763,9,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,721,unknown,,,FALSE,"council at: Rome , to which the emperor was invited, and upon his non appear . om northeast a ginecmuiae. The council likewise composed an oath, which, under An oathof the title of a profession of faith , the archbishops, bishops , and all whom the pope required, obdience to"
1667500116_000524,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,112,1,0,3,2,1,1,0,1,0,0,8,0,1,2,1,2,12,0,2,1,0,0,1,2,0,3,0,2,0,0,0,3,3,10,1,0,0,3,4,0,0,0,2,2,0,0,10,1,0,1,0,3,2,5,9,7,0,0,0,1763,16,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,680,unknown,,,FALSE,"African cyrant, firipped of his dominions by tie Mlrodems, i. as a I -- - an Iberian, ravages Mesopotamia, i. 383 I -- the Armenian patriarch, his wilt to his brother the Egyptian wazir, and his death there, i. 703 Sabbot, helps Ludolph in his Ethiopic hiatory, and his character,"
0143700201_000069,Elements of general history. Translated from the French of the abbé Millot. Part second. Modern history. In three volumes. ...,Claude-François-Xavier Millot,85,0,0,4,1,0,0,1,3,1,1,5,2,6,0,3,1,6,0,1,1,2,1,1,2,0,0,1,1,3,0,2,0,1,1,1,0,2,2,1,1,1,2,1,2,0,0,7,0,1,3,2,1,0,0,6,0,0,1,0,1779,1,3,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXIX. [1779].",London,456,male,1726,1785,FALSE,"whatever he required, and ordered the bishops to follow him to chalons fur marne, to hold a conference with the ambassadors of Henry V It muss be owned, that the French, like the other nations, were at that time slaves to the pontificate. The disputes at the conftrence were very,"
0070100102_000292,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,85,0,2,2,0,0,2,1,2,0,6,11,1,0,1,1,1,1,1,4,0,1,0,0,2,0,3,0,4,1,0,3,2,2,3,1,0,0,2,0,2,1,0,0,1,1,1,9,0,0,2,0,0,0,1,3,1,0,1,2,1757,2,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,721,male,1721,1771,TRUE,"premunire, or for ftdlng the TRUE sense L -"" rem; ig, io as rcat three clergy might not susser by the arts of quibbling; .: Ars. BL: Lthse were deemed, by the majority, points of too delicate a na: : mor; : -, e: n to d'lufs, a.d. the motion"
0444800106_000046,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,98,0,0,7,1,0,2,1,4,2,3,0,0,6,1,1,1,13,1,0,0,1,1,0,0,1,0,0,1,1,1,1,3,1,0,0,0,1,5,5,0,0,2,2,1,1,1,6,2,2,0,0,0,0,2,1,0,3,0,10,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"Bishop of the Place,, a Man universally respected, as a Safeguard, apprehending that as the Pope P Radevic. 1, i. C 16 and and the Emperor were at Variance, they might, under that Pretence, Year of be plundered and otherwise ill-used by Robbers, as they passed the Christ 158 Mountains."
