PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(amen),termFreq(angel),termFreq(apostl),termFreq(baptiz),termFreq(believ),termFreq(bless),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(command),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(ghost),termFreq(glori),termFreq(gospel),termFreq(grace),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(king),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(offer),termFreq(order),termFreq(peopl),termFreq(person),termFreq(power),termFreq(prayer),termFreq(reason),termFreq(receiv),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(spirit),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0907400500_000004,"The companion, or spiritual guide at the altar, containing prayers, ejaculations, meditations, and the Order for the administration of the Lord's Supper : According to the Usage of the Church of England: Directions and Devotions At The Lord's Table, and at Home, After Receiving the Sacrament. And AN Introductory Discourse Explaining The Nature and End of this Sacrament, And The Obligations we are under to receive the Lord's Supper. By a clergyman of the Church of England.",Clergyman of the Church of England,111,1,1,0,1,0,1,1,7,3,10,1,0,2,2,2,0,1,2,2,3,1,1,2,2,0,2,0,2,0,8,2,1,0,2,6,1,4,1,0,1,0,1,1,0,1,0,0,2,0,5,4,0,6,2,2,1,4,1,5,1783,1,1,"[Winchester?] : [s.n.], Printed in the year MDCCLXXXIII. [1783].",Winchester,41,male,,,FALSE,"following plain and certain rule. Do you believe the gospel of Jesus Christ to be the truth of God? Do you consent to be governed by his laws ? Do you remember, and will you stand to the vow that was made in your name, when you were baptised? Are"
1344200700_000101,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of England,129,3,6,0,1,1,5,3,1,1,8,0,1,3,1,0,2,2,1,5,6,3,1,0,2,7,5,2,0,5,9,6,0,0,0,5,2,0,0,0,2,0,0,0,0,0,8,1,2,0,4,0,0,5,2,0,0,2,2,4,1769,1,1,"Cambridge : Printed by John Archdeacon, printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, 1769.",Cambridge,423,unknown,,,FALSE,"Save yourselves from this untoward generation. For (as the same Apostle teftifieth in another place) even Baptism doth also now save us (not the putting away of the filth of the flesh, but the answer of a good conscience towards God) by the resurrection ofjefus Chrift.doubt ye not therefore, but"
0493701200_000098,"A manual of prayers and other Christian devotions. Revised and corrected, with large additions, by R. C. D.D.",Richard Challoner,122,3,4,0,1,0,1,3,4,3,4,0,3,1,2,0,2,1,0,0,11,4,6,3,2,3,0,1,1,5,9,2,1,1,1,4,1,0,0,0,10,0,1,1,0,2,0,0,1,0,1,1,1,5,0,3,3,1,0,5,1768,1,1,"London : [s.n.], Printed in the Year 1768.",London,445,male,1691,1781,FALSE,"confirmed with the Blood and Death of thy Son. Be merciful to my Iniquities, and remember not nmy Sins any more. : ' :, After the Confiteor. DELIVER us, O Lord, from all Iniquities, that intheend of our Lifewe may be received into the Kingdom of Heaven . [Say this"
1075100100_000005,The sunday service of the Methodists; with other occasional services.,Church of England,130,1,7,0,0,0,2,6,0,2,8,1,2,1,0,0,4,2,0,1,5,3,3,1,4,2,3,1,2,2,8,9,4,0,0,4,2,3,0,1,7,1,0,1,0,4,0,0,7,0,0,2,0,1,6,0,1,0,2,4,1788,1,1,"London : [s.n.], Printed In The Year 1788.",London,439,unknown,,,FALSE,"the nations rejoice and be glad; for thou ihalt judge the people righteously, and govern the nations upon earth . Let the people praise thee, O God: yea, let: alll the people praise thee. Then shall the earth bring forth her increase; and God, even our own God, hall give"
0210701300_000032,"The great duty of frequenting the Christian sacrifice, and the nature of the preparation required; with suitable devotions, Partly collected from the Ancient Liturgies. To Which Are Prefixed, Instructions For Confirmation.",Robert Nelson,117,0,2,1,0,0,1,5,3,3,4,0,1,0,3,2,2,2,3,3,9,2,5,0,3,1,0,1,1,2,13,4,1,0,0,1,3,1,0,0,4,0,1,3,1,2,0,1,4,2,2,3,0,4,1,0,0,1,1,5,1795,1,1,"Edinburgh : printed for R. Gordon, NO. 30. Parliament-Close, MDCCXCV. [1795].",Edinburgh,204,male,1656,1715,FALSE,"stead, that we might be partakers of the divine nature , and receive the promises of eternal life ; And for his instituting and ordaining holy mysteries as pledges of his love , and for a continual remembrance of.his death , to our great. and endless comfort. As long as"
0819800100_000210,"The new whole duty of man, containing the faith as well as practice of a Christian: made easy for the practice of the present age, As the Old Whole Duty of Man was design'd for those unhappy Times in which it was written; and Supplying the Articles of The Christian Faith, Which are Wanting in that Book. Tho Essentially necessary to Salvation. Necessary for All Families, and Authorised by the King's most Excellent Majesty With Devotions proper for several Occasions.",,121,2,6,3,1,0,0,3,0,1,8,2,0,1,2,1,2,3,1,3,3,2,9,1,3,4,0,0,5,5,14,6,0,0,1,2,1,2,0,1,0,1,0,2,0,0,1,1,7,0,1,0,0,1,0,2,1,2,2,2,1773,1,1,"London : printed only for John Hinton, at the King's Arms, in Pater-Noster Row, [1773].",London,586,unknown,,,FALSE,"triumphant in hcavcn, figging praises and lialleltjahs to the II h 4 blcllcd 477 blessed and glorious Trinity, Father , Son, and Holy Ghof. Amen . A Prayer for the Religious Societies. O Lord almighty, faithful and TRUE , who by thy holy prophet d hast told us, That from"
0980701300_000121,"The newest manual of private devotions. In three parts. Part I. Containing Devotions suited to most Persons and Cases, particularly Morning and Evening Prayers for Private Persons, & for a Family every Day in the Week: To which are Added some select Prayers for the use of Clergymen, taken from the Manuscript of a late Eminent and Pious Divine. Part II. Offices for the Sick, and Prayers in various Curcumstances of Affliction, for a Woman with Child, for Humiliation, with Exhortations against the Fear of Death, and Directions how to Prepare our selves to Die Well. Part III. The Newest Week's Preparation for the Worthy Receiving the Lord's Supper, Consisting of Suitable Prayers, Forms of Self Examination, and Confession of Sins; with Meditations to Live Well after Receiving the Holy Sacrament, and a Companion to the Lord's Table. By Leonard Howard, D. D. Rector of St. George the Martyr Southwark. Lecturer of St. Magnus London Bridge: and Chaplain to her Royal Highness Princess Dowager of Wales.",Leonard Howard,113,1,2,1,0,0,1,3,6,3,3,1,1,1,5,1,0,1,2,2,3,1,1,0,2,2,1,0,2,3,11,1,1,0,0,1,4,5,1,0,7,0,1,1,1,0,0,0,6,1,3,2,0,6,3,2,0,3,1,3,1760,1,1,"London : printed for S. Crowder at the Looking-Glass over against St. Magnus Church. London Bridge, [1760].",London,543,male,1699,1767,FALSE,"most miserable Offender! 0 thou, who defireft not the Death of a Sinner, but rather that he would turn from his Wickedness and live , have Mercy upon me! Spare me, and restore me, who do here in all Humility aeon fess my Faults, and do desire to be penitent"
1100301500_000002,The sum of Christianity in a confession of faith by Daniel Wilcox. Deliver'd at his ordination to the ministry. September 15. 1703. Now Publish'd at the Request of many.,"Wilcox, Daniel",102,3,0,0,3,0,8,1,1,3,5,0,1,1,3,2,1,2,2,2,1,2,2,2,2,0,0,2,1,3,4,1,1,1,1,4,1,1,0,1,1,0,2,1,3,0,1,1,0,0,0,2,3,4,5,2,0,2,1,6,1706,1,1,"London : printed for John Clark, at the Bible and Crown in the Old Change, 1706.",London,29,male,,,FALSE,"in the Couniels of .iheaven, God so loved the World , that he sent his eternal only begot i ~ B. 3· ttea (v) ten Son, promised in the beginning, to accomplish our Redemption. As twas requisite that the same Nature that Sinned should also susser, and the Children to"
0768000100_000040,The sunday service of the Methodists in the United States of America. With other occasional services.,Church of England,123,2,3,5,1,0,2,2,6,7,9,0,0,1,5,0,1,0,0,1,5,2,4,2,0,2,4,4,1,5,7,7,0,0,0,4,0,0,1,0,5,0,0,2,1,3,2,0,3,0,3,2,0,3,0,2,1,1,0,2,1790,1,1,"London : [s.n.], Printed in the Year MDCCXC. [1790].",London,425,unknown,,,FALSE,"is the very Paschal Lamb, which was offered for us, and hath taken away the sin of the world ; who by his death hath destroyed death , and by his rising to life again, hath restored to us everlasting life . Therefore with Angels , c'  Words tholy"
0704300300_000079,"Dissertations on Bible principles; or truly Christian doctrines and duties: and on that divine light and evidence with which these stand clothed All Over the Holy Scriptures. Containing Also a Few Pages on Magistracy as the Ordinance of God. By the Rev. James Rutherford, Dissenting Minister, at Bavington, Northumberland.","Rutherford, James, Rev",128,1,1,1,3,0,1,0,2,0,19,0,9,3,1,3,3,3,0,1,2,3,3,2,5,0,0,3,0,1,4,7,2,1,5,4,3,5,0,0,2,0,0,0,0,2,2,2,0,0,0,2,1,1,2,4,0,2,1,6,1794,1,1,"Newcastle upon Tyne : printed for the author; and sold by the booksellers of Newcastle, Shields, Durham, Sunderland, &c. &c., 1794.",Newcastle upon Tyne,286,unknown,,,FALSE,".seeming resemblance of it, which John so long and so well knew before, having so often leaned upon his breast at supper, or laid himself as a lamb in his bosom during his perfonal.miniftry upon earth , the Lord Jesus Christ , in this prophetic vision, appears to John in"
0287900600_000095,A manual of prayers and other Christian devotions.,George Flinton,122,2,7,1,0,0,0,4,3,4,6,0,1,1,2,0,3,1,2,2,7,2,7,0,1,3,0,2,3,2,10,4,1,0,1,3,2,0,0,0,5,1,0,3,0,2,1,1,4,0,4,2,0,5,0,3,0,1,0,3,1733,1,1,"[Dublin] : Printed in the year of our Lord [sold by R. Cross 28 Bridge Street], MDCCXXXIII. [1733].",Dublin,549,unknown,,,FALSE,"have mercy on us. At the Gloria in Excelfis Deo. glory be to God on high, and on Earth , Peace to Men of good Will. We praise thee; we bless thee; we adore thee; we glorify thee; we give thee Thanks for tl!y great Glory , O Lord God,"
0235100500_000033,A manual of instructions and prayers useful to a Christian. Translated from the Italian.,P. L.,126,0,2,0,0,0,8,2,0,1,0,0,7,0,0,3,6,0,5,5,10,2,2,2,5,2,2,1,3,5,10,1,0,2,0,2,3,2,0,0,2,0,0,4,2,0,1,1,2,0,1,1,1,3,2,3,4,3,2,1,1752,1,1,"London : printed for T. Meighan, in Drury-Lane, M.DCC.LII. [1752].",London,291,unknown,,,FALSE,"i desire to procure thee all that glory which is due to thee, and to render thee the most humble thanks that may correspond to thy benefits. Father Almighty, supreme Monarch of heaven and earth , adorable 7efis, only Son of, and consubstantial with the eternal Fatler, sovereign LORD, as"
0980701200_000031,"An exhortation with some forms, in order to instruct the ignorant, assist the Well-Disposed, and awaken the Careless and Unthinking, to the practice of the too much neglected duty of ejaculatory prayer; That is, of darting up short Prayers with hearty Devotion and Warmth of Spirit to God, upon all Occasions. To which are added An Exposition of the Creed, and the Lord's Prayer: Reflexions and Ejaculations proper for Sailors, and those who live near the Sea: A short Account of Confirmation and the Lord's Supper, with Prayers upon those Occasions. And also Prayers for single Persons and Families, &c. By the Rev. Robert Cooke, M. A. Late Vicar of Boxted, Essex.","Cooke, Robert, Vicar of Boxted",108,0,4,0,1,0,0,6,0,1,3,2,6,0,1,0,2,3,1,1,2,1,1,2,5,2,0,3,2,2,9,3,0,0,1,5,3,4,0,0,3,0,0,2,0,1,3,2,5,1,0,3,0,1,5,0,1,1,2,2,1797,1,1,"London : printed for F. and C. Rivington, No. 62, St. Paul's Church-Yard, 1797.",London,187,unknown,,,FALSE,"all thy mercies from time to time vouchsafed to us; for the Fountain of them all, the holy f7ejus, and for all the benefits of our Redemption, for the light of the Gospel , for the comforts of thy blessed Spirit , and the hopes of eternal Glory . We"
0929300100_000135,"The four Gospels; with a comment, and reflections both spiritual and moral. By Pasquier Quesnel. Translated from the French. Revised, corrected, and the Popish errors expunged, by a presbyter of the Church of England. ...",Pasquier Quesnel,100,2,1,0,3,0,1,3,1,1,7,1,2,0,1,2,2,2,2,2,3,2,1,3,4,0,0,4,3,4,3,4,0,0,0,2,0,3,1,1,1,1,0,0,1,2,1,2,1,0,4,0,0,3,3,0,1,6,2,1,1790,2,2,"Bath : printed and sold by S. Hazard; sold also by G. G. J. and J. Robinson, Paternoster-Row, Dilly, in the Poultry, and Matthews, in the Strand, London; Mills and Bulgin, Bristol: Woolmer, Exeter; Spence, York; Prince, Oxford; Eddowes, Shrewsbury, &c., [1790].",Bath,751,male,1634,1719,FALSE,"not glorify his mercy without satisfying his justice, which was not to be done but by a victim worthy of himfelf; and because it became him, for whom are all things, and by whom are all things, in bringing many sons unto glory , to make the captain of their"
0287601000_000031,"An exhortation with some forms, in order to instruct the ignorant, assist the Well-Disposed, and awaken the Careless and Unthinking, to the practice of the too much neglected duty of ejaculatory prayer; that is, Of darting up short Prayers with hearty Devotion and Warmth of Spirit to God, upon all Occasions. To Which are Added An Exposition of the Creed, and the Lord's Prayer: Reflexions and Ejaculations proper for Sailors, and those who live near the Sea: A short Account of Confirmation, and the Lord's Supper, with Prayers upon those Occasions. And also Prayers for single Persons and Families, &c.","Cooke, Robert, Vicar of Boxted",101,1,1,0,0,0,1,6,4,2,0,1,5,1,3,1,1,3,0,2,1,2,0,1,4,1,1,2,3,1,9,3,0,1,1,6,2,2,2,1,1,0,0,2,0,1,3,1,2,0,0,3,1,2,4,0,1,1,2,2,1797,1,1,"London : printed for F. and C. Rivington, No. 62, St. Paul's Church-Yard, 1797.",London,189,unknown,,,FALSE,"offered offered up unto thee on this thy blefied Sabbath; and of thy infinite goodness grant to us, and to all thy people everywhere, that whatsoever good inftrutions'we have learned from thy word , we may' carefully remember, and diligently follow: and whatever good desires thou hast put into any"
1681700700_000038,"The True Church of England-man's companion in the closet: or, A complete manual of private devotions fitted for most persons and cases. Collected from the writtings of Archbishop Laud, Bishop Andrews, Bishop Kenn, Dr. Hickes, Mr. Kettlewell, Mr. Spinckes, and other eminent divines of the Church of England. With a preface by the Reverend Mr. Spinckes.",,97,0,5,1,1,0,2,5,1,1,3,0,1,1,3,3,0,1,4,2,0,0,5,2,2,4,0,2,2,2,4,2,1,0,1,4,0,1,0,0,2,1,2,0,1,1,0,4,1,1,0,2,1,3,1,2,3,1,1,4,1736,1,1,"London : Printed for C. Rivington, at the Bible and Crown in St. Paul's Church-Yard, MDCCXXXVI. [1736].",London,396,unknown,,,FALSE,"love of the goodfihings of this world .. those, who wait at thine altar, to' forsake and renounce thy truth , ..or to make (hipwreck of a good confcierice : : tha: being delivered frim the covetous temper of the traitor Judas, they may escape the dreadful' vengeance riferved for"
0711001000_000065,"The great necessity and advantage of publick prayer and frequent communion; designed to revive primitive piety: with Meditations, Ejaculations and Prayers, before, at, and after the Sacrament. By the Right Reverend Father in God, William Beveridge, Late Lord Bishop of St. Asaph.",William Beveridge,129,1,11,1,0,0,3,6,5,8,1,1,2,2,3,1,2,3,1,4,1,0,4,0,6,2,0,0,0,2,7,7,1,0,1,5,1,1,0,1,1,2,0,2,0,0,1,3,1,0,5,5,0,7,2,0,0,2,1,3,1728,1,1,"London : printed for J. and J. Knapton, D. Midwinter, W. Innys, J. Osborn and T. Longman, and R. Robinson, MDCCXXVIII. [1728].",London,183,male,1637,1708,FALSE,"Saviour . At going to the Altar. IN themultitude ofthymercies, olord, do nowv approach thyaltar: O pardon my Sins , and receive me graciously, Amen , iamen. At profirating before the Altar. T Hou art worthy, O Lord, to receive Glory , J indhonour, and Power ; for thou hast"
0612702300_000224,"The harmony of the four gospels; wherein the different manner of relating the facts of each evangelist is exemplify'd. To which are annexed, references to other parts of the holy scripture, but especially to those contained in the New Testament. With The History of the Acts of the Apostles.","Harley, Edward, 1664-1735",134,1,2,0,1,0,3,1,3,3,12,0,3,0,5,1,2,1,0,3,10,1,1,0,3,3,0,1,4,2,14,3,2,0,2,7,5,3,0,0,0,1,0,1,0,3,1,0,2,0,4,5,1,2,1,3,2,3,0,3,1733,1,1,"London : printed by Jos. Downing, in Bartholomew-Close, M.DCC.XXXIII. [1733].",London,566,unknown,,,FALSE,"neighbour. People . Lord, havemercyupon us, and incline our hearts to keep this law . Miniser. Thou flalt not covet thy neighbours house, thou shalt not covet thy neighbours wife, nor his servant, nor his maid, nor his ox, nor his ass, nor anything that is his. People . Lord,"
0358000700_000086,"A compleat collection of devotions, both publick and private: taken from the apostolical constitutions, the ancient liturgies, and the Common prayer book of the Church of England. In two parts. Part I. Comprehending the Publick Offices of the Church. Humbly offered to the Consideration of the present Churches of Christendom, Greek, Roman, English, and all others. Part II. Being a Primitive Method of Daily Private Prayer, Containing Devotions for the Morning and Evening, and for the Ancient Hours of Prayer, Nine, Twelve, and Three; together with Hymns and Thanksgivings for the Lord's Day and Sabbath, and Prayers for Fasting Days; AS Also, Devotions for the Altar, and Graces before and after Meat: All taken from the Apostolical Constitutions and the Ancient Liturgies, with some Additions; And Recommended to the Practice of all Private Christians of Every Communion. To which is added, an Appendix in Justification of this Undertaking, consisting of extracts and Observations, taken from the Writings of very eminent and learned Divines of different Communions. And to all is subjoin'd, in a supplement, An Essay to procure Catholick Communion upon Catholick Principles.",Greek Orthodox Church,123,1,4,1,1,0,0,5,3,3,5,1,4,2,2,2,2,2,0,1,8,3,3,0,2,2,0,5,1,3,16,5,2,0,0,2,6,1,0,0,1,0,0,3,0,0,0,3,4,2,2,0,0,2,0,3,2,2,0,1,1734,1,1,"London : printed for the author; and sold by the booksellers of London and Westminster, M.DCC.XXXIV. [1734].",London,511,unknown,,,FALSE,"by the ofciating Priest. ogod, great and wonderful, look upon us thy servants, who have here presented ourselves before thee: stretch forth thine hand , thy powerful and beneficent hand , and bless us; preserve us, that at all times and in all places we may glo Y 3 rify"
