PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(answer),termFreq(appear),termFreq(argument),termFreq(author),termFreq(believ),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(certain),termFreq(christ),termFreq(christian),termFreq(church),termFreq(concern),termFreq(confid),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evid),termFreq(faith),termFreq(gener),termFreq(god),termFreq(ground),termFreq(holi),termFreq(human),termFreq(idea),termFreq(judg),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(life),termFreq(light),termFreq(love),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(opinion),termFreq(person),termFreq(power),termFreq(principl),termFreq(proof),termFreq(prove),termFreq(reason),termFreq(receiv),termFreq(religion),termFreq(rule),termFreq(scriptur),termFreq(sens),termFreq(spirit),termFreq(suppos),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0278400603_000037,The moral Philosopher. Vol. III. Superstition and tyranny inconsistent with theocracy. Occasioned by the Reverend Dr. Leland's second volume of The Divine authority of the Old and New Testament asserted: and the Reverend Mr. Lowman's Dissertation on the civil government of the Hebrews. By Philalethes.,Thomas Morgan,110,0,0,2,0,10,2,0,2,1,1,0,0,0,1,0,2,4,0,7,2,1,2,1,0,4,6,1,2,2,0,2,0,0,0,2,4,1,1,7,1,0,0,0,2,4,1,6,2,2,4,1,1,0,1,1,2,11,1,0,1740,3,3,"London : printed for -; and sold by T. Cox, at the Lamb under the Royal-Exchange. MDCCXL. where may be had, the first and second volume, [1740].",London,383,male,,1743,FALSE,"to great Advantage. All Scholars, or Disciples, muff take the first Elements or Rudiments of Knowledge , in some Measure, from their Masters and Teachers, till they are capable of being let into the Nature and Reason of Things, and see them in their own proper, genuine Evidence . But"
1123801000_000002,"A demonstration of the true and eternal divinity of our Lord Jesus Christ; in opposition to the attacks of the present age. By Dionysius van de Wynpersse, SS. Theol. Doct. Phil. Math. et Astr. Prof. at Leyden; to whom the gold medal was adjudged by the Hague society.","Wynpersse, Dionysius van de",89,0,0,0,0,3,0,0,0,2,0,3,3,1,4,1,2,9,0,2,1,0,4,2,1,2,1,1,1,4,2,1,1,3,1,1,0,1,1,2,0,1,0,1,4,2,0,2,0,5,0,2,2,0,0,1,1,7,1,0,1794,1,1,"London : printed for T. Knott, No. 47, Lombard-Street, MDCC.XCIV. [1794].",London,192,male,1724,1808,FALSE,"doctrine concerning the Son, as a being between God and a creature. A doctrine which, by his giving it a more polished turn, and rendering it more conformable to the scriptural style than the Gnostics had done, was productive of important and lasting consequences. When the darkness of the middle"
0627500100_000005,"A discourse on the importance of right sentiments in religion, as to their influence on the moral character of mankind. By Benjamin Cracknell, A. M. Magna est Veritas, et praevalebit.","Cracknell, Benjamin",103,1,1,1,0,0,1,0,1,1,0,4,11,0,0,1,1,3,0,2,1,5,5,1,4,0,0,1,2,4,0,4,0,0,1,0,1,0,4,1,0,4,2,0,3,1,0,1,1,4,5,2,1,1,0,4,2,8,0,2,1796,1,1,"London : printed by G. Auld, Greville-Street. Sold by C. Dilly, in the Poultry ; T. Chapman, Fleet-Street ; and J. Strickland, Wareham, 1796.",London,44,unknown,,,FALSE,"as important; those who feel its importance, and experience its happy effects, will use their utmost endeavours to propagate the knowledge of Christianity among E 6 mankind: -36 mankind: And all active and vigorous efforts to disseminate Christian knowledge , will be proportionable to that sense which we feel of"
1218100500_000002,"A treatise on the nature of influx: or, of the intercourse between the soul and body, Which is supposed to be Either by Physical Influx, or by Spiritual Influx, or by Pre-Established Harmony. Translated from the Latin of the Hon. Emanuel Swedenborg. Originally published in the year 1769.",Emmanuel Swedenborg,105,2,1,2,1,2,1,1,0,3,0,1,2,0,1,2,0,2,0,1,0,2,17,1,0,1,2,0,1,3,2,1,4,1,3,4,2,3,0,7,0,0,0,1,7,0,0,0,0,5,0,1,2,2,1,0,5,1,2,2,1788,1,1,"London : printed and sold by R. Hindmarsh, printer to his Royal Highness the Prince of wales, No. 32, Clerkenwell-Close: sold also by J. Buckland, Paternoster-Row; J. Denis, New-Bridge-Street, Fleet-Street; T. Mills, Bristol; I. and W. Clarke, Manchester; J. Binns, Leeds; or may be had by giving orders to any of the booksellers in town and country, 1788.",London,161,male,1688,1772,FALSE,"itself, any more than Chance, but a mere Word without any Meaning or Idea belonging to it, if considered in any other View than as that System of Laws whereby Almighty God upholds this visible World , and produces the infinite Variety of Forms and Efftets in it, according to"
0787800300_000022,"Theological and practical divinity: with extracts of several treatises written by Jacob Behmen. The parable of a pilgrim, taken from an ancient author. And divers other tracts taken from different authors. Published by a gentleman retired from business.",Jakob Böhme,129,0,0,0,1,1,1,2,0,0,1,7,3,0,0,3,2,15,1,3,6,0,5,0,0,2,4,1,1,1,1,0,2,10,2,0,4,1,6,11,0,1,0,5,4,0,0,6,1,2,0,0,1,5,0,0,2,3,0,2,1769,1,1,"London : printed in the year, MDCCLXIX. [1769].",London,404,male,1575,1624,FALSE,"ourselves to be governed by the divine law of nature , we ad at like Christians , and shall in the end be advanced to fellowship and society with the blessed angels themselves. 52 That new and extraordinary manifestation of god in the soul of every TRUE and sincere Christian"
0308500600_000011,"The apostles neither impostors nor enthusiasts. A sermon on Acts xxvi. 25. Preached at the West Church in Boston, September 1742. By William Hooper, A.M. Pastor of the said church. [Five lines of Scripture texts].",Daniel Fowle,98,0,1,0,2,2,2,0,0,0,1,2,1,0,0,1,0,2,0,2,0,0,4,0,3,1,1,2,0,3,0,1,0,3,1,0,0,3,1,2,3,1,0,4,1,1,3,22,0,2,2,2,1,4,0,3,0,6,0,2,1742,1,1,"Boston : Printed and sold by Rogers and Fowle below the prison in Queen-Street near the Town-House, 1742.",Boston|Boston.,46,male,1715,1787,FALSE,"Communications from the i lply Spirit ; they think it below them to use the common and natural wtays of. Knowledge , and foolishly imagine that byvertue of their immediate inter cnurle with the Deity, who is the Fountain of Light , all Thil gs will be in an extraordinary"
0081201300_000016,"A treatise on the plenary inspiration of the New Testament. By the Reverend J. L. Moore, Author of `a View of the External Evidence of the Christian Religion,' and Master of the Grammar School in Hertford, Herts.","Moore, James Lovell",94,0,0,0,2,7,0,1,2,1,1,3,6,5,0,1,1,2,0,2,5,1,2,2,1,0,0,2,0,1,0,1,0,0,0,6,0,2,2,2,0,1,1,3,0,2,2,2,2,7,1,2,1,4,0,0,0,4,0,1,1793,1,1,"London : printed for F. and C. Rivington, N<r>o</r> 62, St. Paul's Church-Yard, M.DCCXCIII. [1793].",London,154,unknown,,,FALSE,"and obeys any other authority than the gofpe''s in matters of conscience, he might as well give u[ [ ] up his birthright. The only cafe that is an exception to this, is, when the abilities of a man are so defective as to require the aid of others to"
0980900900_000004,"The inspired Scripture an adequate rule of faith and practice, illustrated in a sermon, preached October 23, 1793, at the ordination of Mr. Thaddeus Mason Harris, to the pastoral care of the church and Christian society in Dorchester. By Samuel Kendal, A.M. Pastor of the Congregational Church and Society in Weston.","First Church (Dorchester, Boston, Mass.)",116,1,0,0,1,5,1,0,0,1,2,1,8,0,0,0,0,6,0,2,6,3,5,0,1,4,1,4,1,3,0,1,0,3,0,0,0,0,0,3,0,0,0,4,2,0,0,2,2,5,8,13,2,1,2,1,1,6,4,0,1794,1,1,"[Boston] : Printed at the Apollo Press, in Boston, by Belknap and Hall, no. 8, Dock Square, --1794.",Boston,44,unknown,,,FALSE,"by inspiration of God . And great strength of evi 7 dence in support of christianity arises from the purity and reasonableness of its doctrines. The christian religion includes the ettential principles of natural religion , as a part of its own system; and must, therefore, admit, and even require,"
1533900800_000074,"Logick: or, The right use of reason in the enquiry after truth. With a variety of rules to guard against error, in the affairs of religion and human life, as well as in the sciences. By Isaac Watts, D.D.",Isaac Watts,101,0,1,0,2,1,4,0,1,0,1,2,1,0,0,0,1,3,0,7,2,1,11,1,0,0,2,1,3,1,0,0,3,2,0,0,0,2,3,1,0,1,0,3,9,1,1,9,2,1,2,3,2,0,1,0,1,4,0,4,1766,1,1,"London : Printed for J. Buckland, and T. Longman, in Pater-Noster-Row; J. Waugh, in Lombard-Street; E. and C. Dilly, in the Poultry; and T. Field, in Leadenhall-Street, M.DCC.LXVI. [1766].",London,376,male,1674,1748,TRUE,"Subjea, or of the Predicate; as God created all things by Jesus Christ : By the Urim and Thummim God gave forth Divine Oracles. The Predicate of each of there Propositions is to us an obscure Idea , for we know not what was the peculiar Agency of Jesus Christ"
0939000100_000016,"Plain reasons for being a Christian. To which is subjoined, a catechism, &c.",Samuel Chandler,97,0,3,1,2,3,1,0,2,1,2,2,9,0,2,0,1,1,0,2,2,1,14,0,0,0,0,1,0,3,1,0,1,2,1,0,0,3,1,1,1,1,1,1,3,1,2,1,2,7,0,1,0,0,2,2,0,3,0,6,1759,1,1,"Glasgow : printed by James Knox, for George Knox, Bookseller in Ayr, MDCCLIX. [1759].",Glasgow,142,male,1693,1766,FALSE,"those who search it fall into very different sentiments ments and opinions as to feveral articles of importance, and that tis scarce to be supposed that God should be the author of a revelation, which, when given, is incapable of being understood; I have this that gives my mind satisfaction"
0980700100_000007,"Letters addressed to the philosophers and politicians of France, on the subject of religion. To which is prefixed, Observations relating to the causes of the general prevalence of infidelity. By Joseph Priestley, L.L.D. F.R.S. &c. &c. [One line in Latin from Terence].","Crowninshield, B. W., MWA",102,0,1,6,2,3,2,0,2,0,2,0,3,1,4,1,0,3,0,4,0,4,7,0,0,1,2,1,1,1,1,1,1,3,0,0,1,1,3,15,2,0,3,1,0,0,2,1,0,3,0,4,2,0,2,0,1,4,0,0,1794,1,1,"Philadelphia : Printed by Thomas Dobson, at the stone-house, no 41, South Second-Street, M.DCC.XCIV. [1794].",Philadelphia|Philadelphia.,91,unknown,,,FALSE,"miracles recorded in the Scriptures , when they required nothing more than the evidence of the senses , and when they had every motive that men could have to ascertain the truth of the fads, and yet that there * Tertullian wrote a treatise entitled De Prefcriptione, in which, without"
0251500403_000010,"A defence of natural and revealed religion: being an abridgment of the sermons preached at the lecture founded by the Honble Robert Boyle, Esq; by Dr. Bentley Bp. Kidder Bp. Williams Bp. Gastrell Dr. Harris Bp. Bradford Bp. Blackhall Dr. Stanhope Dr. S. Clarke Dr. Hancock Mr. Whiston Dr. Turner Dr. Butler Dr. Woodward Mr. Derham Dr. Ibbot Bp. Leng Dr. J. Clarke Archd. Gurdon Dr. Burnet Dr. Berriman. In four volumes. With a general index. By Gilbert Burnet, Vicar of Coggeshall, Essex.",,113,0,1,1,1,0,0,2,2,1,3,0,8,0,1,0,3,2,3,3,1,1,5,1,2,3,0,1,2,3,0,2,0,0,0,6,3,0,0,3,4,3,1,0,6,0,1,4,0,14,0,5,0,3,0,0,1,5,0,2,1752,3,4,"London : printed for Charles Hitch and Lacy Hawes, at the Red-Lion, in Pater Noster-Row, MDCCLII. [1752].",London,530,unknown,,,FALSE,"plain, will be obscure to them, and while they have another Interest on Foot, different from the Truth , either their, Eyes will be blinded, or else they will handle the wjord of God deceilfuily, and pervert the meaning of the Text into the Service of that Cause which they"
0025700100_000219,"Observations on man, his frame, his duty, and his expectations. In two parts. Part. I. Containing Observations on the Frame of the Human Body and Mind, and on their Mutual Connexions and Influences. Part. II. Containing Observations on the Duty and Expectations of Mankind. By David Hartley, M.A. Reprinted from the author's edition in 1749. To which are now added, notes and additions to the Second part; translated from the German of the Rev. Herman Andrew Pistorius, Rector of Poseritz in the Island of Rugen. Also a Sketch of the life and Character, and a Head of the author.",David Hartley,102,1,0,1,3,10,0,0,1,0,1,1,3,3,2,1,2,7,0,5,0,3,2,1,0,2,0,2,0,1,0,0,0,3,0,1,1,1,0,3,0,1,1,2,0,0,3,5,3,2,1,8,1,0,4,1,2,2,2,3,1791,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCXCI. [1791].",London,806,male,1705,1757,TRUE,"they are so much, notwithstanding that the addition of peculiar circumstances makes the action vary from the general rule . Now the certain command of God may surely be such a circumstance. Lastly, The perfetion of virtue being of an ever growing infinite nature , it is reasonable to expect,"
0587900700_000109,"The works of George Lord Lyttelton; formerly printed separately, and now first collected together: with some other pieces, never before printed. Published by George Edward Ayscough, Esq;","George Lyttelton, 1st Baron Lyttelton",102,1,0,0,2,0,2,0,2,1,1,4,3,0,1,2,0,3,0,3,3,0,11,4,1,5,0,3,1,2,2,0,0,2,0,2,1,2,2,3,0,2,0,5,0,1,1,9,0,6,1,0,0,0,1,2,0,3,1,1,1775,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXV. [1775].",London,748,male,1709,1773,FALSE,"cannot be done. It muit be therefore accounted for by the power of God . That God should work miracles for the establishment of a most holy religion , which, from the insuperable difficulties that flood in the wayof it, could not have eltablifhed itself without such an assistance, is"
1638402600_000005,"Ancient apostlick Christianity revived; modern Christanity both amongst Papists and Protestants reproved: Being some remarks on the Rev. Mr. James Foster's sermon, intitled scripture justification explain'd. Volume III. Sermon II. And on the pamphlet call'd Christianity not founded on argument. An also that the binding obligation to keep sabbath does not belong to Christianity. In answer to Mr. Cornthwait. And some observations on miracles, to confirm the reasonableness of Christianity. By Eben, Hewlett.","Hewlett, Ebenezer",122,2,1,0,1,5,6,0,1,1,0,1,3,0,1,1,0,0,0,1,7,1,10,0,2,5,4,1,1,0,3,2,1,10,0,0,4,1,1,1,3,0,3,1,0,0,3,13,0,3,0,2,0,5,6,2,1,2,0,0,1744,1,1,"London : Printed for M. Cooper, at the Globe in Pater-noster-Row, 1744.",London,40,male,1738,1747,FALSE,"Abuses of Christianity , such as have been mentioned in there foregoing Lines : This Author of Cbriflianity not founded on Argument , says, p. 8 Can it be by the Exercise of Reason that Men can be required to think all alike? This he thinks may jufily be disdained,"
0984000600_000104,"Alciphron: or, the minute philosopher. In seven dialogues. Containing an apology for the Christian religion, against those who are called free-thinkers.",George Berkeley,83,0,1,1,1,1,4,0,2,1,1,2,0,1,3,0,1,1,1,3,7,0,1,2,0,2,0,5,3,2,1,1,0,2,0,2,0,1,2,0,1,3,0,4,4,1,0,3,0,2,0,0,1,1,2,1,1,2,0,2,1752,1,1,"London : printed for J. and R. Tonson and S. Draper in the Strand, MDCCLII. [1752].",London,408,male,1685,1753,TRUE,"Men tingle out such Points as are innocent and useful, when there are so many pernicious Mifr takes to be amended? Why set themselves to de firoy the Hopes of humankind and Encouragements to Virtue? Why delight to judge where they disdain to inquire? Why not employ their noble Talents"
1711900203_000090,"The looker-on: a periodical paper. By the Rev. Simon Olive-Branch, A.M[.]","Roberts, William, Steward of the Court-Leet of Manchester",87,1,0,4,1,1,2,0,3,0,1,0,5,1,0,1,0,0,0,7,0,1,1,2,0,1,0,3,1,1,0,1,0,0,0,2,1,1,2,4,1,0,4,0,2,7,2,1,1,3,2,2,1,0,4,0,2,2,1,4,1794,3,3,"London : printed for J. Evans, No. 32, Paternoster-Row, M,DCC,XCIV. [1794].",London,476,unknown,,,FALSE,"Now it is a circumstance of great weight, though not of equal weight, that the martyrs of the next age, having full opportunity of informing themselves whether they were TRUE or not, gave equal proof of their believing them to' be TRUE . 8th. Nothing can destroy the evidence of"
0298700304_000184,"An ecclesiastical history, antient and modern, from the birth of Christ, to the beginning of the present century: In which The Rise, Progress, and Variations of Church Power are Considered In their Connexion with the State of Learning and Philosophy, and the Political History of Europe during that Period. By the late learned John Lawrence Mosheim, D.D. And Chancellor of the University of Gottingen. Translated from the original Latin, And accompanied with Notes and Chronological Tables, by Archibald Maclaine, D.D. In six volumes. To the whole is added an accurate index. ...",Johann Lorenz von Mosheim,94,2,1,2,1,0,1,1,0,0,0,3,1,0,3,2,2,7,0,1,0,3,6,0,2,3,0,1,0,1,1,0,2,1,0,0,0,1,4,6,1,0,3,5,1,0,0,3,0,2,5,2,1,1,1,0,2,5,3,1,1790,4,6,"London : printed for T. Cadell, In the Strand, MDCCXC. [1790].",London,530,male,1693,1755,FALSE,"sentiments without either perspicuity or precision, and rendered the plainest things obscure by their pompous and diffuse Asiatic Ityle; and that it was therefore absolutely necessary to employ the lamp of human reason to cast a light upon their dotrine, and to explain it in a manner conformable to truth"
0275802101_000006,"A new and full method of settling the canonical authority of the New Testament. To which is subjoined A vindication of the former part of St. Matthew's gospel, from Mr. Whiston's Charge of Dislocations. In three volumes. By the Rev. Jeremiah Jones. ...",Jeremiah Jones,88,0,1,1,2,3,3,0,1,1,0,1,2,2,1,1,2,1,1,5,5,2,3,4,1,0,0,1,0,2,1,2,0,0,0,3,1,1,0,1,1,0,4,0,3,1,0,1,1,5,0,5,0,1,1,1,1,4,4,0,1798,1,3,"Oxford : at the Clarendon Press, MDCCXCVIII. [1798].",Oxford,491,male,1693,1724,FALSE,"same kind of faith ; only with this difference , the "" Papifis believe Scripture to be the word of God , because "" their Church faith so and we, because our Church , or our ""leaders say so. Yea, and many ministers never yet gave "" their people better"
