PassageID,Title,Author,Total termFreq,termFreq(bacon),termFreq(bake),termFreq(beat),termFreq(beef),termFreq(boil),termFreq(bone),termFreq(bread),termFreq(brown),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(egg),termFreq(fat),termFreq(fine),termFreq(flour),termFreq(fry),termFreq(gravi),termFreq(half),termFreq(herb),termFreq(hot),termFreq(hour),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(littl),termFreq(mace),termFreq(meat),termFreq(mix),termFreq(nutmeg),termFreq(onion),termFreq(pan),termFreq(pepper),termFreq(pickl),termFreq(piec),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quarter),termFreq(roll),termFreq(round),termFreq(salt),termFreq(sauc),termFreq(season),termFreq(serv),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(sweet),termFreq(togeth),termFreq(veal),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0521400300_000049,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Presepves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,203,2,2,4,2,4,0,2,1,8,0,2,3,2,4,1,6,9,1,3,6,1,4,3,3,0,2,7,0,5,11,5,2,4,3,3,3,8,2,8,3,0,3,0,8,1,7,2,6,0,2,9,2,0,4,6,3,3,2,2,4,1760,1,1,"London : printed for A. Millar, J. and R. Tonson, W. Strahan, P. Davey and B. Law, [1760].",London,442,female,1708,1770,TRUE,"skin and flesh, then truss the legs dole to keep it in; fp them and roast them, drudge them with a little flour , and harte them with a piece of butter ; save the gravy which rims from them, and mix it up with a little red wine ,"
0461800500_000023,"The young ladies' guide in the art of cookery: being a collection of useful receipts, Published for the Convenience of the Ladies committed to her Care. By Eliz. Marshall.","Marshall, Elizabeth",273,12,2,7,2,6,0,3,4,10,0,1,0,1,2,13,3,10,0,1,5,4,5,2,9,0,0,5,1,11,11,8,0,1,8,5,1,8,0,7,5,0,6,4,3,2,8,2,8,3,6,3,0,1,11,5,22,2,3,2,9,1777,1,1,"Newcastle : printed by T. Saint, for the author, MDCCLXXVII. [1777].",Newcastle upon Tyne,214,female,,,FALSE,"bacon , cut it into pieces about the thickness of your finger, dip them in the seasoning , and roll them up in the veal ; tie it close , and bake it, with the yolks of eggs rubbed all over it, and pieces of butter laid on; when enough,"
0776200300_000021,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and Littlecorner-Dishes for a great Table V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. Tomake Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad-Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,213,4,4,2,0,4,1,2,2,7,1,0,0,1,2,4,8,5,0,5,6,3,5,6,4,2,0,10,3,7,13,4,8,1,3,2,5,6,1,8,4,0,0,0,4,3,4,3,2,1,2,2,6,0,4,5,4,5,5,5,5,1763,1,1,"London : printed for A. Millar, J. and R. Tonson, W. Strahan, T. Caslon, B. Law, and A. Hamilton, M.DCC.LXIII. [1763].",London,444,female,1708,1770,TRUE,"stew pan ; then fry the brains in little cakes, about as big as a crown piece . Fry about twenty oylters dipped in the yolk of an egg , toast some slices of bacon , fry a few force meat balls, and have ready a hot dill; if pewter,"
0094600400_000051,"The art of cookery, made plain and easy; Which far excels any Thing of the Kind yet published. Containing, I. A List of the various Kinds of Meat, Poultry, Fish, Vegetables, and Fruit, in Season, in every Month of the Year. II. Directions for Marketing. III. How to Roast and Boil to Perfection. IV. Sauces for all plain Dishes. V. Made Dishes. VI. To dress Poultry, Game, &c. Vii. How expensive a French Cook's Sauce is. Viii. To make a Number of pretty little Dishes for Suppers, or Side or Corner Dishes. IX. To dress Turtle, Mock-Turtle, &c. X. To dress Fish. XI. Sauces for Fish. XII. Of Soups and Broths. XIII. Of Puddings and Pies. XIV. For a Lent Dinner; a Number of good Dishes, which may be made use of at any other Time. XV. Directions for the Sick. XVI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XVII. Of Hog's Puddings, Sausages, &c. XVIII. To pot, make Hams, &c. XIX. Of Pickling. XX. Of making Cakes, &c. XXI. Of Cheesecakes, Creams, Jellies, Whipt Sullabubs. XXII. Of Made Wines, Brewing, Baking, French Bread, Muffins, Cheese, &c. XXIII. Jarring Cherries, Preserves, &c. XXIV. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XXV. Of Distilling. XXVI. Directions for Carving. XXVII. Useful and valuable Family Receipts. XXVIII. Receipts for Perfumery, &c. In which are included, one hundred and fifty new and useful receipts, not inserted in any former edition. With a copious index. By Mrs. Glasse.",Hannah Glasse,179,3,2,2,2,6,0,2,4,3,3,4,1,3,4,1,3,4,4,4,3,1,3,6,2,4,9,7,0,2,2,2,1,4,4,4,7,4,0,2,6,0,9,2,3,0,3,3,4,4,4,2,1,0,2,5,4,3,0,1,1,1796,1,1,"London : printed for T. Longman, B. Law, J. Johnson, G. G. and J. Robinson, H. Gardner, T. Payne, F. and C. Rivington, J. Sewell, W. Richardson, W. Lane, W. Lowndes, G. and T. Wilkie, W. Nicoll, W. Fox, Ogilvy and Speare, J. Debrett, J. Scatcherd, Vernor and Hood, Clarke and Son, J. Nunn, J. Barker, B. Crosby, Cadell and Davies, and E. Newbery, 1796.",London,461,female,1708,1770,TRUE,"and shred the liver very finall, then take an ounce of truc. and morels chopped small , - with parsiey; roast two or three onions , take off their outermoit coats, pound six cloves and a dozen coriander seeds, add them to the onions , and pound them together in"
0989200400_000027,"The housewife. Being a most useful assistant in all domestic concerns, whether in a town or country situation. Containing, bills of fare for every month in the year, with Rules for Marketting. General Rules in Cookery. Directions for dressing all Kind of Fish, Flesh and Fowl, with their proper Sauces. Method of making Ragouts, Soups, Broths, Pottages, Cullisses; and dressing all Sorts of Kitchen-Garden Stuff Forms for making Jellies, Pies and Puddings. Pickling, Collaring, Potting and Preserving. Instructions for making Butter and Cheese. Rules for setting out Dinners, Suppers, &c. To make Beer, Ale, English Wines, Mead, Metheglin, Cyder, and Shrub. A curious Method of preserving Eggs fresh, either for Eating or Hatching a Twelvemonth; not to be found in any other Work of the Kind. Variety of receipts in physic, which comprize cures for most of the ailments, Accidents and Indispositions with which the human Body is chiefly amicted. Particularly, new and approved Recipes for the Recovery of Consumptive, Gouty, and Rheumatic Persons. By Lætitia Montague Sometime Companion to a Lady in one of the first Families in the Kingdom.","Montague, Laetitia",207,2,2,2,6,8,2,2,1,11,0,1,0,2,0,4,6,4,2,0,3,9,3,4,3,2,2,4,2,4,13,2,2,1,5,6,5,7,1,3,3,0,0,0,2,0,10,5,5,8,5,3,1,2,3,2,2,7,5,5,3,1785,1,1,"London : printed for J. Dixwell, No. 148, St. Martin's Lane, Charing Cross, [1785?].",London,198,female,,,FALSE,"when it is warm, clear your sauce of the onion , herbs , c. and thicken it with burnt butter . This is an excellent dish . Serve it hot , and garnish with lemon sliced , red beet roots, capers, and such like. Thin beef collops Jfewed. CUT raw"
1039400300_000053,"The art of cookery, made Plain and Easy; which far exceeds any thing of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper, or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the Chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Fast-Dinner, a Number of good Dishes, which you may make use of for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hog's Puddings, Sausages, &c. XIII. To Pot and Make Hams, &c. XIV. Of Pickling. XV. Of Making Cakes, &c. XVI. Of Cheescakes, Creams, Jellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To Make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French-Beans, &c. XX. Of Distilling. XXI. How to Market, and the Seasons of the Year for Butcher's Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. By H. Glasse.",Hannah Glasse,187,2,1,1,1,10,3,2,1,7,1,3,0,6,4,10,4,2,0,5,4,1,3,4,3,1,2,1,1,3,12,3,4,2,4,4,6,3,2,8,2,1,2,5,3,1,3,10,1,1,1,1,2,0,3,4,3,3,4,2,1,1748,1,1,"London : printed for the author, and sold at Mrs. Wharton's Toy-Shop, the Bluecoat-Boy, near the Royal-Exchange; at Mrs. Ashburn's China-Shop, the Corner of Fleet-Ditch; at Mrs. Condall's Toy-Shop, near Gray's-Inn-Gate, Holborn; at the author's, at the Prince of Wales's Arms, in Tavistock-Street, Covent-Garden; and at all the great towns in England, [1748].",London,369,female,1708,1770,TRUE,Dish . You may use Veal if you have not a Sweetbread. To dress a Hare. A S to roatfing of a Hare I have given full Direction: the A Beginning of the Book. A jugged Hare. C U T it into little Pieces . lard th m here and
0094700600_000034,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from practice, And dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: Consisting of near nine hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The seventh edition. With Three Copper Plates of a curious new-invented Fire Stove, wherein any common Fuel may be burnt instead of Charcoal, and Two Plans of a Grand Table of Two Covers. By Elizabeth Raffald.",Elizabeth Raffald,192,3,3,3,9,3,4,1,4,4,1,2,1,2,0,5,3,4,5,2,6,0,7,11,1,3,6,6,1,6,4,2,1,1,3,2,3,4,5,1,5,3,0,0,4,5,4,1,1,4,4,3,6,0,2,0,2,4,1,7,4,1780,1,1,"London : printed for the author, and sold by R. Baldwin, No. 47, in Pater-Noster-Row, 1780.",London,410,female,1733,1781,FALSE,"o alamode BEEF . TAKE the bone out of a rump of beef , lard the top with bacon , then make a forcemeat of four ounces of marrow, two heads of garlic, the crumbs of a penny loaf, a few sweet herbs chopped small , nutmeg , pepper and"
0094600100_000090,"The English art of cookery, according to the present practice; being a complete guide to all housekeepers, ... With bills of fare for every month in the year. Neatly and correctly engraved on twelve copper-plates. The third edition. By Richard Briggs, ...","Briggs, Richard",220,10,0,3,2,3,1,1,3,4,2,5,0,5,1,7,3,5,8,5,6,4,8,8,3,3,5,9,4,7,8,5,2,3,2,6,9,7,1,4,7,0,2,1,0,1,3,5,2,0,3,4,0,0,3,1,9,1,0,3,3,1794,1,1,"London : printed for G.G. and J. Robinson, 1794.",London,605,unknown,,,FALSE,"with lemon and beetroot. Ducks duck.i a la Mode. TAKE a couple of fine ducks, pick, draw, and singe them, cut them into quarters , pepper , salt , and flour them; put some butter into a slew pan , and fry them of a light brown ; pour the"
0283500500_000027,"The compleat housewife: or, accomplish'd gentlewoman's companion: being a collection of upwards of six hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And also Bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Person was disorder'd, and the salt Water failed; never before made publick: fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,186,3,0,2,3,10,0,2,3,6,1,0,3,2,4,3,2,6,3,4,2,1,3,8,4,1,1,2,3,3,5,2,3,4,3,3,4,6,6,3,7,1,7,1,5,0,7,0,1,1,2,5,3,2,2,5,2,5,3,2,1,1741,1,1,"London : printed for J. and H. Pemberton, at the Golden Buck, against St. Dunstan's Church in Fleetstreet, [1741].",London,394,female,,,FALSE,"as can be; mix fat and lean together , shred and mix them well; two ounces and a half of salt , half an ounce of pepper , thirty cloves, and three or four large blades of mace , six spoonfuls of sage, two spoonfuls of rosemary cut exceeding fine"
0696500100_000031,"The art of cookery, made plain and easy; which far exceeds any thing of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the Chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner, a Number of good Dishes, which you may make use of for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To make Anchovies, Vermicella, Carchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, By Way of Appendix, I. To dress a Turtle, the West-India Way. II. To make Ice Cream. III. A Turkey, &c. in Jelly. IV. To make Citron. V. To candy Cherries or Green Gages. VI. To take Ironmolds out of Linnen. Vii. To make India Pickle: Viii. To make English Catchup. IX. To prevent the Infection among horned Cattle. By a lady.",Hannah Glasse,206,10,1,4,1,4,2,0,4,2,5,3,0,5,0,4,1,5,4,3,3,6,6,8,1,3,3,6,0,10,11,4,3,3,4,0,6,4,3,3,4,2,4,2,1,2,4,7,2,0,4,0,2,2,0,6,10,0,2,2,5,1755,1,1,"London : printed, and sold at Mrs. Ashburn's China-Shop, the Corner of Fleet-Ditch; at the Bluecoat-Boy, near the Royal-Exchange; at the Prince of Wales's Arms, in Tavistock-Street, Covent-Garden; by W. Innys, in Pater-Noster Row; J. Hodges, on London-Bridge; T. Trye, near Gray's-Inn-Gate, Holborn; B. Dod, in Ave-Mary-Lane; J. Brotherton, in Cornhill; and by the booksellers in town and country, M.DCC.LV. - This Book is publish'd with His Majesty's Royal Licence; and whoever prints it, or any Part of it, will be prosecuted, [1755].",London,362,female,1708,1770,TRUE,"the Pan into a Basin;; put in Half a Pint of White Wine , a few Capers, the Yolks of two Eggs beat with a little Nu'ttmeo and a little Salt , add to this the Liquor they were fred in, anl keep stirring it all one Way all the"
