PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(appear),termFreq(art),termFreq(band),termFreq(beauti),termFreq(bosom),termFreq(bright),termFreq(brocad),termFreq(buckl),termFreq(charm),termFreq(coat),termFreq(corset),termFreq(curl),termFreq(dress),termFreq(embroid),termFreq(face),termFreq(fashion),termFreq(femal),termFreq(fine),termFreq(flow),termFreq(form),termFreq(gentlemen),termFreq(glass),termFreq(glitter),termFreq(gold),termFreq(hair),termFreq(handsom),termFreq(hat),termFreq(head),termFreq(hoop),termFreq(human),termFreq(lace),termFreq(ladi),termFreq(linen),termFreq(lip),termFreq(long),termFreq(loos),termFreq(manner),termFreq(paint),termFreq(powder),termFreq(preciou),termFreq(ribbon),termFreq(ruffl),termFreq(show),termFreq(silk),termFreq(silver),termFreq(size),termFreq(sleev),termFreq(ti),termFreq(vain),termFreq(velvet),termFreq(waist),termFreq(wig),termFreq(wore),termFreq(wrought),termFreq(young),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0621000501_000028,"The present state of the Empire of Morocco. Its animals, products, climate, soil, Cities, Ports, Provinces, Coins, Weights, and Measures. With the Language, Religion, Laws, Manners, Customs, and Character, of the Moors; the History of the Dynasties Since Edris; the Naval Force and Commerce of Morocco; and the Character, Conduct, and Views, Political and Commercial, of the Reigning Emperor. Translated from the French of M. Chenier. ...","Chénier, Louis de",57,0,1,0,0,2,1,0,0,1,1,0,0,0,4,2,2,1,1,4,0,0,0,0,0,8,1,2,0,1,0,1,0,1,1,0,0,0,2,0,0,1,1,0,2,1,3,0,0,3,0,2,4,0,0,0,2,1,1788,1,2,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.LXXXVIII. [1788].",London,385,male,1722,1795,FALSE,"in their hand, but without annexing any ideas of devotion to the practice, although they use it to recite the name of God a certain number of times in the day. After these momentary prayers they play with their rotary, much the same as the European ladies do with their"
0175600301_000229,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,53,0,3,1,0,2,1,0,0,2,1,1,0,1,3,1,0,1,0,1,0,1,0,0,0,2,3,2,0,2,0,0,7,3,2,0,1,1,1,0,0,0,1,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,1778,1,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,598,male,1741,1793,FALSE,"spread through pertfns of all ranks, except the lweft clafstof negroes. These laces are: all f jflanders ranufa&ure, no woman of faliion condescending to. look' u pon an ting' ejfe. They are sowed to; the linen of the women, which they entireiy cveraid. wofe whole dress is, erfetly different from"
0844000500_000010,"The new Bath guide: or, memoirs of the B-n-r-d family. In a series of poetical epistles.",Christopher Anstey,44,0,0,0,0,4,1,1,0,1,3,2,0,2,1,1,1,2,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,5,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,3,0,0,1,2,0,0,1,0,1794,1,1,"London : printed for Wenman and Hodgson, No. 144, Fleet-Street, MDCCXCIV. [1794].",London,173,male,1724,1805,FALSE,"of TRUE; fless and Lady Morell; Had never ben adored by Sir PIE MACARONI, And countve RMICEL LI his intimate crony; Both men of such taste, their opinions are taken From an ortolan down to a raffler of bacon. What makes KITTY SPICEB., and little Miss SAGO, To auc&ions and"
0484000303_000051,"Þorða Anzel-cynnan: or a compleat view of the manners, customs, arms, habits, &c. of the inhabitants of England, from the arrival of the Saxons, till the reign of Henry the Eighth. With a short account of the Britons, during the government of the Romans. In two volumes. By Joseph Strutt, ...",Joseph Strutt,53,1,0,1,2,0,0,0,0,0,0,2,0,1,3,2,0,2,0,1,0,1,1,0,0,2,2,0,1,4,0,0,2,8,0,0,0,0,0,0,1,0,0,1,0,3,3,0,1,1,0,3,0,0,2,0,2,0,1775,3,3,"London : sold by Benjamin White, 1775-76.",London,234,male,1749,1802,FALSE,"the hangers a little before,) strikes off a skirt of a thick doublet I had, lined with four taffataes, cuts off two panes of embroidered pearl, rends through the drawings out of tissue, enters the linings, and ships the flesh; and not having leisure to put off my silver spurs,"
0675200100_000010,"The new Bath guide: or, memoirs of the B-n-r-d family. In a series of poetical epistles.",Christopher Anstey,56,0,2,0,0,7,1,4,0,1,5,2,0,2,1,0,1,2,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,4,0,1,1,0,2,0,0,0,1,1,4,2,0,0,0,2,0,0,1,2,0,0,1,0,1800,1,1,"London : printed by C. Whittingham, Dean Street, Fetter Lane, for the associated booksellers, Vernor and Hood, J. Cuthell, Ogilvy and Son, J. Walker; Lackington, Allen, and Co. J. Nunn, Otridge and Son, and R. Lea, 1800.",London,167,male,1724,1805,FALSE,"often desires us to take off a dozen; G 82 He has taste, without doubt, and a delicate ear, No vile oratorios ever could bear; But talks of the operas and his Signiora, Cries bravo, benissimo, bravo, encora! And oft is so kind as to thrust in a note While"
0953200100_000278,"Ducatus Leodiensis: or, the topography of the ancient and populous town and parish of Leedes, and parts adjacent in the West-Riding of the county of York. With The Pedegrees of many of the Nobility and Gentry, and other Matters relating to those Parts; Extracted from Records, Original Evidences, and Manuscripts. By Ralph Thoresby, F. R. S. To which is added, at the Request of several Learned Persons, A Catalogue of his Musaeum, with the Curiosities Natural and Artificial, and the Antiquities; particularly the Roman, British, Saxon, Danish, Norman, and Scotch Coins, with Modern Medals. Also A Catalogue of Manuscripts; the various Editions of the Bible, and of Books Published in the Infancy of the Art of Printing. With An Account of some unusual Accidents that have attended some Persons, attempted after the Method of Dr. Plot.","Thoresby, Ralph",71,0,0,0,1,1,0,0,0,0,0,2,0,1,0,5,0,0,0,2,0,3,1,1,0,9,2,0,0,1,0,0,5,3,3,0,2,0,1,1,0,0,1,0,0,9,6,0,3,0,0,2,0,0,1,3,2,0,1715,1,1,"London : printed for Maurice Atkins, and sold by Henry Clements at the Half-Moon in St. Paul's Church-Yard, MDCCXV. [1715].",London,680,male,1658,1725,FALSE,"Sorocold. An Indian Bonnet of very fine curious Workmanflhip; the ont fide consists of six Triangles, of Crirfon and Black waved; the Interstices of Yellow, with Lines of Black and Crimson intermixed the Inside is of straw work, Red, Purple and Yellow waved after a different Manner . Don. itho."
1585100150_000127,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,78,0,2,0,4,0,5,0,0,0,0,1,0,3,14,1,0,2,1,0,0,3,0,0,0,5,1,0,3,3,0,0,13,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,1,0,2,3,0,0,0,1,0,1783,50,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1067,unknown,,,FALSE,"[lair in light ring ]et curls . No. 2 EVENING DRESS . A round dress of white muslin made high over the bosom , with short sleeves trimmed with lace , and ornamented round the bottom with three rows of small tucks, A spotted ermine tippet, tippet. A cap composed"
0733301000_000015,"A plan for the conduct of female education, in boarding schools. By Erasmus Darwin, M. D. F. R. S. Author of Zoonomia, and of the Botanic Garden.",Erasmus Darwin,56,0,1,0,0,6,1,0,0,0,1,1,0,1,8,0,0,2,1,0,2,2,0,1,0,1,5,0,0,2,1,1,0,5,0,0,2,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,2,2,1797,1,1,"Derby : printed by J. Drewry; for J. Johnson, St. Paul's Church-Yard, London, 1797.",Derby,128,male,1731,1802,TRUE,"as of the Venus de Medici, and the Antinous; and in the works of some modern artists, as in a beautiful print of Hebe feeding an eagle, painted by Hamilton, and engraved by Eginton; and many of the figures of Angelica Kauffman. And lastly, which is so eminently seen in"
0418300100_001192,"By the King's royal license and authority. A new royal authentic and complete system of universal geography antient and modern: Including All the late important Discoveries made by the English, and other celebrated Navigators, of various Nations, in the different Hemispheres; and containing a complete genuine history and description of the whole world. As Consisting of Empires, Kingdoms, States, Republics, Provinces, Continents, Islands, Oceans, &c. with the Various Countries, Cities, Towns, Promontories, Capes, Bays, Peninsulas, Isthmusses, Gulphs, Rivers, Harbours, Lakes, Aqueducts, Mountains, Volcanos, Caverns, Deserts, &c. &c. throughout Europe, Asia, Africa and America: together with Their respective Situations, Extent, Latitude, Longitude, Boundaries, Climates, Soil, natural and artificial Curiosities, Mines, Metals, Minerals, Trees, Shrubs, the various Kinds of Fruits, Flowers, Herbs and vegetable Productions. with as Account of The Religion, Laws, Customs, Manners, Genius, Tempers, Habits, Amusements, and singular Ceremonies of the respective Inhabitants: their Arts, Sciences, Manufactures, Learning, Trade, Commerce, Governments, &c. Also exact Description of The various Kinds of Beasts, Birds, Fishes, amphibious Creatures, Reptiles, Insects, &c. peculiar to each Country; including every Thing curious, as related by the most eminent Travellers and Navigators, from the earliest Accounts to the present Time. Likewise The Essence of the Voyages of the most enterprising Navigators of different Nations and Countries, from the celebrated Columbus, the first Discoverer of America, to the Death of our no less celebrated Countryman Captain Cook, &c. &c. Together with A concise History of every Empire, Kingdom and State. Including An Account of the most remarkable Discoveries, Settlements, Battles, Sieges, Sea-Fights, and various Revolution that have taken place in different Parts of the World. The Whole forming an authentic and entertaining Account of every thing worthy of Notice throughout the whole Face of Nature, both by Land and Water. With a great Variety of curious Articles, communicated by Gentlemen who have travelled in various Parts, and by Captains of Ships, &c. none of which ever appeared in Print before. To which is added, A Complete Guide to Geography, Astronomy, the Use of the Globes, Maps, &c. With an Account of The Rise, Progress, and present State of Navigation throughout the Known World. Published by the Royal Licence and Authority of His Britannic Majesty King George III. And containing every important, interesting, valuable and entertaining discovery throughout the whole of Captain Cook's voyages Round the World. Together with those of all other Made as well as Antient Circumnavigators round the Globe, particularly those of Byron, Mulgrave, King, Clerke, Gore, Carteret, Wallis, Bougainville, &c. (performed by Order of his Britannic Majesty) As well as all other Modern Navigators and Travellers who have published their Discoveries in the various Languages throughout the World. By the Reverend Thomas Bankes, Vicar of Dixton in Monmouthshire, and Author of the Christian's Family Bible. Edward Warren Blake, Esq. and Alexander Cook, A. M. Teacher of Geography, Astronomy, and Navigation.","Bankes, Thomas",53,1,0,0,0,0,0,0,1,1,1,0,0,1,6,1,2,4,1,0,0,1,0,0,1,2,5,0,4,1,0,1,4,5,0,0,2,1,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1790,1,1,"London : printed for J. Cooke, No. 17, Pater-Noster-Row, [1790?].",London,1104,unknown,,,FALSE,"the exercise of that kind of addrcf, which is here d(jl I tinguifliee EUROPE.] s67 tinguihed by the name of gallantry. It is an exercise by the repetition of which he becomes very pert, very familiar, and very impertinent. A Frenchman, in consequence of his mingling with the females'frum his"
1585200152_000087,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,63,3,2,1,0,5,0,0,1,0,2,2,0,1,4,1,2,3,0,4,0,5,0,1,0,4,0,0,1,1,0,0,3,4,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,2,1,3,1,0,0,0,0,0,1783,52,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1047,unknown,,,FALSE,"not wish that it may endure for ever, who would not join in the supplication with which the report of the parent society concludes, and which terminates also that of the leeds.committee, "" that the dispositiobt and means to satisfy the increasing claims on the society may never fail, that"
1584000119_000225,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,90,0,3,0,0,2,0,0,0,0,0,14,0,3,3,14,1,1,0,0,0,3,2,0,0,1,1,2,1,2,0,0,2,4,0,0,0,1,0,0,0,0,1,0,0,21,5,1,0,0,0,2,0,0,0,0,0,0,1783,19,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,634,unknown,,,FALSE,"the Order of the Garter. Prince William of Glouceffer. -- A blue silk coat embroidered with silver . Among the other gentlemen's dresses , the following were the most dift~inguilhed : Lord Chefferfield. -- A blue ked~eymere coat , with an embroidery of white, of glks, dentelles, c. The design"
0845200202_000074,"A complete view of the dress and habits of the people of England, from the establishment of the Saxons in Britain to the present time, illustrated by engravings Taken from the Most Authentic Remains of Antiquity. To which is Prefixed an Introduction, Containing a General Description of the Ancient Habits in Use Among Mankind, from the Earliest Period of Time, to the Conclusion of the Seventh Century. By Joseph Strutt. ...",Joseph Strutt,51,0,1,1,2,3,0,0,0,0,0,2,0,0,3,1,0,5,1,0,0,1,0,1,0,3,2,0,1,2,0,0,2,4,0,0,2,1,1,1,1,0,1,0,2,1,0,0,3,0,0,1,0,0,0,1,1,0,1796,2,2,"London : printed by J. Nichols, for J. Edwards, Pall-Mall; R. Edwards, Bond-Street; B. and J. White, Fleet-Street; G. G. and J. Robinson, Pater-Noster-Row; and J. Thane, Spur-Street, Leicester-Square, MDCCXCVI. [1796]-99.",London,390,male,1749,1802,FALSE,"I have generally followed the beautiful manuscript copy of this celebrated poem, preserved at the British Museum ¶, which varies frequently very materially from the printed editions, and especially in this passage, where a reason totally different from the former is assigned; that is, becaufe/be wasfj lately born, and therefore"
0272000314_000019,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. By Mr. Salmon. Vol. XIV. Treats of the Islands of Britain, and more at large of the South Part of Great Britain call'd England, describing the Face of the Country, the Mountains, Forests, Seas, Rivers, Fisheries, Soil, Vegetables, and the several Species of Animals it produces. 2. The Persons and Habits of the Natives. 3. Their Genius and Temper, Virtues and Vices. 4. Their Diet, Rural Sports and other Diversions. 5. Their Husbandry and Gardening: And, 6thly and lastly, Treats of the several Antient Divisions of England, and the Modern Division of it into Circuits and Counties, and herein more particularly of the County of Middlesex and City of London, shewing the Antient as well as Present State of that Metropolis. Illustrated with cuts and maps, accurately Drawn, according to the Geographical Part of this Work, by Herman Moll,",Thomas Salmon,51,0,1,3,0,1,1,0,0,1,0,2,0,0,4,0,0,2,0,1,0,1,4,0,0,2,0,0,0,0,1,0,6,7,2,0,4,0,0,1,0,0,0,2,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1731,14,26,"London : printed for Tho. Wotton, at the Three Daggers and Queen's Head against St. Dunstan's Church; J. Shuckburgh, near the Inner Temple-Gate; both in Fleet-Street: and T. Osborne, in Grays-Inn, MDCCXXXI. [1731].",London,485,male,1679,1767,FALSE,"principal Extravagance, like that of Ladies , is in foreign Lace England Lace and Linen , which is abundantly more ""V than all the other Articles of their Clothing put together. The chief Alterations that I have observed in their Garb these last Forty Years, besides their Wigs already mentioned,"
1584900146_000431,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,75,0,0,0,4,0,2,0,0,0,0,10,0,3,9,0,0,4,0,0,1,4,0,0,0,4,4,0,1,0,1,0,4,1,0,0,3,2,0,0,0,0,2,0,0,3,0,0,4,3,0,5,1,0,0,0,0,0,1783,46,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1048,unknown,,,FALSE,"bottom.; Acanxbric penseoat wtith one row of open hemming at the feet; ligwaise, plate in fronfc, prawn back; and fa11 sleeves , g~athreredt into a band of acedle work,. corresponding with the bottom of the dress , sad~b terminated with a frill of narrow lace ; a deep faill~of lace"
