PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(believ),termFreq(better),termFreq(brother),termFreq(captain),termFreq(colonel),termFreq(cry),termFreq(daughter),termFreq(differ),termFreq(end),termFreq(famili),termFreq(father),termFreq(form),termFreq(friend),termFreq(girl),termFreq(god),termFreq(govern),termFreq(hand),termFreq(happi),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(kind),termFreq(know),termFreq(ladi),termFreq(letter),termFreq(life),termFreq(light),termFreq(littl),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(morn),termFreq(mother),termFreq(near),termFreq(oblig),termFreq(old),termFreq(opinion),termFreq(person),termFreq(poor),termFreq(prai),termFreq(receiv),termFreq(return),termFreq(set),termFreq(suppos),termFreq(sure),termFreq(taken),termFreq(think),termFreq(thought),termFreq(turn),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0022000103_000007,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,95,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,4,2,0,2,0,0,5,5,5,1,0,4,6,2,0,1,0,0,6,2,2,0,1,0,2,1,4,1,1,1,0,0,4,1,8,3,0,1,2,0,6,1766,3,7,"London : printed (by assignment from Mr. Richardson's executors) for J. Rivington, in St. Paul's Church-Yard; R. Baldwin, S. Crowder, J. Coote, and M. Richardson, in Pater-Noster-Row, MDCCLXVI. [1766].",London,375,male,1689,1761,TRUE,"in managing them, than he has reason to do. My Uncle was charmed with the scene; and thinks the two Ladies did julf as he would have done. He means'it a compliment to their delicacy, I presume: But I am of my Aunt Selby's opinion , that theirgene rus. -"
1042400302_000025,"False friendship; or, nature in masquerade. A novel. Founded in truth. Consisting of letters which have actually passed between persons in fashionable life, upon the most affecting subjects. In two volumes. ...",,73,1,2,0,0,2,4,0,2,0,1,0,0,0,2,4,0,0,1,5,1,1,1,3,1,3,1,4,6,1,0,2,2,1,0,1,0,1,8,1,1,0,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1799,2,2,"London : printed for W. Treppass, No. 31, St. Martin's-le-Grand, 1799.",London,217,unknown,,,FALSE,"the attorney, Colonel Elwood fettled his fortune on Maria and her son, excepting a few legacies. The agitation of the charming girl drew tears from our eyes her former resentment vanished at feeing him thus penitent, and soft sorrow, and kind humanity, took place. Branded with the guilt of seducing"
0210900600_000008,Worldly compliances. Dedicated to the Lady Frances Shirley.,"Leaf, Jeremy",84,0,0,2,0,0,0,0,1,0,0,1,1,0,1,2,1,0,0,0,1,1,0,3,2,0,3,14,0,2,0,2,1,4,4,1,1,1,3,0,1,0,1,0,2,1,0,2,1,1,0,1,2,1,8,1,2,2,0,5,1,1752,1,1,"London : printed for D. Job, at the Spread-Eagle, in King-Street, Covent-Garden; R. Baldwin, at the Rose, in Pater-Noster-Row; and P. Stevens, facing Stationers-Hall, M.DCC.LII. [1752].",London,58,unknown,,,FALSE,"French songs, telling love tales, and talking of dress. Lady Fidelia. I think you may tell her, this conversation is that foolish talking and jesting forbid in scripture. Roalleta. Mamma has often bid me read the scriptures,. and what I find there, I hope She will permit me to observe."
0022600301_000041,The errors of education. In two volumes. By Mrs. Parsons. Dedicated (by Permission) to the Right Hon. the Countess of Hillsborough. ...,Eliza Parsons,70,1,0,2,0,0,1,0,3,0,1,1,0,0,1,3,0,0,1,1,1,2,1,0,0,0,0,12,0,2,0,2,0,3,1,1,1,0,4,1,3,0,0,0,2,2,2,2,0,1,0,0,1,0,1,1,2,1,3,1,2,1792,1,2,"Dublin : printed for T. Jackson, No. 23, Parliament-Street, MDCCXCII. [1792].",Dublin,249,female,1738,1811,TRUE,"scarlet coat would be to his pretty person . Mrs. South sat admiring hei son; and every party was satisfied but Sir William; he really began to feel an inquietude about Miss Summers which he had never before experienced, and envied every word and look lhe bestowed on another: his"
0027500107_000003,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In seven volumes. To each of which is added, a table of Contents. The fourth edition. In which many passages and some letters are restored from the original manuscripts. And to which is added, an ample collection of such of the Moral and Instructive sentiments interspersed throughout the Work, as may be presumed to be of general Use and Service. ...",Samuel Richardson,83,1,0,2,6,0,3,0,4,1,0,4,7,0,1,0,2,0,2,1,3,0,0,5,2,0,3,1,0,0,0,0,0,4,0,2,1,1,2,0,4,1,2,0,0,1,0,1,0,2,1,3,0,0,2,0,3,1,1,1,2,1751,7,7,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, in St. Paul's Church-yar[d] and by J. Leake, at Bath, M.DCC.LI. [1751].",London,453,male,1689,1761,TRUE,"for her conduct are not heard. It would break .my heart to. lose her. i think ,  my dear, to your Father , none so fit as I to go up, if you will givie re eave.; 44 Mirs. Norton hall accompany me.. - i - *  .This"
0019100107_000064,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life; And particularly shewing, The Distresses that may attend the Misconduct Both of Parents and Children, In Relation to Marriage. In seven volumes. Published by the editor of Pamela. ... . To which is prefixed, A Table of Contents to the Whole.",Samuel Richardson,83,1,0,2,7,0,3,0,4,1,0,4,5,0,1,0,2,0,2,1,3,0,0,4,2,0,3,1,0,0,0,0,0,4,0,2,1,1,2,0,4,1,2,0,0,1,1,0,0,2,1,4,0,0,3,0,3,1,1,1,2,1749,7,7,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, in St. Paul's Church-Yard; and by J. Leake, at Bath, M.DCC.XLIX. [1749].",London,433,male,1689,1761,TRUE,"suppose that, my Bella, said your poor mother : I cannot think of parting with my Clary With all her faults, she is my child -- Her reasons for he;  conduct are not heard. It would break my heart to lole her. i think , my dear, to your"
0345900902_000013,"Dramatic dialogues, for the use of young persons. By the author of The blind child.",Elizabeth Pinchard,120,0,0,0,0,0,14,0,7,0,0,0,5,0,5,4,2,0,2,7,2,0,8,2,0,3,3,8,0,0,1,2,4,0,7,2,0,0,2,0,0,0,0,9,0,0,3,3,0,0,0,1,2,1,2,1,0,3,1,0,4,1792,2,2,"London : printed for E. Newbery, the corner of St. Paul's Church-Yard. M,DCC,XCII. (entered at Stationer's Hall.), [1792].",London,168,female,,,FALSE,"excuse it! (He mailes.) ROBERT, (taking her in his arms.) My child, I do not weep for sorrow, but for joy, thou art so good, and so happy . LUCETTA. Ah, my dear father , I owe both to you! but not a tingle tear must you shed to day."
0440300104_000006,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In four volumes. By Mrs. Parsons, ...",Eliza Parsons,87,0,0,0,0,1,0,1,0,0,0,2,2,0,1,4,6,0,0,2,5,1,0,0,2,0,2,6,3,0,0,1,1,2,2,2,1,0,0,1,1,0,1,2,0,1,9,3,0,1,0,1,3,1,3,1,0,9,1,1,1,1793,4,4,"London : printed for William Lane, at the Minerva, and sold by E. Harlow, 1793.",London,226,female,1738,1811,TRUE,"sp niard, every one agrees is a very worthy man, and adores his fair mistress.. C Do you know that I think Mr. Sackville is more than half in love with Mrs. Neville; he is much older, to be sure , yet he is a very agreeable and worthy man,"
1377400203_000031,"Miss Melmoth; or, The new Clarissa. In three volumes.",Sophia Briscoe,72,0,0,0,1,0,0,0,3,1,1,0,0,0,2,3,3,0,3,2,3,3,1,3,2,1,1,5,0,1,0,0,4,2,0,1,0,0,2,0,5,0,0,0,1,2,1,1,2,1,0,0,3,0,1,2,1,2,1,0,1,1771,3,3,"London : printed for T. Lowndes, No. 77, in Fleet-Street, M D CC LXXI. [1771].",London,289,female,1740,1820,FALSE,"6 noble nobl'man in power, in behalf of a very unfortunate person , He went on horseback, and was, as the firvant thinks , very deep in thought , .and regardless of his way; the reins laying loose, the horse fell with. him, throwing him over his head; he was"
0292300130_000025,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,91,1,0,1,0,7,0,0,6,0,0,7,6,0,1,1,0,0,0,3,0,0,4,0,3,0,1,2,0,0,0,1,3,7,4,1,0,0,6,1,1,0,0,2,0,0,3,0,0,0,0,3,1,1,5,0,2,3,0,2,2,1797,30,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,344,unknown,,,FALSE,"than myself and yet thee' are few to whom' a snug sum wodild, at this moment, be more acceptable. '  Vil. Yo, promise. me, then, that in this affair of Miss wiulorigh byi s'   Zoniuns, Villars, I won't brag too much neither; I D am still flesh"
0817700402_000012,The history of Fanny Meadows. In a series of letters. By the author of The exemplary mother. ...,Maria Susanna Cooper,83,1,1,1,0,3,0,0,1,0,2,0,1,1,5,2,4,0,1,4,0,0,2,3,0,2,1,5,2,2,0,1,2,3,0,0,1,1,4,0,0,1,3,1,0,0,7,6,1,0,0,2,1,1,0,2,0,0,1,1,0,1775,2,2,"London : printed for T. Becket, 1775.",London,179,female,1737,1807,FALSE,"her so, Miss , and if ihe had minded your good Counsel she would have been an honest Man's Wife, and been very well to live, as a Body may say. When she was made a Lady (I shall never forget her the longest Day I have to live) how"
0049900108_000012,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In eight volumes. To Each of which is added a table of Contents. The third edition. In which many passages and some letters are restored from the original manuscripts. And to which is added, an ample collection of such of the Moral and Instructive sentiments. interspersed throughout the Work, as may be presumed to be of general Use and Service. ...",Samuel Richardson,78,1,0,0,1,0,1,1,1,0,1,1,1,0,2,0,2,0,2,1,1,4,2,0,2,0,2,9,7,2,1,2,1,0,0,1,0,0,2,0,2,1,0,2,0,1,3,1,1,2,1,0,1,1,0,1,0,1,2,0,7,1750,8,8,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, St. Paul's Church-Yard; and by J. Leake, at Bath, M.DCC.LI. 1750-51 [1751].",London,399,male,1689,1761,TRUE,"himself. The servants seemed more inclined to execrate than welcome him - O maifer! 0 young man! cried three or four together, what difinal tidings have you brought! They helped him, at the very first word , to his horse; which with great civility they had put up on his"
0696101401_000046,The modern miniature. A novel. In two volumes. ...,,84,3,0,0,0,2,0,0,1,0,0,4,0,0,2,1,0,0,0,1,0,2,1,2,3,0,2,8,0,1,0,1,1,1,3,0,1,0,17,2,4,0,0,2,0,2,0,2,3,1,0,1,1,1,1,1,0,0,2,0,4,1792,1,2,"London : printed for T. Hookham and J. Carpenter, Old and New Bond-Street, 1792.",London,298,unknown,,,FALSE,"dissemble any longer, and the next morning ordered everything to be got in readiners for their departure, resolving to stay with Mrs. Wood till their own house was fit to receive them. As the family were sat at breakfast, they were surprised by Miss Bridget and her filter entering the"
0440300102_000018,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In four volumes. By Mrs. Parsons, ...",Eliza Parsons,77,0,0,0,0,1,0,0,0,0,0,1,3,0,4,1,2,0,0,2,0,1,1,1,3,0,2,6,2,0,0,2,2,6,4,0,1,0,6,5,3,0,3,0,1,1,1,0,0,2,1,1,2,0,1,2,0,1,0,0,2,1793,2,4,"London : printed for William Lane, at the Minerva, and sold by E. Harlow, 1793.",London,268,female,1738,1811,TRUE,"calm and composed; she wiflled to see her husband, and in spite of his former indifference, he could not see her and the child without visible emotions. She ifid,. ""My dear Mr. Menville, this is a new tie to cement our affeation."" The nurse requested her not to talk,. and"
0020100301_000059,The history of Sir Henry Clarendon. ...,,84,0,3,1,1,0,0,0,3,1,0,3,4,0,1,2,0,0,1,2,1,2,3,0,0,0,2,12,0,0,0,3,0,3,5,0,0,2,6,1,0,0,0,0,0,2,0,3,1,2,1,2,0,0,4,2,0,1,1,1,2,1785,1,2,"London : printed for R. Baldwin, in Pater-Noster Row ; and W. Richardson, at the Royal-Exchange, 1785.",London,311,unknown,,,FALSE,"but I never will consent, as I am persuaded Lady Anne F, though my aunt, is a very improper woman to initiate an inexperienced girl into the world . I shall rejoice to see Caroline: Of late my mind has been so occupied, that I really had not either time"
1112000300_000020,"The relapse; or, virtue in danger. A comedy, by Sir John Vanbrugh. Adapted for theatrical representation, as performed at the Theatre-Royal, Covent-Garden. Regulated from the prompt-book, By Permission of the Manager.",John Vanbrugh,84,1,0,1,0,0,0,0,1,0,0,1,3,0,0,3,1,0,0,3,1,1,4,3,0,1,2,2,0,0,0,1,4,3,3,2,0,1,15,1,0,0,1,4,1,0,3,3,0,0,0,1,2,0,3,2,0,2,2,0,2,1795,1,1,"London : printed for the proprietors, under the direction of John Bell British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCV. [1795].",London,127,male,1664,1726,TRUE,"that which pleases me, i; to think what work i'11 make when I get to London; fr when I am a wife and a lady both, nurse, i cod i'11 slant it with the best of them. Nurse. Look, look, if his honour be not a coming to you; now"
0281800108_000042,"Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. and particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. ...",Samuel Richardson,77,0,0,0,1,0,1,0,1,0,1,1,1,0,2,0,2,0,2,2,2,3,2,0,2,1,3,8,5,1,1,2,0,0,0,1,0,0,3,0,4,1,1,2,0,1,3,1,1,2,1,0,1,1,1,1,0,1,1,0,6,1792,8,8,"London : printed for B. Law and Son, T. Cadell, G.G.J. and J. Robinson, R. Baldwin, J. Johnson, W. Richardson, W. Goldsmith, W. Lowndes, T. Vernor, W. Lane, Hookbam and carpenter, G. and T. Wilkie, P. Macqueen, B. Paulder, and E. Newbery, M.DCC.XCII. [1792].",London,398,male,1689,1761,TRUE,"who was so deservedly the darling of her heart , vas no more! He proceeded to Miss Howe's, with the'letter for her. That Lady , he was told, had just given orders for a young man, a tenant's son, to post to Loqndon, to bring her news of her dear"
1009700201_000020,The history of Mrs. Drayton and her two daughters. In three volumes. ...,,79,0,2,0,0,2,5,0,0,0,0,2,0,0,2,1,0,1,1,1,1,2,1,1,1,2,3,15,0,1,0,4,0,1,0,0,2,0,0,0,4,0,1,2,1,1,0,1,1,1,2,1,1,1,3,1,2,1,0,3,1,1767,1,3,"London : printed for F. Noble; and J. Noble, 1767.",London,242,unknown,,,FALSE,"extreme politeness, to recover my spirits, which have been so much damped by spending my time like a mope, that I am afraid I Shall infect your ladyship with my stupidity."" 0 never fear, Bell, said my Lady , I am not so soon thrown into the vapours, though I"
0024300103_000009,"The voluntary exile, in five volumes, by Mrs. Parsons, author of Lucy, &c. &c. ...",Eliza Parsons,72,2,2,0,0,0,0,1,2,1,0,0,1,0,2,0,0,0,1,3,1,1,0,0,4,0,0,5,1,1,0,2,1,2,3,0,0,2,5,0,2,1,0,4,0,2,3,1,0,3,0,1,2,2,1,2,1,1,0,1,2,1795,3,5,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCV. [1795].",London,251,female,1738,1811,TRUE,"imagine, when I left America, that villain Oliver had so basely seduced her, or ever could have given her up. The heart wounding intelligence of her fituadon, her being driven from her father's house , and subsequent events was sent to me by a friend , I endeavoured to expedite"
0012800602_000057,"The novelist: or, a choice selection of the best novels. By J. H. Emmert. ... . Containing Sir Charles Grandison and Tom Jones.","Emmert, J. H. (Johann Heinrich)",76,1,0,0,3,0,6,2,1,1,0,3,2,0,0,0,0,0,5,3,2,3,0,1,1,0,3,3,6,1,1,1,0,2,0,1,0,0,3,0,5,1,1,1,0,2,2,0,0,0,0,0,0,1,0,1,1,0,2,1,3,1792,1,2,"Gottingen : printed for Vandenhoeck and Ruprecht, 1792-93.",Göttingen,309,unknown,,,FALSE,"in a tender, pious and generous firain, in order to give comfort, rather than distress; her duty, affecion and piety, appeared in every line; and all of them expressed the ecffatic affarance that when those letters came to their hands , she should be enjoying eternal felicity., Mr. Belford, now"
0444200203_000047,"Memoirs of Miss Sidney Bidulph. Extracted from her own journal, and now first published. In three volumes. ...",Frances Sheridan,87,1,4,2,7,0,0,0,2,0,0,0,1,0,1,3,0,0,0,4,1,3,0,2,0,0,2,1,0,1,1,2,1,3,0,0,0,1,7,1,0,0,1,3,0,3,2,0,0,0,2,0,4,2,2,4,2,1,1,1,8,1772,3,3,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXII. [1772].",London,347,female,1724,1766,TRUE,"to me today, if I were to die, Madam , I would conjure you as my last request to take my daughter into your service. With such a pattern before her she must be virtuous, and with such a protector I am sure the would be safe. 1 told him"
0628601200_000001,Rambles farther: a continuation of Rural Walks: in dialogues. Intended for the use of young persons. By Charlotte Smith. Two Volumes in One.,Charlotte Turner Smith,74,1,1,1,2,2,6,0,3,0,0,0,0,0,5,2,0,0,1,2,0,0,1,0,3,1,1,2,5,1,0,10,1,2,2,0,2,0,1,1,1,1,2,1,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1796,1,1,"Dublin : printed for P. Wogan, P. Byrne, J. Moore, B. Dugdale, H. Fitzpatrick, J. Rice, and J. Milliken, 1796.",Dublin,276,female,1749,1806,TRUE,"RAMBLES FAR THERE.: A CONTINUATION OF RURAL WALKS. a s i RAMBLES FARTHER: CONTINUATION OF RURAL. WALKS iar. DIALOGUES. INTENDED FOR THE USE OF YOUNG PERSONS . BY CHARLOTTE SING - VOLUMES IN ONE, D. UBLIN: RINTED FOR r. WOGAN, P. BYRNE, J. MOORS, B. DUGDALE, H. FITZPATRICK, j.jlicrj AND"
0727400201_000023,Anna: or memoirs of a Welch heiress: interspersed with anecdotes of a nabob. In four volumes. ...,Anna Maria Bennett,66,0,1,1,1,0,7,0,4,0,0,5,2,0,3,1,0,0,0,1,0,1,2,0,1,1,2,5,0,0,0,1,0,1,0,0,0,0,4,1,2,1,1,2,1,3,1,0,1,1,0,1,1,0,0,2,0,1,0,0,3,1786,1,4,"London : printed for William Lane, Leadenhall-Street, M.DCC.LXXXVI. [1786].",London,252,female,1760,1808,FALSE,"and acknowledgements; yet, though they did not refuse, neither did they court, the good offices of their officious friend on an occasion about which they were perfectly indifferent. However, the following morning Colonel Gorget's servant was sent with the joy G 4 full fil news, that his master would condescend"
1328600107_000103,"The works of Dr. Jonathan Swift, dean of St. Patrick's Dublin. Accurately corrected by the best editions. With the author's life and character, notes historical, critical, and explanatory; tables of contents and indexes. More complete than any preceding edition. In eight volumes.",Jonathan Swift,103,0,1,2,1,0,7,1,0,1,0,1,0,0,0,1,1,0,2,0,0,0,1,2,0,1,2,21,0,0,0,1,6,8,1,1,1,0,11,1,0,0,1,2,0,0,1,6,0,0,0,1,2,0,4,0,4,3,2,1,1,1757,7,8,"Edinburgh : Printed for G. Hamilton, J. Balfour, & L. Hunter, M,DCC,LVII. [1757].",Edinburgh,410,male,1667,1745,TRUE,"rise early that would cheat her of her money; Sharp's the word with her; diamonds cut diamonds. pmris. Well, but I was aitur'd from a good hand that the loll at one sitting to the tune of a hundred guineas: make money of that. Lady Smart. Well, but do you"
1009700203_000006,The history of Mrs. Drayton and her two daughters. In three volumes. ...,,72,0,1,1,0,0,3,0,1,0,1,1,2,0,0,5,0,0,4,3,1,2,2,2,0,0,3,2,4,0,1,0,1,1,1,0,0,0,2,0,2,0,0,4,0,0,1,1,1,0,0,2,1,1,5,1,2,0,1,0,6,1767,3,3,"London : printed for F. Noble; and J. Noble, 1767.",London,183,unknown,,,FALSE,"about the anonymous letter which the had received , and preparing to inquire into the truth of the intelligence which it contained, by writing to the Colonel , and enclosing the cause of her uneasiness to him, Mr. Burnaby appeared, and in finding the whole family rather in a melancholy"
0036700301_000017,Helena: or the vicissitudes of a military life. In two volumes. By an officer's daughter. ...,Helenus Scott,67,1,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,3,3,1,1,2,0,0,1,4,1,1,0,4,2,4,1,1,1,1,6,0,3,0,1,1,2,2,1,0,0,0,2,0,1,0,1,0,2,1,2,0,3,1790,1,2,"Cork : printed by James Haly, King's-Arms, North-Main-Street, M.DCC.XC. [1790].",Cork,279,male,1760,1821,FALSE,"in her expressive features, accompanied with a condescension that charms every beholder. The king has a fine open countenance; the princesses are all handsome. But all my attention was quickly riveted to the stage; I forgot everything but the woes of Belvidera, so inimitably represented by the soul mov ing"
