PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(belong),termFreq(bishop),termFreq(borough),termFreq(cafe),termFreq(church),termFreq(citi),termFreq(countri),termFreq(court),termFreq(crown),termFreq(declar),termFreq(dioces),termFreq(elect),termFreq(famili),termFreq(follow),termFreq(gener),termFreq(god),termFreq(ground),termFreq(half),termFreq(hall),termFreq(held),termFreq(hill),termFreq(hous),termFreq(inhabit),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(knight),termFreq(land),termFreq(larg),termFreq(law),termFreq(littl),termFreq(london),termFreq(manor),termFreq(mayor),termFreq(mean),termFreq(member),termFreq(near),termFreq(offic),termFreq(old),termFreq(order),termFreq(parliament),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(prison),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(river),termFreq(sever),termFreq(small),termFreq(town),termFreq(true),termFreq(villag),termFreq(vote),termFreq(war),termFreq(wind),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0288800401_000086,"An entire and complete history, political and personal, of the boroughs of Great Britain; together with the Cinque Ports. The second edition, corrected and improved. In two volumes. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",86,0,1,0,7,1,0,3,0,5,0,0,1,10,1,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,2,1,0,0,1,9,0,7,1,3,0,0,5,1,0,1,2,0,1,2,4,0,0,0,6,0,1,2,1,0,0,1794,1,2,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street, M.DCC.XCIV. [1794].",London,485,male,1755,1822,FALSE,"members , and set up Valentine Morris, esq. of Petersfield, to oppose his interest; but the spirited exertions of of Mr. Morgan's friends, united with those of the independent gentlemen, finally prevailed, and their own member was accordingly seated. This county is seated in the province of Canterbury, and diocese"
1040500119_000270,"The London magazine. Or, Gentleman's monthly intelligencer.",James Boswell,63,1,1,0,3,0,4,6,1,2,0,0,0,1,1,0,1,0,2,1,0,1,2,0,2,0,1,1,0,0,3,0,0,0,2,2,0,3,1,0,1,1,2,0,0,0,0,0,0,1,0,4,3,1,5,0,1,0,1,0,1,1747,1,1,"London [England] : printed for R[ichard]. Baldwin, jun. at the Rose in Pater-Noster-Row, [1747-1783].",London,643,male,1740,1795,TRUE,"up to the very walls, Edward bridges being generally computed 16o. Courtney, earl of Devon, upon a quarrel Here are also chalybeate springs, and one with the citizens, so choked up the river particularly near mary church , which ebbs with dams and wears, in order to advance and flows"
0141000109_000050,"A description of England and Wales. Containing a particular account of each county ... Embellished with two hundred and forty copper plates, of palaces, castles, cathedrals; ...",,71,0,0,0,4,0,3,0,1,2,0,0,0,2,1,0,0,0,0,2,0,5,2,2,1,0,2,1,1,1,2,0,2,1,0,0,2,2,3,2,0,0,3,0,0,0,2,0,0,1,1,1,0,1,9,0,7,1,1,0,0,1769,9,10,"London : printed for Newbery and Carnan, 1769-70.",London,315,unknown,,,FALSE,"supplies from Germany, and drove the inhabitants into the great wood called An drefledge, now the Weald. He had frequent Ikir mifhes with the Britons, but having afterwards besieged and taken Andredchefter, their chief fortress, he possessed himself of their country , and established a kingdom here. New Shoreham is"
0115000102_000314,"Universal geography formed into a new and entire system; describing Asia, Africa, Europe, and America; with their Subdivisions of Empires, Kingdoms, States, and Republics: The Extent, Boundaries, and remarkable Appearances of each Country; Cities, Towns, and Curiosities of Nature and Art. also giving a general account of the Fossil and Vegetable Productions of the Earth, and of every Species of Animal: the history of man, in all Climates, Regions, and Conditions; Customs, Manners, Laws, Governments, and Religions: the state of arts, sciences, commerce, Manufactures, and Knowledge. Sketches of the Ancient and Modern History of each Nation and People, To which is added, a short view of astronomy, as Connected with Geography, of the Planetary System to which the Earth belongs; and of the Universe in General. by John Payne. With a Set of Maps, drawn from the best Materials, every one of which is very Neatly Coloured; And a great Variety of Copper-Plates. ...","Payne, John",69,0,4,9,1,1,1,0,6,1,0,0,6,1,0,1,2,0,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,2,1,1,0,0,2,1,1,0,0,0,2,1,1,0,6,0,3,2,1,0,1,1791,2,2,"London : printed for the author, and sold by J. Johnson, No 72, St. Paul's Church Yard, and C. Stalker, Stationer's Court, Ludgate Street, MDCCXCI. [1791].",London,864,unknown,,,FALSE,"their having these rivers , fish is scarce. At the time of the Reformation, the greatest part of the diocese belonged to the duke of Brunfwic Lunenburg, who after taking it from bishop 7ohn, when under the ban of the empire, obtained the invefriture of it. Though these dukes were"
0971100301_000051,"A new description of Berkshire, Buckinghamshire, Cambridgshire, Cheshire, Cornwal, Cumberland, The Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, Essex. Containing, I. A particular survey, both geographical and historical of each county. II. An ample and accurate Account of all the Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County. IV. Of the Rarieties both Natural and Artificial. V. Of the eminent Persons Born, or who have resided in them, and of the extraordinary Events that have happen'd in the same.",,89,0,1,4,12,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,3,6,0,6,0,0,3,1,0,2,0,2,4,0,4,1,2,0,1,6,1,0,1,1,1,0,0,1,1,2,2,13,0,0,1,0,0,0,1749,1,3,"London : printed for James Coreett, near West-Smith-Field, [i.e. Corbett], and sold by the booksellers in town and country, 1749.",London,564,unknown,,,FALSE,"Midlent sunday, and Whit tednefday. St. Michael's, is a small Hamlet made up of Cottages, except one House , which is a public Inn, not long Since erected, and is the only tiled House in the Borough , which has not above 30 more. This Borough is governed by a"
0116500103_000102,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,68,0,2,1,4,0,1,3,2,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,2,2,0,0,1,6,2,0,2,2,0,3,0,2,0,2,0,0,0,0,1,1,4,1,1,11,0,1,0,1,0,0,1768,3,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,489,male,1721,1771,TRUE,"civil wars : but the bishop's palace hath been lately rebuilt. The city is neat and compact, havingfour streets answering to the four cardinal points, with four gates, and surrounded by an old wall. Ithas aftatelycrofs in the marketplace; butthe public buildings are not extraordinary. Anciently there was a Franciscan"
0288800401_000087,"An entire and complete history, political and personal, of the boroughs of Great Britain; together with the Cinque Ports. The second edition, corrected and improved. In two volumes. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",86,0,1,2,7,1,3,1,1,0,0,2,0,6,2,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,5,0,0,1,0,7,0,5,0,3,2,0,3,0,0,0,1,0,0,1,4,1,0,1,8,0,1,1,2,0,0,1794,1,2,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street, M.DCC.XCIV. [1794].",London,485,male,1755,1822,FALSE,"in this work; and the innumerable instances of similar contentions that are are daily occurring, renders them too familiar to attrat particular attention. This is a town of considerable extent and population, and had formerly twenty churches , besides religious houses . It first sent members to parliament the ift"
0116500103_000068,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,76,0,4,3,3,1,5,3,0,7,1,0,0,0,0,0,1,0,2,0,0,1,1,2,1,2,4,0,1,1,1,1,1,7,1,4,0,0,2,0,0,0,2,0,0,0,1,7,0,1,0,1,3,0,1,0,0,0,0,0,0,1768,3,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,489,male,1721,1771,TRUE,"one penny, by the mayor , commonalty, and citizens of London , and immediately ereted into a ward, under the name of Bridgward without; of consequence, its inhabitants became entitled to all the laws and privileges of the city of London , and the lord mayor of London to the"
0162100501_000042,"A new display of the beauties of England; or, a description of the most elegant or magnificent public edifices, Royal Palaces, Noblemen's and Gentlemen's Seats, and other curiosities, natural or artificial, in different parts of the Kingdom. Adorned with a variety of copper-plate arts, Cuts, neatly engraved. ...",,75,0,1,2,1,1,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,5,0,1,0,0,3,3,0,0,6,2,5,1,1,3,1,0,0,1,1,1,1,0,2,1,0,0,4,0,1,10,0,1,0,0,2,0,1787,1,2,"London : printed for R. Goadby and Co. and sold by R. Baldwin, No. 47, in Pater-Noster-Row, M.DCC.LXXXVII. [1787].",London,571,unknown,,,FALSE,"near Bristol. PENRYN is two hundred and fixty.one miles from London , and having been incorporated by King James the First, is governed by a mayor , eleven aldermen, and a common council of twelve, with a recorder and other officers , who at: invested with a power to try"
0686500202_000002,"A tour through the island of Great Britain. Divided into circuits or journies. Containing, I. A description of the principal cities and towns, their Situation, Government, and Commerce. II. The Customs, Manners, Exercises, Diversions, and Employments of the People. III. The Nature and Virtue of the many Medicinal Springs with which both Parts of the United Kingdom abound. IV. An ample Description of London, including Westminster and Southwark, their Bridges, Squares, Hospitals, Churches, Palaces, Markets, Schools, Libraries, Shipping in the Thames, and Trade, by means of that noble River, &c. V. The Produce and Improvement of the Lands, the Trade, and Manufactures. VI. The Sea Ports and Fortifications, the Course of Rivers, and the Inland Navigation. Vii. The Public Edifices, Seats, and Palaces of the Nobility and Gentry. Viii. The Isles of Wight, Scilly, Portland, Jersey, Guernsey, and the other English and Scotish Isles of most Note. Interspersed with Useful Observations. Particularly fitted for the Perusal of such as desire to Travel over the Island. Originally begun by the celebrated Daniel De Foe, continued by the late Mr. Richardson, Author of Clarissa, &c. and brought down to the present time by gentlemen of eminence in the literary world. ...",Daniel Defoe,80,0,1,0,4,1,5,0,1,0,0,0,0,1,2,0,2,0,1,0,0,1,4,1,1,0,2,0,0,3,3,0,2,0,0,4,1,5,1,1,2,1,4,2,0,0,1,1,0,0,2,4,2,3,10,0,1,0,0,0,0,1778,2,4,"London : printed by W. Strahan, J. F. and C. Rivington, J. Buckland, R. Baldwin, T. Longman, T. Caslon, J. Richardson, T. Lowndes, W. Stuart, T. Becket, S. Bladon, T. Cadell, E. and C. Dilly, J. Nichols, W. Flexney, W. Goldsmith, G. Burnet, and J. Bell, 1778.",London,423,male,1660,1731,TRUE,"ii's time. St. Columb's is one of the best parsonages in Cornwall; the yearly value between 5 and 600oo. Near this place is an hill , which has a rampire on the summit of it, and a causeway leading to it. Tis an old dani/h camp, and called Caflellum Danis."
1364700200_000014,"The complete English traveller; Or, A new survey and description of England and Wales. Containing a full account of whatever is curious and entertaining in the several counties of England and Wales, the Isles of man, Jersey, Guernsey, and other islands adjoining to, and dependant on the crown of Great Britain; under the following heads; I. The ancient and present state of each county with respect to agriculture, manufactures, trade and commerce, &c. II. Account of the air, soil, rivers, lakes, and mineral waters. III. A particular description of all that is curious in the cities, corporations, towns and villages; with the various fairs, markets, and distances from London. IV. Account of the cathedrals, collegiate, and Parish churches; together with the remains of abbies, priories, nunneries, and other religious houses. V. Description of the palaces, houses, gardens and parks, belonging to several of the nobility, gentry, &c. VI. Account of all the remarkable battles, sieges, castles and forts, whether Roman, Saxon, Danish, or Norman. VII. Account of all the ancient monuments, with the reasons for which they were first erected. VIII. Descriptions of every natural curiosity, whether mines, rocks, caves, caverns, grottos, or fossils. IX. Abstract of the lives of such persons, as have done honour to the counties where they were born, whether kings, princes, peers, generals, admirals, divines, lawyers, physicians, philosophers, poets, historians, &c. To which is added, a concise and accurate description of that part of Great Britain called Scotland. Its ancient and present state, antiquities and natural curiosities: together with the manners and customs of the inhabitants, &c. By Nathaniel Spencer, Esq; By the King's Royal Licence and Authority.","Sanders, Robert",67,0,2,1,4,0,2,0,0,2,1,0,0,0,0,0,2,0,1,1,0,1,2,0,2,0,0,0,0,1,4,0,1,4,3,2,0,4,3,2,0,1,3,4,0,0,0,0,0,2,2,2,1,0,4,0,2,1,0,0,0,1773,1,1,"London : Printed for J. Cooke, at Shakespear's-Head, in Pater-Noster-Row, MDCCLXXIII. [1773].",London,806,male,1727,1783,FALSE,"the assizes are held , and underneath is the county goal. Thle weekly market is on Saturdays, and its four annual fairs on whviit mondlay, July the fifth, November the seventeenth andnl December thle sixth, most of the goods sold, being horses, cattle,. cloth, and woollen arn, which laiteoft i"
0495800201_000051,"The english traveller: giving a description of those parts of Great-Britain called England and Wales. Containing I. A particular Survey, both Geographical and Historical of every County in the same. II. An Ample and Accurate Account of all the Cities, Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County; of the Rarities both natural and artificial; of the eminent Persons born, or who have resided in them, and of the extraordinary Events that have happened in the same. IV. A map of every County, from the best and latest Observations; wherein are mark'd the Number of measured Miles, and the usual Roads from one Post-Town to another, after the Designs of Herman Moll. V. Of the Isles of Wight, Man, Jersey, Guernsey, and other British Isles, with the Maps of the same. ...","Read, Thomas, Printer",80,0,1,5,8,0,2,0,0,1,0,0,0,2,2,0,1,0,0,0,1,0,1,4,3,0,2,0,0,1,3,0,3,0,2,3,0,4,0,2,1,1,5,1,0,0,1,0,0,0,2,1,3,2,11,0,0,1,0,0,0,1746,1,3,"London : printed for T. Read, in Dogwell-Court, White-Fryars, Fleet-Street, MDCCXLVI. [1746].",London,580,unknown,,,FALSE,"sent any Members to Parliament till : Year 156z, 5 Eliz. when being accepted, on Con ion that they Thould Thew their Letters patents for ir Return , which were never required, they have : ordingly feni ever since. The chief Officer of the Bo igh is a Portreve, or"
0228000800_000007,"Letter to Dr. Blackstone, By the Author of the Question Stated. To which is prefixed, Dr. Blackstone's letter to Sir William Meredith.","Sir William Meredith, 3rd Baronet",99,0,0,1,1,1,1,1,0,1,0,2,1,2,0,0,0,0,1,0,0,1,0,15,0,3,0,0,2,1,1,7,0,0,0,10,0,4,0,4,0,4,6,0,3,2,3,0,0,1,8,0,1,0,4,0,0,7,0,0,0,1770,1,1,"London : printed for G. Woodfall, Charing-Cross; and Messrs. Richardson and Urquhart, under the Royal Exchange, 1770.",London,70,male,1725,1790,FALSE,prevent the same Man from holding two Offices that are incompatible one with each other as if a Bishop -22 Biofp or the Relor of a Parish should take the Command of a Regiment; the Ecclesia itical Court would oblige him to relinquish either his military Commission or his holy
0495800201_000098,"The english traveller: giving a description of those parts of Great-Britain called England and Wales. Containing I. A particular Survey, both Geographical and Historical of every County in the same. II. An Ample and Accurate Account of all the Cities, Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County; of the Rarities both natural and artificial; of the eminent Persons born, or who have resided in them, and of the extraordinary Events that have happened in the same. IV. A map of every County, from the best and latest Observations; wherein are mark'd the Number of measured Miles, and the usual Roads from one Post-Town to another, after the Designs of Herman Moll. V. Of the Isles of Wight, Man, Jersey, Guernsey, and other British Isles, with the Maps of the same. ...","Read, Thomas, Printer",73,0,1,3,7,0,3,0,0,0,0,0,0,1,1,0,1,1,0,1,1,2,1,2,1,0,12,0,1,0,0,0,0,1,4,1,1,1,1,3,1,0,5,0,1,0,1,0,1,3,3,2,1,1,3,0,0,0,0,0,0,1746,1,3,"London : printed for T. Read, in Dogwell-Court, White-Fryars, Fleet-Street, MDCCXLVI. [1746].",London,580,unknown,,,FALSE,"L'vengw anud d,, e made Bishops , and John Courtenay, the z23d,, s Ear of Dcvon, and all of them rich, which .mad one of them so proud as to contend with Hgh oiqdbamm,""bjlop of Exeter, about some Privileges, and so prevaent at Rome, that the Bishop had the worf,"
