PassageID,Title,Author,Total termFreq,termFreq(acid),termFreq(air),termFreq(alkali),termFreq(appear),termFreq(arsen),termFreq(becom),termFreq(bodi),termFreq(calx),termFreq(colour),termFreq(combin),termFreq(contain),termFreq(copper),termFreq(crystal),termFreq(differ),termFreq(dissolv),termFreq(distil),termFreq(earth),termFreq(experi),termFreq(form),termFreq(grain),termFreq(heat),termFreq(iron),termFreq(lead),termFreq(lime),termFreq(liquor),termFreq(marin),termFreq(mercuri),termFreq(metal),termFreq(miner),termFreq(mix),termFreq(mixtur),termFreq(muriat),termFreq(nitr),termFreq(nitrou),termFreq(obtain),termFreq(oil),termFreq(oxygen),termFreq(precipit),termFreq(principl),termFreq(process),termFreq(produc),termFreq(properti),termFreq(proport),termFreq(pure),termFreq(quantiti),termFreq(red),termFreq(salt),termFreq(separ),termFreq(silver),termFreq(solut),termFreq(spirit),termFreq(substanc),termFreq(sulphur),termFreq(tartar),termFreq(tin),termFreq(unit),termFreq(veget),termFreq(vitriol),termFreq(volatil),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1168600100_000004,"A plan of a course of chemical lectures, by Isaac Milner, B.D.F.R.S. Fellow of Queen's College, and Jacksonian Professor in the University of Cambridge.",Isaac Milner,240,16,1,0,0,42,0,0,0,1,9,0,3,1,6,1,5,1,2,0,0,1,1,0,1,0,3,22,20,4,1,2,0,4,4,0,3,0,8,1,1,1,8,4,0,2,6,7,3,2,11,1,1,8,0,0,6,1,4,5,6,1788,1,1,"Cambridge : printed by J. Archdeacon Printer to the University, MDCCLXXXVIII. [1788].",Cambridge,89,male,1750,1820,FALSE,"them with nitre . 145 Of the phlogiston of metallic calces. Their vitrification. Specific gravity. E 2 Increase ( 36) Increase of weight, and other properties . 146 Separation of gold, silver , copper , c. from other metals . i47. Redution of metals . The changes produced in the"
0440400300_000017,"A dissertation on elective attractions. By Torbern Bergmann. Late Professor Of Chemistry At Upsal, And Knight Of The Royal Order Of ... Translated from the Latin by the translator of Spallanzani's dissertations.",Thomas Beddoes,159,24,3,10,0,2,0,0,1,3,1,3,0,1,3,3,2,1,4,3,1,3,1,1,3,0,7,1,7,2,0,0,2,0,3,1,0,0,5,5,1,0,1,1,7,3,2,3,2,1,6,1,3,0,0,0,2,2,2,8,8,1785,1,1,"London : printed for J. Murray, No. 32. Fleet-Street; and Charles Elliot, Edinburgh, M,DCC,LXXXV. [1785].",London,408,male,1760,1808,FALSE,"of sugar, honey, or some other inflammable substance , capable of affording the necessary compliment; but the phlogifticated acid perfecly dif solves it. These solutions precipitated by alkalis afford a white powder, readily soluble in acids , but which, by heat , is turned black, and recovers the properties of"
0185100203_000062,"Elements of natural history, and of chemistry: being the second edition of the elementary lectures on those sciences, first published in 1782, and now greatly enlarged and improved, by the author, M. de Fourcroy, Doctor of the faculty of medicine at Paris, of the Royal academy of sciences, &c. &c. &c. Translated into English. With occasional notes, and an historical preface, by the translator. ...","Antoine François, comte de Fourcroy",188,19,1,11,1,0,1,0,1,15,3,2,0,0,1,1,8,1,3,3,0,2,10,1,0,6,0,3,1,0,4,0,0,6,6,6,5,0,6,1,3,1,1,1,3,4,5,2,2,0,2,4,2,1,2,0,1,3,15,1,7,1788,3,4,"London : printed for G. G. J. and J. Robinson. Pater-Noster-Row, MDCCLXXXVIII. [1788].",London,517,male,1755,1809,FALSE,"opinion is adopted by many chemists, and in particular by Mr. Scheele, whose researches on this matter only remain to be related. This celebrated chemist has proved by his experiments , I. That a lixivium of blood, or phlogifticated alkali , is decomposed by the cretaceous acid of the atmosphere,"
0185100204_000039,"Elements of natural history, and of chemistry: being the second edition of the elementary lectures on those sciences, first published in 1782, and now greatly enlarged and improved, by the author, M. de Fourcroy, Doctor of the faculty of medicine at Paris, of the Royal academy of sciences, &c. &c. &c. Translated into English. With occasional notes, and an historical preface, by the translator. ...","Antoine François, comte de Fourcroy",157,16,2,4,2,0,1,1,1,2,4,3,1,0,3,6,5,0,1,3,1,3,1,0,1,3,2,0,2,1,0,3,8,1,2,1,3,0,2,1,2,3,3,1,1,1,0,10,0,0,0,15,3,4,1,4,5,2,7,0,5,1788,4,4,"London : printed for G. G. J. and J. Robinson. Pater-Noster-Row, MDCCLXXXVIII. [1788].",London,487,male,1755,1809,FALSE,"the smoking liquor oflibavius; a strong heat is excited, and a white suffocating vapour arises, which disappears when the mixture is agitated; an agreeable fmrell is then perceived, and the mixture altumes 169 AETHER. placed on a hot sand bath, two receivers being luted on, the outer of which is"
0056500600_000063,"Tracts ethical, theological and political: by Thomas Cooper, Esq. Vol.1.","Cooper, Thomas",159,17,2,6,0,2,1,0,3,2,4,3,3,0,16,2,0,1,1,2,0,0,9,0,0,3,2,4,6,2,0,1,1,2,4,0,0,0,5,0,1,0,8,1,1,7,0,4,1,0,7,0,9,1,3,0,1,4,6,1,0,1789,1,1,"Warrington : printed by W. Eyres, for J. Johnson, NO. 72, ST. Paul's Church-Yard, London, MDCCLXXXIX. [1789].",Warrington,541,male,1759,1839,FALSE,"liquor is not altered; it remains to a common eye a mixture of the first solution with the latter. But every chemist is is indubitably certain from a previous knowledge of the affinities of the component parts of the liquor , that the vegetable alkali has taken the place of"
1367200115_000162,"The English review, or An Abstract of English and foreign literature.",Gilbert Stuart,151,15,3,9,2,1,1,0,2,1,6,0,6,0,0,3,1,1,1,8,0,6,3,6,0,0,2,3,8,1,0,1,1,2,2,2,3,3,6,0,2,1,3,0,1,0,0,0,2,5,9,0,0,1,0,4,4,0,2,4,4,1783,15,26,"London [England] : printed for J[ohn]. Murray, no. 32. Fleet-Street, M,DCC,LXXXIII. [1783]-M,DCC,XCV. [1795].",London,495,male,1741,1786,FALSE,"plants, and it is even found in the mineral kingdom. It is sometimes combined with the ores of lead ; and to iron it communicates the cold --, Aort quality; an unfortunate circumffance for the manufaaturers of this country. Both phosphorus and its acid are now obtained with ease from"
0202100300_000008,"Designed chiefly for the use of manufacturers. The chemical principles of the metallic arts; with an account of the principal diseases incident to the different artificers; The Means Of Prevention And Cure; and a concise introduction to the study of chemistry. By W. Richardson, Surgeon, F.S.A. Sc.","Richardson, W. (William), surgeon",177,33,1,7,1,6,1,0,0,1,0,1,1,2,1,3,6,5,0,8,0,5,1,0,0,2,5,0,4,3,1,0,1,0,5,9,2,1,2,1,2,1,2,0,0,2,2,6,0,1,3,4,2,3,0,0,7,2,6,5,10,1790,1,1,"Birmingham : printed by Thomas Pearson; and sold by R. Baldwin, Pater-Noster Row, London, MDCCXC. [1790].",Birmingham,298,unknown,,,FALSE,"found to produce it in great abundance from combuffion; confe quendy, that substance was burnt under a large glass bell; the condensed vapour was an impure vitriolic acid , which was purified either by simple distillation , or by the addition of a fiall quantity of nitrous acid ; which"
0185100203_000081,"Elements of natural history, and of chemistry: being the second edition of the elementary lectures on those sciences, first published in 1782, and now greatly enlarged and improved, by the author, M. de Fourcroy, Doctor of the faculty of medicine at Paris, of the Royal academy of sciences, &c. &c. &c. Translated into English. With occasional notes, and an historical preface, by the translator. ...","Antoine François, comte de Fourcroy",179,12,1,3,2,0,4,0,2,1,6,2,6,0,1,6,2,0,2,4,1,5,0,0,0,2,0,6,12,0,1,3,7,1,3,2,0,0,9,3,4,1,2,0,1,1,0,1,5,24,13,0,2,0,0,0,3,3,4,1,5,1788,3,4,"London : printed for G. G. J. and J. Robinson. Pater-Noster-Row, MDCCLXXXVIII. [1788].",London,517,male,1755,1809,FALSE,"be added to the solution . A little ball of the soft amalgam of silver must be put into an ounce of this liquid, and the precipitation takes place almost instantly. The precipitated silver , united to a portion of the mercury , dif poses itself in fibres of a"
0662201700_000022,"Heads of lectures on a course of experimental philosophy, particularly including chemistry, delivered at the New College in Hackney. By Joseph Priestley LL. D. F. R. S.",Joseph Priestley,178,15,6,1,1,9,3,0,7,4,4,2,6,1,0,1,3,0,0,6,0,6,2,3,0,4,2,2,13,3,1,1,0,2,9,0,0,0,4,0,0,3,1,0,1,0,3,2,1,1,5,0,4,12,0,12,4,0,4,0,4,1794,1,1,"Dublin : printed for Wm. Jones, No. 86, Dame-Street, and J. Rice, No. 2, College-Green, 1794.",Dublin,239,male,1733,1804,TRUE,"itsi wein!tht cf till, Wvaic --  i: .'ic si inh ainiabie air . Duriig the foluiion, the phlogiston of the tin uniting with the acid , forms sulphur , which makes it turbid. By long standing, or the addition of water , the calx of tin is precipitated from"
0223400102_000040,"The economy of nature explained and illustrated on the principles of modern philosophy. By G. Gregory, D. D. Joint Evening Preacher at the Foundling Hospital, Author of Essays Historical and Moral, &c. In three volumes. With forty-six plates. ...",George Gregory,154,15,1,3,0,8,1,0,6,15,1,5,3,2,1,1,2,0,0,3,0,2,7,0,0,0,0,0,12,3,0,0,2,3,2,4,1,2,0,0,0,4,4,1,3,0,2,1,2,1,4,0,3,10,0,0,3,3,4,3,1,1796,2,3,"London : printed for J. Johnson, No 72, St. Paul's Church Yard, 1796.",London,620,male,1754,1808,FALSE,"property of colouring glass depends on the calciform itate C this metal , and that it is loit when anybody ab irac'ts its oxygen and reduces it to a regulus. mang.nanefe in its metallic f'rm will not unle with lolplbir, but rests readily with mo of t!; C metals ."
1743300202_000064,An introduction to natural philosophy. Illustrated with copper plates. By William Nicholson.,William Nicholson,146,16,3,5,0,1,0,1,2,4,3,3,3,1,0,4,1,1,0,6,2,6,6,1,0,0,9,2,6,2,0,0,0,1,2,1,1,0,4,1,2,0,2,2,2,3,1,2,3,13,5,1,2,3,0,1,1,0,1,1,3,1796,2,2,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCXCVI. [1796].",London,394,male,1753,1815,FALSE,"the vital air of the calx , while the azotic air , or other principle of the alkali , is extricated in the elastic state. V Tin , either dissolved in aqua regia, or in substance , added to a solution of gold, precipitates the gold in the form of"
0325600802_000063,"An introduction to natural philosophy. Illustrated with copper plates; by William Nicholson. The third edition, with improvements. In two volumes. ...",William Nicholson,163,17,3,3,1,1,1,0,3,4,6,2,4,2,0,2,1,2,0,7,0,8,3,2,0,0,8,7,9,3,1,0,0,1,4,2,0,0,3,0,1,1,2,2,7,2,3,3,0,14,3,0,1,6,0,1,0,0,2,2,3,1790,2,2,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCXC. [1790].",London,390,male,1753,1815,FALSE,"most of the other metals , lo as to compose a uniform compound. D Silver is the whitest of all metals , soluble in moderately dilute nitrous acid , and in the vitriolic acid by the afiftaance of heat , but not diretfly in the marine acid , nor aqua"
0090302001_000018,"A dictionary of chemistry, Exhibiting the present State of the Theory and Practice of that Science, its Application to Natural Philosophy, the Processes of Manufactures, Metallurgy, and numerous other Arts dependant on the Properties and Habitudes of Bodies, in the Mineral, Vegetable, and Animal Kingdoms. With a considerable number of tables, Expressing the Elective Attractions, Specific Gravities, Comparative Heats, Component Parts, Combinations, and other Affections of the Objects of Chemical Research. Illustrated with engravings. By William Nicholson. In two volumes. ...",William Nicholson,169,34,5,5,2,1,1,1,5,2,4,0,2,6,0,7,2,1,2,4,0,2,5,2,0,1,1,2,6,1,0,0,0,0,4,5,1,0,6,4,1,1,5,0,1,0,0,3,1,3,14,2,3,0,0,1,4,1,1,2,2,1795,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCV. [1795].",London,583,male,1753,1815,FALSE,"acid . Siliceous earth being dissolved by Bergman in diluted acid of spar, afforded, in the course of two years flanding, transparent crystals resembling quartz, but not so hard. This acd has been successfully used to make etchings upon glass, in the same mariner as nitrous acid has long since"
1741400104_000687,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,176,32,1,18,0,4,1,0,0,1,2,0,4,3,1,4,1,0,0,6,0,1,3,6,1,2,2,0,7,0,1,3,1,2,4,7,2,0,17,0,0,1,2,0,1,2,2,4,1,1,10,2,0,2,1,2,0,4,1,2,1,1797,4,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,792,unknown,,,FALSE,"and accumulated i.omblapon one another, from which the silver may be fepa i'""' rated by alkalies , by quicksilver, and by copper . 8, With copper . By a long digellion of copper with aeid of amber a green folotion is obtained , which by mixture with common ifalt is"
0090302001_000007,"A dictionary of chemistry, Exhibiting the present State of the Theory and Practice of that Science, its Application to Natural Philosophy, the Processes of Manufactures, Metallurgy, and numerous other Arts dependant on the Properties and Habitudes of Bodies, in the Mineral, Vegetable, and Animal Kingdoms. With a considerable number of tables, Expressing the Elective Attractions, Specific Gravities, Comparative Heats, Component Parts, Combinations, and other Affections of the Objects of Chemical Research. Illustrated with engravings. By William Nicholson. In two volumes. ...",William Nicholson,207,37,6,14,1,1,2,0,3,2,7,1,5,11,0,4,4,3,1,16,0,5,2,4,2,0,0,4,9,2,0,0,0,0,1,7,0,0,10,0,2,0,3,1,1,1,0,4,1,5,3,3,0,1,0,2,2,2,2,2,8,1795,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCV. [1795].",London,583,male,1753,1815,FALSE,"perhaps by a very fcrong heat . The neutral fait formed in the same manner with this acid and the mineral alkali possesses nearly the same properties , exceptingthat they do not attract humidiry when exposed to the air . The combination of volatile alkali with acid of amber ihoots"
0045301400_000003,"Tables of the various combinations and specific attraction of the substances employed in chemistry. Being a compendium of that science: Intended Chiefly For the Use of those Gentlemen and Ladies Who attend the Author's Lectures. By John Warltire, Lecturer in Chemistry and Experimental Philosophy.",John Warltire,174,19,2,3,4,0,2,0,1,8,1,0,4,0,1,2,1,1,0,10,2,5,4,3,1,2,1,6,5,1,2,1,2,3,2,0,1,0,2,0,0,2,0,4,9,3,1,5,2,22,2,1,1,3,1,2,6,0,2,0,6,1769,1,1,"London : printed for the author, 1769.",London,23,male,,,FALSE,"than TZ of Silver . With Silver in equal Parts, hard, more sonorous than Silver , has a coarse Grain but preserves some Degree of Malleability; a smaller Proportion of Platina produces a Colour approaching nearer to Silver , however it's Texture and Beauty are always injured by it. With"
0804900302_000041,"Lectures on natural and experimental philosophy, considered in its present state of improvement. Describing in a Familiar and Easy Manner The Principal Phenomena of Nature; and Shewing that they all Co-Operate in Displaying the Goodness, Wisdom, and Power of God. By the Late George Adams, Mathematical Instrument Maker to his Majesty, &c. In five volumes, the fifth volume consisting of the plates and index. The second edition, with considerable corrections and additions, by William Jones, Mathematical Instrument Maker. ...",George Adams,168,15,1,12,0,2,0,2,1,1,1,2,3,1,0,2,4,16,2,2,0,2,4,2,2,3,6,2,0,6,0,0,0,2,6,1,4,0,6,0,0,0,0,0,0,5,1,7,3,2,13,1,1,2,4,0,0,2,4,3,7,1799,2,5,"London : printed by J. Dillon, and Co. for, and sold by, W. and S. Jones, opticians, Holborn, [1799].",London,583,male,1750,1795,FALSE,"to wlash the residuum with distilled water ; what remains after this is siliceous earth , the quantity of which is ce; ily determined. II Siliceous earth . The selenite being separated in the former of these methods, upon what remains on the lilter, after it has been dried and"
1741400104_000695,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,145,19,2,5,3,4,1,0,2,2,2,0,0,2,1,3,5,3,1,7,2,3,0,0,2,10,1,1,3,2,2,1,0,1,1,8,6,0,6,0,0,0,0,0,2,1,1,4,1,0,6,3,1,1,2,1,1,0,3,3,4,1797,4,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,792,unknown,,,FALSE,"dillilled water , and saturated with chalk, ing separated by filtration, and walled, refcmbled a two compounds will be formed ; one confiling of the thick oil like tallow, which, however, was found to be acids of tartar and lime , which will precipitate ; and very soluble in spirit"
0662201700_000020,"Heads of lectures on a course of experimental philosophy, particularly including chemistry, delivered at the New College in Hackney. By Joseph Priestley LL. D. F. R. S.",Joseph Priestley,187,9,9,3,0,2,8,0,4,5,1,1,21,2,0,6,0,2,0,9,0,10,3,14,0,1,1,3,15,3,2,2,0,0,2,0,3,0,1,0,0,1,0,1,6,2,4,1,4,2,2,0,2,4,0,6,4,2,1,1,2,1794,1,1,"Dublin : printed for Wm. Jones, No. 86, Dame-Street, and J. Rice, No. 2, College-Green, 1794.",Dublin,239,male,1733,1804,TRUE,"less brilliant and less fluid; but agitation in pure air converts the impure metal into a calx , together with much of the mercury , in the form of a black powder. Heat recovers the pure air , and the mercury , leaving the calx of the impure metal ."
1270301800_000009,"Analysis of a course of lectures in natural and experimental philosophy, viz. 1. Properties of matter, 2. Mechanics, 3. Chemistry, 4 & 5. Pneumatics, 6. Hydrostatics, 7. Electricity, 8. Electricity, 9. Optics, 10. Use of the Globes, 11 & 12. Astronomy, &c. By A. Walker.",Adam Walker,203,21,7,11,0,0,9,1,0,6,4,3,3,0,0,6,2,2,0,6,0,8,2,1,0,3,2,0,2,2,3,2,0,3,5,2,7,1,3,0,0,5,0,0,0,1,4,11,0,4,7,4,0,5,4,0,0,7,5,2,17,1798,1,1,"[London] : Sold by the author, [1798?].",London,96,male,1730,1821,FALSE,"to one another. If a mixture , A and B, have a third matter, C added to them, to which A has a greater attration or affinity than to B, then will A let go 13, and join in union with C and B is precipitated , .Ex. ift. Solution"
0993600201_000064,"Cyclopædia: or, an universal dictionary of arts and sciences. ... By E. Chambers, F.R.S. With the supplement, and modern improvements, incorporated in one alphabet. By Abraham Rees, D.D. In four volumes ...",Abraham Rees,199,37,2,6,1,0,1,2,0,3,6,3,0,2,3,2,4,5,0,7,0,4,1,1,0,1,4,1,8,6,4,0,0,6,6,5,4,0,0,1,0,3,1,0,1,0,2,5,1,1,1,5,5,3,1,0,4,6,15,4,5,1778,1,5,"London : printed for W. Strahan, J. F. and C. Rivington, A. Hamilton, J. Hinton, T. Payne [and 31 others in London], 1778-1788.",London,1082,male,1743,1825,FALSE,"part, the metals with which it is united ; and forms with those metallic fubitanccs to which it most firmly adheres, such as mercury , regulus of antimony, silver and lead , metallic salts , much more corrosive than those formed by the vitriolic or nitrous acid . Homberg indeed"
