PassageID,Title,Author,Total termFreq,termFreq(church),termFreq(civil),termFreq(conscienc),termFreq(equiti),termFreq(exercis),termFreq(fear),termFreq(god),termFreq(govern),termFreq(law),termFreq(mind),termFreq(opinion),termFreq(ought),termFreq(passion),termFreq(peac),termFreq(persecut),termFreq(pretenc),termFreq(pretend),termFreq(privat),termFreq(public),termFreq(reason),termFreq(religion),termFreq(soul),termFreq(state),termFreq(toler),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0553504300_000014,"An account of the sufferings of the persecuted Protestants in the archbishoprick of Saltzburg, with their reception in several imperial cities in Germany. Together with Their Confession of Faith. Taken from Authentick Papers. To which is added, The Archbishop's Decree and Passport, and Two Letters relating thereto, from the Evangelick Body at Ratisbon.",,61,0,0,1,0,6,1,0,0,3,1,0,2,0,8,1,4,1,5,6,1,14,1,5,1,1732,1,1,"London : printed by J. Downing in Bartholomew-Close, MDCCXXXII. [1732].",London,102,unknown,,,FALSE,"abused by the Regencies K and e 66 ] and the Clergy, has considerably increased; have been persecuted and oppressed in a particular manner, and molested by different Methods in the Liberty of departing quietly out of the Country: That above 20, 0 Souls , who had left the Catholic"
0346100300_000098,"Practical discourses on several subjects. By Richard Fiddes, Rector of Halsham, in Holderness, in the County of York.",Richard Fiddes,54,9,3,8,0,1,1,0,4,2,0,1,4,0,2,3,2,1,0,3,5,2,0,3,0,1712,1,1,"London : printed by J. Leake, for John Wyat, at the Sign of the Rose in St. Paul's Church-Yard, MDCCXII. [1712].",London,355,male,1671,1725,FALSE,"Head against the Church of England, should give us so. fair an Opportunity of turning their own Weapons upon them, if Things, though' lawful in themselves, which at present we will admit Occasional Conformity upon Secular Views, may not be continued in'the U 4 Practice piac&t e of, wheni they"
1339702200_000002,"Reasons for the law, to prevent the further growth of schism: Shewing, that the indulgence granted to dissenters is dangerous both to church and state. The second edition. To which is now added, the votes of the Honourable House of Commons, Feb. 25. &c. 1662. Upon reading of His Majesties gracious declaration and speech, &c.",,47,7,1,3,1,1,0,3,1,8,1,0,1,0,1,1,0,4,1,2,3,4,1,3,0,1718,1,1,"London : Printed for Tho. Warner, in Pater-Noster-Row, 1718.",London,36,unknown,,,FALSE,"intimating, that in the QUEEN and her Strength, is all our Safety and Happiness The King or Prince is called the Head of his Subjeas, the Light of his People, cst. Paul hath a (hort but pithy Expression, He is the Minijier of God to thee for Good; imply ing"
0452400700_000007,"A letter from a lay-man, In Communion with the Church of England, tho' dissenting from her in some points. To the Right Revd, the Lord Bishop of -","John Barrington, 1st Viscount Barrington",40,5,0,1,0,2,0,2,2,2,1,1,1,1,1,4,0,0,3,1,3,3,0,2,5,1714,1,1,"London : printed for John Clark, at the Bible and Crown in the Old Change near St. Paul's, 1714.",London,27,male,1678,1734,FALSE,"in the Bill for the Preventing the farther Growth of Schism: Whereby they will be prevented in the most unprecedented and effectual manner from having their Children Educated by any of their own Persuasion, or in their own Opinions , even by Per fbns Conforming to the Effablifh'd Church ."
0262000404_000073,A system of divinity and morality; containing a series of discourses on the principal and most important points of natural and revealed religion. Compiled from the works of the most eminent divines of the Church of England. In five volumes. ...,,55,1,2,12,0,1,0,8,1,2,3,1,2,6,3,2,2,1,0,1,5,2,0,0,0,1750,4,5,"London : printed for R. Griffiths at the Dunciad in St. Paul's Church-Yard; G. Keith in Mercers-Chapel, Cheapside; and J. Robinson at St. Saviour's-Dock, Southwark, 1750.",London,361,unknown,,,FALSE,"more capable of forgiveness; therefore our Saviour prayed, ""father foigive them, for they know not what they do."" And St. Paul obtained mercy, because he did it ignorantiy, and in tmnbelief; that is, through' a FALSE persuasion of mind , not believing it to he a sin. But though' the"
1194601600_000013,"A vindication of the Protestant Dissenting ministers, with regard to their late application to Parliament. By Andrew Kippis, D. D.",Andrew Kippis,33,4,2,3,0,2,0,2,0,3,2,1,1,1,1,2,1,0,1,1,1,2,0,0,3,1772,1,1,"London : printed for G. Robinson, in Pater-Noster-Row, MDCCLXXII. [1772].",London,113,male,1725,1795,FALSE,"private judgement, the sufficiency of Scripture, and the sole religious authorits of our Lord and Master jefuschrif. Vc protest against the imposing spirit of the Church of Rome, and again ft all her pretensions to infallibility and dominion. We protest against her monstrous absurdities, her shameful corruptions, and her contemptible"
0266800100_000036,"A vindication of the rights and privileges of the Christian church. In which are Defended The Divine Charter of its Incorporation. The Divine Institution of its Ministry. Its Authority in Ordination, Discipline and Censures. And the Consistency of all these with the Supremacy of the Civil Magistrate. In answer to a late book intitul'd The rights of the Christian Church asserted, &c. By John Turner, D. D. Vicar of Greenwich, and Chaplain to the Right Honourable the Earl of Scarbrough.","Turner, John",56,7,6,5,0,2,0,9,5,7,1,1,1,0,0,3,2,2,1,0,1,1,0,2,0,1707,1,1,"London : printed for John Wyat, at the Rose in St. Paul's Church-Yard, 1707.",London,317,male,1660,1720,FALSE,"we do not pretend a Divine, and Unalienable Right to : But only hold now by Perfcrip tion, and at first by the Concession of the Supreme Civil Power, which thought fit to lay iay these things, in which Conscience is very much to be regarded, before such Spiritual Judges"
1132800500_000007,"Observations on the importance of the American Revolution, and the means of making it a benefit to the world. By Richard Price, D.D. L.L.D. And Fellow of the Royal Society of London, and of the Academy of Arts and Sciences in New-England.",Richard Price,39,1,5,3,0,2,0,2,1,1,1,2,2,0,1,0,1,1,1,2,0,5,1,4,3,1784,1,1,"[London] : Printed in London in, 1784.",London,109,male,1723,1791,TRUE,"never fails to get the better of their theories; and - know that many of them are some of the bes men in the world, and the warmest, friends to the TRUE interests of. society. Though their doctrine may seem to furnish an apology for vice, their practice is an"
0816300103_000027,"Sermons on several subjects and occasions, by the most Reverend Dr. John Tillotson, Late Lord Archbishop of Canterbury. Volume the Second.",John Tillotson,58,1,1,15,0,0,0,3,1,3,4,1,2,8,3,3,2,1,0,1,7,1,0,1,0,1742,3,12,"London : printed for R. Ware, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, J. Hodges, S. Austen, J. and R. Tonson, J. and H. Pemberton, and J. Rivington, MDCCXLII. [1742].",London,446,male,1630,1694,TRUE,"for whatever we do contrary to the law of GOD and our duty, in virtue of that FALSE persuasion, we do it at our utmost peril, and must be answerable to GOD for it, notwithstanding we did it according to the dictate of our conscience . A third rule is"
1434700500_000011,"The state-anatomy of Great Britain. Containing a particular account of its several interests and parties, their bent and genius; and what each of them, with all the rest of Europe, may hope or fear from the reign and family of King George. Being a memorial sent by an intimate friend to a foreign minister, lately nominated to come for the court of England.",John Toland,51,8,2,11,1,1,0,0,3,1,0,2,1,0,0,0,1,1,2,1,2,9,0,3,2,1717,1,1,"London : Printed for John Philips; and sold by J. Brotherton, and P. Meadows, at the Black Bull in Cornbill, and J. Roberts in Warwick-Lane, [1717].",London,112,male,1670,1722,TRUE,"nbja TION A L R ELI G ION and TOLE RATI O N, and whether it be pevpedient· for a Government to have azt ec)nte R EL I G ION. S for the National Church , My Lord, commonly called the Church ofenglanld (though all the Prote slants of England"
0640600600_000006,"An essay on toleration: With a particular View to the late application of The Protestant Dissenting Ministers to Parliament, for Amending, and rendering Effectual, the Act of the first of William and Mary, commonly called the Act of Toleration. By Philip Furneaux, D. D.",Philip Furneaux,48,0,3,3,0,5,0,1,4,2,1,1,2,0,0,3,1,0,0,3,2,11,0,2,4,1773,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.LXXIII. [1773].",London,89,male,1726,1783,FALSE,"in a more C 3 e. ffcaual effectual manner secured. * But with refpea to religious liberty, he cannot give up the exercise of that, any more than the right itself; indeed the giving up the exercise is giving up the right, for the former is.perfonal as well as the"
1455000800_000025,A Collection of the occasional papers for the year 1716. With a preface.,,57,1,4,7,0,0,1,8,3,3,0,2,0,0,6,1,0,1,0,3,1,5,3,6,2,1716,1,1,"London : Printed for J. Knapton, at the Crown in St. Paul's Church-Yard; J. Harrison under the Royal Exchange; and A. Dodd, witthout Temple-Bar, 1716.",London,299,unknown,,,FALSE,"Toleration themselves. To fay:. as is often said upon this Subject, that all Parties, when uppermost, are for pery fecuting others; whether it be TRUE or FALSE is nothing to me; but if it be true, it is a fiand ing Recommendation of my Expedient, and an Argument for this"
0592202200_000023,"The right of protestant dissenters to a compleat toleration, asserted; or an essay, containing an historical Review of their Situation under the Laws imposing the Sacramental Test on Persons admitted to Offices; and shewing the Imposition of that Test to be unjust with Respect to the Protestant Dissenters of England and the Natives of North Britain, as well as inexpedient; with an Answer to the Objection urged from the Act of Union with Scotland; and Proofs that the present is the proper Time for applying to Parliament for the necessary Redress. To which is added a postscript, in reply to the arguments of Bishop Sherlock on the subject of the Test laws, lately republished.",Samuel Heywood,43,4,4,4,0,1,0,1,3,4,1,4,3,0,0,1,1,0,3,3,0,4,0,1,1,1787,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, and J. Debrett, Piccadilly, MDCCLXXXVII. [1787].",London,235,male,1753,1828,FALSE,"The Protestant Dissenters tertainly were not the persons described by the iister Ac, nor was it intended that the Prelby lerians should be affected by the former. The Dillenters therefore in general, and the Prcfby terians [ 96 ] I terians in particular, are justified in complaining of the hardship"
1455000800_000023,A Collection of the occasional papers for the year 1716. With a preface.,,67,7,10,2,0,0,0,5,5,1,1,6,3,0,3,0,2,0,1,4,1,5,0,9,2,1716,1,1,"London : Printed for J. Knapton, at the Crown in St. Paul's Church-Yard; J. Harrison under the Royal Exchange; and A. Dodd, witthout Temple-Bar, 1716.",London,299,unknown,,,FALSE,"are doubted by a weal Brother, but it's no doubt whether these be th TRUE Sayings of God , and therefore a Part o Christianity; and such a Part of chriflianitj too, without which, all Faith, Gifts, Languages giving all our Goods to the Poor, our Body to b burnt"
0417101700_000027,"The friendly call of truth and reason to a new species of dissenters; by the Revd. Edward Barry, M.D.","Barry, Edward",49,11,3,2,0,3,1,3,3,2,1,2,1,0,2,0,0,1,1,1,2,1,0,4,5,1799,1,1,"Reading : printed for the author, and sold by Elmsley & Bremner, in the Strand, London; Smart & Cowslade, Reading, & all other booksellers, 1799.",Reading,148,male,1759,1822,FALSE,"Ifi. That the parties certifying have not shown under what denomination of Proteliant Dissenters they fall, so as to entitle thenifelvrs to the indulgence shown hythe Toleration At, which only meant to give ease to tender consciences , when professing such principles as neither endanger the civil Government , nor"
0066601600_000012,"Animadversions on the practice of tithing under the Gospel; including remarks on the common arguments now used in support of divers ecclesiastical impositions in this nation, especially as they relate to dissenters. By Joseph Phipps.",Joseph Phipps,57,11,9,5,2,0,0,1,5,5,0,0,3,0,1,0,2,0,4,1,0,5,1,0,2,1776,1,1,"London : printed and sold by James Phillips, in george-yard, lombard-street, M.DCC.LXXVI. [1776].",London,62,male,1708,1787,FALSE,"several services of which are performed by the members of each society within itself, and the peculiar charges of each, whether for the fiupport of its worihip, its discipline, or the maintenance of its ministers, being only proper to itjef, ought not, either wholly, or in part, to be made"
0052301200_000003,"The debate in the House of Commons, on Tuesday, the 2d March, 1790, on the motion of Mr. Fox, for a repeal of the Corporation and Test Acts; in which the arguments of the different speakers are given with correctness and impartiality.",Great Britain. Parliament. House of Commons,42,2,1,0,0,0,2,1,5,1,1,3,2,1,1,4,0,1,1,2,1,4,0,2,7,1790,1,1,"London : printed at the Logographic Press and sold by J. Walter, No. 169, Opposite Bond Street, Piccadilly, M.DCC.XC. [1790].",London,59,unknown,,,FALSE,"espousers of that religion last centurydeferved "" certain marks of obloquy, we were too rigid, and "" too illiberal, in our censures of that fraternity who appeared in the present century. In the madness ""of our anger, in the recollection of former resent"" "" we judged too raihly, too proudly,"
0707101900_000048,"The alliance between church and state: or, the necessity and equity of an established religion and a test law demonstrated. In Three Books. The third edition, corrected and enlarged. By the Rev. Mr. Warburton, Preacher to the Hon. Society of Lincoln's Inn.",William Warburton,59,5,3,2,1,1,1,2,0,4,2,0,0,0,0,0,3,0,1,4,5,14,1,8,2,1748,1,1,"London : printed for J. and P. Knapton in Ludgate-Street, MDCCXLVIII. [1748].",London,297,male,1698,1779,TRUE,"the Interests of TRUE Religion to have such a Touch stone, or Criterion, as the teof, to discriminate its sincere from its corrupt Adherents. Which, on this Account, can no more be said to be injured by it than Gold is by Fire, when, in trying the Oar, it reduces"
0879600102_000219,"The works of John Locke, in four volumes.",John Locke,51,5,4,3,1,0,0,3,1,5,0,2,4,0,3,1,0,0,0,1,1,12,2,1,2,1768,2,4,"London : printed for H. Woodfall, A. Millar, J. Beecroft, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis and Co. [sic] R. Baldwin, Hawes, Clarke and Collins, B. White, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, A. and J. Shuckburgh, and T. Cadell, MDCCLXVIII. [1768].",London,721,male,1632,1704,TRUE,"false, their worship more abominable, or is the civil peace more endangered,. by their meeting in publiclk than in their private'houfes? But if these things may be granted to Jews and Pagans, surely the condition of any Christians ought not to be worse than theirs, in a Christian commonwealth. t,"
