PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(acr),termFreq(appear),termFreq(belong),termFreq(brought),termFreq(cafe),termFreq(charg),termFreq(church),termFreq(common),termFreq(counti),termFreq(court),termFreq(daughter),termFreq(debt),termFreq(deed),termFreq(devis),termFreq(enter),termFreq(estat),termFreq(execut),termFreq(executor),termFreq(father),termFreq(field),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(ground),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(law),termFreq(life),termFreq(manor),termFreq(monei),termFreq(paid),termFreq(pass),termFreq(peopl),termFreq(person),termFreq(purchas),termFreq(rent),termFreq(sea),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(tax),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(town),termFreq(valu),termFreq(water),termFreq(wife),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0173200300_001236,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; as also the law and practice, Under The Proper Heads and Titles: together with such learning as explains the history and antiquity of the law; our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Commentaries, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. Adapted to the Use of Barristers, Students and Practisers of the Law, Members of Parliament, Justices of Peace, Clergymen, and other Gentlemen, &c. The tenth edition. With great additions and improvements, from the latest Reports and Statutes to this Time. Also many New Titles, not in any other Work of the Kind. Originally compiled by Giles Jacob. Now corrected and greatly enlarged by Owen Ruffhead and J. Morgan, Esquires.",Giles Jacob,120,1,0,1,0,1,2,2,0,1,0,2,0,3,5,1,0,1,4,5,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,3,4,11,1,2,4,0,0,4,0,31,1,0,2,0,0,13,2,2,0,1,0,3,0,1773,1,1,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, M,DCC,LXXIII. [1773].",Dublin,975,male,1686,1744,FALSE,"remedy for recovery of it; as where a rrin seifed in fee grants a rent in fee for life or years, or where a man makes a feoffment in fee or for life . remainder in fee, reserving rent witihoit any claies oj ir fs, there are rents feck; for"
0470800204_000182,"Modern reports: being a collection of several special cases argued and adjudged in the Court of King and Queen's Bench, in the second, ... seventh year of King William, ... Vol.IV.",Great Britain. Court of King's Bench,81,1,1,0,0,4,0,0,0,1,1,1,2,1,1,9,0,8,0,1,0,0,0,2,0,1,0,3,1,3,4,0,2,1,0,1,2,4,0,1,1,1,0,1,0,7,0,2,2,2,0,1,3,1,0,0,0,3,1,1757,4,4,"[London] : In the Savoy: printed by Henry Lintot; for T. Osborne and J. Shipton; D. Midwinter, E. Wicksteed, D. Browne, [and 4 others in London], 1757.",London,459,unknown,,,FALSE,"Defendant pleaded, that he left Money in the Hands of the Plain tift; ea intentione, to pay it over, and held good; though' it was ob jeted that the Intention could not be put in Issue, Page 249 coutrttieet. May be seized for a Misuser, 56 Against Common Right; yet"
0595400500_000111,"Cases argued and decreed in the High Court of Chancery, From 1676 to 1706. By the Honourable Richard Freeman, Esq; Late Lord Chancellor of Ireland. Revised and Published By Thomas Dixon of Gray's Inn, Esq;",Great Britain. Court of Chancery,84,1,0,2,1,1,2,0,0,0,0,1,3,8,5,5,1,6,1,3,0,0,0,0,0,1,0,2,0,1,5,1,0,0,0,6,5,2,1,2,6,0,0,4,1,0,0,1,1,0,0,1,0,1,0,1,0,2,0,1742,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;), MDCCXLII. [1742].",London,325,unknown,,,FALSE,"of Debts , the Heir Shall not be compellable to make good the Devise 65 A Widow hfall not have Dower of a Copyhold Estate where her Husband was only Trustee 71 On Possession of a Copyhold for 45 Years, a perpetual Injuntion was decreed, because it might be presumed"
0231600100_000209,"Precedents in Chancery: being cases argued and adjudged in the High Court of Chancery, In the Reigns of King William the Third, Queen Anne, and the first Eight Years of King George the First, viz. from 1689 to 1722. By a late careful and judicious hand.",Great Britain. Court of Chancery,89,0,0,1,0,1,2,0,1,0,1,2,2,3,1,5,0,3,1,6,0,0,0,0,0,2,1,1,0,8,2,1,0,0,0,11,3,2,0,3,1,0,0,1,8,0,0,3,4,0,0,3,0,2,0,0,0,3,1,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; and sold by J. Worrall, at the Dove in Bell-Yard, near Lincoln's Inn, MDCCL. [1750].",London,635,unknown,,,FALSE,"37 A. devises Portions to his four Children, payable at their respective Ages of 21 Years or Marriage, and in Cafe any of them should die before the Time of Payment, or should die without Issue, then his or their Share to the Survivor or Survivors of them; one of"
1549700101_000384,"Reports of cases argued and determined in the High Court of Chancery, in the time of Lord Chancellor Hardwicke. By John Tracy Atkyns, of Lincoln's Inn, Esq. Cursitor Baron of the Exchequer. The third edition, revised and corrected; with notes, and references to former and modern determinations, and to the Register's books, by Francis Williams Sanders, of Lincoln's Inn, Esq. author of An essay on the law of uses and trusts. In three volumes.",Great Britain. Court of Chancery,91,1,0,0,0,0,2,4,1,1,0,5,2,0,3,5,2,5,2,2,3,0,0,0,0,0,1,1,1,5,1,2,0,0,1,9,5,0,2,4,3,1,0,3,7,1,0,0,0,0,0,0,1,0,0,0,0,2,3,1794,1,3,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for E. and R. Brooke, J. Butterworth, T. Cadell and W. Davis, A. Strahan, T.N. Longman, W. Otridge, T. Payne, R. Pheney, F. and C. Rivington, G.G. and J. Robinson, W. Clarke and Son, S. Hayes, W. Richardson, and Ogilvy and Speare, 1794.",London,770,unknown,,,FALSE,"where there is no devifeover, will not hold in all cafes , but mult be underilood of legacies only, and not of portions ibid. Portions arising ouc of land are subject to the rules of the .ommron law only ibid, If the daughter of a freeman of London marry against"
0586200701_000018,"The compleat English copyholder: or, a guide to lords of manors, Justices of the Peace, Tenants, Stewards, Attornies, Bailiffs, Constables, Gamekeepers, Haywards, Reeves, Surveyors of the Highways, &c. being the Common and Statute Law of England, together with the adjudged Cases relating to Manors, Copyhold Estates, Courts-Leet and Courts-Baron, Common Placed; Containing the whole practice of the Court-Leet, Court of ancient Demesne, Court-Baron, and Musick-Court of the Honour of Tutbury, and the Business of a Manor in all its Branches. And Also The Tenures, Customs, and Usages of several Manors in England and Wales, shewing who has Right to attend the Coronation of the Kings and Queens of Great Britain, or to perform other Scrvices to them, or the Lords of the several Manors, collected from Records, Manuscripts, and printed Books; with Directions for distraining for rent; by the late Sir Bartholomew Shower. ... . By a gentleman of the Inner Temple.",Gentleman of the Inner Temple,90,6,1,0,1,0,1,2,0,1,1,3,0,0,1,2,0,1,2,2,1,0,0,0,0,4,1,2,1,8,4,3,0,3,9,6,3,1,12,0,1,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,1735,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for Innys and Manby at the West End of St. Paul's Churchyard; Batley and Wood at the Dove in Pater-Noster-Row; Ward and Chandler, at the Ship, between the Temple Gates, in Fleet-Street, and sold at their shop in Scarborough, MDCCXXXV. [1735].",London,390,male,,,FALSE,"and  Demand whatsoever of the said F. AT. of, in and  to all and iir.gular the Premises hereby granted , · and of every l'art and Parcel thereof, with the  Appurtenanlces; To h.zve n, L to hold all the  said Copyl; odour Cultomary Message or Tene"
1233500402_000154,"The scrivener's guide. Vol. II. Being choice and approved forms of precedents of all sorts of business now in use and practice, in a much better Method than any yet Printed; and useful for all gentlemen, but chiefly for those who practice the law, viz. Articles of Agreement, Assignments, Acquittances, Bankrupts, Bargains and Sales, Bills, Bonds, Certificates, Conditions, Copartnerships, Copyhold Precedents, Covenants, Defeazances, Deputations, Grants, Jointures, Indentures, Leases, Letters of Attorney, Licences, Mortgages, Obligations, Partitions, Provisoes, Releases, Revocations, Settlements of Estates, Wills, Warrants, &c. By Nicholas Covert, one of the Attorneys of the Court of Common Pleas. The third edition, corrected and enlarged with many additions, by William Bohun, of the Middle-Temple, Esq;","Covert, Nicholas",105,0,0,0,0,0,1,1,0,0,1,4,8,1,0,3,0,1,1,14,0,2,0,0,2,2,0,6,3,3,6,3,0,0,1,10,3,5,3,1,2,0,0,3,0,1,0,1,0,0,0,1,1,5,0,0,0,6,0,1716,2,2,"[London] : In the Savoy: printed by Eliz. Nutt, (executrix of J. Nutt, assignee of Edw. Sayer, Esq;) for W. Mears and J. Browne , without Temple-Bar ; J. Hooke and T. Woodward , in Fleetstreet ; and L. Sweeting in Chancery Lane, 1716.",London,468,unknown,,,FALSE,"Charges are paid , my Will is, That my said real and personal erate be equally divided into three Parts or Shares, one part to my G g 4 dear R. M. deceased; another Part to my Daughter C R. and one other Part to my Daughter A. R. But"
0409200101_000111,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",95,0,1,1,4,0,0,0,0,4,2,2,0,0,3,0,0,0,0,4,0,3,0,1,0,6,3,0,0,3,1,1,0,1,13,12,1,0,5,1,0,0,0,0,1,1,0,1,0,1,0,3,7,3,2,0,1,2,1,1768,1,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,578,male,,,FALSE,"as therein is recited, and for the Confiderationsf,, reited, therein mentioned) the said Thomas Turner by the Direction of the said Abel Ajkew did demise and grant unto Elizabeth Eave Widow, her Executors , Administrators and Assigns, Part of the Premises in the said Indenture Quadripartite, Fine and Deed Poll"
0598500103_000200,"Reports of cases argued and determined in the High Court of Chancery, and of two special cases adjudged in the courts of common law: collected by William Peere Williams, Late of Gray's Inn, Esq; Vol. III. Published with Notes and References, and Two tables; one of the Names of the Cases, the other of the Principal Matters: by his son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,106,0,0,2,3,2,3,4,0,0,0,6,1,7,1,2,0,3,0,0,4,0,0,1,0,2,0,1,2,22,2,0,0,0,2,6,3,0,3,3,1,0,0,4,3,4,0,1,1,3,0,0,0,0,0,1,0,2,1,1749,3,3,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for T. Osborne in Gray's Inn, MDCCXLIX. [1749].",London,646,male,1664,1736,FALSE,"Question being but small. III (N) The Marrying an Infant Ward of the Court of Chancery, is a Contempt, though the Parties concerned in such Marriage had no Notice that the In sant was a Ward of the Court ; all Afts of the Court , as the Commitment of"
0409200102_000277,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",89,0,1,0,3,0,0,0,0,7,1,7,1,0,2,3,0,1,0,0,0,2,0,1,0,3,1,0,0,4,0,0,1,0,3,9,2,0,11,0,1,0,0,1,1,7,0,0,1,2,0,2,6,1,0,0,1,2,1,1768,2,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,599,male,,,FALSE,"Trees, Bushes, Thorns and Hedge rovs, within the Manor of Titton aforesaid, or any Part thereof, in such and as ample Manner to all Intents and Purposes as the former Copyholders of the said Preiniffes have hereto as usual. fore used, and of Right have had and enjoyed by the"
0471600102_000344,"Precedents in conveyancing, settled and approved by Gilbert Horsman, ... and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",78,4,3,2,2,0,3,0,0,0,2,3,2,0,1,0,0,1,2,2,1,1,0,0,0,1,1,1,0,5,3,2,1,0,3,5,1,4,7,1,1,0,0,0,0,0,0,3,2,0,0,0,3,4,0,0,0,1,0,1757,2,2,"[London] : In the Savoy: printed by Henry Lintot; for D. Browne, T. Osborne and J. Shipton, J. Worrall, J. Shuckburgh, C. Hitch and L. Hawes, [and 12 others], 1757.",London,597,male,,,FALSE,"Daughters of the said Bryan Brown Daughters of on the Body of the said Harriot to be begotten, and the Heirs of their refpedcive the Marriage in Tail; Re Bodies; Remainder to the right Heirs of the said b yan Brown for ever. The niaindcrto the Trust of the said"
0234200102_000040,"Two treatises on the proceedings in equity: and the jurisdiction of that court. In two volumes. The first entitled, Forum romanum: or, the Roman tribunal. ... The second entitled, Lex prætoria: or, the Prætorian law; ... By a late learned judge. ...",Jeffrey Gilbert,118,0,2,0,0,1,1,2,0,0,0,3,4,8,0,14,0,10,0,7,0,0,0,0,0,0,0,4,2,4,0,0,0,1,0,13,1,1,0,5,6,0,0,7,3,1,0,1,4,0,1,1,0,4,0,1,0,6,0,1756,2,2,"Dublin : printed for Richard Watts, 1756-58.",Dublin,267,male,1674,1726,FALSE,"charity, and no charity is appointed, or if the appointment is fupertitious, in both cafes the King shall appoint, and in the last, to a charity, ejufden generis. p. 183 On confirucion of the Statute 43 Eliz. a man, tenant in tail by will, without levying a fine or suffering"
0470600102_000293,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq. Published, with Notes and References, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his Son William Peere Williams, of the Inner Temple, Esq. The fifth edition, with additional references to the Proceedings in the Court, and to later Cases, by Samuel Compton Cox, Of Lincoln's Inn, Esq. In three volumes. ...",William Peere Williams,78,0,0,1,0,1,0,1,1,1,0,2,0,4,1,4,1,1,1,2,0,0,0,0,0,3,1,1,3,6,1,1,1,3,0,4,1,5,1,2,2,0,0,1,7,0,0,0,1,3,0,1,0,2,0,1,0,4,2,1793,2,3,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for E. and R. Brooke, in Bell-Yard, near Temple-Bar, MDCCXCIII. [1793].",London,687,male,1664,1736,FALSE,"under his hand attelted by three witnesses, but not scaled, charged the preniffes with 2000oo. held void, being without a feal. 506 Equity aids a defeaive execution of a power, if for a valuable consideration, and this againll a remainderman, or one not claiming under the power. 623 Tenant for"
0596600200_000362,"Reports of cases in law and equity: from 1670 to 1706. With tables of the names of the cases and the principal matters. By the Honourable Richard Freeman, ... Revised and published by Thomas Dixon ...","Dixon, Thomas",86,1,0,2,1,1,1,0,0,0,0,1,3,8,5,5,1,7,1,3,0,0,0,0,0,1,0,0,0,2,6,2,0,0,0,6,5,2,1,2,6,0,0,5,1,0,0,1,1,0,0,1,0,1,0,1,0,2,0,1742,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;), 1742.",London,952,male,1699,1744,FALSE,"Copyhold for a valuable Consideration, if the Copyholder dieth, shall bind the Heir ; but if a. Copyholder devifeth his Copyhold, unless for Payment of Debts , the Heir shall not be compellable to make good the Devise 65 A Widow fihall not have Dower of a Copyhold Estate where"
1357600200_000035,"Law Quibbles: Or, a treatise of the evasions, tricks, turns and quibbles, commonly used in the profession of the law, to the prejudice of clients, and others; necessary to be perused by all attornies, and those who are or may be concerned in law suits, trials, &c. to avoid the many abuses, delays and expences introduc'd into practice. With abstracts of all the late statutes for amending the law, relating to attornies, arrest and bail, bribery, forgery and perjury, juries, justices of peace, prisoners in execution, law process, rents of tenants, &c. under the proper heads. And an essay on the amendment and reduction of the laws of England, and a new proposed act of Parliament, for a thorough regulation of the practice of the law. The fourth edition, corrected and much enlarged. To which is now added a second part, containing every curious precedents of conveyances in extraordinary cases; likewise proceedings and procedents in Chancery, and at common law in English; with law-notes thereon.",,105,0,2,0,1,0,2,3,0,1,0,0,0,17,2,1,0,1,1,9,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,11,6,1,0,4,8,0,0,4,3,11,0,1,2,3,0,1,1,1,0,2,0,0,0,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for A. Bettesworth and C. Ritch, in Pater-noster-row, J. Worrall in Bell-Yard near Lincoln's Inn, C. Corbett against St. Dunstan's Church in Fleet-Street, and B. Wellington the corner of Paulsgrave-Head-Court without Temple-Bar, 1736.",London,359,unknown,,,FALSE,"Testator; but if there be any Freehold, it may be taken on the Heir . One Year's Rent is to be paid to a Landlord, where his Tenants Goods are taken in Execution , before the Removal of the same. See Stat. 8 Annee. Vide pathurnn We Secuto). If a"
0174600101_000268,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In two volumes. ... . Published with Notes and References, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his Son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,93,2,0,1,0,1,1,0,0,0,0,10,0,2,3,4,0,5,2,2,0,0,0,2,0,1,0,0,2,1,1,0,0,0,0,18,1,2,0,2,2,0,0,2,2,1,2,1,5,0,3,4,0,1,0,2,0,4,1,1741,1,3,"Dublin : printed by and for Oli. Nelson, at Milton's Head in Skinner-Row, M,DCC,XLI. [1741].",Dublin,587,male,1664,1736,FALSE,"by Deed of particular Annuities to be paid out o an Office, is in its Nature revocable. 101 Of two voluntary Settlements, if the sift is made without a Power o Revocation against the Intent of the Party, the second shall prevail. S8 SATISFACTION. In bwat Cafis a Legacy fball"
