PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(bed),termFreq(begin),termFreq(border),termFreq(branch),termFreq(care),termFreq(common),termFreq(cover),termFreq(crop),termFreq(cut),termFreq(dry),termFreq(dung),termFreq(earth),termFreq(end),termFreq(feed),termFreq(feet),termFreq(flower),termFreq(fruit),termFreq(garden),termFreq(green),termFreq(ground),termFreq(grow),termFreq(growth),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(kind),termFreq(larg),termFreq(leav),termFreq(light),termFreq(littl),termFreq(month),termFreq(observ),termFreq(open),termFreq(plant),termFreq(pot),termFreq(produc),termFreq(propag),termFreq(proper),termFreq(rais),termFreq(remain),termFreq(requir),termFreq(root),termFreq(row),termFreq(season),termFreq(seed),termFreq(set),termFreq(sow),termFreq(sown),termFreq(speci),termFreq(spring),termFreq(stalk),termFreq(taken),termFreq(tree),termFreq(water),termFreq(weather),termFreq(weed),termFreq(winter),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
0905600700_000065,"The universal pocket book: being a more useful, instructive, comprehensive, and complete book, than any of the like kind, ever yet published. Containing, ... I. A geographical description of the world: ... XV. The rates and fares of coachmen, carmen, and watermen; ...",,152,3,0,4,2,0,2,2,1,3,1,3,4,0,3,1,0,1,4,7,4,2,3,2,1,1,1,3,1,1,4,2,1,6,0,3,15,1,1,0,1,0,0,1,9,0,2,7,0,9,4,0,1,0,0,6,6,3,2,6,2,1745,1,1,"London : printed for J. and J. Fox, R. Ware, C. Hitch, T. Astley, J. Hodges, C. Ward, E. Withers, J. Osborne, B. Dod, and T. Harris, 1745.",London,342,unknown,,,FALSE,"open Air . In the NURSERY. Frequently refresh your young Plants with Water , but not too much at a Time also water young Trees and ever greens that were removed last Seabon i hough and weed your Seed Beds , and between your Trees at aal Seasons . Tis"
0283400100_000168,"The universal gardener and botanist; or, a general dictionary of gardening and botany. Exhibiting in botanical arrangement, according to the Linnæan system, every tree, shrub, and herbaceous plant, that merit Culture, either for Use, Ornament, or Curiosity, in every Department of Gardening. Comprising accurate Directions, according to real Practice, for the Management of the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Nursery, Plantations, Green-House, Hot-House, or Stove, Hot-Beds, Forcing-Frames, Hot-Walls, and Forcing in general. Describing the proper Situations, Exposures, Soils, Manures, and every Material and Utensil requisite in the different Garden Departments; Together with Practical Directions For Performing the various Mechanical Operations of Gardening in general. By Thomas Mawe, Gardener to his Grace the Duke of Leeds. And John Abercrombie, Authors of Every Man his Own Gardener, &c.","Mawe, Thomas",124,0,2,4,2,1,1,0,0,1,2,1,1,0,2,3,3,2,6,0,4,2,5,4,0,1,0,2,1,2,8,2,1,3,1,4,5,2,0,4,1,1,1,1,3,0,1,8,0,6,2,4,2,3,0,0,1,2,1,5,0,1778,1,1,"London : printed for G. Robinson, in Pater-Noster Row; and T. Cadell, in the Strand, MDCCLXXVIII. [1778].",London,1112,male,,,FALSE,"none. SEMINA, a single seed , crowned with down, to each floret. The first species is an herbaceous, fibrous rooted , very flowery perennial. CIRYSOCOMA Lino yris. Linofyris, or Germin golly locks.] Chryfoco ma with upright, round, robust, annual stalks , a foot and half high, garnifled with many long,"
1238900200_000025,"The practical gardener, directing, in the most plain and easy manner, what is necessary to be done every month, in the kitchen, fruit, and flower garden, The Greenhouse, Stove, and Wilderness. According to the best methods now in practice among the most experienced gardeners, who have wrote on the subject Selected by a practical gardener, for general use.",,148,1,1,8,3,2,0,0,0,2,2,0,3,3,0,0,1,0,3,2,3,0,7,3,1,3,1,3,3,0,5,1,3,4,2,1,19,3,0,0,0,0,1,2,5,2,3,7,2,6,0,0,1,1,1,1,11,2,6,2,2,1778,1,1,"London : printed for S. Crowder, in Pater-Noster-Row, MDCCLXXVIII. [1778].",London,311,unknown,,,FALSE,"be carefully attended, observing to refresh them often with water , as also to preserve a kindly heat in the beds ; and such plants as are removed into frames should be well covered with mats every night to keep them warm; but, in the middle of the day, when"
0647200200_000219,"A new gardener's dictionary; or the whole art of gardening, fully and accurately displayed; containing the most approved methods of cultivating all kinds of trees, plants, and flowers. With ample directions for performing all the operations in gardening; whether they relate to I. The Hot-House, II. The Green-House, III. The Shrubbery, IV. The Kitchen-Garden, V. The Flower-Garden, or VI. The Fruit-Garden. According to the Practice of the Best Gardeners. By John Dicks, Gardener to his Grace the Duke of Kingston; Assisted by many Eminent in the Profession.","Dicks, John",139,4,0,2,1,1,3,1,1,4,0,0,1,1,3,3,1,4,8,0,1,1,4,1,1,1,0,5,0,4,8,3,1,1,0,3,8,10,1,3,1,0,0,1,5,0,3,8,1,0,3,7,1,3,3,0,5,2,2,0,0,1769,1,1,"London : printed for Francis Blyth, No. 87, Cornhill; T. Evans, No. 54, and J. Coote, at No. 16, in Pater-Noster-Row, 1769.",London,350,male,1769,1771,FALSE,"hand, standing on very long footstalks, having thorns at their base. The flowers are situated at the wings of the fialks; they are large , of a pale sulphur colour, with a purple bottom, and are succeeded by oval, acuminated, prickly capsules, which open in five cells filled with large"
0906500301_000205,The beauties of all the magazines selected. For the Year 1762. Including the several original comic pieces. To be continued the middle of every month. ...,,142,0,0,4,4,3,1,0,0,2,1,3,4,1,5,2,0,1,9,5,7,0,1,2,0,2,1,1,2,1,3,3,0,4,1,1,6,5,1,1,0,0,2,0,12,0,1,7,0,2,2,0,2,2,5,5,5,4,3,2,1,1762,1,3,"London : printed for T. Waller, opposite Fetter-Lane, Fleet-Street, Mcxxlii [1762]-64.",London,533,unknown,,,FALSE,"that the table may not be unturnillied. Gather all sorts of kitchen gardeln leeds now ripe, spreading therm on mats to dry heat or rub thicnm out of their hulks or pods, and put them uip. liaddillh Ied now in pod mulf be guarded, to prevent the birds fi-om devouring"
0671600602_000118,"The second volume of The gardeners dictionary: which Completes the work. By Philip Miller, F. R. S. Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden at Chelsea.",Philip Miller,164,7,2,1,1,1,3,2,0,0,0,10,2,0,6,1,0,3,6,0,1,1,1,3,1,1,1,1,2,2,1,4,1,1,1,4,28,4,3,3,0,3,3,2,4,0,5,13,0,1,2,0,1,1,4,0,6,2,3,3,2,1739,2,2,"London : printed for the author; and sold by Charles Rivington, at the Bible and Crown in St. Paul's Church-Yard, MDCCXXXIX. [1739].",London,445,male,1691,1771,FALSE,"tpread their Branches near the Ground ; so they should not be placed among tall growing Plants , which will over bear them, nor flould large Weeds be permitted to remain nmongft them, because they will greatly weaken the Plants , and prevent their flowering . The twenty-ninth, thirtieth, thirty"
1294500100_000464,"The gardeners dictionary: containing the methods of cultivating and improving the kitchen, fruit and flower garden, as also, the physick garden, wilderness, conservatory, and vineyard; According to the Practice of the Most Experienced Gardeners of the Present Age. Interspersed with The History of the Plants, the Characters of each Genus, and the Names of all the particular Species, in Latin and English; and an Explanation of all the Terms used in Botany and Gardening. Together with Accounts of the Nature and Use of Barometers, Thermometers, and Hygrometers, proper for Gardeners; And of the Origin, Causes, and Nature of Meteors, and the particular Influences of Air, Earth, Fire and Water upon Vegetation, according to the best Natural Philosophers. Adorn'd with copper plates. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden at Chelsea, and F. R. S.",Philip Miller,145,0,1,3,1,3,0,2,0,0,5,2,4,0,4,0,2,2,3,1,7,0,5,1,3,1,1,1,0,3,1,1,1,7,1,1,20,0,2,4,0,2,2,1,10,2,3,8,0,3,2,0,3,0,2,0,0,4,6,2,2,1737,1,1,"London : printed for the author, and sold by C. Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XXXVII. [1737].",London,967,male,1691,1771,FALSE,"in diverse Parts of England, but is. cultivated in thole Gardens which propagate medicinal lants to supply the Markets. The other Sorts are preserved in curious Botanick Gardens for Variety: And the sixth, seventh, and eighth Sorts deserve a Place in the Borders of large Gardens , for the Beauty"
0647200200_000303,"A new gardener's dictionary; or the whole art of gardening, fully and accurately displayed; containing the most approved methods of cultivating all kinds of trees, plants, and flowers. With ample directions for performing all the operations in gardening; whether they relate to I. The Hot-House, II. The Green-House, III. The Shrubbery, IV. The Kitchen-Garden, V. The Flower-Garden, or VI. The Fruit-Garden. According to the Practice of the Best Gardeners. By John Dicks, Gardener to his Grace the Duke of Kingston; Assisted by many Eminent in the Profession.","Dicks, John",159,3,0,6,4,5,1,6,1,2,2,4,4,1,4,3,0,1,5,3,5,1,5,1,0,1,0,2,4,1,0,2,2,12,0,1,13,0,0,1,3,2,1,1,7,1,3,2,0,9,1,0,0,0,2,9,3,1,5,0,3,1769,1,1,"London : printed for Francis Blyth, No. 87, Cornhill; T. Evans, No. 54, and J. Coote, at No. 16, in Pater-Noster-Row, 1769.",London,350,male,1769,1771,FALSE,"North American kinds may also be propagated by laying down ihe young branches early in the tiring, giving them a little slit at a joint, by which means thlic will take sufficient root in a twelvemonth to be transplanted out. MARCH, the third month in the year. In the fllower"
0179700600_000076,"The complete kitchen gardener, and hot bed forcer; with the thorough practical management of Hot-Houses, Fire-Walls, and Forcing-Houses, and the improved modern culture of the Pinery-Stoves, and Pine-Apples, being A thorough practical Display of these most capital Branches of Gardening in their General Culture, and agreeable to the present greatly improved modern Process; whereby that most importantly-useful District the Kitchen Garden, and all its Appurtenances of Hot-Beds, Hot-Houses, Hot-Walls, Forcing-Houses, Pinery-Stoves, &c. and the Culture of their several various Productions in superior Perfection and greatest Abundance, are fully explained in a Manner never before done for general Instruction, as requiring a particular distinct Explanation; and now first completely accomplished, from the Result of above Forty Years daily practical Experience and Observation. Author of Every Man his own Gardener, commonly called Mawe's Gardener's Kalendar; but the work of J. A. only.","Abercrombie, John",168,1,1,4,2,3,0,0,1,0,5,4,3,0,3,2,1,0,1,0,2,2,3,3,4,0,0,6,0,1,11,1,1,4,1,5,20,0,1,0,1,4,4,9,5,3,2,6,0,5,0,2,12,2,0,0,4,1,3,3,6,1789,1,1,"London : printed for John Stockdale, Piccadilly, MDCCLXXXIX. [1789].",London,523,male,1726,1806,FALSE,"plants in the spring ; they will shoot to fialk, and produce plenty of ripe seed in July or August. P E N N Y r O Y A L A Species of the Family of Mentha, or Mint (Mentha Pulegium), i. e. Pulegium, or Ptnny royal. pennyroyal is a"
1164300300_000112,"The instructor: or, young man's best companion. ... By George Fisher, accomptant.","Fisher, George",151,0,0,1,0,5,2,1,0,1,3,3,3,0,3,0,1,0,7,12,6,0,6,1,0,0,0,2,4,2,4,0,2,2,0,2,14,2,0,2,4,0,0,1,4,2,2,3,2,4,4,0,1,2,3,8,11,2,3,3,1,1772,1,1,"London : printed for J. Fuller, W. Strahan, J. and F. Rivington, R. Baldwin, W. Johnston, [and 8 others in London], 1772.",London,403,male,,,FALSE,"and young throughout the Season . Choose a most Day, and an Hour before Sunset plant out ftame Savoys, Cabbages, and red.cabbag, s, draw the Earth carefully up to their Stems, and give them a few careful Waterings .. Orchard and Fruit garden . If any fresh Shoots have sprouted"
0278900400_000062,"Every man his own gardener. Being a new, and much more complete gardener's kalendar than any one hitherto published. Containing, Not only an Account of what Work is necessary to be done in the Hot-House, Green-House, Shrubbery, Kitchen, Flower, and Fruit-Gardens, for every Month in the Year, but also ample Directions for performing the said Work, according to the newest and most approved Methods now in Practice among the best Gardeners. In this edition particular directions are given with respect to soil and situation; and to the Whole is added, complete and useful Lists of Forest Trees, Flowering Shrubs, Fruit Trees, Evergreens. Annual, Biennial, and Perennial, Flowers. Hot-House, Green-House, and Kitchen Garden, Plants. With the Varieties of each Sort, cultivated in the English Gardens. By Thomas Mawe, (gardener to his Grace the Duke of Leads) and other gardeners.","Mawe, Thomas",149,3,2,3,2,0,2,0,2,6,3,1,4,1,3,1,0,0,0,7,2,0,3,2,1,0,1,2,1,4,3,0,0,6,3,2,19,1,2,2,2,2,1,1,5,1,2,4,0,2,3,0,1,0,3,11,6,4,5,0,2,1769,1,1,"London : printed for W. Criffin, at Garrick's Head, Catharine Street, in the Strand, [1769].",London,506,male,,,FALSE,"while they are youn, before they get the start of the crops . Pay particular regard to your small crops ; as onions,. carrots, parfneps, and the like;. weeds grow much quicker than they do; and if they are not weeded in time, the weeds will soon overtop them, and"
0541800800_000161,"The housekeeper's instructor; or, universal family cook. Being an ample and clear display of the art of cookery in all its various branches. Containing Proper Directions for Dressing all Kinds of Butcher's Meat, Poultry, Game, Fish, &c. Also, The Method of preparing Soups, Hashes, and Made Dishes, With The Whole Art of Confectionary, Pickling, Preserving, &c. Likewise The Making and Keeping in Perfection British Wines; And Proper Rules For Brewing Malt Liquor, As well for Family Consumption as the Regale of private Visitauts. To Which IS Added, The Complete Art of Carving, Illustrated With Engravings, Explaining, by proper References, the Manner in which the Young Practitioner may acquit himself at Table with Elegance and Ease. Also, Bills Of Fare For Every Month In The Year; With Copper-Plates displaying The Best Manner of decorating a Table; Whereby every Person will be enabled to add to the Art of Cookery the proper Disposition of each Article in its respective Season. Together With Directions For Marketing, And The Management Of the Kitchen And Fruit-Garden. The Whole formed on so New a Plan, that the Inexperienced will be instructed, and the professed Cook receive that Information which has never been made known by any preceding Publication. The sixth edition. By William Augustus Henderson, Who has made the Culinary Art his Study for upwards of Forty Years.","Henderson, William Augustus",165,0,0,1,4,1,0,2,4,1,16,5,8,0,3,3,4,0,1,1,1,1,5,1,5,0,2,3,2,2,2,0,0,10,0,2,9,0,0,0,1,0,0,4,1,3,2,6,1,10,2,0,5,1,1,0,4,5,4,14,2,1800,1,1,"London : printed and sold by W. and J. Stratford, No. 112, Holborn-Hill, [1800?].",London,471,unknown,,,FALSE,"an heap, and covered with straw or mats till wanted for fpawnirig new made beds , this or the succeeding month . Dig up some of the early crops of potatoes for use; only a few at a time as wanted for present use; for as they are not at"
1311200101_000201,The Beauties of all the magazines selected. ... Including the several original comic pieces. To be continued the middle of every month.,,143,0,0,4,4,3,1,0,0,2,1,3,3,1,6,2,0,1,9,5,7,0,1,2,0,1,1,1,2,1,3,3,0,4,1,1,5,5,1,1,0,0,2,0,12,0,1,8,0,3,4,0,2,1,4,6,5,4,3,2,1,1762,1,3,"London [England : T. Waller], 1762-1764.",London,531,unknown,,,FALSE,"husks or pods, and put them up. .Raqidiih seed now in pod must be guarded, to prevent the birds from devouring it. Sow turnips for a latter crop any time before the twentieth day, those sown later feidom apple well. Earth up Finnochia, which is fullgrown, to blanch it transplant"
1259600200_000109,"Every young man's companion: containing directions for spelling, reading, and writing English. Instructions in the Art of Penmanship. Epistolary Writing, containing Letters of Compliment and Business. Forms of Address to Persons of all Ranks. Arithmetic, Vulgar, Fractional, Decimal, Logarithmetical, and Algebraical. Practical Geometry. Astronomy, or an Account of the Globe, fixed Stars, Planets and Comets. Geography, or a general Account of the World, and a particular Description of Great-Britain and Ireland, Plain Trigonometry. The Resolution of Astronomical Questions. The making and fixing all Kinds of Dials. The measuring Superficies, Solids, Timber, Carpenters, Bricklayers, Plaisterers, Painters, Glasiers, and Joiners Work, &c. Surveying of Land. Gauging of Casks, with a Description of Everard's Gauging-Rule. The Gardener's Calendar, shewing what Work is to be done every Month in the Kitchen, Flower, and Fruit Garden. Farriery, or the Art of knowing and curing the Diseases of Horses. Useful Receipts of various Kinds. The Art of making Rockets, and artificial Fireworks. The Method of Painting [Dials], Rooms, Timber Work, and Mezzotinto Prints on Glass, and of the making and mixing Colours. The Art of colouring Maps, Plots, and Prints. Together with a great variety of cuts and tables, Accurately drawn and made for the more ready Performance of the different Operations taught in this Treatise. By W. Gordon, Teacher of the Mathematics.","Gordon, W.",179,1,0,8,1,3,1,0,0,1,2,4,5,1,3,2,0,0,9,6,5,0,7,2,0,2,3,2,3,4,4,0,0,8,1,1,19,0,0,0,3,1,1,0,6,1,4,2,0,12,4,0,2,1,2,12,8,5,5,0,2,1755,1,1,"London : printed for J. and J. Rivington, and J. Newbery, in St. Paul's Church-Yard; R. Baldwin, in Pater-Noster Row; B. Collins, in Salisbury, and R. Williamson, in Liverpool, 1755.",London,486,male,,,FALSE,"Upon moderate hot Beds you may sow Seeds of Marvel of Peru, Frenych Mary gold, Female Balfamninc, sr ican Mary gold, Lidian ipink,. Sweet Sultan, Love apple tree , Anaranllhus, Love lies a bleeding, and other Sorts. Make frcli moderate hot Beds for your choice annual Plants which were sown"
