PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(apostl),termFreq(appear),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(confid),termFreq(coven),termFreq(dead),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(foul),termFreq(glori),termFreq(god),termFreq(gospel),termFreq(grace),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(know),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mean),termFreq(natur),termFreq(noth),termFreq(peopl),termFreq(person),termFreq(power),termFreq(preach),termFreq(promis),termFreq(receiv),termFreq(righteou),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(soul),termFreq(speak),termFreq(spirit),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0449100500_000004,"Gospel truth and Gospel holiness inseparably connected; being the substance of a sermon, preached in Orange-Street Chapel, Leicester Square, by the Rev. J. Cartwright, preacher at the said Chapel, and Minister of Lant-Street Chapel, Southwark, On Sunday, May 15, 1791.","Cartwright, Joseph           1800",115,1,1,0,1,0,1,5,1,0,0,1,2,1,1,1,0,3,2,3,0,5,9,2,7,1,3,2,7,7,2,1,2,1,1,3,1,1,1,3,1,4,0,1,1,0,2,0,1,0,6,1,4,3,0,2,1,1,3,1,1791,1,1,"London : printed for the benefit of a charitable institution: and sold by J.S. Jordan, No 166, Fleet-Street; Ash, Tower-Street; Webb, St. Alban's-Street; Button, Newington Causway; at the Tabernacle, Greenwich; by the managers of the morning lecture, Artillery Lane, Bishopsgate-Street; Mr. Hill, Broad-Way, Deptford; in the vestry of Orange-Street Chapel; and at Lant-Street Chapel, Borough, Southwark, MDCCXCI. [1791].",London,25,unknown,,,FALSE,"obedience."" If we rightly underfiand the grace of Christ we shall continually fiudy the glory of Christ . My text speaks of hewing forth his praises; but remember, this is unconnected with sinless perfecion. The soul of every TRUE believer is the subject of two distinct principles; grace remains a"
0234701000_000086,"A defence of some important doctrines of the gospel, which were preached at Lime-Street lecture. By several eminent ministers.",,150,3,1,0,5,8,1,20,0,2,0,3,0,9,1,0,0,2,11,0,0,1,2,3,0,1,1,2,4,1,0,5,1,0,0,1,1,2,1,2,0,5,0,5,5,0,4,2,3,1,3,0,1,16,1,2,1,0,6,1,1791,1,1,"Glasgow : printed by Alex. Adam. For David Hutchison, the publisher, M.DCC.XCI. [1791].",Glasgow,672,unknown,,,FALSE,"of the purchase of the Spirit , who is a free Spirit , and works all things according to his own will; and it may be thought that he is not, therefore to be bought any more than Christ was. But whatever some may think , the million, and the"
0319001800_000026,"A sermon preach'd at the ordination of Mr. Thomas Morgan, at Frome, in the County of Somerset, on Thursday, Sept. 6th, 1716. By Nicholas Billingsley. With Mr. Morgan's confession of faith; the Questions and his Answers on that Occasion: And The Exhortation to him at the Close. By the Reverend Mr. John Bowden. Publish'd at the request of the ministers present at the assembly. With a preface by the Reverend Mr. Henry Chandler of Bath.","Billingsley, Nicholas, Minister at Ashwick",107,3,1,0,4,4,1,7,3,4,0,3,1,5,2,0,4,1,2,3,0,1,0,4,5,1,1,1,3,3,0,3,3,0,2,2,1,4,0,1,1,3,0,0,1,1,0,0,2,1,2,1,0,2,0,2,1,1,4,2,1717,1,1,"London : printed for John Clark, at the Bible and Crown in the Poultry, near Cheapside, [1717].",London,98,unknown,,,FALSE,"and. Men under his Jurisdiction; nnd .thereby conlittuted him Supream.regent, Govmenoirmand Judge in the .Mediatorial .Kingdom; or given him an absolute legislative and executive Power , in order effe&tu ally to obtain the Ends of his Death and Sufter mags.. 1 BE I. Ir,, Jesus . Christ having by the"
0631900900_000027,"The bishop of London's third pastoral letter to the people of his diocese; particularly, to those of the two great cities of London and Westminster. Occasion'd by the suggestions of infidels against the writings of the New Testament, consider'd as a divine rule of faith and manners.",Church of England. Diocese of London. Bishop (1723-1748 : Gibson),121,2,2,0,3,0,2,10,6,4,1,1,2,3,2,3,2,2,8,1,0,1,7,7,1,1,0,2,4,0,0,1,4,1,3,1,0,3,0,2,0,2,1,1,2,0,2,0,0,0,4,0,0,6,1,3,1,0,3,3,1731,1,1,"London : printed by Sam. Buckley in Amen-Corner, [1731].",London,91,male,,,FALSE,"Sacrifice, Ministry, and Laws of Christ , beyond those of the Mofaical Dispensation: The Efficacy of the Death of Christ and of the whole Gospel Dispensation, for obtaining Pardon of Sin , Reconciliation to God , and Eternal Life : The Union of the divine and human Nature in Christ"
0791300800_000003,"The first principles of Christianity. Being the substance of a discourse delivered in the north of Ireland, in the year 1752. By John Cennick.",John Cennick,117,0,1,0,9,2,0,5,2,0,1,1,0,4,2,1,1,2,12,3,1,2,8,0,2,1,0,4,4,4,1,3,2,0,2,5,2,0,0,0,0,0,0,1,2,0,3,3,4,1,2,1,2,2,0,4,1,1,0,3,1786,1,1,"London : printed and sold by H. Trapp, No. 1, Paternoster-Row, 1786.",London,35,male,1718,1755,TRUE,"life in him. Nor is anything in the new Trefta ment more clear, or oftener afterted than that, ""Whofocver believeth in Jesus Chrifi shall be saved ,"" and this experienc. proves TRUE , for none have perished finally who believed ; they, already, have a heaven upon earth ; it"
1428500101_000087,"Sermons on the chief doctrines and duties of the Christian religion, in their natural order. By William Dalgliesh, D.D. Minister of Peebles.",William Dalgliesh,128,1,0,6,2,0,2,12,1,0,1,2,3,3,1,3,0,6,2,0,0,10,10,2,4,1,1,6,5,4,2,1,2,0,1,0,0,0,0,1,1,2,0,1,3,0,4,1,4,0,2,3,1,3,0,2,1,1,1,3,1799,1,4,"Edinburgh : printed for the author, by J. Ruthven and Sons. Sold by W. Creech, J. Dickson, and other booksellers, Edinburgh; Brash and Reid, Glasgow; and C. Dilly, London, M.DCC.XCIX. [1799].",Edinburgh,463,male,1733,1807,FALSE,"the proper improvement of it: "" The "" Lord Jesus Christ ,"" says he, "" shall be re"" "" from heaven with his mighty an"" "" in flaming fire, taking vengeance on "" them that know not God , and that obey "" not the gospel of his Son: Who"
0135500200_000002,"The sorrowful separation of the faithful pastor from his affectionate flock: a sermon, occasioned by the death of Mr. Joseph Swain, ... By James Upton. ...","Upton, James",137,3,4,1,1,6,0,13,0,2,2,0,0,2,4,1,0,4,8,0,0,3,9,4,6,0,2,0,4,5,0,0,4,0,1,9,0,1,1,2,2,1,1,2,4,0,1,0,2,1,4,2,0,7,0,0,2,4,2,0,1796,1,1,"London : published for the benefit of the widow and four small children; and sold by Mathews; Gurney; Button; Wills; and Jarman, 1796.",London,65,male,1759,1834,FALSE,"in his righteoufiefs; and gloried in his cross. The excellence of the gospel was revealed to him; so that he preached the faith which he once defiroycd; and became a companion of those whom he before hated. It appears , therefore, that genuine love to Christ , and his saints,"
1445701400_000002,"The sorrowful separation of the faithful pastor from his affectionate flock: A sermon, occasioned by the death of Mr. Joseph Swain, pastor of the Baptist Church at Walworth, near London, who departed this life, April 14, 1796. By James Upton. Together with the address at the interment, by Abraham Booth. To which is added, a copy of verses, composed by Mr. Swain a short time before his death, on his own conversion.","Upton, James",125,2,2,1,1,4,0,10,0,2,2,0,0,2,3,1,0,3,8,0,0,3,7,4,6,0,3,0,4,5,1,0,4,0,1,10,0,1,1,2,3,1,1,1,4,0,1,0,2,1,3,2,0,6,0,1,2,2,2,0,1796,1,1,"London : Published for the benefit of the widow and four small children; and sold by Mathews, No. 18, Strand, Gurney, Holborn; Button, Paternoster-Row; wills, Stationers'-Court; and Jarman, Walworth, 1796.",London,68,male,1759,1834,FALSE,"passed away; "" and, behold, all things became new R."" The astonishing love of Christ , in the work of redemption, was made known to his heart . The. virtue of atoning blood , was felt in his conscience; by which, guilt was removed, and TRUE peace enjoyed. Christ became"
0459400100_001103,"Fox's original and complete book of martyrs; or, an universal history of martyrdom. Containing full, copious, and authentic accounts of the lives and sufferings, together with the actions, characters, examinations, trials, religious principles, tortures, and triumphant deaths, of all the glorious Protestant martyrs, during the reign of Queen Mary the First. To which will be added, a genuine, circumstantial, full and universal history of the lives, persecutions, tortures and deaths of the primitive martyrs, [... and] Church of Christ, in all parts of the world, by Papists, Pagans, Jews, Turks, and others, from the birth of our blessed saviour Jesus Christ to the reign of Queen Mary. The whole originally composed b the Rev. John Fox, M.A. Formerly of Magdalen College, Oxford. A new edition. Now carefully revised by Paul Wright, D.D. Vicar of Oakley, &c. in Essex, and author of the Christian's Complete Family Bible, and other learned, peons, and useful works, universally approved by the public. Assisted by other ministers of the gospel. This most valuable and complete work will also include many additional articles of importance, among which are a genuine history of the persecutions of the people called Quakers; a full account of the western Martyrology or Bloody Assizes, under Judge Jefferies, in the West of England, in which many eminent Protestants suffered painful and cruel deaths, including also, a full account of the ten great persecutions under the roman emperors ... with a great number of cruelties exercised against the glorious Christian Martyrs not related in any other work of the kind whatever. With many other remarkable martyrdoms and persecutions, viz. Those of the more early Christian Martyrs in the very earliest Ages of the World. ... Embellished with near 300 elegant engravings.",John Foxe,147,2,0,3,5,1,8,9,2,2,1,0,5,0,1,0,1,1,6,5,0,5,17,1,2,2,3,2,3,3,0,0,6,9,4,0,0,3,0,4,0,3,3,0,0,2,0,0,0,2,2,3,0,7,0,3,1,3,1,1,1800,1,1,"London : printed [by R. Balfe] for, and sold wholesale and retail, by Alex. Hogg, No. 16, Paternoster-Row, and by most other booksellers and newsmen in England, Wales, Scotland, and Ireland, [1800?].",London,1032,male,1516,1587,FALSE,"of a peaceful government, and cultivated the arts of honest indufiry. As the whole colony was the property of Mr. Penn, so he invited people of all denominations to come and fittle with him. An universal liberty of confcince took place; and in this new colony the natural rights of"
0287901000_000005,"Scriptural prayers for every morning and evening, for the use of families: with a preface enforcing the much neglected duty of family prayer. By W. Mason.",William Mason,132,0,0,0,1,1,2,6,0,1,1,1,1,2,1,0,0,0,5,4,0,2,9,3,8,0,8,2,3,4,1,1,3,1,3,9,1,0,1,2,1,3,1,2,0,1,3,2,1,0,7,7,0,4,1,0,4,5,1,2,1775,1,1,"London : printed for the author; and sold by E. and C. Dilly, in the Poultry; J. Mathews, near Hungerford-Market, in the Strand; and M. Lewis, in Pater-Noster-Row, MDCCLXXV. [1775].",London,73,male,1719,1791,TRUE,"reverence of soul before the LORD. Let us find that his banner over us is love , his grace in us is sweet, and his mercy surrounding uson every fide, is joyful. lord, without thee we can do nothing . We are not sufficient of ourselves, to think anything as"
1284600101_000128,"Sermons on various subjects, divine and moral: with a sacred hymn suited to each subject. In two volumes. Design'd for the Use of Christian Families, as well as for the Hours of Devout Retirement. By I. Watts, D.D. ...",Isaac Watts,140,0,1,2,3,2,1,7,2,0,0,1,0,1,2,0,1,4,1,1,0,3,11,15,3,0,2,6,5,0,0,1,1,1,2,1,0,6,0,0,0,6,1,3,1,0,3,1,1,1,8,5,1,15,0,0,1,3,2,2,1734,1,2,"London : printed for E. Matthews, at the Bible in Pater-Noster-Row; R. Ford, at the Angel, and R. Hett, at the Bible and Crown, both in the Poultry, M.DCC.XXXIV. [1734].",London,497,male,1674,1748,TRUE,"Jejus as a Prince and a Saviour , to renew our sinful Natures , to to refine our Hearts , and thereby to reform our Lives : Tis he that takes the Blood of chrijf, and applies it to a distressed Conscience under the Guilt of Sin , and thus"
1605000400_000189,"The Christian's companion: or, the book of common prayer, and administration of the Sacraments, and other rites and ceremonies of the Church of England. With the Psalter, or Psalms of David, pointed as they are to be sung or said in churches. To which is added, the companion to the Altar. The whole illustrated with notes, historical, practical and explanatory, from the ablest commentators.","Vickers, William",104,1,2,0,7,2,2,5,3,2,1,1,2,0,1,0,1,2,3,2,0,2,7,2,2,1,1,1,6,3,0,0,4,1,3,2,0,2,2,0,3,2,1,0,2,1,0,1,1,0,8,3,1,1,0,0,2,0,0,2,1790,1,1,"Birmingham : Printed by James Belcher, MDCCXC. [1790].",Birmingham,441,male,1707,1711,FALSE,"persons . And as they may safely and acceptably, as they cannot unworthily receive the Lord's Supper, lb they should gladly and devoutly do it. It is their duty; for, ""This do in remembrance of me, is as positive a command of our Lord Jesus Christ , as, Thoufalt love"
0315700102_000645,"An exposition of the New Testament, in three volumes: in which The Sense of the Sacred Text is given; Doctrinal and Practical Truths are set in a plain and easy Light, Difficult Places Explained, Seeming Contradictions Reconciled; Whatever is Material in the Various Readings, and the several Oriental Versions, is observed. The Whole illustrated with Notes taken from the most ancient Jewish Writings. ... By John Gill.",John Gill,137,0,4,0,7,0,0,14,1,1,0,0,2,2,0,1,1,0,14,2,0,2,8,6,2,0,10,2,0,1,0,5,5,0,1,2,1,1,0,3,2,2,3,0,2,0,2,2,3,1,1,4,1,1,1,3,2,7,1,1,1746,2,3,"London : printed for the author; and sold by Aaron Ward, at the King's-Arms in Little-Britain, M.DCC.XLVI. [1746]-48.",London,800,male,1697,1771,FALSE,"law by his obedience in life , and ha: s bore the penalty of it in his sufferings and death , and is rifcn again for justification; so that such questions should not be put, nor such despairing thoughts encouraged: besides, to think and speak in this manner, is to"
0392100101_000509,"The works of that eminent servant of Christ Mr. John Bunyan, Minister of the Gospel, and formerly Pastor of a Congregation at Bedford. With copper-plates, adapted to the Pilgrim's Progress, the Holy War, &c. In two volumes. ... . The third edition: to which are now added, the Divine emblems, and several other Pieces, which were never printed in any former Collection. With a Recommendatory Preface, By the Reverend George Whitefield, M. A. Chaplain to the Right Honourable the Countess of Huntingdon.",John Bunyan,166,1,0,0,18,1,0,5,0,0,0,3,3,3,0,0,0,0,4,0,1,1,14,13,1,0,2,3,1,2,1,14,2,1,1,1,1,4,1,0,0,6,1,7,0,0,1,0,0,9,2,10,5,5,3,2,4,7,1,1,1767,1,2,"London : printed for W. Johnston, in Ludgate Street; and E. and C. Dilly, in the Poultry, near the Mansion-House, M.DCC.LXVII. [1767]-68.",London,887,male,1628,1688,TRUE,"a house, and that on fire about his ears, and he not knowing of it, because he is asleep; even io, because 60 poo. poor iouls are asleep in sin , though the under them. But as for me, The .ords wrath of God , the curse of his law"
0448900303_000132,"Sixty-Four practical sermons by the late Reverend Mr. Daniel Wilcox, Preacher of the Gospel in Monks-Well-Street, London. Printed at the earnest Desire of the Congregation, and others that were his Occasional Hearers. To which are added, the confession of faith delivered at his ordination to the ministry; and a discourse on the duty of holding fast the form of sound words. In Three Volumes. ...","Wilcox, Daniel",113,0,0,0,4,1,1,4,0,2,0,5,2,2,1,0,1,4,4,3,0,2,11,1,4,3,0,0,8,2,0,0,4,0,3,1,0,2,0,0,1,3,1,1,1,3,3,1,2,2,2,4,0,3,0,0,1,4,2,4,1757,3,3,"London : printed for Edward Dilly, at the Rose and Crown, in the Poultry, near the Mansion-House, MDCCLVII. [1757].",London,480,male,,,FALSE,"the immortality of the soul , and a future fate of rewards and puniflments, as to both eternal : That it is appointed unto men once to die, and the business of their lives to prepare for it. That at death , the souls of peni tnt, perfeycring believers ,"
0459200100_001156,"Fox's original and complete book of martyrs; or, An universal history of martyrdom. Containing full, copious, and authentic accounts of lives and sufferings, together with the actions, characters, examinations, trials, religious principles, tortures, and triumphant deaths, of all the glorious Protestant martyrs, during the reign of Queen Mary the First. To which will be added, a genuine, circumstantial, full, and universal history of the lives, persecutions, tortures, and deaths of the primitive martyrs, and Church of Christ, in all parts of the world, by Papists, pagans, Jews, Turks, and others, from the birth of our blessed saviour to the reign of Queen Mary. The whole originally composed by the Rev. John Fox, M.A. formerly of Magdalen College, Oxford. A new edition. Now carefully revised, corrected, and improved, by a minister of the gospel. ... With many other remarkable martyrdoms and persecutions, viz. Those of the more early Christian martyrs in the very earliest ages of the world. ... The whole forming at once a general Christian martyrology, and a complete history of persecutions, from the earliest ages of the world to the present time. Calculated to promote the Protestant religion, and expel superstition from the minds of mankind. Embellished with near 300 elegant engravings.",John Foxe,135,1,0,3,5,1,7,9,1,1,0,0,5,1,1,0,2,1,4,3,0,6,18,1,2,1,4,3,2,4,0,1,2,6,2,0,0,1,0,4,0,3,3,0,0,2,1,0,0,4,2,3,0,5,0,3,1,1,3,2,1795,1,1,"London : printed for Alex. Hogg, (no. 16,) Paternoster-Row; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers and newsmen in England, Wales, Scotland, and Ireland, [1795?].",London,1026,male,1516,1587,FALSE,"are to believe in this light , Christ . Jesus . That as man he died for our sins , rore again, and iwaa raised up into glory ; he having, by that one great universal olcfring, become a sacrifice for peace, atonement, and reconciliation betwcenc God and mian. 'That"
