PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(appear),termFreq(armi),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(citi),termFreq(command),termFreq(common),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(earl),termFreq(england),termFreq(father),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(head),termFreq(honour),termFreq(hous),termFreq(israel),termFreq(king),termFreq(kingdom),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(servant),termFreq(set),termFreq(taken),termFreq(thought),termFreq(took),termFreq(war),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0620300600_000078,"Memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the first. By Sir Bulstrode Whitlocke, Lord Commissioner of the Great Seal, &c. Publish'd from his original manuscript, with some account of his life and writings by William Penn, Esq; Governour of Pensylvania. And a preface by James Welwood. M.D.","Whitlocke, Bulstrode",135,0,1,1,1,0,1,0,1,0,0,2,4,2,0,9,1,3,2,1,16,0,2,0,0,9,1,0,1,0,0,35,2,0,0,1,2,1,4,0,0,1,0,3,5,2,4,1,1,1,7,2,0,0,0,0,2,0,2,1,0,1709,1,1,"London : printed for E. Sanger at the Post-House at the Middle Temple-Gate, E. Curll at the Peacock without Temple-Bar, and J. Pemberton at the Golden-Buck against St. Dunstan's-Church, Fleet-Street, 1709.",London,388,male,1605,1675,FALSE,"likely to effce it, because his Wife was Daughter to the French King , and Sister to the Lady Katherine, who had a great Affetion for King Henry; and could persuade her Mother to anything. Who being deprived of hertreafure by the Dauphin, could not endure him.. And the Dauphin"
0514600104_000038,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith.",Oliver Goldsmith,92,0,0,2,0,1,0,0,1,2,1,2,3,0,0,10,3,2,0,4,7,0,3,0,0,0,1,1,0,2,0,7,4,0,1,2,1,0,1,0,2,2,1,1,5,2,0,3,3,2,2,0,0,1,0,1,3,2,0,1,0,1774,4,4,"London : printed for T. Davies, in Russel-Street; R. Baldwin, Paternoster-Row; T. Becket, T. Cadell, and T. Evans, in the Strand, MDCCLXXIV. [1774].",London,441,male,1728,1774,TRUE,"ing to cooperate with prince Eugene, and oved for an address to her majesty to loose e hands of the English general It was ged that nothing could be more disgraceful the duke himself then being thus set at the ad of an army without a power of acting. tthe"
0424000200_000158,"History of Great Britain, from the revolution to the accession of the House of Hanover. By W. Belsham.",William Belsham,78,0,3,0,0,1,0,3,0,1,6,3,1,1,1,3,3,2,0,0,1,0,1,0,2,4,0,0,2,5,0,3,1,0,0,1,2,0,0,0,0,1,1,3,1,0,1,1,2,2,5,1,4,0,0,0,2,1,1,0,2,1798,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVIII. [1798].",London,575,male,1752,1827,FALSE,"pieces of eight; n gold and filver the goods were valued at as much more. Both of specie and merchandise, however, a large proportion was taken out and saved by the enemy. But enough remained to reward and enrich the captors, who, at their arrival in England , were received"
1267600103_000089,"Memoirs of Great Britain and Ireland. From the dissolution of the last Parliament of Charles II. until the sea-battle off La Hogue. By Sir John Dalrymple, Bart.","Sir John Dalrymple, 4th Baronet",90,0,1,7,1,0,0,0,1,3,1,1,4,0,2,4,1,7,0,1,3,0,1,0,1,0,1,4,0,2,0,1,0,0,1,2,1,0,0,0,1,1,1,8,0,1,1,1,3,2,4,1,0,0,0,0,2,0,2,11,0,1771,2,3,"London : printed for W. Strahan; and T. Cadell, in the Strand: and A. Kincaid and J. Bell, and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,314,male,1726,1810,FALSE,"made a formal protest, delivered with a slow determined voice, and high air, against the meeting as illegal, and immediately left the House , attended by 80 Peers and Commoners , who were the greatest number in the House , and of the befl families, estates and characters in the"
0859900400_000128,"The history of England, as well ecclesiastical as civil. By Mr. De Rapin Thoyras. Vol. IV. Containing I. The History of the Reigns of Edward I. Edwardii, Edward III, and Richard II. II. A Dissertation on the Salick-Law, and a true State of the Controversy between Edward III, and Philip de Valois King of France. III. The State of the Church from the Year 1272 to 1399. Done into English from the French, with large and useful notes mark'd with an *, by N. Tindal, A. M. Vicar of Great-Waltham in Essex. Illustrated with Maps, Genealogical Tables, and the Heads of the Kings, and of Edward the Black Prince, curiously engrav'd on Copper-Plates, by Mr. Vertue.",Paul de Rapin,93,0,3,1,0,2,2,1,3,1,0,0,2,1,0,7,4,6,1,0,6,2,1,0,3,0,0,0,0,0,0,8,1,0,0,1,0,0,0,3,1,0,1,3,1,0,2,1,0,5,2,1,0,4,0,3,4,1,1,4,0,1728,1,1,"London : printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, 1728.",London,519,male,1661,1725,TRUE,"had in England all the LI berty they could reasonably desire. The Colletion of ib. lick a.ts is full of Licences granted them to go and take Care of their private Affairs in France . The Duke of A. jon, the Earls of grand pre and Brenee, the Lords of"
0393700302_000255,"The modern dictionary of arts and sciences; or, complete system of literature. In which will be introduced every modern Improvement that has been made therein by the Learned and Ingenious of this or any other Nation; more particularly those valuable Discoveries that have been communicated by several Members of the Royal Society, the Royal Academy, and the Society for the Encouragement of Arts, Manufactures, and Commerce. Among the various other Branches of Learning, the following will be particularly and copiously explained, viz. Agriculture, Anatomy, Architecture, Arithmetic, Astronomy, Book-Keeping, Biography, Botany, Catoptrics, Chemistry, Chronology, Commerce, Cosmography. Dialling, Dioptrics, Ethics, Gardening, Gauging, Geography, Geometry, Grammar, Gunnery, Heraldry, History, Horsemanship, Husbandry, Hydraulics. Hydrography, Hydrostatics, Law, Logic, Maritime Affairs, Military Affairs, Mathematics, Mechanics, Merchandize, Metaphysics, Meteorology, Music, Navigation, Optics, Painting. Perspective, Philosophy, Physic, Pneumatics, Rhetoric, Sculpture, Statics. Surgery, Surveying. Theology, &c. &c. The whole greatly improved and modernized from every dictionary that hath preceded it, and ornamented with upwards of Two Hundred Figures, necessary to illustrate and embellish the Work. The historical, theological, philosophical, biographical, and grammatical parts, by the Rev. Percival Proctor, M.A. The astronomical, mechanical, and every other Branch of the Mathematics, by William Castieau, Teacher of the Mathematics, and Master of the Academy, opposite Berner's-Street, in Oxford-Street. The other articles by gentlemen particularly conversant in the respective subjects they have undertaken to explain.",,95,0,0,3,0,0,1,2,1,0,0,0,1,2,0,5,5,5,2,1,4,2,1,0,2,1,1,0,0,1,0,18,2,0,0,2,1,0,0,0,1,0,3,2,2,2,1,0,0,6,2,1,2,3,0,1,2,0,1,3,0,1774,2,4,"London : printed for the authors; and sold by G. Kearsly, No. 46, Fleet-Street, MDCCLXXIV. [1774].",London,447,unknown,,,FALSE,"who gave him fourscore lashes on his naked back. Henry was brave, learned, prudent, polite, generous , and of a mild dirpoition; but there virtues could not secure him from fulfering the greater vexations, even in his own family. Lust was his predominant passion, and Eleanor his queen being ealous"
1237100200_000122,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Division of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms of Government, Forces, Revenues, Taxes, Revolutions, and memorable Events. Together With An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishopricks, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated with a set of twenty-three new maps of the several Countries, drawn by the Direction of Mr. Salmon, and engraved by Mr. Jefferys, Geographer to His Royal Highness the Prince of Wales.",Thomas Salmon,94,3,0,1,1,0,1,0,1,1,2,0,0,1,1,4,3,4,1,1,3,1,1,0,4,0,0,0,0,2,0,14,0,0,1,3,2,0,0,0,0,0,3,8,0,2,0,1,1,6,1,3,4,3,1,2,0,0,0,3,0,1760,1,1,"London : printed for W. Johnston in Ludgate Street ; H. Woodfall, J. Hinton, R. Baldwin, W. Strahan, J. Richardson, B. Law, and S. Crowder and Co, 1760.",London,680,male,1679,1767,FALSE,"Supply was granted His Majesty in this Parliament , to enable him to recover the Palatinate for His son-in- law the Elector Pa'  and they promised to affitt him to the utn: ol of their Power , if he could not recover it b., Treaty. 1622.] Prince Charles. with"
1237400200_000251,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",92,3,1,1,0,0,4,0,5,2,2,3,1,0,5,1,3,1,0,0,0,1,1,2,0,0,0,0,1,2,0,9,3,0,1,1,2,1,1,0,1,3,4,13,0,0,2,2,1,1,1,0,0,1,0,1,1,1,2,1,0,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"materially influenced by the court : arid at the same time ordained, "" that the persons entrusted with the ordering of the militia of London Should have power to draw the trained ""bands of the city into such usual and convenient places, within three miles of the city , as"
0553900400_000005,"A brief account of the kings and queens, whose statues (now repaired and decorated in a most splendid manner) are placed in the Royal-Exchange of London, With The Reasons why some of their Statues are not set up, that such Persons, as have not Leisure or Opportunity to read the general Histories at large, may be acquainted with the Succession and principal Events that happened in the Reigns of these illustrious Personages, in a continued Series from Edward I. to our present Sovereign, so clearly connected as that a Person of an indifferent Memory may relate the Whole after Perusal. By John Halliday, M.A. Teacher of the Languages and Mathematicks, in Ayliffe-Street, Goodman's-Fields.","Halliday, John, A.M.",89,0,0,4,1,0,4,3,1,1,1,1,4,4,1,7,1,4,0,4,2,1,1,0,1,0,0,0,0,2,0,10,2,0,0,0,6,0,1,2,0,1,0,4,0,0,0,1,2,4,1,0,3,1,0,0,0,0,1,2,0,1754,1,1,"London : printed for R. Griffiths, Bookseller, in Pater-Noster Row, [1754].",London,35,unknown,,,FALSE,"for six Weeks; till at last he made his Escape into France , from whence he was forced to fly into the opanifh Dominions, upon a League contracted by Cromwvell with France ; against Spain. And there was no Hopes of a Restoration till Cromwell's Death , which happened on"
0487000200_000130,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed as to render the study of geography both entertaining and instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Definition of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms V. Government, Force, Revenues, Taxes, Revolutions and Memorable Events. Together with An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishoprics, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated With a Set of Twenty-Three New Maps of the several Countries, Drawn by the Direction of Mr. Salmon, and Engraved by Mr. Jeffarys, Geographer to His Majesty. The eleventh edition, with very great additions and improvements brought down to the present times.",Thomas Salmon,92,3,0,0,1,0,1,0,1,2,5,0,2,0,2,4,3,2,1,2,3,0,0,0,4,0,0,0,0,2,0,16,1,0,0,3,1,0,0,0,0,2,3,8,0,2,0,0,1,2,2,2,3,2,1,2,1,0,0,2,0,1769,1,1,"London : printed for W. Johnston, in Ludgate Street ; W. Strahan; J. Hinton; R. [B]aldwin; L. Hawes W. Clarke. and R. Collins; S. Crowder; T. Caslon; T. Longman; B. Law; T. Lowndes; J and T. Pote; Z. Stuart; W. Nicoll; G. Rodinson and J. Roberts; T. Cadell, and S. Bladon, 1769.",London,656,male,1679,1767,FALSE,"but the Troops being embarked were denied a Passage through France ; and most of them pc rilhed on Board. King 7zames died at heoaald's on the twenty feventh of March, in the the fifty-ninth Year of his Age, and the twenty-third of his Reign . His Wife was Anne,"
