PassageID,Title,Author,Total termFreq,termFreq(albion),termFreq(beauti),termFreq(beneath),termFreq(black),termFreq(bodi),termFreq(bright),termFreq(cloud),termFreq(couch),termFreq(dai),termFreq(dark),termFreq(death),termFreq(deep),termFreq(delight),termFreq(divin),termFreq(earth),termFreq(etern),termFreq(father),termFreq(fear),termFreq(femal),termFreq(form),termFreq(forth),termFreq(god),termFreq(gold),termFreq(green),termFreq(hand),termFreq(happi),termFreq(harrow),termFreq(head),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(human),termFreq(immort),termFreq(jerusalem),termFreq(joi),termFreq(know),termFreq(lamb),termFreq(life),termFreq(light),termFreq(littl),termFreq(loud),termFreq(love),termFreq(mild),termFreq(morn),termFreq(mother),termFreq(nation),termFreq(night),termFreq(piti),termFreq(power),termFreq(round),termFreq(satan),termFreq(sea),termFreq(self),termFreq(seven),termFreq(shadow),termFreq(silent),termFreq(sleep),termFreq(soft),termFreq(son),termFreq(song),termFreq(space),termFreq(spectr),termFreq(starri),termFreq(stood),termFreq(sun),termFreq(sweet),termFreq(tear),termFreq(terribl),termFreq(thro),termFreq(time),termFreq(trembl),termFreq(voic),termFreq(war),termFreq(weep),termFreq(wept),termFreq(world),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0484900200_000020,"A collection of original poems, translations, and imitations, by Mr. Prior, Mr. Rowe, Dr. Swift, and other eminent hands.",,76,0,0,2,0,1,1,3,0,5,1,1,2,1,0,2,3,0,1,0,1,2,8,1,0,3,1,0,1,2,0,6,2,0,0,0,1,1,0,0,1,0,1,1,1,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,2,2,1,1,1,0,0,1714,1,1,"London : printed for E. Curll, at the Dial and Bible against St. Dunstan's Church in Fleet-Street, [1714].",London,275,unknown,,,FALSE,"their Heads , d at one view the Blessed above disclose, hat will be then their Thoughts, what then their Cries? When the chaftly rev'ling Band rping, moving hand in hand , once stall torture and delight their Eyes; hilf they begirt with everlasting Chains oan, weep , and howl,"
1227600400_000060,"Paradise regain'd. A poem, in four books. To which is added Samson Agonistes: and Poems upon several occasions. The author John Milton. From the text of Thomas Newton, D.D.",John Milton,70,0,0,1,1,0,2,2,0,2,2,3,1,0,2,2,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,4,2,1,1,0,2,1,0,0,1,2,3,4,1,0,0,0,3,0,2,0,0,1,1,0,0,0,0,1,0,3,0,0,1,0,0,0,3,0,0,2,0,2,0,1,1,1,1,1758,1,1,"Birmingham : printed by John Baskerville for J. and R. Tonson in London, MDCCLVIII. [1758].",Birmingham,449,male,1608,1674,TRUE,"the wing, 5 In wintery solstice like the fhorten'd light Soon fwallow'd up in dark and long out living night . II For now to sorrow must I tune my song , And set my harp to notes of saddest woe, Which on our dearest Lord did seise ere long,"
0437300100_000008,Poems on several occasions. By Mr. Mallet.,David Mallet,82,0,1,2,1,0,1,8,0,2,1,2,2,0,1,3,1,0,1,0,1,2,0,0,1,3,0,0,1,1,2,4,1,1,0,0,1,0,0,3,7,0,1,0,1,0,0,0,3,0,2,3,0,2,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,5,1,1743,1,1,"London : printed for A. Millar, opposite to Catharine-Street in the Strand, M.DCC.XLIII. [1743].",London,98,male,1705,1765,FALSE,"train, and lead the year around. While reason thus and rapture fill the heart ; Friends of mankind, good Angels hovering near Their holy influence, deep infufing, lend, And in still whispers, soft as zephire's breath When scarce the green leaf trembles , through her powers Inspire new vigour, purer"
0118900200_000098,"Poems upon several occasions, English, Italian, and Latin, with translations, by John Milton. Viz. Lycidas, l'allegro, il penseroso, arcades, comus, odes, sonnets, miscellanies, english psalms, elegiarum liber, epigrammatum liber, sylvarum liber. With notes critical and explanatory, and other illustrations, by Thomas Warton, Fellow Of Trinity College And Late Professor Of Poetry At Oxford.",John Milton,61,0,0,1,2,0,1,3,0,1,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,1,1,0,5,2,2,0,1,1,1,0,0,0,0,4,0,1,0,0,0,5,0,1,0,1,1,0,0,0,0,0,1,0,3,0,0,1,1,0,0,3,0,0,0,0,1,0,3,1,1,1,1785,1,1,"London : printed for James Dodsley in Pall Mall, MDCCLXXXV. [1785].",London,655,male,1608,1674,TRUE,"Soon fwallow'd up in dark and long out living night . II For now to sorrow must I tune my song , And set my harp to notes of saddest woe, Which on our dearest Lord did seise ere long, o1 Dangers, and snares, and wrongs, and worse than so,"
1502901304_000005,"The poetical works of John Milton. From the text of Dr. Newton, in four volumes. With the life of the author. And a critique on Paradise lost, by Joseph Addison, Esq.",John Milton,77,0,0,0,1,0,2,2,0,3,2,3,1,0,2,3,1,0,0,0,0,0,2,0,0,1,2,0,0,1,1,5,2,0,1,0,3,1,0,1,1,2,2,4,1,1,0,0,2,0,2,0,0,1,1,0,0,0,0,1,0,3,0,0,0,3,0,1,3,0,0,4,0,2,0,1,1,1,0,1788,4,4,"London : printed under the direction of J. Bell, British Library, Strand, bookseller to His Royal Highness the Prince of Wales, 1788.",London,206,male,1608,1674,TRUE,"over the rest Cremona's trump doth sound; 26 Me softer airs befit, and softer strings Of lute, or viol still, more apt for mnournful things. Befriend me Night , best patroness of grief, Over the pole thy thickest mantle throws 30 And work my flatter'dl fancy to belief, That Heaven"
0237800500_000048,Paradise regain'd. A poem. In four books. To which is added Samson Agonistes. And Poems upon several occasions. With a tractate of education. The author John Milton.,John Milton,70,0,0,1,1,0,1,2,0,3,2,3,1,0,2,3,1,0,0,0,0,0,1,0,0,1,2,0,1,1,1,3,2,0,1,0,3,1,0,0,2,1,3,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,1,1,0,0,3,0,0,4,0,1,0,1,1,1,1,1713,1,1,"London : printed for J. Tonson, at Shakespear's Head, over-against Catherine-Street in the Strand, 1713.",London,398,male,1608,1674,TRUE,"us did freely undergo. mort perse Hero, tried in heaviest plight Of labous huge and hard, too hardforhuman wight.' Il He sovran Priel looping his regal head That dropped with odorous oil down his fair eyes, Poor fehly Tabernacle entered, His starry front low rooft beneath the skies; 0 what"
0688000400_000039,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,83,0,2,0,0,2,1,0,1,1,1,2,1,3,1,2,2,1,0,0,0,1,2,0,0,2,2,0,0,0,4,1,1,1,2,0,4,4,0,4,2,1,0,6,0,0,1,0,3,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,3,4,0,0,0,1,1,0,3,1,0,1,1763,1,1,"Dublin : printed for Peter Wilson, in Dame-Street, MDCCLXIII. [1763].",Dublin,189,male,1730,1788,FALSE,"agonies of death , seized his limbs. He trove to fly; but in vain he strove: he sunk down trembling , without firength among the bushes, THIRZ.A, ITHIRZA, this first night of her widowhood, unable to sleep , had quitted her lonely bed. She left her cottage, and went to"
1133700101_000097,"The lady's poetical magazine; or, beauties of British poetry. ...",,74,0,0,1,1,1,2,1,1,2,2,0,1,1,4,1,3,1,0,0,1,0,5,0,0,1,2,0,0,0,3,6,2,0,1,0,4,0,0,0,2,0,1,1,0,2,0,0,0,1,4,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,1,3,0,0,0,1,3,0,1,0,0,0,1791,1,2,"London : printed for Harrison and Co. No. 18, Paternoster-Row, 1791.",London,490,unknown,,,FALSE,"blood, by horror chilled, A cold and agonising sweat diltill'd; Then, foaming with unutterable smart, He aimed a dagger at his heart . His watchful train prevent the blow; And call each lenient balm to soothe his frantic woe: But pleased, the shepherd now beheld His pride by Heaven's own"
0370501500_000056,"A collection of the most esteemed pieces of poetry, that have appeared for several years. With variety of originals, by the late Moses Mendez, Esq; and other contributors to Dodsley's Collection. To which this is intended as a supplement.",,79,0,0,1,0,1,2,1,1,2,2,0,2,0,3,2,3,1,0,0,1,0,5,0,0,1,3,0,0,0,3,6,2,0,0,0,4,0,0,0,3,0,1,2,0,1,0,0,0,1,4,2,0,0,0,0,0,1,0,2,1,3,0,0,0,1,0,2,3,0,0,0,1,3,0,1,0,1,0,1770,1,1,"London : printed for Richardson and Urquhart, under the Royal Exchange, MDCCLXX. [1770].",London,321,unknown,,,FALSE,"] From his blood, by horror chilled, A cold and agonising sweat distilled: Then, foaming with unutterable smart, He aimed a dagger at his heart . His watchful train prevent the blow; And call each lenient balm, to sooth his frantic woe: But pleased, the Ihepherd now beheld His pride"
1361100600_000047,Paradise regain'd. A poem. In four books. To which is added Samson agonistes. And poems upon several occasions. Compos'd at several times. The author John Milton.,John Milton,71,0,0,1,2,0,1,2,0,1,2,2,1,0,1,5,1,0,0,0,0,0,1,0,0,1,2,0,2,1,1,6,1,1,0,0,3,1,0,0,1,2,2,2,1,0,1,0,2,0,1,0,0,1,2,0,0,0,0,1,1,2,0,0,1,0,0,1,3,0,0,2,0,0,0,1,1,4,0,1705,1,1,"London : Printed for Jacob Tonson, within Grays-Inn Gate next Grays-Inn Lane, 1705.",London,473,male,1608,1674,TRUE,"Took up, and in fit place did reinftal? Or did of late earth's Sons besiege the wall Of theenie Heaven , and thou some goddess fled Amongst us here below to hide thy nettar'd head , VIII Or wert thou that juff Maid who once before Fobrfook the hated earth"
1481600500_000039,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,81,0,2,0,0,1,1,0,1,0,1,2,1,3,1,3,1,1,1,0,0,1,2,0,0,3,1,0,0,1,5,3,1,2,1,0,3,4,0,3,2,2,0,5,0,0,1,0,4,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,3,1,0,1,1783,1,1,"Newry : Printed by R. Stevenson, Market street, M,DCC,LXXXIII. [1783].",Newry,132,male,1730,1788,FALSE,"in pity to my unspeakable anguish, allow me to weep here yet a little longer. Suffer me to raise to heaven my bloody hands for your happiness . Then I go hail, hail ye ah, wretch! wilt thou profane their sacred names ?- tvilt thou pollute with thy infeted breath"
0902300600_000002,"Elmar and Ethlinda; a legendary tale: and Adalba and Ahmora, an Indian tale: with other pieces. By Miss Harriet Chilcot, (now Mrs. Meziere.)","Meziere, Harriet",89,0,1,2,0,0,1,3,0,4,1,4,2,1,0,4,0,1,1,0,2,0,2,0,2,0,1,0,1,0,8,4,0,0,0,0,2,0,0,3,0,1,4,5,0,2,0,0,3,2,1,1,0,0,0,0,0,4,1,0,2,1,0,0,1,0,0,1,3,0,0,1,0,1,2,0,1,2,0,1783,1,1,"London : printed for J. Debrett, (successor to Mr. Almon,) opposite Burlington-House, Piccadilly, MDCCLXXXIII. [1783].",London,102,unknown,,,FALSE,"in vernal pride, Thick spreading, checked the roving eye; To thoughtless souls it thought supplied, in fixing peace that never could die. IV In modest Nature's rural dress, Serenely shone the beauteous scene; Such tranquil pleasures all express As never in toils of art is seen. V Here might the"
1097000100_000037,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,84,0,1,0,1,1,0,1,0,0,2,2,1,1,2,5,5,0,2,0,1,2,12,0,0,4,1,0,2,0,1,3,2,1,1,0,4,0,0,2,1,0,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,3,0,1,0,1,0,1762,1,1,"London : printed for R. and J. Dodsley , in Pall-Mall ; T. Durham , at the Golden Ball in the Strand ; T. Field , in Pater-Noster Row ; and J. Collyer, at No. 27, in Plough-Court, Fetter-Lane, M.DCC.LXII. [1762].",London,293,male,1730,1788,FALSE,"our misery with a propitious eye. Thou permittedf us to implore Thee. Thou hast not abandoned the finner. Eternal praises rise to Thee! Thy works, 0 GOD , render Thee praise 1 The beauties of spring, the serenity of the heavens show forth Thy bener ficence: the loud voice of"
1045100400_000084,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth, in reading and speaking. To which is prefixed an essay on elocution, and directions for reading. By W. Enfield, LL.D.",William Enfield,88,0,1,1,0,0,0,1,0,3,0,1,2,3,0,1,2,1,1,0,2,0,0,1,3,1,4,0,1,0,5,2,1,2,1,0,4,1,0,5,2,0,0,9,1,1,1,1,2,0,2,2,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2,5,1,0,0,1,0,1,0,0,0,2,0,1800,1,1,"Ludlow : printed by H. Procter; and sold by the booksellers and stationers in general, 1800.",Ludlow,432,male,1741,1797,FALSE,"Science, rose lip'd Health, Thy gentlest influence own, And hymn thy favourite name! COLLNS. n5 CHAP. XXVI ODE TO SPRING. SWEET daughter of a rough and stormy sire, Hoar Winter's blooming child: delightful Spring! Whose unshorn locks with leaves And swelling buds are crowned; From the green islands of eternal"
0912002100_000006,The shipwreck; a poem. By William Falconer.,William Falconer,73,0,1,2,0,0,1,1,1,2,1,0,2,0,1,1,2,2,2,0,1,0,0,2,2,0,1,0,0,0,4,1,0,0,0,0,3,1,0,1,1,0,0,11,0,0,0,0,2,1,1,0,0,2,0,0,0,2,0,4,1,0,0,0,0,0,0,5,1,0,1,1,2,0,0,2,1,0,0,1795,1,1,"Portsea : printed and sold by W. Woodward. Sold also by Allen and West, Paternoster Row, London, [1795?].",Portsmouth_fPortsea,107,male,1732,1769,FALSE,"rage atone? : And let this tortured bosom beat alone! -' · The hovering anger yet thou may'st appease; Go then, dear youth! nor tempt the faithless seas ! Find out some happier daughter of the town, With fortune's fairer.joys thy love to crown:  Where smiling over thee with"
0388500200_000038,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,82,0,2,0,0,0,1,0,1,0,1,2,1,3,1,2,0,1,0,0,0,1,2,0,0,3,2,0,0,1,5,3,1,2,0,0,2,4,0,3,2,3,0,5,0,0,1,0,4,1,0,1,0,0,0,0,0,2,4,1,0,0,0,0,1,0,0,4,2,0,0,0,1,1,0,3,1,0,1,1797,1,1,"London : published Jany. 7th. 1797. by T. Heptinstall Fleet Street, [1797].",London,288,male,1730,1788,FALSE,"domestic sweet . Dare I breathe the air through which ascends the sighs of my mourning parents, my terrified wife, my widowed sister Dare I appear in a spot consecrated to a just grief grief for my crime Begone! pollute not the residence of virtue. yes, I go i go"
0381200400_000083,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. To which is prefixed An essay on elocution. By William Enfield, LL. D. Lecturer on the Belles Lettres in the Academy at Warrington.",William Enfield,85,0,1,2,0,0,0,1,0,3,0,1,2,3,0,1,2,1,1,0,2,0,0,1,3,1,4,0,1,0,4,3,1,2,1,0,4,1,0,4,2,0,0,9,1,1,1,1,2,0,2,2,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,2,0,1779,1,1,"London : printed for Joseph Johnson, St. Paul's Church-Yard, MDCCLXXIX. [1779].",London,442,male,1741,1797,FALSE,"long, fure found beneath the Sylvan ihed, Shall Fancy, Friendship, Science, rofe lip'd Health, Thy gentleit influence own, And hymn thy favourite name! COLLINS. C H A P. XXVI O D E T o S P R I N G. WEET daughter of a rough and stormy sire, Hoar winter's"
1035100500_000049,Paradise regain'd: a poem. In four books. To which is added Samson Agonistes; and Poems upon several occasions. With a tractate of education. The author John Milton.,John Milton,79,0,0,0,1,0,2,2,0,3,2,3,1,0,2,4,1,0,0,0,0,0,2,0,0,1,2,0,0,1,1,5,2,0,1,0,3,1,0,1,2,2,2,5,1,1,1,0,1,0,2,0,0,1,1,0,0,0,0,1,1,3,0,0,0,0,0,1,3,0,0,4,0,2,0,1,1,1,1,1730,1,1,"London : printed for J. Tonson, at Shakespear's Head, over-against Catherine-Street in the Strand; and for Richard, James, and Bethel Wellington, M.DCC.XXX. [1730].",London,352,male,1608,1674,TRUE,"to belief, That Heaven and earth are coloured with my wo; My sorrows are too dark for day to know : The leaves Should all be black whereon I write, And letters, where my tears have wafht, a wannifh white. VI See, see the Chariot, and those rushing wheels, That"
0971500800_000005,"Poems, by Mrs. Mary Robinson.",Mary Robinson,83,0,1,1,0,0,1,1,1,4,3,3,0,1,3,2,3,0,3,0,5,0,1,1,0,1,0,0,1,0,1,3,0,2,0,0,2,2,0,0,6,0,0,1,0,1,0,0,3,0,5,2,0,1,1,0,1,0,4,0,0,2,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,2,2,1795,1,1,"London : printed by T. Spilsbury and Son; and sold by J. Evans, Paternoster Row, and T. Becket, Pall Mall, [1795?].",London,233,female,1758,1800,TRUE,"art; With HONEST PRIDE, that dignifies the heart ; With fine affections, wvarm, yet ever even, He formed on earth a transitory Heaven ! No ostentatious verse the MUSE shall give, No pompous line to bid his virtues live; Superior praise shall decorate HIS Name; For TRUTH, untutored, GUIDES THE"
0376600102_000021,A collection of poems in four volumes. By several hands.,"Pearch, G.",76,0,0,1,1,1,1,2,0,1,3,0,5,0,2,1,2,1,0,0,1,0,4,0,0,1,2,0,1,1,3,6,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,1,0,3,0,0,0,1,4,1,1,4,0,0,0,0,0,2,2,0,0,0,2,2,0,1,0,2,0,1770,2,4,"London : printed for G. Pearch, No 12, Cheapside, M.DCC.LXX. [1770].",London,326,unknown,,,FALSE,"Virtue guilty power engage) With brow undaunted met his rage. Sce, his cheek kindles into generous fire: Stern, he bends him over his Iyre; And, while the doom of guilt he sings, Shakes horror from the tortured firings. What( () Whlat sounds of terror. and dirrefs Rend yon howling wilderness!"
0261800800_000050,"Important directions how to spend every day, and particularly the Lord's day. Chiefly collected from the Rev. Mr. Baxter and Dr. Doddridge, With Prayers for the Morning and Evening in the Closet and in the Family. To which are added (by permission) extracts from the Rev. Dr. Young on the Last Day, on the Importance of Time, and on the Cure of Death. With A Collection of Poems, Psalms and Hymns, from the Rev. Dr. Watts, and others of the most considerable Authors.",,95,0,2,3,0,0,4,2,0,4,2,3,3,3,1,7,2,1,1,0,0,1,5,0,0,1,1,0,1,0,2,4,1,1,2,0,4,1,0,1,1,0,0,1,0,0,0,1,2,0,5,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,0,8,2,1748,1,1,"London : printed by W. Strahan: and sold by J. Buckland, at the Buck in Pater-Noster Row, MDCCXLVIII. [1748].",London,181,unknown,,,FALSE,"fail, and prophecy hall cease, Then constant FAITH,. and holy HOPE shall die, One lost in certainty, and one in joy : Whilst LOVE , O happy power , is frill the same, Lasting her lamp, and unconfined her flame, Shall fill survive. Shall stand before the host of HEAVEN"
0381200400_000084,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. To which is prefixed An essay on elocution. By William Enfield, LL. D. Lecturer on the Belles Lettres in the Academy at Warrington.",William Enfield,87,0,4,2,0,0,1,0,0,2,0,1,3,1,2,3,3,0,0,0,3,2,1,0,2,3,1,0,0,0,3,4,0,1,1,0,4,0,0,6,1,2,0,4,1,1,0,1,2,0,2,2,0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,1,1,0,1,2,0,1,0,0,0,3,2,1779,1,1,"London : printed for Joseph Johnson, St. Paul's Church-Yard, MDCCLXXIX. [1779].",London,442,male,1741,1797,FALSE,"not those fantastic joys , That still amuse the wanton, still deceive; A face of pleasure, but a heart of pain; Their hollow moments undelighted all? Sure peace is his; a solid life , estrange To disappointment, and fallacious hope: Rich in content, in Nature's bounty rich, In herbs and"
0276602400_000007,"Poems, by the late Mr. and Mrs. Johns, of Plymouth.","Johns, Mrs.",87,0,1,1,1,0,3,2,1,3,1,2,0,0,1,2,3,1,1,0,3,0,3,0,1,0,1,0,1,0,4,1,0,0,1,0,2,1,0,3,3,0,0,5,1,0,0,0,2,0,7,5,0,1,0,0,0,0,0,2,1,6,0,0,1,0,1,2,0,0,0,2,0,2,1,0,0,1,0,1797,1,1,"Plymouth : Clarence Press, [1797?].",,93,female,1731,1792,FALSE,"From threatening ills to guard the fair. High privilege you claim, my friend, The couch of beauty to attend; With health and all her cheerful train You come. to banish care and pain. watch and life's dying flame restore, Till gladdening smiles return once more, Over those pale cheeks, whose"
1752500302_000032,"The Messiah. Attempted from the German of Mr. Klopstock. To which is prefixed, his introduction on divine poetry.",Friedrich Gottlieb Klopstock,87,0,1,0,0,0,0,1,0,0,0,9,0,0,3,5,1,1,0,0,0,3,0,0,0,1,1,0,6,1,1,7,1,2,3,2,1,2,0,1,0,0,1,1,0,0,5,0,1,1,0,3,0,1,0,2,0,3,0,2,2,0,0,0,0,1,0,1,2,0,0,2,3,2,0,0,1,0,0,1799,2,3,"London : printed by J. Adlard, for J. Parsons, 1799.",London,257,male,1724,1803,FALSE,"entered this mortal slate, wept at Bethlehem - But O Aam! they will know him, they will know the dear snvi ova, the Sowa of the ETERNAL ! But as the flower, wyhole Italk is broken by the boisterous wind, hangs its still beauteous head and dies, so some of"
0534900500_000015,"Savillon's elegies, or, poems, written by a gentleman, A.B. late of the University of Cambridge.","Wallace, James",72,0,2,3,1,0,1,0,0,7,1,2,1,0,0,0,2,1,1,0,2,3,0,0,1,0,1,0,3,2,1,1,0,0,1,0,1,0,0,3,1,0,1,2,1,1,1,0,0,0,3,0,0,0,0,0,0,1,1,2,3,2,0,0,0,0,0,2,3,0,0,0,1,1,0,2,1,0,2,1795,1,1,"London : printed by T. Rickaby, for Hookham and Carpenter, New Bond-Street, 1795.",London,173,male,1766,1829,FALSE,"That day which India's broken rest rcftor'd, And fhcath'd, in peace approved, the Lion's sword: - Proud fragments fcatt'ring from the Sultan's plain, The ruined emblems of Britannia's gain; On which her sons shall rise to brighter fame, And bless with thanks, their Indian saviour name. No cringing flatterer is"
0821600302_000021,A collection of poems in two volumes. By several hands.,"Pearch, G.",75,0,0,2,0,0,2,1,0,2,2,0,3,0,2,1,2,1,0,0,0,0,5,0,1,0,2,0,0,0,1,4,1,0,1,0,4,0,0,0,2,0,1,1,1,2,0,0,2,1,6,2,0,0,0,0,0,2,2,1,1,2,0,0,1,0,0,2,3,0,0,1,1,2,1,0,0,1,0,1768,2,2,"London : printed for G. Pearch, No. 12, Cheapside, MDCCLXVIII. [1768].",London,322,unknown,,,FALSE,"succeeds to hell born woe. See, the signs of grace appear: See the soft relenting tear , Trickling at sweet mercy's call! Catch it, angels, ere it fall! And let the heart fent offering rise, Heaven's belt accepted sacrifice !- Yet, yet again Ah see, the pang returns! Again with"
0110100200_000007,Miscellaneous poems. By Edward Stephens ...,"Stephens, Edward",95,0,0,1,0,1,2,4,0,2,4,1,1,0,4,0,5,1,2,0,5,2,4,1,1,0,0,0,0,0,2,5,0,1,3,0,3,1,0,3,4,0,0,3,0,1,0,0,0,0,7,2,1,1,1,0,0,0,2,1,2,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,5,1,1747,1,1,"Cirencester : printed for the author, by Tho. Hill and comp, MDCCXLVII. [1747].",,55,male,1747,1765,FALSE,"Soul we know not where !' Ten Thousand dark , uncomfortable Thoughts Surround us, and benight cur wandering Minds. Say, thinking Powers , unto what distant World Unknown, thus unattended are ye hafl'ning? O Horror! Anguish! Fear ! Confusion! Guilt! How ye torment and rack my thinking Soul! That, conscious,"
0311401000_000036,"Musæ seatonianæ. A complete collection of the Cambridge prize poems, from the first institution of that premium by the Rev. Mr. Tho. Seaton, in 1750, to 1770. To which are added, two poems, likewise written for the prize, by Mr. Bally and Mr. Scott.",,75,0,0,3,1,0,1,0,0,3,1,5,1,0,0,1,2,0,0,0,1,1,3,0,0,3,1,1,2,0,5,3,0,0,0,0,4,0,1,2,1,0,1,5,2,0,1,1,0,1,2,0,1,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,2,0,0,0,1,2,0,2,0,1,0,1787,1,1,"London : printed. Sold by J. Deighton, No. 274, Holborn, M,DCC,LXXXVII. [1787].",London,313,unknown,,,FALSE,"hangs enraptured. At that altar Q Peacg Peace {heds her balmy influence, far from Guilt And all his hideous offspring: Envy wan With jaondic'd eye: Ambition's blustering voice Brawling for titles: hollow hearted smile Of cringing Adulation: dog eyed Luit Rifling the bosom of chaste innocence. For say, can fancy,"
0444800300_000034,"Psalms and hymns, collected by William Bromley Cadogan, M. A. Rector of St. Luke's, Chelsea, St. Giles's, Reading; and Chaplain to the Right Hon. Lord Cadogan.",William Cadogan,104,0,0,1,1,1,0,1,0,1,2,1,0,1,2,3,3,2,1,0,0,1,9,0,0,3,1,0,1,0,6,4,6,0,0,0,7,1,1,3,4,0,0,9,1,1,0,1,2,0,7,1,0,0,0,0,0,1,0,0,4,2,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1,0,1794,1,1,"Reading : printed and sold by A. M. Smart and T. Cowslade ; sold also by J. Mathews, No. 18, Strand, and J. F. and C. Rivington, St. Paul's Church-Yard, London; by R. Snare, and H. Waugh, Reading ; and Mrs. Davenport, and Lewis and Fienes, Chelsea, MDCCXCIV. [1794].",Reading,290,male,1751,1797,FALSE,"in the cross of CHRIST my GOD ; All the vain things that charm me most, I sacrifice them to his blood. See from his head , his hands , his feet, Sorrow and love flow mingling down! Did ever such love and borrow meet, Or thorns compose so rich"
