PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(appear),termFreq(author),termFreq(cafe),termFreq(concern),termFreq(copi),termFreq(countri),termFreq(court),termFreq(date),termFreq(desir),termFreq(duke),termFreq(end),termFreq(england),termFreq(fend),termFreq(follow),termFreq(form),termFreq(friend),termFreq(gener),termFreq(god),termFreq(hand),termFreq(hope),termFreq(hous),termFreq(inform),termFreq(know),termFreq(ladi),termFreq(late),termFreq(law),termFreq(letter),termFreq(life),termFreq(littl),termFreq(london),termFreq(love),termFreq(manner),termFreq(mean),termFreq(mention),termFreq(noth),termFreq(number),termFreq(offic),termFreq(order),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(servant),termFreq(sever),termFreq(taken),termFreq(think),termFreq(thought),termFreq(word),termFreq(write),termFreq(written),termFreq(wrote),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0604200100_000118,"An impartial history of the life and reign of our late most gracious sovereign Queen Anne, Of blessed memory; Wherein is contained, An Accurate and Exact Account of the most Memorable Transactions of that incomparable Princess; As also the most Material incidents of the Life of the late Duke of Ormond. In Three Parts; Containing, I. An Account of the most remarkable Civil Transactions of Her Majesty's Reign, particularly Her uniting the two Crowns of England and Scotland, a Work which had been in vain attempted by many of Her Royal Predecessors; together with the most memorable Victories gained by Her Admirals at Sea, as the Reduction of the whole Island of Minorca, the Taking of Gibraltar, and Raising the Siege of that Place, and the rendering the Descent of the Pretender in Scotland ineffectual, without harrassing the People with any extraordinary Levies or Taxes. II. The Transactions of Her Allies, under the Command of the immortal Prince Eugene, and the Generals of the States of the United Provinces. III. The glorious Atchievements of our own immortal Hero, the great Prince and Duke of Marlborough. The Whole Illustrated with a large Variety of whole Sheet Copper-Plates, engraven by the best Hands, representing all the Sea-Fights, Battles, and Sieges in which those Admirals and Generals were concerned. By Paul Chamberlen, Gent.",Paul Chamberlen,71,1,4,0,0,0,3,0,0,0,3,4,3,1,1,0,2,1,1,0,0,1,1,3,2,1,0,2,1,8,0,1,0,0,0,2,1,0,0,1,4,6,1,1,1,1,1,0,2,2,0,1,0,0,2,0,0,1,0,1738,1,1,"London : printed for W. Lloyd, next the King's-Arms Tavern in Chancery-Lane, Fleet-Street, and sold by the Booksellers of London and Westminster, MDCCXXXVIII [1738].",London,535,male,1635,1717,FALSE,"your Majesty, and Deference to your Royal * Judgement, we desire , these Papers may be communicated to the House ; as also an 4ffidavit concerning the Lord Belhaven, which, we are informed , is lodged in one of the Secretaries Office's ; together with such other Papers , relating"
1762100102_000571,"Athenæ Oxonienses. An exact history of all the writers and bishops who have had their education in the ... University of Oxford, from ... 1500, to the author's death in November 1695. ... By Anthony Wood, M.A. In two volumes.","Wood, Anthony à",68,1,8,3,1,1,4,2,1,3,1,0,2,0,1,0,2,0,0,1,0,2,0,0,0,0,0,1,0,9,0,0,0,0,1,0,1,1,0,0,2,1,0,2,0,1,2,1,1,1,0,2,1,0,1,0,2,2,3,1721,2,2,"London : printed for R. Knaplock, D. Midwinter, and J. Tonson, 1721.",London,725,male,1632,1695,FALSE,"peremptorily to determine ag) Lif of the Names of the Long Parliament, an 1640 likevwife of the sparliament held at Oxor. 1643 Lond. 16f9. ob) TRUE Account of the proceedings betwixt James Duke of Ormord and Arthur Earl of Anglesey, &.. p 9 VOL. IL, mong what sort of Men,"
0018100105_000053,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ...",David Hume,69,3,4,1,0,0,0,1,0,1,3,1,3,1,1,0,0,1,1,0,0,4,0,0,2,0,0,1,0,12,1,2,0,0,2,0,2,0,1,2,2,3,0,1,0,0,1,2,0,0,0,1,1,1,0,1,1,0,5,1763,5,8,"London : printed for A. Millar, in the Strand, MDCCLXIII. [1763].",London,646,male,1711,1776,TRUE,"other. -13 The duke of Norfolk, wtho had examined thtfe pipers, and who favoured so much Queen Mary, that he intended to imatry her, and in the end lost his life in her cause, yet btlikved them authentic, and was fully convinced of her guilt. This appears not only from"
0837600400_000015,"The genuine trial of Thomas Paine, for a libel contained in the second part of Rights of man; at Guildhall, London, Dec. 18, 1792, before Lord Kenyon and a special jury: together with the speeches at large of the Attorney-General and Mr. Erskine, and Authentic Copies of Mr. Paine's Letters to the Attorney-General and others, On the Subject of the Prosecution. Taken in short-hand by E. Hodgson.",Thomas Paine,67,0,2,0,1,2,2,1,1,0,0,3,0,1,1,0,2,0,4,2,0,2,1,1,0,4,0,0,1,3,1,2,0,0,1,3,0,2,0,0,1,2,1,1,0,1,3,0,2,0,0,0,0,2,1,2,4,2,2,1792,1,1,"London : printed for J. S. Jordan, No. 166, Fleet Street, 1792.",London,118,male,1737,1809,TRUE,"writings were false, but because it was out of even course of trial. Gentlemen, in what situation do I fcand before you? This unfortunate Defendant and his book have been prejudged in a thousand Shapes; but, what is more extraordinary, pending the very trial, and when the caufa was standing"
0597400104_000044,"Minutes of the evidence taken at the trial of Warren Hastings Esquire, late Governor General of Bengal, at the bar of the House of Lords, in Westminster Hall, upon An Impeachment against him for High Crimes and Misdemeanors, by the Knights, Citizens, and Burgesses, in Parliament assembled, in the Name of themselves, and of all the Commons of Great Britain.",Warren Hastings,85,0,2,0,0,0,0,7,2,4,5,0,0,0,0,0,5,0,0,3,0,0,2,3,3,0,0,2,0,8,0,2,0,0,1,2,1,0,1,0,4,5,4,0,0,1,6,0,5,1,1,1,1,0,1,0,1,0,1,1788,4,11,"[London] : [s.n.], MDCCLXXXVIII. [1788].",London,421,male,1732,1818,TRUE,"the same as follows : ""LII of Papers received by the Court of Direcors of the East-india Company, from the Governor- general ant Council at Fort William in Bengal, by the Company's Ship Swallow, pre the Rihit h onble. Lord North, the Lari o l lilliborough."" Then the Witness said,"
0432600502_000178,"Memoirs of the life and administration of Sir Robert Walpole, ... With original correspondence and authentic papers, never before published. In three volumes. ... By William Coxe, ...",William Coxe,63,1,2,1,0,1,0,4,2,0,3,1,1,0,1,0,0,0,2,0,0,1,2,2,2,3,0,0,0,5,0,1,0,1,4,1,0,1,0,0,0,2,1,3,1,0,0,1,2,1,1,1,0,0,4,0,2,2,0,1798,2,3,"London : printed [by James Easton, Salisbury] for T. Cadell, jun. and W. Davies, 1798.",London,729,male,1747,1828,FALSE,"thought themselves very very injuriously treated and aspersed by Wood, in his letter g February, Wood's 1722, in which he tells a correspondent, if a proclamation is necessary in Ire N.. for to make it current, he can have it, or anything that is wanting. 1723 Wood in another letter"
1239801300_000002,"An appeal to the public on behalf of Samuel Vaughan, Esq; in a full and impartial narrative of his negotiation with the Duke of Grafton. Containing, The several Affidavits, Letters, &c. of the Duke of Grafton, and Others, as filed in the Court of King's Bench, Michaelmas Term, 1769; and the different Pleadings and Speeches on the Case. Together with an Account of various Transactions before and since the Rule was made absolute. And an appendix relating to the public offices in the island of Jamaica.","Vaughan, Samuel, Esq",95,1,1,2,0,2,1,0,0,4,0,0,10,0,0,0,2,0,0,0,0,4,0,3,7,3,0,1,0,9,0,0,3,0,1,0,2,0,0,7,0,6,0,2,0,0,1,0,2,2,0,1,1,0,0,5,8,1,3,1770,1,1,"London : printed for E. and C. Dilly, in the Poultry, MDCCLXX. [1770].",London,144,unknown,,,FALSE,"writing , marked with the letter B, purporting to be an affidavit, as aforesaid; and likewise the N. B. or words wrote underneath the same, are all of the hand writing of the said Samuel Vaughan, of Mincing lane, London , merchant, except the name or word , 1 Mr."
1609000104_000048,"The works of the Reverend Dr. Jonathan Swift, dean of St. Patrick's, Dublin. With an account of his life and writings. As also, historical and explanatory notes, and a great number of original pieces, in verse and prose. The whole properly digested. In eleven neat pocket volumes, printed in a new beautiful silver type.",Jonathan Swift,68,1,0,0,7,0,1,1,0,0,2,0,0,1,2,0,3,1,1,1,0,2,1,1,1,1,0,1,2,6,0,1,0,0,0,1,0,1,0,1,2,3,1,0,0,1,1,2,3,0,0,3,3,1,1,0,4,3,0,1762,4,11,"Dublin : Printed by George Faulkner, MDCCLXII. [1762].",Dublin,366,male,1667,1745,TRUE,"complying with a Royal Patent. Therefore nothing remaineth, but to make Use of that Libert which the King and the Laws have left us, by co0 tinuing to refute this Coin; and by frequent WR membrances to keep up that Spirit raited agair us; which, otherwise, may be apt to"
1394200102_000057,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,68,0,2,2,1,0,0,0,0,2,1,1,1,1,1,0,2,0,2,1,0,2,1,1,1,1,0,1,0,16,0,1,0,1,0,4,1,1,0,2,0,4,0,2,0,0,0,0,0,2,1,1,0,2,1,0,1,2,2,1775,2,2,"Dublin : printed for Messrs. J. Exshaw, D. Chamberlaine, J. Potts, W. Sleator, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M.DCC.LXXV. [1775].",Dublin,704,male,1736,1796,TRUE,"discharging the ceremonial and essential duties of their commission, that they will have so little spare time as will render access to them very difficult; and as the part they are to aa will be determined by that time, and all or most of the essential articles agreed upon, it"
0145600200_000212,"The history of the troubles of Great Britain: containing a particular account of the most remarkable passages in Scotland, from the year 1633 to 1650. With an exact Relation of The Wars carried on, and the Battles fought by the Marquis of Montrose. (all which are omitted in the Earl of Clarendon's History.) Also, A full Account of all the Transactions in England during that Time. Written in French by Robert Monteth of Salmonet. To which is added, The true Causes and favourable Conjunctures Which contributed to the Restoration of King Charles II. Written in French by D. Riordan de Muscry. Translated into English by Captain James Ogilvie.","Menteith, Robert",76,2,1,2,2,1,1,0,0,3,0,3,0,0,1,0,1,0,0,3,2,1,0,6,1,0,0,0,2,5,0,0,2,0,2,1,0,0,1,2,3,2,8,4,2,3,0,0,2,2,0,0,1,1,0,1,0,1,1,1735,1,1,"London : printed for G. Strahan at the Golden Ball, over against the Royal Exchange in Cornhill; and R. Williamson near Gray's-Inn-Gate, Holbourn, MDCCXXXV. [1735].",London,587,unknown,,,FALSE,"Parliament; the Commissions to be in his Nnme; and after his Reign, this Right to return to the Crown. He will content to the taking away of the Court of Wards, so as a full *"" Recom 323 1647 "" Recompense be fettled upon him in Perpetuity. That he will"
1394200102_000213,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,61,1,0,1,1,0,1,2,1,2,2,0,2,0,3,0,2,0,1,1,0,5,2,0,1,2,0,0,0,6,0,1,4,0,1,1,0,1,1,0,2,3,1,0,0,1,0,0,1,1,2,1,0,0,2,0,0,2,0,1775,2,2,"Dublin : printed for Messrs. J. Exshaw, D. Chamberlaine, J. Potts, W. Sleator, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M.DCC.LXXV. [1775].",Dublin,704,male,1736,1796,TRUE,"onber. Translation. Papers , vola marked Nov. 21, 1713 Schuz fils i ""/[ IS S Oglethorpe, the lord treasurer's miilrefs, 8 114 IVI said, that the Pretender was to travel, and she said so the very day news came from Holland, that the bishop of London had declared at Utrecht,"
0761900201_000046,"Biographical, literary, and political anecdotes, of several of the most eminent persons of the present age. Never before printed. With an appendix; Consisting of Original, Explanatory, and Scarce Papers. By the author of Anecdotes of the late Earl of Chatham. In three volumes. ...",John Almon,96,0,0,0,2,2,0,1,1,8,1,0,1,0,0,0,1,0,0,1,0,5,0,1,5,1,0,0,3,7,0,0,6,0,0,0,1,0,0,5,0,13,0,2,0,0,0,1,2,0,1,4,1,0,1,5,12,0,2,1797,1,3,"London : printed for T. N. Longman, and L. B. Seeley, in Pater-Noster-Row, 1797.",London,418,male,1737,1805,FALSE,"for redress; that the laws of this country had not left his Majesty's fubje6ts, complaining of injury, without a legal and certain protection; that their claim was a claim of right, upon which the court of King's bcnch lhad full authority to inquire, and m2iij determine; that if his clients"
1261500204_000070,"Anecdotes of the life of the Right Honourable William Pitt, Earl Chatham. and of the principal events of his time. With his speeches in Parliament, from the year 1736 to the year 1778. In four volumes. ...",John Almon,80,7,8,2,0,0,2,2,1,0,6,1,0,1,0,0,4,0,2,0,0,2,0,1,0,0,2,3,0,9,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,4,0,3,0,1,1,1,1,3,4,0,2,1,1792,4,4,"London : printed for J. S. Jordan, No. 166 Fleet-Street, 1792.",London,291,male,1737,1805,FALSE,"Bute's willingness to be Secretary of State, and, as he understood, with everything else he has deposed, which is not expressed in the letter . (Vide No. I. in the preceding account ). The letter is dated the ad of January, 1778: it should. have been dated February ad: the"
0597400104_000153,"Minutes of the evidence taken at the trial of Warren Hastings Esquire, late Governor General of Bengal, at the bar of the House of Lords, in Westminster Hall, upon An Impeachment against him for High Crimes and Misdemeanors, by the Knights, Citizens, and Burgesses, in Parliament assembled, in the Name of themselves, and of all the Commons of Great Britain.",Warren Hastings,74,0,3,2,0,0,0,0,5,0,4,1,0,2,0,0,1,0,1,2,1,1,3,0,1,0,0,1,0,12,0,1,0,0,0,1,2,1,1,0,0,2,2,0,1,0,2,1,1,1,1,2,0,5,1,0,5,1,3,1788,4,11,"[London] : [s.n.], MDCCLXXXVIII. [1788].",London,421,male,1732,1818,TRUE,"Time did you receive that Letter from Mr. Hastings? A. I believe the Honourable Manager can give me the Date . A Paper was shown to the Witness; and he said, The 29th September 1782 Q. At what Time was the Letter wrote by you, to which that was an"
0324600400_000091,"The life of the most reverend Dr. John Tillotson, Lord Archbishop of Canterbury. Compiled chiefly from his original papers and letters. By Thomas Birch, M. A. Rector of the United Parishes of St. Margaret Pattens and St. Gabriel Fenchurch, and Secretary to the Royal Society.",Thomas Birch,59,2,1,0,4,0,1,1,0,1,0,1,0,1,1,0,0,1,3,1,0,1,2,0,1,1,0,2,0,6,1,1,2,0,1,1,1,0,0,2,1,0,0,1,0,1,5,0,1,1,0,1,0,0,1,1,1,2,3,1752,1,1,"London : printed for J. and R. Tonson and S. Draper, R. Ware, J. and P. Knapton, S. Birt, T. Longman, C. Hitch and L. Hawes, J. Hodges, A Millar, J. and J. Rivington, J. Ward, W. Johnson, C. Corbet, and M. Cooper, M.DCC.LII. [1752].",London,510,male,1705,1766,FALSE,"impc: .bie. To his protection and blessing t I commend your Ladyship and your hopeful children. · Reading over what I have written puts me  in mind of one, who, when he was in his i' drink, always went and fnewed himself to his e best friends . But"
1761700104_000470,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",66,2,2,2,0,0,1,2,0,2,2,1,1,0,0,0,1,0,1,3,0,2,0,4,1,0,1,2,0,8,0,0,0,0,0,0,0,1,0,0,4,2,0,1,0,1,0,1,3,0,1,4,1,1,3,1,2,0,2,1744,4,4,"London : printed for John and Paul Knapton, 1744-47.",London,1188,male,1661,1725,FALSE,"Lord Mar has met with many ill treatments, as well as vir. Secretary Bromley. But that the Treasurer might leave them with cut excuse, and make her Majesty's affairs, if possible, easy with and to those in her service; as soon as he was recovered enough to write , he"
0725000200_000001,"An answer to the first and second part of an anonymous pamphlet, entitled, Observations upon the conduct and behaviour of a certain sect usually distinguished by the name of Methodists. In two letters to the Right Reverend the Bishop of London, and the other the Right Reverend the bishops concern'd in the publication thereof. The two parts of the Observations herein answered, are prefix'd. By George Whitefield, A.B. Late of Pembroke-College, Oxford.",George Whitefield,92,0,7,1,3,0,5,5,0,0,0,5,0,0,0,0,1,0,3,1,1,6,1,0,2,6,0,1,0,3,0,1,7,0,2,1,0,0,1,0,4,9,1,1,0,0,2,2,0,0,1,4,0,3,0,1,0,0,1,1745,1,1,"Boston : Printed and sold by Rogers and Fowle in Queen-Street, near the prison, 1744 [i.e., 1745].",Boston,54,male,1714,1770,TRUE,"AN N S wv E To the FIRST PART of an Anonymous Pamphlet, ENTITLED, Observations upon the of a certain Sec the Name of M Condu5 and Behaviour usually difiinguijhed by ETHOD IS TS. IN A L E T T E R TO THE RIGHT REVEREND THE BISHOP of LONZDON,"
0837400600_000021,"Minutes of the evidence taken before a committee of the House of Commons, Being a Committee of the Whole House, appointed to consider of the several articles of charge of high crimes and misdemeanors Presented to the House against Warren Hastings, Esq. Late Governor General of Bengal: Containing the Examinations of Sir Robert Barker, Bart. Colonel Champion. Major Marsack. Captain Leonard Jaques. Major Balfour. Major Gardener. Major Gilpin. Nathaniel Middleton, Esq. Captain Williams. Sir Elijah Impey. Captain Thomas Mercer. William Young, Esq. Mr. Isaac Baugh. William Harwood, Esq. Ewan Law, Esq. Alexander Higginson, Esq. Peter Moore, Esq. William Markham, Esq. David Anderson, Esq. Mr. William Wright.",Great Britain. Parliament. House of Commons,75,2,2,1,0,0,0,2,0,2,1,5,0,0,0,0,4,2,2,1,0,1,0,3,2,0,0,2,0,12,1,0,0,0,0,2,1,0,0,0,0,6,0,0,0,2,5,1,1,0,1,3,1,0,0,1,3,0,3,1788,1,1,"London : printed for John Stockdale, Piccadilly; and John Murray, Fleet-Street, MDCCLXXXVIII. [1788].",London,462,unknown,,,FALSE,"i , VI L O N DO N: Printed for JOHN STOCKDALE, opposite BURLI ngtorn house , piccadilly, M. CC IXXXVI.  F 7/ I  ^ -- M I N U T E S, c. jovis, 11 die May 1786 COMMITTEE of the whole House oil the Articles of"
