PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(appear),termFreq(author),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(christ),termFreq(common),termFreq(court),termFreq(death),termFreq(debt),termFreq(declar),termFreq(defend),termFreq(error),termFreq(evid),termFreq(execut),termFreq(faith),termFreq(form),termFreq(gener),termFreq(god),termFreq(grant),termFreq(guilti),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(judg),termFreq(judgment),termFreq(juri),termFreq(justic),termFreq(king),termFreq(know),termFreq(land),termFreq(law),termFreq(life),termFreq(manner),termFreq(matter),termFreq(natur),termFreq(offic),termFreq(opinion),termFreq(order),termFreq(parti),termFreq(peopl),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(power),termFreq(reason),termFreq(record),termFreq(return),termFreq(rule),termFreq(set),termFreq(sever),termFreq(term),termFreq(think),termFreq(trial),termFreq(word),termFreq(world),termFreq(writ),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0409300700_000044,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired, Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,127,3,1,0,1,4,8,1,0,1,5,1,0,2,14,0,1,5,0,1,1,0,0,0,1,0,0,5,1,6,0,0,0,0,2,0,0,2,0,1,0,2,5,0,1,8,0,2,0,1,3,4,5,1,0,6,0,18,0,0,4,1737,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J.R. and J. Hazard against Stationers-Hall, S. Birt in Ave-Mary Lane, and C. Corbett against St. Dunstan's Church in Fleet-Street, MDCCXXXVII. [1737].",London,479,male,1686,1744,FALSE,"my present Method, I hall divide into, X Things to be known preparatory thereto. 2 The Form of Trial in the Courts at We{ minfler. 3 How Trials are managed at the Afizes. 4 New Trials and Executions , ci. Trial , in its common Definition, is the Examination of"
0573200200_000153,"Acts of Assembly, passed in the Island of Barbadoes, From 1648, to 1718.",Barbados,115,2,1,7,3,4,2,0,0,3,12,2,0,2,10,3,1,3,0,0,0,0,0,1,3,0,0,2,0,2,1,0,1,0,3,0,1,0,1,6,0,1,0,0,3,14,6,6,1,1,1,0,1,0,1,0,0,2,0,0,2,1732,1,1,"London : printed by order of the Lords Commissioners of Trade and Plantations, by John Baskett, Printer to the King's most Excellent Majesty, 1732-39.",London,496,unknown,,,FALSE,"Clerk into his or their Custody. AN D it is hereby firther enacted, ordained, and declared by the Authority aforesaid, That in cafe the Defendant shall plead in Abatement to such Action, such Plea (lall be filed in the Office of the said Court in Four Days after due Service"
0677000101_000027,"Reports of cases argued and adjudged in the King's Courts at Westminster, in two parts. Part 1. Containing cases in the Court of King's Bench, &c. beginning in Hilary term in the 16th year of the reign of King George the Second, and ending in Hilary term in the 26th. Part II. Containing cases in the Court of Common Pleas, &c. beginning in Hilary term in the 26th year of the Reign of King George the Second, and ending in Trinity Term in the 9th year of the Reign of his present Majesty King George the Third. By George Wilson, Serjeant at Law. With tables of the principal matters, Names of the cases contained in both Parts; and some Account of the Lords the Judges, Serjeants at Law, and most eminent Counsel attending the Bar during that Time.","Wilson, George",93,1,6,0,0,5,0,0,0,3,1,2,1,0,4,3,1,7,0,0,1,0,0,1,1,1,1,2,1,4,1,0,0,2,3,0,2,4,0,0,1,1,0,0,3,8,2,1,0,0,6,5,2,1,0,1,0,1,0,0,3,1770,1,2,"London : printed by His Majesty's Law-Printers, for the author; and sold by J. Worrall, and B. Tovey, in Bell-Yard, near Lincoln's-Inn, MDCCLXX. [1770].",London,358,male,,,FALSE,"done by a/athea the vouchee was done by her attorney, and where there is a summons, the constant usage and rule of law is for the vouchee to appear by attprney. I Leo. 86., 291, the appearance therefore by the vouchee, as stated on the record , is right, as"
0233900400_000149,"The new instructor clericalis, stating the authority, jurisdiction, and modern practice of the Court of Common Pleas. With Directions for commencing and defending Actions, entering up Judgments, suing out Executions, and proceeding in Error. To which are added, the rules of the court, Modern Precedents, and several other Matters necessary to be known by Attornies and their Clerks, in Town and Country. The whole illustrated by useful notes and observations from the best authorities; with the addition o several new titles, and a copious index. The third edition, corrected. By John Impey, Inner-Temple.","Impey, John",94,0,1,0,1,6,2,2,0,3,9,0,6,2,4,1,0,4,1,1,1,0,3,0,2,2,0,5,0,3,2,1,0,0,1,0,0,0,1,0,0,0,2,0,0,5,3,2,1,0,1,4,5,1,0,0,0,2,0,0,4,1790,1,1,"London : printed for the author, by A. Strahan and W. Woodfall, Law Printers to the King's most Excellent Majesty; and sold by Thomas Whieldon, No. 43, Fleet-Street, 1790.",London,793,male,,,FALSE,"the attorney does. it forhim, with a stay of execution , which con fefflion is generally wrote in the margin of the declaration , or it may be done on the back of the inquiry, or on plain paper, thus: "" I onfefs this Tle it;, don. "" a17iton; and"
0597700301_000166,"Practice common-placed: or, the rules and cases of practice in the Courts of King's Bench and Common Pleas, ... By George Crompton, Esquire, ... In two volumes. ...","Crompton, George           1787",104,5,0,0,0,3,4,0,0,0,6,0,1,4,8,0,0,4,0,0,0,0,2,1,7,1,0,3,2,5,3,0,0,2,1,0,1,1,0,2,0,1,1,0,2,11,2,5,0,0,3,0,1,1,0,0,0,7,1,0,3,1786,1,2,"London : printed for T. Whieldon,, 1786.",London,503,unknown,,,FALSE,"inheritance of lands , nor lor any battery], where the debt or damages recovered does not amourt to forty illing, may be granted after the trial . But a certificate according to the 22 arnd 23 of Car. 2 C 9, must be given at the trial , the woeds"
0469800401_000081,"The laws of Jamaica: comprehending all the Acts in force, passed between the thirty-second year of the reign of King Charles the Second, and the thirty-third year of the Reign of George the Third. To which is prefixed, a table of the Titles of the Public and Private Acts passed during that Time. Carefully revised and corrected from the original records And Published under the Direction of Commissioners appointed for that Purpose by 30 Geo. III. cap. xx, and 32 Geo. III. cap. xxix.",Jamaica,103,0,3,1,1,2,5,0,0,1,21,0,3,1,4,2,0,2,0,0,2,0,3,0,0,1,0,3,1,3,2,0,1,0,3,0,2,3,0,1,0,0,1,0,3,1,1,1,2,1,3,3,0,1,2,1,1,4,0,0,7,1792,1,2,"St. Jago de la Vega, Jamaica : printed by Alexander Aikman, printer to the king's most Excellent Majesty, M.DCC.XCII. [1792].",,648,unknown,,,FALSE,"of the best quality, who hath pradited and is well read in the laws of England; though few of them are so learned as the judges here, yet they are men of the greatest lense and reafbn (whereon all law is or filould be gr ounded). This court is not"
0836700201_000360,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,129,2,1,0,5,3,1,0,0,9,9,0,1,0,4,5,10,3,0,0,0,0,1,0,0,0,0,2,0,13,0,4,0,2,3,0,1,5,0,0,1,0,2,0,0,8,11,4,0,0,8,1,0,2,1,1,0,1,0,0,5,1771,1,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,896,male,,1789,FALSE,"K k k dia A T T dit, was now nonsuited in the attaint, in that care the attaint was abated, because she had no cause to bring an attaint, for there was no verdia against her. X Leon. 317 In attaint the parties and the jury appeared and demanded"
0292700900_000030,"An estimate of places for life: Shewing How many Years Purchase a Place for Life is worth. How long a Man must hold his Place to have the Value, Principal and Interest of the Purchase Money. How much he has coming in per Cent. per Annum for his Money. What a Place for Life is worth; the Income not exceeding 1000 l. per Ann. All at One View. The Whole being Calculated upon the Chances of the Probabilities of Lives in General. To which is prefix'd, An Account of Places which are in the Disposal of the Lord Mayor; Aldermen, and Common Council of the City of London, also of others more immediately belonging to the Crown; being Collected from the latest and best Lists Extant: Wherein is shewn the Nature and respective Business of the Principal Officers, and in whose Gift most of the said Places are. The whole being Interspersed with Directions and Instructions for obtaining Places in General. By Richard Hayes, Teacher of Merchants Accounts in Great Eastcheap, Author of The New Method for Valuing Annuities upon Lives.",Richard Hayes,128,0,1,0,1,1,1,1,0,7,20,0,0,2,1,3,0,1,0,0,0,0,1,0,0,1,0,4,2,2,3,8,0,3,3,1,0,3,0,13,0,0,1,0,5,1,6,5,0,0,6,0,3,1,2,2,0,2,0,0,11,1728,1,1,"London : printed for W. Meadows at the Angel in Cornhill, M.DCC.XXVIII. [1728].",London,270,male,1715,1740,FALSE,"have recourse to search for any Writ by; and all Moneys that are paid into Court are paid to him, and he takes the See and Money for the Certificate and Stamp of an Entering Clerk or Attorney, upon his being first fwor and admitted. MARSHAL of the king's BENCH"
0173600201_000009,"The practising attorney: or, lawyer's office. Comprehending the business of an attorney in all its branches. Divided into Two Volumes, viz. ... . Contains I. The Practice of the Court of King's Bench. II. The Practice of the Court of Common Pleas. III. The Practice of Courts-Leet, Courts-Baron, &c. ... Contains IV. The Practice of the High Court of Chancery. V. The Practice of Equity in the Exchequer. VI. The Practice and Method of Conveyancing, &c. Wherein All the Precedents and Forms of Processes and Proceedings are truly and faithfully rendred in the English Language, in Pursuance of the late Statute. The third edition, carefully corrected and much improv'd; with the Rules and Orders of the several Courts, and the Laws and Statutes under each Head, continued to this Time. By W. Bohun, of the Middle Temple, Esq;","Bohun, William",127,2,2,0,2,3,2,1,0,2,7,1,3,3,5,15,0,3,0,1,0,0,0,0,7,0,0,2,1,1,6,3,0,1,1,0,0,0,0,2,0,0,6,0,10,8,2,0,1,1,3,1,0,0,1,1,3,0,0,0,14,1732,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of E. Sayer, Esq;) for A. Bettesworth and C. Hitch, at the Red-Lion, J. Osborn and T. Longman, at the Ship, both in Pater-Noster-Row; T. Worrall, at Judge Coke's Head, and F. Cogan, at the Middle-Temple-Gate, both in Fleet-Street, MDCCXXXII. [1732].",London,479,male,,,FALSE,"against any Person , and he doth appear and put in Bail; if the Plaintiff do not declare within 3 Days after, or after Declaration , delays or discontinues his Suit, or be nonsuit, the Judges of that Court shall award Damages against the Plaintiff . And by this Statute,"
0173100300_000217,"The new law-dictionary: containing the definition of words and terms, and also the whole law, and practice thereof, &c. Carefully abridged: In the most Compleat and informing Manner, for the use and benefit of students, attornies and solicitors, Stewards, and Clerks of Courts, Justices of the Peace, Sheriffs of Counties, the Clergy and others. And particularly Referring To all the Law-Reports, and Acts of Parliament, especially those Statutes which have lately altered our Law, down to the present Time. Whereto is added, a curious catalogue or register of the year-books and reports, with the times of their publication &c. By Giles Jacob, gent.",Giles Jacob,99,2,0,1,2,1,4,0,0,1,12,1,2,0,2,1,0,5,0,0,1,1,0,1,1,1,0,14,4,1,1,2,1,1,1,0,0,2,0,2,1,3,1,0,5,4,0,0,1,2,2,0,2,1,1,0,1,3,1,0,3,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for R. Ware, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, J. Hodges, S. Austen, J. and H. Pemberton, and J. Rivington, MDCCXLIII. [1743].",London,608,male,1686,1744,FALSE,"him another Person who wa: any Afeion brought against him, for in no wie culpable, Should be indicted what he aas as Judge . It is held, for this Murder, and conviced thereof that to kill a Judge of any of the flu before him, what he would do in"
0472300301_000002,"The attorney's practice in the court of King's Bench: or, an introduction to the knowledge of the practice of that court, as it now stands under the Regulation of several late Acts of Parliament, Rules, and Determinations of the said Court; With variety of useful and curious precedents in English, settled or drawn by Counsel; and a Complete Index to the Whole. By Robert Richardson, of the Inner Temple, Gent.","Richardson, Robert",120,1,0,1,0,4,2,1,0,0,25,2,2,0,0,5,0,1,0,0,1,0,4,1,0,1,1,3,1,2,1,12,0,0,1,1,1,1,1,12,0,1,1,1,5,0,6,1,1,0,3,2,1,1,2,3,0,1,1,0,2,1769,1,2,"London : printed by His Majesty's law-printers; for J. Worrall, W. Straham, W. Johnston, P. Uriel, W. Owen, and W. Flexney, 1769.",London,631,male,,,FALSE,"may be returned by the sheriss, inquisitions of felo's de fe, or per infortunium interfet', are certified hither of course. Hence also issue attachments for disobeying rules or orders of the so h the court , concerning which the party Shall be examined upon oath to interrogatories; and if guilty"
0597700201_000098,"The practice of the Court of King's Bench in personal actions. ... . By William Tidd, Esq. Of The Inner Temple.",William Tidd,108,0,1,1,1,2,4,0,0,3,6,0,3,3,5,2,0,4,1,0,4,0,1,0,0,1,0,7,0,2,0,0,0,0,0,0,0,3,1,2,0,4,2,0,0,6,2,4,0,1,1,0,14,4,3,1,0,3,0,0,6,1799,1,2,"London : printed by A. Strahan, Law-Printer To The King's Most Excellent Majesty; for E. & R. Brooke & J. Rider, Bell-Yard, Temple-Bar; and J. Butterworth, Fleet-Street, 1799.",London,623,male,1760,1847,FALSE,"abfolure in T. 3 0, II. the firt inilance, Unless the Dd i bond to enter up judgement and take out execution , after a verdiet for the plaintiff , against one of several underwriters, where the rest have agreed to be bound by it (n); for afcirefacis, to revive"
1247900400_000152,"The commentaries of Sir William Blackstone, Knt. on the laws and constitution of England; carefully abridged, in a new manner, and Continued down to the present Time: with notes, corrective and explanatory. By William Curry, of the Inner Temple.",William Blackstone,109,1,1,0,6,3,2,0,0,3,12,0,1,0,1,10,2,3,0,1,0,0,2,0,0,1,1,2,1,3,2,7,0,2,2,0,0,3,4,0,0,0,1,0,0,3,3,0,0,0,7,0,0,0,1,2,1,2,1,0,12,1796,1,1,"London : printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn, 1796.",London,585,male,1723,1780,FALSE,"discretion of the judges . It seems, however, agreed, that a pauper may recover colts, though he pays none; for the counsel and clerks are bound to give their labour to him, but not to his antagonists. To prevent also trifling and malicious actions, for words , for assault and"
0469900200_000016,"Laws of the state of New-York, passed by the Legislature of said state, at their tenth session.",New York (State),150,0,0,4,2,5,4,0,0,9,29,0,0,4,10,4,0,1,0,2,2,0,0,0,1,0,0,4,2,1,4,0,0,0,1,0,3,0,0,1,1,1,2,0,0,0,13,2,0,0,15,4,1,2,5,6,0,2,0,0,3,1787,1,1,"New-York : Printed by Samuel and John Loudon, printers to the state, M,DCC,LXXXVII. [1787].",New York,221,unknown,,,FALSE,"the said Courts of Common Pleas , or Courts of General Sessions may be read in any of the Peace, or Mayor's Courts , shall or may be read and made use of in the said courts as said courts . respectively, in the same manner , and shall be"
0503500100_000753,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; and also the whole law and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The seventh edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,97,0,3,0,5,0,3,1,0,1,9,0,5,1,2,2,0,1,0,0,2,0,3,0,2,0,0,3,0,4,3,4,0,0,0,0,1,1,1,0,1,1,4,0,0,5,6,5,1,0,4,2,1,0,0,2,0,2,0,0,6,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, T. Osborn, H. Lintot, C. Hitch and L. Hawes, J. Hodges, A. Millar, John Rivington, H. S. Cox, James Rivington and J. Fletcher, J. Ward, R. Baldwin, W. Johnston, M. and T. Longman, C. Corbett, P. Davey and B. Law, T. Casson, and M. Cooper, MDCCLVI. [1756].",London,844,male,1686,1744,FALSE,"counts of Nihil stall be put out of the Exchequer. Stat. sr.z.. C 3- jiil. Debet, Is a Common Plea to an Acion of Debt , when the Money is paid: But tis no Plea in Covenant, or Breach assigned for nonpayment of Rent,, c. 3 Lev. 170 If Ation"
0348200300_000045,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,126,3,1,0,1,3,8,2,0,1,5,1,0,2,15,0,1,5,0,0,1,0,0,0,0,0,0,5,1,6,0,0,0,1,2,0,0,2,0,1,0,2,5,0,1,7,0,3,0,1,3,4,6,1,0,6,0,17,0,0,3,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, S. Birt, T. Longman, R. Hett, C. Hitch, J. Hodges, W. and D. Baker, J. and J. Rivington, and J. Ward, 1750.",London,478,male,1686,1744,FALSE,"Courts at lss? minflter. 3 How Trials are managed at the Assizes. 4 New Trials and Executions , c. X Trial , in its common Definition, is the Examination of a Cause Civil or Criminal, before a Judge , who has Jurisdiction to try it according to the Laws of"
