PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alik),termFreq(ancient),termFreq(arm),termFreq(art),termFreq(bold),termFreq(bright),termFreq(care),termFreq(critic),termFreq(dai),termFreq(die),termFreq(dull),termFreq(ear),termFreq(earth),termFreq(eas),termFreq(end),termFreq(ey),termFreq(face),termFreq(fair),termFreq(fall),termFreq(fame),termFreq(fate),termFreq(flow),termFreq(fool),termFreq(forc),termFreq(form),termFreq(friend),termFreq(give),termFreq(god),termFreq(grace),termFreq(hair),termFreq(half),termFreq(hand),termFreq(head),termFreq(heart),termFreq(honour),termFreq(human),termFreq(judg),termFreq(judgment),termFreq(know),termFreq(law),termFreq(learn),termFreq(lie),termFreq(life),termFreq(light),termFreq(littl),termFreq(lock),termFreq(long),termFreq(lord),termFreq(love),termFreq(merit),termFreq(mind),termFreq(muse),termFreq(nai),termFreq(natur),termFreq(nymph),termFreq(oft),termFreq(old),termFreq(order),termFreq(past),termFreq(place),termFreq(plea),termFreq(poet),termFreq(prais),termFreq(pride),termFreq(proud),termFreq(rage),termFreq(reason),termFreq(ring),termFreq(rise),termFreq(round),termFreq(rule),termFreq(sens),termFreq(soft),termFreq(soul),termFreq(state),termFreq(sun),termFreq(tast),termFreq(think),termFreq(thought),termFreq(thousand),termFreq(thro),termFreq(true),termFreq(vain),termFreq(wit),termFreq(work),termFreq(world),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0281900101_000028,"The works of Alexander Pope, Esq; Vol. I. With explanatory notes and additions never before printed.",Alexander Pope,115,0,1,3,2,4,3,0,0,8,1,0,2,0,0,1,0,1,0,0,1,1,0,0,1,0,1,3,1,0,3,0,0,0,1,0,1,0,3,0,2,5,7,0,0,1,1,0,2,0,1,2,1,2,3,3,0,0,1,1,0,4,0,8,2,1,3,0,1,0,0,0,3,2,0,1,0,0,1,0,1,0,0,0,2,7,2,1,2,1736,1,1,"London : printed for B. Lintot, 1736.",London,209,male,1688,1744,TRUE,"di/penfary. Name a new Play, and he's the Poets friend , Nay showed his faults but when would Poets mend No place so sacred from such fops is barred, Nor is Pauls church more safe than Paul's churchyard: Nay , Between Verse 625-and 626; In vain you Jhrug, afndfweat, and"
0374400200_000017,"A collection of poems. Containing An Essay on Man. The universal prayer. Eloisa to Abelard. Messiah: A sacred Eclogue. An Ode on Solitude. An Essay on Criticism. The last day. An Elegy written in a Country Church-Yard. Hymn to Adversity. The Grave. The Hermit. A Night-Piece on Death. The Splendid Shilling The Deserted Village. The Traveller. A Pastoral Ballad, and Three Songs. By Pope, Congreve, Young, Gray, Blair, Parnell, Philips, Goldsmith, and Shenstone. With cuts.",,118,0,0,5,1,3,2,0,1,5,3,0,1,0,0,0,3,2,0,1,0,1,0,1,2,2,2,1,1,0,3,0,0,2,1,1,1,0,0,0,3,3,5,0,0,1,3,0,0,0,0,0,3,4,1,5,0,1,0,1,0,2,0,2,2,3,0,1,2,1,3,0,8,3,0,1,0,0,1,0,1,0,0,1,1,4,3,2,2,1777,1,1,"Dublin : printed by A. Stuart, for T. Armitage, (no. 4,) College-Green, M,DCC,LXXVII. [1777].",Dublin,257,unknown,,,FALSE,"steps to rise . Just precepts thus from great examples given, She drew from them what they derived from heaven. The generous critic fanned the poets fire, ioo And taught the world with reason to admire. Then criticism the muse's handmaid proved, To dress her chai ms, and make her"
0259300101_000032,"The works of Alexander Pope, Esq. In nine volumes complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: printed from the octavo edition of Mr. Warburton.",Alexander Pope,111,0,1,2,3,4,3,0,0,8,1,0,2,1,0,1,0,1,0,0,1,1,0,0,1,0,1,3,1,0,3,0,0,1,2,0,1,0,3,0,2,3,6,0,0,2,1,0,3,0,1,1,1,2,2,2,0,0,0,1,0,4,0,7,2,1,3,0,1,0,1,0,2,2,0,1,0,0,1,0,1,0,0,0,2,4,3,1,3,1756,1,9,"London : printed for H. Lintot, A. Millar, J. and R. Tonson and S. Draper, and C. Bathurst, M.DCC.LVI. [1756].",London,225,male,1688,1744,TRUE,"his head , With his own tongue still edifies his ears , And always lia'ning to himself appears. 615 All books he reads, and all he reads assails, From Dryden's Fables down to Durfey's Tales. With him moult authors steal their works , or buy; Ganh did not write his"
1280600500_000025,"A collection of poems, Essays, and epistles: containing Essay on man. Universal prayer. Eloisa to Abelard. Messiah: A sacred Eclogue. An ode on solitude. An essay on criticism. Poem on the last day. An elegy written in a Country Church-Yard. Hymn to adversity. The grave. The hermit. A night-piece on death. The splendid shilling. The deserted village. The traveller. Songs, ballads, and pastorals. By Pope, Young, Gray, Blair, Parnell, Philips, Goldsmith, and Shenstone.",,116,0,2,3,3,4,3,0,0,7,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,3,2,0,2,0,0,1,2,1,1,0,4,0,1,4,8,0,0,1,1,0,2,0,1,2,1,6,2,2,0,0,1,1,0,3,0,5,5,1,2,0,1,0,2,0,3,2,0,1,0,0,0,0,1,0,0,0,1,6,2,1,2,1774,1,1,"Dublin : printed for T. Armitage, in College-Green, MDCCLXXIV. [1774].",Dublin,267,unknown,,,FALSE,"poet's friend , 6.;. Nay showed his faults but when would poets mend? No place so sacred from such fops is barred, Nor is Paul's church more safe than Paul's churchyard Nay fly to altars; there they'll talk you dead; For fools rush in where angels fear to tread; 62s"
1280600500_000020,"A collection of poems, Essays, and epistles: containing Essay on man. Universal prayer. Eloisa to Abelard. Messiah: A sacred Eclogue. An ode on solitude. An essay on criticism. Poem on the last day. An elegy written in a Country Church-Yard. Hymn to adversity. The grave. The hermit. A night-piece on death. The splendid shilling. The deserted village. The traveller. Songs, ballads, and pastorals. By Pope, Young, Gray, Blair, Parnell, Philips, Goldsmith, and Shenstone.",,116,0,3,2,1,5,1,1,0,8,1,0,2,0,0,0,1,1,0,1,0,2,0,0,5,1,2,0,1,0,0,0,2,0,0,0,0,1,2,1,3,1,6,0,1,3,0,0,0,0,0,1,1,3,0,9,0,1,1,0,1,0,0,4,0,0,1,0,1,0,1,0,3,4,1,2,0,0,1,0,0,0,0,4,2,10,2,0,5,1774,1,1,"Dublin : printed for T. Armitage, in College-Green, MDCCLXXIV. [1774].",Dublin,267,unknown,,,FALSE,"censure wrong for one that writes amiss; A fool might once himself alone expose, Now one in verse makes many more in prose. Tis with our judgments as our watches, none Go just alike , yet each believes his own. Io In poets as TRUE genius is but rare, TRUE"
1269100300_000022,"A select collection of poems, viz. An essay on man, An essay on criticism, The Messiah, &c. By Alexander Pope, Esq; Together with an account of the life of the author.",Alexander Pope,113,0,3,2,1,4,1,1,0,8,1,0,2,0,0,0,1,1,0,1,0,2,0,0,5,1,2,0,1,0,0,0,2,0,0,0,0,1,3,1,3,1,5,0,1,3,0,0,0,0,0,1,1,3,0,7,0,1,1,0,1,0,0,4,0,0,1,0,0,0,1,0,3,3,1,2,0,0,1,0,0,0,0,4,2,10,2,1,6,1792,1,1,"Paisley : printed by J. Neilson, for Robert Smith, Bookseller, M,DCC,XCII. [1792].",Paisley,136,male,1688,1744,TRUE,"want of (kill T Apppear in writing or in judging ill; But of the two, less dangerous is th' offence To tyre our patience, than mislead our sense . Some few in that, but numbers err in this, Ten censure wrong for one who writes amiss A fool might once"
1164300700_000050,"Essays, epistles, and odes; by Alexander Pope, Esq;",Alexander Pope,112,0,3,2,1,5,1,1,0,6,1,0,1,0,0,0,1,1,0,1,0,2,0,0,5,1,2,0,1,0,0,0,2,0,0,0,0,1,2,1,3,1,5,0,1,3,0,0,0,0,0,1,1,2,0,8,0,1,1,0,1,0,0,3,0,0,1,0,1,0,1,0,3,4,1,2,0,0,2,0,0,0,0,4,2,10,2,2,5,1754,1,1,"Edinburgh : printed for Yair & Fleming and L. Hunter, M.DCC.LIV. [1754].",Edinburgh,238,male,1688,1744,TRUE,"want of skill But of the two, less dangerous is th' offence To tyre our patience, than mi^sead our sense . sp'~e few in that, but ngreatmbers err iwant thiskil 5 Ten censure wrong for on who writes ami's; A fool might once himself alone expose, Now one in verse"
0366500503_000025,"Roach's beauties of the poets of Great Britain carefully selected and arranged from the works of the most admired authors Particularly Milton, Pope, Dryder, Thomson, Addison, Goldsmith, Johnson, Young, Blair, Gray, Prior, Theristone, Mallet, Corper, Collins, Parnell, Beattie, Moore, Chatterton, Buckingham, Duncombe, Armstrong, Peroy, Cotton, &c. &c. In six volumes ...",,120,0,0,5,1,2,2,0,1,4,3,0,1,0,0,0,3,2,0,1,1,1,0,1,2,2,2,1,1,0,3,0,0,2,1,1,1,0,0,0,3,4,5,0,0,1,2,0,0,0,0,0,2,3,1,8,0,1,1,1,0,2,0,2,2,3,0,1,2,1,3,0,10,3,0,1,0,0,0,0,1,0,0,2,1,3,3,2,2,1794,3,6,"London : printed by J. Roach, at the Britannia Printing Office: Weburn Street New Drury Theatre Royal, 1794-[95].",London,249,unknown,,,FALSE,"than provoke his speed The w.ng'd courser, like a generous horse, Shows mofl TRUE mettle when you check his course. Those rule  of old discovered, not devised, Are nature fill, but nature methodised. Nature , like liberty, is but reflrain'd By the same laws which firtl herfeld ordained. Hear"
0259500101_000031,"The works of Alexander Pope, Esq; In six volumes, complete. With his last corrections, additions, and improvements; together with all his notes.",Alexander Pope,105,0,1,1,2,3,3,0,0,6,2,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1,3,1,0,2,0,0,1,2,0,1,0,3,0,2,3,7,0,0,2,1,0,4,0,1,1,1,0,2,2,0,0,1,1,0,3,0,7,2,1,2,2,1,0,1,0,1,2,0,1,0,0,1,0,1,0,0,1,1,4,3,0,3,1772,1,6,"London : [s.n.], Printed in the Year MDCCLXXII. [1772].",London,296,male,1688,1744,TRUE,"so long , like tops, are lasi'd asleep. FALSE steps but help them to renew the race, As, after tumbling, jades will mend their pace. What crowds of these, impenitently bold , In sounds and jingling syllables grown old , 605 Still run on Poets , in a raging vein,"
1192000106_000324,The lives of the poets of Great Britain and Ireland; and a criticism of their works. By Samuel Johnson.,Samuel Johnson,108,0,1,0,2,1,3,0,0,6,1,0,3,1,0,1,0,2,0,0,0,0,0,0,2,0,0,4,2,0,2,0,0,1,2,1,1,0,4,0,1,3,4,0,0,1,0,0,4,0,1,2,0,3,2,1,0,0,2,1,1,2,0,6,6,1,2,3,1,0,1,0,1,3,0,1,0,0,0,0,1,0,0,2,1,4,3,1,3,1801,6,8,"Dublin : printed for J. Moore, No. 45, College-Green, 1793-1802.",Dublin,481,male,1709,1784,TRUE,"own your errors past , And make each day a critique on the lah. 571 Tis not enough your counsel till be TRUE ; Blunt truths more mi: chief than nice falsehoods do; Men mur be taught as if you taught them not, And things unknown proposed a' things forgot."
1056300101_000028,"The works of Alexander Pope, Esq; Vol. I. With explanatory notes and additions never before printed.",Alexander Pope,111,0,1,2,2,5,2,0,0,9,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,3,1,0,3,0,0,0,2,0,1,0,3,0,2,4,7,0,0,1,1,0,2,0,1,1,1,2,3,2,0,0,0,1,0,4,0,8,2,1,3,1,1,0,1,0,2,2,0,1,0,0,1,0,1,0,0,1,0,6,3,1,2,1736,1,1,"London : printed for B. Lintot, 1736.",London,208,male,1688,1744,TRUE,"their sense , 6o1 And rhyme with all the rage of Impotence. Such lhamelefs Bards we have; and yet tis TRUE , There are as mad, abandoned Critics too. The bookful blockhead, ignorantly read, With loads of learned lumber in his head , 6i5 With his own tongue iill edifies"
1280300200_000030,"A collection of essays, Epistles and Odes. Essay on man. Eloisa to Abelard. The rape of the Lock. Messiah. A sacred Eclogue. The temple of fame. Ode for music on St. Cecilia's day. Ode on solitude. Essay on criticism. And the Universal Prayer. By Alexander Pope, Esq;",Alexander Pope,114,0,0,5,1,3,2,0,1,5,3,0,1,0,0,0,3,2,0,1,0,1,0,1,2,2,2,1,1,0,3,0,0,2,1,1,1,0,0,0,3,3,5,0,0,1,2,0,0,0,0,0,3,2,1,5,0,1,0,1,0,2,0,2,2,3,0,1,1,1,4,0,8,2,0,1,0,0,1,0,1,0,0,1,1,4,3,2,2,1777,1,1,"London : sold by J. and R. Tonson, A. Millar, J. Hodges, and W. Thompson, MDCCLXXVII. [1777].",London,144,male,1688,1744,TRUE,"those arduous paths they trod Held from afar, aloft, th' immortal prize, And urged the rest by equal steps to rise . Just precepts.thus from great examples given, She drew from them what they derived from heaven. The generous Critic fanned the Poet's fire, And taught the world with Reafori"
0713100400_000099,"The poetical preceptor; or, a collection of select pieces of poetry; extracted from the works of the most eminent English poets. Particularly Addison, Akenside, Armstrong, Duke Of Buckingham, Collins, Congreve, Cowley, Cowper, Denham, Dryden, Dyer, Garth, Gay, Grainger, Gray, Hill, Johnson, Ben. Jonson, Lee, LD. Lyttleton, Mallet, Mason, Milton, Otway, Parnell, Philips, Pope, Prior, Rowe, Shakespeare, Shenstone, Spence, Swift, Thomson, Tickell, Waller, Wharton, Whitehead, Wilkie, Young, &c. &c. And Calculated For The Use, Not Only Of Schools, But Of Private Gentlemen.",,115,0,2,3,0,4,2,1,0,8,1,0,2,0,0,0,1,1,0,1,0,2,0,0,4,1,2,0,1,0,0,0,2,0,0,0,0,1,2,0,3,2,7,0,0,3,0,0,0,0,0,1,2,4,0,8,0,2,1,0,1,0,0,3,0,0,1,0,1,0,1,0,5,3,1,2,0,0,2,0,0,0,0,2,2,10,2,1,4,1796,1,1,"London : printed for G. G. and J. Robinson ; F. and C. Rivington ; G. and T. Wilkie ; J. Scatchard ; T. N. Longman ; and C. Law, MDCCXCVI. [1796].",London,391,unknown,,,FALSE,"rue taste as seldom is the Critic's share; oth mull alike from Hcav'n derive their light , hefe born to judge , as well as those to write . et such teach others who themselves excel, id censure freely who have written well. uthors are partial to their wit ,"
0296400101_000027,"The poetical works of Alexander Pope, Esq. In three volumes. ...",Alexander Pope,103,0,0,2,0,3,1,0,0,4,2,0,1,0,0,0,3,4,0,1,0,1,0,1,2,2,1,1,1,0,2,0,0,1,1,2,1,0,2,0,3,2,2,0,0,1,2,0,0,0,1,0,3,1,1,4,0,1,0,1,1,2,0,0,3,3,0,1,1,1,3,0,5,2,0,1,0,0,1,2,1,0,0,2,1,7,2,2,1,1785,1,3,"Glasgow : printed by Andrew Foulis, Printer to the University, M.DCC.LXXXV. [1785].",Glasgow,331,male,1688,1744,TRUE,"From vulgar bounds with brave disorder part, And snatch a grace beyond the reach of art , Which, without passing through the judgement, gains The heart , and all its end at once attains. In profpees thus, some objects please our eyes , Which out of Nature's common order rise"
0544600119_000021,The British poets.,,111,0,1,3,3,4,2,0,0,8,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,4,2,0,1,0,0,1,2,1,1,0,4,0,1,5,6,1,0,1,1,0,2,0,1,1,1,3,2,2,0,0,0,1,0,3,0,5,4,1,2,1,0,0,1,0,3,3,0,0,0,0,1,0,1,0,0,1,0,6,3,1,3,1773,19,44,"Edinburgh : printed for A. Kincaid and W. Creech, and J. Balfour, M,DCC,LXXIII. [1773][-76].",Edinburgh,167,unknown,,,FALSE,"their sense , And rhyme with all the rage of impotence. Such hamelefs bards v.e have: And yet, tis TRUE , There are as mad, abandoned critics too. The bookful blockhead, ignorantly read, With loads of lerned lumber in his head , With his own tongue till edifies his ears"
1144000101_000152,"Elegant extracts: or useful and entertaining pieces of poetry, selected for the improvement of youth, in Speaking, Reading, Thinking, Composing; and in the Conduct of Life; being similar in design to Elegant extracts in prose.",,107,0,3,0,1,5,1,1,0,7,0,0,1,1,0,0,1,1,0,1,0,2,0,0,4,1,1,0,1,0,0,0,2,1,0,0,0,1,3,1,2,1,3,2,2,3,0,0,0,0,0,1,1,0,0,7,0,1,2,0,1,0,0,3,0,0,1,0,1,1,1,0,3,3,1,3,0,0,1,0,0,0,0,4,2,9,1,2,5,1791,1,2,"London : printed for Charles Dilly . Poultry, 1791.",London,497,unknown,,,FALSE,"where 1 lie . § 5 lie Djyig Chrijfian to his Soul . P( O D E. TITAL spark of heavenly flame! qlit, oh quit this mortal frame! Trembling, hoping, lingering, lying, Oh the pain, the bli's of dying Cease, fond Nature , cease thy firife, And let me languillh"
0290700500_000071,"For the amusement and instruction of youth of both sexes. The English Parnassus: being a new selection of didactic, descriptive, pathetic, plaintive, and pastoral poetry, extracted from the works of the latest and most celebrated poets ; Such AS Dr. Beattie, Dr. Johnson, Dr. Hawkesworth, Dr. Ogilvie, Dr. Goldsmith, Dr. Young, Mrs. Barbauld, Miss Falconar, Miss More, Miss Carter, Hon. C. Fox, Churchill, Cowper, Hayley, Warton, Crabbe, Fitzgerald, Burns, Thurston, Pratt, Renwick, Hartson, Skinner, Jerningham, Hudson, Pope, Thomson, Philips, Blair, &c. &c. By the Rev. John Adams, A.M.",John Adams,91,0,1,1,1,1,0,1,1,6,1,0,2,2,0,1,1,1,1,0,1,1,0,2,1,0,0,1,1,0,1,0,1,0,1,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,1,0,1,1,0,1,3,0,0,0,0,1,1,1,2,8,1,0,0,0,1,0,2,1,0,4,1,3,3,1,3,1789,1,1,"London : printed for G. Kearsley, At Johnson's Head, No. 46, Fleet-Street, 1789.",London,381,male,1750,1814,FALSE,"Since none can cpmpafs more than they intend; : And if'the means be just, the conduct TRUE ,. Applause in spite of trivial faults is due,. As men. of breeding, sometimes men of wit , T' avoid great errors mule the less commit; Neglect the rules each verbal critic lays,"
0811000200_000006,An essay on criticism. Written by Mr. Pope.,Alexander Pope,111,0,1,0,1,3,3,0,0,8,1,0,3,1,0,2,0,2,0,0,0,0,0,0,2,0,0,3,2,0,2,0,0,0,1,0,1,0,4,0,3,3,6,0,0,1,0,0,4,0,1,2,0,0,3,1,0,0,2,1,1,2,0,6,4,1,2,2,1,0,0,0,1,6,0,1,0,0,1,0,1,0,0,2,1,5,3,1,3,1719,1,1,"London : printed for Bernard Lintot, at the Cross-Keys between the Temple-Gates in Fleet-Street, MDCCXIX. [1719].",London,46,male,1688,1744,TRUE,"a judge's task, to know . Tis not enough, wit , art , and learning join; In all you speak, let truth and candour shine: That not alone what to your judgement's due, All may allow; but seek your friendship too. B E silent always when you doubt your sense"
1028100101_000031,"The works of Alexander Pope, Esq. ... . Containing His Juvenile Poems; Translations and Imitations.",Alexander Pope,113,1,2,3,3,4,3,0,0,7,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,2,2,0,2,0,1,1,2,1,1,0,4,0,0,5,7,0,0,1,2,1,2,0,0,1,1,5,0,4,0,0,1,1,0,2,0,3,3,0,1,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,0,3,9,2,2,2,1764,1,6,"Edinburgh : printed for J. Balfour, MDCCLXIV. [1764].",Edinburgh,353,male,1688,1744,TRUE,"laws ; and Rood convinced twas fit, Who conquers Nature , should preside over wit . Horace still charms with graceful negligence, And without method ta'ks us into sense , 615 Will, like a friend , familiarly convey The truest notions in the easiest way. He, who supreme in judgement,"
0212000600_000054,"A collection of essays, Epistles and Odes. Essay on Man. Epistles to several Persons. Eloisa to Abelard. The rape of the lock. Messiah. A sacred eclogue. The temple of fame. Ode for music on St. Cecilia's Day. Ode on solitude. Essay on Criticism. The Universal Prayer. By Alexander Pope, Esq;",Alexander Pope,97,0,3,3,3,4,2,0,0,4,3,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,2,1,2,0,0,2,2,2,1,1,2,0,1,4,4,0,1,0,1,0,1,2,0,1,0,4,0,3,0,0,1,1,0,2,0,2,3,1,0,0,0,0,3,2,3,1,0,0,0,0,0,1,0,1,0,0,1,3,1,2,1,1758,1,1,"London : printed for T. Daniel, W. Thompson, and J. Steele, in Paternoster-Row, and A. Todd in Fleet-Street, 1758.",London,213,male,1688,1744,TRUE,"ease . IN grave Quintilian's copious work , we find The jufleft rules , and clearef method joined: 670 Thus useful arms in magazines we place , All ranged in order and dispose with grace , But less to please the eye , than arm the hand , Still fit"
0296400101_000026,"The poetical works of Alexander Pope, Esq. In three volumes. ...",Alexander Pope,116,0,1,3,1,5,2,1,1,7,1,0,2,0,0,0,2,1,0,1,0,2,0,0,4,1,2,0,1,0,1,0,2,1,0,0,0,1,1,0,3,2,6,0,1,2,0,0,0,0,0,1,1,4,0,10,0,1,1,0,0,0,0,2,0,0,1,0,1,0,1,0,8,3,1,2,0,0,1,0,0,0,0,1,2,9,4,1,3,1785,1,3,"Glasgow : printed by Andrew Foulis, Printer to the University, M.DCC.LXXXV. [1785].",Glasgow,331,male,1688,1744,TRUE,"light ; The lines, though' touched but faintly, are drawn right. But as the slightest sketch, if justly traced, Is by ill colouring but the more disgrace, So by FALSE learning is good seen .defaced: Some are bewilder'd.in the maze of schools, And some made coxcombs Nature meant but fools"
1280300200_000029,"A collection of essays, Epistles and Odes. Essay on man. Eloisa to Abelard. The rape of the Lock. Messiah. A sacred Eclogue. The temple of fame. Ode for music on St. Cecilia's day. Ode on solitude. Essay on criticism. And the Universal Prayer. By Alexander Pope, Esq;",Alexander Pope,107,0,3,0,0,4,0,2,0,6,0,0,1,2,0,1,1,1,0,1,0,2,1,0,4,1,1,0,1,0,0,0,2,0,0,0,0,1,3,1,2,1,4,0,2,3,0,0,0,0,0,1,1,1,0,9,0,1,1,0,1,0,0,3,1,0,1,0,0,1,0,0,2,5,1,5,0,0,0,0,0,0,0,4,2,9,1,1,5,1777,1,1,"London : sold by J. and R. Tonson, A. Millar, J. Hodges, and W. Thompson, MDCCLXXVII. [1777].",London,144,male,1688,1744,TRUE,"Eurydice the rocks, and hollow mountains rung. VII Music the fiercest grief can charm,. And fate's fevereft.rage disarm, Music can soften pain to ease , And make despair and madness please e Our joys below it can improve. And antedate the bliss above. This the divine Cecilia found, And to"
0108200301_000018,Miscellany poems. |... By Mr. Pope.,Alexander Pope,110,0,0,5,1,3,2,0,2,3,3,0,1,1,0,0,3,2,0,1,0,2,0,1,2,2,2,1,1,0,3,0,0,2,1,1,1,0,0,0,3,3,5,0,0,1,2,0,0,0,0,0,1,3,1,5,0,1,0,1,0,2,0,1,2,4,0,0,1,1,3,0,8,3,0,1,0,0,1,0,1,0,0,1,1,3,2,1,2,1727,1,2,"London : printed for Bernard Lintot, at the Cross-Keys, between the Temple-Gates in Fleet-Street, 1727.",London,273,male,1688,1744,TRUE,"wooed the maid, Set up themselves, and drove a fep'rate trade; Against the poets their own arms they turned, Sure to hate mofl the men from whom they learned , So modern pothecaries, taught the art By dotors bills to play the dotor's part, Bold in the pratice of mistaken"
1500900100_000103,"The Poetical preceptor; or, A collection of select pieces of poetry; extracted from the works of the most eminent English poets. Particularly Addison, Akenside, Armstrong, D. Buckingham Collins, Congreve, Cowley, Cowper, Denham, Dryden, Dyer, Garth, Gay, Grainger, Gray, Hill, Johnson, Ben. Jonson, Lee, L. Lyttleton, Mallet, Mason, Milton, Otway, Parnell, Philips, Pope, Prior, Rowe, Shakespeare, Shenstone, Spence, Swift, Thomson, Tickell, Waller, Wharton, whitehead, Wilkie, Young, &c. and calculated for the use, not only of schools, but of private gentlemen.",,110,0,3,2,1,5,1,1,0,8,1,1,1,0,0,0,1,1,0,2,0,2,0,0,4,1,0,0,1,0,0,0,2,0,0,0,0,1,2,1,3,2,5,0,1,3,0,0,0,0,0,1,2,2,0,10,0,1,1,0,0,0,0,3,0,0,1,0,1,0,1,0,3,2,1,2,0,0,1,0,0,0,0,4,2,9,2,1,4,1790,1,1,"London : Printed only for S. Crowder, Pater-noster-Row, MDCCXC. [1790].",London,396,unknown,,,FALSE,"more in prole. Tis with our judgments as our watches, none Go juff alike , yet each believes his own. In Poets as TRUE genius is but rare, TRUE Tasse as seldom is the Critic's share; Both must alike fromn Heaven derive their light , There born to judge ,"
0811000100_000045,"A collection of essays, epistles and odes. Essay on man. Epistles to several persons. Eloisa to Abelard. The rape of the lock. Messiah. A sacred Eclogue. The temple of fame. Ode for music on St. Cecilia's Day. Ode on solitude. Essay on criticism. The universal prayer. By Alexander Pope, Esq;",Alexander Pope,115,0,0,5,1,2,2,0,1,5,3,0,1,0,0,0,3,2,0,1,0,1,0,1,2,2,2,1,1,0,3,0,0,2,1,1,1,0,0,0,3,4,4,0,0,1,1,0,0,0,0,0,2,2,1,8,0,1,1,1,0,2,0,2,2,3,0,1,1,1,3,0,9,3,0,1,0,0,0,0,1,0,0,1,1,4,3,2,2,1762,1,1,"London : printed for J. James, in New-Bond Street, MDCCLXII. [1762].",London,199,male,1688,1744,TRUE,"of old dilcover'd, not dcvis'd, Arc nature Still, but nature methodised. Nature , like liberty, is but rellrain'd go J; y the same laws which first hcrfelfordain'd. Icear how lcarn'd Greece her useful rules indites, wvhen to repress, and when indulge our flights: liigh on Parnassus' top her sons she"
0112700401_000010,"Miscellaneous poems and translations, by several hands. Particularly, I. Windsor-Forest, with the Messiah. II. Essay on Criticism. III. Rape of the Lock. IV. Ode on St. Cecilia's Day. V. Verses to the Memory of a Lady. VI. To Mr. Jervas, with Fresnoy's Art of Painting. Vii. To a young Lady, with the Works of Voiture. Viii. Eloisa to Abelard. By Mr. Pope.",Alexander Pope,101,0,0,0,0,2,3,0,1,6,1,0,4,1,0,1,0,2,0,1,0,0,1,1,2,0,0,2,1,1,1,0,1,0,1,0,1,0,2,0,3,1,5,0,0,1,0,0,3,1,2,2,1,0,3,1,0,0,2,0,0,1,0,5,4,1,2,3,0,0,0,0,1,6,0,1,1,0,1,0,0,0,0,2,1,8,1,1,1,1720,1,2,"London : printed for Bernard Lintot between the Temple-Gates in Fleet-Street, 1720.",London,284,male,1688,1744,TRUE,"dearth in these flagitious times. No pardon vile obscenity liould find, Though' wit and art conspire to move your mind ; But dullness with obscenity must prove As shameful lure as impotence in love . In the fat age of pleasure, wealth, and ease , Sprung the rank weed, and"
