PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(arrear),termFreq(assign),termFreq(cafe),termFreq(cattl),termFreq(charg),termFreq(common),termFreq(condit),termFreq(court),termFreq(coven),termFreq(death),termFreq(debt),termFreq(deed),termFreq(defend),termFreq(demand),termFreq(demis),termFreq(dure),termFreq(enter),termFreq(entri),termFreq(estat),termFreq(executor),termFreq(farm),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(land),termFreq(landlord),termFreq(law),termFreq(leaf),termFreq(leas),termFreq(lesse),termFreq(lessor),termFreq(life),termFreq(live),termFreq(manor),termFreq(paid),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(pound),termFreq(profit),termFreq(rent),termFreq(reserv),termFreq(revers),termFreq(servic),termFreq(statut),termFreq(tail),termFreq(taken),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(void),termFreq(wife),termFreq(word),termFreq(yearli),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0173200400_000060,"Enchiridion clericale: or, a manual of proper and useful presidents in clerkship, relating to contracts and agreements, obligations, recognizances and statutes. Also an Anatomy of a Bond, with most usual and necessary Conditions, abbreviation of Words, proper Names of Men and Women, Cities, Counties, Sums of Money, Reigns of Kings and Queens, and Years of our Lord: Tables of Interest and Purchase, the Terms and their Returns, Forms of Bills, Articles, Awards and Arbitraments, Acquittances, Assignments, Dispositions of Money, and Declarations of Trust, Ecclesiastical Instruments, Deed of Gift, Defeazances, Exchange of Lands, Feoffments, Fines, Recoveries, Joyntures, Leases; and particularly a copious President of a Lease, from which any other (as occasion offers) may be form'd; Lease and Release, Letters of Attorney and Licence; also Warrants of Attorney, Merchants Affairs, Releases of several sorts, Revocations and new Declarations; also Surrenders, Wills and Codicils, and copious Directions concerning Livery of Seisin and Attornment. With proper and useful presidents and instructions relating to the Practice of the Courts of King's Bench, Common Pleas, Chancery and Exchequer: With Directions to sue out Fines, Recoveries, and to the Outlawry. As also the Judges Opinion for no more Cost than Damages. By a lover of clerks and clerkship.","Gardiner, Robert",120,0,0,0,1,0,1,1,3,0,4,1,0,2,0,1,1,8,0,0,1,4,1,7,3,0,0,0,1,0,4,0,1,0,9,1,2,6,1,0,4,1,3,0,0,1,7,3,6,1,0,2,4,5,3,9,2,2,1,2,1701,1,1,"London : printed by the assigns of Rich. and Edw. Atkins, Esqrs, for J. Walthoe, in the Middle Temple Cloysters, 1701.",London,533,male,1705,1728,FALSE,"the thing granted , or some part thereof at the least. Of what. And it must be of another thing than what is granted , viz. of a Rent or Profit issuing out of the thing granted , and not any part of the thing it elf granted . Eflategood"
0586200701_000112,"The compleat English copyholder: or, a guide to lords of manors, Justices of the Peace, Tenants, Stewards, Attornies, Bailiffs, Constables, Gamekeepers, Haywards, Reeves, Surveyors of the Highways, &c. being the Common and Statute Law of England, together with the adjudged Cases relating to Manors, Copyhold Estates, Courts-Leet and Courts-Baron, Common Placed; Containing the whole practice of the Court-Leet, Court of ancient Demesne, Court-Baron, and Musick-Court of the Honour of Tutbury, and the Business of a Manor in all its Branches. And Also The Tenures, Customs, and Usages of several Manors in England and Wales, shewing who has Right to attend the Coronation of the Kings and Queens of Great Britain, or to perform other Scrvices to them, or the Lords of the several Manors, collected from Records, Manuscripts, and printed Books; with Directions for distraining for rent; by the late Sir Bartholomew Shower. ... . By a gentleman of the Inner Temple.",Gentleman of the Inner Temple,110,0,0,5,3,0,0,0,2,5,2,0,0,0,3,0,5,2,1,1,3,5,3,3,2,1,2,3,1,0,3,0,1,1,14,3,0,2,1,6,3,0,0,4,0,0,2,0,0,1,0,0,2,5,4,3,1,0,0,2,1735,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for Innys and Manby at the West End of St. Paul's Churchyard; Batley and Wood at the Dove in Pater-Noster-Row; Ward and Chandler, at the Ship, between the Temple Gates, in Fleet-Street, and sold at their shop in Scarborough, MDCCXXXV. [1735].",London,390,male,,,FALSE,"he makes the Lease to begin at Chrifimat following. By the Court , This Lease is not warranted by this Licence, and so no eje&ment lies upon it. / Cro. El. p. 394 7ackfon and Neal. If a Copyholder make a Lease contrary to the X _ Custom, it is"
0347501000_000066,"The students companion: or, reason of the law. Containing readings on the common and statute laws of this realm, alphabetically digested under proper Heads. Clearing and illustrating in the said Readings, the most difficult Points not only in the Statutes, but likewise in several hundred Cases in Law and Equity. Designed to convey to all Students and others, the Fundamental Grounds, Reasons and Maxims of our Laws in General, in a plain and easy Method, collected from Authors of the best Authority. By Giles Jacob, Gent. Author of The Law-Dictionary.",Giles Jacob,149,0,2,2,3,0,3,2,6,0,0,1,4,1,0,0,0,0,6,4,1,1,0,4,0,7,0,0,0,0,8,1,3,0,5,2,2,5,1,0,1,2,1,0,0,1,33,6,6,0,0,7,2,11,2,2,0,0,0,1,1743,1,1,"[London] : In the Savoy: printed by H. Lintot (assignee of Edw. Sayer, Esq;) for C. Corbett in Fleetstreet, and J. Hodges on London-Bridge, MDCCXLIII. [1743].",London,307,male,1686,1744,FALSE,"the Land for Life , in Tail , or in Fee, he is thereby Remitted, unless it be by Matter of Record, or otherwise, whereby he may be concluded or eftopt; but it is otherwise, where he hath but Right of Action; for in that Cafe , by taking such"
0119200200_000050,"The student's companion: or, the reason of the laws of England. Shewing, the principal reasons and motives whereon our laws and statutes are grounded, in the most Essential and Capital Points, not only in Civil but Criminal Cases; Together with the Law it self. So as to convey to all Students, and others, the Fundamental Knowledge of the Law, necessary in their Studies. By Giles Jacob, gent.",Giles Jacob,133,0,1,2,3,7,3,3,6,0,0,1,0,2,0,0,0,0,5,4,1,1,0,6,1,7,0,0,0,0,4,1,5,0,2,3,3,1,0,0,1,2,1,0,0,0,28,4,4,0,1,5,1,9,2,2,0,0,0,1,1725,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for T. Corbett at Addison's Head, without Temple-Bar, MDCCXXV. [1725].",London,243,male,1686,1744,FALSE,"Condition , and Dieth, and the Issue in Tail , within Age, doth Enter for the Condition broken; he stall be first in as Tenant in fee fimplp, as Heir to his Father, and consequently be remitted: But if the Heir be of full Age, he shall not be remitted."
0231401200_000067,"The general laws of estates; or, freeholder's companion: containing the laws, statutes, and customs relating to freehold and other estates, whereby all Country Gentlemen and Freeholders may know their Rights thereto, and Qualifications to be Members of Parliament, Electors, Justices of Peace, and Jurymen; and to kill Game, erect Dovecotes, &c. In which is compriz'd the whole law of tenures of lands, and to whom they fall and descend, or otherwise belong, on any Alteration, from the Estate in Fee-Simple, down to Estates for Life, and Years, and also Copyholds; adapted to the Use of all Lords, Landlords and Tenants. With a full and compleat abstract of the new Act of Parliament concerning distresses for rent, Replevins and Ejectments, &c. and several other late popular Statutes. Likewise some very useful precedents of deeds and writings, applicable to this Work.",Giles Jacob,144,0,1,9,4,0,2,0,2,1,4,2,6,0,2,2,1,0,1,5,2,5,0,0,1,0,2,0,1,0,3,2,3,0,14,18,6,2,0,0,1,1,3,1,0,0,21,0,0,0,0,0,0,6,0,4,6,0,0,0,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Aaron Ward at the King's Arms in Little-Britain, MDCCXL. [1740].",London,439,male,1686,1744,FALSE,"not paid , and afterwards he accepts the Rent before lc cntry made, at a Day after, he hath dispensed with the Condition which was annexed to the Rent : But on a collateral Condition , although' he accepts such Rent , (due at the Day for which the Demand"
0233500300_000019,"The laws respecting landlords, tenants, and lodgers, laid down in a plain, easy, and familiar manner; and free from the technical terms of the law. With Many Practical Directions. Concerning Leases, Assignments, Surrenders, Agreements, Covenants, Repairs, Waste, &c. &c. Demand and Payment of Rent, Distress, and Ejectment, as collected from the several reports and other books of authority, up to the commencement of the present Easter Term, 1794. Containing also Distinct Treatises on the Various Kinds Of Estates, Particularly Estates for Life, for Years, and Copyhold Estates. Enterspersed with Notes and References for the use of the Profession. With an Appendix of Precedents. Comprising great Variety of the most approved Forms of Leases, Assignments, Surrenders, Covenants, Notices to Quit, Receipts for Rent, and Precedents in Distress. To which are also added Cautions and Directions relative to the Hiring and Letting of Houses and Apartments; Particularly in the Metropolis of London.","Bird, James Barry",150,0,1,0,5,0,0,0,0,0,1,5,1,0,0,2,8,2,0,0,1,8,0,0,0,7,1,1,0,0,7,0,4,0,3,2,5,4,0,0,2,2,3,0,0,2,30,16,3,0,0,1,1,8,2,8,1,1,0,2,1794,1,1,"Dublin : printed by N. Kelly, for Messrs. P. Byrne, W. Jones, J. Milliken, and J. Boyce, [1794].",Dublin,179,male,,,FALSE,"explicit as the importance of the subject requires; with this view we will confider, I. How and to whom rent ought to be reserved . II To whom it is payable in certain cefes. III Of the demand of rent . IV Of the tender and refifal of rent ."
0122401200_000034,"A compendious library of the law, necessary for persons of all degrees and professions. In two parts. ...",,137,0,10,0,3,0,0,0,0,4,1,0,0,0,1,2,5,4,1,2,0,1,0,2,6,0,1,6,0,0,4,9,2,2,13,5,4,2,1,0,3,0,4,0,0,1,20,1,0,1,0,0,0,7,4,2,0,0,0,3,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. Osborn, 1740.",London,405,unknown,,,FALSE,"he pleases, but then he hall pay the q2arter' Rent . ?be Landlord may difirain after Expiration of the Lease , the tenaut bolding over. ANY Person having any Rent in arrear , or due upon any Lease for Life or Lives , or for Years, or at Will, ended"
0347300107_000322,"A complete system of pleading: comprehending the most approved precedents and forms of practice; Chiefly Consisting Of Such AS Have Never Before Been Printed: With an index To The Principal Work, incorporating and making it a continuation of Townshend's and Cornwall's tables, To The Present Time; AS Well AS AN Index Of Reference To All The Ancient And Modern Entries Extant. By John Wentworth, Esq. Of The Inner Temple, Barrister At Law.","Wentworth, John",152,1,9,2,0,1,0,1,0,0,8,1,7,0,19,0,9,0,0,0,0,7,1,9,0,2,4,3,1,0,6,1,0,0,4,1,0,3,0,1,1,0,1,14,7,2,16,2,0,0,0,0,0,3,2,2,0,1,0,0,1799,7,10,"Dublin : printed for J. Moore, 45, College-Green, 1799.",Dublin,654,male,1768,1816,FALSE,"to repay money if a third person did not cure plaintiff of t gout. Bra Met. i63. For two hundred pounds upon a letter of attorney irrevocable, made to the plaitiff to receive money due or to be due for tithes which the defendant afterwards re yoked, sibd. 174 By"
0503500100_000969,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; and also the whole law and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The seventh edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,127,0,5,0,4,1,1,3,1,1,6,0,1,0,1,3,2,0,0,2,0,1,1,1,0,0,0,0,5,0,9,9,5,0,5,4,3,1,1,1,4,1,0,1,0,0,28,2,0,0,4,0,2,7,1,0,0,0,0,0,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, T. Osborn, H. Lintot, C. Hitch and L. Hawes, J. Hodges, A. Millar, John Rivington, H. S. Cox, James Rivington and J. Fletcher, J. Ward, R. Baldwin, W. Johnston, M. and T. Longman, C. Corbett, P. Davey and B. Law, T. Casson, and M. Cooper, MDCCLVI. [1756].",London,844,male,1686,1744,FALSE,"arrear ; and this was his Remedy at Common - law ; but a new Remedy is given by this Statute , and that is to distrain: Though if there be a Grantee of a Rent for twenty Years, if he To long live , and there is Rent in"
0173200300_000855,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; as also the law and practice, Under The Proper Heads and Titles: together with such learning as explains the history and antiquity of the law; our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Commentaries, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. Adapted to the Use of Barristers, Students and Practisers of the Law, Members of Parliament, Justices of Peace, Clergymen, and other Gentlemen, &c. The tenth edition. With great additions and improvements, from the latest Reports and Statutes to this Time. Also many New Titles, not in any other Work of the Kind. Originally compiled by Giles Jacob. Now corrected and greatly enlarged by Owen Ruffhead and J. Morgan, Esquires.",Giles Jacob,138,0,1,2,1,0,1,2,1,0,0,1,0,2,0,0,2,1,0,0,4,1,0,0,2,2,3,0,1,3,10,1,2,3,24,3,1,1,6,0,0,0,6,0,0,0,10,4,3,0,8,6,0,4,1,2,6,7,0,0,1773,1,1,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, M,DCC,LXXIII. [1773].",Dublin,975,male,1686,1744,FALSE,"of waste, cit has been held on but himself, his heirs , ec. And if he reserves a rent to this statute , that where a new thing is demised with lands his executors , the rent ( hall beto the'heir, as incident to accuftomably let, though there be great"
0172200600_000028,"Tenants law: or, the laws concerning landlords, tenants and farmers. (viz.) 1. Of the Several Kinds of Tenures, as well Freehold as Copyhold. 2. Of Leases, Covenants, Surrenders, Assignments, &c. 3. Of Rent: Acceptance and Extinguishment thereof. 4. Of Crops growing, and Trees blown down, &c. 5. Of Distresses, Replevins, and Rescous. 6. Of Waste in Buildings Lands, Woods, &c. whether voluntary or permissive. 7. Of Common for Cattle. 8. Of Frauds in buying and selling Lands or Goods. 9. Of Trespasses and Nusances. 10. Of the late Act to prevent Fires; and Rules to be observed in erecting of new Buildings about London. Useful for all Landlords, Tenants, Farmers, Stewards, Agents, Solicitors, and others, concerned in the buying, selling or letting of estates. The twelfth edition, with great additions. In which are added all such Acts of Parliament and Resolutions, as relate to these subjects, down to the present year; and likewise plain directions for distraining for rent.",,162,3,0,6,6,0,0,0,1,0,2,5,0,0,1,5,1,2,1,4,0,8,0,1,0,14,0,0,0,0,5,3,6,0,14,2,7,1,0,0,2,2,0,1,0,0,35,14,3,0,0,0,0,2,0,2,1,1,1,0,1741,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for T. Waller, in the Middle Temple Cloysters, 1741.",London,423,unknown,,,FALSE,"another, reserving Rent of wlhe the Land to be paid at miichaelbas and our ladyday, or within fifteen Days after, and for Default of Payment to re enter ; in this Cafe it is fufllicient and lawful for the Tenant to tender his Rent the lall Hour of the last"
1216100300_000043,"A complete guide to landlords, tenants, and lodgers; being a methodical arrangement of the whole law as it now stands, respecting the taking or letting of lands, houses, or apartments, giving Warning, or Notices to quit; ejecting, seizing for rent, repairs, &c. With forms of leases, agreements, assignments, surrenders, notices, receipts for rent, &c. In a great Variety of Situations, whether as lessor, lessee, or tenant at will, Communicated in an easy and familiar Manner. Including ample Instructions for Landlords to conduct themselves legally and securely towards their Tenants; and to enable Tenants to guard against encroaching Landlords. With clear and practical directions for making a distress for rent, &c. with all new adjudged cases and Acts of Parliament, down to 1799. By Robert Sutton, barrister at law.","Sutton, Robert",103,1,1,8,1,0,0,0,0,0,5,0,0,3,1,0,5,1,0,1,2,2,5,2,2,4,0,1,1,1,4,0,1,5,15,2,4,0,0,0,1,0,0,0,0,0,3,3,2,0,0,0,0,5,1,5,1,4,0,0,1800,1,1,"London : printed for W. and J. Stratford, Holborn-Hill, [1800?].",London,111,unknown,,,FALSE,"only it will operate nothing Ow. 1oo. It is requisite that the lease should be delivered either by And delir the leflor himself, or by his attorney, in the' preence of vered. one or more witnesses: the usual form of doing this is well known. It is proper, though not"
