PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(appear),termFreq(appoint),termFreq(better),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(chariti),termFreq(children),termFreq(church),termFreq(citi),termFreq(counti),termFreq(court),termFreq(famili),termFreq(gave),termFreq(gener),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(inhabit),termFreq(justic),termFreq(king),termFreq(labour),termFreq(laid),termFreq(land),termFreq(law),termFreq(littl),termFreq(live),termFreq(mean),termFreq(monei),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parish),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(poor),termFreq(pound),termFreq(power),termFreq(present),termFreq(provid),termFreq(rate),termFreq(reason),termFreq(receiv),termFreq(relief),termFreq(remov),termFreq(rich),termFreq(school),termFreq(set),termFreq(settlement),termFreq(tax),termFreq(think),termFreq(town),termFreq(want),termFreq(wife),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0503500100_000852,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; and also the whole law and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The seventh edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,139,6,3,0,4,1,0,0,1,0,3,1,1,5,0,1,0,0,0,5,2,3,2,19,0,0,0,1,0,0,1,1,3,6,2,1,12,8,0,7,15,0,1,0,0,1,0,3,3,1,0,0,4,0,4,1,1,0,0,6,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, T. Osborn, H. Lintot, C. Hitch and L. Hawes, J. Hodges, A. Millar, John Rivington, H. S. Cox, James Rivington and J. Fletcher, J. Ward, R. Baldwin, W. Johnston, M. and T. Longman, C. Corbett, P. Davey and B. Law, T. Casson, and M. Cooper, MDCCLVI. [1756].",London,844,male,1686,1744,FALSE,"of the Poor ; and they with the content of Two such jurices, shall set to work the Children of those Persons who are not able to maintain them, and all Persons who have no Means to maintain thlemfelves, or use no Trade to get their Living ; and Shall"
0119103400_000786,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The third edition, with very large additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,113,4,3,0,3,1,0,0,4,0,3,1,1,3,0,0,0,0,0,2,3,2,1,5,0,3,0,1,3,0,1,1,4,1,1,1,5,2,1,8,17,0,0,0,1,1,0,3,6,0,0,0,4,0,2,1,1,1,0,8,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. J. and P. Knapton, D. Midwinter, A. Bettesworth and C. Hitch, J. and J. Pemberton, R. Ware, C. Rivington, F. Clay, J. Batley and J. Wood, A. Ward, T. Longman, and R. Hett, MDCCXXXVI. [1736].",London,775,male,1686,1744,FALSE,"Evidence, vcrdis, or other Proceedings before them, according to the Statute I'fi. :; srtt.gec, (pctagiasn) Is a Contribution toward, the Maintcoance or Re edifying of Bnodgs: And may also signify Tcil taken to that Porpofe. IH. 8., - s Eo .- This was acconnted one of the Three public Charges"
0838400100_000847,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the history and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The sixth edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, Gent.",Giles Jacob,123,4,3,0,2,1,1,0,3,0,2,1,1,3,0,0,0,0,0,5,3,1,2,7,0,3,0,1,3,0,1,1,4,1,1,1,6,2,1,10,22,0,0,0,2,1,0,2,6,0,0,0,3,0,2,1,1,1,0,8,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch and L. Hawes, S. Austin, J. Hodges, A. Millar, C. Corbett, J. and J. Rivington, J. Ward, and W. Johnston, MDCCL. [1750].",London,833,male,1686,1744,FALSE,"be bailed in Cafes bailable. Reg. Orig. 133 ho0tentlitln fgillutn al) ecccpttioncm, A Writ by Which jurtices are required to put their Seals to Extfliptep, exhibited by the Defendant against the .,  ,. Plaintiff's I _ i : L! .: :  Evidence, Verdit, or other Proceedings before icrnm,"
1069300100_000062,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the directions of young beginners, ... In four books. By Thomas Wood, ...",Thomas Wood,97,4,0,0,2,1,1,0,1,2,4,0,0,3,1,0,0,1,0,1,0,2,1,4,0,0,0,3,0,0,0,0,2,3,1,0,4,6,1,2,18,1,3,0,4,2,0,1,3,0,0,1,4,2,2,1,2,0,0,3,1728,1,1,"[London] : In the Savoy: printed by E. and R. Nutt and R. Gosling, (assigns of E. Sayer, Esq;) for Bernard Lintot, and Richard Williamson, 1728.",London,715,male,1661,1722,FALSE,"all not rain a ltgal Settlement by any A whcatfoever, nnlgcf the pcrfonjhall take a Leafi of a Tenement of t n  Pounds a year, or execute jiice an 721al Ofice in fitch Place. By 12 Ann. chap. 18 Peribns bound Apprentices, or being hired Servants, wit, Perlos coming"
0596800103_000088,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,103,0,0,0,3,0,0,0,0,0,0,6,2,5,0,0,0,3,0,3,2,1,4,3,1,0,2,2,1,0,1,2,4,3,0,1,9,3,1,1,3,5,2,3,0,3,3,2,4,0,0,0,2,0,5,3,3,2,0,0,1765,3,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,533,unknown,,,FALSE,"of St. Andrews and contribution Stane, alias lazie hill, in such manner as they shall think fit, ice with the consent of the said inhabitants , or the major partof them, at such meetings as shall be appointed to that purpose, for and towards the building of the said church"
0503200200_000700,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. By Giles Jacob, gent.",Giles Jacob,104,3,2,2,1,1,1,0,4,0,3,1,0,3,3,1,0,0,0,1,1,3,1,6,2,1,1,1,1,0,1,1,4,1,1,1,5,1,1,10,14,0,0,0,2,1,0,1,1,3,0,0,3,0,2,0,0,1,0,7,1729,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for J. and J. Knapton, J. Darby, A. Bettesworth, F. Fayram, W. Mears, J. Pemberton, J. Osborn and T. Longman, C. Rivington, F. Clay, J. Batley, and A. Ward, MDCCXXIX. [1729].",London,771,male,1686,1744,FALSE,"by this the Cure of the Sick was said to be performed. Ad Sepulchrum Sancii Nnmmo fe Ponderabar. 1otldub laegi/,  Is the Standard Weight appointed by. our ancient Kings . 35 Edi. And what we now call Troy Weight, was this Pondus Regis, or Le Roy Weight, with the"
0501300102_000426,"A digest of the Statute Law, being an abridgment of all the public acts of Parliament now in force, and of general use, from Magna Charta, in the ninth year of King Henry III to the thirtieth year of his present Majesty King George III. inclusive. By Thomas Walter Williams, of the Inner Temple, Barrister at Law. In two volumes. ...",Thomas Walter Williams,121,1,2,0,0,0,1,0,2,0,2,1,2,5,1,2,0,0,0,3,2,2,5,8,0,1,1,0,2,0,1,0,2,1,3,0,17,6,0,11,6,0,0,0,1,0,1,5,1,7,0,0,0,2,1,1,9,2,1,0,1791,2,2,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. G. J. & J. Robinsons, Pater-Noster-Row; and C. & G. Kearsley, Fleet-Street, 1791.",London,763,male,1763,1833,FALSE,"for want of difirefs, .the jufiice shall commit such offender as afore; said.. 5 If any pci: fd6n, who shall come to inhabit in any town or parish , shall on his own account execute any public annual office in the town or pariflh during one year, or i: .ll"
0996600400_000098,"The country justice: containing the practice of the justices of the peace out of their sessions. Gathered for the better help of such justices of peace, as have not been much conversant in the Study of the laws of this realism. By Michael Dalton of Lincolns-Inn, Esq; And One of the Masters in Chancery. To which is now added, the duty and power of justices of peace in their sessions; an abridgment (under proper titles) of all statutes, relating thereunto: a large table of the principal matters herein contained; with two other tables, One of the chapters in this Book; And the other of such acts of Parliament, as concern the Office of a justice of peace.","Dalton, Michael           1648?",90,3,4,0,1,1,2,0,3,0,2,1,0,0,2,1,0,0,0,1,0,2,1,2,1,0,0,3,2,3,0,0,3,1,1,1,1,3,0,1,13,1,0,2,1,3,2,1,3,1,0,0,2,0,4,0,2,0,2,7,1705,1,1,"London : Printed by William Rawlins and Samuel Roycroft, assigns of Richard and Edward Atkyns, Esquires; and are to be sold by the booksellers of London and Westminster, MDCCV. [1705].",London,611,unknown,,,FALSE,"work ; and andy northeast Ytflic of Peace way send to the Flife of Correliot, orceom 0 z mon i9fgaolfuchib.as shall not employ themselves to work , .being appointed thereby the b: churbh wardens and Overseers of the Poor of the parijb, 43 El. cap. 2 :. ;  "
1108200103_000090,"An exact abridgment of all the statutes in force and use, from Magna Charta, 9 H. 3. to the beginning of the reign of King George. In four volumes.",Great Britain,122,3,3,0,0,0,2,1,2,0,3,4,1,3,1,3,0,1,0,10,2,2,5,5,0,0,0,0,1,0,1,0,1,0,1,0,9,8,0,12,5,0,0,0,1,0,1,8,2,6,0,0,0,6,1,1,3,3,1,0,1725,3,4,"London : printed by His Majesty's printers. And by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Middle-Temple-Gate in Fleet-Street, MDCCXXV. [1725].",London,506,unknown,,,FALSE,"i691. LIX The forty Days Continuance of a Person , intended by the said Acts to make a Settlement , shall be accounted from the Publication of a Notice in Writing, which he or the shall deliver, of: the House of his or her A bode, and Number of his"
0753200302_000245,"The practical justice of peace: or, a treatise shewing the present power and authority of that officer, ... Compiled from the common and statute law, ... The third edition, corrected and amended, with large additions ... By Joseph Shaw, ... In two volumes. ...","Shaw, Joseph",125,2,0,1,2,1,0,4,1,0,1,0,0,4,1,0,0,0,0,2,1,4,1,3,0,1,0,0,0,0,0,0,4,1,5,2,13,0,0,9,14,1,0,0,1,5,3,1,7,5,0,0,11,5,4,0,0,1,0,4,1736,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for Messieurs Ward and Wicksteed, 1736.",London,715,male,1671,1733,FALSE,"be committed with lizc.. Sft.. C i. tri. out Bail, till it be discharged. Where ofjbces; Tenalties. ( Rates .) Where any Parish is not able to relieve themselves, may tax other parishes and Places, and the Hundred, if need be. Stat. 43 Eliz.... set . 3 ior. i. The"
0526700301_000055,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. ... In four books. By Thomas Wood, ...",Thomas Wood,134,1,5,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,2,2,2,4,5,1,0,0,2,0,0,0,1,0,3,1,0,13,5,0,16,18,3,2,1,2,2,0,2,6,2,0,0,4,11,3,0,5,1,0,2,1720,1,2,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edw. Sayer, Esq; ) for Richard Sare, 1720.",London,556,male,1661,1722,FALSE,"7 3 W 4 W. cm. ch. .] 3 By executing a public Annual Office in the Parish and Town on his own Account . ttere, Whether Curates or Parish Clerks gain a Sect ilement by executing of their Offices in a Parish ? 4 By Paying a Share to"
0231401100_000050,"The complete parish-officer; containing, I. The authority and duty of high constables, ... II. Of church-wardens, ... III. Of overseers of the poor, ... IV. Of surveyors of the highways, ... V. Of watchmen, ... Together with the statutes relating to hackney coaches and chairs, watermen, &c. The twelfth edition, corrected, with large additions. To which is added The office of constables, written by Sir Francis Bacon, ...",Giles Jacob,98,1,1,1,1,1,0,0,4,0,5,2,1,3,1,2,0,2,0,0,2,0,1,2,1,1,0,0,2,0,1,2,2,1,3,2,7,5,0,4,14,0,1,0,2,2,1,1,6,0,0,0,2,0,5,0,1,0,1,1,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot; for S. Birt, and B. Dod; and J. Hodges, 1750.",London,269,male,1686,1744,FALSE,"in her right, he shall be bound to keep the child. A ballard child is out of the ia; ute, and to be provided for other.vife., : : t.jlr. A father has been ordered to allow maintenance to the son's wife , he being beyond sea; and a father-in- law"
0347900100_000878,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; as also the whole law and practice thereof, under All the Proper Heads and Titles. Together with Such Informations relating thereto, as explain The History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The eighth edition. The Law-Proceedings being done into English, with great additions and improvements, from the latest Reports and Statutes to this Time. To which is annexed, a table of references to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,102,3,4,0,1,1,0,0,0,0,2,3,0,2,0,2,0,0,0,7,4,2,5,2,0,1,0,0,0,0,0,0,3,2,3,1,7,3,0,8,3,0,0,0,1,2,1,8,5,4,0,0,1,4,2,1,0,1,0,3,1762,1,1,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for T. Osborne, C. Hitch and L. Hawes, H. Woodfall, A. Millar, J. Beecroft, J. Hinton, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law and Co. E. Dilly, C. Corbett, Z. Stuart, R. Ware, W. Nicholl, T. Payne, P. Uriel, A. Shuckburgh, and J. Hinxman, MDCCLXII. [1762].",London,735,male,1686,1744,FALSE,"by Presidents, Lt. as count to two Justices , of all Money by them received , a Stock for whichs Jullice in their Sellions night trx and or what is affeg'd and not received ; what Poor they assess the Inhabitants in their Divisions and Pl'ariles, net have relieved, and"
0501400200_000071,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the Direction of Young Beginners, or Students in the Law; and others that desire to have a General Knowledge in our Common and Statute Laws. In four books. By Thomas Wood, L. L. D. and Barrister at Law. The fourth edition corrected. To which is added Some thoughts concerning the study of the laws of England in the two universities, (which is not in the English Edition) by the same Author.",Thomas Wood,109,2,3,0,1,1,0,0,1,1,3,2,0,1,1,0,0,2,0,0,0,3,0,2,1,1,0,0,1,0,1,0,4,4,1,0,12,2,1,3,21,0,0,1,8,3,0,2,3,1,0,0,3,2,2,0,0,3,0,6,1724,1,1,"Dublin : printed by J. Watts, and sold opposite the Watch-House, on the North Side of College-Green, MDCCXXIV. [1724].",Dublin,718,male,1661,1722,FALSE,"W. & M. chap.. In all A ions to be brought i the Courts of Westminster, or at the Assizes, for Money mif fpentt by churchwardens, the Evidence of the pari/hioners (other than such as receive Alms) hfall be taken and admitted. 2 The Authority of churchwardens by Statutes is"
