PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(bridg),termFreq(carriag),termFreq(cart),termFreq(cattl),termFreq(chair),termFreq(chais),termFreq(charg),termFreq(chariot),termFreq(coach),termFreq(collector),termFreq(counti),termFreq(cross),termFreq(duti),termFreq(forfeit),termFreq(gate),termFreq(good),termFreq(highwai),termFreq(hors),termFreq(hous),termFreq(market),termFreq(monei),termFreq(pai),termFreq(parish),termFreq(pass),termFreq(repair),termFreq(road),termFreq(surveyor),termFreq(ticket),termFreq(toll),termFreq(town),termFreq(truste),termFreq(turnpik),termFreq(wagon),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0597000107_000137,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,97,3,1,1,1,1,1,1,2,1,1,3,11,1,4,1,4,2,3,1,2,0,4,3,0,2,2,7,6,0,10,8,6,3,1,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"road leading from the town of Athy in the county of Kildare through part of the Queen's county , and through said town of CL i. comer in the county of Kilkenny, to the town of Old Leighlin in the county of Carlow, and from thence to and througalthe town"
0349100109_000278,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,118,3,0,3,2,3,5,5,3,4,5,0,3,1,7,0,5,3,1,12,4,0,4,3,0,2,1,5,0,5,13,3,3,6,4,1786,9,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,653,unknown,,,FALSE,"such person or persons as they or any five pikcs, or more of them shall authorise and appoint, to ere&t, or cause to be ereaed one or more gate or gates , turnpike or turnpikes , in, upon, or cross any part or parts of the said highway and road"
0349000105_000335,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,114,3,0,6,7,2,2,2,1,1,3,1,4,0,12,1,2,0,1,7,0,0,1,3,2,6,3,7,0,6,15,0,2,7,7,1786,5,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,668,unknown,,,FALSE,"note or ticket the receiver or receivers, collecor or collectors , is and are hereby required to give gratis) shall be liable to pay any toll or duty at any other of the said gates or turnpikes upon or on the fide of the said highway or road , sich"
0349000106_000319,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,100,3,0,1,0,1,1,1,3,1,1,6,3,1,4,2,4,2,4,1,2,0,5,4,1,2,2,9,5,0,9,4,10,7,1,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"that then the said trustees shall apply the money ari bilfaltoa""n sing by faid.toll to the making and repairing that part of the trim, and then road leading from Randalftown to Toom, and Shall from such from Randalf town to time be at liberty to set up one or more"
0596900106_000165,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,99,2,2,2,3,1,1,1,1,1,2,2,4,1,9,2,5,2,6,2,0,0,0,6,0,3,5,4,0,9,12,1,5,4,1,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"the furmo on persons forty flillings; and if any person or persons keeping a team, eeaige a car, cart , carr, or other carriage , and chargeable towards the repair C 5p. caching of the highways as aforesaid, shall neglect or refuse to do ofth2z days, and perform the said"
0596900106_000141,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,108,3,0,1,1,1,1,1,4,1,1,5,9,1,4,1,3,2,3,1,4,0,3,4,0,1,2,7,6,0,13,6,9,9,1,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"the said trustees , or any five or more of them, shall first pay and discharge the expense of procuring this aft of Parliament, and of erecting such turnpike or turnpikes , and building such toll house or toll houses ; and from and aft; such charges and expenses shall"
0349000106_000346,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,102,4,2,1,1,1,1,1,4,1,1,3,7,1,5,1,3,3,2,1,2,0,4,4,0,2,2,9,1,0,12,4,7,11,1,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"be lawful to and for the person or persons so dillraininlg, after the space of five days after filch diltrefs made and taken, to sell the goods diltrained, returning the overplus (if any be) upon demand to tie owner thereof, after such toll , duty , and reasonable charges for"
0596900106_000361,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,126,5,0,6,7,2,2,2,1,1,3,0,5,0,14,1,3,0,2,7,0,0,1,3,3,6,3,4,0,8,16,0,4,10,7,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"person or persons having paid the toll or duty at the first gate or turnpike , through which such person or persons (hall pass , and producing a note or ticket that the laid toll or duty was paid (which note or ticket the receiver or receivers, colletor or collecors,"
0596900106_000204,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,96,4,0,1,1,1,1,1,2,1,1,6,4,2,4,2,5,2,4,1,1,0,4,4,0,2,1,7,5,0,9,5,10,4,1,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"not elsewhere. III And be it further enacted by the authority aforesaid, That Occupier Occupiers if any person or persons whatsoever, owning, renting, or occupying of land near A .: ny land near unto any turnpike that is to be erected in pursuance ""trnpig' pr mining pass this act, shall"
0349000105_000341,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,93,2,0,1,1,1,1,1,3,1,2,2,2,0,11,1,4,2,4,2,0,0,3,4,0,2,1,6,4,8,15,1,3,4,1,1786,5,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,668,unknown,,,FALSE,"to be held for dilrfrence. the county in which such ground shall be laid into the said highways or roads , and through which any fuel drain or drains, ditch or ditches, llall be cut or made, or on which such arch or arches shall be erected or made, or"
0596900106_000213,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,97,3,0,1,1,1,1,1,2,1,1,5,6,2,4,2,4,2,4,1,2,0,5,3,0,1,1,9,6,0,11,4,8,4,1,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"not bounds of before, the profits arising by the said toll , or any such sum or sum; Kildare, and then to Timlo of money as stall be borrowed on the credit of the laid toll , stall ho. be applied towards tepairing the said road from the bounds oftli:"
1298501200_000005,"An Act for repairing the highways from Speenhamland adjoyning to Newbury in the county of Berks, to Marlborough in the county of Wilts.",Great Britain,107,2,0,1,2,2,1,1,3,1,2,1,2,0,14,1,5,1,5,2,1,0,3,3,4,4,4,8,0,8,16,0,1,7,2,1731,1,1,"[London : printed by the assigns of His Majesty's printer, and of Henry Hills deceas'd, 1731].",London,41,unknown,,,FALSE,"Occupier or Occupiers of such Ditch or Ditches, by Distress and Sale of his, her, and their Goods and Chattels, rendering the Overplus (if any be) to the Owner or Occupier, if demanded, as. ter all Charges paid. And forafmruch as the Money to be .^. collected by such Receipt"
0349200111_000405,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,97,2,1,2,3,1,2,1,1,2,2,4,4,0,11,1,4,0,1,0,0,0,1,4,2,1,1,5,0,12,13,2,4,7,3,1786,11,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,804,unknown,,,FALSE,"of two hundred pounds, then the said treaflirer or receiver stall cause the number of all the warrants or orders, which Shall be issued and delivered out in pursuance of this act, and the rums therein contained, to be written on several tickets or pieces of parchment, and to be"
0596900106_000337,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,101,3,0,1,1,1,1,1,3,1,1,3,5,2,4,2,4,2,3,1,4,0,4,4,0,0,2,8,6,0,12,2,9,10,1,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"the profits of the several outgn thed turnpikes to be erected the said trustees , or any five or more road . of them, shall first pay and discharge the expense of procuring this act of Parliament, and of erecting such turnpike or turnpikes , and building such toll house"
0349000106_000079,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,98,3,2,1,1,1,1,1,3,1,1,2,7,0,4,1,3,2,2,1,3,0,4,4,0,1,2,8,5,0,11,4,9,9,1,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"to be erected the said trustees , or any five or more of them, flhall first pay and discharge the expense of procuring this a: t of Parliament, and of erecing such turnpike or turnpikes , or building fuchl A. D. toll house or toll houses ; and from and"
0596900105_000261,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,103,4,0,1,1,2,1,1,6,1,1,3,2,1,7,1,3,5,2,3,3,0,3,6,0,2,2,6,3,0,15,2,6,9,1,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"paid, applied, disposed of, and assigned to and for the several uses, intents, and purposes, and in such manner, as is herein after mentioned and directed; and the anny s, e. truilees, or any five or more of them, are hereby empowered bypayent levy themselves, or any person or persons"
0349000106_000136,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,109,4,0,1,1,2,1,1,7,1,1,2,9,1,5,1,3,5,2,3,4,0,3,5,0,1,2,6,2,0,13,6,7,9,1,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"to and for the several uses, intents, and purposes, and in filch manner, as is herein after mentioned VOL. VI K k k and' A. D. and direted; and the said trustees , or any five or more of them, 1735 are hereby empowered by themselves, or any .person or"
0596900106_000209,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,103,2,0,2,2,1,1,1,2,1,2,2,7,1,9,3,5,2,5,3,0,0,0,5,0,3,4,3,0,8,12,4,6,6,1,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"highway by this at intended to be repaired , after such summons or public notice shall be given as aforesaid, he or they respectively shall forfeit and pay the rum of five flillings for each of the two days such person or persons keeping a team, cart , carr, or"
0349000106_000083,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,90,2,2,2,2,1,2,2,1,1,3,2,7,0,10,1,4,0,2,2,0,0,1,2,0,2,1,4,0,10,11,2,3,6,2,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"the number of all the warrants or orders which shall be issued and delivered out in pursuance of .this act, and the sum therein contained, to be written on several tickets or pieces of parchment, and to be rolled and scaled up and put into a box or urn, and"
0596900105_000325,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,94,1,0,1,1,1,1,1,3,1,1,3,1,0,9,0,5,3,6,2,3,0,2,3,0,1,2,12,7,4,10,1,4,4,1,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"said contiguous, roads , and to erect arches of brick, timbe, or stone thereupon; and also to widen any of the narrow parts of the said high and widen ways or roads , by opening, clearing, and laying into the said not to takei hilghways or roads any grounds of"
0596900106_000086,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,113,3,0,5,7,3,2,2,1,1,3,1,3,0,11,2,1,0,0,10,0,0,1,2,3,5,3,6,0,6,15,0,4,7,6,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"or road , such person or persons delivering the raid note or ticket to the said receiver or receivers, collctor or collectors , of the laid toll or duty at the latter gate or turnpike the lame day; ant no person or nor return persons having occasion to pass the"
0597000107_000133,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,97,5,0,2,2,2,2,2,1,1,3,1,4,0,11,1,2,0,2,4,0,0,1,5,3,3,3,5,0,8,14,0,2,5,3,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"such person or persons shall pass , ani ble to pay at nother tihe producing a note or ticket that the said toll or duty was pai same day; (which note or ticket the receiver or receivers, collecoror col ledors, is and are hereby required to give gratis) hall be"
