PassageID,Title,Author,Total termFreq,termFreq(abandon),termFreq(advantag),termFreq(appetit),termFreq(bosom),termFreq(charact),termFreq(convinc),termFreq(debauch),termFreq(debaucheri),termFreq(design),termFreq(desir),termFreq(despic),termFreq(diabol),termFreq(dissolut),termFreq(evil),termFreq(fear),termFreq(folli),termFreq(gai),termFreq(gaieti),termFreq(glori),termFreq(gratif),termFreq(guilt),termFreq(honour),termFreq(impur),termFreq(infami),termFreq(innoc),termFreq(libertin),termFreq(libidin),termFreq(lost),termFreq(love),termFreq(mortif),termFreq(night),termFreq(passion),termFreq(pleasur),termFreq(plot),termFreq(power),termFreq(pretenc),termFreq(proflig),termFreq(rake),termFreq(rank),termFreq(rape),termFreq(regard),termFreq(render),termFreq(reput),termFreq(ruin),termFreq(sacrific),termFreq(scandal),termFreq(seduc),termFreq(sensual),termFreq(sensualist),termFreq(sex),termFreq(shame),termFreq(sin),termFreq(subterfug),termFreq(subtl),termFreq(vice),termFreq(viciou),termFreq(vile),termFreq(virtu),termFreq(wick),termFreq(wicked),termFreq(woman),termFreq(worst),termFreq(wretch),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0945100200_000013,"Of temperance and intemperance: their effects on the body and mind, and their influence in prolonging or abbreviating human life. By Edward Harwood, D.D.",Edward Harwood,44,2,0,1,0,1,0,0,1,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,4,0,1,0,1,1,0,0,1,0,1,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,4,2,1774,1,1,"London : printed for T. Becket, Corner of the Adelphi, in the Strand, MDCCLXXIV. [1774].",London,189,male,1729,1794,FALSE,"in extravagance: he frequents all places of fashionable dissipation, while confusion is introduced into his accounts at home: he roves abroad from one scene of folly to # XERXES published an edit, in which he offered a very considerable reward to any man who should discover a nezv pleasure ."
0077401000_000005,"The victim, in five letters to Adolphus.",,44,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,6,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,3,0,0,2,5,0,2,0,1,3,0,2,0,1800,1,1,"London : printed for W. Button, by C. Whittingham, 1800.",London,79,unknown,,,FALSE,"appetite is gratified, the miserable object, who has been bribed to be vicious , is despised or forgotten. I know it is urged in excuse for this abominable practice, that no compulsatory means are adopted that compliance, on the part of the woman , is her own voluntary act, for"
0075800900_000013,"An humble attempt to form a system of conjugal morality: being the substance of six discourses addressed to young persons of both sexes, with a design to lead them through the becoming duties of celibacy and marriage.",Joseph Fawcett,48,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,2,0,0,0,0,2,0,2,0,1,0,2,1,0,2,2,1,0,0,2,0,0,1,1,0,0,0,1,1,1,5,0,0,3,0,0,2,1787,1,1,"Manchester : printed by C. Wheeler, MDCCLXXXVII. [1787].",Manchester,117,male,1758,1804,FALSE,"a virtuous affection. Yet when we look about into the crowd of mankind, we find that the fair sex reign with greater tyranny over lovers than over husbands, who cherish a base pafiron, which it is mean to indulge, but which it would be glorious to overcome; and which they"
1369500200_000082,"Sermons to young men by William Dodd, LLD. prebendary of Brecon, and chaplain in Ordinary to His Majesty.",William Dodd,48,2,0,2,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,5,0,1,1,1,0,1,0,0,0,0,4,0,0,4,0,0,0,0,3,3,1792,1,1,"London : Printed for T. Cadell, Strand; and T. Vernor, Birchin-Lane, Cornhill, MDCCXCII. [1792].",London,521,male,1729,1777,FALSE,"pernicious to themselves. Were I reasoning of the Vice in general, or wee not these Discourses, as intended for your benefits particularly directed to You, my young friendqs there are a variety of instances (some of them just hinted in the former Sermons) wherein I thould ex emplify the injurious"
0815700302_000079,"Family lectures; or, domestic divinity, being a copious collection of sermons, selected from the polite writers and sound divines, of the present century; for the use of schools on Sunday evenings, and of young students in divinity.",,46,0,0,5,0,0,0,1,1,0,1,0,0,1,3,1,1,0,0,1,1,0,1,1,0,2,0,0,1,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,9,0,0,0,0,0,0,1791,2,2,"London : printed for C. Dilly. Published as the Act directs, Jan. 18, 1791.",London,440,unknown,,,FALSE,"as the fuel continues to be supplied, it may raise violent ebullitions; it may give a glaring light; but it is all the while raging, noisy, and felf confuming it is a flame that is rather scorch ng, than refreihinp; and how soon is it extinguified, and leaves no remains"
0854900501_000037,"Sermons on different subjects, by John Hewlett; Of Magd. Coll. Cambridge; And Lectures Of ST. Vedast's, Foster-Lane. ...",John Hewlett,50,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,4,7,0,0,1,1,0,0,1,2,0,0,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,2,0,0,1,0,0,5,1,0,0,0,2,0,1791,1,2,"London : printed for J. F. and C. Rivington, and J. Johnson, In ST. Paul's Church-Yard; and C. Dilly, In The Poultry, MDCCXCI. [1791].",London,499,male,1762,1844,FALSE,"Jew, would. have led him to conceive the horrid design of destroying, not only him, but all his race, wherever dispersed throughout his sovereign's dominions. Nor is it easy to imagine that AHITHOPHEL knew the danger and the guilt that always attended his vain and intolerant spirit, when because his"
0518100501_000005,"Essays moral and literary. By Vicesimus Knox, ... In two volumes. ...",Vicesimus Knox,40,0,0,0,1,2,0,0,1,0,1,0,0,0,1,1,0,1,0,2,1,0,0,0,0,1,1,0,0,3,1,0,3,2,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,1,0,3,0,0,2,0,1,0,0,3,1795,1,2,"London : printed for Charles Dilly, 1795.",London,366,male,1752,1821,TRUE,"the careful gleaner. And happily for the morals and amusement, as well as underitandings of our nation, the labourers in it have been neither few nor unsuccessful. The present age has been called an age of literary luxury; nor let it blush at the appellation. The love of letters is"
0973301002_000045,"Sermons on the following subjects, viz. Of the universal sense of good and evil. ... By James Foster.",James Foster,36,0,1,1,0,1,0,1,0,0,0,1,0,0,4,1,1,1,0,1,0,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1,1,3,1,1,0,0,0,0,1737,2,2,"[Dublin] : Printed by R. Reilly, on Cork-Hill, for G. Risk, G. Ewing: W. Smith, and A. Bradley, 1735.",Dublin,271,male,1697,1753,FALSE,"principles and pursuits, not only in different ages and in parts of the World I sir far remote from each other, but in the same age S E. M; and country; betides this, I say, which evidently X demonstrates, that their sentiments and manners are no fit rule to govern"
0199800114_000057,"A system of divinity, in a course of sermons, on the first institutions of religion; on the being and attributes of God; on some of the most important articles of the Christian religion, in connection; and on the several virtues and vices of mankind: with Occasional Discourses.. Being a compilation from the best sentiments of the polite writers , and eminent, sound Divines, both ancient and modern, on the same Subjects, properly connected, with Improvements, particularly adapted for the Use of chief Families and Students in Divinity; and for Churches, for the Benefit of Mankind in general. ... . By the Rev'd Wm. Davy. A.B.",William Davy,44,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,1,1,2,3,0,0,4,0,0,2,2,3,0,0,1,1,1800,14,26,"Lustleigh, Devon : printed by himself. - Fourteen copies only, MDCCXCV. [1795]-1807.",Lustleigh,465,male,1743,1826,FALSE,"are left to the Sin and Misery of our own corrupt Hearts, without any the leapt Foundation for Piety or Felicity, for Virtue or Delight. - But, Qdly, 2dly, This Vice is prejudicial to mian, considered t Ot only as a RELIGIOUS, but as a SOCIAL Creature. If we defeend"
0591800902_000027,"Sermons to young men. In three volumes. By William Dodd, L L. D. Prebendary of Brecon, and Chaplain in Ordinary to His Majesty.",William Dodd,45,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,3,1,1,0,1,0,0,0,0,1,0,8,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1,1,2,0,0,1,0,0,1,0,0,1,0,1,6,1771,2,3,"London : printed for J. Knox, and T. Cadell, in the Strand, MDCCLXXI. [1771].",London,310,male,1729,1777,FALSE,"seen with detestation, and rejeced with horror. Tis peculiarly the cafe with refpe&t to the destructive crime we would develop and decry, because fully ascertained, my young friends, of its malignant and fatal influence to all your best and most important interests. Mark how, to palliate its guilt mark how,"
0429900502_000073,Memoirs of a certain island adjacent to the Kingdom of Utopia. Written by a celebrated author of that country. Now translated into English. Vol.II.,Eliza Haywood,40,1,0,1,1,1,0,2,1,0,3,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,3,1,0,1,0,0,2,0,1,3,1726,2,2,"London : printed , and sold by the booksellers of London and Westminster, M.DCC.XXVI. [1726].",London,284,female,1693,1756,TRUE,"Ations which the Canopy and Curtains of yonder ornamented Gone dula conceals, you would acknowledge those who could praeife them, must be such on whom my * * *. * l~~~~iasiqq ( 135) Influence never had any effet. There is not in the Island a Society so firmly devoted to"
0771500900_000009,"The character and conduct of the female sex, and the advantages to be derived by young men from the society of virtuous women. A dicourse, in three parts, delivered in Monkwell-Street Chapel, January 1, 1776, By James Fordyce, D.D.",James Fordyce,38,0,0,0,0,2,0,0,0,0,3,0,0,1,1,0,1,1,0,0,0,1,0,1,1,2,1,0,2,1,0,0,1,1,0,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,0,0,2,2,1776,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.LXXVI. [1776].",London,105,male,1720,1796,FALSE,"sober thought and internal serenity, even when reputation and decorum are preserved? Instead of thinking it firange, that this flould occur so often amidst such a combination of snares, I cannot for my part but admire that it is not yet more common. The swarms of foolish and of worthless"
0287400900_000076,"Lectures on the catechism of the Church of England: with a discourse on confirmation. By Thomas Secker, LL. D. Late Lord Archbishop of Canterbury. The third edition. Published from the original manuscripts by Beilby Porteus, D.D. and George Stinton, D. D. His Grace's Chaplains.",Thomas Secker,38,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,1,0,1,1,5,0,0,0,1,2,1,1,1,0,0,0,2,1771,1,1,"London : printed for John and Francis Rivington, at the Bible and Crown, in St. Paul's Church-Yard ; and Benjamin White, at Horace's Head, in Fleet-Street, M.DCC.LXXI. [1771].",London,348,male,1693,1768,FALSE,"guilty with each other; yet by Means even of this Licentiousness, in Proportion as it prevails,. the Regularity and good Order of Society is overturned, the Credit and Peace of Families destroyed, the proper Disposal of young People. in Marriage prevented, the.due Edu fheb, XLIII 4 cation cation of Children"
1706501802_000011,"Letters of the Righ Honourable. Lady M-y W-y M-e: written, during her travels in Europe, Asia, and Africa, to persons of distinction, men of letters, &c. in different parts of Europe. Which contain, among other curious relations, accounts of the policy and manners of the Turks; drawn from sources that have been inaccessible to other travellers. In two volumes.",Lady Mary Wortley Montagu,46,1,1,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,0,0,3,0,0,1,1,0,1,0,0,0,2,0,2,4,1,0,1,1,2,0,0,1,0,0,0,0,2,1,0,2,0,0,5,0,0,0,1764,2,2,"London : Printed for A. Homer in the Strand, and P. Milton in St. Paul's Church-Yard, MDCCLXIV. [1764].",Edinburgh,48,female,1689,1762,TRUE,"friend. When a pair, who entertain such rational sentiments, are united by indissoluble bonds, all nature smiles upon them, and the mofl common ob jecs appear delightful. In my opinion, such a life is infinitely more happy and more voluptuous, than the most ravishing and best regulated gallantry. A woman"
1688600400_000279,"The pocket magazine; or, Elegant repository of useful and polite literature.",Harrison & Co.,35,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,0,1,2,1,0,0,1,1,1,0,0,0,1,0,1,1,1794,1,1,"London [England] : Harrison & Co. 18, Pater-noster Row, 1794-1796.",London,1250,unknown,,,FALSE,"feeling the mroft exquisite emotions of fympathyand commiseration. How much is their misery increased by the bru taliry and lust of those (hamelefs coxcomba and libertineb, - who seem to ta: kea pleasure in aggravating their misfortunes, and rendering their fedlings the more poignant ard  afli6ting Though, indeed, it"
0090700200_000056,"Essays historical and moral. By G. Gregory, F.A.S.",George Gregory,34,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,1,0,1,1,0,0,1,0,0,0,1,5,0,0,0,0,2,1,0,1,1,0,2,0,0,0,1788,1,1,"London : printed for J. Johnson, ST. Paul's Church-Yard, M.DCC.LXXXVIII. [1788].",London,428,male,1754,1808,FALSE,"their condut, in a matter of so much importance to themselves, a little knowledge of character has suggested a few hints, which may be serviceable in preventing improper connexions, and which, on that account, a sense of duty will not allow me to fupprefs. If If on any occasion the"
0476601003_000035,"Sermons on the following subjects, viz. The religion of Christ. Christian Morality. Excellence of Christ's Doctrines The Possibility of Miracles. Character of Christ and his Apostles. Design of their Miracles. Certainty of the Miracles. Resurrection of Christ; and Consequences of it. His not appearing to all the People. Of Christ's Ascension. The Descent of the Holy Spirit. The Doctrine of a Resurrection explained. The Change made by in the Saints. Objections against a resurrection answered. By the late reverend Samuel Chandler, D. D. and F. R. and A. S. S. Published from his Manuscript. with a preface, Giving a Brief Account of the Life, Character and Writings of the Author, by Thomas Amory, D. D. ...",Samuel Chandler,54,1,1,3,0,1,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,1,0,2,0,2,3,0,0,0,0,10,0,0,2,0,3,1,3,2,0,0,0,0,1759,3,4,"London : printed for J. Buckland, in Pater-Noster-Row ; and E. and C. Dilly, in the Poultry, M,DCCLXIX. 1759-[1769].",London,444,male,1693,1766,FALSE,"of sin , and delight to make others as vile as themselves: Especially, that beings of such superior powers , privileges and endowments, as angels are, should so far degrade themselves, and be so dreadfully changed from what they were, when brought into being by God, as not only to"
0822500601_000003,"Mental pleasures, or, select essays, characters, anecdotes, and poems; extracted chiefly from fugitive publications, and calculated to improve and entertain the mind. With occasional notes and illustrations. In two volumes. ... By the author of Pleasing reflections, &c.",,34,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,2,0,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,3,0,2,1,0,0,0,0,0,1791,1,2,"London : printed for A. Hamilton, 1791.",London,238,unknown,,,FALSE,"a degree of force, which they possess not in a state of Nature. They knowingly and willingly sacrifice to momentary gratifications , the comfort of all which should sweeten the remainder of life. Begin then with most sincerely endeavouring to conquer these subtle and powerful enemies which you carry in"
0123800500_000058,"Sermons, by G. Gregory, F. A. S. Author of Essays Historical and Moral, &c. To which are prefixed, thoughts on the composition and delivery of a sermon.",George Gregory,38,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,1,1,2,3,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,4,0,0,0,1,0,2,1,0,1,0,2,1,1787,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.LXXXVII. [1787].",London,400,male,1754,1808,FALSE,"resource, however, is as inefifectual as the action is unjust; while John lives, there is a witness and a censor of his infamy . Herodias has a conscience too; and, to rclicve her from its reproaches, it is raflly and impioully concluded that John mulf die. The man, who has"
0380900500_000033,"Memoirs of two young gentlemen. Exhibiting the most striking instances of the seduction and snares to which young people are liable, the horrors consequent upon vice and dissipation, the amazing efficacy of divine grace in conversion, the pleasures of a religious life, and the joy of dying in the Lord. Interspersed with awful warnings to companions in iniquity, serious exhortations to improve the time of divine forbearance and benignity, and remarkable anecdotes of the glories of redeeming love and mercy in the salvation of some persons of the most abandoned characters. The Whole Designed To humble and reclaim the sons of vice and profaneness, to animate devoutaspirers to heaven, to repress self-righteousness, exalt the righteousness of God, and promote the sacred interests of religion and virtue.",N.,39,1,0,1,0,1,0,1,1,0,2,0,0,0,1,1,2,0,0,1,2,1,0,2,0,1,0,1,0,0,0,3,0,2,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,3,1,0,0,0,0,0,1768,1,1,"Edinburgh : printed by J. Reid; and sold at his printing-office in Bailie Fyfe's close, and by all the booksellers in town and country, 1768.",Edinburgh,402,unknown,,,FALSE,"manifest, and the voice of cond science was proclaimed. But the innecency.and harmleffnef of society, andindulging a sober glafsi was insisted on with a good deal of eloquence and force of reasoning; these were represented as pleasures of life, without which society could not fuba sift, and there could be"
0446900201_000088,"The young gentleman and lady instructed in such principles of politeness, prudence, and virtue, as will lay a sure foundation for gaining respect, esteem, and satisfaction in this Life, and Eternal Happiness in a future State; Interspersed with such Observations and Maxims, As demonstrate The Danger and Folly of Vice, and, the Advantage and Wisdom of Virtue. Authorised by the King's Most Excellent Majesty. ...",,56,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,0,2,6,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,1,1,1,1,0,1,0,0,3,1,0,0,0,4,0,1,8,0,0,4,0,0,3,1747,1,2,"London : printed only for Edward Wicksteed, at the Black Swan in Newgate-Street, near Newgate-Market, 1747.",London,404,unknown,,,FALSE,"their interest and endeavours to bring them under that imputation. I V No one is more infamous than a woman , who, havingpaffed her youth in a most hamelefs state ofproftitution, is now one of those, who gain their livelihood by seducing others, and establishing a criminal commerce between the"
0077401000_000007,"The victim, in five letters to Adolphus.",,40,2,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,4,2,1,2,0,0,3,0,3,0,1800,1,1,"London : printed for W. Button, by C. Whittingham, 1800.",London,79,unknown,,,FALSE,": How is it to be reconciled with the decisions of principle, says the ingenious Hannah More, that delicate women should receive with complacency the successful libertine , who has been detected by the wretched father, or the injured husband, in a criminal commerce, the discovery of which has too"
0651401900_000037,"Sermons on different subjects, by the Rev. John Hewlett, of Magd. Coll. Cambridge, and Lecturer of the United Parishes of St. Vedast, Foster-Lane, and St. Michael le Querne.",John Hewlett,45,1,1,0,0,2,0,0,0,0,1,0,0,0,2,0,1,1,0,0,3,5,0,0,1,0,0,0,1,3,1,0,1,4,0,1,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,2,0,0,2,0,0,4,1,0,0,0,1,0,1786,1,1,"London : printed for the author; and sold by J. F. and C. Rivington, St. Paul's Church-Yard, C. Dilly, in the Poultry, and J. Johnson, St. Paul's Church-Yard, MDCCLXXXVI. [1786].",London,438,male,1762,1844,FALSE,"but to mention one instance more. Do you think that Herodias, when she first entertained the hope of becoming Herod's wife, was sensible of the dreadful guilt which lurked in her heart, and which the indulgence of her lawless desires soon gave birth to? But yet we see uich at"
