PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alon),termFreq(appear),termFreq(arm),termFreq(art),termFreq(beauti),termFreq(care),termFreq(charm),termFreq(death),termFreq(earth),termFreq(face),termFreq(fall),termFreq(fate),termFreq(fear),termFreq(fight),termFreq(flow),termFreq(form),termFreq(foul),termFreq(friend),termFreq(glori),termFreq(god),termFreq(grace),termFreq(hand),termFreq(happi),termFreq(head),termFreq(hear),termFreq(heart),termFreq(heaven),termFreq(hope),termFreq(hour),termFreq(joi),termFreq(king),termFreq(know),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mind),termFreq(natur),termFreq(night),termFreq(onc),termFreq(pain),termFreq(peac),termFreq(plain),termFreq(power),termFreq(prais),termFreq(ring),termFreq(round),termFreq(song),termFreq(sweet),termFreq(tear),termFreq(thought),termFreq(turn),termFreq(vain),termFreq(view),termFreq(virtu),termFreq(voic),termFreq(world),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1580800500_000001,"A charlotte to Werter. A poetical epistle, By Anne Francis.",Anne Francis,82,1,0,0,2,1,1,2,2,1,0,1,0,1,0,0,2,3,0,0,1,1,1,3,0,2,1,4,2,1,2,3,0,1,1,4,1,6,6,0,1,1,1,0,1,0,0,0,2,1,2,3,3,2,2,1,2,2,0,1,1787,1,1,"London : Printed for T. Becket, Pall-Mall, bookseller to His Royal Highnes the Prince of Wales, and their Royal Highness the Princes, MDCCCLXXXVII. [i.e. 1787].",London,23,male,1738,1800,FALSE,"S * CJHARLOOTETK TO w' E R T E R.. A POE TI CAL REPIST.TL E, BY ANNE FRANCIS. OF ALL THE ILLS A VIRTUOVS MIND CAN PROVE, THE MOST DESTRUCTIVE -- IS, misgulied'1oi. LONDON: PRINTED FOR T. BECKET, PALL mall, BOOKSELLER TO HIS ROYAL HIGHNESS THE PRINCE OF WALES,"
0424802300_000057,"The cupid. A collection of love songs, in twelve parts. Suited to twelve different sorts of lovers. Viz. The Female Lover. The Admiring Lover. The Slighted Lover. The Modest Lover. The Constant Lover. The Jealous Lover. The Tender Lover. The Whining Lover. The Saucy Lover. The Merry Lover. The Pressing Lover. The Happy Lover. The second edition. With an addition of near a hundred songs, and the names of the tunes added to each song.",,98,0,1,2,2,2,0,3,3,1,0,1,0,2,1,1,1,0,0,0,0,1,0,3,3,1,4,4,2,1,1,3,1,0,4,1,0,15,3,0,2,0,2,1,1,0,0,1,1,9,3,1,1,1,2,1,1,2,0,2,1739,1,1,"London : printed for J. Osborn, at the Golden-Ball in Pater-Noster Row, M.DCC.XXXIX. [1739].",London,285,unknown,,,FALSE,"the Bands of downy Sleep, He iaw his Charmer laid, And thus he hailed the beauteous Maid. A I R. Close nut those charming Eyes, My Life , my only Dear! Tis Night till they arise, Till Day when they appear . Charmed with the tuneful Accents of his Voice"
0191600804_000032,A collection of poems in four volumes. By several hands.,Robert Dodsley,75,2,0,1,1,2,3,1,2,1,1,1,2,2,2,0,2,1,0,1,1,0,2,0,1,1,1,1,5,2,2,2,1,0,1,2,0,3,3,2,1,2,0,2,1,2,0,0,1,0,1,1,0,0,3,0,1,2,0,3,1755,4,4,"London : printed by J. Hughs, for R. and J. Dodsley, at Tully's-Head in Pall-Mall, M.DCCLV. [1755].",London,367,male,1703,1764,TRUE,"the veteran on the stage, Till pitying Nature signs the last release, And bids afflited worth retire to peace . But few there are whoin hours like there await, Who set unclouded in the gulfs of fate . From Lydia's monarch should the search descend, By Solon cautioned to regard"
0339300700_000009,Poems on several occasions. Written by a young lady.,Charlotte Lennox,94,0,0,3,3,0,2,3,5,0,1,1,2,2,2,0,2,2,0,1,1,0,2,0,1,1,0,1,1,3,2,2,0,0,1,1,1,10,2,1,2,0,2,1,0,1,0,0,1,1,1,6,4,1,4,4,4,0,2,1,1747,1,1,"London : printed for, and sold by S. Paterson, at Shakespear's Head, opposite Durham-Yard, in the Strand, MDCCXLVII. [1747].",London,93,female,1729,1804,TRUE,"of my Peace and Rest. Yet how forget, when every Thought is thine? Even Life itself were easier to resign. To lonely Shades in vain I fly for Ease, There secret sight and feed the sweet Disease. On thy dear Name I call, and all around The whifp'ringwinds repeat the"
0163501600_000037,"Poems by Mr. Thomas Blacklock. To which is Prefix'd, An Account of the Life, Character, and Writings, of the Author, By the Reverend Mr. Spence, Late Professor of Poetry, at Oxford.",Joseph Spence,83,1,0,1,1,1,0,1,2,3,3,0,1,2,1,0,2,2,0,1,1,1,2,1,1,0,0,1,6,2,1,6,0,1,3,1,1,3,1,3,1,0,3,2,0,2,1,0,1,1,3,4,0,0,2,2,1,2,0,1,1756,1,1,"London : printed for the author, by R. and J. Dodsley, in Pallmall, M.DCC.LVI. [1756].",London,306,male,1699,1768,TRUE,"And fair abundance crown each rural toil: While birds their lays resume, And spring her annual bloom, 26o * Doneftic gods . Lct Let verdant wreaths his sacred tomb adorn; To him, each rifiig day .' - - Devout libations pay: In heaven your pati'on reigns, nomnore, ye shepherds, mourn."
0226600100_000038,Poems on various subjects; selected to enforce the practice of virtue; and with a view to comprise in one volume the beauties of English poetry. By E. Tomkins.,Thomas Tomkins,91,1,2,0,0,2,2,2,2,3,1,2,1,2,2,1,1,1,0,2,0,1,0,0,2,0,0,5,3,2,1,3,0,1,4,1,0,5,2,4,0,2,5,2,1,3,1,0,0,0,2,1,1,1,2,0,8,1,0,0,1791,1,1,"London : printed for E. Wenman, NO. 144, Fleet-Street, MDCCXCI. [1791].",London,238,male,1743,1816,FALSE,"breat, "" Let each consenting pafion move, Let angels watch its silent rest, "" And all its blifsiul dreams be Icve."" K z VIRTUE VIRTUE AND ORNAMENT: TO THE LADIES. BY DR. FORDYCE. THE diamond's and the ruby's rays Shine with a milder, finer flame, And more attract our love"
0475700900_000036,Poems by the late Reverend Dr. Thomas Blacklock; together with an essay on the education of the blind. To which is prefixed a new account of the life and writings of the author.,Thomas Blacklock,86,1,2,0,0,1,0,1,2,0,2,0,0,2,0,0,5,0,1,1,1,1,1,0,3,0,1,5,3,2,2,8,0,0,2,0,1,5,2,3,1,1,3,0,1,2,1,0,1,1,1,1,3,0,2,2,4,1,2,1,1793,1,1,"Edinburgh : printed by Alexander Chapman and Company; sold by W. Creech, Edinburgh, and T. Cadell, London, 1793.",Edinburgh,300,male,1721,1791,FALSE,"and lyre, His wit would civilise our savage plains , Polish our country nymphs, and rural swains. But though' hard fate deny my fond requzfl, It cannot tear thy memory from my breast; 40 No while life's blood runs warm in every vein, For thee a lasting friendship I'll maintain:"
0862800140_000045,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,88,1,1,1,3,1,2,0,5,1,2,1,0,4,1,0,2,1,0,1,1,2,2,2,1,1,1,7,1,1,1,4,1,0,0,3,1,9,0,1,2,0,0,2,1,1,0,0,0,2,1,1,1,0,3,3,1,0,1,3,1790,40,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,305,male,1709,1784,TRUE,"Paternal Paternal grace with filial duty vied,. And love the knot of nature closer tied. Even fate relents, reveres the sacred band,. And undivided bids their friendihip sand. From earth to heaven enlarged, their joys improve, Still fairer, brighter frill they shine above, Blessed in a long eternity of love"
0464801100_000003,"Select poems, by John Edmund Harwood.","Harwood, John Edmund",85,1,0,1,1,3,4,3,1,1,0,1,0,1,2,0,1,1,0,0,0,1,1,3,1,1,2,2,1,0,3,2,0,1,2,3,1,7,1,4,3,0,0,2,1,3,0,1,3,0,4,1,1,0,2,1,3,2,0,1,1793,1,1,"[London] : Printed for T. and J. Egerton, Whitehall, M,DCC,XCIII. [1793].",London,90,male,1771,1809,FALSE,"midst f.enes of futurity roved, when the salter of language, the blnfl f confuiion, Betrayed the kind wifles of her whom I loved . At length I possessed the vain fugitive hour So wisg'd for, to end Iny pursuit and my care Smiles of fjvour secede to the stern frwvn"
0133901300_000007,Poems on several occasions.,"Hamilton, William",86,1,1,2,1,2,5,1,3,1,0,0,0,3,2,1,0,0,0,2,1,0,0,0,1,0,4,2,3,1,4,1,4,0,1,1,3,6,1,1,1,2,0,3,1,0,1,0,1,1,1,2,1,1,2,1,5,0,1,3,1749,1,1,"Glasgow : printed by Robert and Andrew Foulis, M.DCC.XLIX. [1749].",Glasgow,153,male,1704,1754,FALSE,"keep secure a captive heart ? Unhappy love ! might lovers say, Beauty , thy food does swift decay; When once that fhort lived tlock is spent, What Art thy famine can prevent? Virtues prepare with early care , That Love may live on Wisdom's fare; C Though' ecstasy with"
0277100703_000029,The hive. A collection of the most celebrated songs. In three volumes. ...,,94,1,1,1,2,6,5,2,3,1,1,1,1,0,1,1,2,0,0,0,1,4,2,0,1,0,1,7,2,2,0,2,0,0,1,2,1,15,0,0,1,1,1,0,2,1,1,0,0,3,1,1,0,1,3,2,0,2,0,4,1729,3,3,"London : printed for J. Walthoe, over-against the Royal-Exchange in Cornhill, 1726- [1729].",London,274,unknown,,,FALSE,"bliss, Though wounded, it shall live ; Death enters not in paradise, The place free life doth give.. Or if the place less sacred were, Did but her laving eye Bathe my sick heart in one kind tear ,, Then lhou'd I never die. Slight balms may heal a slighter"
0866200700_000050,"Poems on several subjects; by the Rev. John Anketell, A. B. Curate of Donaghendry Parish, County of Tyrond, Ireland. To which are added, The epistle of Yarico to Inkle; and the English and Latin songs of Chevy Chase.","Anketell, John           1750?",91,0,1,0,1,1,1,2,4,1,3,3,3,0,2,0,1,2,0,1,1,2,3,1,4,0,1,4,1,3,0,2,0,0,2,0,0,5,4,0,2,1,4,1,2,2,1,0,0,8,3,1,0,0,2,2,1,1,1,0,1793,1,1,"Dublin : printed for the author, by William Porter, Skinner-Row, 1793.",Dublin,420,unknown,,,FALSE,"Preceding hardfi ips banifl .fronm his mind L His sparkling eyes his ardent joys conlffs, And finiles declare his heartfelt happiness ; The longed for port with swelling sails he gains, Where rest awaits him from his late felt pains ; iiis friends , wise, children, his warm transports share,"
0843800600_000005,"Carmina evangelica; or hymns, chiefly collected from various authors. By William Maurice.","Maurice, William",105,0,1,1,0,2,0,1,0,2,4,3,1,1,0,0,1,1,1,2,3,7,5,2,3,1,1,4,5,1,2,3,1,2,3,2,2,7,1,1,1,0,0,1,3,7,6,0,1,2,0,0,0,0,1,1,0,2,3,0,1792,1,1,"Bolton : printed by J. Gardner, M,DCC,XCII. [1792].",,260,male,1762,1802,FALSE,"command From earth I rise and seek the joys At his right hand : I all on earth forsake, Its wisdom, same, and power i And Him my only portion make, My shield and tower. III The God of Abr'ham praise , Whose all fufficient grace Shall guide me all"
0419801300_000002,"Juvenile poems, with remarks on poetry, and a dissertation on the best method of punishing and preventing crimes. By John Armstrong, Student In The University Of Edinburgh.","Armstrong, John",82,1,2,2,0,1,1,3,5,2,0,0,0,0,3,0,2,1,0,3,1,1,0,0,3,0,2,4,1,2,3,0,0,4,2,1,2,0,2,2,1,0,2,1,2,3,1,0,1,2,2,1,0,1,2,2,3,1,0,1,1789,1,1,"Edinburgh : published by Peter Hill, At The Cross, MDCCLXXXIX. [1789].",Edinburgh,225,male,1771,1797,FALSE,"Mantuan bard pursues. X But, liberty and virtue lost, The muse forsook the Latian coast: To Albion next she bent her way, And tuned her voice to freedom's lay. There Shakespeare copied nature's hue, And passion's lively colouring drew; And Milton in an angel's tongue, In infpiration.rapt, themes worthy angels"
0630301800_000016,"A choice collection of hymns, and moral songs; adapted to the capacities of young people, on the several duties and incidents of life. Adorned with elegant Wood-Cuts, to impress more lasting Ideas of each Subject upon the Mind, than can be attained by those in common Use. To which is added, specimens of divine poetry. By several authors.",,100,4,1,0,0,2,1,1,1,0,1,1,3,0,0,0,1,4,0,3,1,3,1,1,2,2,0,4,5,0,0,1,2,4,0,2,0,6,2,4,2,1,0,1,3,3,10,1,0,1,2,0,3,0,1,1,2,2,3,1,1781,1,1,"Newcastle : printed by and for T. Saint; and sold by W. Charnley; and J. Whitfield, MDCCLXXXI. [1781].",Newcastle upon Tyne,184,unknown,,,FALSE,"day, that dawns in air , Brings along its toil and care ; From From the lap of night it fpririgs, With heaps of business on its wings; Prepare to meet them, in a mind That bows submissively refign'd; That would to works appointed fall , And knows that God"
0388401200_000034,"A collection of the most esteemed pieces of poetry, that have appeared for several years. With variety of originals, by the late Moses Mendez, Esq; and other contributors to Dodsley's collection. To which this is intended as a supplement.",,92,0,2,0,0,3,1,4,2,0,0,0,0,0,2,0,1,1,0,1,0,0,1,2,3,1,4,8,3,2,3,2,0,0,1,1,2,5,3,1,2,0,2,2,2,3,4,0,2,1,2,1,3,0,3,1,2,1,0,2,1767,1,1,"London : printed for Richardson and Urquhart, under the Royal Exchange, MDCCLXVII. [1767].",London,326,unknown,,,FALSE,"really callipee and callipash, (The relics of the gaudy day before) What Indians eat, and Englishmen adore; With bright champaign the courtier crowned the feast, Soothed his own pride, and gratisy'd his guest: All this conspire our Stoic to control, And warpt the steady purpose of his soul When lo!"
1605601001_000056,"A Select collection of poems, from the most approved authors. In two volumes.",,76,2,0,0,0,1,2,1,2,1,1,1,2,2,2,0,1,3,0,2,1,0,1,1,1,1,1,2,4,2,2,2,1,0,3,2,0,1,3,1,1,2,1,3,0,2,0,0,1,0,0,2,0,1,3,2,2,2,0,2,1772,1,2,"Edinburgh : Printed by A. Donaldson, and sold at his shop Corner of Arundel-Street, Strand, London; and at Edinburgh, MDCCLXXII. [1772].",Edinburgh,270,unknown,,,FALSE,"his joints invade, Lay fi'gc to life , and press the dire blockade; But unextinuilfh'd Avarice still remains, And dreaded loifes aggravate his pains ; He turns , with anxious heart and cripplei hands ,. His bonds of debt, and mortgages of Innis; Or views his coffers with suspicious eyes,"
0081400111_000025,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,88,0,0,0,0,1,0,3,2,2,1,0,1,2,2,1,2,1,0,2,2,0,3,1,1,2,1,5,4,1,1,6,3,1,1,1,2,7,2,0,1,1,1,3,0,0,0,0,0,0,2,2,2,1,2,1,3,3,2,0,1779,11,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,211,male,1709,1784,TRUE,"at lat, and gives her heart away. Now with loud triumphs are the nuptials crowned, And with glad flouts the streets and palace found! Illuafrous pair! see what a general joy Does the whole land's united voice employ! From you they omens take of happier years, Recall loti hopes ,"
0531400401_000014,"Hermas, or the Acarian shepherds: a poem. In sixteen books. The author, John Spencer. ...","Spencer, John, of Newcastle",92,2,1,2,0,1,2,2,2,1,1,0,0,0,0,0,0,3,0,0,3,2,0,1,2,0,0,2,5,2,2,3,0,1,3,0,0,4,6,2,2,0,1,2,2,1,3,1,2,3,5,0,2,0,1,4,4,2,1,1,1772,1,2,"Newcastle upon Tyne : printed by T. Saint, MDCCLXXII. [1772].",Newcastle upon Tyne,244,unknown,,,FALSE,"forms grottefque, gloom walks, and craggydells, Spread umbrage round , there flepherds watched their care , Or ranged lupine to taste the balmy air . Near these aloft, as flowery Carmel sweet , A mountain seen, above each neighbouring height Reared its high front, and with its woody brow Shadcd"
0537400500_000004,"A collection of juvenile poems, on various subjects. By J. Griffiths. Written originally for her own Amusement, and now published at the Solicitations of her Acquaintance.","Griffiths, J., Miss",97,2,2,0,1,2,3,4,5,0,0,1,1,0,2,0,2,1,0,0,0,0,2,2,0,0,5,1,0,1,1,1,1,2,0,2,0,9,1,1,0,0,1,3,2,1,2,1,3,5,7,5,4,0,0,1,4,0,0,3,1784,1,1,"Warwick : printed for the author by J. Sharp, MDCCLXXXIV. [1784].",Warwick,39,female,,,FALSE,"in lambent Windings, slow Amidst the verdant Landscapes slow; While round my peaceful Cot I stray, And taste the Sweets of fragrant May. See [ 30 ] See clover Fields in purple.velt,.. And Brakes in silver Blossoms drefl; Gay Cowslips gild the Meadows fair, And Violets scent the ambient Air"
0862800140_000040,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,90,2,3,3,1,5,1,2,3,1,2,2,0,1,0,0,3,0,0,1,1,6,2,1,2,0,0,0,4,0,0,2,0,2,2,2,2,4,1,0,2,2,1,1,2,2,1,0,0,2,0,1,2,0,3,2,5,0,1,2,1790,40,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,305,male,1709,1784,TRUE,"alone Inimitably great! Bow low, ye bards, at his exalted throne, And lay your labours at his feet; Capacious soul! whose boundless thoughts survey Heaven , hell, earth , sea; Lo! where th' embattled gods appear , The mountains from their seats they tear , And hake th' empyreal heavens"
0579300300_000003,"Poems, &c. on several occasions. By Matthew West, A. M. Curate Assistant of St. Mary's, Donnybrook, and Chaplain to the Right Rev. Isaac, Lord Bishop of Cork.","West, Matthew",84,0,1,0,2,1,3,1,1,3,0,0,1,4,0,0,1,2,0,2,1,0,3,1,0,1,0,3,6,2,1,2,0,2,2,3,1,5,1,1,1,2,2,3,0,3,2,0,1,1,1,3,1,0,2,2,1,1,0,1,1775,1,1,"Dublin : printed by John Exshaw, (no. 86) Dame-Street, [1775?].",Dublin,194,unknown,,,FALSE,"in robes of gaudy Light And idle Splendours of delusive Day! Thy wished Approach more pleasing Beauties grace , Mild Contemplation, Thought , and heaven defcendcd Peace ! VII Soft falls thy Veil on peace confuming Woes, And calms indulgent every rising Sigh; Over rustic Labour breathes a deep repose,"
0188100500_000008,"Poems written chiefly at the University of Cambridge; together with a Latin oration upon the history and genius of the Roman and Canon laws, with a comparison of the laws of England, spoken in the Chapel at Trinity-Hall, Cambridge, December 21, 1756.","Marriott, James, Sir",105,0,0,0,4,0,2,1,2,3,2,0,0,1,1,0,2,2,0,0,0,0,1,5,1,2,2,5,5,1,3,1,0,1,3,1,1,13,2,3,2,2,3,2,3,3,0,0,1,0,1,6,1,0,4,0,1,2,1,3,1761,1,1,"[London : printed by James Bettenham, 1761].",London,173,male,1730,1803,FALSE,"Even Love , who lives by Beauty's smiles careft, Baulks in her eyes, and wantons on her breast, With cruel force the fatal Ihaft employs, And soonest what he most adores destroys. How cold I feel life's idle current flow , Where once the dancing spirits loved to glow I"
0290700500_000028,"For the amusement and instruction of youth of both sexes. The English Parnassus: being a new selection of didactic, descriptive, pathetic, plaintive, and pastoral poetry, extracted from the works of the latest and most celebrated poets ; Such AS Dr. Beattie, Dr. Johnson, Dr. Hawkesworth, Dr. Ogilvie, Dr. Goldsmith, Dr. Young, Mrs. Barbauld, Miss Falconar, Miss More, Miss Carter, Hon. C. Fox, Churchill, Cowper, Hayley, Warton, Crabbe, Fitzgerald, Burns, Thurston, Pratt, Renwick, Hartson, Skinner, Jerningham, Hudson, Pope, Thomson, Philips, Blair, &c. &c. By the Rev. John Adams, A.M.",John Adams,89,1,2,0,1,2,1,3,3,1,1,0,0,1,0,0,2,1,0,4,0,2,1,1,0,0,2,1,1,0,7,2,0,0,1,2,0,4,2,4,0,1,4,2,0,7,1,0,3,3,3,2,1,0,1,1,1,3,2,1,1789,1,1,"London : printed for G. Kearsley, At Johnson's Head, No. 46, Fleet-Street, 1789.",London,381,male,1750,1814,FALSE,"light the'tapers, urge the fire, And bid the joyless' day retire'! -- Alas, in vain I try within To raise the dull, dejesed scene, While'rouz'd'by grief these fiery pains Tear the frail texture of my veins; While winter's voice , that storms around, And yon deep death bell groaning sound"
0290000600_000039,"Exercises in elocution; selected from various authors, and arranged under proper heads: intended as a sequel to a Work Entitled The speaker. By William Enfield, LL. D. Lecturer on the Belles Lettres in the Academy at Warrington.",William Enfield,87,0,1,0,2,7,0,2,3,0,3,1,0,1,0,2,1,1,0,1,0,2,1,0,2,0,2,2,1,0,3,4,0,0,2,2,3,2,1,2,2,0,1,3,1,0,2,0,0,2,4,0,4,2,3,0,2,3,0,4,1780,1,1,"Warrington : printed by W. Eyres, for J. Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXX. [1780].",Warrington,430,male,1741,1797,FALSE,"as her father, as her god adored? Be thou the bold asserter of her cause; Her voice , in council; in the sight, her sword. In peace , in war, pursue thy country's good: For her, bare thy bold breaff, and pour thy generous blood. Wou'dlt thou, to quell the"
1144000101_000432,"Elegant extracts: or useful and entertaining pieces of poetry, selected for the improvement of youth, in Speaking, Reading, Thinking, Composing; and in the Conduct of Life; being similar in design to Elegant extracts in prose.",,100,1,3,0,0,4,1,4,2,0,0,0,0,0,4,0,1,1,0,2,0,0,1,1,3,1,4,6,2,3,2,2,0,0,2,0,2,8,3,2,2,0,1,4,3,3,4,0,2,0,2,1,2,0,3,1,3,1,0,3,1791,1,2,"London : printed for Charles Dilly . Poultry, 1791.",London,497,unknown,,,FALSE,"Ye guardian spirits, when such ye see, To guard from harm thee favoured boughs; Sweet peace be theirs, and welcome free! Ye blue eyed Naiads of the stream, Clear be the sky from clouds or showers  That soothe the warm poetic dream; Green be the turf, and fresh the"
