PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(anim),termFreq(appear),termFreq(author),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(christ),termFreq(common),termFreq(confid),termFreq(creatur),termFreq(death),termFreq(degre),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evil),termFreq(father),termFreq(form),termFreq(gener),termFreq(god),termFreq(holi),termFreq(human),termFreq(idea),termFreq(kind),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(observ),termFreq(order),termFreq(origin),termFreq(particular),termFreq(person),termFreq(power),termFreq(principl),termFreq(proper),termFreq(reason),termFreq(religion),termFreq(sens),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(virtu),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0136300101_000080,"Ninety-six sermons on plain and practical subjects. By the late Reverend Thomas Pyle, ... Published by his son Philip Pyle, A.M.",Thomas Pyle,82,0,1,0,0,4,0,2,1,0,1,1,1,2,1,2,1,6,1,0,1,6,1,1,0,1,0,1,1,3,1,2,0,1,0,0,2,6,1,3,1,0,0,1,0,2,2,1,0,3,2,2,4,1,0,1,1,3,0,3,1785,1,3,"London : printed for G. Robinson: and R. Beatniffe, Norwich, 1785.",London,520,male,1674,1756,FALSE,""" because their doctrines are depraved, their ""deeds evil !"" Finally, and upon the whole -- To be a real Christian, is but too commonly to have the World for our adversary; and, more or less, throughout all ages, to experience what the Apostle says of the primitive times --"
1159100400_000009,"A compendious view of natural and revealed religion. In seven books. Book I. Of the Standard of all Religion; the Law of Nature in its Foundation and Contents, the Insufficiency of the Light of Nature to render a Man truly virtuous and happy; the Possibility, Desirableness, Necessity, Propriety, Reasonableness, Credibility, Divine Authority, Properties, and Parts of that Revelation which is contained in the Scriptures of the Old and New Testament. Book II. Of God, the Author, Object, and End of all Religion, in his Perfections, Persons, Purposes, and Works. Book III. Of the Bonds of Religious Connection between God and Men, the Covenants of Works and Grace in their Origin, Parties, Parts, and Administration in time and through eternity. Book IV. Of Christ the Mediator of the Covenant of Grace, in his Person, Offices, and States. Book V. Of the Blessings of the Covenant of Grace, Effectual Calling, Justification, Adoption, Sanctification, Spiritual Comfort, Eternal Glory. Book VI. Of the Dispensation of the Covenant of Grace by means of the Law, the Gospel, and Ordinances thereof. Book Vii. Of the New Covenant Society or Church, in her Constitution, Members, Offices, and Government. By the Rev. John Brown, Late Minister of the Gospel in Haddington.",John Brown,108,0,0,1,0,9,1,0,1,0,1,0,1,1,4,1,0,1,0,4,0,5,2,2,9,1,1,2,6,3,0,2,1,0,2,2,2,6,2,8,2,2,2,1,0,0,7,0,1,1,2,1,4,0,2,0,0,1,1,0,1796,1,1,"Edinburgh : printed by Murray & Cochrane. Sold by James Gillies and Andrew Macaulay, Booksellers, Glasgow, 1796.",Edinburgh,608,male,1735,1787,TRUE,"and perseverance in grace; indwelling of the Holy Ghost as an almighty Comforter; sensible assurance of God's love and friend Ship; peace of conscience; joy in the Holy Ghost, 418-426. CHAP. VI Of believers GLORIFICATION, in this life ; at death ; at the last day; and through all eternity,"
0557900300_000030,"Remarks on the life and writings of Dr. Jonathan Swift, Dean of St. Patrick's Dublin, in a series of letters from John Earl of Orrery, to his son, the Honourable Hamilton Boyle.","John Boyle, 5th Earl of Cork",83,0,1,0,2,6,0,1,0,0,2,1,0,3,5,1,1,1,1,2,0,0,0,4,1,0,0,1,1,1,1,0,0,2,2,2,0,4,1,7,0,2,2,3,1,1,3,1,2,1,0,0,5,1,0,1,3,0,2,1,1752,1,1,"Dublin : printed by George Faulkner, in Essex-Street, MDCCLII. [1752].",Dublin,356,male,1707,1762,FALSE,"some measure, to pay my duty to the great author of our species, who has created us in a very fearful, and a very wonderful manner . WE are composed of a mind , and of a body , intimately united, and mutually affecting each other. Their operations indeed are"
0010800101_000010,"The history of religion: particularly of the principal denominations of Christians, viz. Of the Church of Rome, --- England, --- Scotland, - Nonjurors, - Lutherans, - Presbyterians, Of the Independents, - Baptists in general, - Quakers, -- Antinomians, - Moravians, - Methodists in general. Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: With a general Account of the various Sectaries of less Note, since the first Establishment of Christianity. Including a general History of the Reformation, and so much of Civil and Ecclesiastical History as is connected with, or necessary to explain and illustrate the Work. To which is added, A Dictionary of the principal Religious Orders, Offices, Days, Rites, Customs, Habits, and Characters; the most important Transactions of Ecclesiastical Councils, Synods, &c. explaining all such ambiguous Words and Phrases as have a proper Connexion with the Subjects of this History. By an impartial hand.",James Murray,96,1,0,0,2,0,0,1,0,1,2,5,0,0,2,2,1,4,0,0,1,4,0,3,0,1,0,0,6,1,0,0,1,1,0,1,1,2,5,9,0,1,1,4,3,2,2,1,1,5,2,9,0,0,1,0,3,1,2,1,1764,1,4,"London : printed for C. Henderson, at the Royal Exchange; W. Nicoll, in St. Paul's Church Yard; and J. Johnson, opposite the Monument, MDCCLXIV. [1764].",London,507,male,1732,1782,FALSE,"reasonable creatures of such particular capacities and circumstances, their relations to each other; then, the fitncfs and obligations of those duties resulting from them, became certain and necessary, and were no longer dependent on the will of God , *hether they flould carry in them any reafunable obligation or not;"
0705000301_000007,"A system of moral philosophy, in three books; written by the late Francis Hutcheson, L. L. D. Professor of Philosophy in the University of Glasgow. Published from the Original Manuscript, by his Son Francis Hutcheson, M. D. To which is prefixed some account of the life, writings, and character of the author, by the Reverend William Leechman, D. D. Professor of Divinity in the Same University. ...",Francis Hutcheson,100,0,2,2,4,2,0,0,0,1,0,0,0,2,0,2,5,1,0,2,1,1,0,4,1,1,0,0,1,4,0,1,0,5,3,0,0,3,9,9,0,8,1,1,1,0,3,4,3,2,0,2,0,3,0,1,2,0,2,1,1755,1,3,"Glasgow : printed and sold by R. and A. Foulis Printers to the University. London, sold by A. Millar Over-Against Katharine-Street in the Strand, and by T. Longman in Pater-Noster Row, M.DCC.LV. [1755].",Glasgow,430,male,1694,1746,TRUE,"and was persuaded, that even in this corrupt state , it was capable of great improvements by proper instruction and assiduous culture. The pro section of Moral Philosophy was the province assigned him in the College. In cultivating this science he pursued the same method in which he began, setting"
0298902200_000009,"Letters to the author of A free enquiry into the nature and origin of evil. To which are added, three discourses. I. On conscience. II. On inspiration. III. On a paradisiacal state. By the Rev. R. Shepherd, Fellow of C. C. C. Oxford.","Shepherd, Richard",89,3,1,2,0,2,2,0,1,0,1,0,1,1,1,1,0,6,0,2,9,1,0,3,1,1,1,1,3,1,1,0,0,1,0,1,2,5,4,4,0,1,0,2,1,0,0,3,0,1,0,1,0,1,0,3,12,1,0,0,1768,1,1,"Oxford : printed for W. Flexney, in Holborne, London; and S. Parker, in Oxford, 1768.",Oxford,223,male,1732,1809,FALSE,"je&s of our senses , that operate no'lefs unaccountably. Who, for instance, has told us what beauty is, - deduced it to a general definition, or fixed the TRUE standard of it? Yet Yet on sight of a really beautiful object, tastes however different concur in admiring it: and by"
0613000400_000059,A treatise on the immutability of moral truth. By Catharine Macaulay Graham.,Catharine Macaulay,87,0,1,1,4,1,1,0,0,1,1,0,0,1,0,3,0,1,0,2,2,3,0,2,1,3,0,1,2,1,0,0,0,1,1,1,2,3,4,3,0,2,0,1,1,0,9,6,1,9,2,2,0,1,0,0,4,0,1,1,1783,1,1,"London : printed by A. Hamilton, jun. And sold by C. Dilly, Poultry ; G. Robinson, Paternoster Row ; T. Cadell, Strand ; T. Lewis, Covent-Garden ; J. Walter, Charing-Cross ; and R. Faulder, New Bond-Street, MDCCLXXXIII. [1783].",London,341,female,1731,1791,TRUE,"ncnt, whlich would render the criminal and te deserving the fubjecrs of reward and puniifnment? Would not such an undeniable demonfiration of power and intention, destroy destroy the force of every other motive lor volition, and produce such a necessity for religious sentiment and moral condut, as by removing all"
0674000201_000036,"The life of John Buncle, Esq; containing various observations and reflections, made in several parts of the world, and many extraordinary relations. In four volumes. ...","Amory, Thomas",101,0,0,1,1,0,3,2,0,0,0,1,0,0,1,2,0,3,1,1,4,8,4,4,1,0,0,0,0,3,2,1,0,2,1,0,1,7,1,6,0,0,0,1,0,0,3,2,1,6,7,0,1,4,4,4,1,1,2,3,1770,1,4,"London : printed for T. Becket and P.A. Dehondt, and T. Cadell, in the Strand, MDCCLXX. [1770].",London,294,unknown,1691,,FALSE,"of VOL, I. H Christianity? Christianity? This appears to my under itanding. The very essence of the chriti.an religion , I think , from these scriptures, con sifts in the power and efficacy of the piritua! principle . What you have said, Ma thejfate of dam, (I replied) seems strong"
0270800401_000071,"Discourses relating to the evidences of revealed religion. ... . delivered at Hackney in 1793, 1794, By Joseph Priestley, LL. D. F. R. S. &c.",Joseph Priestley,98,1,0,0,3,0,0,1,2,1,0,0,0,1,1,3,0,1,1,0,1,13,0,1,0,0,0,3,2,2,1,0,0,5,2,0,1,2,3,8,1,1,3,1,0,6,1,1,4,1,3,1,0,2,0,2,3,0,2,7,1794,1,3,"London : printed for J. Johnson, in St. Paul's Church yard, 1794-99.",London,435,male,1733,1804,TRUE,"this there will never be any such thing as piety towards God , as a Bein, : whom we conceive to be ever present with us,  as the infpctor and the judge of our conduct. These persons never.: pray. For want of this the belfof the heathenis. were entirely"
0196600500_000079,"Things divine and supernatural conceived by analogy with things natural and human. By the author of The procedure, extent and limits of human understanding.",Peter Browne,105,1,1,0,0,0,0,0,0,2,0,0,0,1,2,8,1,2,0,3,1,8,0,5,5,4,4,9,0,1,3,0,0,0,0,2,2,6,1,4,0,2,0,1,4,0,1,3,4,1,2,1,2,0,3,0,0,2,1,2,1733,1,1,"London : printed for William Innys and Richard Manby at the West-End of St. Paul's, MDCCXXXIII. [1733].",London,562,male,1665,1735,FALSE,"Ideas when they are grown obicure and confused; and of bringing into View all our various Notions and Conceptions: Thus we say God Calls to Mind , that he Remembers; and we apply to him, in an Analogical Sense , the several Expressions which relate to a Re. collection of"
0035200200_000087,"A compleat treatise of moral and intellectual virtues: wherein their nature is fully explained, and their usefulness proved, inasmuch as they regulate all the Branches of Life. Under the following Heads, viz. I. The Nature of Ethicks. II. Fortitude. III. Temperance. IV. Liberality. V. Magnificence. VI. Magnanimity. Vii. Meekness. Viii. The Three Conversable Virtues, viz. Comity, Veracity, and Urbanity. IX. Modesty. X. Taciturnity, or the Government of Speech. XI. Justice. XII. Intellectual Virtues. XIII. Art. XIV. Prudence. XV. Understanding, Science, and Wisdom. XVI. An Enquiry into the Causes of the Decay of Moral Virtues. XVII. The Conclusion drawn from the Premisses. With Apreface shewing the Vanity and Deceitfulness of Vice. By John Hartcliffe, late B. D. and Fellow of King's-College, Cambridge.",John Hartcliffe,118,1,0,0,1,0,0,1,4,0,0,3,0,0,1,0,2,0,0,2,1,5,5,0,0,0,0,1,4,3,0,0,4,1,3,3,2,6,15,4,2,0,0,0,0,0,3,3,2,6,4,2,3,1,2,3,9,1,4,1,1722,1,1,"London : printed for J. Hooke, at the Flower-de-Luce against St. Dunstan's-Church in Fleet-Street, MDCCXXII. [1722].",London,416,male,1651,1712,FALSE,"divorce Grace from Virtue , and to distinguish the fpirittal Christian from the Moral Man, is a modern Invention; for not one ancient Author , that hath treated of our Religion , did ever make any difference between the Nature of Moral Virtue , and Evangelical Grace; Evangelical Grace being"
0396700101_000014,"A commentary on the Book of Psalms. In which their literal or historical sense, as they relate to King David, and the people of Israel, is illustrated; And their Application to Messiah, to the Church, and to Individuals, as Members thereof, is Pointed Out: With a view to render the Use of the Psalter Pleasing and Profitable to all Orders and Degrees of Christians. ... . The fourth edition. By George, Lord Bishop of Norwich, and President of Magdalen College, Oxford.",George Horne,75,0,3,1,2,2,0,2,0,0,0,0,1,0,0,3,1,0,0,2,0,2,0,1,2,3,1,2,2,2,1,1,1,2,2,1,0,3,2,5,1,2,1,1,2,0,3,0,0,2,2,0,0,1,1,3,1,1,1,3,1790,1,2,"Oxford : at the Clarendon Press, MDCCXC. Printed for D. Prince, and J. Cooke, Oxford: G.G.J. & J. Robinson, J.F. and C. Rivington, and T. Cadell, London, [1790].",Oxford,530,male,1730,1792,FALSE,"his "" estimate of the Jewish religion from the grofliefs of the Jewish multitude,"" as the last cited author observes , "" cannot fail of ""' making a very wrong judgement. It is to be "", sought for in the sacred writings of the pro. ""phets, who have given us"
0644400801_000012,A series of discourses by Samuel Bourn. In four volumes. ...,Samuel Bourn,116,0,2,2,1,0,0,0,0,0,2,3,0,0,0,10,9,1,0,3,1,5,2,8,0,1,1,3,0,7,0,1,1,5,2,0,2,2,0,13,0,2,2,1,0,1,2,2,0,3,2,0,0,2,0,1,4,0,1,6,1768,1,4,"London : printed for T. Becket and P. A. De Hondt, 1768.",London,443,male,1714,1796,FALSE,"pleasure of mankind . Our experience and obfervation'of natiarp therefore, hold lead us to ackn6wledge the Creator's Benevolence; who, amidst all other and greater designs of his infinite wisdom, hath intermixed so much condescension and regard, in so wonderful a manner , to the rieceffities and desires of our feeble"
0705000301_000008,"A system of moral philosophy, in three books; written by the late Francis Hutcheson, L. L. D. Professor of Philosophy in the University of Glasgow. Published from the Original Manuscript, by his Son Francis Hutcheson, M. D. To which is prefixed some account of the life, writings, and character of the author, by the Reverend William Leechman, D. D. Professor of Divinity in the Same University. ...",Francis Hutcheson,88,2,0,4,2,0,0,1,0,0,0,1,0,2,1,2,0,0,0,2,4,2,0,4,1,1,1,4,0,3,0,1,3,3,1,0,1,4,6,9,1,0,1,1,0,0,1,2,1,0,1,4,2,1,0,1,3,1,1,2,1755,1,3,"Glasgow : printed and sold by R. and A. Foulis Printers to the University. London, sold by A. Millar Over-Against Katharine-Street in the Strand, and by T. Longman in Pater-Noster Row, M.DCC.LV. [1755].",Glasgow,430,male,1694,1746,TRUE,"degree . Whereas he always places it in the exercise of these as sections and actions flowing from them which the moral faculty recommends and enjoins. Or in other words , virtue does not lye in the mere sentiment of approbation of certain affecions and actions, but in acting agreeably"
0280800101_000021,"The advantage and necessity of the Christian revelation, shewn from the state of religion in the antient heathen world: ... To which is prefixed, a preliminary discourse on natural and revealed religion. In two volumes. By John Leland, ...",John Leland,118,0,1,0,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0,7,0,7,0,4,8,1,2,10,3,1,0,1,0,1,0,0,0,6,1,9,1,2,4,3,1,0,1,3,1,6,9,0,0,3,5,2,0,0,3,3,1764,1,2,"London : printed by W. Richardson and S. Clark; for R. and J. Dodsley, and T. Longman, 1764.",London,544,male,1691,1766,FALSE,"one or more men to have been originally created) was formed in an adult tate : for to have brought him into the world in a state of infancy, and left him to himself without any one to take care of him, or any parents to nourifl and support him,"
0434800300_000009,"A dissertation on miracles; designed to shew that they are arguments of a divine interposition, and absolute proofs of the mission and doctrine of a prophet. A new edition, corrected. By Hugh Farmer.",Hugh Farmer,102,2,1,0,1,2,5,2,0,5,0,1,1,1,3,7,0,1,1,2,2,5,0,0,3,3,0,2,3,2,0,1,0,2,1,0,0,3,0,15,2,2,0,0,1,0,8,1,2,1,1,0,1,0,0,1,0,0,3,2,1798,1,1,"Edinburgh : printed for J. Dickson, J. Fairbairn, and J. Ogle, 1798.",Edinburgh,400,male,1714,1787,FALSE,"the ordinary course of things. They do, indeed, necessarily argue the interposition of some spiritual agent, who is equal to such works ; but their nature is the same, whether that agent be God , or an angel, or an evil demon. 3dly; Before we can pronounce with certainty any"
0052001500_000028,"Philosophical dissertations. By James Balfour, Esq; of Pilric.","Balfour, James",108,1,0,0,2,0,1,0,0,1,2,0,0,1,6,0,2,1,0,1,7,0,0,2,1,0,0,1,0,1,1,0,1,3,1,4,4,5,7,6,2,3,0,1,5,2,0,10,1,9,0,3,1,0,0,3,4,1,0,1,1782,1,1,"Edinburgh : printed for T. Cadell, London; and J. and E. Balfour, Edinburgh, M,DCC,LXXXII. [1782].",Edinburgh,252,male,1705,1795,FALSE,"be nothing else than t calculation of all the advantages or disadvantages which would attend a particular course of life . In this calculation, a person of a calm temper, or a contemplative turn of mind , would make the wisest choice; but, if his temper should alter, he must"
1571800400_000015,Practical discourses on the following subjects: I. Mans original state. II. The fall of adam. III. Jesus Christ as saviour. IV. Justification by faith. V. The spirit and its fruits. By Nicholas Manners.,"Manners, Nicholas",92,1,6,1,0,9,0,2,0,1,0,4,1,3,5,2,0,2,0,2,0,4,1,1,2,0,2,0,0,1,0,2,1,1,0,3,1,3,2,3,0,0,2,3,0,0,4,1,1,3,0,2,9,0,0,1,0,0,0,0,1777,1,1,"Leeds : Printed for the author, by J. Bowling, in Boar-Lane, and sold by J. Binns, in Briggate; sold by R. Spence, upon Ouse-Bridge, Yorks, M.DCC.LXXVII. [1777].",Leeds,156,unknown,,,FALSE,"from that which he was: after the fall. 8 And as it is more than probable, that Adam was parent of mind as well as body to his immediate offspring, the loss of holiness in him, by which his soul became sinful, was the lois of holineifs and con tradlion"
