PassageID,Title,Author,Total termFreq,termFreq(agreeabl),termFreq(answer),termFreq(attent),termFreq(ball),termFreq(believ),termFreq(better),termFreq(brother),termFreq(certainli),termFreq(convers),termFreq(cri),termFreq(dai),termFreq(danc),termFreq(daughter),termFreq(even),termFreq(famili),termFreq(feel),termFreq(felt),termFreq(friend),termFreq(girl),termFreq(happi),termFreq(have),termFreq(hear),termFreq(heard),termFreq(herself),termFreq(hope),termFreq(hous),termFreq(ill),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(littl),termFreq(long),termFreq(love),termFreq(manner),termFreq(mean),termFreq(miss),termFreq(mother),termFreq(parti),termFreq(pleasur),termFreq(pride),termFreq(quit),termFreq(realli),termFreq(repli),termFreq(room),termFreq(saw),termFreq(sir),termFreq(sister),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(time),termFreq(wish),termFreq(woman),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0028900102_000032,"The old manor house. A novel, in four volumes. By Charlotte Smith. ...",Charlotte Turner Smith,92,0,1,0,0,1,1,3,1,1,4,0,9,1,0,0,0,0,1,0,2,8,0,1,1,2,0,1,1,8,0,3,1,2,0,2,7,0,1,3,0,2,0,3,2,1,4,2,0,0,2,0,4,0,0,0,6,1793,2,4,"London : printed for J. Bell, No. 148, Oxford-Street, MDCCXCIII. [1793].",London,321,female,1749,1806,TRUE,"was easy to sei that the most amiable movable in it ac present was, iln her opinion, the hand ibme, interesting Orlando. General Tracy, accustomed to study the fair, perceived this immediately. He per. ceived too, that Orlando disliked her as much as she seemed charmed with him,. and that"
0642101300_000022,"Juliania; or, the affectionate sisters. By the author of The happy family at Eason House, &c.","Sandham, Elizabeth",82,1,5,3,0,0,0,1,0,0,0,0,1,3,2,0,2,1,1,4,3,9,1,1,2,0,0,1,2,6,0,3,1,1,3,0,3,1,1,2,0,2,1,0,2,0,1,0,4,0,1,0,0,1,0,0,6,1800,1,1,"London : printed for T. Hurst, NO. 32, Pater-Noster-Row; by J. Crowder, Warwick-Square, 1800.",London,214,female,,,FALSE,"not at present discovered, except the Coast, New Guinea is supposed to join the land of Papout, Carpen teria,, or Carpenter's Land, lies between New Guinea and Holland; the Ifes of Sa lomen in the South Sea, lie Eastward of it; it; the largest is called Isabella, those of Horn,"
0036600302_000020,The ring: a novel: in a series of letters. By a young lady. In three volumes. ...,Young lady,87,2,2,2,0,2,1,1,3,1,1,1,0,0,0,0,0,0,3,1,1,9,1,1,4,1,0,0,0,12,3,1,0,4,1,1,2,0,1,1,1,0,1,0,0,1,4,6,1,1,7,0,1,0,1,0,0,1784,2,3,"London : printed for J. Stockdale, opposite Burlington-House, Piccadilly, MDCCLXXXIV. [1784].",London,245,female,,,FALSE,"pretty creatures dying for me, and one of them is married into the bargain; the second is a fifer in law of her's, a poor blushing country Thing, who is come to spend a couple of months in Town; and of the third I hall say little at present, except"
0822500602_000016,"Mental pleasures, or, select essays, characters, anecdotes, and poems; extracted chiefly from fugitive publications, and calculated to improve and entertain the mind. With occasional notes and illustrations. In two volumes. ... By the author of Pleasing reflections, &c.",,74,0,1,2,0,3,1,0,0,1,0,3,1,0,3,2,0,4,2,2,2,5,1,2,0,1,0,1,2,1,1,2,0,2,1,0,1,0,0,3,0,0,3,1,1,3,0,5,0,0,1,2,1,2,4,1,0,1791,2,2,"London : printed for A. Hamilton, 1791.",London,224,unknown,,,FALSE,"the cause (though the innocent one) of this misfortune. I  believe I felt more acutely than even the poor girl did upon the occasion. I thought it incumbent on me to continue at the uncle's till she was recovered; and on the first day she saw company, attended the"
0128300301_000021,Adeline; or the orphan. A novel. In three volumes. ...,,83,1,0,2,0,0,0,4,2,1,0,0,2,1,1,1,0,0,3,1,4,3,0,0,3,2,0,0,0,18,1,1,1,0,1,0,8,0,2,1,0,0,0,4,2,0,4,2,1,0,2,1,0,0,1,0,2,1790,1,3,"London : printed for W. Lane, Leadenhall-Street, MDCCXC. [1790].",London,266,unknown,,,FALSE,"that she cared who Lord Melville danced with. My brother , returned Lady Louisa, admires, as every man muss, the uncommon beauty of Miss Ciermont, but that is no reafbn why Augufla flhould make herself uneasy. Miss Eliza Harley, ewho was a giddy, good-natured girl , without any great share"
0849600302_000053,Ellen and Julia. A novel in two volumes. By Mrs. Parsons. ...,Eliza Parsons,86,0,1,1,0,0,1,2,0,3,3,3,1,1,0,1,1,1,0,1,1,8,0,1,1,5,0,1,1,8,2,3,2,1,1,1,5,2,0,0,0,1,0,2,1,0,6,0,0,0,3,1,0,1,1,1,6,1793,2,2,"London : printed for William Lane, at the Minerva-Press; and sold by E. Harlow, 1793.",London,302,female,1738,1811,TRUE,"solicited the honour of being ing admitted to your particular attention , as I have ftritly obeyed your injunctions, not to trouble you with either my admiration or complaints; I know you are above disguise, and I see too plainly your Sentiments remain unchanged. He stopped. My sentiments, Sir ,"
0383300205_000018,"Cecilia, or memoirs of an heiress. By the author of Evelina.",Frances Burney,70,0,1,0,0,1,0,2,0,3,2,0,0,0,3,1,1,1,0,1,1,4,3,2,3,1,3,2,1,3,3,1,0,2,1,1,1,4,0,1,1,4,0,0,1,0,0,1,2,1,0,1,1,1,2,0,2,1786,5,5,"London : printed for T. Payne and Son at the Mews-Gate, and T. Cadell in the Strand, M.DCC.LXXXVI. [1786].",London,320,female,1752,1840,TRUE,"was too much intimidated to speak , and Belfield was too delicate to follow her; Mr. Hobson only said, ""The young lady seems quite dallied; "" but Mrs. Belfield pursued her with entreaties see would fray. She was too angry, however, to make any answer but by a distant bow"
1620200201_000019,Montalbert. A novel. By Charlotte Smith. In two volumes.,Charlotte Turner Smith,75,1,6,0,1,0,1,0,0,4,0,2,1,1,4,1,0,1,2,0,0,3,1,2,1,2,1,4,1,1,0,0,0,1,1,2,2,6,1,1,1,0,0,0,1,0,1,7,1,0,2,3,1,0,0,1,2,1795,1,2,"Dublin : printed for P. Wogan, P. Byrne, W. Jones, J. Rice, J. Moore, W. Porter, H. Colbert, H. Fitzpatrick, G. Folingsby, 1795.",Dublin,288,female,1749,1806,TRUE,"that ihe sound rested forcibly on her mind: his conversation made a deeper impression the more the reflected on it. Montalbert was not only the most elegant and agreeable man fne had ever conversed with, but he appeared to her to be the most unlikely man in the world to"
0013000401_000009,Ellen Rushford. A novel. In two volumes. ...,,80,1,0,1,0,2,0,4,0,2,5,2,0,2,0,1,0,0,3,0,0,7,1,1,1,0,1,0,2,9,0,0,0,0,0,3,5,1,3,1,1,0,1,3,1,0,1,2,0,1,3,1,2,0,2,1,3,1794,1,2,"London : printed for William Lane, at the Minerva-Press Leadenhall-Street, MDCCXCIV. [1794].",London,201,unknown,,,FALSE,"which had happened in the neighbourhood, during his absence; as who were married, who dead, and so forth. ""And of all marvellous events brother , cried Henrietta, what do you think possible? Lord Langby is become a ministerial man."" This ""' This circumifance does riot frike me, as a very"
0849600302_000018,Ellen and Julia. A novel in two volumes. By Mrs. Parsons. ...,Eliza Parsons,108,0,4,0,0,2,0,0,1,2,0,0,0,2,1,1,4,0,1,0,2,26,0,1,1,3,3,2,3,5,1,2,0,4,0,1,7,4,0,2,0,1,1,3,0,0,5,2,0,0,3,1,0,0,1,2,4,1793,2,2,"London : printed for William Lane, at the Minerva-Press; and sold by E. Harlow, 1793.",London,302,female,1738,1811,TRUE,"dear Miss Woodville, said I, interrupting her, do Ao lufice to my motives, I am no officious llan, I have an equal esteem for Mrs. Woodville and her family , fle is ill , you know not how ili, fly is anxious to have you with her. Could. do my"
0832200103_000054,Cecilia: or memoirs of an heiress. By Miss Burney. Author of Evelina. In three volumes. ...,Frances Burney,72,0,1,0,0,1,0,2,0,3,2,1,0,0,3,1,0,1,0,1,1,4,3,2,3,1,1,2,1,3,4,1,1,2,1,0,1,4,0,1,1,4,0,0,1,0,0,1,2,2,0,2,1,3,1,0,2,1795,3,3,"Dublin : printed for P. Wogan, P. Byrne, W. Jones, and J. Boyce, M,DCC,XCV. [1795].",Dublin,368,female,1752,1840,TRUE,"from the apprehension I was under of being again convicted of a mijiake? He then.made her. a stiff bow, and went to his chair. Cecilia, colouring deeply at this contemptuous treatment, coldly took leave of Henrietta, and conrtfying to Mrs. Belfield, hastened into the passage, to get into her own."
0032900800_000024,"Memoirs of a coquet; or the history of Miss Harriot Airy. By the author of Emily Willis; or, the history of a natural daughter.",Author of Emily Willis,83,3,1,0,0,1,0,0,1,3,1,0,0,2,0,2,2,1,3,0,3,6,0,1,1,1,0,0,2,5,0,1,3,1,1,0,5,1,1,0,2,1,0,0,1,2,4,0,0,3,6,2,4,0,2,2,2,1765,1,1,"London : printed by W. Hoggard, for Francis Noble, at his Circulating Libraty, opposite Gray's-Inn-Gate, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXV. [1765].",London,200,unknown,,,FALSE,"I ever met with, Miss Grubb ""is certainly the most curious. Only "" think of so ugly a chit's pretending to give herself as many airs as if she was ""the finest woman in England! What a ""coquetting little wretch! i have no "" patience with her."""" Poor thing !"""
0265800901_000018,The favourite. A moral tale. Written by a lady of quality. In two volumes. ...,Lady of quality,77,4,0,2,0,2,1,0,0,1,1,1,0,1,0,0,0,1,1,2,2,12,1,0,1,0,0,1,1,2,2,3,0,0,1,0,4,1,0,1,0,1,0,2,0,2,10,3,1,0,1,2,1,2,2,1,0,1771,1,2,"London : printed for R. Baldwin, 1771.",London,211,female,,,FALSE,"that the is pleased with my avowed preference, will Sir James, or will my lady , who appears to me a more formidable character, content to my addressing the youngest daughter , after having made proposals to the eldest ?"" Such was his soliloquy, and exeedingly was he perplexed by"
0211502602_000048,"Arpasia; or, the wanderer. A novel. By the author of The nabob. In two volumes. ...",Author of The nabob,83,1,0,1,1,0,0,0,0,2,1,2,1,0,0,4,1,4,4,2,7,5,1,1,0,1,2,0,2,3,3,5,1,4,0,0,1,0,2,0,0,2,0,1,3,0,5,1,0,0,1,0,5,2,1,0,0,1786,2,2,"Dublin : printed by J. Moore Davis, for Messrs. Colles, Moncrieffe, White, Byrne, Cash, W. Porter, Mc. Kenzie, Moore, and Halpen. M,DCC,LXXXVI. [1786].",Dublin,307,unknown,,,FALSE,"""THE mois welcome one,"" she cried , extending her hand to him, "" that could "" honour my dwelling. I am happy "" that I now can tell you how much I "" esteem you, and that I can at the same "" time help to rewsard your merit. My"
0442100201_000008,"Anecdotes of a boarding-school; or, an antidote to the vices of those useful seminaries. By M. P. In two volumes. ...",Dorothy Kilner,84,2,0,0,0,0,2,0,0,0,1,1,1,1,1,1,2,0,1,2,2,5,1,0,2,3,0,1,1,1,2,6,3,2,0,0,16,0,0,0,0,2,0,3,4,0,1,1,1,1,3,1,2,2,1,0,2,1790,1,2,"London : printed and sold by John Marshall and Co. No. 4, Aldermary Church Yard, in Bow Lane, [1790?].",London,105,female,1755,1836,FALSE,"good a scholar as she has hitherto been a daughter . From her present appearance I almost fear that you will form but an unfavourable opinion of her; but her tears proceed, I assure you, from no other cause, than her sorrow at parting from her mamma and myself. I"
1009700203_000014,The history of Mrs. Drayton and her two daughters. In three volumes. ...,,82,4,3,1,0,1,0,3,1,2,0,3,0,5,2,0,0,1,2,2,2,7,1,1,3,0,1,0,2,1,1,2,2,0,3,0,1,1,0,0,0,2,2,4,2,0,1,0,0,0,3,0,4,0,2,1,3,1767,3,3,"London : printed for F. Noble; and J. Noble, 1767.",London,183,unknown,,,FALSE,"heart, I filould not like you half so well as I do."" ""Why then, answered Burnaby, I am quite satisfied with myself, and don't want to be metamorphosed into any of my fellow mortals -- I shall even begin to glory in my oddities, since they are not disgusting to"
0036800503_000014,"Juvenile indiscretions. A novel. In five volumes. By the author of Anna, or the Welch heiress. ...",Anna Maria Bennett,65,1,0,3,0,0,0,1,1,0,2,1,0,4,0,0,1,2,2,2,1,1,2,0,3,1,1,0,1,2,2,2,0,2,1,0,3,4,0,0,2,2,1,0,2,1,3,0,0,1,0,1,2,0,2,0,2,1786,3,5,"London : printed for W. Lane, Leadenhall Street, MDCCLXXXVI. [1786].",London,214,female,1760,1808,FALSE,"as a being of an inferior order to iler brother , and the fortune which it was known Mr. Gab would give her, was in the contrary extreme rs' disagreeable, as it elevated her above what lie conceived a human being is entitled to. She now saw herself addrffci d"
0024300103_000031,"The voluntary exile, in five volumes, by Mrs. Parsons, author of Lucy, &c. &c. ...",Eliza Parsons,82,0,2,0,0,0,0,4,0,1,0,2,0,3,0,1,2,0,1,1,0,4,1,4,3,0,0,2,2,7,2,2,1,2,3,2,0,5,0,1,0,2,0,1,3,1,2,2,0,0,0,4,1,1,3,0,4,1795,3,5,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCV. [1795].",London,251,female,1738,1811,TRUE,"make her uneasy ?"" Roused to indignation by his manner , fle replied , with sore firmness: ""If you, Sir , know no cause from whence my apparent uneasiness may originate, I know not that I have anything to complain of,"" ""Ae, Madam! we, my sweet girl ! how is"
0029000101_000005,"Henry and Isabella; or, a traite through life. By the author of Caroline, or the diversities of fortune. In four volumes. ...","Hughes, Anne",88,3,1,0,0,1,1,0,0,1,5,0,1,3,1,2,0,0,0,2,0,3,0,0,0,2,0,1,3,7,2,2,0,0,0,1,14,1,2,1,0,2,1,4,3,1,5,0,1,0,2,1,1,1,2,0,4,1788,1,4,"London : printed for William Lane, Leadenhall-Street, 1788.",London,197,female,,,FALSE,"retired from the dining parlour, and were standing in a little group round the drawing- room fire. The company con sifted of Mrs.weftern and her daughter ; the former a fashionable woman of forty, who was still handsome, and continued to pursue, with an increased ardour and fondness, those follies"
0790100400_000009,"Terentia; a novel. By the author of The platonic guardian, &c.",Author of The platonic guardian,71,1,4,0,3,0,1,0,0,0,1,1,3,1,2,0,0,0,5,0,1,2,2,1,1,0,3,0,1,5,1,3,0,0,1,0,4,0,1,1,0,1,2,1,0,1,2,1,0,0,2,3,1,1,0,1,6,1792,1,1,"Dublin : printed by Wm. Hunter, for Mess. P. Byrne, A. Grueber, W. M'Kenzie, J. Halpen, R. M'allister, and R. White, 1792.",Dublin,252,unknown,,,FALSE,"our inclinations, that one of the principal topics of moral inflrudion, is the ait [ 33 ] art of bearing disappointment and calamities; and as evil is so interwoven in our present exigence, it is necelfary for every man to furnish his mind with such principles as may enable him"
0265800901_000022,The favourite. A moral tale. Written by a lady of quality. In two volumes. ...,Lady of quality,96,0,1,0,0,2,1,0,1,1,0,1,0,2,0,1,0,1,2,2,0,9,1,1,1,1,0,0,5,10,0,1,0,1,0,0,4,1,0,0,0,2,1,6,0,1,19,1,2,2,2,1,3,1,2,1,2,1771,1,2,"London : printed for R. Baldwin, 1771.",London,211,female,,,FALSE,"had taken herself . He grew every day more and more enraptured with her, but sighed for a return of that tenderness which he felt every moment increasing. Eager to become poffiefed of VOL. 1 G the the woman whom he adored, and hoping that when her duty obliged her"
0376000105_000018,"Cecilia, or memoirs of an heiress. By the author of Evelina.",Frances Burney,71,0,2,0,0,1,0,2,0,3,2,1,0,0,3,0,1,1,0,1,1,4,3,2,2,1,2,2,1,2,4,1,1,2,0,2,1,5,0,1,1,3,0,0,1,0,1,1,2,1,0,2,1,1,1,0,2,1791,5,5,"London : printed for T. Payne and Son, at the Mews-Gate, and T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,322,female,1752,1840,TRUE,"Good morning to you, ma'am."" ""Give me leave , Sir ,"" said Cecilia, advancing with more spirit, "" to explain, in presence of those who can belt testify my veracity, the real circumitances "" ""I would by no means occasion you such unnecessary trouble, ma'am,"" answered he, with an air"
0041800702_000003,"Agatha; or, a narrative of recent events. A novel, in three volumes. ...",,85,0,1,0,0,0,1,1,0,3,0,6,1,1,0,0,1,1,1,0,1,10,1,1,1,1,0,1,3,5,2,1,2,1,0,1,3,1,0,1,0,1,0,3,0,0,7,1,1,2,5,1,6,4,1,0,0,1796,2,3,"London : printed for the author, and sold by C. Dilly, Poultry ; Hookham & Carpenter, Bond-Street: Allen & West, Paternoster-Row, 1796.",London,273,unknown,,,FALSE,"""passed, of the life to which necessity has destined ou ?"" B 6 "" Perhaps ""Perhaps not i cannot tell; yet to see "" him once again before I quit him for ever ""' is a consolation no duty forbids."" ""You shall then, my Agatha. My child s shall never"
0073200105_000093,"The history of Sir Charles Grandison; in a series of letters. By Mr. Samuel Richardson, author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,102,0,2,0,1,2,1,8,0,1,0,0,0,1,0,0,0,0,5,0,1,3,2,1,1,2,0,4,4,10,0,2,0,8,0,1,14,2,0,0,0,1,1,2,0,1,7,4,0,0,1,4,0,2,1,1,1,1781,5,7,"London : printed for W. Strahan, J. Rivington and Sons, T. Caslon, S. Crowder, T. Longman, B. Law, T. Cadell, G. Robinson, T. Lowndes, W. Domville, J. Bew, W. Goldsmith, S. Bladon, T. Evans, W. Fox, J. Johnson, and M. Davenhill, 1781.",London,296,male,1689,1761,TRUE,"found, and without a papilical Wife! it is very hard, if England cannot find awife for you, Nephew. We all smiled at Aunt Nell the duce is in me, I believe Aunt Nell again But let it go. When, Lady G. (asked Lady L saw you, or heard you from,"
0265800901_000023,The favourite. A moral tale. Written by a lady of quality. In two volumes. ...,Lady of quality,75,2,1,1,0,3,0,0,1,0,1,2,0,0,2,0,0,1,1,2,1,7,2,1,1,0,2,1,1,0,2,1,2,0,0,1,4,2,0,0,1,2,1,3,1,1,4,3,1,0,4,1,3,4,1,0,0,1771,1,2,"London : printed for R. Baldwin, 1771.",London,211,female,,,FALSE,"to prevail on her to declare in his favour before he proceeded so far. "" She once gave me fuficient reason to believe that she liked me; her carriage, now full of indifference, induces me to think that I have not made the willed for impression on her tender heart;"
0021000106_000005,"The beggar girl and her benefactors. In seven volumes. By Mrs. Bennett, Author Of Welch Heiress, Yuitnile Indiscretions, Agnes DI-Courci, And Fllen Countess Of Castle Howell. ...",Anna Maria Bennett,77,1,2,0,0,3,0,0,2,0,0,0,0,3,1,0,1,2,4,2,2,4,3,0,3,0,0,0,1,10,2,1,3,1,0,1,0,2,2,3,0,1,1,1,3,1,0,0,3,1,2,0,0,3,1,0,1,1797,6,7,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCVII. [1797].",London,343,female,1760,1808,FALSE,"her amanuensis."" Her ladyship requested Rosa to walk into the next room , to look at ome drawings of her daughter's ; and and then, after hearing a catalogue of distress fs from poor Mrs Woudbe, mentioned her young friend and the book. Mrs. Woudbe said he was a very"
0022600301_000041,The errors of education. In two volumes. By Mrs. Parsons. Dedicated (by Permission) to the Right Hon. the Countess of Hillsborough. ...,Eliza Parsons,91,0,1,0,0,0,2,0,1,1,1,2,0,3,1,1,1,2,1,3,1,10,0,0,2,0,0,0,0,12,1,2,0,0,2,1,4,3,1,3,0,1,3,2,0,1,13,0,0,1,1,1,2,0,1,1,2,1792,1,2,"Dublin : printed for T. Jackson, No. 23, Parliament-Street, MDCCXCII. [1792].",Dublin,249,female,1738,1811,TRUE,"scarlet coat would be to his pretty person. Mrs. South sat admiring hei son; and every party was satisfied but Sir William; he really began to feel an inquietude about Miss Summers which he had never before experienced, and envied every word and look lhe bestowed on another: his visit"
0710400101_000015,The pavilion. A novel. In four volumes. ...,"De Crespigny, Mary",100,0,2,1,1,0,0,0,1,0,1,0,7,0,0,0,0,1,1,0,1,5,0,3,3,0,1,0,1,27,1,2,1,0,0,1,4,1,3,1,0,1,4,4,0,1,1,1,0,1,3,0,4,0,1,2,7,1796,1,4,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XC.VI. [1796].",London,294,female,,,FALSE,"cannot therefore, without pain to myself, leave her for any length of time ; and the distance you live at prevents me from being able to make you a visit, without being absent nearly a week; you will therefore, I trust, not only excuse me, but prove to me that"
0013100302_000033,"Selina, a novel, founded on facts. By a lady. In three volumes. ...",Lady,76,0,0,2,0,0,2,2,0,1,0,4,0,1,4,0,2,2,1,0,4,4,0,1,5,1,1,1,1,3,1,0,0,2,0,1,3,1,2,3,0,0,0,4,0,1,0,1,1,2,4,2,2,3,0,1,0,1800,2,3,"London : printed for C. Law, Avemaria-Lane, by Bye and Law, St. John's-Square, Clerkenwell, 1800.",London,269,female,,,FALSE,"farce was carried on for some weeks, every day of which Howard was in bedford row. None of the party were truly pleated but Emily: her self- love and vanity blinded her' o effecually, that she could could not see things in their TRUE light, or bring herself to think"
