PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(annuiti),termFreq(appear),termFreq(appoint),termFreq(author),termFreq(bank),termFreq(book),termFreq(cafe),termFreq(capit),termFreq(carri),termFreq(cent),termFreq(charg),termFreq(charter),termFreq(clive),termFreq(committe),termFreq(compani),termFreq(council),termFreq(court),termFreq(debt),termFreq(duti),termFreq(east),termFreq(england),termFreq(follow),termFreq(form),termFreq(fund),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(india),termFreq(king),termFreq(laid),termFreq(law),termFreq(letter),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nabob),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parliament),termFreq(payment),termFreq(person),termFreq(pound),termFreq(power),termFreq(present),termFreq(properti),termFreq(public),termFreq(receiv),termFreq(sea),termFreq(servic),termFreq(sever),termFreq(ship),termFreq(south),termFreq(stock),termFreq(taken),termFreq(trade),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1743000100_000141,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. ... By William Guthrie, Esq. Illustrated with a correct set of maps, engraved by Mr. Kitchen, ... The seventh edition, improved and enlarged; the astronomical part by James Ferguson, F.R.S.",William Guthrie,107,1,0,4,2,2,0,13,1,1,7,0,0,1,2,0,10,14,1,2,0,0,1,2,0,0,0,2,3,2,2,0,0,3,2,1,4,0,0,0,3,0,1,0,1,3,1,2,1,1,0,0,0,2,0,0,1,1,0,0,0,7,1782,1,1,"London : printed for Charles Dilly; and George Robinson, 1782.",London,774,male,1708,1770,FALSE,"privileges; and a new irw charter was granted to them, under the title of The United Com, pany of Merchants trading to the East Indies. Its exclusive right of trade was prolonged from time to time; and a farther sum was lent by the company , in 1730, by which,"
0470400105_000424,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,117,0,0,5,1,0,0,2,0,0,9,0,0,2,0,0,0,9,0,1,3,3,0,2,0,0,7,1,0,1,1,2,0,1,0,1,0,0,1,0,1,0,1,1,3,2,4,2,9,0,3,0,3,0,6,1,9,0,7,11,1,1,1768,5,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,750,male,1723,1769,FALSE,"To be paid to the Chief Constable of the Division, and to be distributed by him. 6 Geo. 2 33 Officer , sc. permitting any Person , Goods, C to depart or be conveyed out of any Place infected, 26 oo... 6 "" &isc. ( hall susser Death. Persons aggrieved"
0372500107_000080,"A collection of the parliamentary debates in England, from the year M,DC,LXVIII. to the present time. ...",Great Britain. Parliament,130,1,4,7,0,0,0,5,0,3,11,1,0,3,0,0,1,13,0,1,7,3,0,3,2,0,1,1,1,8,1,0,9,0,1,0,0,0,0,0,0,0,0,2,0,4,1,0,0,2,9,0,7,0,3,1,1,0,3,6,3,1,1739,7,21,"[London] : Dublin: printed. London: reprinted, and sold by John Torbuck, 1739-42.",London,518,unknown,,,FALSE,"made part of the capital stock of the bank , if this honourable house shall think fit. VII It ispropofed, That the said governor and company are willing to undertake to circulate the VOL. VII S present 257 present 800, 000ooo L in exchequer bills, that now remain in the"
0084700107_000027,"A new collection of voyages, discoveries and travels: containing whatever is worthy of notice, in Europe, Asia, Africa and America: In Respect to The Situation and Extent of Empires, Kingdoms, and Provinces; their Climates, Soil, Produce, &c. with The Manners and Customs of the several Inhabitants; their Government, Religion, Arts, Sciences, Manufactures, and Commerce. The whole consisting of such English and foreign authors as are in most esteem; including the Discriptions and Remarks of some late celebrated Travellers, not to be found in any other Collection. Illustrated with a variety of accurate maps, plans, an elegant engravings. In seven volumes. ...",,121,1,2,14,1,0,0,3,1,1,5,1,0,1,0,0,0,17,0,2,5,0,1,1,0,0,1,2,2,6,0,0,0,3,1,1,1,0,0,0,0,0,2,3,3,1,1,4,0,0,3,0,0,1,8,0,1,0,8,7,1,5,1767,7,7,"London : printed for J. Knox, near Southampton-Street, in the Strand, MDCCLXVII. [1767].",London,474,unknown,,,FALSE,"of ihares, or subscriptions to be purchased by persons disposed to adventure therein. And the better to carry on the deception, the directors engaged to make very large dividends, and actually declared, that every too 1 original flock would yield 50 1 per annum, which occasioned so great a rise"
0683800103_000102,"An abridgement of The history of England. Being a summary of Mr. Rapin's History and Mr. Tindal's continuation, From the Landing of Julius Caesar, to the Death of King George I. With The Characters of the Kings at large, the State of the Public Revenues, Exchequer, and Coins, at and after the Conquest; and also lists of the Peers created in each Reign, Knights of the Garter and Bath, Baronets, Bishops, Chancellors, Chief-Justices, Judges, and Admirals, to the Present Times. Illustrated With the heads and monuments of the Kings, Queens, &c. On Seventy copper plates. ...","Tindal, Nicolas",106,2,0,4,0,0,0,2,0,0,1,1,0,1,0,0,0,14,0,1,1,2,0,4,1,0,3,2,0,9,2,0,2,1,2,1,1,0,1,0,6,0,2,0,0,6,2,2,3,0,1,0,4,0,6,1,2,1,7,2,0,3,1747,3,3,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLVII. [1747].",London,495,male,1687,1774,FALSE,"sufferers by the south sea fcheme, together with an excellent address. The Parliament is prorogued for two days only: wvhen z9 it meets again, the Commons go upon the bill for restoring public credit. About the same time, several hundred of the Proprietors of the thort annuities , and other"
0040800600_000036,"Additional observations on the nature and value of civil liberty, and the war with America: also observations on schemes for raising money by public loans; an historical deduction and analysis of the national debt; and a brief account of the debts and resources of France. By Richard Price, D.D.F.R.S.",Richard Price,129,1,1,21,0,0,0,2,0,0,14,0,3,2,2,0,0,13,0,0,7,3,2,0,1,1,1,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,1,3,2,1,1,1,0,0,4,0,1,2,11,0,1,0,9,2,0,4,1777,1,1,"Dublin : printed for W. Whitestone, D. Chamberlaine, J. Potts, J. Williams, E. Lynch, W. Colles, T. Walker, R. Moncrieffe, W. Wilson, L. L. Flin, C. Jenkin, G. Burnet, M. Mills, L. White, J. Beatty, and J. Exshaw, M.DCC.LXXVII. [1777].",Dublin,256,male,1723,1791,TRUE,"their I capital , 194 1 capial of t ce .bearing the same intererfs. they were besides to take in the redeemable debts to the amount of 16.546, 482 and to receive an addition to their capital of i o I. for every ioo. subscribed. By the subscription of the"
1212600301_000035,"The merchant's lawyer: or, the law of trade in general. ... To which is added a complete book of rates. The second edition corrected, with additions, ... by T. Cunningham, ...",Timothy Cunningham,133,3,4,12,2,1,1,0,2,0,5,0,0,6,0,0,0,17,0,3,8,3,0,0,0,0,4,2,0,3,2,6,0,0,0,1,1,0,0,0,6,0,2,1,4,5,3,3,0,2,3,0,0,0,4,0,0,0,3,4,5,2,1768,1,2,"London : printed for Robinson and Roberts, 1768.",London,531,male,,1789,FALSE,"managers, shall allow to the company a proportion of the costs for the annuities and debts then appearing to be taken in, viz. as I 1, 746, 844 8s. Iod. (being their present capital ) is to the yearly sum of 9, 397/. 9s. 6d. (being their present allowance for"
0121901200_000015,"An abstract of the several acts of Parliament, commission for taking subscriptions, charter, and by-laws of the Honourable South-Sea Company.",South Sea Company,118,0,0,6,1,0,1,0,0,0,3,1,0,0,5,0,0,11,0,3,1,1,0,0,0,0,13,4,0,5,1,1,0,0,0,2,1,1,1,0,7,0,1,1,5,7,4,2,3,5,1,0,1,0,3,0,0,0,2,7,0,7,1718,1,1,"[London] : Collected and printed by Richard Mount, stationer to the said Company, 1718.",London,50,unknown,,,FALSE,"abfolutel; Cease and Determine; And Her majeiy, by Letters Patent under the Great Seal of Great Britain, bearing Date the 8th Day of September, 1711 grounded on the said At of Parliament , hath Incorporated all and every the Ferfon and Persons , Natives and Foreigners, Bodies Politic and Corporate,"
0471100200_000076,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succint Information, are annexed, list of duties and drawbacks on the company's trade; the by-laws, constitutions, Rules and Orders for the good Government of the Company, and the Management of their Trade; and an abridgement of the company's charters. With a copious index. Compiled by F. Russell Esq. F. R. S. & F. S. A.",Great Britain,117,1,3,4,0,4,2,0,0,4,3,1,0,2,0,0,0,14,0,1,3,2,4,2,0,1,7,0,0,0,3,2,0,0,1,2,3,0,1,0,6,0,0,0,7,3,9,0,8,1,2,0,2,0,0,2,1,0,0,2,0,4,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, 1794.",London,756,unknown,,,FALSE,"and provisions nevertheless, as herein after are made, granted , provided, declared, and enacted: Now, for the preventing, quieting, and determining any doubts, disputes, or difficulties that have been, or may be raised concerning the right or claim of the United Company of Merchants of England trading to the East"
1044400200_000016,"Substance of the speech of the Right Honourable Henry Dundas, on the British Government and trade in the East Indies. April 23, 1793.","Henry Dundas, 1st Viscount Melville",114,2,1,4,0,0,0,2,0,0,9,3,0,2,0,0,2,20,0,2,8,0,0,1,1,0,2,0,0,1,1,5,1,5,1,1,1,0,0,0,1,0,1,0,1,4,3,0,8,0,4,0,4,0,0,0,3,0,0,9,0,1,1793,1,1,"[London : s.n., 1793].",London,53,male,1742,1811,FALSE,"Interest or Dividends arising thereby, otherwise than as hereafter is mentioned (that is to fay): That after Payment into His Majesty's Exchequer of the Two First Instalments of Two hundred and Fifty thousand Pounds each, which will accrue due to the Public on the ift Day of July 1793 and"
0588600100_000487,"A new and compleat history and survey of the cities of London and Westminster, the Borough of Southwark, and Parts adjacent; from the earliest accounts, to the begining of the year 1770. Containing I. An Account of the original Foundation, and modern State of those Places. II. Their Laws, Charters, Customs, Privileges, Immunities, Government, Trade and Navigation. III. A Description of the several Wards, Parishes, Liberties, Precincts, Churches, Palaces, Noblemen's Houses, Hospitals, and other public Buildings. IV. An Account of the Curiosities of the Tower of London, the Royal Exchange, St. Paul's Cathedral, the British Museum, Westminster-Abbey, &c. V. A general History of the memorable Actions of the Citizens, and the Revolutions that have happened, from the Invasion of Julius Caesar to the present Time. By a Society of gentlemen; revised, corrected, and improved, by Henry Chamberlain of Hatton-Garden, Esq;","Chamberlain, Henry",97,1,1,5,0,1,0,3,0,0,6,4,0,0,1,0,0,10,0,1,1,0,1,1,1,0,1,2,2,8,1,0,1,0,1,1,0,6,0,0,0,0,3,0,1,6,1,2,2,1,0,0,1,4,4,0,1,1,5,1,0,4,1770,1,1,"London : printed for J. Cooke, at Shakespear's Head, No. 17, Pater-Noster-Row, [1770].",London,760,unknown,,,FALSE,"company was, by act of parliament , enlarged to ten millions; for which the members received six percent. interest, or 6oo, oool. per annum. But in 1720, an at of parliament was pased, by which the company were granted the sole privilege of trading to the South seas within certain"
0172500402_000035,"A general treatise of naval trade and commerce, as founded on the laws and statutes of this realm. ...",,102,0,1,1,0,1,0,1,0,0,1,1,0,2,1,0,0,22,0,0,0,1,1,1,0,0,3,1,1,4,2,5,0,1,1,1,1,0,0,0,2,0,2,1,4,0,1,3,0,1,0,1,3,0,6,0,0,9,2,3,1,9,1738,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for E. Symon; and J. Crokatt, 1738-39.",London,497,unknown,,,FALSE,"may be more or less, according to the fame: And over and above the said yearly Sum, fettled to be paid the said Company , there shall be farther paid to them the annual Sum of 8000o. out out of the said Funds , towards the Charge and Management of"
0172500402_000030,"A general treatise of naval trade and commerce, as founded on the laws and statutes of this realm. ...",,123,1,0,4,0,1,0,0,1,3,2,2,0,2,3,0,0,21,0,2,5,2,1,1,0,0,4,6,0,1,2,5,0,0,0,1,1,0,1,0,7,0,0,0,2,1,3,7,0,0,1,0,0,1,1,0,2,1,0,10,0,15,1738,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for E. Symon; and J. Crokatt, 1738-39.",London,497,unknown,,,FALSE,"general Society, or their Treasurer, in Trust for the refpeaive Members, as a Fund for answering their Annuities . All the Subscribers, and Persons licensed by them in their Stead, may trade to the East Indies; but none to Trade by himself, or others, in any one Year, for more"
1248500600_000074,"Copy of His Majesty's Advocate, Attorney, and Solicitor Generals report. August 16, 1757. To ... William Pitt ...",Scotland. Lord Advocate (Dundas : 1754-1760),89,0,1,3,0,2,0,1,2,1,0,1,1,0,1,0,0,3,0,0,0,2,2,5,0,2,4,1,0,2,1,1,0,1,2,4,4,3,3,0,5,0,0,0,3,2,6,6,1,2,2,0,0,3,0,1,3,0,0,0,0,2,1757,1,1,"[London, 1757].",London,202,unknown,,,FALSE,said Governor and Company and their Successors in these Presents or in the Petition for the Same be not made or any Statute A Proclamation or Restriction or any other thing to the contrary thereof in any wise notwithstanding In Witness whereof we have caused these our Letters to be
1229900100_000777,"Journals of the House of Commons. From November the 26th, 1782, In the Twenty-Third Year of the Reign of King George the Third, to March the 24th, 1784, In the Twenty-Fourth Year of the Reign of King George the Third.",Great Britain. Parliament. House of Commons,123,10,4,7,1,2,0,10,6,0,1,0,0,5,2,0,2,3,0,7,0,0,0,5,2,0,1,5,0,10,0,2,4,0,0,0,2,0,0,0,1,0,5,3,3,0,2,0,5,0,5,0,0,0,3,0,0,0,3,1,1,0,1785,1,1,"[London] : Printed [by Henry Hughs] by order of the House of Commons, [1785?].",London,1088,unknown,,,FALSE,"of Management, the Sum of Three hundred and Sixty Pounds per Ann. to commence from Michaelmas last past, One thousand Seven hundred and twenty fix: These are therefore to authorise and dire&t you, the First or Chief Cashier, out of the Moneys of the Fund for the said Annuities ,"
1050900100_000177,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geogragraphical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the Names of Places alphabetically arranged. II. A table of the coins of all nations, and their Value in English Money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. To which have been added the late discoveries of Dr. Herschell, and other eminent Astronomers. Illustrated with a Correct Set of Maps, Engraved from the most recent Observations and Draughts of Geographical Travellers. The fifteenth edition, corrected, and considerably enlarged.",William Guthrie,124,2,2,19,1,0,0,3,1,1,7,0,0,1,0,0,0,15,0,2,6,0,0,1,0,0,1,2,3,7,0,0,0,3,0,1,0,0,0,0,1,0,2,3,4,1,1,4,0,0,1,1,0,1,8,0,2,0,8,3,1,5,1795,1,1,"London : printed for Charles Dilly, in the Poultry; and G.G. and J. Robinson, in Pater-Noster Row, MDCCXCV. [1795].",London,1029,male,1708,1770,FALSE,"most of the direcors were severely fined, to the loss of nearly all their property ; some of whom had no hand in the deception, nor gained a farthing by it; but it was agreed they ought to have opposed and prevented it. By a statute of the 6th of"
0414500200_000092,"Lex mercatoria: or, the merchant's companion. Containing all the laws and statutes relating to merchandize. Wherein Our Trade with Foreign Nations, and Trade in General amongst our selves, with what belongs to particular Companies, and all Maritime Affairs, in the Way of Traffick, are illustrated and concisely treated of; under the Heads of Merchants, and Owners of Ships, Masters, Mariners, Pilots, Freight, and Charter-Parties of Affreightment, Insurance, Bottomry, Customs, Wrecks, Factors, Planters and Plantations, Letters of Marque and Reprisal, Privateers, Piracy, Treaties of Commerce, Exchange, &c. With An Introduction, setting forth the Laws of Nature and of Nations, Dominion of the Sea, &c. Some curious and useful History, and Variety of Special Cases and Determinations interspers'd thro' the Whole. To which are added, in proper Places, The best adapted Precedents of Instruments and Writings made Use of in all Cases relating to Trade. The second edition corrected, with the addition of three entire new chapters. And also a merchant's dictionary, of Words and Terms, &c.",Giles Jacob,98,0,1,1,1,1,0,1,0,0,1,3,0,1,1,0,0,21,0,1,0,1,2,0,0,0,2,2,0,4,2,5,0,3,1,0,0,1,0,0,4,0,1,2,2,0,2,2,1,1,0,1,1,0,4,0,0,7,0,5,1,8,1729,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for B. Motte at the Middle Temple Gate, J. Clarke under the Royal Exchange, J. Lacy at the Ship, T. Wotton at the Queen's Head and three Daggers and J. Shuckburgh in Fleet-Street, 1729.",London,426,male,1686,1744,FALSE,"Stock shall! not be subject to any foreign Attachment; and Com miffloners, named in Pursuance of this At, shall not be liable to any Incapacities, other than for Breach of Trust. P'rvifo, That the yearly Fund shall be issued, and paid out of the Exchequer to the Company every Week,"
