PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(account),termFreq(appear),termFreq(author),termFreq(believ),termFreq(book),termFreq(build),termFreq(carri),termFreq(christ),termFreq(church),termFreq(death),termFreq(earth),termFreq(end),termFreq(faith),termFreq(father),termFreq(feet),termFreq(follow),termFreq(foot),termFreq(form),termFreq(gener),termFreq(glori),termFreq(god),termFreq(grace),termFreq(half),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(holi),termFreq(hous),termFreq(kind),termFreq(king),termFreq(know),termFreq(labour),termFreq(laid),termFreq(law),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(natur),termFreq(neat),termFreq(nothig),termFreq(observ),termFreq(order),termFreq(peopl),termFreq(person),termFreq(piec),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(set),termFreq(sever),termFreq(spirit),termFreq(think),termFreq(water),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0039300204_000032,"Letters and sermons, with A review of ecclesiastical history, and hymns. By John Newton, Rector of St Mary, Woolnoth, London. In six volumes. ...",John Newton,80,1,0,0,1,3,1,0,1,7,1,1,1,1,2,0,0,2,0,0,1,2,6,2,0,1,4,3,1,0,1,0,4,0,0,0,6,0,2,2,0,1,1,0,0,0,1,0,3,0,1,0,2,1,1,2,1,0,5,2,2,1787,4,6,"London : printed for J. Buckland, No 57. Pater-Noster-Row; and J. Johnson, No 72. St. Paul's Church-Yard, MDCCLXXXVII. [1787].",London,347,male,1725,1807,FALSE,"the time, the memory or the as. sections of many of us than this book of God ? Do not the successive returns of bufinels and amuse. meat so far engross our time. and our thoughts,. that. that we have either no leisure or no disposition, to attend to the"
0585100700_000007,"The experience of the saints asserted and proved. Being several discourses in which the ground of a believer's hope, with the nature of Christian experience, and the operations of the Holy Spirit, are briefly explained and defended. By Benjamin Wallin.",Benjamin Wallin,106,3,1,0,2,6,0,0,0,4,0,0,0,1,5,2,0,2,0,3,0,5,6,6,0,0,1,6,6,0,0,0,2,0,1,1,3,1,1,1,2,1,0,0,0,0,0,0,1,0,3,0,3,0,1,17,0,0,3,3,3,1763,1,1,"London : printed for the author, and sold by J. Buckland and T. Field, in Pater-Noster-Row, J. Johnson, opposite the Monument; and E. Gardiner, in Grace-Church-Street, M.DCC.LXIII. [1763].",London,160,male,1711,1782,FALSE,"-- derftood, are easily resolved, when applied to. the ground of the Christian's hope, which, we have seen. rests its claim entirely on the merit of the Saviour. In like manner I conceive we are to take that pathetic declaration, Gal. IV 19 My little chila'ren, of whom I travail"
0960400400_000002,"The sure foundation. A sermon, occasioned by the death of the Rev. Mr. Benjamin Messer, preached in Grafton Street, June 21, 1772. By John MacGowan. ...",John Macgowan,85,0,1,1,1,3,0,1,0,2,2,4,1,1,0,3,0,2,0,0,1,3,11,1,0,1,0,2,5,0,1,1,0,1,0,0,2,0,0,3,4,1,1,0,0,2,0,8,2,0,0,0,1,1,1,5,0,0,3,0,2,1772,1,1,"London : printed for G. Keith; and J. Johnson, 1772.",London,47,male,1726,1780,FALSE,"no wise affect religion itself. Seeing the foundation of God standeth sure, having this feal, the Lord knoweth them that are his. In handling the fubjeat, I shall, through divine assistance, open the words , and then apply the doctrine of them to this solemn and mournful occasion. 7 ]"
0966100600_000007,"A compendious view of natural and revealed religion. In seven books. Book I. Of the Standard of all Religion; the Law of Nature in its Foundation and Contents, the Insufficiency of the Light of Nature to render a Man truly virtuous and happy; the Possibility, Desirableness, Necessity, Propriety, Reasonableness, Credibility, Divine Authority, Properties, and Parts of that Revelation which is contained in the Scriptures of the Old and New Testament. Book II. Of God, the Author, Object, and End of all Religion, in his Persections, Persons, Purposes, and Works. Book III. Of the Bonds of Religious Connection between God and Men, the Covenants of Works and Grace in their Origin, Parties, Parts, and Administration in time and through eternity. Book IV. Of Christ the Mediator of the Covenant of Grace, in his Person, Offices, and States. Book V. Of the Blessings of the Covenant of Grace, Effectual Calling, Justification, Adoption, Sanctification, Spiritual Comfort, Eternal Glory. Book VI. Of the Dispensation of the Covenant of Grace by means of the Law, the Gospel, and Ordinances thereof. Book Vii. Of the New Covenant Society or Church, in her Constitution, Members, Offices, and Government. By the Rev. John Brown, late minister of the Gospel in Haddington.",John Brown,82,1,0,1,3,2,2,0,1,10,1,1,1,4,2,2,0,0,0,1,1,2,10,2,0,2,2,0,3,0,2,0,2,1,0,2,1,1,1,0,0,1,4,0,0,1,0,0,5,0,1,1,0,0,0,1,1,2,0,0,1,1796,1,1,"Edinburgh : printed and sold by Murray & Cochrane, 1796.",Edinburgh,586,male,1735,1787,TRUE,"which are now esteemed such, are nothing but old errors, which were long ago justly refuted, varniflhed over with some new expressions. Never, by your peevishness, contentions, eagerness about worldly things, or the like, make others think lightly of the cause of God among your hands . If I mistake"
0906700100_000048,"Christ the standard of truth set up, by the light of the morning star, the principle of truth: and Satan, the son of perdition, revealed, by the same light. Containing A short Account of the Creation and Fall in Heaven, with the Creation and Fall on Earth-The State of Man in the Fall-Likewise an Account of Christ Reigning with his Saints in his espoused Church, on Earth, for One Thousand Years, till he hath made his Bride ready: when he will descend with all his holy Angels and sound the Trumpet at the Gate of the holy city, to call all to Judgment. By Dorothy Gott, author of ""the midnight cry.""","Gott, Dorothy",83,2,2,1,0,0,0,0,0,7,1,1,3,5,1,3,3,0,0,0,0,2,8,1,0,0,1,3,3,1,0,6,2,2,0,0,1,0,3,1,1,0,1,0,0,0,1,2,1,0,5,0,1,1,0,3,0,1,0,0,3,1800,1,1,"London : printed for the author: and to be had of her at Mrs. Edwards's Boarding-School, Lambeth-Marsh; sold also by C. Riedel, Bookseller, No. 13, Crown-Street, Soho; and by A. Maxwell, No. 23, Old Gravel-Lane, Wapping, [1800?].",London,119,female,,,FALSE,"CLINCH, Y the power and love of our hleavenly Father I deliver this nieffage to You, to nrepare yourselves to meet yourlord and Master Jefits C'rrit, and to give your servants the clergy, and all under your care, orders to prepare their flocks to meet the great Bishop of souls,"
1474200600_000081,"The Gospel-mystery of sanctification, opened in sundry practical directions: suited especially to the case of those who labour under the guilt and power of indwelling sin. To which is added, a sermon on justification. By Mr. Walter Marshall, late preacher of the Gospel. [Three lines from Corinthians].","Stewart, Peter",96,4,3,0,0,2,0,0,0,12,3,3,2,0,4,1,0,0,0,0,0,1,3,2,0,1,0,2,7,0,0,0,3,2,0,1,3,0,2,0,0,2,5,0,0,0,0,3,0,0,4,1,1,0,0,7,4,0,2,3,3,1788,1,1,"Philadelphia : Printed and sold by Peter Stewart, the west side of Second-Street, the ninth door above Chesnut-Street, M,DCC,LXXXVIII. [1788].",Philadelphia,296,unknown,,,FALSE,"XIII 33 or like the morning light, that expelleth darkness by degrees, thin ing more and more unto the perse day, Prov. IV 18 This cannot be justly accounted any derogation from the, merits of Christ's death , or from the power of his Spirit , feeing Christ never intended"
1036400300_000074,"The bishop of London's three pastoral letters to the people of his diocese; particularly to those of the two great cities of London and Westminster. In defence of the gospel-revelation, and by way of preservative against the late writings in favour of infidelity.",Church of England. Diocese of London. Bishop (1723-1748 : Gibson),95,2,0,0,0,3,0,1,0,10,4,2,3,3,7,1,0,0,0,0,1,1,6,1,0,0,1,0,4,0,1,0,0,0,1,5,3,0,3,1,0,0,4,0,0,0,3,2,0,0,2,0,3,0,3,6,1,0,0,4,3,1735,1,1,"London : printed by S. Buckley; and sold by J. J. and P. Knapton, D. Midwinter, A. Bettesworth and C. Hitch, J. Pemberton, R. Ware, C. Rivington, F. Clay, J. Batley, A. Ward, T. Longman, and R. Hett, MDCCXXXV. [1735].",London,359,male,,,FALSE,"Fall of 4fiamz, and the Deliver: nce out of thit Misery as viouc.ht sorus by Christ : The Insufficiency of the Mofaical Law for obtaining Salvation: The typical Nature of the Ceremonial Law as prefiguring Christ , the End of that Law and our great Sacrifice, high prieft and lawgiver:"
0892400103_000007,"The Methodist magazine, for the year ... ; being a continuation of The Arminian magazine, first published by the Rev. John Wesley, A.M. consisting chiefly of extracts and original treatises on general redemption.","Story, George",105,2,0,4,1,2,0,10,0,8,3,0,2,1,6,1,0,1,0,3,1,0,11,4,0,0,1,0,2,7,2,0,0,0,4,0,1,0,5,5,0,4,0,0,0,0,2,0,0,0,1,0,2,0,1,2,0,0,2,4,0,1798,3,3,"London [England] : printed for G. Whitfield, City-Road, and sold at the Methodist Preaching-House in town and country, 1798-",London,595,unknown,,,FALSE,"no soul can be saved but through' the led 3 : ifs cross, ard initueif' e of his spi rit, as he is that a house a house cannot be built without a foundation.'. Btt ihe argues, that: as the foundation fiould be laid , and.kept lying, once for all."
0417900200_000004,"A confession of faith, delivered at the ordination of Joseph Jenkins, A.M. at Wrexham in Denbighshire, September 8, 1773.","Jenkins, Joseph",100,1,0,0,0,8,0,1,0,9,6,1,1,1,4,2,0,1,0,0,0,0,16,7,0,1,1,3,4,1,1,1,0,0,0,0,4,0,0,4,0,2,1,0,0,0,2,1,1,0,2,0,1,0,0,2,1,0,4,3,2,1773,1,1,"Shrewsbury : printed by J. Eddowes, MDCCLXXIII. [1773].",Shrewsbury,24,male,1743,1819,FALSE,"that after being seen by his disciples, and remaining forty days on earth , .he ascended into Daniel IX 24 [ i6 ] into heaven, where he now sits at the right  hand of the Majesty on high - as a kind and powerful intercessor with the Father ;"
0123200900_000027,"The contrast: or, death the greatest blessing to the genuine Christian; and the greatest misery to the Christless sinner; - with the infinite contrariety between Popery and Protestantism, in Respect of Comfortableness in Death.",James Morison,109,1,1,0,0,1,0,0,0,3,0,3,1,4,7,1,0,2,2,0,0,1,8,1,0,1,4,7,5,0,0,0,1,2,0,3,2,3,2,4,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,4,0,2,1,26,0,1779,1,1,"Edinburgh : printed [by Neill & Company] for, and sold by R. Inglis, Potter-Row, M,DCC,LXXIX. [1779].",Edinburgh,113,male,1769,1840,FALSE,"crucifixion; a crucifying of the fefh, with the affelions and lusts. Gal. V 24 It is a doing violence to one's self, a laying violent hands on the old, man, which is a part of our veryfelves. It is a being engaged in close fight, hand to hand , foot"
0442000102_000056,"The works of the Most Reverend Dr. Edward Synge, late Lord Archbishop of Tuam in Ireland. In four volumes. ...",Edward Synge,105,1,1,4,2,2,0,0,0,4,5,3,0,0,4,2,0,0,0,0,0,1,13,1,0,0,1,1,14,0,0,1,1,0,0,2,3,0,3,0,1,2,2,0,0,0,3,4,3,0,2,3,1,0,1,4,1,0,1,4,4,1744,2,4,"London : printed for Thomas Trye, near Gray's-Inn-Gate in Holbourn, MDCCXLIV. [1744] [1752].",London,474,male,1659,1741,FALSE,"brought himself into his evil State, yet God in his infinite Mercy would not presently forsake, or wholly cast him of: But was pleaked again to admit us all into a Capacity of being restored to his Favour, and to that eternal Happiness in the Life to tonie, of which"
1739701600_000070,"The Bishop of London's three pastoral letters to the people of his diocese; particularly to those of the two great cities of London and Westminster. In defence of the gospel-revelation, and by way of preservative against the late writings in favour of infidelity.",Edmund Gibson,96,2,0,0,0,2,0,1,0,12,3,3,3,4,8,1,0,1,0,0,2,1,7,1,0,0,1,0,4,0,1,0,0,0,1,5,1,0,3,1,0,0,4,0,0,0,3,1,1,0,2,0,2,0,1,5,0,0,0,4,5,1732,1,1,"London : printed by S. Buckley, 1732.",London,359,male,1669,1748,FALSE,"they come from Persons divinely in spire, and commifllion'd by Christ to'pub lish his Gospel to the World ; in virtue of which (as the other  Writer before menti on'd has truly said) they were enabled and empowered to add all such Things as were necessary to fill up"
0456000100_000732,"A new and complete universal history of the Holy Bible, including the Old and New Testament; and comprising all the transactions recorded in the sacred writings, from the creation of the world, to the full establishment of Christianity. In which The several Parts of Scripture are pleasingly related, and satisfactorily illustrated; Obscure Passages rendered clear; Seeming Inconsistencies reconciled; the various Significations of the most expressive Appellatives elucidated; False Translations amended; Former Errors corrected; and Difficult Texts made clear to every Capacity. To which are Added An ample and comprehensive Display of the Connection between the Sacred Writers and Profane Authors: Also Particular Accounts of the Lives and Transactions of the most eminent Patriarchs, Prophets, and other Servants of God, who, by an inspired Grace, have distinguished themselves in the Display of Divine Wisdom. Illustrated with Notes Historical Theological Civil Commercial Geographical Literal Critical Natural Military Political Systematical Chronological Argumentative Philological Explanatory Reconciliatory Biographical Practical and Moral The Whole calculated to enlighten the Understanding, purify the Heart, and promote the Knowledge of those Sacred Scriptures, by which we may obtain Happiness here, and eternal Salvation hereafter. By the Reverend Edward Kimpton , Vicar of Rogate in Sussex, Morning Preacher of St. Matthew's, Bethnal-Green, and late of Christ's College, Cambridge; Assisted by many learned Gentlemen, who have made the Sacred Writings their peculiar Study. Embellished with a great Number of beautiful Copper-Plates, descriptive of the most distinguished Transactions related in the Sacred Writings; From Original Drawings of the ingenious Messrs. Metz, Stothard and Saunders, Members of the Royal Academy; and other eminent Arists. The Whole engraved by the most Capital Performers, particularly Grignion, Collier, Heath, Cook, Blake, White, Taylor, &c.","Kimpton, Edward",61,0,2,0,3,1,2,0,0,2,5,1,1,1,1,1,1,2,0,1,3,2,2,1,0,0,1,0,2,0,1,1,0,1,0,1,1,0,2,2,2,1,1,0,0,1,0,1,0,0,1,0,1,2,2,1,0,0,0,1,3,1785,1,1,"London : printed for J. Cooke No. 17, Pater-Noster Row, [1785?].",London,788,male,1765,1813,FALSE,"of Alexandria, and others of the ancients afterr, that Clement was a disciple of the apostles; that he had seen them, and heard their inrtruictions. St. Epiphanius, Jerome, Rtifinus, Bede, and some others, were ofopinion, that as the apostles St. Peter and St. Paul could not be continually at Rome,"
0124400400_000061,"Sermons on the forty-fifth psalm. Being the substance of a series of discourses preached at Ceres, betwixt the latter end of August 1772, and the beginning of April 1774. By Thomas Bennet.","Bennet, Thomas",108,1,0,0,4,1,0,0,0,9,6,1,2,0,2,5,1,0,0,0,2,5,6,6,0,0,1,5,5,1,0,3,0,0,0,0,0,1,0,2,0,1,2,0,0,7,1,2,2,0,6,0,0,10,0,3,0,0,1,0,4,1781,1,1,"Edinburgh : printed by Neill & Co. for the author: And sold by the Booksellers in Town and Country, M,DCC,LXXXI. [1781].",Edinburgh,597,male,1732,1793,FALSE,"And he is, as Mediator; managing a trust at the Father's right hand , which none but an infinite Person can execute, Rev. i. i. a"" I am he (fays he) thatliveth, and was dead; and · behold, I am alive for evermore, Amen; and "" have the keys of"
0156900300_000003,"An essay towards making the knowledge of religion easy to the meanest capacity. Being a short and plain account of the doctrines and rules of Christianity. By the most Rev. Dr. Edward Synge, Late Lord Archbishop of Tuam in Ireland.",Edward Synge,102,1,1,4,2,2,0,0,0,0,5,3,0,1,3,2,0,0,0,0,0,1,11,1,0,0,1,1,14,0,0,2,1,0,1,3,3,0,3,0,1,2,2,0,0,0,3,4,3,0,2,3,1,0,1,4,1,0,1,4,4,1759,1,1,"London : printed for the Marine Society. MDCCLIX. By permission of the proprietor Mr. John Rivington, Bookseller in St. Paul's Church-Yard, [1759].",London,29,male,1659,1741,FALSE,"into this evil State, yet God in his infinite Men would not forsake, or wholly cast him off; but was pleat again to admit us all into a Capacity of being restored to his Favour, and to that eternal Happinefi in the Life to toet of which our original and"
0323200400_000062,"Fifteen sermons preach'd on several occasions. By Digby Cotes M. A. Principal of Magdalen-Hall, and Publick Orator of the University of Oxford.","Cotes, Digby",94,0,1,0,3,0,0,1,0,8,11,0,4,1,2,2,0,2,0,2,1,2,7,4,0,1,1,1,8,1,0,1,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,1,0,3,1,1,1,0,5,0,0,4,3,4,1721,1,1,"Oxford : printed at the Theatre for Ant. Peisley Bookseller; and are to be sold by J. Knapton, W. Meadows, and T. Combes, Booksellers in London, 1721.",Oxford,410,male,1683,1745,FALSE,"to do him Service, and every iee in Heaven and Earth is obligd to bend at the name of 7efus. And Christ is still present by his holy Spirit at the Administration of his Word and Sacraments, to quicken, actuate, and make them effetual to the salvation ofsouls. For to"
0532800100_000291,"The whole works of the late Reverend and learned Mr. Thomas Boston. Minister of the Gospel at Etterick. Containing, I. Human Nature in its Fourfold State. II. A View of the Covenant of Grace from the sacred Records; with a Memorial concerning Fasting. III. Several Sermons on Afflictions, and the Nature of Church-Communion. IV. An Explication of the first Part of the Assembly's Shorter Catechism. V. Miscellany Questions and Tracts; with a Paraphrase on the Epistle of Paul to the Galatians. VI. Sermons on various important Subjects, from twenty-five different Texts of Scripture. Vii. Sermons on the Everlasting Espousals, the Mystery of Christ in the Form of a Servant, the peculiar Advantage and Business of Life, and the Evil and Danger of Schism. Viii. Sermons on the Throne of Grace.",Thomas Boston,84,1,1,0,1,2,0,0,1,1,2,0,0,1,2,2,0,3,0,2,0,0,1,3,0,3,0,3,3,0,1,3,0,3,0,5,5,0,0,3,1,0,2,0,0,2,5,3,0,0,0,0,0,0,1,3,0,0,3,9,3,1773,1,1,"Dundee : printed by Laurence Chalmers, for Robert Nicoll Bookseller, and sold by him at his Shop, opposite to the Cross, M,DCC,LXXIII. [1773].",Dundee,724,male,1713,1732,FALSE,"offers of grace . In their land the voice of the turtle is heard, and the singing of birds in the preaching of the glorious gospel; while there is a lalting winter over all the world betides. They have the Bible, and sabbaths, the ministry of the word , and"
