PassageID,Title,Author,Total termFreq,termFreq(adam),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(church),termFreq(command),termFreq(commit),termFreq(confid),termFreq(corrupt),termFreq(death),termFreq(devil),termFreq(etern),termFreq(evil),termFreq(faith),termFreq(fall),termFreq(father),termFreq(forgiv),termFreq(god),termFreq(grace),termFreq(guilt),termFreq(guilti),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(hell),termFreq(holi),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(obedi),termFreq(offer),termFreq(pardon),termFreq(person),termFreq(power),termFreq(reason),termFreq(repent),termFreq(sacrif),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sens),termFreq(sin),termFreq(sinner),termFreq(soul),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(wick),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0631801900_000034,"The duty of a real Christian, both in Faith and Practice, upon gospel principles, for Promoting a devout and holy Life, in a new and easy Method, adapted to all Capacities. Containing All Things essential to Salvation. With prayers For Morning and Evening, and several Occasions. This is the victory that overcometh the world, even our Faith. 1 John v. 4. Faith without Works is dead. James ii. 20. Necessary for all Families.",,126,1,3,3,0,11,0,3,1,2,1,7,1,3,1,7,0,0,1,16,0,0,0,1,1,3,0,2,0,1,8,4,1,1,2,1,0,1,1,0,0,4,0,3,2,6,1,0,0,0,8,1,0,1,1,0,4,0,1,2,4,1763,1,1,"London : printed for Edward Dilly in the Poultry, MDCCLXIII. [1763].",London,442,unknown,,,FALSE,"from heaven saying"" "" is my beloved son, in whom I am well pleated."" Jesus havingentered upon his miniffry, to preach salvation , he began with these emphatical words , alluding to the promise of the blessed seed, "" The time said he, is come, the kingdom of GOD is"
1284600101_000133,"Sermons on various subjects, divine and moral: with a sacred hymn suited to each subject. In two volumes. Design'd for the Use of Christian Families, as well as for the Hours of Devout Retirement. By I. Watts, D.D. ...",Isaac Watts,107,2,4,0,0,4,0,1,0,1,0,1,1,2,0,10,1,0,1,6,9,0,1,0,2,1,0,1,1,9,2,2,1,2,1,0,1,2,2,1,0,0,0,1,0,7,3,2,1,0,1,2,4,0,2,0,2,0,0,7,3,1734,1,2,"London : printed for E. Matthews, at the Bible in Pater-Noster-Row; R. Ford, at the Angel, and R. Hett, at the Bible and Crown, both in the Poultry, M.DCC.XXXIV. [1734].",London,497,male,1674,1748,TRUE,"the Possession of that blested "" ness."" Thus when Faith rites to a sublime and eminent Degree in this World , the Believer may be laid to rejoice with Joy unfpeanable and fll of Glory, and to receive the End of his Faith , evern the Salvation of his Soul"
0665203300_000004,"The christian monitor; containing an earnest exhortation to an holy life: with some directions in order thereto. Written in a plain and easy stile, for all sorts of people.",John Rawlet,123,0,1,2,0,10,0,1,0,1,1,4,2,1,2,1,0,1,1,13,0,0,0,3,3,2,0,5,1,0,3,4,7,1,3,1,2,1,0,4,1,1,1,3,0,2,4,5,0,0,12,3,2,2,0,1,2,1,0,2,0,1776,1,1,"London : printed for John Beecroft, at the Bible and Crown in Pater-Noster-Row, MDCCLXXVI. [1776].",London,72,male,1642,1686,FALSE,"of our Life ; and made imoft rich and precious Promises to persuade us to ourduty, and denounced dreadful Threatenings to affright us from Wickedness. And when we had deserved the Wrath of God for our Sins , then did Jesus Christ shed his moil precious Blood to make Atonement"
0437700200_000111,"Sermons on various divine subjects; viz. I. Salvation by grace. II. The Spirit, the Sanctitifier and Comforter of the Redeemed. III. The Doubts of dejected Christians answered. IV. The Robe of Righteousness. V. On Elijah's Translation. VI. The tempted Saviour. Vii. The tempted Believer. Viii. All Things working together for the Good of Believers. IX. The Thief on the Cross. X. The Strength of Christ's Love to weak Believers. XI. The Sanctified Rod. XII. The suffering Jesus; or, A View of Christ in his dying Love. XIII. On Christ's Transfiguration. XIV. Persevering Grace. XV. A Door of Hope opened for the greatest Sinners. XVI. God the Christian's Refuge in the greatest Afflictions. XVII. On the Conversion of the Apostle Paul. XVIII. Balaam's Request. XIX. The Support of aged Christians. XX. The sin and mischief of bad company. By John Farmer, M.A.","Farmer, John, M.A.",119,0,2,2,0,6,0,1,2,0,0,1,1,1,2,6,0,0,0,18,7,1,3,0,2,1,0,2,0,1,1,1,4,0,2,1,3,1,0,4,0,1,0,2,0,1,2,3,0,0,10,6,5,4,3,0,0,3,2,0,1,1744,1,1,"London : printed for John Oswald, at the Rose and Crown in the Poultry, near the Mansion-House, M.DCC.XLIV. [1744].",London,428,unknown,,,FALSE,"past Guilt . They have seen the Need that they stand in ot Chritt, though' they were never filled with those inward Terrors, which the Jailor, and Saul, and the Crucifiers of Christ endured. God opened the Heart of Lydia, to attend to the Language of divine Grace , in"
0955900102_000029,"Sermons, on practical subjects. By the late Rev. Samuel Carr, D. D. Prebendary of St. Paul's; Rector of St. Andrew Undershaft, London; and of Finchley, Middlesex. In three volumes. ...","Carr, Samuel           1794",106,0,1,2,2,3,1,0,2,1,1,0,1,1,2,8,1,0,0,11,1,0,0,0,1,0,0,4,0,3,1,1,0,1,3,0,4,2,7,2,0,1,1,2,0,4,0,3,2,3,7,1,1,3,1,1,5,1,0,0,3,1795,2,3,"London : printed for F. and C. Rivington, No 62, St. Paul's Church-Yard; J. Robson, New Bond-Street; and W. Richardson, Cornhill, M.DCC.XCV. [1795].",London,388,unknown,,,FALSE,"had already committed : ted : and though it flould be admitted, (of which, however, though the light of nature may give us hopes, yet it can give us no assurance) fimould it, I say, be admitted, that God's infinite mercy will pardon sinners upon their sincere repentance and renewed"
1092300100_000064,"Compassionate warning and advice to all, Especially to Young Persons. Being the gift of the author.",Richard Baxter,127,0,1,0,2,1,2,0,0,0,0,1,2,0,1,2,0,4,4,5,4,1,1,0,5,4,0,6,1,2,7,7,7,0,3,2,0,1,1,1,0,3,1,1,0,2,3,5,0,0,11,0,8,3,2,0,1,0,2,1,6,1720,1,1,"London : [s.n.], Printed in the Year [illegible]  [1720].",London,356,male,1615,1691,FALSE,"which we hold have done with all our Soul and Might; for we and all things are thy own, and thou art more to us than all the World . This should have been the greatest Business, Care, and Pleasure of our Lives : We were bound to it by"
0756203000_000049,"A description of the work of divine grace on the souls of saved sinners, in its origin, progress, and completion. In ten familiar dialogues, Calculated (under Divine Influence) To awaken Conviction in the Careless, to lead the enquiring Mind to a sound and saving Knowledge of God, And of the Grand Scheme of Redemption by Jesus Christ our Lord. To which are added, a few thoughts on the millennium; or, Latter Day's Glory of the True Christian Church. The whole Comprising concise, clear, and scriptural View of Genuine Christianity, and pure Religion, experimental, sentimental, and practical. By J. Lawrence, Bristol.","Lawrence, J., of Bristol",96,9,2,1,0,5,1,1,0,0,1,3,0,3,1,1,2,2,0,4,2,3,0,0,1,2,1,5,1,2,2,2,0,1,0,2,0,4,0,1,4,1,0,1,0,1,1,0,2,0,5,1,1,0,2,1,3,0,1,3,4,1800,1,1,"Bristol : printed by Biggs and Cottle: sold by the author, Norfolk-Street; Reed, Wine-Street; Fenley, Broad-Mead; Sellick, St James's-Back; and the other booksellers. - [1800].",Bristol,243,unknown,,,FALSE,"agonies, his sweat, and precious blood . Thus redemption is effected bythe person and work of Christ , and through this redemption are all repenting sinners saved . Surely the great Redeemer shines with infinite glory when viewed in this light; a glory that out shines ten thousand suns, and"
1057400402_000009,"Practical sermons by the late Reverend Mr. Daniel Wilcox, Preacher of the Gospel in Monks-Well-Street, London. Printed at the earnest Desire of the Congregation, and others that were his Occasional Hearers. To which are added, The Confession of Faith delivered at his Ordination to the Ministry; and a Discourse on the Duty of holding fast the Form of sound Words. In Three Volumes. ...","Wilcox, Daniel",93,0,2,3,1,3,0,1,0,1,1,3,0,3,1,1,1,3,0,8,2,3,0,2,2,5,2,1,1,0,2,2,1,1,1,0,2,0,1,1,1,1,0,2,0,3,0,4,0,0,5,2,5,2,3,0,0,0,0,1,3,1757,2,3,"London : printed for Edward Dilly, at the Rose and Crown, in the Poultry, near the Mansion-House, MDCCLVII. [1757].",London,437,male,,,FALSE,"it being no more to be restored. 2 Sinners that are removed unchanged, shall not again, in an after flate, be favoured with the like means and advantages which they enjoyed here. Death transmits us to.judgment, which determines our eternal state without possibility of change. This is the life of"
0434101300_000002,"The patterns of mercy. Being the substance of a discourse delivered at Ballinderry in the county of Antrim, in Ireland. In the year 1754. By John Cennick.",John Cennick,100,0,2,2,1,2,0,0,0,0,1,2,1,3,0,0,0,2,1,5,2,1,0,1,3,2,2,1,2,0,3,0,2,1,5,0,2,0,2,1,0,0,1,0,0,3,6,6,0,0,7,4,6,3,1,2,1,1,2,1,4,1791,1,1,"London : printed and sold by M. Trapp, 1791.",London,23,male,1718,1755,TRUE,"before him, and no precious ointment perfumed his chamber, the reason was, he did not know his guest, he did not feel how much he wanted a Saviour ; hut the finner, the harlot Mary, who was called by him out of her sins and invited to the kingdom of"
1190600800_000003,"The poor man's help, and young man's guide. ... Unto which are added, principles of religion, useful to be known, believed, and practised, by such as desire to receive the Holy Communion with benefit and comfort. With forms of prayer for families and single persons. --Also-- divine hymns on several occasions, by William Burkitt, M.A. of Pembroke Hall in Cambridge, late Vicar of Dedham, in Essex.","Gomez, Benjamin",127,0,2,1,4,12,1,1,0,0,0,2,1,4,0,3,0,2,0,18,2,0,0,1,3,3,1,2,2,1,6,3,2,2,2,0,6,2,1,2,2,0,0,6,0,3,4,2,0,0,7,1,2,1,1,0,2,1,2,0,1,1795,1,1,"New-York : printed by George Forman, for Benjamin Gomez, 1795.",New York,203,male,1769,1828,FALSE,"4, 5 "" After that the kindness and love of God our Saviour towards men appeared, according to his mercy he saved us, by the wafling of regeneration, and renewing of the Holy Ghost."" III Concerning Christ , the Mediator between God and nan. We ought to know and believe"
0508201800_000013,"A sermon preached at the opening of the Synod of Merse and Teviotdale, April 18th, 1732. By Hugh Kennedy. M. A. Minister of the Gospel at Cavers. Being an essay to shew the utter vanity and insufficiency of human reason and philosophy, and the absolute Sufficiency of the plain and faithful Preaching of Christ, to recover Men from their great and universal Guilt, Corruption and Misery; and to bring them to complete Holiness and Happiness: In Opposition to Modern Infidels.","Kennedy, Hugh",120,0,2,1,1,5,0,0,0,2,2,1,0,0,3,5,2,0,2,17,3,0,2,0,2,1,0,2,1,3,4,2,1,1,2,1,5,1,1,3,0,3,3,2,0,1,2,0,0,0,9,5,4,1,2,0,4,0,1,0,5,1732,1,1,"Edinburgh : printed for Arthur Armstrong bookseller in Keslo, and sold at his shop there, M.DCC.XXXII [1732].",Edinburgh,55,male,1698,1764,FALSE,"both of flejh and Spirit , acd perfefeio liness in the Fear of God ? I proceed'to the III General Head, which is, To hew, that the plain .nd faithful Preaching or a crucified Jesus, is a most sus scient and effectual Method to recover Elea Sinners from the Miseries"
0427500500_000040,"Familiar letters to a gentleman, upon a variety of seasonable and important subjects in religion. By Jonathan Dickinson, A. M. Minister of the Gospel at Elizabeth Town, New Jersey.",Jonathan Dickinson,124,1,2,3,0,5,0,1,0,0,2,1,1,0,0,1,1,1,0,16,1,2,3,0,3,0,0,9,1,15,5,3,2,0,5,2,4,2,1,5,0,0,1,3,0,0,0,3,0,1,5,1,5,2,0,0,1,2,1,1,0,1772,1,1,"Dundee : [s.n.], Printed in the Year M,DCC,LXXII. [1772].",Dundee,323,male,1688,1747,FALSE,"reconciled to my lusts any s more! and go on to crucify the Son of God afrefl!  Is there pardoning mercy to be had, and shall I slight the blood of Christ , set light by the gracious offer , and perish in sight of a Saviour ! miay"
0732100100_000021,Sermons by the late Thomas Walsh.,"Walsh, Thomas",107,1,2,3,3,8,0,0,1,0,1,3,1,0,0,1,1,0,2,9,1,1,1,0,4,3,1,3,0,5,3,1,5,0,1,1,2,0,2,0,1,2,0,2,0,3,0,2,0,1,9,3,2,3,0,0,1,0,3,3,2,1764,1,1,"London : printed by Henry Cock; and sold at the Foundery, Upper-Moor-Fields, MDCCLXIV. [1764].",London,239,male,1730,1759,FALSE,"now, he has forsaken e Service of Satan, and commits a Sin , only through' Disability to refrain from it. 3 ALL Persons feel not the same Degree of Con ""ion and Condemnation. They are not terrified in [ 76] in the same fearful Manner. Some pals, as it were"
1190801700_000006,"The two great comprehensive dutys of Christianity, faith and repentance, briefly explain'd and urg'd, as seasonable, in these Times of Great Infidelity and Impenitency. By a lover of truth and godliness.","Farington, Richard, Sir",125,0,11,0,0,7,0,1,0,1,1,2,0,1,0,5,0,2,0,15,5,1,0,2,1,1,1,4,0,1,4,2,2,2,8,0,0,1,1,4,0,5,2,2,0,2,4,1,0,0,5,3,1,3,1,1,3,0,4,1,1,1708,1,1,"London : printed by R. Tookey, for J. Lawrence at the Angel in the Poultrey, 1708.",London,63,male,1650,1719,FALSE,"will five them; withoaut any Conlideratlonl that god is jtultas well as mr'ciftjl, or any f rious Exercise Sin their o.vn though gilts; about the Grounds of his Mercy , and its Consistency with his Holiness and Justice. Bi TRUE Believers find the Glaflire of chi L'TW, and the' |il"
0784400400_000005,"The ungodly condemned in judgment. A sermon preached at Springfield, December 13th 1770. On occasion of the execution of William Shaw, for murder. By Moses Baldwin, A.M. Pastor of the church in Palmer.","Baldwin, Moses",103,0,2,4,0,7,0,0,1,2,0,0,0,3,1,4,3,0,1,14,2,1,1,1,3,1,1,3,1,3,3,0,3,0,4,0,4,0,1,1,0,0,0,4,0,1,1,3,0,1,5,2,2,1,2,0,2,0,0,2,2,1771,1,1,"Boston : Printed and sold by Kneeland and Adams, next to the treasurer's office in Milk-Street, MDCCLXXI. [1771].",Boston,22,male,1732,1813,FALSE,"will be renewed unto repentance , nor washed in the Redeemer's blood : And unless you are in time walled in the blood of Chris, and clothed in his righteousness, you will not have a righteousness in which you can, with safety, .appear before God ; but your guilt ,"
0438300200_000002,"Sermons on various divine subjects; I. Salvation by grace. II. The Spirit, the Sanctifier and Comforter of the Redeemed. III. The Doubts of dejected Christians answered. IV. The Robe of Righteousness. V. On Elijah's Translation. VI. The tempted Saviour. Vii. The tempted Believer. Viii. All Things working together for the Good of Believers. IX. The Thief on the Cross. X. The Strength of Christ's Love to weak Believers. XI. The sanctified Rod. XII. The suffering Jesus; or, A View of Christ in his dying Love. XIII. On Christ's Transfiguration. XIV. Persevering Grace. XV. A Door of Hope opened for the greatest Sinners. XVI. God the Christian's Refuge in the greatest Afflictions. XVII. On the Conversion of the Apostle Paul. XVIII. Balaam's Request. XIX. The Support of aged Christians. XX. The Sin and mischief of bad company. By John Farmer, M.A.","Farmer, John, M.A.",132,1,0,0,2,1,1,0,1,1,0,0,0,1,0,2,1,0,1,17,6,2,1,1,4,1,1,6,0,2,3,3,6,0,1,2,7,0,0,1,0,3,0,0,0,7,8,0,3,4,10,11,3,1,3,0,0,0,3,0,0,1756,1,1,"London : printed for J. Buckland, at the Buck in Pater-Noster-Row; G. Keith, at the Bible and Crown in Grace-Church street; and E. Dilly, at the Rose and Crown in the Poultry, near the Mansion-House, M.DCC.LVI. [1756].",London,566,unknown,,,FALSE,"an Height;. His Defigrl in this Epistle to the Church at Ephefits; is to magnify the Freeddm and Riches, of God's Grace in the Salvation of Sinners , both Jews and Gentiles.... FOR this Purpose he puts the Ephe; i ans in Mind , how sinful they were, - in"
1243900400_000163,"The complete family instructor: in five parts. I. - --Relating to fathers and children. II. - --To masters and servants. III. - --To husbands and wives. IV. Relating to family breaches, and their obstructing religious duties. V. - --To the great mistake of mixing the passions in the instructing and managing of children. With a great variety of cases, relating to the setting ill examples to children and servants.",Daniel Defoe,104,0,8,1,1,3,0,0,2,1,1,2,2,2,1,5,0,0,2,7,0,0,1,0,4,4,2,2,3,4,3,2,0,0,1,0,1,0,1,3,1,0,1,4,0,3,4,1,3,0,6,1,6,0,0,0,3,0,1,1,0,1800,1,1,"Liverpool : printed and sold by H. Forshaw, Edmund-Street, 1800.",Liverpool,483,male,1660,1731,TRUE,"not profaned God's holy nanme and Sabbaths? baths? Hjave you not indulged anger, rage, malice, and revenge; pride, ambition, murmuring, and discontent; impure desire, vain imaginations, foolish thoughts, and corrupt conversation Are you not under the dominion of many evil tempers and vile as sections? I will suppose that you"
1190801600_000045,The religion of many of the clergy in the Church of England since the reign of King James the First. By a lover of truth and godliness.,"Farington, Richard, Sir",124,0,6,0,0,6,2,2,0,1,0,2,0,8,0,3,0,1,1,19,2,0,2,1,1,3,1,6,0,1,7,1,0,2,2,0,3,2,2,2,3,0,1,3,0,4,4,0,1,0,7,2,0,2,0,0,2,0,2,1,3,1707,1,1,"London : printed by D. Leach, and are to be sold by J. Robinson, at the Golden-Lyon, and John Wyat, at the Rose in St. Paul's Church-Yard, 1707.",London,175,male,1650,1719,FALSE,"Hell and not to Heaven , and therefore from such Preaching, Good Lord deliver us. Amen. - On the other Hand , let us confider how a. greeable to the Holy Scriptures , the Religion of the Church of Englandis: The Sum of which contained in iher Articles, Homilies and"
1103302800_000004,"The christian monitor; containing an earnest exhortation to an holy life: with some directions in order thereto. Written in a plain and easy Stile, for all Sorts of People.",John Rawlet,113,0,1,2,0,7,0,2,0,1,1,4,2,0,2,1,0,1,1,12,1,0,0,3,2,2,0,4,1,0,2,4,7,1,3,1,1,1,0,4,1,1,1,4,0,2,2,5,0,0,11,3,2,2,0,1,2,1,0,1,0,1761,1,1,"London : printed for John Beecroft, at the Bible and Crown in Pater-Noster-Row, 1761.",London,60,male,1642,1686,FALSE,"Command , so he. mull recover it by becoming.obedient tao his Will in all. Things, To this End hath the Lord.. Jesus fully revealed God's Will to us when we were in Ignorance and Darkness. He. hath given us holy Precepts for the Rule of our. Life , and made"
