PassageID,Title,Author,Total termFreq,termFreq(asleep),termFreq(awak),termFreq(bed),termFreq(bodi),termFreq(brain),termFreq(consciou),termFreq(dai),termFreq(dream),termFreq(excit),termFreq(experi),termFreq(fanci),termFreq(idea),termFreq(imag),termFreq(imagin),termFreq(impress),termFreq(memori),termFreq(mind),termFreq(night),termFreq(percept),termFreq(phantasm),termFreq(real),termFreq(reason),termFreq(rise),termFreq(sens),termFreq(sleep),termFreq(soul),termFreq(state),termFreq(thought),termFreq(vision),termFreq(wake),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0262201201_000054,The contemplative philosopher: or short essays on the various objects of nature throughout the year; with poetical illustrations and moral reflections on each subject. In two volumes. ...,"Lobb, Richard",79,0,2,0,1,2,0,2,12,0,0,5,10,2,1,1,2,10,2,1,0,1,5,0,4,7,2,0,2,0,5,1800,1,2,"London : printed for G. G. and J. Robinson, F. and C. Rivington, W. Bent, Longman and Rees, and J. Mawman. 1800. M. Brown, printer, 1800.",London,354,unknown,,,FALSE,"and Petronius, in his poem on the Vanity of Dreams , had preceded our immortal bard in a description of the effecs of dreams on different kinds of persons. Both the passages, to which I allude, cnly serve to how the vait superiority of Shakespeare's boundless genius: their fenft is"
0256200101_000044,The works of John Locke Esq; In three volumes. ... With alphabetical tables. ...,John Locke,97,1,0,0,12,1,6,2,5,0,0,0,3,1,1,2,5,1,1,5,0,0,2,0,0,13,22,1,7,0,6,1727,1,3,"London : printed for Arthur Bettesworth; Edmund Parker; John Pemberton; and Edward Symon, 1727.",London,630,male,1632,1704,TRUE,"wherein to place personal Identity.] . X. The Soul , during sound Sleep , thinks, say these Men. wfhilfl'it thinks If ajleepini and perceives, it is capable certainly of those of Delight or Trouble, as well Aan thinks as any other Perceptions ; and it must necejfarily be conscious of"
0312100801_000045,"An essay concerning human understanding. In four books. Written by John Locke, Esq. in Three Volumes. ...",John Locke,85,1,0,0,10,1,5,2,3,0,1,0,3,1,1,2,5,1,1,5,0,0,3,0,0,9,19,0,7,0,5,1759,1,3,"Glasgow : printed by Robert Urie, MDCCLIX. [1759].",Glasgow,397,male,1632,1704,TRUE,"whizit it thiniks and perceives, it is capable certainly of those of delight or trouble; as well as any other perceptions ; and it must northeast ceqfirily be confciouis of its own perceptions . But it has all this apart: the sleeping man, it is plain, is conscious of nothing"
0849700400_000052,"A philosophical enquiry into the nature, origin, and extent, of animal motion, deduced from the principles of reason and analogy. By Samuel Farr, M.D.",Samuel Farr,70,2,2,0,7,0,0,0,8,1,1,1,3,0,5,2,4,7,0,9,0,1,1,1,4,4,1,1,5,0,0,1771,1,1,"London : printed for T. Beckett and P. A. D'Hondt in the Strand, M,DCC,LXXI. [1771].",London,426,male,1741,1795,FALSE,"and we are accustomed to no other, but if from any internal principle we should perceive anything in that place, we should immediately refer it to the general object which causes Ideas . But simple Light conveys only one simple Idea ; and this can make but a small imprefilon:"
0403300302_000003,"An enquiry into the nature of the human soul; wherein the immateriality of the soul is evinced from the principles of reason and philosophy. ... . The third edition. To which is added, a complete index.",Andrew Baxter,55,1,2,0,2,0,1,1,1,0,3,1,0,0,1,4,1,2,1,2,0,5,3,0,1,3,16,0,1,2,1,1745,2,2,"London : printed [by James Bettenham] for A. Millar in the Strand, MDCCXLV. [1745].",London,447,male,1686,1750,FALSE,"offered to it, or forced upon it. It must be owned this is a firange phenomenon, and appears to be altogether unaccountable. But it is a real phenomenon; and, I think, much as I have here represented it; and certainly it must havejome real cause. And it seems contrary to"
0403300301_000082,"An enquiry into the nature of the human soul; wherein the immateriality of the soul is evinced from the principles of reason and philosophy. ... . The third edition. To which is added, a complete index.",Andrew Baxter,71,0,5,0,3,0,0,1,5,0,4,0,1,1,0,4,5,4,1,2,0,1,2,0,1,5,10,2,7,1,6,1745,1,2,"London : printed [by James Bettenham] for A. Millar in the Strand, MDCCXLV. [1745].",London,440,male,1686,1750,FALSE,"occupied the mind , for some little time at least. Just so, if we take time in the morning to reflect, before we let in the thoughts of business, and our familiar waking ideas , to efface the slender impressions and images made in sleep , we shall easily discover"
1303500101_000044,"An essay concerning human understanding. In four books. Written by John Locke, gent. In three volumes.",John Locke,82,1,0,0,10,1,3,2,4,0,1,0,3,1,0,3,5,1,1,2,0,0,3,0,0,7,20,1,8,0,5,1765,1,3,"Edinburgh : printed by A. Donaldson and J. Reid. For William Coke, and Francis Shand, MDCCLXV. [1765].",Edinburgh,150,male,1632,1704,TRUE,"impossible supposition for the men I have here to do with, who so liberally allow life without a thinking soul to allother animals. These men cannot then judge it impofible, or a contra diction, .that the body should live without the soul ; nor that the soul should subsist and"
0819300301_000122,"Observations on man, his frame, his duty, and his expectations. In two parts. By David Hartley, M. A.",David Hartley,83,2,3,0,4,5,0,3,16,3,0,3,16,2,1,4,0,1,0,0,0,3,3,2,1,5,0,5,1,0,0,1749,1,2,"London : printed by S. Richardson; for James Leake and Wm. Frederick, Booksellers in Bath: and sold by Charles Hitch and Stephen Austen, Booksellers in London, M.DCC.XLIX. [1749].",London,538,male,1705,1757,TRUE,"Brain , Joy joy or Grief, will make all the Thoughts warp the N own way, little or much. But this Exception is R agreeable to the foregoing Theory, as the general Pre V valence of Association just laid down. We come next to Dreams . I say then, thatdrea"
0136600302_000113,Elements of criticism. The sixth edition. With the author's last corrections and additions. ...,"Henry Home, Lord Kames",78,0,0,0,1,2,5,0,1,0,3,0,9,13,1,11,1,10,0,10,5,2,2,0,1,0,0,0,1,0,0,1785,2,2,"Edinburgh : printed for John Bell and William Creech; and for T. Cadell and G. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,576,male,1696,1782,TRUE,"necessary that we be made sensible of the impression : in touching, in tatting, and in smelling, we are sensible of the impression ; but not in feeing and hearing. We know indeed from experiments , that before we perceive a visible objet, its image is spread upon the retina"
0260300303_000025,"A view of nature, in letters to a traveller among the Alps. With reflections on Atheistical philosophy, now exemplified in France. By Richard Joseph Sulivan, ...","Sulivan, Richard Joseph, Sie",47,1,3,0,2,1,1,0,11,2,0,1,2,4,1,3,0,0,1,1,0,0,1,0,1,2,3,1,1,4,0,1794,3,6,"London : printed for T. Becket, 1794.",London,537,male,1752,1806,FALSE,"investigate the nature of the soul , and what it is which occasions those frightful visions to us, either while broad awake , when sick, or wile buried in sle p; so that we think we hear and see those before us, whose bodies are laid in the earth."" Hobbes,"
0699100302_000067,Dialogues concerning education. In two volumes. ...,David Fordyce,62,1,1,0,0,1,0,3,7,0,1,3,3,2,5,2,0,3,2,0,0,2,0,0,1,5,1,2,8,1,8,1753,2,2,"Belfast : printed by H. and R. Joy, M.DCC.LIII. [1753].",Belfast,419,male,1711,1751,FALSE,"is a little increased in the Time of Sleep , which the Experience of Mankind seems strongly to confirm, For if Poets, Enthusiasts, Melancholy Persons, and others of a warm Imagination , can often fuggelt to themselves visionary Scenes, paint Characters, and carry on Dialogues with imaginary Personages in fj"
0636600900_000013,"Thoughts on dreaming. Wherein the notion of the sensory, and the opinion that it is shut up from the inspection of the soul in sleep, and that Spirits supply us with all our Dreams, are examined by Revelation and Reason. Occasioned by An essay on the phoenomenon of dreaming, in a book, entitled, An enquiry into the nature of the human soul; wherein the Immateriality of the Soul is evinced from the Principles of Reason and Philosophy. By Tho. Branch.","Branch, Thomas",68,1,2,0,1,0,8,2,4,0,1,1,1,0,12,0,1,1,0,2,0,1,3,1,2,7,10,1,3,0,3,1738,1,1,"London : printed for R. Dodsley, at Tully's Head in Pall-Mall; and J. Jolliffe, at the Bible in St. James's-Street, M.DCC.XXXVIII. [1738].",London,100,male,,,FALSE,"Employment of the Day . That the Soul is not conscious of setting the Imagination to work, during Sleep , is very true; and this I take to be a principal Reason ( 65) reason why its Ats are performed without any trouble to the Soul ; and this too"
0612600202_000065,Dialogues concerning education.,Michael Vandergucht,68,0,2,0,0,0,3,1,4,0,1,4,4,2,7,3,0,11,1,0,0,2,2,0,1,4,1,1,8,1,5,1745,2,2,"London : [s.n.], printed in the year M.DCC.XLV. [1745].",London,470,male,1660,1725,FALSE,"that astonishing Power of the Human Mind ? Though we seem to exert some kind of Ativity in Recollection, or turning the Mind to those Circumstances or Ideas which we may fancy to have the nearest Affinity or connexion with those we are in quest. of, yet to say that"
0025700100_000128,"Observations on man, his frame, his duty, and his expectations. In two parts. Part. I. Containing Observations on the Frame of the Human Body and Mind, and on their Mutual Connexions and Influences. Part. II. Containing Observations on the Duty and Expectations of Mankind. By David Hartley, M.A. Reprinted from the author's edition in 1749. To which are now added, notes and additions to the Second part; translated from the German of the Rev. Herman Andrew Pistorius, Rector of Poseritz in the Island of Rugen. Also a Sketch of the life and Character, and a Head of the author.",David Hartley,79,2,3,0,4,6,0,0,13,4,0,2,15,2,0,6,2,1,0,0,0,3,3,2,1,6,0,4,0,0,0,1791,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCXCI. [1791].",London,806,male,1705,1757,TRUE,"from the second or third cause here assigned. That the state of the body affects our dreams , is evident from the dreams of sick persons, and of those who labour under indigestions, spasms, and flatulencies. Lastly, We may perceive ourselves to be carried on from one thing to another"
0649900202_000025,"Dr. Albert Haller's physiology; being a course of lectures upon the visceral anatomy and vital oeconomy of human bodies: Including The latest and most considerable Discoveries and Improvements, which have been made by the most eminent Professors, through all Parts of Europe, down to the present Year. Compiled for the Use of the University of Gottingen; now illustrated with useful Remarks; with an History of Medicine; and with a Nosology, or Doctrine of Diseases. The second edition. In two volumes. ...",Albrecht von Haller,73,1,2,0,2,7,0,0,5,7,1,1,10,2,2,3,2,12,0,5,0,2,0,0,3,0,0,0,6,0,0,1772,2,2,"London : printed for G. Robinson, at No. 25, Pater-Noster Row, MDCCLXXII. [1772].",London,477,male,1708,1777,FALSE,"judge better of their distances, LE C 9' L E C T U R E XIX Of the internal Senses . § 544 H ITHERTO we have considered the senses as they are, each of them apart. It is now common to them all, that the tender pulp of the"
0297300105_000334,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,83,4,6,0,8,5,1,0,12,0,0,0,4,4,0,1,0,5,1,1,0,0,3,0,0,6,9,0,8,0,5,1753,5,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,682,male,1674,1748,TRUE,"inmpofl' upon the mind , and so far confound one another, that before such dillempered persons can give any answer to a; :  question asked them, they have twenty other images which confound the ides oi that question, and therefore the answer is absurd, and nothing to the purpose:"
0195500103_000065,"Natural history, general and particular, by the Count de Buffon, translated into English. Illustrated with above 260 copper-plates, and occasional notes and observations by the translator.","Georges-Louis Leclerc, Comte de Buffon",91,1,4,0,3,1,1,0,20,1,0,0,12,5,1,0,5,7,1,0,0,4,4,0,11,5,0,2,2,0,1,1780,3,9,"Edinburgh : printed for William Creech, M,DCC,LXXX. [1780]",Edinburgh,544,male,1707,1788,TRUE,"glimmering of light breaks in upon the darkness, and produces a real idea in the midst of chimaeras; we then begin to dream , or rather to think, that the whole may be only a dream . Though this action he only a feeble exertion of VOL. III Kk the"
0929200101_000045,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,90,1,0,0,12,1,5,2,6,0,0,0,3,1,1,1,4,1,1,4,0,0,2,0,0,11,20,1,8,0,5,1731,1,2,"London : printed for Edmund Parker, at the Bible and Crown over against the New Church in Lombard-Street, M.DCC.XXXI. [1731].",London,404,male,1632,1704,TRUE,"thinks, say these Men. whiftl it thinzks and perceives, Ifafleeping it is capable certainly of those of Delight or Man thinks Trouble, as well as any other Perceptions ; and without know it mutft necesjariy be covnfcious of its ownz Percep ing it, thefleep tions. But it has all this"
0660601702_000065,"Dialogues concerning education. By Mr. David Fordyce, Late Professor of Philosophy of Marishal College, in the University of Aberdeen. ...",David Fordyce,60,1,3,0,0,0,4,1,3,0,1,3,3,2,6,2,0,6,1,0,0,1,1,0,1,3,2,1,9,0,6,1757,2,2,"London : printed for E. Dilly, at the Rose and Crown in the Poultry, near the Mansion-House, MDCCLVII. [1757].",London,474,male,1711,1751,FALSE,"say that these are brought back into the miind by any immediate At of Volition, were to suppose that we already know theideas we have a Mlind to recall, before we actually remember them. For my Part, I am conscious of no filch efficacious cid unaccountable Volition; yet, fill, I"
0636600900_000016,"Thoughts on dreaming. Wherein the notion of the sensory, and the opinion that it is shut up from the inspection of the soul in sleep, and that Spirits supply us with all our Dreams, are examined by Revelation and Reason. Occasioned by An essay on the phoenomenon of dreaming, in a book, entitled, An enquiry into the nature of the human soul; wherein the Immateriality of the Soul is evinced from the Principles of Reason and Philosophy. By Tho. Branch.","Branch, Thomas",102,0,9,1,0,0,2,1,21,0,1,0,2,0,10,0,0,1,0,0,2,6,7,0,9,12,9,1,5,0,3,1738,1,1,"London : printed for R. Dodsley, at Tully's Head in Pall-Mall; and J. Jolliffe, at the Bible in St. James's-Street, M.DCC.XXXVIII. [1738].",London,100,male,,,FALSE,"perturbation when AWAKE . As to the manner how Dreams of a particular complexion result from particular Sensations, we must remain a little in the dark: but in regard these appearances are, I think,. pretty uniform; as, he who leeps with his Head in a sliding position, commonly dreams of"
