PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(arm),termFreq(bed),termFreq(birth),termFreq(blood),termFreq(bodi),termFreq(born),termFreq(bring),termFreq(brought),termFreq(cafe),termFreq(care),termFreq(caus),termFreq(child),termFreq(children),termFreq(continu),termFreq(dead),termFreq(death),termFreq(deliv),termFreq(deliveri),termFreq(father),termFreq(feet),termFreq(follow),termFreq(forc),termFreq(gener),termFreq(god),termFreq(hand),termFreq(happen),termFreq(head),termFreq(hous),termFreq(infant),termFreq(know),termFreq(labour),termFreq(ladi),termFreq(left),termFreq(life),termFreq(littl),termFreq(live),termFreq(mean),termFreq(month),termFreq(mother),termFreq(natur),termFreq(observ),termFreq(open),termFreq(oper),termFreq(order),termFreq(pain),termFreq(parent),termFreq(person),termFreq(present),termFreq(reason),termFreq(taken),termFreq(turn),termFreq(uteru),termFreq(water),termFreq(wife),termFreq(woman),termFreq(womb),termFreq(women),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0717300102_000072,"A summary view of the whole practice of physick. Being the Sentiments of the most Celebrated Authors in all Ages, Relating to Diseases, their Causes and Cures. With Most Cases in Surgery and Midwifery. To which are added, Some Observations very Rare and Uncommon; and a Curious Treatise on all Sorts of Poisons. In two volumes. By John Allen, M.D. and F.R.S. Translated by himself from the last edition of his Latin Synopsis, with very large improvements. ...","Allen, John",107,0,0,0,8,4,1,0,4,1,2,2,1,6,2,1,4,4,0,5,0,2,1,0,1,0,6,2,3,0,3,1,4,0,0,0,1,2,1,0,0,1,1,2,0,0,6,0,0,2,0,0,0,3,5,0,0,11,4,0,1733,2,2,"London : printed for John Pemberton, at the Golden-Buck in Fleet-Street; W. Innys, and R. Manby, at the West-End of St. Paul's; and W. Meadows, at the Angel in Cornhill, M.DCC.XXXIII. [1733].",London,403,male,1660,1741,FALSE,"is when both these happen together. Art. 1471 Lastly, whether the Womb has a right or more or less oblique Position, when the Waters break away, if any Part (whether a Hand or Foot, coffers it plainly shows that the Delivery is to be attempted with all possible Expedition. Art."
0216600100_000046,"A treatise of midwifery, comprehending the whole management of female complaints, and the treatment of children in early infancy. To which are added, Prescriptions for women and children, and Directions for preparing variety of Food and Drinks, adapted to the Circumstances of Lying-in-Women. By Alexander Hamilton, Professor of Midwifery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,110,1,5,2,1,1,2,0,2,1,8,0,1,6,0,1,0,0,3,8,0,2,0,1,1,0,11,0,3,0,0,0,2,0,0,0,0,0,1,1,3,0,0,1,4,0,4,0,0,6,2,1,3,3,5,0,4,10,0,0,1781,1,1,"Edinburgh : printed for J. Dickson, W. Creech, and C. Elliot, M,DCC,LXXXI. [1781].",Edinburgh,486,male,1739,1802,TRUE,"the womb flould be too small to admit of the reduction of the arm , or the passage of the hand with safety; if the head pushes rather to one fide of the pelvis; if the throes Il '' of of labour are violent, and the interva? short, the midwife"
0202501100_000048,"A treatise of midwifery, comprehending the management of female complaints, and the treatment of children in early infancy. To which are added prescriptions for women and children, and directions for preparing a variety of food and drinks, adapted to the circumstances of lying-in women. Divested of technical terms and abstruse theories. By Alexander Hamilton, professor of midwifery in the University of Edinburgh, and member of the Royal College of Surgeons.",Alexander Hamilton,124,2,0,0,6,0,1,1,0,4,6,0,1,15,3,2,0,0,0,8,0,6,0,2,1,0,7,0,3,0,0,0,5,0,2,0,0,0,0,0,1,5,1,0,2,0,9,0,0,8,1,2,1,6,2,0,4,5,1,1,1781,1,1,"London : printed for J.Murray, No. 32, opposite St. Dunstan's Church, Fleet Street; J. Dickson, W. Creech, and C. Elliot, at Edinburgh, MDCCLXXXI. [1781].",London,486,male,1739,1802,TRUE,"hand of the operator may be carried up, in the absence of pain , into the pelvis, and the chord entirely reduced. If this attempt fails, and it cannot be done when the pains are strong and frequent, or the head wedged in thepelvis, a flillful surgeon should immediately be"
0219200500_000055,"The art of midwifery improv'd. Fully and plainly laying down whatever instructions are requisite to make a compleat midwife. And The many Errors in all the Books hitherto written upon this Subject clearly refuted. Illustrated with 38 cuts curiously Engraven on Copper Plates, representing in their due Proportion, the several Positions of a Foetus. Also A New Method, Demonstrating, How Infants ill situated in the Womb, whether obliquely, or in a strait Posture, may, by the Hand only, without the Use of any Instrument, be turned into their right Position without hazarding the Life either of Mother or Child Written in Latin by Henry à daventer. Made English. To which is added, A Preface giving some Account of this Work, by an Eminent Physician.",Hendrik fan Deventer,105,0,0,3,3,2,1,1,3,6,1,1,3,2,1,3,3,2,0,0,0,4,2,1,2,0,2,3,1,0,16,0,0,0,2,0,0,0,3,6,1,1,2,1,1,0,2,0,0,1,0,2,2,0,0,0,4,9,2,0,1716,1,1,"London : printed for E. Curll, at the Dial and Bible, J. Pemberton, at the Buck and Sun, both against St. Dunstans-Church in Fleet-Street and W. Taylor, at the Ship in Pater-Noster-Row, 1716.",London,343,male,1651,1724,FALSE,"commonly subjet to it; for those Passions of the Mind putting all the Blcod into a violent Morion, occasion an Hzmorrhagy, which is most commonly succeeded by a Miscarriage. And in general , whatever destroys a Foetus in the Womb , is the Cause of a Miscarriage; for an untimely"
1277600300_000026,"The works of Aristotle, the famous philosopher. In four parts. Containing I. His complete master-piece; displaying the secrets of Nature in the Generation of Man. - To which is added, The Family Physician; being approved remedies for the several distempers incident to the human body. II. His experienced midwife; absolutely necessary for Surgeons, Midwives, Nurses, and Child-Bearing Women. III. His book of problems; containing various Questions and answers, relative to the state of Man's body. IV. His last legacy, unfolding the Secrets of Nature respecting the Generation of Man.","Salmon, William",116,3,1,1,5,2,2,0,1,2,4,1,1,17,0,1,4,0,2,5,0,4,3,0,0,0,8,1,6,0,1,1,1,0,3,0,1,0,0,0,2,5,2,1,6,1,1,0,0,1,0,4,1,0,0,0,7,4,0,0,1791,1,1,"London : [s.n.], Printed in the Year M,DCC,XCI. [1791].",London,333,male,1644,1713,FALSE,"the child sought for, and drawn forth, as has been directed. If upon inquiry, it appears that the secundine comes firt,. let the woman be delivered with all' convenient speed, because a great flux of blood will follow ; for then the veins are opened . And on this account"
0166700101_000004,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D. A new edition. To which is now added, his set of anatomical tables, exhibiting The Various cases that occur in Practice, accurately engraven on forty copperplates; with explanations. In three volumes. ...",William Smellie,124,1,3,3,3,0,4,0,3,2,5,2,0,13,0,0,4,0,6,1,0,3,6,0,0,0,2,0,11,0,0,0,5,0,1,0,1,1,0,1,1,1,1,1,5,4,3,0,0,11,0,2,2,2,4,0,5,0,1,0,1784,1,3,"Edinburgh : printed for C. Elliot, Parliament-Square, M.DCC.LXXXIV. [1784].",Edinburgh,407,male,1697,1763,FALSE,"the violence of this discharge is abated, he proposes purges and vomits, then ases milk and a nourifiing diet, and various kinds of internal and external medicines. In a fluor albus, he says the urine is like that of an ass; the patient labours under a pain in the lower"
0167300600_000041,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd, an exact description of the parts of generation in women. A Work much more perfect than any now extant and very necessary for all, especially Midwives and Men practising that Art. The eighth edition corrected, and augmented with several new figures, and with the Description of an excellent Instrument to bring a Child that comes right; all correctly Engraven in Copper. Written in French by Francis Mauriceau, and translated by Hugh Chamberlen, M.D.",François Mauriceau,96,0,1,2,1,7,2,0,1,1,2,1,2,7,0,4,0,1,5,2,0,4,3,1,0,0,2,3,2,0,1,0,2,0,1,1,4,0,0,0,2,1,1,4,1,0,2,0,0,2,2,0,1,0,1,0,7,8,0,1,1752,1,1,"London : printed for T. Cox, and J. Clarke, under the Royal-Excharge. in Cornhill, M.DCC.I.II. [1752].",London,437,male,1637,1709,FALSE,"soon after it returns with greater Violence, after which follows Death both to Mother and Child , if not timely prevented, by delivering the Woman , as Shall be hereafter declared. If this Flooding happens when young with Child , it is usually because of some FALSE Conception, or Mole,"
0350100600_000013,"A complete practice of midwifery. Consisting of Upwards Forty Cases or Observations in that valuable Art, selected from many Others, in the Course of a very Extensive Practice. And Interspersed With many necessary Cautions and useful Instructions, proper to be observed in the most Dangerous and Critical Exigencies, as well when the Delivery is difficult in its own Nature, as when it becomes so by the Rashness or Ignorance of Unexperienc'd Pretenders. Recommended to All Female Practitioners in an Art so important to the Lives and Well-Being of the Sex. By Sarah Stone, Of Piccadilly.","Stone, Sarah",113,1,6,1,1,0,2,1,0,3,2,2,0,14,0,0,1,0,4,6,0,5,0,3,0,2,4,2,4,0,2,1,4,0,1,1,0,2,0,0,2,0,5,1,0,1,3,0,0,3,3,0,1,0,5,2,7,3,2,0,1737,1,1,"London : printed for T. Cooper, at the Globe in Pater-Noster Row, M.DCC.XXXVII. [1737].",London,189,female,,,FALSE,"soon as ihe had eaten them her menjfes ceased. She went the Time of her Reckoning, and had a good Labour . I delivered her of a Son: the Child and Mother both did well. Such things as these frequently happen . Therefore have reason to believe that Forced Deliveries"
0650000100_000027,"The whole of Aristotle's compleat master-piece, in three parts: displaying the secrets of nature in the generation of man. Regularly digested into Chapters and Sections, rendering it far more easy than any yet extant. To which is added a treasure of health: or the family physician. Being choice and approved Remedies for all the several Distempers incident to human Bodies, and containing many new Recipes, not inserted in any other Edition of this Book.",Aristotle,110,0,1,2,4,1,3,0,1,2,3,0,1,13,0,1,5,0,2,5,0,2,2,0,0,0,7,1,5,0,1,1,1,0,3,0,1,0,0,0,3,5,2,0,6,2,1,0,0,4,1,2,1,0,0,0,11,2,2,0,1780,1,1,"London : [s.n.], Printed in the Year MDCCLXXX. [1780].",London,158,male,,,FALSE,"possible; though' this is not to be done but in cafes of great necessity; for the order of nature is for the fcundine to come last. In delivering a woman of a dead s. 4 Of the delivery child , before anything be attempt a dead chid. ed, the operator"
1658100603_000042,"A collection of preternatural cases and observations in midwifery. By William Smellie, M.D. Compleating the design of illustrating his first volume, on that subject. Vol. III.",William Smellie,116,0,6,1,0,2,4,1,3,3,3,0,0,10,1,0,2,0,5,2,0,4,1,2,0,0,11,0,2,0,0,0,6,0,5,0,3,1,0,0,2,0,0,0,2,2,2,0,0,7,0,1,8,4,1,0,6,2,1,0,1765,3,3,"Dublin : Printed for T. and J. Whitehouse at their State Lottery Office, the centre of the east side of Parliament-street, MDCCLXV. [1765].",Dublin,400,male,1697,1763,FALSE,"recovery, contrary to all expectation; and considering that even though she should expire in time of delivery , it might be serviceable to he public, to expore an ignorant pretender, who had acquired a great reputation, even in spite of several such blunders; I resolved to comply with their request."
0306500400_000051,"Cases in midwifry. Written by the late Mr. William Giffard, Surgeon and Man-Midwife. Revis'd and Publish'd By Edward Hody, M. D. and Fellow of the Royal-Society.","Giffard, William           1731",98,0,1,0,5,3,4,1,3,3,4,1,0,13,2,1,1,3,0,3,0,1,2,0,1,0,9,0,3,0,1,1,2,0,3,0,1,0,0,1,1,0,0,2,0,0,2,0,0,1,0,0,1,6,1,1,7,3,0,0,1734,1,1,"London : printed for B. Motte, T. Wotton, and L. Gilliver, in Fleet-Street; and J. Nourse, without Temple-Bar, 1734.",London,556,unknown,,,FALSE,"which was very much contraaed, althcugh I pasted up my Hand so quick after the protrusion of the Child . I MENTIO this to show how soon both the Os interizr2m and Uterus , generally speaking, contract, after the Infant is born ; and as a caution, not to make"
0776200100_000029,"Aristotle's compleat master piece, in three parts: displaying the secrets of nature in the generation of man. Regularly digested into Chapters and Sections, rendering it far more useful and easy than any yet extant: To which is added, a treasurer of health or, the family physician: Being Choice and Approved Remidies for all the several Distempers incident to Human Bodies.",Aristotle,113,2,1,1,3,1,1,0,1,2,5,0,1,17,0,0,5,0,3,6,0,2,3,0,0,0,8,1,4,0,1,1,1,0,3,0,1,0,0,0,3,5,2,1,5,2,1,0,0,2,0,4,1,0,0,0,7,5,1,0,1771,1,1,"London : printed and sold by the booksellers, 1771.",London,146,male,,,FALSE,"Woman be delivered with all convenient Speed, because a great Flux of Blood will follow ; for then the Veins are opened . And on this Account, two Things are to be minded: First, whether the Secundine advances forward much or little : If the former, and the lhead of"
0485702000_000010,"The present state of midwifery in Paris. With a theory of the cause and mechanism of labour. By A. Tolver, Man-Midwife.","Tolver, A.",95,2,0,0,2,2,3,1,0,0,0,0,3,16,0,0,1,0,0,1,0,0,2,1,1,0,0,2,4,0,3,1,4,0,0,0,2,1,0,2,2,2,1,1,2,0,9,0,0,3,0,0,1,4,7,0,2,4,2,1,1770,1,1,"London : printed for T. Cadell, successor to Mr. Millar, in the Strand, [1770].",London,89,unknown,,,FALSE,"tinged with blood ; the os tincae opens , the edges grow thin, and the membranes, protruding with the waters , dilate and widen the orifice. The child , at the instant of a pain , is raised by the compressed waters , from the os internum, toward the fundus,"
0650000100_000026,"The whole of Aristotle's compleat master-piece, in three parts: displaying the secrets of nature in the generation of man. Regularly digested into Chapters and Sections, rendering it far more easy than any yet extant. To which is added a treasure of health: or the family physician. Being choice and approved Remedies for all the several Distempers incident to human Bodies, and containing many new Recipes, not inserted in any other Edition of this Book.",Aristotle,115,3,0,1,6,3,0,0,3,0,7,2,7,10,1,0,1,0,1,1,0,4,2,0,0,0,3,1,5,0,3,1,11,0,0,0,2,0,0,0,1,3,2,2,5,0,1,0,0,0,0,2,2,0,1,1,8,6,2,1,1780,1,1,"London : [s.n.], Printed in the Year MDCCLXXX. [1780].",London,158,male,,,FALSE,"convulsions, or a great flooding, or any other violent distemper, especially wihen the membranes are tihick, and the orifice is too firait, or the neck of the womb not fulficiently opened . Hard labour may also proceed from the child , and this is, either when it happens to Itik"
0608700600_000049,"A treatise of midwifery; comprehending the management of female complaints, and the treatment of children in early infancy. To which are Added, Prescriptions for Women and Children; and Directions for preparing a Variety of Food and Drinks, adapted to me Circumstances of Lyingain Women. Divested of Technical Terms and Abstruse Theories, for the Use of Female and other Practitioners, and Private Families. By Alexander Hamilton, M. D. Professor of Midwisery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,109,1,1,2,1,2,3,0,1,3,5,0,1,7,0,1,0,0,3,4,0,4,0,1,1,0,13,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,3,5,1,4,0,0,1,2,2,2,3,5,0,5,16,0,0,1785,1,1,"Edinburgh : printed for Charles Elliot, Edinburgh; G. G. J. and J. Robinson, London; and W. Gilbert, Dublin, MDCCLXXXV [1785].",Edinburgh,334,male,1739,1802,TRUE,"of the operator will readily find admittance, or when the hand can be passed within the cavity of the womb , immediately after the membranes break, so that great part of the water may be retained, the delivery may be accompliflled, in the motl unfavourable cafes , with eale and"
1525800200_000068,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M.D. F.R.S. Professor of midwifery in the university, and Fellow of the Royal College of Physicians, Edinburgh. [One line in Latin].","Carlisle, David",124,1,0,0,7,0,1,3,0,5,7,0,0,14,7,1,0,0,1,7,0,6,0,1,0,0,5,0,4,0,1,0,3,0,0,0,1,1,0,1,2,6,3,0,3,0,8,0,0,7,1,2,3,7,1,0,3,0,1,0,1794,1,1,"Printed at Worcester, Massachusetts : by Isaiah Thomas. Sold at his bookstore in Worcester. Sold also by said Thomas, and Andrews, no. 45, Newbury Street, Boston; and by said Thomas, and Carlilse [sic], Walpole, in Newhampshire, 1794.",Worcester|Boston.|Walpole.,301,male,1768,1835,FALSE,"head be well advanced in the pelvis.) But it is often dificult to reduce the cord, and much more so to turn the child . For, if the pains be ftropg and frequent, the consequence of such attempts may be fatal to the mother . If the child be of"
