PassageID,Title,Author,Total termFreq,termFreq(),termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0656300601_000001,"The progress of romance, through times, countries and manners; ... in a course of evening conversations. By C. R. author of the English Baron, The two mentors, &c. In two volumes. ...",Clara Reeve,61,0,0,3,0,2,3,1,1,1,3,0,1,0,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,3,0,2,1,6,0,1,1,1,0,2,1,1,0,0,7,2,5,0,1785,1,2,"[Colchester] : printed for the author, by W. Keymer, Colchester, and sold by him; sold also by G. G. J. and J. Robinson, London, 1785.",Colchester,159,female,1729,1807,TRUE,"new difeoveries, that all persons of leisure and fortune were ex. ited to the study of the clafics. What at present would be deemed pedantry, was then considered as politeness. Anindifpenfable and almost the principal object in the rir. 3 cle ce of a gentleman's education , was the acquisition"
0656300602_000006,"The progress of romance, through times, countries and manners; ... in a course of evening conversations. By C. R. author of the English Baron, The two mentors, &c. In two volumes. ...",Clara Reeve,78,0,0,1,0,2,2,1,0,0,3,0,0,0,0,0,3,0,1,1,1,0,2,0,0,3,2,0,1,2,0,2,1,0,4,3,7,2,0,0,0,0,0,0,0,2,0,5,0,0,2,1,2,0,2,0,0,3,9,2,3,3,1785,2,2,"[Colchester] : printed for the author, by W. Keymer, Colchester, and sold by him; sold also by G. G. J. and J. Robinson, London, 1785.",Colchester,134,female,1729,1807,TRUE,"Mad. de Sevigne. They have much of the French ease and vivacity; and retain more the charater of agreeable Epistolary Style, than perhaps any Letters which have appeared in the English language . THERE remains to be treated of, another species of Composition in prose , which comprehends a very"
0268600201_000026,"The miscellaneous works of Tobias Smollett, M. D. With memoirs of his life and writings. By Robert Anderson, M. D. In six volumes. ... . Containing the adventures of Roderick Random.",Tobias Smollett,52,0,2,0,0,2,0,0,0,3,2,1,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,4,1,0,2,1,1,0,1,3,0,0,0,2,0,1,2,0,1,0,1,4,0,2,1,0,1,2,0,2,0,0,1,0,1,1,1796,1,6,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,570,male,1721,1771,TRUE,"present day, which leads us into habits of misery and ruin, and without imparting to us sufficient strength of mind to resist temptation or struggle with calamity, commences in folly, and concludes with felf deftrution. Roused by the voice of friendship, and again restored to as fluence, he returns with"
0894600301_000001,"The select works of T. Smollet, M.D. Containing The adventures of Roderick Random, Peregrine Pickle, Launcelot Greaves, and Expedition of Humphry Clinker. In eight volumes. Revised, corrected, and altered by the author.",Tobias Smollett,52,0,4,2,0,3,0,1,0,1,2,1,1,1,2,0,1,1,0,1,0,1,1,1,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,2,0,1,2,1,1,0,0,4,0,2,1,0,0,0,0,1,0,4,0,0,0,0,1776,1,8,"Dublin : printed by the united company of booksellers, MDCCLXXVI. [1776].",Dublin,274,male,1721,1771,TRUE,"who attempted to imitate his example; and hence arose the heathen mythology, which is no other than a collection of extravagant romances . as learn A. ing ing advanced, and genius received cultivation, these stories were embelinled with the graces of poetry ; that they might the better recommend themselves"
0831400101_000059,"The observer: being a collection of moral, literary and familiar essays. By Richard Cumberland, Esq. The fifth edition, newly arranged. To which is added, an entire translation of ... The clouds. In six volumes. ...",Richard Cumberland,81,0,0,2,0,1,6,5,1,2,0,0,1,0,0,0,2,0,0,1,0,1,1,1,0,2,1,0,1,0,1,3,2,1,2,10,6,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,6,0,6,1,0,0,1,2,1,6,1798,1,6,"London : printed for C. Dilly, 1798.",London,311,male,1732,1811,TRUE,"rude country dance, the young men breaking jests upon each other in an incorrect species of poetry . One Livius was the first who went through a regular play, or dramatic narrative, which he acted himself; but ftralning his voice, he procured a boy to sing to him, while he"
0326900500_000001,The old English baron: a gothic story.,Clara Reeve,59,0,0,0,0,1,1,1,3,0,1,0,0,0,0,0,3,0,1,2,0,0,1,1,0,0,0,2,1,0,2,4,1,2,1,2,2,0,1,0,0,1,2,1,1,0,1,5,0,0,0,1,7,0,0,1,0,0,4,1,1,0,1789,1,1,"London : printed for Charles Dilly in the Poultry, M,DCC,LXXXIX. [1789].",London,276,female,1729,1807,TRUE,"lovely bashfulness so becoming their sex. Private circles, consisting chiefly of friends and relations, is in every refpea rmore commendable. Where such precautions are observed, and this diversion not sus sered to interfere with regularity, modest apparel, and prudent expense, he must have a heart insensible to pleasure , who"
0894800100_000001,"Belisarius. By M. Marmontel, Member of the French Academy.",Jean-François Marmontel,62,0,0,0,0,2,1,2,2,0,0,0,0,2,2,0,0,0,2,2,0,2,3,0,0,0,1,0,0,2,0,4,0,2,0,0,2,3,0,3,3,0,0,0,3,1,0,2,0,2,1,0,0,0,2,0,0,0,7,0,4,0,1767,1,1,"London : printed for and sold by P. Vaillant, in the Strand; and by Robinson and Co. in Paternoster Row, MDCCLXVII. [1767].",London,253,male,1723,1799,TRUE,"prory is interwoven, is in effect a protracted coinedy, not divided into acts. The same natural display of character , the same facetious turn of dialogue and agreeable involution of incidents are essential to each composition. Novels of this description are not of many years sanding in England, and seem"
0363400700_000001,"The old English baron: a gothic story. Embellished with eight elegant engravings, from new designs.",Clara Reeve,58,0,0,0,0,1,1,1,4,0,1,0,0,0,0,0,3,0,1,2,0,1,1,1,0,0,0,2,1,0,2,4,1,2,1,2,2,0,0,0,0,1,2,1,1,0,1,5,0,0,0,1,5,0,0,1,0,0,4,1,1,0,1799,1,1,"London : printed for C. Dilly, In The Poultry, MDCCXCIX. [1799].",London,286,female,1729,1807,TRUE,"A D VETHE óju? E) ADVENTURES O F Roderick Random. Et genus s virtus , nisi cum re, vilior alga qfe. Ho R In Two VOLUMES. VOL. I. D UB LI N: Printed and Sold by RICHARD JAMES, opposite Sycamore Alley in Dames street. MDCCXLVIII. .( III) THE PREFACE. O"
0373700101_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,51,0,2,1,0,3,0,2,0,1,2,1,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,5,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,4,0,3,1,0,2,2,0,1,0,4,0,0,0,0,1777,1,2,"London : printed for J. Coote, No. 14, Red Lion-Street, Clerkenwell, M.DCC.LXXVII. [1777].",London,293,male,1721,1771,TRUE,"History , and the different forms it has assumed in different countries. IN all countries we find its origin very ancient. The genius of the Eastern nations, in particular, was from the earliest times much turned towards invention, and the love of fiction . theirdivinity, their Philosophy, and their Politics,"
0534400102_000056,The history of Ophelia. Published by the author of David Simple. In two volumes. ...,Sarah Fielding,62,0,5,1,0,5,1,0,0,0,4,0,0,0,1,0,1,4,1,1,0,0,1,0,1,1,3,2,0,0,1,4,1,0,2,1,4,0,0,1,0,0,0,0,1,2,1,1,0,1,1,1,0,0,2,1,0,1,2,0,0,2,1763,2,2,"Dublin : printed by James Hoey, Junior, 1763.",Dublin,183,female,1710,1768,TRUE,"laws. The saying was founded on reflection and good sense, and is applicable to the subject now before us. For any kind of writing , how trifling soever in appearance, that obtains a general currency, and especially that early preoccupies the imagination of the youth of both sexes, must demand"
1685800200_000002,"The history of Pamela; Or, Virtue rewarded. In a series of familiar letters from a beautiful young Damsel to her parents. Published, in order to cultivate the principles of virtue and prudence in the minds of the youth of both sexes. A narrative which has it's foundation in truth; and at the same time that it agreeably entertains, by a variety of curious and affecting incidents, is entirely divested of those images which in many pieces calculated for amusement only, tend to inflame the minds they should instruct. To which are prefixed extracts from several curious letters, written to the editor on the subject. By Samuel Richardson, Esq. author of the histories of Sir Charles Grandison, Clarissa, &c. Originally published in four volumes; now comprized in one large volume octavo.",Samuel Richardson,66,0,2,1,0,6,1,4,0,1,0,0,0,0,4,0,1,0,3,1,0,0,2,0,0,2,4,0,0,0,1,1,1,0,2,3,4,1,0,0,0,0,0,0,3,2,0,1,0,1,2,0,0,0,0,0,0,4,2,1,2,3,1792,1,1,"London : Printed for Alex. Hogg, at No. 16, Paternoster-Row, 1792.",London,603,male,1689,1761,TRUE,"parentage of the principal person, conduets the hero or heroine through a great part of life , and both may be called writers of FICTITIOUS BIOGRAPHY. Novels , imitating real life , attained little perfection in England, till the reign of George II when Smollet, Richardson, and, above all, Fielding,"
0387700400_000002,The castle of Otranto. A Gothic story.,Horace Walpole,58,0,0,0,0,7,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,3,2,0,0,2,2,1,0,0,0,2,0,1,0,4,0,1,1,1,1,0,1,0,3,0,1,3,1,1,2,1,2,0,1,1,0,1,4,1,1,0,1769,1,1,"London : printed for John Murray, successor to Mr. Sandby, No 32, Fleet-Street, MDCCLXIX. [1769].",London,225,male,1717,1797,TRUE,"Ancient Storyteller, or Mythologist, to all your Modern Novellifts; and thinks that they convey better Sense and profounder Inftruaion than even the most elaborate Systems; and, I am furc, in a much inore engaging and agreeable Manner . HERE Philander perceiving that the Discourse was like to grow personal, interposed"
0374100201_000001,The adventures of Roderick Random. |...,Tobias Smollett,50,0,3,2,0,3,0,2,0,1,2,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,5,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,4,0,3,1,0,0,2,0,1,0,2,0,0,0,0,1786,1,2,"Paris : printed for Theophilus Barrois, Bookseller, Quai des Augustins, M.DCC.LXXXVI. [1786].",Paris,380,male,1721,1771,TRUE,"THE CHAMPION OF VIRTUE .. ........ .... ... ... A GOTHIC STORY . BY THE EDITOR OF THE PHOENIX; A TRANSLATION OF BARCLAY's A4RGEN[S. F ita voluptatis cauli lint proxima veris. HORAE. -. XE IT' ED TION. LONDON: PRINTED FOR A. CLEUGH, RATCLIFF high WAY, AND W. PHORSON, BERWICK. 1795"
0559400102_000002,"The works of Horatio Walpole, Earl of Orford. In five volumes. ...",Horace Walpole,59,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,3,2,0,0,2,1,0,0,0,1,0,1,2,3,0,1,1,2,1,0,1,0,3,0,0,3,1,1,2,1,2,0,1,1,0,1,4,1,1,0,1798,2,5,"London : printed for G. G. and J. Robinson, Paternoster-Row, and J. Edwards, Pall-Mall, MDCCXCVIII. [1798].",London,639,male,1717,1797,TRUE,"x4th day of the month. ROMAN order, in architeaure, is that more usually called the cvnpfojitr. See COMPOSITE. ROMAN balance, jlatera ROMANA, the steelyard. Sec BALANCE, and STEELYARD. R.S^AN indition. INDICTION. ROMAN year, c. .See the articles, YEAR, ac. ronman language , c. 3 (LATIN, vac. ROMANCE , anciently ROMAUNT,"
1073100105_000004,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By Lady Mary Walker. ...",Mary Walker,60,0,1,3,0,3,0,1,0,2,1,0,0,0,0,0,4,0,0,1,2,1,1,1,1,4,0,4,0,4,0,1,3,1,0,3,1,0,0,0,2,0,0,0,1,2,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,3,1777,5,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster-Row, MDCCLXXVII. [1777].",London,193,female,1736,,FALSE,"manner momentary, and no art can carry them beyond a certain point, either in intenseness or duration. Constant suffering deadens the heart to tender imprelfions; as we may observe in sailors, and others who are grown callous by a life of continual hardships. It is therefore highly necessary in a"
0423300902_000038,"Essays and criticisms, by Dr. Goldsmith; with an account of the author. In three volumes. ...",Oliver Goldsmith,60,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,2,3,0,3,0,0,1,0,2,3,1,4,1,0,3,1,0,2,3,0,0,0,3,1,0,0,1,3,1,1,2,2,1,0,3,1,2,0,3,1798,2,3,"London : printed for J. Johnson, 1798.",London,271,male,1728,1774,TRUE,"drawn of Shakespeare is not only just, but uncommonly elegant and happy. "" He was  the man, who of all modern , and perhaps ancient Poets, had "" the largest and moult comprehensive soul. All the images of "" Nature were dill present to him, and he drew them"
0451201401_000001,"Shakespear illustrated: or the novels and histories, on which the plays of Shakespear are founded, collected and translated from the original authors. With critical remarks. In two volumes. By the author of The female Quixote.",Charlotte Lennox,59,0,1,2,0,5,2,2,0,0,1,2,1,0,1,0,0,1,1,5,0,2,0,1,2,0,0,4,0,1,0,0,3,0,0,3,2,1,0,0,0,0,2,0,0,2,0,1,0,1,0,1,5,0,1,0,0,0,2,0,1,0,1753,1,2,"London : printed for A. Millar in the Strand, MDCCLIII. [1753].",London,303,female,1729,1804,TRUE,discovers great knowledge of human nature . His moral sentiments are profound and judicious; in wit and humour he is not wanting; his dialogue is sometimes formal; but many of his converfation pieces are executed with elegance and vivacity. For the good tendency of his writings he deserves still higher
0454100900_000088,"The histories of Lady Frances S--, and Lady Caroline S-. Written by the Miss Minifies, Of Fairwater, in Somersetshire.",Susannah Gunning,59,0,4,1,0,5,1,0,1,0,5,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,3,2,0,0,1,3,1,2,1,1,3,1,0,1,0,0,0,0,1,1,1,1,0,3,2,1,0,1,1,1,0,0,3,0,0,0,1763,1,1,"Dublin : printed for James Hoey, junior; and James Potts, MDCCLXIII. [1763].",Dublin,291,female,1740,1800,TRUE,"to a Son entering into life ; in an improved and enlarged form, they are now offered to the public . We consider them as truly valuable, and would strongly recommend them to the attention of our younger friends. They are adapted to any period between the age of fifteen"
1189600101_000034,"The miscellaneous works of Tobias Smollett, M. D. with memoirs of his life and writings. By Robert Anderson, M. D. in six volumes. ... . Containing the life of Smollett. The adventures of Roderick Random.",Tobias Smollett,59,0,0,0,0,1,0,6,1,0,0,2,0,0,2,0,0,0,4,2,0,1,3,4,1,0,1,1,0,0,0,0,0,1,1,5,3,0,0,0,0,0,1,0,2,1,0,1,0,0,2,3,0,0,1,1,1,0,4,1,2,0,1800,1,6,"Edinburgh : printed by and for Mundell & Son; and sold in London by Otridge & Son, Vernor & Hood, J. Cuthell, J. Walker & Lackington, Allen & Co., 1800.",Edinburgh,624,male,1721,1771,TRUE,prudery in his heroines that prevents them from being favourites with the men: but he describes the operas tion of the passions with a truth and minuteness that evinces a great knowledge of human nature . The madness of Clementina is delineated with the pencil of a great mafler Nothing
1061900201_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,49,0,2,1,0,3,0,1,0,1,2,0,1,1,2,0,1,1,0,1,0,1,1,1,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,5,0,3,1,0,1,0,0,1,0,4,0,0,0,0,1774,1,2,"London : printed for W. Strahan, J. & F. Rivington, Hawes & Co. W. Johnston, T. Caslon, B. Law, E. & C. Dilly, T. Becket, T. Lowndes, G. Robinson, T. Cadell, J. Knox, W. Nicoll, T. Durham, R. Baldwin, and J. Richardson, M.DCC.LXXIV. [1774].",London,296,male,1721,1771,TRUE,"amiably than in his behaviour as a son and a brother. Iis mother lived to the age of ninety; and he used to mention with pleasure , that the harmony which fubfilled between them was never interrupted by one moment's disagreement. He gloried also in living on the moult affectionate"
1189600101_000036,"The miscellaneous works of Tobias Smollett, M. D. with memoirs of his life and writings. By Robert Anderson, M. D. in six volumes. ... . Containing the life of Smollett. The adventures of Roderick Random.",Tobias Smollett,67,0,1,0,0,3,0,5,0,0,2,1,0,0,3,0,0,0,0,2,1,1,3,0,0,2,1,4,1,3,1,3,1,0,1,7,0,2,0,0,1,0,2,0,0,0,0,2,0,2,0,0,1,1,0,2,0,1,4,0,2,1,1800,1,6,"Edinburgh : printed by and for Mundell & Son; and sold in London by Otridge & Son, Vernor & Hood, J. Cuthell, J. Walker & Lackington, Allen & Co., 1800.",Edinburgh,624,male,1721,1771,TRUE,"which, however trivial in themselves, constitute by far the greatest portion of our daily happiness. Stories are the novels of childhood. We know, from commonexperience, the effeets which are produced upon the female mind by immoderate novel reading . To those who acquire this taste every object becomes disgusting which"
1283000101_000001,"The adventures of Roderick Random. By T. Smollett, M.D. In two volumes ...",Tobias Smollett,49,0,4,1,0,3,0,1,0,1,2,1,1,0,2,0,1,1,0,1,0,1,1,1,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,4,0,2,0,0,0,2,0,1,0,3,0,0,0,0,1793,1,2,"London : printed for Wenman and Hodgson, No. 144, Fleet-Street, MDCCXCIII. [1793].",London,336,male,1721,1771,TRUE,"and he used to mention with pleasure , that the harmony which subsisted between them was never interrupted by one moment's disagreement. He gloried also in living on the most affectionate terms with his sister. He died in a good old age . But it is to be lamented, that,"
1189600101_000050,"The miscellaneous works of Tobias Smollett, M. D. with memoirs of his life and writings. By Robert Anderson, M. D. in six volumes. ... . Containing the life of Smollett. The adventures of Roderick Random.",Tobias Smollett,48,0,2,0,0,2,0,0,0,3,1,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2,1,1,0,0,4,0,0,0,1,0,1,2,1,1,0,1,4,0,2,1,0,1,1,0,2,0,2,1,0,1,1,1800,1,6,"Edinburgh : printed by and for Mundell & Son; and sold in London by Otridge & Son, Vernor & Hood, J. Cuthell, J. Walker & Lackington, Allen & Co., 1800.",Edinburgh,624,male,1721,1771,TRUE,"rather favourable to virtue . Their pictures of human nature were not exact, but they were flattering resemblances. By exhibiting patterns of peri feaion, they ftinulated emulation to aim at it. They led the fancy through a beautiful wilderness of delights, and they filled the heart with pure, manly, bold,"
0107600201_000017,"The works of Tobias Smollett, M.D. with memoirs of his life; to which is prefixed A view of the commencement and progress of romance, by John Moore, M.D. In eight volumes. ...",Tobias Smollett,56,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,2,2,0,2,1,0,1,0,0,0,3,1,2,1,2,1,0,0,0,0,2,2,1,4,1,0,4,0,0,0,0,1,3,0,0,0,0,7,2,3,0,1797,1,8,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, R. Baldwin, T. Becket, F. and C. Rivington, A. Strahan, R. Faulder, W. Richardson, W. Lane, W. Lowndes, S. Hayes, G. and T. Wilkie, Ogilvy and Son, T. N. Longman, and Cadell jun. and Davies, 1797.",London,452,male,1721,1771,TRUE,"render her an amiable and exemplary pattern of domeffic virtue , and conjugal fidelity. IT is sometimes expeted, that young people at school should be occasionally employed in writing themes. This, says Mr. Locke *, is a sort of aegyptian tyranny; it is an order to work without materials; to"
1251700101_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,52,0,3,0,0,3,0,2,0,1,3,1,1,0,2,0,1,1,0,1,0,1,0,1,0,0,0,5,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,5,0,3,1,0,1,1,0,1,0,4,0,0,0,0,1748,1,2,"London : printed for J. Osborn in Pater-Noster-Row, MDCCXLVIII. [1748].",London,354,male,1721,1771,TRUE,"earl of Cork and Orrery, whose notes arn truly worth perusing. We imagine Poetry is a study too beau. tiful, not sometimes to engage a gentkle man's attention. but it is not: of fuficient consequence to become his principal ob je. Not to have read Homer, Virgili and Horace at"
0268500401_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,46,0,2,1,0,3,0,0,0,1,2,1,1,1,2,0,1,1,0,1,0,1,1,1,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,3,0,3,1,0,0,1,0,1,0,3,0,0,0,0,1750,1,2,"London : printed for J. Osborn, in Pater-Noster-Row, MDCCL. [1750].",London,296,male,1721,1771,TRUE,"a happy thing for all naturalists whether poets or writers in prose , if they would in the words of a TRUE poet, "" Look through nature up to Nature's Ged! Dr. Darwin is certainly a man of great fancy; but i will not cease to repeat, that good writing"
0000400300_000005,Galatea a pastoral romance; imitated from Cervantes by M. de Florian. Translated by an officer.,Jean-Pierre Claris de Florian,60,0,5,0,0,2,4,0,0,0,0,1,1,0,0,1,1,2,1,0,0,1,2,1,2,0,1,0,3,5,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,7,0,1,2,0,1,3,0,0,0,0,7,0,0,0,1791,1,1,"Dublin : printed by P. Byrne, 108, Grafton Street, MDCCXCI. [1791].",Dublin,312,male,1755,1794,FALSE,"it were to their senses, weigh more with them than de. monftration. We need not wonder, then, to find, that, in ancient times, moral precepts were often delivered in the way of proverb or aphorism, and enforced and exemplified by ficitious narrative, Of those fables that are ascribed to Efop,"
